,Concept_ID,la,tt
823,scheinen[Sonne]::V,lucere,яктырту
824,donnern::V,tonare,күкрәү
825,wehen::V,flare,исү
826,strömen::V,fluere,агу
827,fließen::V,manare,агу
828,sich drehen::V,torqueri,бөтерелү
829,schwanken::V,vacillare,икеләнү
830,schwingen::V,vibrare,тирбәлү
831,fallen::V,cadere,егылу
832,brennen::V,ardere,яну
833,rauchen::V,fumare,төтәү
834,rauchen::V,fumare,төтенләү
835,regnen::V,pluere,яву
836,gefrieren::V,congelari,кату
837,tauen::V,rorare,эрү
838,tauen::V,rorare,эретү
839,schmelzen::V,liquescere,эрү
840,schmelzen::V,liquescere,эретү
841,trocknen::V,arescere,кибү
842,sieden::V,fervere,ургылу
843,faulen::V,putescere,черү
844,verfaulen::V,putescere,черү
845,reißen::V,scindi,өзелү
846,versinken::V,mergi,бату
847,vergehen::V,praeterire,авышу
848,erscheinen::V,apparere,пәйда булу
849,verschwinden::V,discedere,югалу
850,verschwinden::V,discedere,юк булу
851,sinken::V,labi,кимү
852,sinken::V,labi,кайту
853,abnehmen::V,deminui,азаю
854,zunehmen::V,augeri,арту
855,zunehmen::V,augeri,күбәю
856,zunehmen::V,augeri,ишәю
857,steigen::V,augescere,үсү
858,wachsen::V,crescere,үсү
859,glänzen::V,splendere,ялкылдау
860,funkeln::V,micare,ялтырау
861,lärmen::V,strepere,шаулау
862,läuten::V,sonare,шалтырату
863,klingeln::V,tinnire,шалтырату
864,klirren::V,crepare,чылтырау
865,brausen::V,saevire,давыллау
866,brausen::V,saevire,дулау
867,rauschen::V,crepare,кыштырдау
868,klingen::V,sonare,ишетелү
869,bellen::V,latrare,өрү
870,heulen::V,ululare,улау
871,blasen::V,flare,өрү
872,pfeifen::V,sibilare,сызгырту
873,schreien::V,clamare,кычкыру
874,stöhnen::V,gemere,ыңгырашу
875,zittern::V,tremere,калтырау
876,zittern::V,tremere,калтырану
877,zittern::V,trepidare,калтырау
878,zittern::V,trepidare,калтырану
879,leben::V,vivere,яшәү
880,leben::V,vivere,гомер итү
881,geboren werden::V,nasci,туу
882,atmen::V,spirare,сулау
883,trinken::V,bibere,эчү
884,essen::V,edere,ашау
885,schlucken::V,devorare,йоту
886,müde werden::V,fatigari,ялыгу
887,müde werden::V,fatigari,йөгенү
888,einschlafen::V,obdormiscere,йокыга китү
889,schlafen::V,dormire,йоклау
890,aufwachen::V,expergisci,уяну
891,aufstehen::V,exsurgere,тору
892,sich erholen::V,se reficere,ял алу
893,sich erholen::V,se reficere,истирахәт итү
894,krank werden::V,aegrescere,чирләү
895,krank sein::V,aegrotare,чирләү
896,schmerzen::V,dolere,авырту
897,husten::V,tussire,ютәлләү
898,genesen::V,convalescere,савыгу
899,genesen::V,convalescere,сәламәтләнү
900,sterben::V,mori,үлү
901,sterben::V,mori,дөнья кую
902,sterben::V,mori,вафат булу
903,umkommen::V,perire,үлү
904,sich bewegen::V,se movere,йөрү
905,sich rühren::V,micare,кыймылдау
906,sich erheben::V,surgere,басу
907,sich setzen::V,considere,утыру
908,hinfallen::V,cadere,егылу
909,laufen::V,vadere,җәяүләү
910,schreiten::V,gradi,атлау
911,spazierengehen::V,ambulare,йөрү
912,spazierengehen::V,ambulare,йөргенү
913,eilen::V,properare,ашыгу
914,sich beeilen::V,festinare,ашыгу
915,sich beeilen::V,festinare,кызулау
916,sausen::V,currere,җилдерү
917,rennen::V,currere,йөгерү
918,springen::V,salire,сикерү
919,klettern::V,niti,үрмәләү
920,schaukeln::V,oscillare,атыну
921,kriechen::V,repere,шуышу
922,kriechen::V,repere,үрмәләү
923,kriechen::V,serpere,шуышу
924,kriechen::V,serpere,үрмәләү
925,schwimmen::V,nare,йөзү
926,schwimmen::V,natare,йөзү
927,tauchen::V,mergere,чуму
928,rudern::V,remigare,ишү
929,fahren::V,vehi,бару
930,fliegen::V,volare,очу
931,gehen::V,ire,йөрү
932,gehen::V,vadere,йөрү
933,weggehen::V,abire,китү
934,weggehen::V,discedere,китү
935,abfahren::V,proficisci,кузгалу
936,anhalten::V,consistere,тукталу
937,hineingehen::V,inire,инү
938,hineingehen::V,ingredi,инү
939,eintreten::V,intrare,инү
940,kommen::V,venire,килү
941,ankommen::V,advenire,бару
942,zurückkommen::V,revenire,кире кайту
943,bleiben::V,manere,калу
944,warten::V,opperiri,көтү
945,erwarten::V,opperiri,көтү
946,erwarten::V,expectare,көтү
947,suchen::V,quaerere,эзләү
948,finden::V,reperire,табу
949,versuchen::V,conari,маташу
950,versuchen::V,temptare,маташу
951,vorbereiten::V,parare,хәзерләү
952,lieben::V,amare,сөю
953,lieben::V,amare,ярату
954,mögen::V,amare,өнәү
955,lachen::V,ridere,көлү
956,rühren::V,commovere,дулкынландыру
957,weinen::V,flere,елау
958,schimpfen::V,increpare,сүгү
959,schimpfen::V,increpare,сүгенү
960,sich ärgern::V,indignari,ачулану
961,sich fürchten::V,vereri,курку
962,fürchten::V,timere,калтырау
963,fürchten::V,timere,калтырану
964,fliehen::V,fugere,арка бирү
965,flüchten::V,effugere,качу
966,sehen::V,videre,күрү
967,anschauen::V,aspectare,карау
968,ansehen::V,spectare,карау
969,ansehen::V,spectare,күзәтү
970,hören::V,audire,ишетү
971,zuhören::V,auscultare,тыңлау
972,probieren::V,gustare,тату
973,riechen::V,olfacere,иснәү
974,fühlen::V,sentire,тою
975,fühlen::V,sentire,сизү
976,scheinen::V,videri,күренү
977,zu sehen sein::V,conspici,күренү
978,vernehmen::V,comperire,ишетү
979,frieren::V,algere,өшү
980,frieren::V,algere,күшегү
981,tun::V,facere,итү
982,können::V,posse,алу
983,wollen::V,velle,теләү
984,anfangen::V,incipere,керешү
985,beenden::V,finire,бетерү
986,beenden::V,finire,тәмамлау
987,aufhören::V,desistere,бетү
988,gelingen::V,contingere,уңу
989,geraten::V,evenire,сабышу
990,öffnen::V,aperire,ачу
991,schließen::V,claudere,ябу
992,stellen::V,sistere,кую
993,setzen::V,ponere,утырту
994,legen::V,ponere,яткыру
995,berühren::V,tangere,тию
996,verbinden::V,iungere,ялгау
997,bedecken::V,tegere,өрту
998,bedecken::V,tegere,каплау
999,bedecken::V,tegere,томалау
1000,bedecken::V,operire,өрту
1001,bedecken::V,operire,каплау
1002,bedecken::V,operire,томалау
1003,aufhängen::V,suspendere,асу
1004,anzünden::V,accendere,кабызу
1005,anzünden::V,inflammare,кабызу
1006,aufheben::V,tollere,күтәрү
1007,zurücklassen::V,relinquere,калдыру
1008,verlieren::V,perdere,югалту
1009,verlieren::V,amittere,югалту
1010,fallen lassen::V,dimittere,төшерү
1011,machen::V,facere,ясау
1012,machen::V,facere,эшләү
1013,herstellen::V,fabricare,ясау
1014,bauen::V,construere,кору
1015,reparieren::V,reparare,төзәтү
1016,verbessern::V,emendare,яхшырту
1017,ändern::V,mutare,үзгәртү
1018,graben::V,fodere,казу
1019,beugen::V,flectere,ию
1020,biegen::V,curvare,бөгү
1021,drehen::V,torquere,бору
1022,drehen::V,torquere,бөтерү
1023,wenden::V,vertere,бору
1024,umdrehen::V,convertere,түнтәрү
1025,heben::V,tollere,күтәрү
1026,hochheben::V,levare,күтәрү
1027,ergreifen::V,capessere,эләктерү
1028,halten::V,tenere,тоту
1029,drücken::V,premere,кысу
1030,schieben::V,promovere,кузгату
1031,kratzen::V,radere,тырнау
1032,lecken::V,lambere,ялау
1033,beißen::V,mordere,тешләү
1034,abreißen::V,avellere,өзү
1035,abschneiden::V,desecare,кыю
1036,abschneiden::V,desecare,кисү
1037,binden::V,ligare,бәйләү
1038,stecken::V,inserere,төртү
1039,stecken::V,inserere,тыгу
1040,brechen::V,rumpere,сындыру
1041,klopfen::V,pultare,шаку
1042,klopfen::V,pultare,шакылдау
1043,hauen::V,ferire,кыйнау
1044,kleben::V,agglutinare,ябыштыру
1045,reiben::V,terere,ышку
1046,streichen::V,oblinere,ягу
1047,schleifen::V,acuere,кайрау
1048,schneiden::V,secare,кисү
1049,rütteln::V,quassare,селкетү
1050,schütteln::V,quatere,селкетү
1051,schwenken::V,ventilare,болгау
1052,schütten::V,fundere,кою
1053,füllen::V,complere,тутыру
1054,einwickeln::V,involvere,төрү
1055,tragen::V,ferre,ташу
1056,tragen::V,portare,ташу
1057,schleppen::V,pertrahere,сөйрәү
1058,schleppen::V,pertrahere,өстерәү
1059,ziehen::V,trahere,тарту
1060,aufbewahren::V,asservare,саклау
1061,werfen::V,iacere,ыргыту
1062,fangen::V,capere,тоту
1063,packen::V,capessere,эләктерү
1064,verstecken::V,abdere,яшерү
1065,teilen::V,partiri,бүлү
1066,teilen::V,dividere,бүлү
1067,schicken::V,mittere,җибәрү
1068,bringen::V,apportare,китерү
1069,hinzufügen::V,addere,өстәү
1070,bekommen::V,adipisci,алу
1071,erhalten::V,accipere,алу
1072,nehmen::V,sumere,алу
1073,wählen::V,eligere,сайлау
1074,auswählen::V,deligere,сайлау
1075,bewahren::V,conservare,саклау
1076,behindern::V,impedire,комачаулау
1077,verderben::V,corrumpere,бозу
1078,beschädigen::V,laedere,бозу
1079,zerbrechen::V,rumpere,вату
1080,zerbrechen::V,frangere,вату
1081,zerreißen::V,discindere,өзү
1082,zerreißen::V,discindere,ерту
1083,zerstören::V,delere,җимерү
1084,verbrennen::V,urere,яндыру
1085,verbrennen::V,urere,көйдерү
1086,verbrennen::V,cremare,яндыру
1087,verbrennen::V,cremare,көйдерү
1088,geben::V,dare,бирү
1089,reichen::V,praebere,тапшыру
1090,schenken::V,donare,бүләкләү
1091,schenken::V,largiri,бүләкләү
1092,versprechen::V,polliceri,вәгъдә бирү
1093,versprechen::V,promittere,вәгъдә бирү
1094,loben::V,laudare,мактау
1095,küssen::V,osculari,үбү
1096,zudecken::V,tegere,ябу
1097,zudecken::V,tegere,бөркәү
1098,wecken::V,excitare,уяту
1099,zeigen::V,monstrare,күрсәтү
1100,führen::V,ducere,йөртү
1101,lehren::V,docere,өйрәтү
1102,unterrichten::V,instituere,укыту
1103,aufziehen::V,nutrire,асрау
1104,leiten::V,ducere,җитәкләү
1105,antreiben::V,incitare,куалау
1106,antreiben::V,incitare,әйдәләү
1107,antreiben::V,incitare,ашыктыру
1108,lassen::V,iubere,мәҗбүр итү
1109,einladen::V,invitare,чакыру
1110,vereinigen::V,coniungere,берләштерү
1111,besuchen::V,visere,керешү
1112,treffen::V,convenire,очрату
1113,sich versammeln::V,convenire,җыелышу
1114,spielen::V,ludere,уйнау
1115,singen::V,cantare,җырлау
1116,tanzen::V,saltare,бию
1117,sich trennen::V,digredi,аерылу
1118,sich trennen::V,digredi,ташлашу
1119,sich trennen::V,discedere,аерылу
1120,sich trennen::V,discedere,ташлашу
1121,verlassen::V,deserere,ташлау
1122,verlassen::V,deserere,калдыру
1123,verlassen::V,relinquere,ташлау
1124,verlassen::V,relinquere,калдыру
1125,retten::V,servare,коткару
1126,bewachen::V,custodire,каравыллау
1127,schützen::V,tueri,ышыклау
1128,schützen::V,tutari,ышыклау
1129,verteidigen::V,defendere,яклау
1130,verteidigen::V,defendere,саклау
1131,sich schlagen::V,luctari,сугышу
1132,schießen::V,iaculari,ату
1133,siegen::V,vincere,җиңү
1134,ärgern::V,irritare,ачуландыру
1135,schlagen::V,ferire,ору
1136,schlagen::V,ferire,бәрү
1137,schlagen::V,ferire,тукмау
1138,treten::V,calcare,тибү
1139,stechen::V,pungere,кадау
1140,stoßen::V,tundere,этү
1141,stehlen::V,furari,урлау
1142,stören::V,turbare,комачаулау
1143,belästigen::V,obtundere,борчу
1144,belästigen::V,obtundere,билмазалау
1145,verbergen::V,celare,яшерү
1146,verbergen::V,occultare,яшерү
1147,täuschen::V,fallere,алдату
1148,betrügen::V,fraudare,хәрәмләшү
1149,töten::V,necare,үтерү
1150,töten::V,caedere,үтерү
1151,wohnen::V,habitare,яшәү
1152,arbeiten::V,laborare,эшләү
1153,sammeln::V,colligere,туплау
1154,pflücken::V,carpere,өзү
1155,jagen::V,venari,аулау
1156,fischen::V,piscari,балык тоту
1157,fassen::V,capere,тоту
1158,hüten::V,custodire,көтү
1159,treiben::V,agere,куалау
1160,anbinden::V,alligare,бәйләү
1161,füttern::V,nutrire,туйдыру
1162,melken::V,mulgere,саву
1163,hacken::V,findere,чабу
1164,gießen::V,rigare,сугару
1165,reifen::V,maturescere,җитешү
1166,zubereiten::V,apparare,пешеренү
1167,kochen::V,coquere,пешерү
1168,kochen::V,coquere,кайнату
1169,backen::V,coquere,пешерү
1170,braten::V,torrere,куыру
1171,braten::V,torrere,кыздыру
1172,umrühren::V,commovere,бутау
1173,umrühren::V,commovere,болгату
1174,stricken::V,texere,бәйләү
1175,nähen::V,suere,тегү
1176,färben::V,tingere,ману
1177,reinigen::V,purgare,чистарту
1178,waschen::V,lavare,юу
1179,abwischen::V,abstergere,сөртү
1180,spülen::V,perluere,чайкау
1181,fegen::V,verrere,себерү
1182,kehren::V,purgare,себерү
1183,baden::V,lavari,коену
1184,sich waschen::V,lavari,юыну
1185,ausziehen::V,exuere,чишенү
1186,anziehen::V,induere,кию
1187,sich anziehen::V,vestiri,киенү
1188,kämmen::V,pectere,тарау
1189,schmücken::V,ornare,бизәү
1190,schmücken::V,ornare,бизәкләү
1191,schmücken::V,decorare,бизәү
1192,schmücken::V,decorare,бизәкләү
1193,sagen::V,dicere,дию
1194,sagen::V,dicere,әйтү
1195,sprechen::V,fari,сөйләү
1196,sprechen::V,fari,сөйләшү
1197,reden::V,loqui,сөйләү
1198,sich unterhalten::V,colloqui,сөйләшү
1199,sich unterhalten::V,disputare,сөйләшү
1200,fragen::V,rogare,сорау
1201,fragen::V,rogare,сорашу
1202,fragen::V,quaerere,сорау
1203,fragen::V,quaerere,сорашу
1204,bitten::V,orare,үтенү
1205,bitten::V,rogare,үтенү
1206,erzählen::V,narrare,сөйләү
1207,mitteilen::V,communicare,белдерү
1208,nennen::V,appellare,дию
1209,rufen::V,vocare,дәшү
1210,prahlen::V,gloriari,мактану
1211,prahlen::V,gloriari,шапырыну
1212,übersetzen::V,vertere,күчерү
1213,denken::V,cogitare,уйлау
1214,glauben::V,credere,инану
1215,bemerken::V,animadvertere,искәрү
1216,erkennen::V,cognoscere,тану
1217,begreifen::V,comprehendere,аңлау
1218,begreifen::V,comprehendere,төшенү
1219,verstehen::V,intellegere,аңлау
1220,verstehen::V,intellegere,төшенү
1221,lernen::V,discere,уку
1222,lernen::V,discere,өйрәнү
1223,wissen::V,scire,белү
1224,sich erinnern an::V,meminisse,хәтерләү
1225,vergessen::V,oblivisci,оныту
1226,messen::V,metiri,үлчәү
1227,zählen::V,numerare,санау
1228,rechnen::V,reri,исәпләү
1229,rechnen::V,calculare,исәпләү
1230,lesen::V,legere,уку
1231,malen::V,pingere,рәсем ясау
1232,malen::V,pingere,сурәт ясау
1233,malen::V,pingere,сурәтләү
1234,zeichnen::V,scribere,язу-сызу
1235,zeichnen::V,scribere,сурәт ясау
1236,schreiben::V,scribere,язу
1237,besitzen::V,possidere,биләү
1238,kaufen::V,emere,алу
1239,verkaufen::V,vendere,сату
1240,bezahlen::V,pendere,түләү
1241,zahlen::V,solvere,түләү
1242,beherrschen::V,regere,ия булу
1243,beherrschen::V,imperare,ия булу
1244,ertragen::V,tolerare,чыдау
1245,ertragen::V,sustinere,чыдау
1246,wünschen::V,,котлау
1247,wiegen::V,,тирбәтү
