,Concept_ID,kv,ca
818,rauchen::V,тшынасьны,fumejar
819,regnen::V,зэрны,ploure
820,gefrieren::V,гегдыны,gelar-se
821,tauen::V,сывны,fondre's
822,schmelzen::V,сывны,fondre's
823,trocknen::V,косьмыны,assecar-se
824,sieden::V,пизьны,bullir
825,faulen::V,нёльзьыны,podrir-se
826,verfaulen::V,тӧрмыны,podrir-se
827,verfaulen::V,сiсьмыны,podrir-se
828,reißen::V,косясьны,trencar-se
829,versinken::V,вӧйны,enfonsar-se
830,vergehen::V,мунны,passar
831,erscheinen::V,мыччисьны,aparèixer
832,verschwinden::V,ӧшны,desaparèixer
833,sinken::V,ямны,baixar
834,sinken::V,ямны,descendir
835,abnehmen::V,ямны,decréixer
836,zunehmen::V,паськавны,augmentar
837,steigen::V,лэбтiсьны,pujar
838,wachsen::V,быдмыны,créixer
839,glänzen::V,свиттявны,brillar
840,glänzen::V,свиттявны,resplendir
841,funkeln::V,югйовтлыны,espurnejar
842,funkeln::V,югйӧв-керны,espurnejar
843,lärmen::V,чавзыны,fer soroll
844,läuten::V,диньгыны,sonar
845,klingeln::V,силькӧтны,trucar
846,klirren::V,жольӧтны,dringar
847,brausen::V,гуасьны,rugir
848,rauschen::V,кышӧтны,murmurar
849,klingen::V,горавны,sonar
850,bellen::V,увтны,lladrar
851,bellen::V,вувтны,lladrar
852,heulen::V,уннявны,udolar
853,blasen::V,пӧлявны,bufar
854,pfeifen::V,пиксыны,xiular
855,schreien::V,айзыны,cridar
856,stöhnen::V,ойзыны,gemegar
857,stöhnen::V,ружтыны,gemegar
858,zittern::V,легьявны,tremolar
859,leben::V,овны,vīure
860,geboren werden::V,шогмыны,néixer
861,atmen::V,лолавны,respirar
862,trinken::V,юны,beure
863,essen::V,сёйны,menjar
864,schlucken::V,ньылавны,empassar-se
865,müde werden::V,мыдзны,cansar-se
866,einschlafen::V,ланьтны,adormir-se
867,schlafen::V,узьны,dormir
868,aufwachen::V,саймыны,despertar-se
869,aufwachen::V,пальмыны,despertar-se
870,aufstehen::V,сувтны,llevar-se
871,sich erholen::V,шоччисьлыны,descansar
872,krank werden::V,моржитны,posar-se malalt
873,krank sein::V,шогавны,estar malalt
874,krank sein::V,визьӧтны,estar malalt
875,schmerzen::V,висьны,doldre
876,husten::V,кашляйтны,tossir
877,genesen::V,бурдны,recuperar-se
878,sterben::V,кувны,morir
879,umkommen::V,вийсьыны,perir
880,sich bewegen::V,локны,moure's
881,sich bewegen::V,ветлӧтны,moure's
882,sich rühren::V,вӧрзьӧтчыны,moure's
883,sich erheben::V,сувтны,aixecar-se
884,sich setzen::V,пуксьыны,asseure's
885,hinfallen::V,пӧрласьны,caure's
886,laufen::V,мунны,caminar
887,schreiten::V,тальччавны,procedir
888,spazierengehen::V,котрасьны,passejar
889,eilen::V,тэрмасьны,anar corrent
890,sich beeilen::V,тэрмасьны,afanyar-se
891,sausen::V,вирдавны-котӧртны,córrer
892,springen::V,чеччавны,saltar
893,klettern::V,кышасьны,escalar
894,schaukeln::V,чурликасьны,gronxar-se
895,schaukeln::V,чурликасьны,balancejar-se
896,kriechen::V,кыскасьны-мунны,reptar
897,kriechen::V,кыскасьны-мунны,arrossegar-se
898,schwimmen::V,вартчыны,nadar
899,tauchen::V,сунгисьны ваӧ,bussejar
900,tauchen::V,сунгисьны ваӧ,submergir-se
901,rudern::V,сынны,remar
902,fahren::V,мунны,anar
903,fliegen::V,лэбавны,volar
904,gehen::V,мунны,caminar
905,weggehen::V,мунны,anar-se'n
906,abfahren::V,иньдӧтчыны,partir
907,abfahren::V,мунны,partir
908,anhalten::V,сувтны,aturar-se
909,hineingehen::V,пырны,entrar
910,eintreten::V,пырны,entrar
911,kommen::V,локны,venir
912,ankommen::V,локны,arribar
913,zurückkommen::V,бертны,tornar
914,zurückkommen::V,панӧвтсьыны,tornar
915,bleiben::V,кольччыны,quedar-se
916,warten::V,видзчисьны,esperar
917,erwarten::V,видзчисьны,esperar
918,suchen::V,кошшыны,buscar
919,finden::V,адззыны,trobar
920,versuchen::V,пондыны,intentar
921,versuchen::V,пондӧтны,intentar
922,vorbereiten::V,лӧсьӧтны,preparar
923,lieben::V,милуйтны,estimar
924,mögen::V,радейтны,agradar a
925,lachen::V,серавны,riure
926,rühren::V,сьӧлӧм вӧрзьӧтны,commoure
927,rühren::V,сьӧлӧм вӧрзьӧтны,emocionar
928,weinen::V,горзыны,plorar
929,schimpfen::V,видчыны,renyar
930,sich ärgern::V,лёкавны,enfadar-se
931,sich fürchten::V,повны,tenir por
932,fürchten::V,повны,témer
933,fliehen::V,пышшыны,fugir
934,flüchten::V,пышшыны,refugiar-se
935,sehen::V,адззыны,veure
936,anschauen::V,видзӧтны,mirar
937,ansehen::V,видзӧтны,mirar
938,hören::V,кывны,oir
939,zuhören::V,кывзыны,escoltar
940,probieren::V,пешлыны,provar
941,riechen::V,дукавны,olorar
942,fühlen::V,кывны,sentīr
943,scheinen::V,декуйтчыны,semblar
944,zu sehen sein::V,тыдавны,poder-se veure
945,vernehmen::V,тӧдмавны,percebre
946,frieren::V,гегдыны,tenir fred
947,tun::V,керны,fer
948,können::V,вермыны,poder
949,wollen::V,мӧдны,voler
950,anfangen::V,петны,iniciar
951,beenden::V,ештӧтны,acabar
952,beenden::V,керыштны,acabar
953,aufhören::V,дугдыны,deixar
954,gelingen::V,шогмыны,sortir bé
955,geraten::V,мыччисьны,sortir
956,öffnen::V,осьтны,obrir
957,schließen::V,пӧднавны,tancar
958,stellen::V,сувтӧтны,posar
959,stellen::V,сувтӧтны,col·locar
960,setzen::V,пуксьӧтны,assentar
961,legen::V,пуктыны,posar
962,berühren::V,вӧрзьӧтны,tocar
963,verbinden::V,йитны,unir
964,verbinden::V,йитны,connectar
965,bedecken::V,вевттьыны,tapar
966,bedecken::V,вевттьыны,cobrir
967,aufhängen::V,ӧшӧтны,penjar
968,anzünden::V,ӧзтыны,encendre
969,aufheben::V,лэбтыны,aixecar
970,zurücklassen::V,кольны,deixar
971,verlieren::V,ӧштыны,pērdre
972,fallen lassen::V,уськӧтны,deixar caure
973,machen::V,керны,fer
974,herstellen::V,вӧчны,producir
975,bauen::V,строитны,construir
976,reparieren::V,вочны,reparar
977,verbessern::V,бурсьӧтны,millorar
978,ändern::V,вежны,canviar
979,graben::V,гарйыны,cavar
980,beugen::V,кусіньтны,doblegar
981,biegen::V,чукыльтыштны,corbar
982,biegen::V,чукыльтыштны,arquejar
983,drehen::V,бергӧтны,girar
984,wenden::V,бергӧтны,girar
985,umdrehen::V,бергӧтны,voltar
986,heben::V,лэбтыны,pujar
987,heben::V,лэбтыны,aixecar
988,hochheben::V,лэбтыны,aixecar
989,ergreifen::V,кватитны,agafar
990,halten::V,видзны,mantenir
991,drücken::V,личкыны,prémer
992,drücken::V,личкыны,estrènyer
993,schieben::V,тойлавны,empènyer
994,kratzen::V,шаркӧтны,raspar
995,lecken::V,нювны,llepar
996,beißen::V,йирны,mossegar
997,abreißen::V,орӧтны,arrencar
998,abschneiden::V,шӧрыштны,tallar
999,abschneiden::V,вундыштны,tallar
1000,binden::V,гӧрдззыны,lligar
1001,stecken::V,мӧртны,ficar
1002,brechen::V,жугдыны,trencar
1003,klopfen::V,зукӧтны,trucar
1004,hauen::V,желльыны,picar
1005,hauen::V,желльыны,colpejar
1006,kleben::V,лякӧтны,enganxar
1007,reiben::V,зыртны,fregar
1008,streichen::V,мавтны,untar
1009,schleifen::V,кыскыны,afilar
1010,schleifen::V,кыскыны,esmolar
1011,schneiden::V,вундавны,tallar
1012,rütteln::V,шатлавны,sacsejar
1013,schütteln::V,зыбӧтны,agitar
1014,schütteln::V,зыбӧтны,sacsejar
1015,schwenken::V,ӧвтны,agitar
1016,schwenken::V,макайтны,agitar
1017,schütten::V,кисьтны,abocar
1018,füllen::V,тыртны,omplir
1019,füllen::V,тырсьӧтны,omplir
1020,einwickeln::V,тубны,embolicar
1021,tragen::V,новйӧтны,dur
1022,tragen::V,новйӧтны,portar
1023,schleppen::V,кыскыны,arrossegar
1024,ziehen::V,кыскыны,tirar
1025,ziehen::V,кыскыны,estirar
1026,aufbewahren::V,видзны,conservar
1027,werfen::V,шентывлыны,llançar
1028,fangen::V,кутны,agafar
1029,fangen::V,кутны,atrapar
1030,packen::V,кутасьны,engrapar
1031,packen::V,кватитны,engrapar
1032,verstecken::V,дзебны,amagar
1033,teilen::V,торйӧтны,dividir
1034,schicken::V,иньдыны,enviar
1035,bringen::V,вайны,portar
1036,hinzufügen::V,содтыны,afegir
1037,bekommen::V,получитны,obtenir
1038,erhalten::V,получитны,rebre
1039,nehmen::V,босьтны,prendre
1040,wählen::V,бӧрйыны,triar
1041,wählen::V,бӧрйыны,elegir
1042,auswählen::V,бӧрйыны,escollir
1043,auswählen::V,бӧрйыны,seleccionar
1044,bewahren::V,видзны,conservar
1045,behindern::V,падтыны,impedir
1046,behindern::V,падтыны,obstaculitzar
1047,verderben::V,изводавны,espatllar
1048,beschädigen::V,паздыны,danyar
1049,beschädigen::V,паздыны,destrossar
1050,zerbrechen::V,паздыны,trencar
1051,zerreißen::V,косявны,estripar
1052,zerstören::V,паздыны,destruir
1053,verbrennen::V,сотны,cremar
1054,geben::V,сетны,donar
1055,reichen::V,сетны,passar
1056,schenken::V,козьнавны,regalar
1057,versprechen::V,кӧсйыны,prometre
1058,wünschen::V,бурсьыны,desitjar
1059,loben::V,ошкыны,elogiar
1060,küssen::V,окавны,fer un petó a
1061,wiegen::V,тюттьӧтны,bressolar
1062,zudecken::V,вевттьыны,tapar
1063,zudecken::V,вевттьыны,cobrir
1064,wecken::V,саймӧтны,despertar
1065,zeigen::V,мыччавны,mostrar
1066,zeigen::V,мыччавны,ensenyar
1067,führen::V,нуӧтны,guiar
1068,führen::V,нуӧтны,conduir
1069,lehren::V,велӧтны,ensenyar
1070,unterrichten::V,велӧтны,ensenyar
1071,aufziehen::V,быдтыны,criar
1072,leiten::V,юравны,dirigir
1073,leiten::V,веськӧтлыны,dirigir
1074,antreiben::V,тэрмӧтны,impel·lir
1075,lassen::V,-ӧтыны,fer
1076,einladen::V,корны,invitar
1077,einladen::V,корны,convidar
1078,vereinigen::V,ӧтувтны,unir
1079,vereinigen::V,ӧтлаавны,unir
1080,besuchen::V,пыравлыны,visitar
1081,besuchen::V,пыравлыны,anar a veure
1082,treffen::V,пантавны,trobar
1083,sich versammeln::V,ӧксьыны,reunir-se
1084,spielen::V,орсны,jugar
1085,singen::V,сьывны,cantār
1086,tanzen::V,йӧктыны,ballar
1087,sich trennen::V,торьясьны,separar-se
1088,verlassen::V,кольны,deixar
1089,verlassen::V,кольны,abandonar
1090,retten::V,мынтны,salvar
1091,bewachen::V,смекайтны,vigilar
1092,schützen::V,дорйыны,protegir
1093,verteidigen::V,дорйыны,defensar
1094,sich schlagen::V,тышкасьны,barallar-se
1095,schießen::V,лыйны,tirar
1096,schießen::V,лыйны,disparar
1097,siegen::V,вермыны,vèncer
1098,ärgern::V,лӧгӧтны,enfadar
1099,schlagen::V,базнитны,pegar
1100,schlagen::V,базнитны,colpejar
1101,treten::V,чужьявны,donar un cop de peu a
1102,stechen::V,бытшкыны,punxar
1103,stechen::V,бытшкыны,apunyalar
1104,stoßen::V,тапкыны,empènyer
1105,stoßen::V,тойыштны,empènyer
1106,stehlen::V,гусявны,robar
1107,stören::V,костіавны,molestar
1108,belästigen::V,назыляйтны,importunar
1109,verbergen::V,дзебны,amagar
1110,verbergen::V,дзебны,ocultar
1111,täuschen::V,бӧбӧтны,enganyar
1112,täuschen::V,пӧрьявны,enganyar
1113,betrügen::V,муклачитны,estafar
1114,töten::V,вийны,matar
1115,wohnen::V,овны,vīure
1116,wohnen::V,овны,habitar
1117,arbeiten::V,уджавны,treballar
1118,sammeln::V,ӧктыны,col·leccionar
1119,pflücken::V,судзлавны,collir
1120,jagen::V,вӧравны,caçar
1121,fischen::V,чериавны,pescar
1122,fassen::V,кутны,atrapar
1123,hüten::V,вердны,pasturar
1124,hüten::V,йирсьӧтны,pasturar
1125,treiben::V,вашӧтны,arriar
1126,anbinden::V,кӧртавны,lligar
1127,füttern::V,вердны,donar menjar a
1128,melken::V,высьтыны,munyir
1129,melken::V,чилькӧтны,munyir
1130,hacken::V,керавны,picar
1131,hacken::V,керавны,tallar
1132,gießen::V,киськавны,regar
1133,reifen::V,кисьмыны,madurar
1134,zubereiten::V,лӧсьӧтны,preparar
1135,kochen::V,пуны,coure
1136,backen::V,пӧжавны,coure al forn
1137,braten::V,жаритны,rostir
1138,umrühren::V,соравны,remenar
1139,stricken::V,домавны,tricotar
1140,stricken::V,домавны,fer punt de mitja
1141,nähen::V,вурны,cosir
1142,färben::V,краситны,tenyir
1143,reinigen::V,весӧтны,netejar
1144,waschen::V,пеславны,rentār
1145,abwischen::V,чышкыны,eixugar
1146,spülen::V,гывьявны,esbandir
1147,fegen::V,чышкыны,escombrar
1148,kehren::V,чышкыны,escombrar
1149,baden::V,купайтчыны ,banyar-se
1150,sich waschen::V,миссьыны,rentār-se
1151,ausziehen::V,гыжтӧтны,treure's
1152,ausziehen::V,пӧрччавны,treure's
1153,anziehen::V,пасьтавны,posar-se
1154,sich anziehen::V,пасьтасьны,vestir-se
1155,kämmen::V,сынавны,pentinar
1156,schmücken::V,баситны,adornar
1157,sagen::V,висьтавны,dir
1158,sprechen::V,шуны,parlar
1159,reden::V,баитны,parlar
1160,sich unterhalten::V,сёрнитны,conversar
1161,fragen::V,юавны,preguntar
1162,bitten::V,корны,demanar
1163,erzählen::V,висьтавны,contar
1164,erzählen::V,висьтавны,explicar
1165,mitteilen::V,висьтавны,comunicar
1166,nennen::V,нимтны,nomenar
1167,rufen::V,китсавны,cridar
1168,rufen::V,корны,cridar
1169,rufen::V,чукӧстны,cridar
1170,prahlen::V,ошшасьны,lloar-se
1171,prahlen::V,ошшасьны,jactar-se
1172,übersetzen::V,вуджӧтны,traduir
1173,denken::V,чайтны,pensar
1174,glauben::V,веритны,creure
1175,bemerken::V,казявны,notar
1176,erkennen::V,тӧдсавны,reconèixer
1177,begreifen::V,вежӧртны,comprendre
1178,verstehen::V,кывны,entendre
1179,lernen::V,велӧтчыны,aprendre
1180,wissen::V,тӧдны,saber
1181,sich erinnern an::V,касьтывны,recordar
1182,vergessen::V,вунӧтны,oblidar
1183,messen::V,меряйтны,mesurar
1184,zählen::V,лыддьыны,comptar
1185,rechnen::V,лыддьыны,calcular
1186,lesen::V,лыддьӧтны,llegir
1187,zeichnen::V,гижмавны,dibuixar
1188,schreiben::V,гижны,escrīure
1189,besitzen::V,лоны,posseir
1190,kaufen::V,небны,comprar
1191,verkaufen::V,вузавны,vendre
1192,bezahlen::V,вештыны,pagar
1193,zahlen::V,вештыны,pagar per
1194,ertragen::V,терпитны,aguantar
1195,Insel::N,,illa
1196,Menge::N,,quantitat
1197,Gewalt::N,,violència
1198,Alter::N,,edat
1199,richtig::A,,just
1200,richtig::A,,correcte
1201,wahr::A,,vertader
1202,wahr::A,,veritable
1203,berühmt::A,,famós
1204,allein::ADV,,sol
1205,rennen::V,,córrer
1206,malen::V,,pintar
1207,beherrschen::V,,dominar
