,Concept_ID,ja,uz
812,husten::V,咳をする,yo'talmoq
813,genesen::V,元気になる,tuzalmoq
814,sterben::V,死ぬ,o'lmoq
815,sterben::V,亡くなる,o'lmoq
816,umkommen::V,死亡する,halok bo'lmoq
817,sich bewegen::V,移動する,harakat qilmoq
818,sich rühren::V,動く,qimirlamoq
819,sich erheben::V,立ち上がる,qo'pmoq
820,sich setzen::V,座る,o'tirmoq
821,hinfallen::V,転ぶ,yiqilmoq
822,laufen::V,歩く,yurmoq
823,schreiten::V,跨ぐ,yurmoq
824,spazierengehen::V,散歩する,sayr ätmoq
825,eilen::V,急ぐ,tezlamoq
826,sich beeilen::V,焦る,shoshmoq
827,sausen::V,疾駆する,chopqillamoq
828,rennen::V,走る,yugurmoq
829,springen::V,跳ぶ,sakramoq
830,klettern::V,よじ登る,yuqorilamoq
831,schaukeln::V,ぶらんこに乗る,irg'amoq
832,kriechen::V,這う,ämaklamoq
833,schwimmen::V,泳ぐ,suzmoq
834,tauchen::V,潜る,chu'mmoq
835,rudern::V,漕ぐ,eshkak eshmoq
836,fahren::V,行く,haydamoq
837,fahren::V,乗車する,haydamoq
838,fliegen::V,飛ぶ,uchmoq
839,gehen::V,行く,bormoq
840,weggehen::V,立ち去る,ketoq
841,abfahren::V,出発する,jo'namoq
842,anhalten::V,止まる,to'xtamoq
843,hineingehen::V,入る,kirmoq
844,eintreten::V,中に入る,kirmoq
845,kommen::V,来る,kelmoq
846,ankommen::V,着く,etib kelmoq
847,ankommen::V,到着する,etib kelmoq
848,zurückkommen::V,帰る,qaytib kelmoq
849,bleiben::V,留まる,qolmoq
850,warten::V,待つ,poylamoq
851,erwarten::V,期待する,kutmoq
852,suchen::V,探る,izlamoq
853,finden::V,見つける,topmoq
854,versuchen::V,試す,chalishmoq
855,vorbereiten::V,準備する,hozirlamoq
856,lieben::V,愛する,sevmoq
857,mögen::V,好きである,ardoqlamoq
858,lachen::V,笑う,kulmoq
859,rühren::V,感情を動かす,ta'sirlantirmoq
860,weinen::V,泣く,yig'lamoq
861,schimpfen::V,叱る,koyinmoq
862,sich ärgern::V,怒る,g'azab qilmoq
863,sich ärgern::V,腹を立てる,g'azab qilmoq
864,sich fürchten::V,怖がる,hurkmoq
865,fürchten::V,恐れる,qo'rqmoq
866,fliehen::V,逃げる,qochmoq
867,flüchten::V,逃亡する,qochmoq
868,sehen::V,見る,ko'rmoq
869,anschauen::V,眺める,razm solmoq
870,ansehen::V,見る,razm qilmoq
871,hören::V,聞く,äshitmoq
872,zuhören::V,聴く,tinglamoq
873,probieren::V,食べてみる,tatib ko'rmoq
874,riechen::V,気取る,iskamoq
875,fühlen::V,感じる,sezmoq
876,scheinen::V,ように見える,tuyilmoq
877,zu sehen sein::V,見える,ko'rinmoq
878,vernehmen::V,承る,äshitmoq
879,frieren::V,寒気がする,sovuq qotmoq
880,tun::V,する,ätmoq
881,können::V,出来る,-a olmoq
882,können::V,出来る,-y olmoq
883,wollen::V,-たい,istamoq
884,anfangen::V,始める,boshlamoq
885,beenden::V,終える,bitirmoq
886,aufhören::V,止める,tinmoq
887,gelingen::V,成功する,muvaffaqiyat qozonmoq
888,geraten::V,当たる,bo'lmoq
889,öffnen::V,開く,ochmoq
890,öffnen::V,開ける,ochmoq
891,schließen::V,閉める,yopmoq
892,stellen::V,置く,qo'ymoq
893,stellen::V,据える,qo'ymoq
894,setzen::V,座らせる,o'tqazmoq
895,legen::V,置く,yotqizmoq
896,berühren::V,触る,tegmoq
897,berühren::V,触れる,tegmoq
898,verbinden::V,結びつける,ulamoq
899,bedecken::V,覆う,bekitmoq
900,aufhängen::V,掛ける,ildirmoq
901,anzünden::V,燃やす,yondirmoq
902,anzünden::V,火をつける,yondirmoq
903,aufheben::V,拾う,ko'tarmoq
904,zurücklassen::V,残す,ayrilmoq
905,verlieren::V,無くす,yo'qotmoq
906,fallen lassen::V,落とす,tushirmoq
907,machen::V,作る,qilmoq
908,herstellen::V,製造する,chiqarmoq
909,bauen::V,建設する,solmoq
910,reparieren::V,直す,tuzatmoq
911,reparieren::V,修理する,tuzatmoq
912,verbessern::V,改良する,isloh qilmoq
913,ändern::V,変える,o'zgartirmoq
914,graben::V,掘る,qazimoq
915,beugen::V,折る,bukmoq
916,biegen::V,曲げる,bukmoq
917,drehen::V,回す,aylantirmoq
918,wenden::V,裏返す,burmoq
919,umdrehen::V,裏返す,ag'darmoq
920,heben::V,挙げる,yuksaltirmoq
921,hochheben::V,持ち上げる,ko'tarmoq
922,ergreifen::V,取り上げる,tutamlamoq
923,halten::V,持つ,tutmoq
924,drücken::V,押す,bosmoq
925,schieben::V,ずらす,surmoq
926,kratzen::V,引っ掻く,qashimoq
927,lecken::V,なめる,mijimoq
928,beißen::V,噛む,tishlamoq
929,abreißen::V,剝ぎ取る,emirmoq
930,abschneiden::V,切り取る,cho'rt kesmoq
931,binden::V,縛る,bog'lamoq
932,stecken::V,差し込む,suqmoq
933,brechen::V,破る,sindirmoq
934,klopfen::V,とんとん叩く,dukurlamoq
935,hauen::V,叩く,urmoq
936,kleben::V,貼る,yopishtirmoq
937,kleben::V,くっ付ける,yopishtirmoq
938,reiben::V,擦る,surkamoq
939,streichen::V,塗る,surkamoq
940,schleifen::V,研ぐ,qayramoq
941,schneiden::V,切る,kesmoq
942,rütteln::V,揺さぶる,chayqamoq
943,schütteln::V,振る,chayqamoq
944,schütteln::V,揺さぶる,chayqamoq
945,schwenken::V,振る,chayqatmoq
946,schütten::V,注ぐ,quymoq
947,füllen::V,いっぱいにする,to'ldirmoq
948,einwickeln::V,包む,chulg'amoq
949,tragen::V,運ぶ,tashimoq
950,schleppen::V,引きずる,sudramoq
951,ziehen::V,引く,tortmoq
952,aufbewahren::V,預かる,tutmoq
953,werfen::V,投げる,tashlamoq
954,fangen::V,受ける,tutmoq
955,packen::V,掴む,opqochmoq
956,verstecken::V,隠す,yashirmoq
957,teilen::V,分ける,bo'lmoq
958,schicken::V,送る,yubormoq
959,bringen::V,持って行く,keltirmoq
960,hinzufügen::V,加える,tirkamoq
961,bekommen::V,得る,olmoq
962,erhalten::V,受ける,olmoq
963,nehmen::V,取る,olmoq
964,wählen::V,選ぶ,saylamoq
965,auswählen::V,選ぶ,saylamoq
966,bewahren::V,保存する,saqlamoq
967,behindern::V,妨害する,xalal bermoq
968,verderben::V,台無しにする,xazon qilmoq
969,beschädigen::V,損傷する,buzmoq
970,zerbrechen::V,割る,sindirmoq
971,zerreißen::V,引き裂く,yirtmoq
972,zerstören::V,破壊する,vayron qilmoq
973,verbrennen::V,焼く,kuydirmoq
974,geben::V,上げる,bermoq
975,reichen::V,渡す,bermoq
976,schenken::V,贈る,sovg'a qilmoq
977,versprechen::V,約束する,va'da bermoq
978,wünschen::V,望む,orziqmoq
979,loben::V,褒める,maqtamoq
980,küssen::V,キスする,o'pmoq
981,wiegen::V,揺する,tebratmoq
982,zudecken::V,覆う,yopmoq
983,wecken::V,起こす,uyg'otmoq
984,zeigen::V,見せる,ko'rsatmoq
985,führen::V,案内する,boshlik bo'lmoq
986,lehren::V,教える,o'rgatmoq
987,unterrichten::V,通知する,dars bermoq
988,aufziehen::V,育てる,o'stirmoq
989,leiten::V,導く,boshqarmoq
990,antreiben::V,励ます,shoshiltirmoq
991,lassen::V,～させる,ruxsat bermoq
992,einladen::V,誘う,taklif kilmoq
993,einladen::V,招待する,taklif kilmoq
994,vereinigen::V,一つにする,qo'shmoq
995,besuchen::V,訪ねる,mehmonga bormoq
996,treffen::V,出会う,duchor bo'lmoq
997,sich versammeln::V,集まる,to'planmoq
998,spielen::V,遊ぶ,o'ynamoq
999,singen::V,歌う,yalla qilmoq
1000,tanzen::V,踊る,raqs qilmoq
1001,sich trennen::V,別れる,yakkalanmoq
1002,verlassen::V,別れる,qoldirmoq
1003,retten::V,救う,qutqazmoq
1004,retten::V,助ける,qutqazmoq
1005,bewachen::V,見張る,qo'rimoq
1006,bewachen::V,軽微する,qo'rimoq
1007,schützen::V,保護する,yoniga olmoq
1008,verteidigen::V,守る,yoqlamoq
1009,sich schlagen::V,殴る,yoqalashmoq
1010,schießen::V,撃つ,otmoq
1011,siegen::V,勝つ,engmoq
1012,ärgern::V,怒らせる,jahl chiqarmoq
1013,schlagen::V,殴る,urmoq
1014,treten::V,蹴る,tepmoq
1015,stechen::V,突く,qadamoq
1016,stoßen::V,突く,turtmoq
1017,stehlen::V,盗る,o'g'rilamoq
1018,stören::V,構う,tebratmoq
1019,belästigen::V,邪魔する,g'ashini keltirmoq
1020,verbergen::V,隠す,berkitmoq
1021,täuschen::V,だます,aldamoq
1022,betrügen::V,だます,tirriq qilmoq
1023,töten::V,殺す,o'ldirmoq
1024,wohnen::V,住む,istiqomat qilmoq
1025,arbeiten::V,働く,ishlamoq
1026,sammeln::V,集める,yig'moq
1027,sammeln::V,収集する,yig'moq
1028,pflücken::V,摘む,termoq
1029,jagen::V,狩りをする,ov qilmoq
1030,fischen::V,釣る,baliq ovlamoq
1031,fassen::V,捕る,ilinmoq
1032,hüten::V,放牧する,boqtirmoq
1033,treiben::V,追う,haydamoq
1034,anbinden::V,繋ぐ,bog'lamoq
1035,füttern::V,餌をやる,edirmoq
1036,melken::V,搾乳する,sog'moq
1037,hacken::V,刻む,chopmoq
1038,gießen::V,水をやる,oqizmoq
1039,reifen::V,熟す,qizarmoq
1040,zubereiten::V,調理する,pishirmoq
1041,kochen::V,煮る,qaynatmoq
1042,backen::V,焼く,yopmoq
1043,braten::V,焼く,qovurmoq
1044,braten::V,炒める,qovurmoq
1045,umrühren::V,混ぜる,atalamoq
1046,stricken::V,編む,to'qimoq
1047,nähen::V,縫う,tikmoq
1048,färben::V,染める,bo'yoqlamoq
1049,reinigen::V,掃除する,tozalamoq
1050,waschen::V,洗う,yuvmoq
1051,waschen::V,洗濯する,yuvmoq
1052,abwischen::V,拭く,surkamoq
1053,spülen::V,洗う,chaymoq
1054,spülen::V,すすぐ,chaymoq
1055,fegen::V,掃除する,cho'tkalamoq
1056,kehren::V,掃く,supurmoq
1057,baden::V,入浴する,cho'milmoq
1058,sich waschen::V,洗う,yuvinmoq
1059,ausziehen::V,脱ぐ,echintirmoq
1060,anziehen::V,着る,kiymoq
1061,sich anziehen::V,着る,kiyinmoq
1062,kämmen::V,梳く,taramoq
1063,schmücken::V,飾る,yasatmoq
1064,sagen::V,言う,aytmoq
1065,sprechen::V,話す,so'zlamoq
1066,reden::V,話す,gapirmoq
1067,sich unterhalten::V,話をする,suhbatlashmoq
1068,fragen::V,聞く,so'ramoq
1069,bitten::V,頼む,iltimos qilmoq
1070,bitten::V,お願いする,iltimos qilmoq
1071,erzählen::V,物語る,aytib bermoq
1072,mitteilen::V,伝える,bildirmoq
1073,nennen::V,名づける,atamoq
1074,rufen::V,呼ぶ,chaqirmoq
1075,prahlen::V,自慢する,gerdaymoq
1076,übersetzen::V,訳す,tarjima qilmoq
1077,denken::V,考える,o'ylamoq
1078,glauben::V,信じる,ishonmoq
1079,bemerken::V,気が付く,payqamoq
1080,erkennen::V,認識する,tanimoq
1081,begreifen::V,分かる,tushunmoq
1082,verstehen::V,聞き取る,anglamoq
1083,lernen::V,学ぶ,o'qimoq
1084,lernen::V,勉強する,o'qimoq
1085,wissen::V,知っている,bilmoq
1086,sich erinnern an::V,思い出す,äsni tanimoq
1087,vergessen::V,忘れる,unutmoq
1088,messen::V,計る,o'lchamoq
1089,messen::V,測定する,o'lchamoq
1090,zählen::V,数える,raqamlamoq
1091,rechnen::V,計算する,cho'tlamoq
1092,lesen::V,読む,o'qimoq
1093,malen::V,描く,rasm solmoq
1094,zeichnen::V,写生する,chizmoq
1095,schreiben::V,書く,yozmoq
1096,besitzen::V,所持する,ägalamoq
1097,kaufen::V,買う,olmoq
1098,verkaufen::V,売る,sotmoq
1099,bezahlen::V,払う,to'lamoq
1100,zahlen::V,支払う,to'lamoq
1101,beherrschen::V,支配する,ägalamoq
1102,ertragen::V,耐える,chidamoq
