,Concept_ID,fi,ko
297,Ruhe::N,lepo,쉼
298,Ruhe::N,rauha,쉼
299,Leute::N,väki,사람들
300,Leute::N,ihmiset,사람들
301,Volk::N,kansa,국중
302,Arbeit::N,työ,근로
303,Arbeit::N,työ,너무
304,Gast::N,vieras,손님
305,Geschenk::N,lahja,행하
306,Spiel::N,peli,무리
307,Spiel::N,leikki,무리
308,Gesellschaft::N,seura,교제
309,Hilfe::N,apu,거들음
310,Hilfe::N,apu,보좌
311,Freund::N,ystävä,친구
312,Kamerad::N,toveri,동실자
313,Angelegenheit::N,asia,용무
314,Anzahl::N,lukumäärä,어떤
315,Anzahl::N,lukumäärä,수
316,Art::N,laji,정류
317,Stück::N,pala,일부분
318,Stück::N,kappale,일부분
319,Teil::N,osa,몱
320,Teil::N,osa,구훠
321,Hälfte::N,puoli,2분의
322,Kreis::N,ympyrä,고리
323,Kreuz::N,risti,열십자
324,Linie::N,viiva,선
325,Strich::N,piirto,스침
326,Abstand::N,väli,거리
327,Abstand::N,väljyys,거리
328,Entfernung::N,etäisyys,거리
329,Gegend::N,seutu,곳
330,Gegend::N,seutu,부금
331,Platz::N,tila,장소
332,Ort::N,kohta,장소
333,Ort::N,paikka,장소
334,Seite::N,sivu,옆면
335,Seite::N,kylki,옆면
336,Mitte::N,keskus,궁간
337,Mitte::N,puoliväli,궁간
338,Gegenstand::N,kalu,항목
339,Gegenstand::N,esine,항목
340,Sache::N,asia,뭉에
341,Rand::N,ääri,가
342,Rand::N,syrjä,가
343,Kante::N,särmä,귀퉁
344,Ecke::N,nurkka,구석
345,Spitze::N,terä,끝
346,Spitze::N,terä,참단
347,Spitze::N,kärki,끝
348,Spitze::N,kärki,참단
349,Ende::N,pää,말당
350,Ende::N,perä,말당
351,Loch::N,kolo,빙옷
352,Loch::N,reikä,빙옷
353,Winkel::N,kulma,각도
354,Muster::N,kuvio,본
355,Muster::N,kuvio,견복
356,Größe::N,koko,신장
357,Größe::N,suuruus,신장
358,Länge::N,pituus,길이긺
359,Höhe::N,korkeus,높이
360,Gewicht::N,paino,추
361,Menge::N,määrä,수양
362,Haufen::N,kasa,퇴적
363,Reihe::N,rivi,열
364,Boot::N,vene,보트
365,Ruder::N,airo,노
366,Schlitten::N,reki,썰매
367,Schlitten::N,kelkka,썰매
368,Ski::N,suksi,스키
369,Lagerfeuer::N,nuotio,캠프의 모닥불
370,Last::N,kuorma,무거운짐
371,Gang::N,kulku,걸음
372,Gang::N,käynti,걸음
373,Schritt::N,askel,보조
374,Norden::N,pohjoinen,북쪽 
375,Süden::N,etelä,남쪽
376,Westen::N,länsi,서쪽
377,Osten::N,itä,동쪽
378,Holz::N,puu,목재
379,Brett::N,lauta,마루널
380,Platte::N,levy,탤
381,Platte::N,levy,금속판
382,Stütze::N,noja,버팀목
383,Stange::N,tanko,장대
384,Stock::N,keppi,막대기
385,Stab::N,sauva,작대기
386,Stab::N,seiväs,작대기
387,Rohr::N,putki,갈대
388,Haus::N,talo,집
389,Heim::N,koti,집
390,Ofen::N,uuni,아궁이
391,Fußboden::N,lattia,마루
392,Tisch::N,pöytä,탁자
393,Stuhl::N,tuoli,의자
394,Wiege::N,kehto,발상지
395,Bett::N,sänky,침대
396,Regal::N,hylly,서가
397,Kiste::N,arkku,짐궤
398,Kiste::N,kirstu,짐궤
399,Kiste::N,laatikko,짐궤
400,Fenster::N,ikkuna,눔
401,Tür::N,ovi,문
402,Tor::N,portti,대문
403,Zaun::N,aita,담장
404,Dach::N,katto,지붕
405,Leiter::N,tikkaat,사닥다리
406,Leiter::N,tikapuut,사닥다리
407,Besen::N,luuta,비
408,Spaten::N,lapio,가래
409,Schaufel::N,lapio,삽
410,Gabel::N,haarukka,갈래
411,Löffel::N,lusikka,숟가락
412,Messer::N,veitsi,나이프
413,Nagel::N,naula,발툽
414,Netz::N,verkko,그물
415,Haken::N,haka,갈고리
416,Haken::N,koukku,갈고리
417,Griff::N,ripa,움켜쥠
418,Griff::N,kahva,움켜쥠
419,Schloss::N,lukko,자물쇠
420,Bild::N,kuva,그림
421,Figur::N,kuvio,몸메
422,Puppe::N,nukke,인형
423,Beutel::N,pussi,클
424,Bündel::N,nippu,자근다발
425,Bündel::N,kimppu,자근다발
426,Tasche::N,laukku,가방
427,Eimer::N,sanko,동이
428,Eimer::N,ämpäri,동이
429,Deckel::N,kansi,뚜껑
430,Geschirr::N,astia,식시
431,Sack::N,säkki,조갑
432,Tasse::N,kuppi,차잔
433,Topf::N,pata,단지
434,Kessel::N,kattila,주전자
435,Essen::N,syönti,먹기
436,Nahrung::N,ruoka,식료
437,Nahrung::N,ravinto,식료
438,Speise::N,ruoka,음식물
439,Fleisch::N,liha,고기
440,Getreide::N,vilja,곡물
441,Brei::N,puuro,젤리
442,Brot::N,leipä,빵
443,Scheibe::N,viipale,원반
444,Fett::N,rasva,기름
445,Butter::N,voi,버터
446,Öl::N,öljy,올리브유
447,Salz::N,suola,소금
448,Suppe::N,keitto,국
449,Suppe::N,keitto,수프
450,Honig::N,hunaja,감미
451,Milch::N,maito,유즙
452,Tee::N,tee,차
453,Leder::N,nahka,가죽
454,Wolle::N,villa,양털
455,Stoff::N,kangas,패료
456,Nadel::N,neula,바늘
457,Faden::N,lanka,콘실
458,Knopf::N,nappi,단추
459,Knoten::N,solmu,곁절
460,Farbe::N,maali,색
461,Kleidung::N,vaatteet,옷입기
462,Hemd::N,paita,속옷
463,Kragen::N,kaulus,깃
464,Ärmel::N,hiha,소매
465,Hose::N,housut,바지
466,Gürtel::N,vyö,밴드
467,Mütze::N,lakki,모자
468,Schuh::N,kenkä,구두
469,Stiefel::N,saapas,장화
470,Ring::N,sormus,고리
471,Band::N,nauha,리본
472,Kamm::N,kampa,빗
473,Spiegel::N,peili,거울
474,Riemen::N,hihna,가죽끈
475,Schnur::N,naru,밧줄
476,Schnur::N,nuora,밧줄
477,Leine::N,talutushihna,고삐줄
478,Decke::N,peite,이부자리
479,Kissen::N,tyyny,깔개
480,Kissen::N,pielus,깔개
481,Tuch::N,huivi,천
482,Handtuch::N,pyyheliina,수건
483,Kraft::N,väki,세력
484,Kraft::N,voima,세력
485,Stärke::N,vahvuus,힘
486,Gesundheit::N,terveys,위생
487,Krankheit::N,tauti,병
488,Krankheit::N,sairaus,병
489,Schmerz::N,kipu,아픔고통
490,Schmerz::N,särky,아픔고통
491,Wunde::N,haava,상처
492,Fieber::N,kuume,열별
493,Arznei::N,lääke,약
494,Brücke::N,silta,교량
495,Brunnen::N,kaivo,원천
496,Weide::N,laidun,목장
497,Pfad::N,polku,좁은길
498,Weg::N,tie,길
499,Straße::N,katu,길
500,Dorf::N,kylä,촌
501,Dorf::N,kylä,촌락
502,Stadt::N,kaupunki,도시
503,Brief::N,kirje,서한
504,Buch::N,kirja,책
505,Buchstabe::N,kirjain,문자
506,Zeitung::N,lehti,신문
507,Zeitung::N,sanomalehti,신문
508,Leben::N,elo,삶
509,Leben::N,elämä,삶
510,Tod::N,kuolema,죽음
511,Grab::N,hauta,무덤
512,Kirche::N,kirkko,교회
513,Sünde::N,synti,부정
514,Gott::N,jumala,하느님
515,Arbeiter::N,työläinen,일하는사람
516,Chef::N,päällikkö,사장
517,Meister::N,mestari,명인
518,Meister::N,mestari,대가
519,Arzt::N,lääkäri,의사
520,Lehrer::N,opettaja,교사
521,Geld::N,raha,돈
522,Geschäft::N,liike,일
523,Laden::N,puoti,가게
524,Laden::N,kauppa,가게
525,Preis::N,hinta,가격
526,Ware::N,tavara,상품
527,Nutzen::N,hyöty,이익
528,Reichtum::N,rikkaus,많음
529,Welt::N,maailma,세상
530,Land::N,maa,지방
531,Staat::N,valtio,국가
532,König::N,kuningas,국왕
533,Macht::N,mahti,힘
534,Grenze::N,raja,국경
535,Krieg::N,sota,전쟁
536,Feind::N,vihollinen,적
537,Gewalt::N,väkivalta,권력
538,Kampf::N,taistelu,전투
539,Bogen[Waffe]::N,jousi,활
540,Pfeil::N,nuoli,화살
541,Gewehr::N,kivääri,무기
542,Fehler::N,vika,오류
543,Fehler::N,virhe,오류
544,Lüge::N,valhe,거짓말
545,Schaden::N,vaurio,손상
546,Schaden::N,vahinko,손상
547,Unglück::N,vahinko,불행
548,Unglück::N,onnettomuus,불행
549,Schuld::N,syy,부채
550,Alter::N,ikä,연령
551,Schluss::N,loppu,마감
552,Zeit::N,aika,때
553,Zeit::N,aika,시간
554,Tag::N,päivä,하루
555,Morgen::N,aamu,이침
556,Morgen::N,huomen,이침
557,Mittag::N,keskipäivä,대낮
558,Abend::N,ilta,저녁
559,Nacht::N,yö,밤
560,Woche::N,viikko,근무일
561,Monat::N,kuukausi,달
562,Jahr::N,vuosi,해
563,Frühling::N,kevät,봄
564,Sommer::N,kesä,여름
565,Herbst::N,syksy,가을
566,Winter::N,talvi,겨울
567,Januar::N,tammikuu,일월
568,Februar::N,helmikuu,이월
569,März::N,maaliskuu,삼월
570,April::N,huhtikuu,사월
571,Mai::N,toukokuu,오월
572,Juni::N,kesäkuu,유월
573,Juli::N,heinäkuu,칠월
574,August::N,elokuu,팔월
575,September::N,syyskuu,구월
576,Oktober::N,lokakuu,시월
577,November::N,marraskuu,십일월
578,Dezember::N,joulukuu,십이월
579,Montag::N,maanantai,월요일
580,Dienstag::N,tiistai,화요일
581,Mittwoch::N,keskiviikko,수요일
582,Donnerstag::N,torstai,모교일
583,Freitag::N,perjantai,그묘일
584,Samstag::N,lauantai,토요일
585,Sonntag::N,sunnuntai,일요일
586,groß::A,iso,큰
587,groß::A,suuri,큰
588,klein::A,pieni,자근
589,lang::A,pitkä,긴
590,kurz::A,lyhyt,짧은
591,breit::A,leveä,넓은
592,schmal::A,kapea,좁은
593,dicht::A,taaja,농밀한
594,dick[Gegenstand]::A,paksu,두꺼운
595,dünn::A,ohut,얇은
596,fein::A,hieno,미세한
597,fest::A,luja,굳은
598,flach::A,litteä,얕은
599,flach::A,tasainen,얕은
600,glatt::A,sileä,반들반들한
601,glatt::A,siloinen,반들반들한
602,hart::A,kova,굳은
603,weich::A,pehmeä,연한
604,rund::A,pyöreä,둥근
605,spitz::A,terävä,뾰족한
606,scharf::A,terävä,날카로운
607,stumpf::A,tylsä,무딘
608,schwer::A,raskas,무거운
609,schwer::A,painava,무거운
610,schön::A,kaunis,멋진
611,heiß::A,kuuma,뜨거운
612,warm::A,lämmin,따뜻한
613,kalt::A,kylmä,찬
614,kalt::A,viluinen,찬
615,kühl::A,viileä,서늘한
616,frisch::A,tuore,신선한
617,feucht::A,kostea,축축한
618,nass::A,märkä,젖은
619,trocken::A,kuiva,마른
620,voll::A,täysi,완전한
621,leer::A,tyhjä,빈
622,offen::A,avonainen,열린
623,geschlossen::A,suljettu,닫힌
624,sauber::A,puhdas,깨끗한
625,schmutzig::A,likainen,더러운
626,roh::A,raaka,날게잇의
627,reif::A,kypsä,이근
628,lecker::A,herkullinen,맛있는
629,süß::A,makea,단
630,bitter::A,karvas,찌르는듯한
631,bitter::A,kitkerä,찌르는듯한
632,sauer::A,hapan,산성의
633,hell::A,kirkas,밝은
634,hell::A,valoisa,밝은
635,dunkel::A,pimeä,어두운
636,schwarz::A,musta,검은
637,weiß::A,valkea,하얀
638,rot::A,punainen,붉은
639,gelb::A,keltainen,황색
640,blau::A,sininen,푸른
641,grün::A,vihreä,녹색의
642,grau::A,harmaa,회색의
643,bunt::A,kirjava,알록달록한
644,billig::A,halpa,싼
645,billig::A,huokea,싼
646,teuer::A,kallis,값비산
647,wertvoll::A,arvokas,가치가많은
648,blind::A,sokea,눈먼
649,taub::A,kuuro,무감간한
650,kräftig::A,väkevä,강장한
651,kräftig::A,voimakas,강장한
652,stark::A,vahva,강한
653,schwach::A,heikko,약한
654,fett::A,lihava,실찐
655,schlank::A,hoikka,호리호리한
656,schlank::A,solakka,호리호리한
657,hübsch::A,soma,예쁜
658,hübsch::A,sievä,예쁜
659,böse::A,paha,나쁜
660,böse::A,häijy,나쁜
661,dumm::A,tyhmä,어리석은
662,dumm::A,typerä,어리석은
663,faul::A,laiska,너덜너덜한
664,fleißig::A,ahkera,근면한
665,geizig::A,saita,인색한
666,klug::A,älykäs,
667,geschickt::A,taitava,교묘한
668,lieb::A,rakas,친애하는
669,lustig::A,hauska,유쾌한
670,lustig::A,iloinen,유쾌한
671,sanft::A,lauha,온화한
672,sanft::A,lempeä,온화한
673,hungrig::A,nälkäinen,배고픈
674,krank::A,sairas,병든
675,nackt::A,alaston,벌거벗은
676,traurig::A,surullinen,슬픈
677,traurig::A,murheellinen,슬픈
678,lebendig::A,elävä,살아있는
679,gut::A,hyvä,좋은
680,schlecht::A,paha,나쁜
681,schlecht::A,huono,나쁜
682,richtig::A,oikea,바른
683,schlimm::A,paha,못된
684,wahr::A,tosi,참된
685,alt::A,vanha,늙은
686,neu::A,uusi,새
687,ehemalig::A,entinen,전의
688,ehemalig::A,muinainen,전의
689,alt[Lebewesen]::A,vanha,낡은
690,jung::A,nuori,젊은
691,arm::A,köyhä,가난한
692,reich::A,rikas,풍부한
693,bekannt::A,tuttu,저명한
694,bekannt::A,tunnettu,저명한
695,berühmt::A,kuuluisa,유명한
696,fremd::A,vieras,타처이
697,verschieden::A,eri,따른
698,verschieden::A,erilainen,따른
699,nah::A,läheinen,가까운
700,fern::A,etäinen,먼
701,linker::A,vasen,왼쭉의
702,rechter::A,oikea,오른쪽의
703,anderer::A,muu,다른
704,anderer::A,toinen,다른
705,erster::A,ensimmäinen,첫째
706,zweiter::A,toinen,둘째
707,dritter::A,kolmas,셋째
708,letzter::A,viimeinen,의후자의
709,allein::ADV,yksin,훌로
710,auf einmal::ADV,yhdellä kertaa,갑자기
711,zusammen::ADV,yhdessä,모아서
712,lange::ADV,kauan,오래
713,lange::ADV,pitkään,오래
714,plötzlich::ADV,äkkiä,둘연한
715,sofort::ADV,heti,즉시
716,später::ADV,myöhemmin,보다늦은
717,jetzt::ADV,nyt,목하
718,heute::ADV,tänään,오늘
719,morgen::ADV,huomenna,내일
720,bald::ADV,pian,곱
721,dann::ADV,sitten,그경우에
722,gestern::ADV,eilen,어제
723,einst::ADV,aikanaan,옛날에
724,damals::ADV,silloin,그때에
725,damals::ADV,siihen aikaan,그때에
726,danach::ADV,sen jälkeen,그 뒤에
727,vorher::ADV,ennen,미리
728,zuerst::ADV,ensin,최초로
729,zuerst::ADV,ensiksi,최초로
730,einmal::ADV,kerran,한번
731,manchmal::ADV,joskus,땓대로
732,oft::ADV,usein,땓대로
733,immer::ADV,aina,늘
734,niemals::ADV,ei koskaan,결코...(하지)않다
735,hier::ADV,tässä,여기
736,hier::ADV,täällä,여기
737,hierhin::ADV,tähän,여기로
738,von hier::ADV,tästä,
739,von hier::ADV,täältä,
740,dort::ADV,siinä,거기
741,dort::ADV,siellä,거기
742,dorthin::ADV,sinne,저기예
743,dorthin::ADV,tuonne,저기예
744,geradeaus::ADV,suoraan,곧장
745,vorwärts::ADV,eteenpäin,앞으로
746,rückwärts::ADV,taaksepäin,뒤로
747,zurück::ADV,takaisin,제자리로
748,unten::ADV,alhaalla,아래에
749,hinab::ADV,alas,아래쪽으로
750,oben::ADV,ylhäällä,위에
751,hinauf::ADV,ylös,위쪽으로
752,überall::ADV,kaikkialla,도처에
753,nicht::ADV,ei,안
754,ein wenig::ADV,vähän,적음
755,kaum::ADV,tuskin,가의
756,sehr::ADV,kovin,자주
757,sehr::ADV,oikein,자주
758,so::ADV,näin,그와같이
759,noch::ADV,vielä,아직
760,nur::ADV,vain,다만
761,nur::ADV,ainoastaan,다만
762,schon::ADV,jo,이미
763,wieder::ADV,taas,다시
764,wieder::ADV,jälleen,다시
765,vergebens::ADV,turhaan,헛되이
766,vor::PRP,edessä,앞에
767,hinter::PRP,takana,뒤에
768,unter::PRP,alla,잍에
769,durch::PRP,läpi,통고하여
770,durch::PRP,kautta,통고하여
771,neben::PRP,vieressä,와나란히
772,zwischen::PRP,välillä,의사이로
773,wegen::PRP,takia,때문에
774,wegen::PRP,vuoksi,때문에
775,dies::PRN,tämä,이
776,das::PRN,se,저
777,alles::PRN,kaikki,모든것
778,ich::PRN,minä,나
779,du::PRN,sinä,너
780,er::PRN,hän,그
781,wir::PRN,me,우리
782,ihr::PRN,te,너희들
783,sie::PRN,he,그들
784,was::FPRN,mikä,뭣
785,wer::FPRN,ken,누구
786,wer::FPRN,kuka,누구
787,wo::FADV,missä,어디
788,wohin::FADV,mihin,어디로
789,wie::FADV,miten,어떻게
790,wie::FADV,kuinka,어떻게
791,warum::FADV,miksi,왜
792,wieviel::FNUM,paljonko,얼마만큰
793,wieviel::FNUM,kuinka paljon,얼마만큰
794,eins::NUM,yksi,하나
795,zwei::NUM,kaksi,둘
796,drei::NUM,kolme,셋
797,vier::NUM,neljä,넷
798,fünf::NUM,viisi,다섯
799,sechs::NUM,kuusi,여섯
800,sieben::NUM,seitsemän,일곱
801,acht::NUM,kahdeksan,여덟
802,neun::NUM,yhdeksän,아홉
803,zehn::NUM,kymmenen,열
804,elf::NUM,yksitoista,열하나
805,zwölf::NUM,kaksitoista,열둘
806,zwanzig::NUM,kaksikymmentä,스물
807,dreißig::NUM,kolmekymmentä,서름
808,vierzig::NUM,neljäkymmentä,마흔
809,fünfzig::NUM,viisikymmentä,숸
810,sechzig::NUM,kuusikymmentä,에순
811,siebzig::NUM,seitsemänkymmentä,일흔
812,achtzig::NUM,kahdeksankymmentä,여든
813,neunzig::NUM,yhdeksänkymmentä,아흔
814,hundert::NUM,sata,백
815,tausend::NUM,tuhat,천
816,und::CNJ,ja,와
817,oder::CNJ,tai,아니면
818,stehen::V,seisoa,서다
819,sitzen::V,istua,앉다
820,liegen::V,maata,눕다
821,hängen::V,riippua,달다
822,werden::V,tulla,되다
823,werden::V,joutua,되다
824,passieren::V,sattua,지장옶다
825,passieren::V,tapahtua,지장옶다
826,beginnen::V,alkaa,시작되다
827,enden::V,loppua,큳내다
828,enden::V,päättyä,큳내다
