,Concept_ID,it,ps
796,geschickt::A,àbile,ماهر
797,lieb::A,caro,عزیز
798,lieb::A,caro,محبوب
799,lustig::A,gaio,خوشحال
800,lustig::A,allegro,خوشحال
801,sanft::A,dolce,پوست
802,sanft::A,dolce,ملایم
803,hungrig::A,affamato,وږی
804,krank::A,malato,مريض
805,krank::A,malato,ناروغ
806,krank::A,infermo,مريض
807,krank::A,infermo,ناروغ
808,nackt::A,nudo,لوڅ
809,traurig::A,triste,غمجن
810,lebendig::A,vivo,ژوندی
811,gut::A,buono,ښه
812,schlecht::A,cattivo,بد
813,schlecht::A,cattivo,خراب
814,richtig::A,giusto,سم
815,richtig::A,giusto,صحیح
816,schlimm::A,grave,بد
817,schlimm::A,grave,مخوف
818,wahr::A,vero,واقعي
819,alt::A,vecchio,زوړ
820,neu::A,nuovo,نوی
821,ehemalig::A,vecchio,پخوانی
822,ehemalig::A,d'una_volta,پخوانی
823,alt[Lebewesen]::A,anziano,زوړ
824,jung::A,giovane,ځوان
825,arm::A,pòvero,غریب
826,arm::A,pòvero,بې وزله
827,reich::A,ricco,شتمن
828,reich::A,ricco,دولتمند
829,bekannt::A,noto,اشنا
830,bekannt::A,conosciuto,اشنا
831,berühmt::A,famoso,مشهور
832,berühmt::A,cèlebre,مشهور
833,fremd::A,estràneo,پردی
834,fremd::A,estràneo,بېګانه
835,fremd::A,straniero,پردی
836,fremd::A,straniero,بېګانه
837,verschieden::A,diverso,مختلف
838,verschieden::A,differente,مختلف
839,nah::A,vicino,نژدې
840,nah::A,propinquo,نژدې
841,fern::A,lontano,لیری
842,linker::A,sinistro,چپ
843,linker::A,sinistro,کیڼ
844,rechter::A,destro,ښی
845,anderer::A,altro,بل
846,erster::A,primo,لومړی
847,zweiter::A,secondo,دوهم
848,dritter::A,terzo,درېم
849,letzter::A,ùltimo,آخرنی
850,letzter::A,ùltimo,وروستی
851,allein::ADV,solo,یوازې
852,allein::ADV,da solo,یوازې
853,auf einmal::ADV,insieme,په یوه وخت کی
854,zusammen::ADV,insieme,یو ځای
855,lange::ADV,a lungo,ډېر وخت
856,lange::ADV,a lungo,ډېره موده
857,plötzlich::ADV,all'improvviso,ناببره
858,plötzlich::ADV,all'improvviso,یوناڅاپه
859,sofort::ADV,sùbito,فوراً
860,sofort::ADV,sùbito,سمدلاسه
861,sofort::ADV,all'istante,فوراً
862,sofort::ADV,all'istante,سمدلاسه
863,später::ADV,più tardi,وروسته
864,jetzt::ADV,ora,اوس
865,jetzt::ADV,adesso,اوس
866,heute::ADV,oggi,نن
867,morgen::ADV,domani,سبا
868,bald::ADV,presto,ژر
869,bald::ADV,tra poco,ژر
870,dann::ADV,allora,پس
871,dann::ADV,allora,وروسته
872,gestern::ADV,ieri,پرون
873,einst::ADV,prima,پخوا
874,einst::ADV,un tempo,پخوا
875,damals::ADV,allora,هغه وخت
876,danach::ADV,poi,بیا
877,danach::ADV,dopo,بیا
878,vorher::ADV,prima,دمخه
879,zuerst::ADV,prima,لومړی
880,zuerst::ADV,dapprima,لومړی
881,einmal::ADV,una volta,یو ځل
882,manchmal::ADV,talvolta,ګاهی ګاهی
883,manchmal::ADV,qualche volta,ګاهی ګاهی
884,oft::ADV,spesso,ډېر ځله
885,immer::ADV,sempre,تل
886,immer::ADV,sempre,همېشه
887,niemals::ADV,non mai,هیڅکله نه
888,hier::ADV,qua,دلته
889,hierhin::ADV,qua,دلته
890,hierhin::ADV,qua,دې ځای ته
891,von hier::ADV,ne,د دې ځای نه
892,von hier::ADV,da qui,د دې ځای نه
893,dort::ADV,lì,هلته
894,dorthin::ADV,là,هلته
895,dorthin::ADV,là,هغه ځای ته
896,geradeaus::ADV,diritto,مخامخ
897,vorwärts::ADV,avanti,مخ پهٔ وړاندې
898,rückwärts::ADV,all'indietro,بېرته
899,zurück::ADV,di indietro,بېرته
900,unten::ADV,giù,لاندي
901,unten::ADV,sotto,لاندي
902,hinab::ADV,giù,ښکته
903,hinab::ADV,in giù,ښکته
904,oben::ADV,su,پورته
905,oben::ADV,sopra,پورته
906,hinauf::ADV,in sù,پاس
907,hinauf::ADV,in alto,پاس
908,überall::ADV,dappertutto,هره خوا
909,nicht::ADV,non,نه
910,ein wenig::ADV,un po',یو څه
911,ein wenig::ADV,un poco,یو څه
912,kaum::ADV,a appena,ایله
913,sehr::ADV,molto,ډېر
914,sehr::ADV,molto,زيات
915,so::ADV,così,داسې
916,so::ADV,così,دومره
917,so::ADV,tanto,داسې
918,so::ADV,tanto,دومره
919,noch::ADV,ancora,نور
920,nur::ADV,solo,تش
921,nur::ADV,solo,صرف
922,nur::ADV,soltanto,تش
923,nur::ADV,soltanto,صرف
924,schon::ADV,già,دمخه
925,wieder::ADV,di nuovo,بیا
926,vergebens::ADV,invano,عبث
927,vor::PRP,davanti a,دمخه
928,hinter::PRP,dietro,شاته
929,unter::PRP,sotto,لاندي
930,durch::PRP,per,د مینځ نه
931,durch::PRP,attraverso,د مینځ نه
932,neben::PRP,a accanto a,نژدې
933,zwischen::PRP,fra,ترمینځ
934,wegen::PRP,a causa di,د ... له لاسه
935,dies::PRN,ciò,دا
936,dies::PRN,questo,دا
937,das::PRN,ciò,دا
938,das::PRN,quello,دا
939,alles::PRN,tutto,هرڅهٔ
940,ich::PRN,ìo,زه
941,du::PRN,tu,ته
942,er::PRN,lui,دی
943,er::PRN,egli,دی
944,wir::PRN,noi,مونږ
945,ihr::PRN,voi,تاسې
946,sie::PRN,loro,هغوی
947,was::FPRN,che,څهٔ
948,was::FPRN,che cosa,څهٔ
949,wer::FPRN,chi,چا
950,wer::FPRN,chi,څوک
951,wo::FADV,dove,چيری
952,wo::FADV,dove,چېرته
953,wohin::FADV,dove,چېرته
954,wie::FADV,come,څنګه
955,warum::FADV,perche,ولې
956,wieviel::FNUM,quanto,څو
957,wieviel::FNUM,quanto,څومره
958,eins::NUM,uno,یو
959,zwei::NUM,due,دوه
960,drei::NUM,tre,درې
961,vier::NUM,quattro,څلور
962,fünf::NUM,cinque,پنځه
963,sechs::NUM,sei,شپږ
964,sieben::NUM,sette,اوه
965,acht::NUM,otto,اته
966,neun::NUM,nove,نهه
967,zehn::NUM,dieci,لس
968,elf::NUM,ùndici,یوولس
969,zwölf::NUM,dodici,دولس
970,zwanzig::NUM,venti,شل
971,dreißig::NUM,trenta,دېرش
972,vierzig::NUM,quaranta,څلوېښت
973,fünfzig::NUM,cinquanta,پنځوس
974,sechzig::NUM,sessanta,شپېته
975,siebzig::NUM,settanta,اویا
976,achtzig::NUM,ottanta,اتیا
977,neunzig::NUM,novanta,نوي
978,hundert::NUM,cento,سل
979,tausend::NUM,mille,زر
980,und::CNJ,e,او
981,oder::CNJ,o,ېا
982,stehen::V,stare in piedi,درېدل
983,sitzen::V,sedere,کښېنستل
984,sitzen::V,stare seduto,کښېنستل
985,liegen::V,giacere,ملاستل
986,hängen::V,pèndere,ځړېدل
987,hängen::V,èssere appeso,ځړېدل
988,werden::V,farsi,کېدل
989,werden::V,diventare,کېدل
990,passieren::V,succèdere,پېښېدل
991,beginnen::V,cominciare,شروع کېدل
992,enden::V,finire,خلاصدل
993,enden::V,finire,تمامېدل
994,enden::V,terminare,خلاصدل
995,enden::V,terminare,تمامېدل
996,wechseln::V,variare,تغییر موندل
997,wechseln::V,cambiare,تغییر موندل
998,aufgehen[Sonne]::V,sòrgere,ختل
999,aufgehen[Sonne]::V,spuntare,ختل
1000,untergehen[Sonne]::V,tramontare,لوېدل
1001,untergehen[Sonne]::V,tramontare,پرېوتل
1002,scheinen[Sonne]::V,splèndere,رڼا کول
1003,donnern::V,tonare,تنېدل
1004,donnern::V,tonare,غړمبېدل
1005,wehen::V,soffiare,چلېدل
1006,strömen::V,fluire,بهېدل
1007,fließen::V,fluire,بهېدل
1008,fließen::V,fluire,تویېدل
1009,fließen::V,scorrere,بهېدل
1010,fließen::V,scorrere,تویېدل
1011,sich drehen::V,girarsi,ګرځېدل
1012,sich drehen::V,girarsi,چورلېدل
1013,schwanken::V,oscillare,زنګېدل
1014,schwanken::V,barcollare,زنګېدل
1015,schwingen::V,vibrare,زنګېدل
1016,schwingen::V,oscillare,زنګېدل
1017,fallen::V,cadere,ولېدل
1018,brennen::V,àrdere,سوځېدل
1019,brennen::V,bruciare,سوځېدل
1020,rauchen::V,fumare,لوګی کول
1021,regnen::V,piòvere,باران اورېدل
1022,gefrieren::V,gelarsi,کنګل نيول
1023,gefrieren::V,congelarsi,کنګل نيول
1024,tauen::V,sciògliersi,وېلې کېدل
1025,schmelzen::V,fòndere,وېلې کېدل
1026,schmelzen::V,sciògliersi,وېلې کېدل
1027,trocknen::V,asciugarsi,وچېدل
1028,sieden::V,bollire,اېشېدل
1029,faulen::V,marcire,خرابېدل
1030,verfaulen::V,imputridire,ورستېدل
1031,reißen::V,strapparsi,شلېدل
1032,versinken::V,affondare,ډوېېدل
1033,vergehen::V,passare,تېرېدل
1034,erscheinen::V,apparire,ښکارېدل
1035,erscheinen::V,comparire,ښکارېدل
1036,verschwinden::V,sparire,ورکېدل
1037,verschwinden::V,scomparire,ورکېدل
1038,sinken::V,calare,ښکته کېدل
1039,sinken::V,scendere,ښکته کېدل
1040,abnehmen::V,diminuire,کمېدل
1041,zunehmen::V,aumentare,زیاتېدل
1042,steigen::V,salire,جګېدل
1043,steigen::V,salire,پورته کېدل
1044,steigen::V,montare,جګېدل
1045,steigen::V,montare,پورته کېدل
1046,wachsen::V,crescere,وده کول
1047,glänzen::V,splèndere,ځلېدل
1048,funkeln::V,brillare,پړکېدل
1049,funkeln::V,scintillare,پړکېدل
1050,lärmen::V,strepitare,غال و غول کول
1051,lärmen::V,fare chiasso,غال و غول کول
1052,läuten::V,suonare,زنګ وهل
1053,klingeln::V,suonare,زنګ وهل
1054,klirren::V,tintinnare,کړنګېدل
1055,brausen::V,rombare,تلاطم کول
1056,brausen::V,rumoreggiare,تلاطم کول
1057,rauschen::V,frusciare,شڼهار کول
1058,klingen::V,suonare,آواز کول
1059,bellen::V,latrare,غپېدل
1060,bellen::V,abbaiare,غپېدل
1061,heulen::V,urlare,انګلل
1062,heulen::V,ululare,انګلل
1063,blasen::V,soffiare,پو کول
1064,pfeifen::V,fischiare,شپېلک وهل
1065,schreien::V,gridare,ناره کول
1066,stöhnen::V,gèmere,زګېروی کول
1067,zittern::V,tremare,لړزېدل
1068,leben::V,vìvere,ژوند کول
1069,geboren werden::V,nàscere,زېږېدل
1070,atmen::V,respirare,ساه کښل
1071,atmen::V,respirare,تنفس کول
1072,trinken::V,bere,څښل
1073,essen::V,mangiare,خوړل
1074,schlucken::V,inghiottire,غړپول
1075,müde werden::V,stancarsi,ستړی کېدل
1076,einschlafen::V,addormentarsi,ویده کېدل
1077,schlafen::V,dormire,خوب کول
1078,aufwachen::V,svegliarsi,ویښېدل
1079,aufstehen::V,levarsi,پاڅېدل
1080,sich erholen::V,riposarsi,استراحت کول
1081,krank werden::V,ammalarsi,رنځورېدل
1082,krank sein::V,èssere malato,ناجوړېدل
1083,schmerzen::V,dolere,خوږېدل
1084,schmerzen::V,dolere,درد کول
1085,husten::V,tossire,ټوخېدل
1086,genesen::V,guarire,رغېدل
1087,sterben::V,morire,مړل
1088,umkommen::V,perire,تلفېدل
1089,sich bewegen::V,agitarsi,چلېدل
1090,sich bewegen::V,agitarsi,حرکت کول
1091,sich rühren::V,muòversi,ښورېدل
1092,sich erheben::V,alzarsi,درېدل
1093,sich setzen::V,sedersi,کښېنستل
1094,hinfallen::V,cadere,لوېدل
1095,laufen::V,camminare,منډې وهل
1096,laufen::V,andare a piedi,منډې وهل
1097,schreiten::V,andare,قدم ایښودل
1098,schreiten::V,procedere,قدم ایښودل
1099,spazierengehen::V,passeggiare,چکر وهل
1100,spazierengehen::V,andare a passeggio,چکر وهل
1101,eilen::V,andare in fretta,بېړه کول
1102,sich beeilen::V,affrettarsi,عجله کول
1103,sausen::V,volare,ځغستل
1104,sausen::V,correre,ځغستل
1105,rennen::V,correre,زغلېدل
1106,springen::V,saltare,ټوپ وهل
1107,klettern::V,arrampicarsi,ختل
1108,schaukeln::V,fare l'altalena,زنګېدل
1109,kriechen::V,strisciare,خاپوړی وهل
1110,schwimmen::V,nuotare,لامبو وهل
1111,tauchen::V,tuffarsi,غوټه وهل
1112,tauchen::V,immèrgersi,غوټه وهل
1113,rudern::V,remare,پارو وهل
1114,fahren::V,andare,تلل
1115,fahren::V,viaggiare,تلل
1116,fliegen::V,volare,الوتل
1117,gehen::V,andare,تلل
1118,weggehen::V,andàrsene,بهر وتل
1119,weggehen::V,andare via,بهر وتل
1120,abfahren::V,partire,تلل
1121,anhalten::V,fermarsi,ودرېدل
1122,hineingehen::V,entrare,داخلېدل
1123,eintreten::V,entrare,ننوتل
1124,kommen::V,venire,راتلل
1125,ankommen::V,arrivare,رسېدل
1126,zurückkommen::V,ritornare,بېرته راتلل
1127,bleiben::V,restare,پاتې کېدل
1128,bleiben::V,rimanere,پاتې کېدل
1129,warten::V,aspettare,انتظار وېستل
1130,erwarten::V,attèndere,انتظار کول
1131,suchen::V,cercare,لټول
1132,finden::V,trovare,میندل
1133,finden::V,trovare,پیدا کول
1134,versuchen::V,tentare,هڅه کول
1135,vorbereiten::V,preparare,چمتوکول
1136,lieben::V,amare,مینه لرل
1137,mögen::V,piacere a,خوښول
1138,mögen::V,piacere a,علاقه لرل
1139,mögen::V,volere bene a,خوښول
1140,mögen::V,volere bene a,علاقه لرل
1141,lachen::V,rìdere,خندېدل
1142,rühren::V,commuòvere,اغېزه کول
1143,weinen::V,piàngere,ژړل
1144,schimpfen::V,imprecare,ښکنځا کول
1145,sich ärgern::V,stizzirsi,قهر راتلل
1146,sich ärgern::V,arrabbiarsi,قهر راتلل
1147,sich fürchten::V,avere paura,ډارېدل
1148,fürchten::V,temere,ډارېدل
1149,fliehen::V,fuggire,تښتېدل
1150,flüchten::V,sfuggire,تښتېدل
1151,sehen::V,vedere,لیدل
1152,anschauen::V,guardare,کتل
1153,ansehen::V,guardare,ننداره کول
1154,hören::V,udire,اورېدل
1155,hören::V,sentire,اورېدل
1156,zuhören::V,ascoltare,غوږ نیول
1157,probieren::V,degustare,څکه کول
1158,probieren::V,degustare,چاشنی کول
1159,probieren::V,assaggiare,څکه کول
1160,probieren::V,assaggiare,چاشنی کول
1161,riechen::V,sentire,بويول
1162,fühlen::V,sentire,حسول
1163,scheinen::V,parere,ښکارېدل
1164,scheinen::V,sembrare,ښکارېدل
1165,zu sehen sein::V,vedersi,ښکارېدل
1166,vernehmen::V,sentire,خبرېدل
1167,vernehmen::V,percepire,خبرېدل
1168,frieren::V,aver freddo,ساړه کېتل
1169,tun::V,fare,کول
1170,können::V,sapere,کولای شول
1171,können::V,sapere,د لاسه کېدل
1172,wollen::V,volere,غوښتل
1173,anfangen::V,iniziare,شروع کول
1174,anfangen::V,cominciare,شروع کول
1175,beenden::V,finire,ختمول
1176,beenden::V,finire,پای ته رسول
1177,beenden::V,terminare,ختمول
1178,beenden::V,terminare,پای ته رسول
1179,aufhören::V,finire,بس کول
1180,aufhören::V,cessare,بس کول
1181,gelingen::V,riuscire,موفق کېدل
1182,gelingen::V,riuscire,بریالی کېدل
1183,geraten::V,stare,کېدل
1184,öffnen::V,aprire,خلاصول
1185,öffnen::V,aprire,پرانیستل
1186,schließen::V,chiùdere,تړل
1187,stellen::V,porre,ایښودل
1188,stellen::V,mettere,ایښودل
1189,setzen::V,porre,کښېنول
1190,setzen::V,mettere,کښېنول
1191,legen::V,posare,ایښودل
1192,legen::V,mettere,ایښودل
1193,berühren::V,toccare,لاس وهل
1194,verbinden::V,unire,تړل
1195,verbinden::V,congiùngere,تړل
1196,bedecken::V,coprire,پوښول
1197,bedecken::V,ricoprire,پوښول
1198,aufhängen::V,attaccare,ځوړندول
1199,anzünden::V,accèndere,بلول
1200,anzünden::V,incendiare,بلول
1201,aufheben::V,raccògliere,پورته کول
1202,zurücklassen::V,lasciare,پرېښودل
1203,zurücklassen::V,lasciare indietro,پرېښودل
1204,verlieren::V,pèrdere,ورکول
1205,fallen lassen::V,lasciare cadere,له لاسه لوېدل
1206,machen::V,fare,کول
1207,herstellen::V,produrre,جوړول
1208,herstellen::V,produrre,توليدول
1209,herstellen::V,fabbricare,جوړول
1210,herstellen::V,fabbricare,توليدول
1211,bauen::V,costruire,جوړول
1212,reparieren::V,riparare,ترمیمول
1213,verbessern::V,migliorare,اصلاح کول
1214,ändern::V,mutare,تغیر ورکول
1215,ändern::V,cambiare,تغیر ورکول
1216,graben::V,scavare,کيندل
1217,beugen::V,chinare,ټیټول
1218,beugen::V,flettere,ټیټول
1219,biegen::V,tòrcere,کږول
1220,drehen::V,girare,ګرځول
1221,wenden::V,girare,اړول
1222,wenden::V,voltare,اړول
1223,umdrehen::V,rivoltare,اړول
1224,heben::V,levare,جګول
1225,heben::V,levare,پورته کول
1226,hochheben::V,levare,جګول
1227,hochheben::V,sollevare,جګول
1228,ergreifen::V,afferrare,نیول
1229,halten::V,tenere,نیول
1230,drücken::V,premere,کښېکښل
1231,schieben::V,spìngere,پوری وهل
1232,kratzen::V,grattare,ګرول
1233,kratzen::V,graffiare,ګرول
1234,lecken::V,leccare,څټل
1235,beißen::V,mòrdere,چیچل
1236,abreißen::V,staccarsi,شکول
1237,abreißen::V,strapparsi,شکول
1238,abschneiden::V,tagliare,پرېکول
1239,binden::V,legare,تړل
1240,binden::V,bendare,تړل
1241,stecken::V,ficcare,ټومبل
1242,brechen::V,rompere,ماتول
1243,klopfen::V,bàttere,ټکول
1244,hauen::V,picchiare,ټکول
1245,kleben::V,incollare,نښلول
1246,kleben::V,incollare,سرېښول
1247,reiben::V,fregare,مږل
1248,streichen::V,spalmare,مښل
1249,schleifen::V,arrotare,تېره کول
1250,schneiden::V,tagliare,غوڅول
1251,schneiden::V,tagliare,پرېکول
1252,rütteln::V,scuòtere,خوڅول
1253,schütteln::V,agitare,ښورول
1254,schütteln::V,scuòtere,ښورول
1255,schwenken::V,agitare,خوڅول
1256,schwenken::V,sventolare,خوڅول
1257,schütten::V,versare,اچول
1258,schütten::V,versare,تویول
1259,füllen::V,riempire,ډکول
1260,einwickeln::V,involtare,پېچل
1261,einwickeln::V,involtare,نغښتل
1262,tragen::V,portare,وړل
1263,schleppen::V,trainare,وړل
1264,schleppen::V,trascinare,وړل
1265,ziehen::V,tirare,کښل
1266,aufbewahren::V,custodire,ساتل
1267,aufbewahren::V,conservare,ساتل
1268,werfen::V,gettare,اچول
1269,werfen::V,gettare,غورځول
1270,werfen::V,lanciare,اچول
1271,werfen::V,lanciare,غورځول
1272,fangen::V,prèndere,نیول
1273,fangen::V,prèndere,ګیرول
1274,fangen::V,acchiappare,نیول
1275,fangen::V,acchiappare,ګیرول
1276,packen::V,pigliare,نیول
1277,packen::V,afferrare,نیول
1278,verstecken::V,nascondere,پټول
1279,teilen::V,divìdere,وېشل
1280,teilen::V,divìdere,تقسیمول
1281,schicken::V,inviare,لېږل
1282,schicken::V,inviare,استول
1283,bringen::V,portare,راوړل
1284,bringen::V,apportare,راوړل
1285,hinzufügen::V,aggiùngere,زیاتول
1286,bekommen::V,ricevere,حاصلول
1287,erhalten::V,ricevere,اخیستل
1288,nehmen::V,prèndere,نیول
1289,nehmen::V,prèndere,اخيستل
1290,wählen::V,elèggere,خوښول
1291,wählen::V,scegliere,خوښول
1292,auswählen::V,scegliere,چنده کول
1293,bewahren::V,conservare,ساتل
1294,behindern::V,impedire,مانع کېدل
1295,behindern::V,impedire,ممانعت کول
1296,verderben::V,guastare,خرابېدل
1297,beschädigen::V,danneggiare,ورانول
1298,zerbrechen::V,rompere,ماتول
1299,zerbrechen::V,spezzare,ماتول
1300,zerreißen::V,stracciare,څیرې کول
1301,zerstören::V,distrùggere,ړنګول
1302,zerstören::V,distrùggere,ورانول
1303,verbrennen::V,bruciare,سوځول
1304,geben::V,dare,ورکول
1305,reichen::V,pòrgere,ورکول
1306,schenken::V,regalare,بښل
1307,versprechen::V,promettere,لوز کول
1308,wünschen::V,augurare,غوښتل
1309,loben::V,lodare,ستایل
1310,loben::V,lodare,تمجید کول
1311,küssen::V,baciare,ښکلول
1312,wiegen::V,cullare,زنګول
1313,wiegen::V,dondolare,زنګول
1314,zudecken::V,coprire,پوښول
1315,wecken::V,svegliare,ويښول
1316,zeigen::V,indicare,ښودل
1317,führen::V,guidare,بیول
1318,führen::V,condurre,بیول
1319,lehren::V,insegnare,درس ورکول
1320,lehren::V,insegnare,تعلیم ورکول
1321,unterrichten::V,istruire,درس ورکول
1322,unterrichten::V,insegnare,درس ورکول
1323,aufziehen::V,allevare,روزل
1324,leiten::V,avviare,رهبری کول
1325,leiten::V,avviare,لارښوونه کول
1326,leiten::V,dirìgere,رهبری کول
1327,leiten::V,dirìgere,لارښوونه کول
1328,antreiben::V,incitare,چټک کول
1329,lassen::V,fare,اړکول
1330,einladen::V,invitare,بلل
1331,vereinigen::V,unire,متحد کول
1332,vereinigen::V,unire,یوځای کول
1333,besuchen::V,visitare,کتنه کول
1334,besuchen::V,far vìsita a,کتنه کول
1335,treffen::V,incontrare,ليدل
1336,treffen::V,incontrare,تلقی کول
1337,sich versammeln::V,rinunirsi,راغونډېدل
1338,spielen::V,giocare,لوبه کول
1339,singen::V,cantare,سندرې وېل
1340,tanzen::V,danzare,ګډېدل
1341,sich trennen::V,separarsi,بېلېدل
1342,verlassen::V,lasciare,ترک کول
1343,verlassen::V,abbandonare,ترک کول
1344,retten::V,salvare,نجات ورکول
1345,bewachen::V,custodire,ساتل
1346,bewachen::V,custodire,حفاظت کول
1347,schützen::V,protèggere,ژغورل
1348,verteidigen::V,difèndere,دفاع کول
1349,sich schlagen::V,bàttersi,جنګېدل
1350,schießen::V,sparare,ویشتل
1351,siegen::V,vìncere,غالبېدل
1352,ärgern::V,stizzire,خپه کول
1353,schlagen::V,bàttere,وهل
1354,treten::V,calciare,په لغته وهل
1355,stechen::V,pùngere,ټومبل
1356,stoßen::V,urtare,ټېل وهل
1357,stoßen::V,urtare,پوری وهل
1358,stoßen::V,spìngere,ټېل وهل
1359,stoßen::V,spìngere,پوری وهل
1360,stehlen::V,rubare,تښتول
1361,stehlen::V,rubare,غلا کول
1362,stören::V,disturbare,ماتول
1363,belästigen::V,molestare,ځورول
1364,belästigen::V,molestare,تکلیف ورکول
1365,belästigen::V,importunare,ځورول
1366,belästigen::V,importunare,تکلیف ورکول
1367,verbergen::V,celare,پټول
1368,verbergen::V,nascondere,پټول
1369,täuschen::V,ingannare,تېرایستل
1370,täuschen::V,ingannare,خطا ایستل
1371,betrügen::V,frodare,غولول
1372,betrügen::V,truffare,غولول
1373,töten::V,uccìdere,وژل
1374,töten::V,uccìdere,مړ کول
1375,wohnen::V,abitare,اوسېدل
1376,arbeiten::V,lavorare,کار کول
1377,sammeln::V,raccògliere,راټولول
1378,sammeln::V,raccògliere,راغونډول
1379,sammeln::V,collezionare,راټولول
1380,sammeln::V,collezionare,راغونډول
1381,pflücken::V,cògliere,شکول
1382,jagen::V,cacciare,ښکار کول
1383,fischen::V,pescare,کب نيول
1384,fassen::V,catturare,نیول
1385,fassen::V,catturare,ګیرول
1386,fassen::V,acchiappare,نیول
1387,fassen::V,acchiappare,ګیرول
1388,hüten::V,pascolare,پوول
1389,treiben::V,spìngere,بیول
1390,anbinden::V,legare,تړل
1391,anbinden::V,attaccare,تړل
1392,füttern::V,dar da mangiare a,خوراک ورکول
1393,melken::V,mùngere,لوشل
1394,hacken::V,tritare,پی کول
1395,hacken::V,spaccare,پی کول
1396,gießen::V,annaffiare,اوبه کول
1397,reifen::V,maturare,رسېدل
1398,zubereiten::V,preparare,تیارول
1399,kochen::V,cuòcere,پخول
1400,backen::V,cuòcere,پخول
1401,backen::V,cuòcere al forno,پخول
1402,braten::V,frìggere,وريتول
1403,braten::V,arrostire,وريتول
1404,umrühren::V,mescolare,لړل
1405,stricken::V,llavorare a maglia,اوبدل
1406,nähen::V,cucire,ګنډل
1407,färben::V,tìngere,رنګول
1408,reinigen::V,pulire,صافول
1409,reinigen::V,nettare,صافول
1410,waschen::V,lavare,مینځل
1411,abwischen::V,asciugare,وچول
1412,spülen::V,lavare,کنګالول
1413,spülen::V,sciacquare,کنګالول
1414,fegen::V,spazzare,جارو کول
1415,kehren::V,spazzare,جارو کول
1416,baden::V,bagnarsi,لمبېدل
1417,baden::V,fare il bagno,لمبېدل
1418,sich waschen::V,lavarsi,ځان مينځل
1419,ausziehen::V,tògliersi,کښل
1420,ausziehen::V,tògliersi,ایستل
1421,anziehen::V,mettersi,اغوستل
1422,anziehen::V,indossare,اغوستل
1423,sich anziehen::V,vestirsi,کالی اغوستل
1424,kämmen::V,pettinare,ګمنځول
1425,schmücken::V,ornare,ښکلی کول
1426,schmücken::V,decorare,ښکلی کول
1427,sagen::V,dire,وېل
1428,sprechen::V,parlare,وېل
1429,sprechen::V,parlare,غږېدل
1430,reden::V,parlare,ګړېدل
1431,reden::V,parlare,خبرې کول
1432,sich unterhalten::V,conversare,خبری کول
1433,fragen::V,chièdere,پوښتنه کول
1434,fragen::V,domandare,پوښتنه کول
1435,bitten::V,pregare,غوښتل
1436,erzählen::V,narrare,کيسه کول
1437,erzählen::V,narrare,حکايت کول
1438,erzählen::V,raccontare,کيسه کول
1439,erzählen::V,raccontare,حکايت کول
1440,mitteilen::V,comunicare,خبرول
1441,mitteilen::V,comunicare,خبر ورکول
1442,nennen::V,nominare,نوم ايښودل
1443,rufen::V,chiamare,بلل
1444,prahlen::V,vantarsi,لاپې وهل
1445,übersetzen::V,tradurre,ژباړل
1446,übersetzen::V,tradurre,ترجمه کول
1447,denken::V,pensare,فکر کول
1448,glauben::V,credere,باور کول
1449,bemerken::V,notare,لیدل
1450,bemerken::V,osservare,لیدل
1451,erkennen::V,riconoscere,پېژندل
1452,begreifen::V,capire,رسېدل
1453,begreifen::V,capire,پوهېدل
1454,begreifen::V,comprèndere,رسېدل
1455,begreifen::V,comprèndere,پوهېدل
1456,verstehen::V,intèndere,پوهېدل
1457,verstehen::V,comprèndere,پوهېدل
1458,lernen::V,imparare,زده کول
1459,lernen::V,imparare,درس لوستل
1460,lernen::V,apprèndere,زده کول
1461,lernen::V,apprèndere,درس لوستل
1462,wissen::V,sapere,پوهېدل
1463,sich erinnern an::V,ricordare,یادول
1464,sich erinnern an::V,ricordare,په یاد راوړل
1465,sich erinnern an::V,ricordarsi di,یادول
1466,sich erinnern an::V,ricordarsi di,په یاد راوړل
1467,vergessen::V,dimenticare,هېرول
1468,messen::V,misurare,اندازه کول
1469,zählen::V,contare,شمارل
1470,rechnen::V,contare,حسابول
1471,rechnen::V,calcolare,حسابول
1472,lesen::V,lèggere,لوستل
1473,malen::V,dipìngere,رسمول
1474,zeichnen::V,disegnare,رسمول
1475,schreiben::V,scrìvere,لیکل
1476,besitzen::V,possedere,لرل
1477,kaufen::V,comprare,رانیول
1478,kaufen::V,acquistare,رانیول
1479,verkaufen::V,vendere,خرڅول
1480,bezahlen::V,pagare,تأدیه کول
1481,zahlen::V,pagare,کسات اخيستل
1482,beherrschen::V,dominare,تسلط لرل
1483,ertragen::V,sopportare,زغمل
