,Concept_ID,mrj,ca
92,Eis::N,и,gel
93,Eis::N,и,glaç
94,Frost::N,ӱштӹ,glaçada
95,Kälte::N,ӱштӹ,fred
96,Hitze::N,шокшы,calor
97,Raureif::N,пöрш,gebre
98,Regenbogen::N,шанавӹл,arc iris
99,Donner::N,хӹдӹртӹш,tro
100,Strömung::N,йогы,corrent
101,Tropfen::N,капльы,gota
102,Tropfen::N,капльык,gota
103,Schaum::N,шонг,escuma
104,Schmutz::N,лявӹрӓ,brutícia
105,See::N,йӓр,llac
106,Sumpf::N,лӱкӹ,pantà
107,Moor::N,куп,pantà
108,Wiese::N,алык,prat
109,Wiese::N,алык,prada
110,Wald::N,шӹргӹ,bosc
111,Hügel::N,пӱгӹрикӓ,puig
112,Hügel::N,пӱгӹрикӓ,pujol
113,Anhöhe::N,кӱкшикӓ,turó
114,Berg::N,кырык,muntanya
115,Gipfel::N,неркӓ,cim
116,Höhle::N,ы́раж,cova
117,Abhang::N,полом,coster
118,Quelle::N,вӹдсӹнзӓ,font
119,Bach::N,ӓнгӹр,riera
120,Fluss::N,вӹд,riu
121,Ufer::N,сир,riba
122,Küste::N,сир,costa
123,Festland::N,мӱлӓндӹ,terra ferma
124,Meer::N,тангыж,mar
125,Bucht::N,вӹдъял,cala
126,Bucht::N,вӹдъял,badia
127,Insel::N,острок,illa
128,Blume::N,пеледӹш,flor
129,Gras::N,шуды,herba
130,Wurzel::N,важ,rel
131,Wurzel::N,важ,arrel
132,Baum::N,пушӓнгӹ,arbre
133,Stamm::N,пушӓнгӹ тӹнг,tronc
134,Rinde::N,каргыж,escorça
135,Ast::N,укш,branca
136,Zweig::N,укш,ram
137,Blatt::N,листӹ,fulla
138,Birke::N,куги,bedoll
139,Kiefer[Baum]::N,йӓктӹ,pi
140,Weide[Baum]::N,уа,salze
141,Tanne::N,кож,avet
142,Horn::N,шур,corn
143,Horn::N,шур,banya
144,Feder::N,пын,ploma
145,Fell::N,кавашты,pell
146,Flügel::N,шылдыр,ala
147,Klaue::N,кӹч,urpa
148,Kralle::N,лапа,grapa
149,Schwanz::N,пач,cua
150,Ei::N,мыны,ou
151,Nest::N,пӹжӓш,niu
152,Bau::N,ыраж,cau
153,Tier::N,во́льык,animāl
154,Herde::N,кӹтö,ramat
155,Kuh::N,ышкал,vaca
156,Bulle::N,ӱшкӱж,toro
157,Pferd::N,имни,cavāll
158,Schaf::N,шарык,be
159,Schaf::N,шарык,ovella
160,Schwein::N,сасна,bacó
161,Hund::N,пи,ca
162,Hund::N,пи,gos
163,Katze::N,коти,gat
164,Bär::N,мöскӓ,ós
165,Eichhörnchen::N,ур,esquirol
166,Elch::N,шарды,ant
167,Fuchs::N,рӹвӹж,guilla
168,Hase::N,морен,llebre
169,Maus::N,каля,ratolí
170,Wolf::N,пирӹ,llop
171,Vogel::N,кек,au
172,Vogel::N,кек,ocēll
173,Schwarm::N,цуца,bandada
174,Huhn::N,цӹвӹ,gallina
175,Hahn::N,ӓптӓн,gall
176,Gans::N,комбы,oca
177,Adler::N,кучкыж,àguila
178,Ente::N,лыды,ànec
179,Eule::N,тымана,òliba
180,Eule::N,тымана,mussol
181,Kranich::N,тырня,grua
182,Kranich::N,тыртня,grua
183,Krähe::N,лудыгарак,cornella
184,Kuckuck::N,куку,cucut
185,Schwan::N,йӱксӹ,cigne
186,Fisch::N,кол,peix
187,Barsch::N,алангы,perca
188,Hecht::N,нуж,lluç
189,Hecht::N,нужгол,lluç
190,Schlange[Tier]::N,кӹшкы,serp
191,Wurm::N,шукш,cuc
192,Spinne::N,ӓнгӹремшӹ,aranya
193,Ameise::N,кыткы,formiga
194,Laus::N,ти,poll
195,Mücke::N,кужнер,mosquit
196,Mücke::N,кужынер,mosquit
197,Fliege::N,шӹнгӓ,mosca
198,Schmetterling::N,лӹпӹ,papallona
199,Beere::N,мöр,baia
200,Apfel::N,олма,poma
201,Pilz::N,понгы,bolet
202,Zwiebel::N,охыра,ceba
203,Saat::N,нӱшмӹ,sembra
204,Saat::N,нӱшмӱ,sembra
205,Korn::N,пӹрцӹ,gra
206,Heu::N,шуды,fenc
207,Schale::N,аваха,closca
208,Schale::N,карлангы,closca
209,Grube::N,йӓм,sot
210,Grube::N,йӓм,clot
211,Falle::N,лӱдӹ,trampa
212,Falle::N,лӱдӹш,trampa
213,Schlinge::N,онгы,baga
214,Spur::N,кишӓ,traça
215,Asche::N,ломых,cendra
216,Asche::N,ломпыж,cendra
217,Dreck::N,лявӹрӓ,llot
218,Eisen::N,кӹртни,ferro
219,Gold::N,шöртни,or
220,Gold::N,шöртньӹ,or
221,Silber::N,ши,plata
222,Kohle::N,шӱ,carbó
223,Glas::N,охоница,vidre
224,Lehm::N,шун,fang
225,Lehm::N,шун,argila
226,Sand::N,ошма,arena
227,Mensch::N,эдем,humà
228,Mensch::N,эдем,persona
229,Mann::N,пӱэргӹ,home
230,Frau::N,ӹдӹрӓмӓш,dona
231,Kind::N,ӓзӓ,nen
232,Kind::N,шачшы,nen
233,Junge::N,рвезӹ,noi
234,Junge::N,ӹрвезӹ,noi
235,Mädchen::N,ӹдӹрӓш,noia
236,Familie::N,йиш,família
237,Familie::N,семня,família
238,Großvater::N,тьоти,avi
239,Großmutter::N,папа,àvia
240,Eltern::N,ӓтя-ӓвӓ,pares
241,Vater::N,ӓтя,pare
242,Mutter::N,ӓвӓ,mare
243,Sohn::N,эргӹ,fill
244,Tochter::N,ӹдӹр,filla
245,Bruder::N,ӹза,germà
246,Schwester::N,ӓкӓ,germana
247,Onkel::N,кугуза,oncle
248,Tante::N,куака,tia
249,Ehemann::N,мары,espòs
250,Ehefrau::N,вӓтӹ,muller
251,Freude::N,ӹвӹртӹмӓш,goig
252,Freude::N,ӹвӹртӹмӓш,alegria
253,Gelächter::N,ваштылмаш,riallada
254,Glück::N,пиӓл,felicitat
255,Kummer::N,ясы,pena
256,Wunsch::N,охата,desig
257,Wunsch::N,шанымаш,desig
258,Lust::N,шӓр,ganes
259,Lust::N,охата,ganes
260,Lust::N,шанымаш,ganes
261,Geist::N,тух,ment
262,Geist::N,тух,esperit
263,Gedanke::N,шанымаш,pensament
264,Gedächtnis::N,ӓш,memòria
265,Verstand::N,ыш,raó
266,Verstand::N,ыш,seny
267,Sinn::N,кын,solta
268,Sinn::N,кын,sentit
269,Grund::N,вир,raó
270,Grund::N,вир,causa
271,Wahrheit::N,тöр,veritāt
272,Gespräch::N,хытырымаш,conversa
273,Märchen::N,ямак,conte
274,Erzählung::N,шайыштмаш,narració
275,Nachricht::N,увертӓрӹмӓш,missatge
276,Neuigkeit::N,увер,novetat
277,Name::N,лӹм,nom
278,Rätsel::N,тышты,endevinalla
279,Rede::N,шая,discurs
280,Rede::N,шамак,discurs
281,Sprache::N,йӹлмӹ,llēngua
282,Stimme::N,юк,veu
283,Wort::N,шамак,mot
284,Wort::N,шамак,paraula
285,Zeichen::N,палӹ,signe
286,Zeichen::N,палӹ,senyal
287,Ruf::N,сӹгӹрӹмӓш,crida
288,Lärm::N,юкланымащ,sorōll
289,Laut::N,юк,so
290,Ton::N,юк,to
291,Lied::N,мыры,cançó
292,Ruhe::N,тыр,calma
293,Ruhe::N,тыр,silenci
294,Leute::N,эдемвлӓ,gent
295,Volk::N,халык,poble
296,Arbeit::N,пӓшӓ,labor
297,Arbeit::N,пӓшӓ,treball
298,Gast::N,хына,hoste
299,Geschenk::N,подарка,regal
300,Geschenk::N,подарка,obsequi
301,Spiel::N,мадыш,joc
302,Gesellschaft::N,йӓл,companyia
303,Gesellschaft::N,йӓлвлӓ,companyia
304,Hilfe::N,палшык,ajut
305,Freund::N,тӓнг,amīc
306,Kamerad::N,тос,company
307,Kamerad::N,тос,camarada
308,Angelegenheit::N,дела,afer
309,Angelegenheit::N,дела,assumpte
310,Angelegenheit::N,йела,afer
311,Angelegenheit::N,йела,assumpte
312,Angelegenheit::N,йыла,afer
313,Angelegenheit::N,йыла,assumpte
314,Angelegenheit::N,пӓшӓ,afer
315,Angelegenheit::N,пӓшӓ,assumpte
316,Anzahl::N,шот,nombre
317,Anzahl::N,шот,quantitat
318,Art::N,цӹре,tipus
319,Art::N,цӹре,classe
320,Stück::N,лаштык,peça
321,Teil::N,пай,part
322,Teil::N,часть,part
323,Hälfte::N,пел,meitat
324,Kreis::N,тӹртӹш,cercle
325,Kreuz::N,крестӹ,creu
326,Abstand::N,ло,distància
327,Entfernung::N,ло,distància
328,Gegend::N,вӓр,regió
329,Gegend::N,вӓр,contrada
330,Platz::N,вӓр,cabuda
331,Ort::N,вӓр,lloc
332,Seite::N,öрдӹж,banda
333,Seite::N,öрдӹж,costāt
334,Mitte::N,ло,mig
335,Mitte::N,ло,centre
336,Gegenstand::N,хӓдӹр,objecte
337,Sache::N,хӓдӹр,cosa
338,Rand::N,шöр,vora
339,Rand::N,шöр,marge
340,Kante::N,шöр,caire
341,Kante::N,шöр,cantell
342,Ecke::N,лык,cantonada
343,Spitze::N,вуй,punta
344,Ende::N,вуй,cap
345,Ende::N,мычаш,cap
346,Loch::N,ыраж,forāt
347,Winkel::N,лык,racó
348,Muster::N,тӹрлец,dibuix
349,Muster::N,тӹрлец,disseny
350,Größe::N,кӱкшӹц,grandària
351,Länge::N,кыт,longitud
352,Höhe::N,кӱкшӹц,altura
353,Höhe::N,кӱкшӹц,altitud
354,Gewicht::N,нелӹц,pes
355,Menge::N,шот,quantitat
356,Haufen::N,ара,pila
357,Reihe::N,ряд,fila
358,Boot::N,пыш,bot
359,Boot::N,пыш,barca
360,Ruder::N,вешлӓ,rem
361,Schlitten::N,тир,trineu
362,Ski::N,ечӹ,esquí
363,Lagerfeuer::N,тыл,foc de campament
364,Last::N,нелӹц,càrrega
365,Gang::N,ход,marxa
366,Schritt::N,ашкыл,pas
367,Norden::N,йыдпелвел,nord
368,Süden::N,кечӹвӓлвел,sud
369,Westen::N,кечӹ шӹцмӹ,oest
370,Westen::N,кечӹ шӹцмӹ,occident
371,Osten::N,ирвел,est
372,Osten::N,ирвел,orient
373,Osten::N,кечӹ лӱлтмӹ,est
374,Osten::N,кечӹ лӱлтмӹ,orient
375,Holz::N,пушӓнгӹ,fusta
376,Brett::N,ханга,taula
377,Platte::N,плитӓ,placa
378,Stütze::N,цӓрӓк,suport
379,Stange::N,равы,vara
380,Stange::N,намаш,vara
381,Stock::N,панды,pal
382,Stab::N,равы,bastó
383,Rohr::N,пыч,tub
384,Haus::N,пöрт,casa
385,Heim::N,пöрт,llar
386,Ofen::N,камака,estufa
387,Fußboden::N,седӹрӓ,terra
388,Tisch::N,стöл,taula
389,Stuhl::N,пöкен,cadira
390,Wiege::N,шипкӓ,bressol
391,Bett::N,койка,llit
392,Bett::N,кравать,llit
393,Regal::N,полицӓ,prestatgeria
394,Kiste::N,шӱ́ндӹк,caixa
395,Fenster::N,окня,finestra
396,Tür::N,амаса,porta
397,Tor::N,хапка,portal
398,Zaun::N,забор,tanca
399,Dach::N,левӓш,teulada
400,Leiter::N,ташкалтыш,escala
401,Leiter::N,ташкалтыш,escala de mà
402,Besen::N,сало,escombra
403,Besen::N,салко,escombra
404,Spaten::N,кольмы,pala
405,Schaufel::N,лоток,pala
406,Gabel::N,ви́лка,forquilla
407,Löffel::N,савала,cullera
408,Messer::N,кӹзӹ,coltell
409,Nagel::N,пыда,clau
410,Netz::N,вӓпш,filat
411,Haken::N,крӱк,ganxo
412,Haken::N,кагак,ganxo
413,Griff::N,кычем,puny
414,Griff::N,кычем,mànec
415,Schloss::N,замок,pany
416,Schloss::N,сыравач,pany
417,Bild::N,картин,imatge
418,Figur::N,кӓн,figura
419,Puppe::N,поханя,nina
420,Beutel::N,мешӓк,bossa
421,Bündel::N,топ,feix
422,Bündel::N,топ,paquet
423,Bündel::N,пидӹш,feix
424,Bündel::N,пидӹш,paquet
425,Bündel::N,кӹлдӹш,feix
426,Bündel::N,кӹлдӹш,paquet
427,Tasche::N,сумкы,bossa
428,Eimer::N,ведӹрӓ,galleda
429,Deckel::N,комдыш,tapa
430,Deckel::N,комдыш,tapadora
431,Geschirr::N,ӓтӹ,vaixella
432,Sack::N,мешӓк,sac
433,Sack::N,мешӓк,saca
434,Tasse::N,цӓшкӓ,tassa
435,Topf::N,ми́ска,pot
436,Topf::N,ми́ска,olla
437,Kessel::N,пад,caldera
438,Essen::N,качкыш,àpat
439,Essen::N,качкыш,menjada
440,Essen::N,качкыш-йӱш,àpat
441,Essen::N,качкыш-йӱш,menjada
442,Nahrung::N,качкыш,aliment
443,Nahrung::N,качкыш-йӱш,aliment
444,Speise::N,няня,plat
445,Fleisch::N,пай,carn
446,Getreide::N,киндӹ,cereals
447,Brei::N,шӹрӓш,puré
448,Brot::N,сыкыр,pa
449,Scheibe::N,ламыт,tall
450,Scheibe::N,ламыт,llesca
451,Scheibe::N,лаштык,tall
452,Scheibe::N,лаштык,llesca
453,Fett::N,кая,greix
454,Butter::N,ӱ,mantega
455,Öl::N,ӱ,oli
456,Salz::N,санзал,sal
457,Suppe::N,лем,sopa
458,Honig::N,мӱ,mel
459,Milch::N,шӹшер,llet
460,Tee::N,чӓй,te
461,Leder::N,шарга,cuir
462,Leder::N,кавашты,cuir
463,Wolle::N,миж,llana
464,Stoff::N,матер,tela
465,Stoff::N,матери,tela
466,Nadel::N,им,agulla
467,Faden::N,шӹртӹ,fil
468,Knopf::N,полдыш,botó
469,Knoten::N,пӱкшем,nus
470,Farbe::N,чиӓ,pintura
471,Farbe::N,крӓскӓ,pintura
472,Kleidung::N,выргем,roba
473,Kleidung::N,выргем,vestits
474,Hemd::N,тыгыр,camisa
475,Kragen::N,шӱ,coll
476,Ärmel::N,шокш,màniga
477,Hose::N,ялаш,pantalōns
478,Gürtel::N,ӹштӹ,cinturó
479,Mütze::N,упш,gorra
480,Schuh::N,ту́фльы,sabata
481,Stiefel::N,кем,bota
482,Ring::N,шӓргӓш,anell
483,Band::N,лемтӓ,veta
484,Band::N,лемтӓ,cinta
485,Kamm::N,шерге,pinta
486,Spiegel::N,тӹгӹр,mirāll
487,Riemen::N,прӓжӓ,corretja
488,Schnur::N,кӓндӹра,corda
489,Leine::N,керем,corretja
490,Decke::N,одеял,manta
491,Decke::N,одеял,flassada
492,Kissen::N,кӹпцӹк,coixí
493,Tuch::N,савыц,mocador
494,Handtuch::N,шӹргӹсавыц,tovallola
495,Handtuch::N,шӹргӹмсавыц,tovallola
496,Kraft::N,ви,força
497,Stärke::N,ви,vigor
498,Gesundheit::N,шу,salut
499,Gesundheit::N,шулык,salut
500,Krankheit::N,мыж,malaltia
501,Schmerz::N,карштыш,dolor
502,Wunde::N,шушыр,ferida
503,Fieber::N,ӱштӹмыж,febre
504,Arznei::N,лекӓрцӹ,medicament
505,Brücke::N,кӹвер,pont
506,Brunnen::N,вӹдсӹнзӓ,pou
507,Weide::N,ныр,pastura
508,Pfad::N,ялгорны,senda
509,Pfad::N,ялгорны,sender
510,Weg::N,корны,camí
511,Straße::N,корны,carretera
512,Dorf::N,сола,poble
513,Stadt::N,города,ciutāt
514,Brief::N,сирмӓш,carta
515,Buch::N,книгӓ,llibre
516,Buchstabe::N,буква́,lletra
517,Zeitung::N,газет,diāri
518,Zeitung::N,кайзет,diāri
519,Leben::N,житя,vida
520,Tod::N,смöрт,mort
521,Grab::N,шӹгер,tomba
522,Grab::N,мыгилӓ,tomba
523,Grab::N,шӹгерлӓ,tomba
524,Kirche::N,церкӹ,església
525,Sünde::N,сулык,pecat
526,Gott::N,йымы,déu
527,Arbeiter::N,пӓшӓзӹ,obrer
528,Chef::N,вуй,cap
529,Meister::N,мастар,mestre
530,Arzt::N,доктор,metge
531,Lehrer::N,тымдышы,mestre
532,Geld::N,окса,dinērs
533,Geschäft::N,торге́йӹмӓш,negoci
534,Laden::N,лапка,tenda
535,Laden::N,лапка,botiga
536,Laden::N,магазин,tenda
537,Laden::N,магазин,botiga
538,Preis::N,ӓк,preu
539,Ware::N,товар,mercaderia
540,Nutzen::N,пайда,profit
541,Reichtum::N,перке,riquesa
542,Welt::N,сӓндӓлӹк,món
543,Welt::N,свет,món
544,Land::N,сӓндӓлӹк,país
545,Staat::N,кугижӓншӹ,estat
546,König::N,король,rei
547,Macht::N,власть,poder
548,Macht::N,власть,potència
549,Grenze::N,пӹсмӓн,frontera
550,Krieg::N,вырсы,guerra
551,Feind::N,тышман,enemic
552,Gewalt::N,ви,violència
553,Kampf::N,кредӓлмӓш,lluita
554,Bogen[Waffe]::N,янгеж,arc
555,Pfeil::N,пикш,fletxa
556,Gewehr::N,пичӓл,fusell
557,Gewehr::N,пичӓл,escopeta
558,Fehler::N,самынь,falta
559,Lüge::N,шая,mentida
560,Schaden::N,вре́дӓ,dany
561,Unglück::N,пёда,desgràcia
562,Unglück::N,тымаша,desgràcia
563,Schuld::N,вуйнамат,culpa
564,Alter::N,иӓш,edat
565,Alter::N,игечӹ,edat
566,Schluss::N,пӹтӓртӹш,fi
567,Schluss::N,пӹтӓртӹш,final
568,Zeit::N,веремӓ,temps
569,Tag::N,кечӹ,dia
570,Morgen::N,ир,matí
571,Morgen::N,ирок,matí
572,Mittag::N,кечӹвӓл,migdia
573,Abend::N,вады,vespre
574,Nacht::N,йыд,nit
575,Woche::N,ӓрня,setmana
576,Monat::N,тӹ́лзӹ,mes
577,Jahr::N,год,any
578,Frühling::N,шошым,primavera
579,Sommer::N,кӓнгӹж,estīu
580,Herbst::N,шӹжӹ,tardor
581,Winter::N,тел,hivērn
582,Winter::N,телӹ,hivērn
583,Januar::N,январ,gener
584,Januar::N,январь,gener
585,Februar::N,февраль,febrer
586,März::N,март,març
587,April::N,апрель,abril
588,Mai::N,май,maig
589,Juni::N,июнь,juny
590,Juli::N,июль,juliol
591,August::N,август,agost
592,September::N,сентябрь,setembre
593,Oktober::N,октябрь,octubre
594,November::N,ноябрь,novembre
595,Dezember::N,декавыр,desembre
596,Montag::N,шачмы,dilluns
597,Dienstag::N,кышкыжмы,dimarts
598,Mittwoch::N,вӹрчегӹ,dimecres
599,Donnerstag::N,изӓрня,dijous
600,Freitag::N,когарня,divendres
601,Samstag::N,кукшыгечӹ,dissabte
602,Sonntag::N,рушӓрня,diumenge
603,groß::A,кого,gros
604,klein::A,изи,petīt
605,lang::A,кужы,llarg
606,kurz::A,кӹтӹк,curt
607,breit::A,кымда,ample
608,schmal::A,ӓнгӹсӹр,estret
609,dicht::A,шӹре,dens
610,dick[Gegenstand]::A,кӹжгӹ,gruixūt
611,dünn::A,вӹцкӹж,prim
612,fein::A,пыльга,fi
613,fest::A,цаткыды,ferm
614,fest::A,цаткыды,sòlid
615,flach::A,тӓлякӓ,pla
616,glatt::A,ягылгы,llis
617,hart::A,пингӹдӹ,dur
618,weich::A,пышкыды,tou
619,rund::A,тӹртӹш,rodó
620,spitz::A,кашар,punxegut
621,scharf::A,кашар,agut
622,stumpf::A,нӹшкӹ,rom
623,stumpf::A,нӹшкӹ,esmussat
624,schwer::A,нелӹ,pesāt
625,schön::A,цевер,bonīc
626,schön::A,олмыдшы,bonīc
627,heiß::A,шокшы,calēnt
628,warm::A,шокшы,càlid
629,kalt::A,ӱштӹ,fred
630,kühl::A,юалгы,fresc
631,kühl::A,йонгата,fresc
632,frisch::A,йонгата,fresc
633,feucht::A,ӹлӹкшӹ,humit
634,feucht::A,вӹдӹжгӹ,humit
635,nass::A,начкы,mullat
636,trocken::A,кукшы,sec
637,voll::A,темшӹ,ple
638,voll::A,темыман,ple
639,leer::A,йӓрӓ,buit
640,offen::A,виш,obert
641,geschlossen::A,чӱчмӹ,tancat
642,geschlossen::A,тӹкӹлӓлтшӹ,tancat
643,sauber::A,ире,net
644,schmutzig::A,шоран,brut
645,schmutzig::A,лявӹрӓн,brut
646,schmutzig::A,шорангшы,brut
647,roh::A,пеле кӱшӹ,cru
648,reif::A,кӱшӹ,madur
649,lecker::A,тотан,deliciós
650,süß::A,мӱӓн,dolç
651,bitter::A,качы,amarg
652,sauer::A,шапы,agre
653,hell::A,соты,clar
654,hell::A,валгыды,clar
655,dunkel::A,пӹц,fosc
656,dunkel::A,пӹцкемӹш,fosc
657,schwarz::A,шим,negre
658,weiß::A,ош,blanc
659,weiß::A,ошы,blanc
660,rot::A,якшаргы,vermēll
661,gelb::A,сар,groc
662,gelb::A,сары,groc
663,blau::A,симсӹ,blau
664,grün::A,ыжар,verd
665,grau::A,луды,gris
666,bunt::A,ала,multicolor
667,billig::A,шулдаш,barat
668,teuer::A,шергӹ,car
669,teuer::A,шергӓкӓн,car
670,wertvoll::A,ӓкӓн,preciós
671,blind::A,слöпöй,cec
672,blind::A,сльöпöй,cec
673,taub::A,тӱтӱк,sord
674,kräftig::A,виӓн,fort
675,kräftig::A,виӓн,vigorós
676,stark::A,виӓн,fort
677,schwach::A,шава,feble
678,schwach::A,лӹпкӓ,feble
679,schwach::A,слабка,feble
680,fett::A,таза,gras
681,schlank::A,яштака,esvelt
682,hübsch::A,сӹлнӹ,maco
683,hübsch::A,олмыдшы,maco
684,böse::A,шӹдӓн,dolent
685,dumm::A,окмак,ximple
686,dumm::A,окмак,estúpid
687,faul::A,ялахай,gandūl
688,faul::A,ялахай,mandrós
689,fleißig::A,пӓшам яратышы,diligēnt
690,geizig::A,шык,avar
691,klug::A,ышан,intel·ligent
692,geschickt::A,мастар,hàbil
693,lieb::A,тыри,amat
694,lieb::A,тыри,estimat
695,lustig::A,мындыр,alegre
696,lustig::A,сусу,alegre
697,sanft::A,йӹвӹжӓ,suau
698,hungrig::A,шужышы,afamat
699,krank::A,церлӹ,malālt
700,krank::A,хворой,malālt
701,nackt::A,цӓрӓ,nu
702,traurig::A,сы́лыкан,trist
703,traurig::A,кымы́лдымы,trist
704,lebendig::A,живой,viu
705,gut::A,яжо,bo
706,schlecht::A,уда,dolēnt
707,schlecht::A,худа,dolēnt
708,richtig::A,вургамла,just
709,richtig::A,вургамла,correcte
710,schlimm::A,йӹрнык,greu
711,wahr::A,настоящий,vertader
712,wahr::A,настоящий,veritable
713,wahr::A,настояшый,vertader
714,wahr::A,настояшый,veritable
715,alt::A,шонгы,vell
716,neu::A,у,nou
717,ehemalig::A,тошты,antic
718,alt[Lebewesen]::A,ӹлалшӹ,vell
719,jung::A,нöргӹ,jove
720,jung::A,молода,jove
721,arm::A,укеӓн,pobre
722,reich::A,паян,ric
723,reich::A,пурлыкан,ric
724,bekannt::A,палӹмӹ,conegut
725,berühmt::A,лӹмлы,famós
726,fremd::A,эдемӹн,estrany
727,verschieden::A,тӹрлӹ,diferent
728,nah::A,лишӹл,pròxim
729,fern::A,мӹндӹр,llunyà
730,fern::A,мӹндӹр,distant
731,linker::A,шалахай,esquerre
732,rechter::A,вургамла,dret
733,anderer::A,вес,altre
734,anderer::A,весӹ,altre
735,erster::A,икшӹ,primer
736,erster::A,икӹмшӹ,primer
737,zweiter::A,кокшы,segon
738,dritter::A,кымшы,tercer
739,letzter::A,остатка,últim
740,allein::ADV,иктӹ,sol
741,allein::ADV,иктӹт,sol
742,auf einmal::ADV,тöрöк,d'una vegada
743,zusammen::ADV,икараш,junt
744,zusammen::ADV,цымырын,junt
745,lange::ADV,кужын,molt de temps
746,plötzlich::ADV,трӱк,de cop
747,plötzlich::ADV,трӱк,de sobte
748,sofort::ADV,полт,de seguida
749,sofort::ADV,тöрöк,de seguida
750,sofort::ADV,тӹшӓкок,de seguida
751,später::ADV,вара,més tard
752,heute::ADV,тагачы,avūi
753,morgen::ADV,иргод,demà
754,morgen::ADV,иргодым,demà
755,bald::ADV,чӹнь,aviāt
756,bald::ADV,вӓшке,aviāt
757,bald::ADV,выртышты,aviāt
758,dann::ADV,пакыла,després
759,gestern::ADV,тенгечӹ,ahir
760,einst::ADV,икӓнӓ,anteriorment
761,damals::ADV,тӹнӓм,llavōrs
762,damals::ADV,тӹнӓм,aleshores
763,danach::ADV,пакыла,després
764,vorher::ADV,перви,abāns
765,zuerst::ADV,андак,primer
766,einmal::ADV,гӓнӓк,una vegada
767,einmal::ADV,гӓнӓ,una vegada
768,manchmal::ADV,кынамжы,de vegades
769,oft::ADV,чӹчкӹдӹн,sovint
770,immer::ADV,со,sempre
771,immer::ADV,соок,sempre
772,niemals::ADV,нинам,no ... mai
773,niemals::ADV,нигынам,no ... mai
774,niemals::ADV,нигынамат,no ... mai
775,hier::ADV,тиштӹ,aquí
776,hierhin::ADV,тишкӹ,per aquí
777,von hier::ADV,тишец,des d'aquí
