,Concept_ID,hy,nl
340,Gegenstand::N,առարկա,voorwerp
341,Sache::N,բան,zaak
342,Rand::N,վերջք,rand
343,Rand::N,վերջք,boord
344,Kante::N,եզր,kant
345,Ecke::N,անկյուն,hoek
346,Spitze::N,ծայր,punt
347,Spitze::N,ծայր,spits
348,Ende::N,ծայր,einde
349,Ende::N,ծայր,uiteinde
350,Loch::N,անցք,gat
351,Winkel::N,անկյուն,hoek
352,Muster::N,օրինակ,dessin
353,Muster::N,օրինակ,patroon
354,Größe::N,մեծություն,grootte
355,Länge::N,երկարություն,lengte
356,Höhe::N,բարձրություն,hoogte
357,Gewicht::N,կշիռ,gewicht
358,Menge::N,քանակ,hoeveelheid
359,Haufen::N,դեզ,hoop
360,Haufen::N,կույտ,hoop
361,Reihe::N,շարք,rij
362,Reihe::N,շարք,reeks
363,Reihe::N,կարգ,rij
364,Reihe::N,կարգ,reeks
365,Boot::N,նավակ,boot
366,Ruder::N,թի,roeiriem
367,Ruder::N,թիակ,roeiriem
368,Schlitten::N,բալխիր,slee
369,Schlitten::N,բալխիր,slede
370,Ski::N,դահուկ,ski
371,Lagerfeuer::N,բացօդեայ կրակ,kampvuur
372,Last::N,բեռ,last
373,Last::N,բեռ,vracht
374,Gang::N,զբոսանք,wandeling
375,Schritt::N,քայլ,stap
376,Schritt::N,քայլ,schrede
377,Norden::N,հյուսիս,noorden
378,Süden::N,հարավ,zuiden
379,Westen::N,արեւմուտք,westen
380,Osten::N,արեւելք,oosten
381,Holz::N,փայտ,hout
382,Brett::N,տախտակ,plank
383,Platte::N,թիթեղ,plaat
384,Stütze::N,նեցուկ,stut
385,Stütze::N,նեցուկ,steun
386,Stange::N,ձող,stang
387,Stock::N,փայտ,stok
388,Stab::N,ցուպ,staf
389,Stab::N,գավազան,staf
390,Rohr::N,խողովակ,pijp
391,Haus::N,տուն,huis
392,Heim::N,տուն,tehuis
393,Ofen::N,վառարան,kachel
394,Fußboden::N,հատակ,vloer
395,Tisch::N,սեղան,tafel
396,Stuhl::N,աթոռ,stoel
397,Wiege::N,օրորոց,wieg
398,Bett::N,անկողին,bed
399,Regal::N,դարակ,rek
400,Kiste::N,տուփ,kist
401,Fenster::N,պատուհան,raam
402,Fenster::N,պատուհան,venster
403,Tür::N,դուռ,deur
404,Tor::N,դարպաս,poort
405,Zaun::N,ցանկապատ,omheining
406,Dach::N,տանիք,dak
407,Dach::N,կտուր,dak
408,Leiter::N,սանդուղք,ladder
409,Besen::N,ավել,bezem
410,Spaten::N,բահ,schop
411,Schaufel::N,թի,schep
412,Gabel::N,պատառաքաղ,vork
413,Löffel::N,գդալ,lepel
414,Messer::N,դանակ,mes
415,Nagel::N,մեխ,spijker
416,Netz::N,ցանց,net
417,Haken::N,կարթ,haak
418,Griff::N,կոթ,handvat
419,Griff::N,բռնակ,handvat
420,Schloss::N,կողպեք,slot
421,Bild::N,նկար,beeld
422,Bild::N,պատկեր,beeld
423,Figur::N,քանդակ,figuur
424,Figur::N,պատկեր,figuur
425,Puppe::N,տիկնիկ,pop
426,Beutel::N,տոպրակ,zak
427,Beutel::N,տոպրակ,buidel
428,Bündel::N,կապոց,pak
429,Bündel::N,կապոց,bundel
430,Tasche::N,պայուսակ,tas
431,Eimer::N,դույլ,emmer
432,Deckel::N,կափարիչ,deksel
433,Geschirr::N,ամանեղեն,vaatwerk
434,Sack::N,պարկ,zak
435,Sack::N,տոպրակ,zak
436,Tasse::N,թաս,kop
437,Tasse::N,գավաթ,kop
438,Topf::N,անոթ,pan
439,Kessel::N,կաթսա,ketel
440,Essen::N,կերակուր,eten
441,Nahrung::N,ուտելիք,voedsel
442,Speise::N,խորտիկ,spijs
443,Speise::N,կերակուր,spijs
444,Fleisch::N,միս,vlees
445,Getreide::N,հացահատիկ,graan
446,Brei::N,լանդակ,pap
447,Brei::N,լանդակ,brij
448,Brot::N,հաց,brood
449,Scheibe::N,կտոր,plak
450,Scheibe::N,կտոր,snede
451,Scheibe::N,պատառ,plak
452,Scheibe::N,պատառ,snede
453,Fett::N,ճարպ,vet
454,Butter::N,կարագ,boter
455,Öl::N,ձեթ,olie
456,Salz::N,աղ,zout
457,Suppe::N,սուպ,soep
458,Suppe::N,ապուր,soep
459,Honig::N,մեղր,honing
460,Milch::N,կաթ,melk
461,Tee::N,թեյ,thee
462,Leder::N,կաշի,leer
463,Leder::N,կաշի,leder
464,Wolle::N,բուրդ,wol
465,Stoff::N,գործվածք,stof
466,Nadel::N,ասեղ,naald
467,Faden::N,թել,draad
468,Knopf::N,կոճակ,knoop
469,Knoten::N,հանգույց,knoop
470,Farbe::N,ներկ,verf
471,Kleidung::N,հագուստ,kledij
472,Kleidung::N,հագուստ,kleding
473,Hemd::N,վերնաշապիկ,hemd
474,Kragen::N,օձիք,kraag
475,Ärmel::N,թեւք,mouw
476,Hose::N,շալվար,broek
477,Hose::N,շալվար,pantalon
478,Gürtel::N,գոտի,riem
479,Gürtel::N,գոտի,gordel
480,Mütze::N,կեպի,muts
481,Schuh::N,կոշիկ,schoen
482,Stiefel::N,երկարաճիթ կոշիկ,laars
483,Ring::N,զնգալ,ring
484,Band::N,ժապավեն,lint
485,Kamm::N,սանր,kam
486,Spiegel::N,հայելի,spiegel
487,Riemen::N,փոկ,riem
488,Schnur::N,լար,koord
489,Leine::N,փոկ,lijn
490,Decke::N,վերմակ,deken
491,Kissen::N,բարձ,kussen
492,Tuch::N,թաշկինակ,doek
493,Handtuch::N,սրբիչ,handdoek
494,Kraft::N,ուժ,kracht
495,Stärke::N,պնդություն,sterkte
496,Stärke::N,ամրություն,sterkte
497,Gesundheit::N,առողջություն,gezondheid
498,Krankheit::N,ախտ,ziekte
499,Krankheit::N,հիվանդություն,ziekte
500,Schmerz::N,ցավ,pijn
501,Schmerz::N,տանջանք,pijn
502,Wunde::N,վերք,wond
503,Fieber::N,տենդ,koorts
504,Arznei::N,դեղ,medicament
505,Arznei::N,դեղ,geneesmiddel
506,Brücke::N,կամուրջ,brug
507,Brunnen::N,հոր,put
508,Brunnen::N,հոր,bron
509,Brunnen::N,ջրհոր,put
510,Brunnen::N,ջրհոր,bron
511,Weide::N,արոտավայր,wei
512,Weide::N,արոտավայր,weide
513,Pfad::N,արահետ,pad
514,Weg::N,ուղի,weg
515,Straße::N,ճանապարհ,baan
516,Straße::N,ճանապարհ,straat
517,Dorf::N,գյուղ,dorp
518,Stadt::N,քաղաք,stad
519,Brief::N,նամակ,brief
520,Buch::N,գիրք,boek
521,Buchstabe::N,տառ,letter
522,Buchstabe::N,գիր,letter
523,Zeitung::N,լրագիր,krant
524,Zeitung::N,լրագիր,dagblad
525,Leben::N,կյանք,leven
526,Tod::N,մահ,dood
527,Grab::N,գերեզման,graf
528,Kirche::N,եկեղեցի,kerk
529,Sünde::N,մեղք,zonde
530,Gott::N,աստված,god
531,Arbeiter::N,բանվոր,arbeider
532,Arbeiter::N,աշխատող,arbeider
533,Chef::N,տեր,chef
534,Meister::N,վարպետ,meester
535,Arzt::N,բժիշկ,arts
536,Arzt::N,բժիշկ,dokter
537,Lehrer::N,ուսուցիչ,leraar
538,Lehrer::N,ուսուցիչ,onderwijzer
539,Geld::N,փող,geld
540,Geschäft::N,գործ,zaak
541,Geschäft::N,աշխատանք,zaak
542,Laden::N,կրպակ,winkel
543,Laden::N,խանութ,winkel
544,Preis::N,գին,prijs
545,Ware::N,ապրանք,waar
546,Nutzen::N,օգուտ,nut
547,Nutzen::N,օգուտ,voordeel
548,Reichtum::N,հարստություն,rijkdom
549,Welt::N,աշխարհ,wereld
550,Land::N,երկիր,land
551,Staat::N,պետություն,staat
552,König::N,արքա,koning
553,König::N,թագավոր,koning
554,Macht::N,իշխանություն,macht
555,Grenze::N,սահման,grens
556,Krieg::N,պատերազմ,oorlog
557,Feind::N,թշնամի,vijand
558,Gewalt::N,բռնություն,geweld
559,Gewalt::N,սաստկություն,geweld
560,Kampf::N,մարտ,strijd
561,Kampf::N,մարտ,gevecht
562,Bogen[Waffe]::N,աղեղ,boog
563,Pfeil::N,նետ,pijl
564,Gewehr::N,հրացան,geweer
565,Fehler::N,սխալ,fout
566,Lüge::N,սուտ,leugen
567,Schaden::N,վնաս,schade
568,Unglück::N,դժբախտություն,tegenspoed
569,Schuld::N,պակասություն,schuld
570,Alter::N,հասակ,leeftijd
571,Schluss::N,վերջ,slot
572,Schluss::N,վախճան,slot
573,Zeit::N,ժամանակ,tijd
574,Tag::N,օր,dag
575,Morgen::N,առավոտ,morgen
576,Morgen::N,առավոտ,ochtend
577,Mittag::N,կեսօր,middag
578,Abend::N,երեկո,avond
579,Nacht::N,գիշեր,nacht
580,Woche::N,շաբաթ,week
581,Monat::N,ամիս,maand
582,Jahr::N,տարի,jaar
583,Frühling::N,գարուն,lente
584,Frühling::N,գարուն,voorjaar
585,Sommer::N,ամառ,zomer
586,Herbst::N,աշուն,herfst
587,Winter::N,ձմեռ,winter
588,Januar::N,հունվար,januari
589,Februar::N,փետրվար,februari
590,März::N,մարտ,maart
591,April::N,ապրիլ,april
592,Mai::N,մայիս,mei
593,Juni::N,հունիս,juni
594,Juli::N,հուլիս,juli
595,August::N,օգոստոս,augustus
596,September::N,սեպտեմբեր,september
597,Oktober::N,հոկտեմբեր,oktober
598,November::N,նոյեմբեր,november
599,Dezember::N,դեկտեմբեր,december
600,Montag::N,երկուշաբթի,maandag
601,Dienstag::N,երեքշաբթի,dinsdag
602,Mittwoch::N,չորեքշաբթի,woensdag
603,Donnerstag::N,հինգշաբթի,donderdag
604,Freitag::N,ուրբաթ,vrijdag
605,Samstag::N,շաբաթ,zaterdag
606,Sonntag::N,կիրակի,zondag
607,groß::A,մեծ,groot
608,groß::A,խոշոր,groot
609,klein::A,պստիկ,klein
610,klein::A,փոքրիկ,klein
611,lang::A,երկար,lang
612,kurz::A,կարճ,kort
613,breit::A,լայն,breed
614,schmal::A,նեղ,smal
615,dicht::A,խիտ,dicht
616,dick[Gegenstand]::A,հաստ,dik
617,dünn::A,բարակ,dun
618,fein::A,նուրբ,fijn
619,fest::A,ամուր,vast
620,fest::A,պինդ,vast
621,flach::A,տափակ,plat
622,glatt::A,հարթ,glad
623,hart::A,կարծր,hard
624,weich::A,մեղմ,week
625,weich::A,փափուկ,week
626,rund::A,կլոր,rond
627,spitz::A,սրածայր,spits
628,spitz::A,սրածայր,puntig
629,scharf::A,սուր,scherp
630,stumpf::A,գուլ,stomp
631,schwer::A,ծանր,zwaar
632,schön::A,սիրուն,mooi
633,schön::A,սիրուն,fraai
634,schön::A,գեղեցիկ,mooi
635,schön::A,գեղեցիկ,fraai
636,heiß::A,թեժ,heet
637,warm::A,տաք,warm
638,warm::A,ջերմ,warm
639,kalt::A,ցուրտ,koud
640,kühl::A,զով,koel
641,frisch::A,թարմ,fris
642,feucht::A,ղոնավ,vochtig
643,nass::A,թաց,nat
644,trocken::A,ցամաք,droog
645,voll::A,լի,vol
646,voll::A,լիքը,vol
647,leer::A,դատարկ,leeg
648,offen::A,բաց,open
649,geschlossen::A,գոց,gesloten
650,sauber::A,մաքուր,net
651,sauber::A,մաքուր,schoon
652,schmutzig::A,կեղտոտ,vuil
653,roh::A,հում,rauw
654,reif::A,հասած,rijp
655,reif::A,հասուն,rijp
656,lecker::A,համեղ,lekker
657,süß::A,անուշ,zoet
658,bitter::A,կծու,bitter
659,sauer::A,թթու,zuur
660,sauer::A,թթված,zuur
661,hell::A,պայծառ,licht
662,hell::A,պայծառ,helder
663,hell::A,խելամիտ,licht
664,hell::A,խելամիտ,helder
665,dunkel::A,մութ,donker
666,schwarz::A,սեւ,zwart
667,weiß::A,սպիտակ,wit
668,rot::A,կարմիր,rood
669,gelb::A,դեղին,geel
670,blau::A,կապույտ,blauw
671,grün::A,կանաչ,groen
672,grau::A,գորշ,grijs
673,bunt::A,գոյնզգոյն,bont
674,billig::A,էժան,goedkoop
675,teuer::A,թանկ,duur
676,wertvoll::A,թանկարժեք,kostbaar
677,wertvoll::A,թանկարժեք,waardevol
678,blind::A,կույր,blind
679,taub::A,խուլ,doof
680,kräftig::A,հզոր,krachtig
681,stark::A,ուժեղ,sterk
682,schwach::A,տկար,zwak
683,schwach::A,թույլ,zwak
684,fett::A,գեր,vet
685,schlank::A,նիհար,slank
686,hübsch::A,գրավիչ,leuk
687,hübsch::A,սիրունիկ,leuk
688,böse::A,չար,kwaad
689,dumm::A,հիմար,dom
690,faul::A,ծույլ,lui
691,fleißig::A,ջանասեր,vlijtig
692,fleißig::A,փութաջան,vlijtig
693,geizig::A,ագահ,gierig
694,geizig::A,կծծի,gierig
695,klug::A,խելոք,slim
696,klug::A,խելոք,schrander
697,klug::A,խելոք,verstandig
698,klug::A,ընդունակ,slim
699,klug::A,ընդունակ,schrander
700,klug::A,ընդունակ,verstandig
701,geschickt::A,ճարտար,handig
702,geschickt::A,ճարտար,vaardig
703,lieb::A,սիրելի,lief
704,lustig::A,զվարթ,vrolijk
705,sanft::A,հեզ,zacht
706,hungrig::A,քաղցած,hongerig
707,krank::A,հիվանդ,ziek
708,nackt::A,մերկ,naakt
709,traurig::A,տխուր,treurig
710,traurig::A,տխուր,bedroefd
711,lebendig::A,կենդանի,levend
712,gut::A,լավ,goed
713,schlecht::A,վատ,slecht
714,richtig::A,ձիշտ,juist
715,schlimm::A,լղրճուկ,erg
716,schlimm::A,լղրճուկ,kwaad
717,wahr::A,ճիշտ,waar
718,wahr::A,իրական,waar
719,alt::A,հին,oud
720,neu::A,նոր,nieuw
721,ehemalig::A,նախկին,voormalig
722,alt[Lebewesen]::A,ծեր,oud
723,alt[Lebewesen]::A,պառավ,oud
724,jung::A,մատաղ,jong
725,arm::A,աղքատ,arm
726,reich::A,հարուստ,rijk
727,bekannt::A,ծանոթ,bekend
728,berühmt::A,հայտնի,beroemd
729,berühmt::A,հռչակավոր,beroemd
730,fremd::A,օտար,vreemd
731,verschieden::A,տարբեր,verscheiden
732,verschieden::A,տարբեր,verschillend
733,nah::A,մոտ,nabij
734,nah::A,մոտ,nabijgelegen
735,nah::A,մերձ,nabij
736,nah::A,մերձ,nabijgelegen
737,fern::A,հեռավոր,ver
738,linker::A,ձախ,linker
739,rechter::A,աջ,rechter
740,anderer::A,այլ,andere
741,anderer::A,ուրիշ,andere
742,erster::A,առաջին,eerste
743,zweiter::A,երկրորդ,tweede
744,dritter::A,երրորդ,derde
745,letzter::A,վերջին,laatste
746,allein::ADV,միայնակ,alleen
747,auf einmal::ADV,միասնաբար,ineens
748,auf einmal::ADV,միասնաբար,tegelijk
749,zusammen::ADV,միասին,samen
750,zusammen::ADV,միասին,bijeen
751,zusammen::ADV,իրար հետ,samen
752,zusammen::ADV,իրար հետ,bijeen
753,lange::ADV,երկար ժամանակ,lang
754,plötzlich::ADV,հանկարծ,eensklaps
755,plötzlich::ADV,հանկարծ,plotsklaps
756,sofort::ADV,իսկույն,terstond
757,sofort::ADV,իսկույն,aanstonds
758,sofort::ADV,իսկույն,onmiddelijk
759,später::ADV,ավելի ուշ,later
760,später::ADV,հետո,later
761,jetzt::ADV,այժմ,nu
762,jetzt::ADV,այժմ,nou
763,jetzt::ADV,այժմ,thans
764,heute::ADV,այսօր,heden
765,heute::ADV,այսօր,vandaag
766,morgen::ADV,վաղը,morgen
767,bald::ADV,շուտով,gauw
768,bald::ADV,շուտով,weldra
769,dann::ADV,ապա,dan
770,dann::ADV,ապա,toen
771,dann::ADV,հետո,dan
772,dann::ADV,հետո,toen
773,gestern::ADV,երեկ,gisteren
