,Concept_ID,eu,nl
112,Moor::N,zohikaztegi,veen
113,Wiese::N,larre,wei
114,Wiese::N,larre,weide
115,Wiese::N,belardi,wei
116,Wiese::N,belardi,weide
117,Wald::N,baso,bos
118,Wald::N,oihan,bos
119,Hügel::N,muino,heuvel
120,Hügel::N,pentoka,heuvel
121,Anhöhe::N,garai,hoogte
122,Anhöhe::N,goragune,hoogte
123,Berg::N,mendi,berg
124,Gipfel::N,gain,top
125,Gipfel::N,tontor,top
126,Höhle::N,kobazulo,hol
127,Abhang::N,aldapa,helling
128,Quelle::N,iturri,bron
129,Quelle::N,iturbegi,bron
130,Bach::N,lats,beek
131,Bach::N,erreka,beek
132,Fluss::N,ibai,stroom
133,Fluss::N,uhaitz,stroom
134,Ufer::N,bazter,wal
135,Ufer::N,bazter,oever
136,Küste::N,itsasalde,kust
137,Festland::N,lehor,vasteland
138,Meer::N,itsaso,zee
139,Bucht::N,golko,baai
140,Bucht::N,golko,inham
141,Insel::N,irla,eiland
142,Insel::N,uharte,eiland
143,Blume::N,lili,bloem
144,Gras::N,belar,gras
145,Wurzel::N,zuztar,wortel
146,Wurzel::N,sustrai,wortel
147,Baum::N,zuhaitz,boom
148,Stamm::N,enbor,stam
149,Rinde::N,azal,schors
150,Ast::N,adar,tak
151,Zweig::N,abar,twijg
152,Blatt::N,hosto,blad
153,Birke::N,urki,berk
154,Kiefer[Baum]::N,ler,den
155,Weide[Baum]::N,zume,wilg
156,Weide[Baum]::N,sahats,wilg
157,Tanne::N,izei,spar
158,Horn::N,adar,hoorn
159,Feder::N,luma,veer
160,Feder::N,luma,pluim
161,Feder::N,hegaki,veer
162,Feder::N,hegaki,pluim
163,Fell::N,ile,vel
164,Fell::N,larru,vel
165,Flügel::N,hego,vleugel
166,Klaue::N,atzapar,klauw
167,Kralle::N,erpe,klauw
168,Kralle::N,atzapar,klauw
169,Schwanz::N,isats,staart
170,Schwanz::N,buztan,staart
171,Ei::N,arrautza,ei
172,Nest::N,habia,nest
173,Bau::N,ohantze,hol
174,Tier::N,abere,dier
175,Tier::N,piztia,dier
176,Herde::N,saldo,kudde
177,Herde::N,abere talde,kudde
178,Kuh::N,behi,koe
179,Bulle::N,zezen,stier
180,Pferd::N,zaldi,paard
181,Schaf::N,ardi,schaap
182,Schwein::N,urde,varken
183,Schwein::N,txerri,varken
184,Hund::N,txakur,hond
185,Katze::N,katu,kat
186,Bär::N,hartz,beer
187,Eichhörnchen::N,urtxintxa,eekhoorntje
188,Elch::N,altze,eland
189,Fuchs::N,azeri,vos
190,Hase::N,erbi,haas
191,Maus::N,sagu,muis
192,Wolf::N,otso,wolf
193,Vogel::N,txori,vogel
194,Vogel::N,hegazti,vogel
195,Schwarm::N,aldra,zwerm
196,Huhn::N,oilo,kip
197,Huhn::N,oilo,hoen
198,Hahn::N,oilar,haan
199,Gans::N,antzara,gans
200,Adler::N,arrano,arend
201,Ente::N,ahate,eend
202,Eule::N,hontza,uil
203,Kranich::N,kurrilo,kraanvogel
204,Krähe::N,bele,kraai
205,Kuckuck::N,kuku,koekoek
206,Schwan::N,beltxarga,zwaan
207,Fisch::N,arrain,vis
208,Barsch::N,perka,baars
209,Hecht::N,lutxo,snoek
210,Schlange[Tier]::N,suge,slang
211,Wurm::N,har,worm
212,Spinne::N,armiarma,spin
213,Ameise::N,inurri,mier
214,Laus::N,zorri,luis
215,Mücke::N,eltxo,mug
216,Fliege::N,euli,vlieg
217,Schmetterling::N,pinpirin,vlinder
218,Schmetterling::N,tximeleta,vlinder
219,Beere::N,baia,bes
220,Apfel::N,sagar,appel
221,Pilz::N,onddo,paddestoel
222,Pilz::N,perretxiko,paddestoel
223,Zwiebel::N,tipula,ui
224,Saat::N,haziak,zaad
225,Korn::N,ale,graan
226,Korn::N,ale,korrel
227,Korn::N,pikor,graan
228,Korn::N,pikor,korrel
229,Heu::N,belar ondu,hooi
230,Schale::N,azal,schil
231,Grube::N,hobi,kuil
232,Falle::N,harrapagailu,val
233,Schlinge::N,bilur,strop
234,Schlinge::N,xedera,strop
235,Spur::N,lorratz,spoor
236,Asche::N,errauts,as
237,Dreck::N,satsukeria,drek
238,Eisen::N,burdina,ijzer
239,Gold::N,urre,goud
240,Gold::N,urregorri,goud
241,Silber::N,zilar,zilver
242,Silber::N,urrezuri,zilver
243,Kohle::N,ikatz,kool
244,Glas::N,beira,glas
245,Lehm::N,buztin,klei
246,Sand::N,harea,zand
247,Sand::N,hondar,zand
248,Mensch::N,gizaki,mens
249,Mann::N,gizon,man
250,Frau::N,andere,vrouw
251,Frau::N,emakume,vrouw
252,Kind::N,haur,kind
253,Junge::N,mutil,jongen
254,Mädchen::N,neska,meisje
255,Familie::N,sendi,gezin
256,Familie::N,sendi,familie
257,Familie::N,familia,gezin
258,Familie::N,familia,familie
259,Großvater::N,aitona,grootvader
260,Großvater::N,aitatxi,grootvader
261,Großmutter::N,amona,grootmoeder
262,Großmutter::N,amatxi,grootmoeder
263,Eltern::N,gurasoak,ouders
264,Vater::N,aita,vader
265,Mutter::N,ama,moeder
266,Sohn::N,seme,zoon
267,Tochter::N,alaba,dochter
268,Bruder::N,neba,broer
269,Bruder::N,neba,broeder
270,Bruder::N,anaia,broer
271,Bruder::N,anaia,broeder
272,Schwester::N,ahizpa,zus
273,Schwester::N,ahizpa,zuster
274,Onkel::N,osaba,oom
275,Tante::N,izeba,tante
276,Ehemann::N,senar,echtgenoot
277,Ehefrau::N,emazte,echtgenote
278,Freude::N,poz,vreugde
279,Freude::N,pozkari,vreugde
280,Gelächter::N,barre,gelach
281,Gelächter::N,karkara,gelach
282,Glück::N,zori,geluk
283,Kummer::N,xangrin,verdriet
284,Kummer::N,atsekabe,verdriet
285,Wunsch::N,nahi,wens
286,Wunsch::N,nahi,verlangen
287,Wunsch::N,nahikunde,wens
288,Wunsch::N,nahikunde,verlangen
289,Lust::N,gogo,zin
290,Lust::N,gogo,lust
291,Geist::N,gogo,geest
292,Gedanke::N,gogoeta,gedachte
293,Gedächtnis::N,oroimen,geheugen
294,Gedächtnis::N,gogoramen,geheugen
295,Verstand::N,adimen,verstand
296,Verstand::N,ulermen,verstand
297,Sinn::N,zentzu,betekenis
298,Grund::N,zergati,reden
299,Wahrheit::N,egia,waarheid
300,Gespräch::N,hizketa,gesprek
301,Gespräch::N,elkarrizketa,gesprek
302,Märchen::N,ipuin,sprookje
303,Erzählung::N,edesti,verhaal
304,Erzählung::N,kontakizun,verhaal
305,Nachricht::N,albiste,tijding
306,Neuigkeit::N,berri,nieuws
307,Neuigkeit::N,berri,nieuwtje
308,Name::N,izen,naam
309,Rätsel::N,asmakizun,raadsel
310,Rede::N,hitzaldi,rede
311,Rede::N,mintzaldi,rede
312,Sprache::N,hizkuntza,taal
313,Stimme::N,ahots,stem
314,Wort::N,hitz,woord
315,Zeichen::N,agerbide,teken
316,Zeichen::N,agergarri,teken
317,Ruf::N,dei,roep
318,Lärm::N,zarata,lawaai
319,Lärm::N,harrabots,lawaai
320,Laut::N,hots,klank
321,Laut::N,hots,geluid
322,Ton::N,tonu,toon
323,Ton::N,tonu,klank
324,Ton::N,soinu,toon
325,Ton::N,soinu,klank
326,Lied::N,abesti,lied
327,Ruhe::N,nasaitasun,rust
328,Ruhe::N,nasaitasun,stilte
329,Leute::N,jende,lui
330,Leute::N,jende,mensen
331,Volk::N,herri,volk
332,Volk::N,populu,volk
333,Arbeit::N,lan,werk
334,Arbeit::N,lan,arbeid
335,Gast::N,arrotz,gast
336,Gast::N,apopilo,gast
337,Geschenk::N,opari,cadeau
338,Geschenk::N,opari,geschenk
339,Spiel::N,jolas,spel
340,Gesellschaft::N,gizarte,gezelschap
341,Hilfe::N,helpide,hulp
342,Hilfe::N,laguntza,hulp
343,Freund::N,lagun,vriend
344,Kamerad::N,adiskide,maat
345,Kamerad::N,adiskide,metgezel
346,Kamerad::N,lagunkide,maat
347,Kamerad::N,lagunkide,metgezel
348,Angelegenheit::N,afera,zaak
349,Angelegenheit::N,afera,aangelegenheid
350,Anzahl::N,kopuru,tal
351,Anzahl::N,kopuru,aantal
352,Art::N,mota,slag
353,Art::N,mota,soort
354,Stück::N,puska,stuk
355,Teil::N,atal,deel
356,Hälfte::N,erdi,helft
357,Kreis::N,biribilki,kring
358,Kreis::N,biribilki,cirkel
359,Kreuz::N,gurutze,kruis
360,Linie::N,linea,lijn
361,Strich::N,marra,haal
362,Strich::N,marra,streep
363,Abstand::N,tarte,afstand
364,Entfernung::N,urrunera,afstand
365,Gegend::N,alderdi,streek
366,Gegend::N,eskualde,streek
367,Platz::N,leku,ruimte
368,Ort::N,toki,oord
369,Ort::N,toki,plaats
370,Seite::N,albo,zij
371,Seite::N,albo,kant
372,Seite::N,albo,zijde
373,Mitte::N,erdi,midden
374,Gegenstand::N,gauzaki,voorwerp
375,Sache::N,gauza,zaak
376,Rand::N,ertz,rand
377,Rand::N,ertz,boord
378,Kante::N,ertz,kant
379,Ecke::N,kantoi,hoek
380,Spitze::N,punta,punt
381,Spitze::N,punta,spits
382,Ende::N,buru,einde
383,Ende::N,buru,uiteinde
384,Ende::N,mutur,einde
385,Ende::N,mutur,uiteinde
386,Loch::N,zulo,gat
387,Winkel::N,zoko,hoek
388,Winkel::N,bazter,hoek
389,Muster::N,eredu,dessin
390,Muster::N,eredu,patroon
391,Muster::N,marrazki,dessin
392,Muster::N,marrazki,patroon
393,Größe::N,kaizu,grootte
394,Größe::N,tamaina,grootte
395,Länge::N,luzera,lengte
396,Höhe::N,goiera,hoogte
397,Höhe::N,garaiera,hoogte
398,Gewicht::N,hazta,gewicht
399,Menge::N,kopuru,hoeveelheid
400,Haufen::N,pila,hoop
401,Haufen::N,mendoi,hoop
402,Reihe::N,ilara,rij
403,Reihe::N,ilara,reeks
404,Reihe::N,errenkada,rij
405,Reihe::N,errenkada,reeks
406,Boot::N,potin,boot
407,Boot::N,txalupa,boot
408,Ruder::N,arraun,roeiriem
409,Schlitten::N,lera,slee
410,Schlitten::N,lera,slede
411,Schlitten::N,narra,slee
412,Schlitten::N,narra,slede
413,Ski::N,eski,ski
414,Lagerfeuer::N,su,kampvuur
415,Last::N,zama,last
416,Last::N,zama,vracht
417,Last::N,karga,last
418,Last::N,karga,vracht
419,Gang::N,ibilera,wandeling
420,Schritt::N,pauso,stap
421,Schritt::N,pauso,schrede
422,Schritt::N,urrats,stap
423,Schritt::N,urrats,schrede
424,Norden::N,ipar,noorden
425,Norden::N,iparralde,noorden
426,Süden::N,hego,zuiden
427,Süden::N,hegoalde,zuiden
428,Westen::N,sartalde,westen
429,Westen::N,mendebalde,westen
430,Osten::N,ekialde,oosten
431,Osten::N,sortalde,oosten
432,Holz::N,zur,hout
433,Brett::N,ohol,plank
434,Platte::N,lauza,plaat
435,Stütze::N,irozgarri,stut
436,Stütze::N,irozgarri,steun
437,Stütze::N,bermagailu,stut
438,Stütze::N,bermagailu,steun
439,Stange::N,haga,stang
440,Stock::N,makila,stok
441,Stab::N,makila,staf
442,Rohr::N,hodi,pijp
443,Haus::N,etxe,huis
444,Heim::N,etxe,tehuis
445,Heim::N,etxaleku,tehuis
446,Ofen::N,berogailu,kachel
447,Fußboden::N,zoru,vloer
448,Tisch::N,mahai,tafel
449,Stuhl::N,aulki,stoel
450,Wiege::N,kuma,wieg
451,Wiege::N,sehaska,wieg
452,Bett::N,ohe,bed
453,Bett::N,ohatze,bed
454,Regal::N,apalategi,rek
455,Kiste::N,kutxa,kist
456,Fenster::N,leiho,raam
457,Fenster::N,leiho,venster
458,Tür::N,ate,deur
459,Tor::N,atari,poort
460,Zaun::N,hesi,omheining
461,Dach::N,teilatu,dak
462,Leiter::N,zurubi,ladder
463,Besen::N,erratz,bezem
464,Spaten::N,burdinpala,schop
465,Schaufel::N,pala,schep
466,Gabel::N,sardexka,vork
467,Löffel::N,koilara,lepel
468,Messer::N,aizto,mes
469,Nagel::N,iltze,spijker
470,Netz::N,sare,net
471,Haken::N,mako,haak
472,Griff::N,eskutoki,handvat
473,Schloss::N,sarraila,slot
474,Bild::N,irudi,beeld
475,Figur::N,figura,figuur
476,Puppe::N,panpina,pop
477,Puppe::N,andrakila,pop
478,Beutel::N,zorro,zak
479,Beutel::N,zorro,buidel
480,Bündel::N,azao,pak
481,Bündel::N,azao,bundel
482,Bündel::N,espal,pak
483,Bündel::N,espal,bundel
484,Tasche::N,poltsa,tas
485,Eimer::N,treska,emmer
486,Deckel::N,tapa,deksel
487,Deckel::N,estalki,deksel
488,Geschirr::N,baxera,vaatwerk
489,Geschirr::N,ontziteria,vaatwerk
490,Sack::N,zaku,zak
491,Tasse::N,kikara,kop
492,Topf::N,ontzi,pan
493,Topf::N,lapiko,pan
494,Kessel::N,pazia,ketel
495,Essen::N,janaldi,eten
496,Nahrung::N,jan,voedsel
497,Speise::N,jaki,spijs
498,Fleisch::N,okela,vlees
499,Fleisch::N,haragi,vlees
500,Getreide::N,labore,graan
501,Brei::N,ahi,pap
502,Brei::N,ahi,brij
503,Brei::N,pure,pap
504,Brei::N,pure,brij
505,Brot::N,ogi,brood
506,Scheibe::N,xerra,plak
507,Scheibe::N,xerra,snede
508,Scheibe::N,pirripita,plak
509,Scheibe::N,pirripita,snede
510,Fett::N,urin,vet
511,Fett::N,koipe,vet
512,Butter::N,gurin,boter
513,Öl::N,olio,olie
514,Salz::N,gatz,zout
515,Suppe::N,zopa,soep
516,Suppe::N,salda,soep
517,Honig::N,ezti,honing
518,Milch::N,esne,melk
519,Tee::N,te,thee
520,Leder::N,larru,leer
521,Leder::N,larru,leder
522,Wolle::N,artile,wol
523,Stoff::N,ehun,stof
524,Nadel::N,orratz,naald
525,Nadel::N,jostorratz,naald
526,Faden::N,hari,draad
527,Knopf::N,botoi,knoop
528,Knoten::N,korapilo,knoop
529,Farbe::N,pintura,verf
530,Kleidung::N,arropa,kledij
531,Kleidung::N,arropa,kleding
532,Kleidung::N,jantziak,kledij
533,Kleidung::N,jantziak,kleding
534,Hemd::N,atorra,hemd
535,Hemd::N,alkandora,hemd
536,Kragen::N,idun,kraag
537,Ärmel::N,mahuka,mouw
538,Hose::N,prakak,broek
539,Hose::N,prakak,pantalon
540,Hose::N,galtzak,broek
541,Hose::N,galtzak,pantalon
542,Gürtel::N,gerriko,riem
543,Gürtel::N,gerriko,gordel
544,Mütze::N,txano,muts
545,Mütze::N,txapel,muts
546,Schuh::N,oski,schoen
547,Schuh::N,oinetako,schoen
548,Stiefel::N,bota,laars
549,Ring::N,uztai,ring
550,Band::N,zinta,lint
551,Band::N,xingola,lint
552,Kamm::N,orrazi,kam
553,Spiegel::N,mirail,spiegel
554,Riemen::N,uhal,riem
555,Schnur::N,lokailu,koord
556,Leine::N,lotura,lijn
557,Decke::N,burusi,deken
558,Kissen::N,kuxin,kussen
559,Tuch::N,zapi,doek
560,Tuch::N,oihal,doek
561,Handtuch::N,eskuzapi,handdoek
562,Handtuch::N,eskuoihal,handdoek
563,Kraft::N,indar,kracht
564,Stärke::N,indar,sterkte
565,Gesundheit::N,osasun,gezondheid
566,Krankheit::N,eritasun,ziekte
567,Krankheit::N,gaixotasun,ziekte
568,Schmerz::N,min,pijn
569,Wunde::N,zauri,wond
570,Fieber::N,sukar,koorts
571,Arznei::N,osagai,medicament
572,Arznei::N,osagai,geneesmiddel
573,Arznei::N,sendagai,medicament
574,Arznei::N,sendagai,geneesmiddel
575,Brücke::N,zubi,brug
576,Brunnen::N,putzu,put
577,Brunnen::N,putzu,bron
578,Weide::N,alha,wei
579,Weide::N,alha,weide
580,Weide::N,bazkaleku,wei
581,Weide::N,bazkaleku,weide
582,Pfad::N,zidor,pad
583,Pfad::N,bidexka,pad
584,Weg::N,bide,weg
585,Straße::N,errepide,baan
586,Straße::N,errepide,straat
587,Dorf::N,herri,dorp
588,Stadt::N,hiri,stad
589,Brief::N,gutun,brief
590,Brief::N,eskutitz,brief
591,Buch::N,liburu,boek
592,Buchstabe::N,hizki,letter
593,Zeitung::N,egunkari,krant
594,Zeitung::N,egunkari,dagblad
595,Leben::N,bizi,leven
596,Leben::N,bizitza,leven
597,Tod::N,herio,dood
598,Tod::N,heriotza,dood
599,Grab::N,hobi,graf
600,Grab::N,hilobi,graf
601,Kirche::N,eliza,kerk
602,Sünde::N,hoben,zonde
603,Sünde::N,bekatu,zonde
604,Gott::N,jainko,god
605,Arbeiter::N,langile,arbeider
606,Arbeiter::N,behargin,arbeider
607,Chef::N,nagusi,chef
608,Meister::N,maisu,meester
609,Arzt::N,osagile,arts
610,Arzt::N,osagile,dokter
611,Arzt::N,sendagile,arts
612,Arzt::N,sendagile,dokter
613,Lehrer::N,irakasle,leraar
614,Lehrer::N,irakasle,onderwijzer
615,Geld::N,diru,geld
616,Geschäft::N,negozio,zaak
617,Laden::N,denda,winkel
618,Laden::N,saltegi,winkel
619,Preis::N,prezio,prijs
620,Preis::N,salneurri,prijs
621,Ware::N,salgai,waar
622,Nutzen::N,onura,nut
623,Nutzen::N,onura,voordeel
624,Nutzen::N,probetxu,nut
625,Nutzen::N,probetxu,voordeel
626,Reichtum::N,aberastasun,rijkdom
627,Welt::N,ludi,wereld
628,Welt::N,mundu,wereld
629,Land::N,herrialde,land
630,Staat::N,estatu,staat
631,König::N,errege,koning
632,Macht::N,botere,macht
633,Grenze::N,muga,grens
634,Krieg::N,guda,oorlog
635,Feind::N,etsai,vijand
636,Feind::N,arerio,vijand
637,Gewalt::N,bortxa,geweld
638,Gewalt::N,bortizkeria,geweld
639,Kampf::N,gudu,strijd
640,Kampf::N,gudu,gevecht
641,Kampf::N,auska,strijd
642,Kampf::N,auska,gevecht
643,Bogen[Waffe]::N,arku,boog
644,Pfeil::N,gezi,pijl
645,Gewehr::N,fusil,geweer
646,Fehler::N,huts,fout
647,Fehler::N,hutsegin,fout
648,Lüge::N,gezur,leugen
649,Schaden::N,kalte,schade
650,Unglück::N,zoritxar,tegenspoed
651,Unglück::N,zorigaitz,tegenspoed
652,Schuld::N,erru,schuld
653,Alter::N,adin,leeftijd
654,Schluss::N,bukaera,slot
655,Zeit::N,aldi,tijd
656,Zeit::N,denbora,tijd
657,Tag::N,egun,dag
658,Morgen::N,goiz,morgen
659,Morgen::N,goiz,ochtend
660,Mittag::N,eguerdi,middag
661,Abend::N,arrats,avond
662,Nacht::N,gau,nacht
663,Woche::N,aste,week
664,Monat::N,hil,maand
665,Jahr::N,urte,jaar
666,Frühling::N,udalehen,lente
667,Frühling::N,udalehen,voorjaar
668,Sommer::N,uda,zomer
669,Herbst::N,udazken,herfst
670,Herbst::N,neguantz,herfst
671,Winter::N,negu,winter
672,Januar::N,urtarril,januari
673,Februar::N,otsail,februari
674,März::N,martxo,maart
675,April::N,apiril,april
676,Mai::N,maiatz,mei
677,Juni::N,ekain,juni
678,Juli::N,uztail,juli
679,August::N,abuztu,augustus
680,September::N,irail,september
681,Oktober::N,urri,oktober
682,November::N,azaro,november
683,Dezember::N,abendu,december
684,Montag::N,astelehen,maandag
685,Dienstag::N,astearte,dinsdag
686,Mittwoch::N,asteazken,woensdag
687,Donnerstag::N,ostegun,donderdag
688,Freitag::N,ostiral,vrijdag
689,Samstag::N,larunbat,zaterdag
690,Sonntag::N,igande,zondag
691,groß::A,handi,groot
692,klein::A,txiki,klein
693,lang::A,luze,lang
694,kurz::A,labur,kort
695,breit::A,zabal,breed
696,schmal::A,mehar,smal
697,dicht::A,sarri,dicht
698,dicht::A,trinko,dicht
699,dick[Gegenstand]::A,lodi,dik
700,dünn::A,mehe,dun
701,fein::A,fin,fijn
702,fest::A,tinko,vast
703,flach::A,lau,plat
704,flach::A,ordoki,plat
705,glatt::A,leun,glad
706,hart::A,gogor,hard
707,weich::A,bigun,week
708,weich::A,beratz,week
709,rund::A,biribil,rond
710,spitz::A,puntadun,spits
711,spitz::A,puntadun,puntig
712,scharf::A,zorrotz,scherp
713,stumpf::A,kamuts,stomp
714,schwer::A,astun,zwaar
715,schwer::A,pisutsu,zwaar
716,schön::A,eder,mooi
717,schön::A,eder,fraai
718,heiß::A,bero,heet
719,heiß::A,oso bero,heet
720,warm::A,bero,warm
721,kalt::A,hotz,koud
722,kühl::A,hotzil,koel
723,frisch::A,fresko,fris
724,frisch::A,hozkirri,fris
725,feucht::A,heze,vochtig
726,nass::A,busti,nat
727,trocken::A,siku,droog
728,trocken::A,lehor,droog
729,voll::A,bete,vol
730,leer::A,huts,leeg
731,offen::A,ireki,open
732,geschlossen::A,itxita,gesloten
733,sauber::A,xahu,net
734,sauber::A,xahu,schoon
735,sauber::A,garbi,net
736,sauber::A,garbi,schoon
737,schmutzig::A,lohi,vuil
738,schmutzig::A,zikin,vuil
739,roh::A,gordin,rauw
740,reif::A,umo,rijp
741,reif::A,heldu,rijp
742,lecker::A,goxo,lekker
743,süß::A,goxo,zoet
744,bitter::A,karmin,bitter
745,bitter::A,garratz,bitter
746,sauer::A,mingots,zuur
747,hell::A,argi,licht
748,hell::A,argi,helder
749,dunkel::A,ilun,donker
750,schwarz::A,beltz,zwart
751,weiß::A,zuri,wit
752,rot::A,gorri,rood
753,gelb::A,hori,geel
754,blau::A,urdin,blauw
755,grün::A,berde,groen
756,grün::A,musker,groen
757,grau::A,urdin,grijs
758,grau::A,urdinabar,grijs
759,bunt::A,koloretsu,bont
760,billig::A,merke,goedkoop
761,teuer::A,garesti,duur
762,wertvoll::A,baliotsu,kostbaar
763,wertvoll::A,baliotsu,waardevol
764,blind::A,itsu,blind
765,taub::A,gor,doof
766,kräftig::A,kementsu,krachtig
767,stark::A,bizkor,sterk
768,stark::A,indartsu,sterk
769,schwach::A,ahul,zwak
770,schwach::A,indargabe,zwak
771,fett::A,gizen,vet
772,schlank::A,lerden,slank
773,hübsch::A,polit,leuk
774,böse::A,tzar,kwaad
775,böse::A,gaizto,kwaad
776,dumm::A,lelo,dom
777,dumm::A,pello,dom
778,faul::A,nagi,lui
779,faul::A,alfer,lui
780,fleißig::A,maratz,vlijtig
781,fleißig::A,lanzale,vlijtig
782,geizig::A,zeken,gierig
783,geizig::A,zikoitz,gierig
784,klug::A,zuhur,slim
785,klug::A,zuhur,schrander
786,klug::A,zuhur,verstandig
787,geschickt::A,trebe,handig
788,geschickt::A,trebe,vaardig
789,geschickt::A,antzetsu,handig
790,geschickt::A,antzetsu,vaardig
791,lieb::A,maite,lief
792,lieb::A,laztan,lief
793,lustig::A,alaitsu,vrolijk
794,sanft::A,eme,zacht
795,sanft::A,ezti,zacht
796,hungrig::A,gose,hongerig
797,krank::A,eri,ziek
798,krank::A,gaixo,ziek
799,nackt::A,biluzi,naakt
800,traurig::A,itun,treurig
801,traurig::A,itun,bedroefd
802,traurig::A,betilun,treurig
803,traurig::A,betilun,bedroefd
804,lebendig::A,bizirik,levend
805,gut::A,on,goed
806,schlecht::A,txar,slecht
807,richtig::A,zuzen,juist
808,schlimm::A,larri,erg
809,schlimm::A,larri,kwaad
810,wahr::A,egiazko,waar
811,alt::A,zahar,oud
812,neu::A,berri,nieuw
813,ehemalig::A,lehengo,voormalig
814,alt[Lebewesen]::A,adindun,oud
815,jung::A,gazte,jong
816,arm::A,txiro,arm
817,arm::A,behartsu,arm
818,reich::A,dirudun,rijk
819,bekannt::A,ezagun,bekend
820,berühmt::A,entzun,beroemd
821,berühmt::A,ospetsu,beroemd
822,fremd::A,arrotz,vreemd
823,verschieden::A,ezberdin,verscheiden
824,verschieden::A,ezberdin,verschillend
825,verschieden::A,desberdin,verscheiden
826,verschieden::A,desberdin,verschillend
827,nah::A,hurre,nabij
828,nah::A,hurre,nabijgelegen
829,nah::A,hurbil,nabij
830,nah::A,hurbil,nabijgelegen
831,fern::A,urrun,ver
832,linker::A,ezker,linker
833,rechter::A,eskuin,rechter
834,anderer::A,beste,andere
835,erster::A,lehen,eerste
836,erster::A,aurren,eerste
837,zweiter::A,bigarren,tweede
838,dritter::A,hirugarren,derde
839,letzter::A,azken,laatste
840,letzter::A,hondar,laatste
841,allein::ADV,bakarrik,alleen
842,auf einmal::ADV,batera,ineens
843,auf einmal::ADV,batera,tegelijk
