,Concept_ID,ko,ku
573,hell::A,밝은,ronî
574,dunkel::A,어두운,tarî
575,schwarz::A,검은,reş
576,weiß::A,하얀,sipî
577,rot::A,붉은,sor
578,gelb::A,황색,zer
579,blau::A,푸른,şîn
580,grün::A,녹색의,şîn
581,grau::A,회색의,gewr
582,bunt::A,알록달록한,rengîn
583,billig::A,싼,erzan
584,teuer::A,값비산,biha
585,wertvoll::A,가치가많은,hêja
586,wertvoll::A,가치가많은,giranbiha
587,blind::A,눈먼,kor
588,taub::A,무감간한,kerr
589,kräftig::A,강장한,gir
590,kräftig::A,강장한,xurt
591,stark::A,강한,xurt
592,schwach::A,약한,kesad
593,fett::A,실찐,qelew
594,schlank::A,호리호리한,zirav
595,hübsch::A,예쁜,xweşik
596,böse::A,나쁜,xerab
597,böse::A,나쁜,aciz
598,dumm::A,어리석은,gêj
599,faul::A,너덜너덜한,têmbêl
600,fleißig::A,근면한,jêhatî
601,geizig::A,인색한,destgirtî
602,geschickt::A,교묘한,zîrek
603,geschickt::A,교묘한,ziring
604,lieb::A,친애하는,delal
605,lustig::A,유쾌한,kêfxweş
606,sanft::A,온화한,nazenîn
607,hungrig::A,배고픈,birçî
608,krank::A,병든,nexweş
609,nackt::A,벌거벗은,rût
610,nackt::A,벌거벗은,tazî
611,traurig::A,슬픈,xemgîn
612,lebendig::A,살아있는,bisaxî
613,gut::A,좋은,baş
614,schlecht::A,나쁜,xerab
615,richtig::A,바른,rast
616,richtig::A,바른,saxlem
617,schlimm::A,못된,nebaş
618,wahr::A,참된,rast
619,alt::A,늙은,pîr
620,alt::A,늙은,kevn
621,neu::A,새,nû
622,ehemalig::A,전의,kevnar
623,ehemalig::A,전의,peşidar
624,alt[Lebewesen]::A,낡은,pîr
625,jung::A,젊은,xort
626,arm::A,가난한,feqîr
627,arm::A,가난한,desteng
628,reich::A,풍부한,dewlemend
629,bekannt::A,저명한,naskirî
630,berühmt::A,유명한,navdar
631,fremd::A,타처이,xerîb
632,verschieden::A,따른,çîhê
633,nah::A,가까운,nêzîk
634,fern::A,먼,dûr
635,linker::A,왼쭉의,çepê
636,rechter::A,오른쪽의,rastê
637,anderer::A,다른,yê din
638,erster::A,첫째,yekemîn
639,zweiter::A,둘째,duda
640,dritter::A,셋째,sisêya
641,letzter::A,의후자의,paşîn
642,allein::ADV,훌로,tenê
643,auf einmal::ADV,갑자기,jar kê
644,zusammen::ADV,모아서,tev
645,zusammen::ADV,모아서,bi hev re
646,lange::ADV,오래,dirêj
647,plötzlich::ADV,둘연한,ji nişkave
648,sofort::ADV,즉시,yekser
649,später::ADV,보다늦은,paşiyê
650,jetzt::ADV,목하,nuha
651,heute::ADV,오늘,îro
652,morgen::ADV,내일,sibeh
653,bald::ADV,곱,nêzîk
654,dann::ADV,그경우에,paşê
655,gestern::ADV,어제,do
656,einst::ADV,옛날에,jar ke
657,damals::ADV,그때에,hîngî
658,danach::ADV,그 뒤에,piştra
659,vorher::ADV,미리,pîşî
660,zuerst::ADV,최초로,bere
661,einmal::ADV,한번,çarik
662,manchmal::ADV,땓대로,çarna
663,oft::ADV,땓대로,gelek çaran
664,immer::ADV,늘,daîm
665,niemals::ADV,결코...(하지)않다,tu çar
666,hier::ADV,여기,li vir
667,hierhin::ADV,여기로,vir
668,dort::ADV,거기,li wê derê
669,dorthin::ADV,저기예,wêda
670,geradeaus::ADV,곧장,rastê rast
671,vorwärts::ADV,앞으로,ber bi pêş
672,rückwärts::ADV,뒤로,paşpê
673,zurück::ADV,제자리로,paşdo
674,zurück::ADV,제자리로,paşvê
675,unten::ADV,아래에,jêrî
676,hinab::ADV,아래쪽으로,berjêr
677,oben::ADV,위에,banî
678,hinauf::ADV,위쪽으로,banî
679,überall::ADV,도처에,li her derê
680,nicht::ADV,안,ne
681,nicht::ADV,안,nîn
682,nicht::ADV,안,tine
683,ein wenig::ADV,적음,hebkî
684,kaum::ADV,가의,tema
685,kaum::ADV,가의,himangi
686,sehr::ADV,자주,gelek
687,so::ADV,그와같이,weha
688,noch::ADV,아직,hêj
689,noch::ADV,아직,dîsa
690,nur::ADV,다만,tenê
691,nur::ADV,다만,bes
692,schon::ADV,이미,hew
693,wieder::ADV,다시,jar din
694,wieder::ADV,다시,dîsa
695,vergebens::ADV,헛되이,deya çun
696,vergebens::ADV,헛되이,îfleh bûn
697,vor::PRP,앞에,li ber
698,hinter::PRP,뒤에,li pişt
699,unter::PRP,잍에,li bin
700,durch::PRP,통고하여,kura
701,neben::PRP,와나란히,li ba
702,zwischen::PRP,의사이로,nabeyne
703,zwischen::PRP,의사이로,di nav...da
704,wegen::PRP,때문에,ji bo
705,wegen::PRP,때문에,ji ber
706,dies::PRN,이,ev
707,das::PRN,저,ev
708,alles::PRN,모든것,hemû
709,ich::PRN,나,ez
710,du::PRN,너,tu
711,er::PRN,그,wî
712,wir::PRN,우리,êm
713,ihr::PRN,너희들,hûn
714,sie::PRN,그들,we
715,was::FPRN,뭣,çi
716,wer::FPRN,누구,ki
717,wo::FADV,어디,li ku dere
718,wohin::FADV,어디로,li ku dere
719,wie::FADV,어떻게,çawa
720,warum::FADV,왜,çima
721,wieviel::FNUM,얼마만큰,çend
722,eins::NUM,하나,yek
723,zwei::NUM,둘,didu
724,drei::NUM,셋,sisê
725,vier::NUM,넷,çar
726,fünf::NUM,다섯,penç
727,sechs::NUM,여섯,şeş
728,sieben::NUM,일곱,heft
729,acht::NUM,여덟,heşt
730,neun::NUM,아홉,neh
731,zehn::NUM,열,deh
732,elf::NUM,열하나,yazdeh
733,zwölf::NUM,열둘,diwazdeh
734,zwanzig::NUM,스물,bîst
735,dreißig::NUM,서름,sih
736,vierzig::NUM,마흔,çil
737,fünfzig::NUM,숸,pençi
738,sechzig::NUM,에순,şêst
739,siebzig::NUM,일흔,heftê
740,achtzig::NUM,여든,heştê
741,neunzig::NUM,아흔,nod
742,hundert::NUM,백,sêd
743,tausend::NUM,천,hezar
744,und::CNJ,와,û
745,oder::CNJ,아니면,an
746,oder::CNJ,아니면,yan
747,stehen::V,서다,sekinîn
748,sitzen::V,앉다,rûniştin
749,liegen::V,눕다,paldan
750,hängen::V,달다,darve kirin
751,werden::V,되다,bûn
752,passieren::V,지장옶다,hatin holê
753,passieren::V,지장옶다,hatin serê kesî
754,beginnen::V,시작되다,li dest pêkirin
755,enden::V,큳내다,xalas bû
756,wechseln::V,병경하다,guherandin
757,wechseln::V,병경하다,dêgiş kirin
758,aufgehen[Sonne]::V,뜨다,hilatin
759,untergehen[Sonne]::V,지다,çun ava
760,scheinen[Sonne]::V,빛나다,şewk de
761,donnern::V,천둥치다,gire-gir
762,wehen::V,풀다,ba le de
763,strömen::V,흐르다,xwe girtin
764,fließen::V,흐르다,herikîn
765,sich drehen::V,돌다,xwe zivirandin
766,schwanken::V,동요하다,hejandin
767,schwingen::V,흔들다,libakirin
768,fallen::V,떨어지다,ketin
769,brennen::V,타다,şewitîn
770,rauchen::V,김이나다,kişandin
771,regnen::V,비가오다,bahran tê
772,gefrieren::V,얼다,qefilandin
773,tauen::V,녹다,helandin
774,schmelzen::V,녹다,helandin
775,trocknen::V,홈치다,zuwabûn
776,sieden::V,끓다,kelîn
777,faulen::V,부패하다,xerabûn
778,verfaulen::V,썩다,xerabûn
779,reißen::V,지바찢다,jêkirin
780,versinken::V,가라앉다,xerq bûn
781,vergehen::V,지나가다,derbas bûn
782,erscheinen::V,나타나다,peyda bûn
783,verschwinden::V,사라지다,wendabûn
784,sinken::V,가라앉다,noq bûn
785,abnehmen::V,떼어내다,kêm bûn
786,zunehmen::V,증가하다,qelew bûn
787,steigen::V,상승하다,hildan
788,wachsen::V,생기하다,mezin bûn
789,glänzen::V,뛰오나다,biriqîn
790,funkeln::V,불티가잍어나다,çikisîn
791,lärmen::V,떠들다,guşîn
792,läuten::V,울시다,lê de
793,klingeln::V,초닌총을울리다,sîl dan
794,klingeln::V,초닌총을울리다,ringerin
795,klirren::V,탁탁울리다,zingzing hat
796,brausen::V,쏴쏴소리내다,guşîn
797,rauschen::V,솨솨,guşîn
798,klingen::V,반향하다,deng pe ketin
799,bellen::V,짖다,kewtîn
800,heulen::V,포효하다,ûrîn
801,blasen::V,불다,puf kirin
802,pfeifen::V,피리를불다,fîkandin
803,schreien::V,절규하다,qîrîn
804,stöhnen::V,신음하다,nalîn
805,zittern::V,저뉼하다,hejîn
806,leben::V,살다,jihîn
807,geboren werden::V,태어난,hatin dinyê
808,geboren werden::V,태어난,bûn
809,atmen::V,숨쉬다,hilmijîn
810,trinken::V,마시다,vexwarin
811,essen::V,먹다,xwarin
812,schlucken::V,들이켜다,daqulbandin
813,einschlafen::V,잠들다,razan
814,schlafen::V,자다,razan
815,schlafen::V,자다,razandin
816,aufwachen::V,눈트다,şiyarbûn
817,aufstehen::V,서다,rabûn
818,sich erholen::V,회복하다,baş bûn
819,schmerzen::V,아프다,êşandin
820,husten::V,잔기침하다,kuxin
821,genesen::V,낫다,baş bûn
822,sterben::V,죽다,mirin
823,umkommen::V,못쓰게되다,mirin
824,sich bewegen::V,움직이다,leqîn
