,Concept_ID,vep,kv
801,liegen::V,venuda,куйлыны
802,hängen::V,ripta,ӧшавны
803,werden::V,lindä,лоны
804,werden::V,tehtas,лоны
805,passieren::V,ozaitas,аркмыны
806,beginnen::V,augotadas,петны
807,enden::V,loptas,-сь
808,enden::V,loptas,бырны
809,wechseln::V,vajehtadas,вежсьыны
810,aufgehen[Sonne]::V,nousta,петавны
811,untergehen[Sonne]::V,lasktas,пуксьыны
812,scheinen[Sonne]::V,paštta,югьявны
813,donnern::V,juraita,гымавны
814,wehen::V,dölta,пӧлявны
815,wehen::V,puhuda,пӧлявны
816,strömen::V,valadas,киссьыны
817,fließen::V,valuda,визывтны
818,sich drehen::V,punotas,бергавны
819,schwanken::V,čibuda,кӧвьясьны
820,schwingen::V,čibuda,дюттясьны
821,fallen::V,langeta,усьны
822,brennen::V,pallada,сотчыны
823,rauchen::V,savustada,тшынасьны
824,regnen::V,vihmda,зэрны
825,gefrieren::V,jäduda,гегдыны
826,gefrieren::V,kül'mdä,гегдыны
827,tauen::V,sulada,сывны
828,schmelzen::V,sulada,сывны
829,trocknen::V,kuida,косьмыны
830,trocknen::V,kuivehtuda,косьмыны
831,sieden::V,kehuda,пизьны
832,faulen::V,hapata,нёльзьыны
833,faulen::V,traudäs,нёльзьыны
834,verfaulen::V,hapata,тӧрмыны
835,verfaulen::V,hapata,сiсьмыны
836,reißen::V,rebita,косясьны
837,versinken::V,upota,вӧйны
838,vergehen::V,mända,мунны
839,erscheinen::V,ozutadas,мыччисьны
840,verschwinden::V,hajeta,ӧшны
841,sinken::V,väheta,ямны
842,sinken::V,lasktas,ямны
843,abnehmen::V,peneta,ямны
844,zunehmen::V,ližaduda,паськавны
845,steigen::V,nousta,лэбтiсьны
846,wachsen::V,kazda,быдмыны
847,glänzen::V,loštta,свиттявны
848,funkeln::V,hoštta,югйовтлыны
849,funkeln::V,hoštta,югйӧв-керны
850,lärmen::V,robaita,чавзыны
851,läuten::V,judaita,диньгыны
852,klingeln::V,kelotada,силькӧтны
853,klirren::V,biraita,жольӧтны
854,brausen::V,bruncta,гуасьны
855,rauschen::V,šobaita,кышӧтны
856,klingen::V,heläita,горавны
857,bellen::V,nutta,увтны
858,bellen::V,nutta,вувтны
859,heulen::V,ulaita,уннявны
860,blasen::V,puhuda,пӧлявны
861,pfeifen::V,pistta,пиксыны
862,pfeifen::V,vihelta,пиксыны
863,schreien::V,kirkta,айзыны
864,schreien::V,kidastada,айзыны
865,stöhnen::V,ohkta,ойзыны
866,stöhnen::V,ohkta,ружтыны
867,stöhnen::V,voivotada,ойзыны
868,stöhnen::V,voivotada,ружтыны
869,zittern::V,säraita,легьявны
870,leben::V,eläda,овны
871,geboren werden::V,sünduda,шогмыны
872,atmen::V,henktä,лолавны
873,trinken::V,joda,юны
874,essen::V,söda,сёйны
875,schlucken::V,lainata,ньылавны
876,müde werden::V,väzuda,мыдзны
877,müde werden::V,šuštuda,мыдзны
878,einschlafen::V,uinota,ланьтны
879,schlafen::V,magata,узьны
880,schlafen::V,nukkuda,узьны
881,aufwachen::V,heraštuda,саймыны
882,aufwachen::V,heraštuda,пальмыны
883,aufstehen::V,nousta,сувтны
884,sich erholen::V,lebaitas,шоччисьлыны
885,krank werden::V,läžegata,моржитны
886,krank sein::V,läžuda,шогавны
887,krank sein::V,läžuda,визьӧтны
888,schmerzen::V,kibištada,висьны
889,husten::V,rügda,кашляйтны
890,genesen::V,tervehtuda,бурдны
891,sterben::V,kolda,кувны
892,umkommen::V,kolda,вийсьыны
893,sich bewegen::V,likkuda,локны
894,sich bewegen::V,likkuda,ветлӧтны
895,sich rühren::V,likahtada,вӧрзьӧтчыны
896,sich rühren::V,kubahtada,вӧрзьӧтчыны
897,sich erheben::V,nousta,сувтны
898,sich setzen::V,išttas,пуксьыны
899,hinfallen::V,langeta,пӧрласьны
900,laufen::V,kävuda,мунны
901,schreiten::V,astta,тальччавны
902,schreiten::V,haškta,тальччавны
903,spazierengehen::V,kävelta,котрасьны
904,eilen::V,kiruhtada,тэрмасьны
905,sich beeilen::V,kiruhtada,тэрмасьны
906,sausen::V,fun'urta,вирдавны-котӧртны
907,rennen::V,joksta,
908,springen::V,hüptä,чеччавны
909,klettern::V,libuda,кышасьны
910,schaukeln::V,čibuda,чурликасьны
911,kriechen::V,ličtas,кыскасьны-мунны
912,schwimmen::V,ujuda,вартчыны
913,tauchen::V,čukautas,сунгисьны ваӧ
914,rudern::V,souta,сынны
915,fahren::V,ajada,мунны
916,fahren::V,ajelda,мунны
917,fliegen::V,leta,лэбавны
918,gehen::V,mända,мунны
919,gehen::V,kävuda,мунны
920,weggehen::V,päzda,мунны
921,weggehen::V,lähtta,мунны
922,abfahren::V,tönduda,иньдӧтчыны
923,abfahren::V,tönduda,мунны
924,anhalten::V,seižutadas,сувтны
925,hineingehen::V,mända südäimehe,пырны
926,eintreten::V,tulda,пырны
927,kommen::V,tulda,локны
928,ankommen::V,tulda,локны
929,zurückkommen::V,pörtas,бертны
930,zurückkommen::V,pörtas,панӧвтсьыны
931,bleiben::V,jäda,кольччыны
932,warten::V,varastada,видзчисьны
933,erwarten::V,varastada,видзчисьны
934,suchen::V,ectä,кошшыны
935,finden::V,löuta,адззыны
936,versuchen::V,ladida,пондыны
937,versuchen::V,ladida,пондӧтны
938,versuchen::V,rohkaita,пондыны
939,versuchen::V,rohkaita,пондӧтны
940,vorbereiten::V,vaumita,лӧсьӧтны
941,lieben::V,armastada,милуйтны
942,mögen::V,navedida,радейтны
943,lachen::V,nagrda,серавны
944,rühren::V,likutada,сьӧлӧм вӧрзьӧтны
945,weinen::V,itkta,горзыны
946,schimpfen::V,laidas,видчыны
947,schimpfen::V,pačatada,видчыны
948,sich ärgern::V,rändüda,лёкавны
949,sich fürchten::V,varaita,повны
950,fürchten::V,varaita,повны
951,fliehen::V,pageta,пышшыны
952,flüchten::V,pageta,пышшыны
953,flüchten::V,joksta,пышшыны
954,sehen::V,nähta,адззыны
955,anschauen::V,kacta,видзӧтны
956,ansehen::V,kacta,видзӧтны
957,hören::V,kulda,кывны
958,zuhören::V,kundeltas,кывзыны
959,probieren::V,mujada,пешлыны
960,riechen::V,rižada,дукавны
961,fühlen::V,mujada,кывны
962,scheinen::V,näguda,декуйтчыны
963,zu sehen sein::V,näguda,тыдавны
964,vernehmen::V,kulištada,тӧдмавны
965,frieren::V,kül'mdä,гегдыны
966,tun::V,tehta,керны
967,können::V,voida,вермыны
968,können::V,mahtta,вермыны
969,wollen::V,himoita,мӧдны
970,wollen::V,tahtoida,мӧдны
971,anfangen::V,zavottä,петны
972,anfangen::V,augotada,петны
973,beenden::V,loptä,ештӧтны
974,beenden::V,loptä,керыштны
975,aufhören::V,loptas,дугдыны
976,gelingen::V,lähtta,шогмыны
977,gelingen::V,tehtas,шогмыны
978,geraten::V,tulda,мыччисьны
979,öffnen::V,avaita,осьтны
980,schließen::V,saubata,пӧднавны
981,stellen::V,panda,сувтӧтны
982,stellen::V,seižutada,сувтӧтны
983,setzen::V,ištutada,пуксьӧтны
984,legen::V,panda,пуктыны
985,berühren::V,koskta,вӧрзьӧтны
986,berühren::V,käziduda,вӧрзьӧтны
987,verbinden::V,ühtenzoitta,йитны
988,bedecken::V,katta,вевттьыны
989,bedecken::V,peitta,вевттьыны
990,aufhängen::V,riputada,ӧшӧтны
991,anzünden::V,sütutada,ӧзтыны
992,aufheben::V,leta,лэбтыны
993,zurücklassen::V,jätta,кольны
994,verlieren::V,kadotada,ӧштыны
995,fallen lassen::V,kirbotada,уськӧтны
996,machen::V,säta,керны
997,machen::V,tehta,керны
998,herstellen::V,tehta,вӧчны
999,bauen::V,leta,строитны
1000,bauen::V,sauda,строитны
1001,reparieren::V,koheta,вочны
1002,verbessern::V,paremboita,бурсьӧтны
1003,ändern::V,vajehtada,вежны
1004,graben::V,kaida,гарйыны
1005,graben::V,čongoida,гарйыны
1006,beugen::V,koverta,кусіньтны
1007,biegen::V,painda,чукыльтыштны
1008,drehen::V,punotada,бергӧтны
1009,wenden::V,käta,бергӧтны
1010,wenden::V,kärauta,бергӧтны
1011,umdrehen::V,käta,бергӧтны
1012,heben::V,leta,лэбтыны
1013,hochheben::V,libutada,лэбтыны
1014,ergreifen::V,tabata,кватитны
1015,halten::V,pidada,видзны
1016,drücken::V,painda,личкыны
1017,schieben::V,žigutada,тойлавны
1018,kratzen::V,künstä,шаркӧтны
1019,lecken::V,nolda,нювны
1020,beißen::V,purda,йирны
1021,beißen::V,hambastada,йирны
1022,abreißen::V,ratketa,орӧтны
1023,abschneiden::V,čapata,шӧрыштны
1024,abschneiden::V,čapata,вундыштны
1025,abschneiden::V,leikata,шӧрыштны
1026,abschneiden::V,leikata,вундыштны
1027,binden::V,sidoda,гӧрдззыны
1028,stecken::V,čokaita,мӧртны
1029,brechen::V,katkaita,жугдыны
1030,klopfen::V,kolkotada,зукӧтны
1031,hauen::V,löda,желльыны
1032,kleben::V,klejata,лякӧтны
1033,reiben::V,hosta,зыртны
1034,reiben::V,törkita,зыртны
1035,reiben::V,jorotada,зыртны
1036,streichen::V,voita,мавтны
1037,schleifen::V,hijoida,кыскыны
1038,schleifen::V,teravzoitta,кыскыны
1039,schneiden::V,leikata,вундавны
1040,rütteln::V,heilutada,шатлавны
1041,schütteln::V,pudištada,зыбӧтны
1042,schwenken::V,maihutada,ӧвтны
1043,schwenken::V,maihutada,макайтны
1044,schütten::V,valada,кисьтны
1045,füllen::V,täutta,тыртны
1046,füllen::V,täutta,тырсьӧтны
1047,einwickeln::V,kärdä,тубны
1048,tragen::V,kantta,новйӧтны
1049,tragen::V,kandišta,новйӧтны
1050,schleppen::V,vedätada,кыскыны
1051,ziehen::V,vedada,кыскыны
1052,aufbewahren::V,kaita,видзны
1053,werfen::V,čuta,шентывлыны
1054,werfen::V,tactä,шентывлыны
1055,fangen::V,püta,кутны
1056,packen::V,tabata,кутасьны
1057,packen::V,tabata,кватитны
1058,verstecken::V,peitta,дзебны
1059,teilen::V,jagada,торйӧтны
1060,schicken::V,oigeta,иньдыны
1061,bringen::V,veda,вайны
1062,hinzufügen::V,ližata,содтыны
1063,bekommen::V,sada,получитны
1064,erhalten::V,sada,получитны
1065,nehmen::V,otta,босьтны
1066,wählen::V,valita,бӧрйыны
1067,auswählen::V,valita,бӧрйыны
1068,bewahren::V,kaita,видзны
1069,behindern::V,telustada,падтыны
1070,verderben::V,travida,изводавны
1071,beschädigen::V,satatada,паздыны
1072,zerbrechen::V,mureta,паздыны
1073,zerreißen::V,rebitada,косявны
1074,zerstören::V,mureta,паздыны
1075,verbrennen::V,poltta,сотны
1076,geben::V,antta,сетны
1077,reichen::V,antta,сетны
1078,schenken::V,lahjoita,козьнавны
1079,versprechen::V,toivotada,кӧсйыны
1080,wünschen::V,toivotada,бурсьыны
1081,loben::V,kitta,ошкыны
1082,küssen::V,tervehtada,окавны
1083,wiegen::V,likutada,тюттьӧтны
1084,zudecken::V,katta,вевттьыны
1085,wecken::V,noustatada,саймӧтны
1086,zeigen::V,ozutada,мыччавны
1087,führen::V,astutada,нуӧтны
1088,lehren::V,opeta,велӧтны
1089,unterrichten::V,opeta,велӧтны
1090,aufziehen::V,kazvatada,быдтыны
1091,leiten::V,ohjata,юравны
1092,leiten::V,ohjata,веськӧтлыны
1093,antreiben::V,rigehtoitta,тэрмӧтны
1094,lassen::V,käskta,-ӧтыны
1095,einladen::V,kucta,корны
1096,vereinigen::V,ühtenzoitta,ӧтувтны
1097,vereinigen::V,ühtenzoitta,ӧтлаавны
1098,besuchen::V,rižada,пыравлыны
1099,treffen::V,vastata,пантавны
1100,sich versammeln::V,kägeta,ӧксьыны
1101,sich versammeln::V,sätas,ӧксьыны
1102,spielen::V,väta,орсны
1103,singen::V,pajatada,сьывны
1104,tanzen::V,kargaita,йӧктыны
1105,sich trennen::V,erigata,торьясьны
1106,verlassen::V,jätta,кольны
1107,retten::V,päzutada,мынтны
1108,bewachen::V,varjoita,смекайтны
1109,schützen::V,kaita,дорйыны
1110,verteidigen::V,kaita,дорйыны
1111,sich schlagen::V,torata,тышкасьны
1112,schießen::V,ampta,лыйны
1113,siegen::V,vägestada,вермыны
1114,ärgern::V,verdutada,лӧгӧтны
1115,ärgern::V,rändütada,лӧгӧтны
1116,schlagen::V,löda,базнитны
1117,schlagen::V,iškta,базнитны
1118,treten::V,peksta,чужьявны
1119,treten::V,topsta,чужьявны
1120,stechen::V,pystiä,бытшкыны
1121,stoßen::V,iškta,тапкыны
1122,stoßen::V,iškta,тойыштны
1123,stoßen::V,pudištada,тапкыны
1124,stoßen::V,pudištada,тойыштны
1125,stehlen::V,vargastada,гусявны
1126,stören::V,keskustada,костіавны
1127,belästigen::V,tartuteldas,назыляйтны
1128,verbergen::V,katelda,дзебны
1129,täuschen::V,manitada,бӧбӧтны
1130,täuschen::V,manitada,пӧрьявны
1131,betrügen::V,manitada,муклачитны
1132,töten::V,rikta,вийны
1133,töten::V,surmita,вийны
1134,wohnen::V,eläda,овны
1135,arbeiten::V,rata,уджавны
1136,sammeln::V,kogota,ӧктыны
1137,pflücken::V,poimda,судзлавны
1138,jagen::V,mecata,вӧравны
1139,fischen::V,kalatada,чериавны
1140,fassen::V,tabata,кутны
1141,hüten::V,paimeta,вердны
1142,hüten::V,paimeta,йирсьӧтны
1143,treiben::V,ajada,вашӧтны
1144,anbinden::V,küttestada,кӧртавны
1145,anbinden::V,sidoda,кӧртавны
1146,füttern::V,sötta,вердны
1147,melken::V,lüpsta,высьтыны
1148,melken::V,lüpsta,чилькӧтны
1149,hacken::V,sauda,керавны
1150,gießen::V,valada,киськавны
1151,reifen::V,küpseta,кисьмыны
1152,zubereiten::V,vaumištada,лӧсьӧтны
1153,kochen::V,keitta,пуны
1154,backen::V,paštta,пӧжавны
1155,braten::V,žarda,жаритны
1156,umrühren::V,segoitada,соравны
1157,stricken::V,kudoda,домавны
1158,nähen::V,ombelta,вурны
1159,färben::V,mujutada,краситны
1160,reinigen::V,puhtastada,весӧтны
1161,waschen::V,pesta,пеславны
1162,abwischen::V,pühktä,чышкыны
1163,spülen::V,huhtoida,гывьявны
1164,fegen::V,pühkta,чышкыны
1165,kehren::V,uhoita,чышкыны
1166,baden::V,kül'ptäs,купайтчыны 
1167,sich waschen::V,pestas,миссьыны
1168,ausziehen::V,riičta,гыжтӧтны
1169,ausziehen::V,riičta,пӧрччавны
1170,ausziehen::V,rušta,гыжтӧтны
1171,ausziehen::V,rušta,пӧрччавны
1172,anziehen::V,panda päle,пасьтавны
1173,anziehen::V,panda kädehe,пасьтавны
1174,anziehen::V,panda jaugha,пасьтавны
1175,sich anziehen::V,sobdas,пасьтасьны
1176,kämmen::V,harjata,сынавны
1177,schmücken::V,čomitada,баситны
1178,sagen::V,sanuda,висьтавны
1179,sprechen::V,pagišta,шуны
1180,reden::V,pagišta,баитны
1181,sich unterhalten::V,lodaita,сёрнитны
1182,fragen::V,küzuda,юавны
1183,bitten::V,pakita,корны
1184,erzählen::V,sanuda,висьтавны
1185,erzählen::V,starinoita,висьтавны
1186,mitteilen::V,tedotada,висьтавны
1187,nennen::V,nimitada,нимтны
1188,rufen::V,kucta,китсавны
1189,rufen::V,kucta,корны
1190,rufen::V,kucta,чукӧстны
1191,prahlen::V,kittäs,ошшасьны
1192,übersetzen::V,käta,вуджӧтны
1193,denken::V,meletada,чайтны
1194,glauben::V,uskta,веритны
1195,bemerken::V,homaita,казявны
1196,erkennen::V,tundištada,тӧдсавны
1197,begreifen::V,tabata,вежӧртны
1198,verstehen::V,el'geta,кывны
1199,verstehen::V,toimetada,кывны
1200,lernen::V,opetas,велӧтчыны
1201,wissen::V,teta,тӧдны
1202,sich erinnern an::V,johtutada,касьтывны
1203,vergessen::V,unohtada,вунӧтны
1204,messen::V,märita,меряйтны
1205,zählen::V,lugeda,лыддьыны
1206,rechnen::V,lugeda,лыддьыны
1207,lesen::V,lugeda,лыддьӧтны
1208,malen::V,pirta,
1209,zeichnen::V,pirta,гижмавны
1210,schreiben::V,kirjutada,гижны
1211,besitzen::V,omištada,лоны
1212,kaufen::V,ostta,небны
1213,verkaufen::V,möda,вузавны
1214,bezahlen::V,maksta,вештыны
1215,zahlen::V,maksta,вештыны
1216,beherrschen::V,valdoita,
1217,ertragen::V,tirpta,терпитны
