,Concept_ID,hi,bg
209,Bach::N,सोता,поток
210,Bach::N,नदिका,поток
211,Fluss::N,नदी,река
212,Fluss::N,सरिता,река
213,Ufer::N,तट,бряг
214,Ufer::N,किनारा,бряг
215,Küste::N,समुद्र-तट,бряг
216,Küste::N,समुद्र-तट,крайбрежие
217,Festland::N,महाद्वीप,суша
218,Meer::N,सागर,море
219,Meer::N,समुद्र,море
220,Bucht::N,खाड़ी,залив
221,Insel::N,टापू,остров
222,Insel::N,द्वीप,остров
223,Blume::N,फूल,цвете
224,Blume::N,पुष्प,цвете
225,Gras::N,घास,трева
226,Wurzel::N,मूल,корен
227,Baum::N,पेड़,дърво
228,Baum::N,वृक्ष,дърво
229,Stamm::N,धड़,стъбло
230,Rinde::N,छाल,кора
231,Rinde::N,वल्कल,кора
232,Ast::N,डाल,клон
233,Ast::N,शाखा,клон
234,Zweig::N,टहनी,клон
235,Blatt::N,पत्र,лист
236,Blatt::N,पत्ता,лист
237,Birke::N,भूर्ज,бреза
238,Kiefer[Baum]::N,पाइन-वृक्ष,бор
239,Weide[Baum]::N,बेंत,върба
240,Tanne::N,फ़र,ела
241,Horn::N,सींग,рог
242,Horn::N,विषाण,рог
243,Feder::N,पर,перо
244,Feder::N,पंख,перо
245,Fell::N,खाल,кожа
246,Fell::N,पशु-चर्म,кожа
247,Flügel::N,पंख,крило
248,Flügel::N,डैना,крило
249,Klaue::N,पंजा,нокът
250,Kralle::N,पंजा,нокът
251,Kralle::N,नाख़ून,нокът
252,Schwanz::N,पूँछ,опашка
253,Ei::N,अंडा,яйце
254,Nest::N,नीड़,гнездо
255,Nest::N,घोंसला,гнездо
256,Bau::N,बिल,дупка
257,Bau::N,माँद,дупка
258,Tier::N,पशु,животно
259,Tier::N,जानवर,животно
260,Herde::N,गल्ला,стадо
261,Kuh::N,गौ,крава
262,Kuh::N,गाय,крава
263,Bulle::N,साँड़,бик
264,Pferd::N,अश्व,кон
265,Pferd::N,घोड़ा,кон
266,Schaf::N,भेड़,овца
267,Schwein::N,शूकर,свиня
268,Hund::N,श्वान,куче
269,Hund::N,कुत्ता,куче
270,Katze::N,बिल्ली,котка
271,Bär::N,रीछ,мечка
272,Bär::N,भालू,мечка
273,Eichhörnchen::N,गिलहरी,катерица
274,Elch::N,एल्क,лос
275,Fuchs::N,लोमड़ी,лисица
276,Hase::N,खरहा,заек
277,Hase::N,ख़रगोश,заек
278,Maus::N,मूष,мишка
279,Maus::N,चूहा,мишка
280,Wolf::N,वृक,вълк
281,Wolf::N,भेड़िया,вълк
282,Vogel::N,पक्षी,птица
283,Vogel::N,चिड़िया,птица
284,Schwarm::N,झुंड,рой
285,Schwarm::N,झुंड,рояк
286,Huhn::N,मुर्ग़ी,кокошка
287,Hahn::N,मुर्ग़ा,петел
288,Gans::N,हंस,гъска
289,Gans::N,हंसिनी,гъска
290,Adler::N,उक़ाब,орел
291,Ente::N,बतख़,патица
292,Ente::N,बत्तक,патица
293,Eule::N,उल्लू,сова
294,Kranich::N,सारस,жерав
295,Kranich::N,क्रौंंच,жерав
296,Krähe::N,काक,врана
297,Kuckuck::N,कोयल,кукувица
298,Kuckuck::N,कोकिल,кукувица
299,Schwan::N,हंस,лебед
300,Schwan::N,मराल,лебед
301,Fisch::N,मछली,риба
302,Fisch::N,मत्स्य,риба
303,Barsch::N,पर्च,костур
304,Hecht::N,पाइक,щука
305,Schlange[Tier]::N,सर्प,змия
306,Wurm::N,कृमि,червей
307,Wurm::N,कीड़ा,червей
308,Spinne::N,लूता,паяк
309,Spinne::N,मकड़ी,паяк
310,Ameise::N,चींटी,мравка
311,Laus::N,जूँ,въшка
312,Mücke::N,डाँस,комар
313,Fliege::N,मक्खी,муха
314,Fliege::N,मक्षिका,муха
315,Schmetterling::N,तितली,пеперуда
316,Beere::N,बेरी,плод
317,Apfel::N,सेब,ябълка
318,Pilz::N,खुंबी,гъба
319,Zwiebel::N,प्याज़,лук
320,Zwiebel::N,प्याज़,кромид
321,Saat::N,बीज,семе
322,Korn::N,दाना,зърно
323,Heu::N,मूखी घास,сено
324,Schale::N,बकला,кора
325,Schale::N,छिलका,кора
326,Grube::N,गड्ढा,яма
327,Grube::N,गड्ढा,дупка
328,Falle::N,जाल,примка
329,Falle::N,फँदा,примка
330,Schlinge::N,फँदा,клуп
331,Spur::N,सुराग़,диря
332,Spur::N,सुराग़,следа
333,Spur::N,पद-चिह्न,диря
334,Spur::N,पद-चिह्न,следа
335,Asche::N,राख,пепел
336,Dreck::N,मैल,кал
337,Dreck::N,गंदगी,кал
338,Eisen::N,लोहा,желязо
339,Gold::N,सोना,злато
340,Gold::N,स्वर्ण,злато
341,Silber::N,रजत,сребро
342,Silber::N,चाँदी,сребро
343,Kohle::N,कोयला,въглища
344,Glas::N,काँच,стъкло
345,Lehm::N,चिकनी मिट्टी,глина
346,Sand::N,रेत,пясък
347,Sand::N,बालू,пясък
348,Mensch::N,मानव,човек
349,Mensch::N,इनसान,човек
350,Mensch::N,मनुष्य,човек
351,Mann::N,आदमी,мъж
352,Mann::N,पुरुष,мъж
353,Frau::N,औरत,жена
354,Frau::N,महिला,жена
355,Frau::N,स्त्री,жена
356,Kind::N,बाल,дете
357,Kind::N,बच्चा,дете
358,Junge::N,लड़का,момче
359,Mädchen::N,लड़की,момиче
360,Mädchen::N,कुमारी,момиче
361,Familie::N,परिवार,фамилия
362,Familie::N,परिवार,семейство
363,Großvater::N,दादा,дядо
364,Großmutter::N,नानी,баба
365,Eltern::N,माँ-बाप,родители
366,Eltern::N,माता-पिता,родители
367,Vater::N,बाप,баща
368,Vater::N,पिता,баща
369,Mutter::N,माँ,майка
370,Mutter::N,माता,майка
371,Sohn::N,बेटा,син
372,Sohn::N,पुत्र,син
373,Tochter::N,बेटी,дъщеря
374,Tochter::N,पुत्री,дъщеря
375,Bruder::N,भाई,брат
376,Bruder::N,भ्राता,брат
377,Schwester::N,बहन,сестра
378,Schwester::N,भगिनी,сестра
379,Onkel::N,ताऊ,чичо
380,Onkel::N,ताऊ,вуйчо
381,Onkel::N,काका,чичо
382,Onkel::N,काका,вуйчо
383,Tante::N,बूआ,леля
384,Tante::N,फूफी,леля
385,Tante::N,ख़ाला,леля
386,Ehemann::N,पति,съпруг
387,Ehemann::N,शौहर,съпруг
388,Ehefrau::N,बीवी,съпруга
389,Freude::N,आनंद,радост
390,Freude::N,प्रसन्नता,радост
391,Gelächter::N,हँसी,смях
392,Gelächter::N,क़हक़हा,смях
393,Glück::N,आनंद,щастие
394,Glück::N,ख़ुशी,щастие
395,Kummer::N,शोक,тъга
396,Kummer::N,दुःख,тъга
397,Wunsch::N,इच्छा,желание
398,Wunsch::N,अभिलाषा,желание
399,Lust::N,चाह,желание
400,Lust::N,कामना,желание
401,Geist::N,जान,дух
402,Geist::N,प्राण,дух
403,Gedanke::N,विचार,мисъл
404,Gedächtnis::N,याददाश्त,памет
405,Gedächtnis::N,स्मरण-शक्ति,памет
406,Verstand::N,समझ,ум
407,Verstand::N,समझ,разум
408,Verstand::N,अक़्ल,ум
409,Verstand::N,अक़्ल,разум
410,Verstand::N,बुद्धि,ум
411,Verstand::N,बुद्धि,разум
412,Sinn::N,अर्थ,смисъл
413,Grund::N,वजह,причина
414,Grund::N,कारण,причина
415,Wahrheit::N,सत्य,правда
416,Wahrheit::N,सच्चाई,правда
417,Gespräch::N,चर्चा,разговор
418,Gespräch::N,वार्ता,разговор
419,Gespräch::N,बात-चीत,разговор
420,Märchen::N,क़िस्सा,приказка
421,Erzählung::N,कथा,разказ
422,Erzählung::N,कहानी,разказ
423,Nachricht::N,सूचना,вест
424,Nachricht::N,सूचना,известие
425,Nachricht::N,समाचार,вест
426,Nachricht::N,समाचार,известие
427,Neuigkeit::N,ख़बर,новина
428,Neuigkeit::N,समाचार,новина
429,Name::N,नाम,име
430,Rätsel::N,पहेली,гатанка
431,Rede::N,वचन,реч
432,Rede::N,वचन,слово
433,Rede::N,भाषण,реч
434,Rede::N,भाषण,слово
435,Sprache::N,भाषा,език
436,Sprache::N,ज़बान,език
437,Stimme::N,स्वर,глас
438,Stimme::N,आवाज़,глас
439,Wort::N,शब्द,дума
440,Wort::N,लफ़्ज़,дума
441,Zeichen::N,निशान,знак
442,Ruf::N,पुकार,зов
443,Ruf::N,आह्वान,зов
444,Lärm::N,शोर,шум
445,Lärm::N,शोर,глъчка
446,Lärm::N,हुल्लड़,шум
447,Lärm::N,हुल्लड़,глъчка
448,Laut::N,स्वर,звук
449,Laut::N,ध्वनि,звук
450,Ton::N,सुर,тон
451,Ton::N,स्वर,тон
452,Lied::N,गीत,песен
453,Ruhe::N,आराम,тишина
454,Ruhe::N,आराम,спокойствие
455,Ruhe::N,ख़ामोशी,тишина
456,Ruhe::N,ख़ामोशी,спокойствие
457,Leute::N,लोग,хора
458,Volk::N,क़ौम,народ
459,Volk::N,प्रजा,народ
460,Arbeit::N,काम,труд
461,Arbeit::N,काम,работа
462,Gast::N,अतिथि,гост
463,Gast::N,मेहमान,гост
464,Geschenk::N,उपहार,дар
465,Geschenk::N,उपहार,подарък
466,Geschenk::N,तोहफ़ा,дар
467,Geschenk::N,तोहफ़ा,подарък
468,Spiel::N,खेल,игра
469,Spiel::N,क्रीड़ा,игра
470,Gesellschaft::N,साथ,общество
471,Hilfe::N,मदद,помощ
472,Hilfe::N,सहायता,помощ
473,Freund::N,मित्र,приятел
474,Kamerad::N,साथी,другар
475,Kamerad::N,कामरेड,другар
476,Angelegenheit::N,बात,работа
477,Angelegenheit::N,मामला,работа
478,Anzahl::N,तादाद,брой
479,Anzahl::N,तादाद,количество
480,Anzahl::N,संख्या,брой
481,Anzahl::N,संख्या,количество
482,Art::N,तरह,вид
483,Art::N,क़िस्म,вид
484,Stück::N,फाँक,къс
485,Stück::N,फाँक,парче
486,Stück::N,टुकड़ा,къс
487,Stück::N,टुकड़ा,парче
488,Teil::N,भाग,дял
489,Teil::N,भाग,част
490,Teil::N,हिस्सा,дял
491,Teil::N,हिस्सा,част
492,Hälfte::N,अर्धभाग,половина
493,Kreis::N,चक्कर,кръг
494,Kreuz::N,सलीब,кръст
495,Kreuz::N,क्रूस,кръст
496,Linie::N,लाइन,черта
497,Strich::N,लकीर,щрих
498,Strich::N,लकीर,черта
499,Abstand::N,अंतर,дистанция
500,Abstand::N,अंतर,разстояние
501,Abstand::N,फ़ासला,дистанция
502,Abstand::N,फ़ासला,разстояние
503,Entfernung::N,दूरी,разстояние
504,Entfernung::N,फ़ासला,разстояние
505,Gegend::N,इलाक़ा,местност
506,Platz::N,जगह,място
507,Platz::N,स्थान,място
508,Ort::N,स्थल,място
509,Ort::N,स्थान,място
510,Seite::N,ओर,страна
511,Seite::N,तरफ़,страна
512,Mitte::N,बीच,среда
513,Mitte::N,मध्य,среда
514,Gegenstand::N,चीज़,предмет
515,Gegenstand::N,पदार्थ,предмет
516,Sache::N,चीज़,вещ
517,Sache::N,वस्तु,вещ
518,Rand::N,छोर,ръб
519,Rand::N,उपांत,ръб
520,Kante::N,कोर,ръб
521,Kante::N,कोर,кант
522,Kante::N,किनारा,ръб
523,Kante::N,किनारा,кант
524,Ecke::N,कोना,ъгъл
525,Ecke::N,नुक्कड़,ъгъл
526,Spitze::N,नोक,връх
527,Spitze::N,नोक,острие
528,Ende::N,छोर,край
529,Ende::N,सिरा,край
530,Loch::N,छेद,дупка
531,Loch::N,सूराख़,дупка
532,Winkel::N,कोण,кът
533,Winkel::N,कोण,ъгъл
534,Winkel::N,कोना,кът
535,Winkel::N,कोना,ъгъл
536,Muster::N,नमूना,десен
537,Muster::N,नमूना,образец
538,Muster::N,डिज़ाइन,десен
539,Muster::N,डिज़ाइन,образец
540,Größe::N,परिमाण,големина
541,Größe::N,विस्तार,големина
542,Länge::N,लंबाई,дължина
543,Höhe::N,ऊँचाई,висота
544,Höhe::N,ऊँचाई,височина
545,Höhe::N,उच्चता,висота
546,Höhe::N,उच्चता,височина
547,Gewicht::N,भार,тегло
548,Gewicht::N,भार,тежест
549,Gewicht::N,वज़न,тегло
550,Gewicht::N,वज़न,тежест
551,Menge::N,मात्रा,количество
552,Haufen::N,ढेर,куп
553,Haufen::N,ढेर,грамада
554,Haufen::N,अंबार,куп
555,Haufen::N,अंबार,грамада
556,Reihe::N,क़तार,ред
557,Reihe::N,क़तार,редица
558,Reihe::N,पंक्ति,ред
559,Reihe::N,पंक्ति,редица
560,Boot::N,नाव,лодка
561,Boot::N,नौका,лодка
562,Ruder::N,चप्पू,весло
563,Ruder::N,चप्पू,гребло
564,Schlitten::N,बर्फ़-गाड़ी,шейна
565,Ski::N,स्की,ски
566,Lagerfeuer::N,अलाव,огнище
567,Lagerfeuer::N,कैंप-फ़ायर,огнище
568,Last::N,भार,товар
569,Gang::N,चाल,ход
570,Gang::N,चाल,вървеж
571,Schritt::N,डग,стъпка
572,Schritt::N,क़दम,стъпка
573,Norden::N,उत्तर,север
574,Süden::N,दक्खिन,юг
575,Westen::N,पश्चिम,запад
576,Osten::N,पूरब,изток
577,Holz::N,काठ,дърво
578,Holz::N,काष्ठ,дърво
579,Brett::N,पटरा,дъска
580,Brett::N,तख़्ता,дъска
581,Platte::N,फलक,
582,Platte::N,तख़्ता,
583,Stütze::N,टेक,
584,Stütze::N,थूनी,
585,Stange::N,छड़,прът
586,Stange::N,छड़,върлина
587,Stange::N,बाँस,прът
588,Stange::N,बाँस,върлина
589,Stock::N,लाठी,прът
590,Stock::N,लाठी,тояга
591,Stab::N,लग्गा,прът
592,Rohr::N,नल,цев
593,Rohr::N,नल,тръба
594,Haus::N,घर,къща
595,Haus::N,मकान,къща
596,Heim::N,घर,дом
597,Heim::N,गृह,дом
598,Ofen::N,चूल्हा,печка
599,Fußboden::N,फ़र्श,под
600,Tisch::N,मेज़,маса
601,Stuhl::N,कुरसी,стол
602,Wiege::N,पालना,люлка
603,Wiege::N,हिंडोला,люлка
604,Bett::N,खाट,легло
605,Bett::N,खाट,креват
606,Bett::N,पलंग,легло
607,Bett::N,पलंग,креват
608,Regal::N,शेल्फ़,рафт
609,Regal::N,शेल्फ़,етажерка
610,Kiste::N,पेटी,кутия
611,Kiste::N,पेटी,сандък
612,Kiste::N,डिब्बा,кутия
613,Kiste::N,डिब्बा,сандък
614,Fenster::N,खिड़की,прозорец
615,Tür::N,द्वार,врата
616,Tür::N,दरवाज़ा,врата
617,Tor::N,फाटक,врата
618,Zaun::N,बाड़ा,ограда
619,Dach::N,छत,покрив
620,Dach::N,छप्पर,покрив
621,Leiter::N,सीढ़ी,стълба
622,Besen::N,झाड़ू,метла
623,Besen::N,बुहारी,метла
624,Spaten::N,कुदाल,лопата
625,Schaufel::N,बेलचा,лопата
626,Schaufel::N,फावड़ा,лопата
627,Gabel::N,काँटा,вилица
628,Löffel::N,चम्मच,лъжица
629,Messer::N,छुरा,нож
630,Messer::N,चाक़ू,нож
631,Nagel::N,कील,гвоздей
632,Nagel::N,मेख़,гвоздей
633,Netz::N,जाल,мрежа
634,Haken::N,अंकुश,кука
635,Haken::N,अंकुश,закачалка
636,Griff::N,मूठ,ръчка
637,Griff::N,मूठ,дръжка
638,Griff::N,हत्था,ръчка
639,Griff::N,हत्था,дръжка
640,Schloss::N,ताला,брава
641,Schloss::N,ताला,ключалка
642,Bild::N,चित्र,картина
643,Figur::N,मूर्ति,фигура
644,Puppe::N,पुतली,кукла
645,Puppe::N,गुड़िया,кукла
646,Beutel::N,झोला,кесия
647,Bündel::N,पुलिंदा,връзка
648,Tasche::N,बेग,чанта
649,Tasche::N,बस्ता,чанта
650,Eimer::N,बाल्टी,кофа
651,Deckel::N,ढक्कन,капак
652,Deckel::N,ढक्कन,похлупак
653,Geschirr::N,बरतन-भाँड़े,съдове
654,Sack::N,बोरा,чувал
655,Tasse::N,प्याला,чаша
656,Topf::N,देग़चा,гърне
657,Topf::N,देग़चा,тенджера
658,Kessel::N,देग़,котел
659,Kessel::N,बटलोई,котел
660,Essen::N,खाना,ядене
661,Nahrung::N,भोजन,храна
662,Speise::N,खाना,ястие
663,Speise::N,व्यंजन,ястие
664,Fleisch::N,मांस,месо
665,Fleisch::N,गोश्त,месо
666,Getreide::N,अनाज,зърнено храни
667,Brei::N,भरता,каша
668,Brei::N,दलिया,каша
669,Brot::N,रोटी,хляб
670,Scheibe::N,कतला,резен
671,Fett::N,वसा,мазнина
672,Fett::N,चरबी,мазнина
673,Butter::N,मक्खन,масло
674,Öl::N,तेल,олио
675,Öl::N,तेल,оливия
676,Salz::N,नमक,сол
677,Suppe::N,सूप,супа
678,Suppe::N,शोरबा,супа
679,Honig::N,शहद,мед
680,Milch::N,दूध,мляко
681,Tee::N,चाय,чай
682,Leder::N,चमड़ा,кожа
683,Wolle::N,ऊन,вълна
684,Stoff::N,कपड़ा,плат
685,Stoff::N,कपड़ा,материал
686,Nadel::N,सूई,игла
687,Faden::N,डोरा,конец
688,Knopf::N,बटन,копче
689,Knopf::N,घुंडी,копче
690,Knoten::N,गाँठ,възел
691,Knoten::N,गुत्थी,възел
692,Farbe::N,रंग,боя
693,Farbe::N,वर्ण,боя
694,Kleidung::N,पहनावा,дрехи
695,Kleidung::N,पहनावा,облекло
696,Hemd::N,कुरता,риза
697,Hemd::N,क़मीज़,риза
698,Kragen::N,गरदनी,яка
699,Kragen::N,गरेबान,яка
700,Ärmel::N,आस्तीन,ръкав
701,Hose::N,पैंट,панталони
702,Hose::N,पतलून,панталони
703,Gürtel::N,पेटी,пояс
704,Gürtel::N,पेटी,колан
705,Gürtel::N,मेखला,пояс
706,Gürtel::N,मेखला,колан
707,Mütze::N,टोपी,каскет
708,Mütze::N,टोपी,фуражка
709,Schuh::N,जूता,обувка
710,Stiefel::N,बूट,ботуш
711,Ring::N,अँगूठी,пръстен
712,Band::N,पट्टी,лента
713,Band::N,पट्टी,връзка
714,Kamm::N,कंघी,гребен
715,Spiegel::N,आईना,огледало
716,Spiegel::N,दर्पण,огледало
717,Riemen::N,तसमा,каиш
718,Riemen::N,तसमा,ремък
719,Riemen::N,पट्टा,каиш
720,Riemen::N,पट्टा,ремък
721,Schnur::N,डोरी,връв
722,Schnur::N,सुतली,връв
723,Leine::N,रस्सी,връв
724,Leine::N,रस्सी,въже
725,Decke::N,रज़ाई,покривка
726,Kissen::N,तकिया,възглавница
727,Kissen::N,गाद्दा,възглавница
728,Tuch::N,रूमाल,сукно
729,Tuch::N,वस्त्र,сукно
730,Handtuch::N,अँगोछा,пешкир
731,Handtuch::N,अँगोछा,кърпа за лице
732,Kraft::N,ज़ोर,мощ
733,Kraft::N,ज़ोर,сила
734,Kraft::N,शक्ति,мощ
735,Kraft::N,शक्ति,сила
736,Stärke::N,बल,сила
737,Stärke::N,ताक़त,сила
738,Gesundheit::N,स्वास्थ्य,здраве
739,Gesundheit::N,तंदुरुस्ती,здраве
740,Krankheit::N,रोग,болест
741,Krankheit::N,बीमारी,болест
742,Schmerz::N,दर्द,болка
743,Schmerz::N,पीड़ा,болка
744,Wunde::N,घाव,рана
745,Wunde::N,ज़ख़्म,рана
746,Fieber::N,ज्वर,треска
747,Fieber::N,ज्वर,температура
748,Fieber::N,बुख़ार,треска
749,Fieber::N,बुख़ार,температура
750,Arznei::N,दवा,лек
751,Arznei::N,दवा,лекарство
752,Arznei::N,औषाधि,лек
753,Arznei::N,औषाधि,лекарство
754,Brücke::N,पुल,мост
755,Brücke::N,सेतु,мост
756,Brunnen::N,कुआँ,чешма
757,Brunnen::N,कुआँ,кладенец
758,Weide::N,चरागाह,паша
759,Weide::N,चरागाह,пасище
760,Pfad::N,पथ,пътека
761,Pfad::N,पगडंडी,пътека
762,Weg::N,मार्ग,път
763,Straße::N,राह,шосе
764,Straße::N,रास्ता,шосе
765,Dorf::N,गाँव,село
766,Dorf::N,ग्राम,село
767,Stadt::N,शहर,град
768,Brief::N,ख़त,писмо
769,Brief::N,पत्र,писмо
770,Brief::N,चिट्ठी,писмо
771,Buch::N,किताब,книга
772,Buch::N,पुस्तक,книга
773,Buchstabe::N,अक्षर,буква
774,Zeitung::N,अख़बार,вестник
775,Zeitung::N,समाचार-पत्र,вестник
776,Leben::N,जीवन,живот
777,Leben::N,ज़िंदगी,живот
778,Tod::N,मौत,смърт
779,Tod::N,मृत्यु,смърт
780,Grab::N,क़ब्र,гроб
781,Kirche::N,चर्च,църква
782,Kirche::N,गिरजा,църква
