,Concept_ID,sah,pt
786,damals::ADV,оччоҕо,então
787,danach::ADV,аары,logo
788,danach::ADV,аары,depois
789,danach::ADV,ол кэнниттэн,logo
790,danach::ADV,ол кэнниттэн,depois
791,vorher::ADV,урут,antes
792,zuerst::ADV,маҥнай,primeiro
793,einmal::ADV,биирдэ,uma vez
794,manchmal::ADV,арыт,às vezes
795,oft::ADV,чаастатык,muitas vezes
796,immer::ADV,мэлдьи,sempre
797,niemals::ADV,хаһан да,nunca
798,hier::ADV,маныаха,cá
799,hier::ADV,маныаха,aqui
800,hierhin::ADV,бэттэх,para cá
801,von hier::ADV,мантан,daqui
802,dort::ADV,онно,lá
803,dort::ADV,онно,ali
804,dorthin::ADV,онно,lá
805,dorthin::ADV,онно,para lá
806,geradeaus::ADV,быһа,em frente
807,geradeaus::ADV,быһаччы,em frente
808,vorwärts::ADV,инники,avante
809,rückwärts::ADV,төттөру,para trás
810,zurück::ADV,төттөрү,atrás
811,unten::ADV,аллара,debaixo
812,unten::ADV,аллара,em baixo
813,hinab::ADV,аллара,para baixo
814,oben::ADV,үөһэ,em cima
815,hinauf::ADV,өрө,para cima
816,hinauf::ADV,үөһэ,para cima
817,überall::ADV,бэйдиэ,em toda parte
818,nicht::ADV,буолбатах,não
819,ein wenig::ADV,кыратык,um pouco
820,ein wenig::ADV,кыратык,um bocado
821,kaum::ADV,нэһиилэ,apenas
822,sehr::ADV,бэрт,muito
823,sehr::ADV,наһаа,muito
824,so::ADV,оччо,tão
825,so::ADV,оччо,assim
826,so::ADV,оннук,tão
827,so::ADV,оннук,assim
828,noch::ADV,өссө,ainda
829,nur::ADV,эрэ,só
830,nur::ADV,эрэ,apenas
831,nur::ADV,эрэ,somente
832,nur::ADV,сыччах,só
833,nur::ADV,сыччах,apenas
834,nur::ADV,сыччах,somente
835,schon::ADV,бэлиэр,já
836,wieder::ADV,эмиэ,outra vez
837,vergebens::ADV,таак,em vão
838,vor::PRP,иннигэр,diante de
839,hinter::PRP,кэлин,atrás de
840,unter::PRP,-ҕа,sob
841,unter::PRP,-ҕа,debaixo de
842,unter::PRP,оһох түгэҕэ,sob
843,unter::PRP,оһох түгэҕэ,debaixo de
844,durch::PRP,курдары,por
845,durch::PRP,курдары,através de
846,neben::PRP,аттыгар,junto de
847,neben::PRP,аттыгар,ao lado de
848,zwischen::PRP,ыккардынан,entre
849,wegen::PRP,уҥуортан,por
850,wegen::PRP,уҥуортан,por causa de
851,dies::PRN,ити,isto
852,dies::PRN,бу,isto
853,das::PRN,били,isso
854,das::PRN,били,aquilo
855,alles::PRN,барыта,todo
856,ich::PRN,мин,eu
857,du::PRN,эн,tu
858,er::PRN,кнни,ele
859,wir::PRN,биһиги,nós
860,ihr::PRN,эһиги,vós
861,ihr::PRN,эһиги,vocês
862,sie::PRN,кинилэр,eles
863,was::FPRN,туох,quê
864,wer::FPRN,ким,quem
865,wo::FADV,ханна,onde
866,wohin::FADV,ханна,aonde
867,wohin::FADV,ханна,para onde
868,wie::FADV,хайдах,como
869,warum::FADV,тоҕо,porquê
870,warum::FADV,тоҕо,por que
871,wieviel::FNUM,төһө,quanto
872,eins::NUM,биир,um
873,zwei::NUM,икки,dois
874,drei::NUM,үс,três
875,vier::NUM,түөрт,quatro
876,fünf::NUM,биэс,cinco
877,sechs::NUM,алта,seis
878,sieben::NUM,сэттэ,sete
879,acht::NUM,аҕыс,oito
880,neun::NUM,тоҕус,nove
881,zehn::NUM,уон,dez
882,elf::NUM,уон биир,onze
883,zwölf::NUM,уон икки,doze
884,zwanzig::NUM,сүүрбэ,vinte
885,dreißig::NUM,отут,trinta
886,vierzig::NUM,түөрт уон,quarenta
887,fünfzig::NUM,биэс уон,cinquenta
888,sechzig::NUM,алта уон,sessenta
889,siebzig::NUM,сэттэ уон,setenta
890,achtzig::NUM,аҕыс уон,oitenta
891,neunzig::NUM,тоҕус уонус,noventa
892,hundert::NUM,сүүс,cem
893,hundert::NUM,сүүс,cento
894,tausend::NUM,тыһыынча,mil
895,und::CNJ,да,e
896,und::CNJ,уонна,e
897,und::CNJ,итиэннэ,e
898,oder::CNJ,эбэтэр,ou
899,stehen::V,тур,estar em pé
900,sitzen::V,олор,estar sentado
901,liegen::V,сыт,jazer
902,liegen::V,сыт,estar deitado
903,hängen::V,санньылый,pender
904,hängen::V,санньылый,estar pendurado
905,werden::V,буол,tornar-se
906,passieren::V,буол,acontecer
907,beginnen::V,саҕалан,começar
908,enden::V,бүт,acabar
909,enden::V,бүт,terminar
910,wechseln::V,уларый,variar
911,wechseln::V,уларый,alternar
912,aufgehen[Sonne]::V,ой,nascer
913,untergehen[Sonne]::V,киир,pôr-se
914,scheinen[Sonne]::V,сырдат,brilhar
915,donnern::V,эт,trovejar
916,wehen::V,үр,soprar
917,strömen::V,кутулун,correr
918,fließen::V,сүүр,fluir
919,sich drehen::V,эргий,girar
920,schwanken::V,биэтэҥнээ,oscilar
921,schwingen::V,эйэҥнээ,vibrar
922,fallen::V,оҕут,cair
923,brennen::V,умай,arder
924,rauchen::V,буруолаа,fumegar
925,regnen::V,самыырдаа,chover
926,gefrieren::V,тоҥ,gelar
927,gefrieren::V,тоҥ,congelar
928,tauen::V,ир,derreter
929,tauen::V,ир,descongelar
930,schmelzen::V,уулун,fundir-se
931,trocknen::V,куур,secar
932,sieden::V,оргуй,ferver
933,faulen::V,сытый,estragar-se
934,verfaulen::V,сытыйан_хаал,apodrecer
935,reißen::V,хайыт,romper-se
936,reißen::V,быһытталан,romper-se
937,versinken::V,тимир,afundar-se
938,versinken::V,батылын,afundar-se
939,vergehen::V,дьай,passar
940,erscheinen::V,көһүн,aparecer
941,verschwinden::V,сүт,desaparecer
942,sinken::V,намтаа,descer
943,abnehmen::V,аччаа,diminuir
944,abnehmen::V,аччаа,decrescer
945,zunehmen::V,элбээ,crescer
946,zunehmen::V,элбээ,aumentar
947,steigen::V,үрдээ,subir
948,wachsen::V,үүн,crescer
949,glänzen::V,кылбай,brilhar
950,funkeln::V,күлүмнээ,cintilar
951,funkeln::V,күлүмүрдээ,cintilar
952,lärmen::V,тыаһаа,fazer barulho
953,läuten::V,собуоннаа,chocalhar
954,klingeln::V,линкинээ,tocar
955,klirren::V,айгырат,tinir
956,brausen::V,сирилээ,bramar
957,rauschen::V,суугунаа,murmurar
958,rauschen::V,суугунаа,rumorejar
959,klingen::V,доргуй,soar
960,bellen::V,үр,ladrar
961,heulen::V,улуй,uivar
962,blasen::V,үр,soprar
963,pfeifen::V,иһиир,assobiar
964,schreien::V,кылан,gritar
965,schreien::V,хаһыытаа,gritar
966,stöhnen::V,ынчыктаа,gemer
967,zittern::V,титирээ,tremer
968,zittern::V,дьигиһий,tremer
969,leben::V,олор,viver
970,geboren werden::V,төрөө,nascer
971,atmen::V,тыын,respirar
972,trinken::V,ис,beber
973,essen::V,аһаа,comer
974,schlucken::V,ыйыһын,engolir
975,müde werden::V,сылай,cansar-se
976,einschlafen::V,утуйан хаал,adormecer
977,schlafen::V,утуй,dormir
978,schlafen::V,утуйа сыт,dormir
979,aufwachen::V,уһугун,acordar
980,aufstehen::V,тур,levantar-se
981,sich erholen::V,сынньан,descansar
982,krank werden::V,ыарый,adoecer
983,krank werden::V,ыарый,ficar doente
984,krank sein::V,ыарый,estar doente
985,krank sein::V,ыарыт,estar doente
986,schmerzen::V,ыарыт,doer
987,husten::V,сөтөлүн,tossir
988,genesen::V,көн,convalescer
989,sterben::V,өл,morrer
990,umkommen::V,өл,perecer
991,umkommen::V,оҕут,perecer
992,sich bewegen::V,хамсаа,mover-se
993,sich rühren::V,хамсаа,mexer-se
994,sich erheben::V,тур,levantar-se
995,sich setzen::V,олор,sentar-se
996,hinfallen::V,оҕут,cair
997,laufen::V,хаам,andar
998,laufen::V,хаам,caminhar
999,schreiten::V,атыллаа,andar
1000,schreiten::V,атыллаа,caminhar
1001,spazierengehen::V,дьаарбай,passear
1002,eilen::V,тиэтэй,apressar-se
1003,sich beeilen::V,ыксаа,apressar-se
1004,sich beeilen::V,ыксаа,despachar-se
1005,sausen::V,элээр,correr
1006,rennen::V,сүүрэкэлээ,correr
1007,springen::V,ой,saltar
1008,springen::V,ыстан,saltar
1009,klettern::V,ытын,trepar
1010,schaukeln::V,эйэҥнээ,baloiçar
1011,schaukeln::V,биэрэҥнээ,baloiçar
1012,kriechen::V,сыыл,rastejar
1013,kriechen::V,сыыл,arrastar-se
1014,schwimmen::V,уһун,nadar
1015,schwimmen::V,харбаа,nadar
1016,tauchen::V,умус,mergulhar
1017,rudern::V,эрт,remar
1018,fahren::V,айаннаа,ir
1019,fliegen::V,көт,voar
1020,gehen::V,бар,ir
1021,gehen::V,бар,andar
1022,weggehen::V,бар,partir
1023,weggehen::V,бар,ir-se embora
1024,abfahren::V,бар,sair
1025,abfahren::V,бар,partir
1026,anhalten::V,тохтоо,parar
1027,hineingehen::V,киир,entrar
1028,eintreten::V,киир,entrar
1029,kommen::V,кэл,vir
1030,ankommen::V,кэл,chegar
1031,ankommen::V,тиий,chegar
1032,zurückkommen::V,төнүн,voltar
1033,zurückkommen::V,төнүн,regressar
1034,bleiben::V,хаал,ficar
1035,bleiben::V,хаал,permanecer
1036,warten::V,көһүт,esperar
1037,erwarten::V,күүт,esperar
1038,erwarten::V,күүт,aguardar
1039,erwarten::V,көһүт,esperar
1040,erwarten::V,көһүт,aguardar
1041,suchen::V,ирдээ,buscar
1042,suchen::V,ирдээ,procurar
1043,suchen::V,көрдөө,buscar
1044,suchen::V,көрдөө,procurar
1045,finden::V,бул,achar
1046,finden::V,бул,encontrar
1047,versuchen::V,сорун,tentar
1048,vorbereiten::V,бэлэмнээ,preparar
1049,lieben::V,таптаа,amar
1050,lieben::V,таптаа,querer
1051,mögen::V,сөбүл,gostar de
1052,lachen::V,күл,rir
1053,lachen::V,күл,rir-se
1054,rühren::V,долгут,comover
1055,weinen::V,ытаа,chorar
1056,schimpfen::V,үөҕүс,ralhar
1057,sich ärgern::V,кыыһыр,zangar-se
1058,sich ärgern::V,кыйахан,zangar-se
1059,sich fürchten::V,куттан,ter medo de
1060,sich fürchten::V,куттан,ter receio de
1061,sich fürchten::V,дьиксин,ter medo de
1062,sich fürchten::V,дьиксин,ter receio de
1063,fürchten::V,дьиксин,temer
1064,fürchten::V,дьиксин,recear
1065,fürchten::V,куттан,temer
1066,fürchten::V,куттан,recear
1067,fliehen::V,күрээ,fugir
1068,flüchten::V,күрээ,refugiar-se
1069,sehen::V,көр,ver
1070,anschauen::V,көр,olhar
1071,ansehen::V,көр,mirar
1072,hören::V,бил,ouvir
1073,hören::V,иһит,ouvir
1074,zuhören::V,иһит,escutar
1075,probieren::V,боруобалаан көр,provar
1076,probieren::V,боруобалаан көр,saborear
1077,probieren::V,амсайан көр,provar
1078,probieren::V,амсайан көр,saborear
1079,riechen::V,сытырҕаа,cheirar
1080,fühlen::V,бил,sentir
1081,scheinen::V,көһүн,parecer
1082,zu sehen sein::V,көһүн,estar à vista
1083,vernehmen::V,иһит,ouvir
1084,frieren::V,тоҥ,ter frio
1085,frieren::V,үлүй,ter frio
1086,tun::V,гын,fazer
1087,können::V,кыай,saber
1088,wollen::V,баҕар,querer
1089,anfangen::V,саҕалаа,iniciar
1090,beenden::V,бүтэр,acabar
1091,beenden::V,бүтэр,terminar
1092,aufhören::V,уурай,cessar
1093,aufhören::V,уурай,desistir
1094,gelingen::V,сатан,sair bem
1095,gelingen::V,сатан,dar bom resultado
1096,geraten::V,баар буолан биэр,sair
1097,geraten::V,баар буолан биэр,dar resultado
1098,geraten::V,баар буола тус,sair
1099,geraten::V,баар буола тус,dar resultado
1100,geraten::V,буолан таҕыс,sair
1101,geraten::V,буолан таҕыс,dar resultado
1102,öffnen::V,ас,abrir
1103,schließen::V,сап,fechar
1104,schließen::V,хатаа,fechar
1105,stellen::V,уур,pôr
1106,stellen::V,уур,colocar
1107,stellen::V,туруор,pôr
1108,stellen::V,туруор,colocar
1109,setzen::V,туруор,pôr
1110,setzen::V,туруор,meter
1111,setzen::V,уур,pôr
1112,setzen::V,уур,meter
1113,legen::V,уур,pôr
1114,legen::V,уур,meter
1115,berühren::V,тыыт,tocar
1116,berühren::V,таарый,tocar
1117,verbinden::V,кэлгий,unir
1118,verbinden::V,кэлгий,ligar
1119,bedecken::V,бүрүй,cobrir
1120,aufhängen::V,ыйаа,pendurar
1121,anzünden::V,умат,acender
1122,aufheben::V,өрө тарт,apanhar
1123,aufheben::V,өрө тарт,levantar
1124,zurücklassen::V,бырах,deixar
1125,verlieren::V,сүтэр,perder
1126,fallen lassen::V,түһэр,deixar cair
1127,fallen lassen::V,мүлчү тут,deixar cair
1128,machen::V,оҥор,fazer
1129,machen::V,оҥоһун,fazer
1130,herstellen::V,оҥор,produzir
1131,bauen::V,тут,edificar
1132,bauen::V,тут,construir
1133,reparieren::V,абырахтаа,reparar
1134,reparieren::V,абырахтаа,consertar
1135,verbessern::V,тупсар,melhorar
1136,ändern::V,уларыт,mudar
1137,ändern::V,уларыт,alterar
1138,graben::V,хас,cavar
1139,beugen::V,бокут,curvar
1140,beugen::V,токурут,curvar
1141,beugen::V,бүк баттаа,curvar
1142,biegen::V,иэх,vergar
1143,biegen::V,өҕүлүннэр,vergar
1144,drehen::V,эргит,girar
1145,drehen::V,эргичит,girar
1146,wenden::V,эргилин,virar
1147,wenden::V,эргилин,voltar
1148,umdrehen::V,түҥнэр,virar
1149,umdrehen::V,түҥнэр,revolver
1150,heben::V,көтөх,levantar
1151,hochheben::V,таһаар,erguer
1152,hochheben::V,таһаар,levantar
1153,ergreifen::V,тут,apanhar
1154,halten::V,тут,segurar
1155,drücken::V,ык,apertar
1156,schieben::V,ас,empurrar
1157,kratzen::V,кыһыы,raspar
1158,lecken::V,салаа,lamber
1159,beißen::V,ытыр,morder
1160,abreißen::V,быһа тарт,arrancar
1161,abreißen::V,туура тарт,arrancar
1162,abschneiden::V,быс,talhar
1163,abschneiden::V,быһан ыл,talhar
1164,abschneiden::V,быһа баттаа,talhar
1165,binden::V,кэлгий,ligar
1166,stecken::V,батары ас,meter
1167,stecken::V,батары ас,enfiar
1168,brechen::V,тоһут,romper
1169,brechen::V,тоһут,quebrar
1170,klopfen::V,тоҥсуй,bater
1171,hauen::V,оҕус,bater
1172,kleben::V,силимнээ,colar
1173,reiben::V,аал,esfregar
1174,streichen::V,сыбаа,barrar
1175,schleifen::V,чочуй,afiar
1176,schneiden::V,быс,cortar
1177,rütteln::V,иэҕэҥнэт,sacudir
1178,schütteln::V,сахсый,abanar
1179,schütteln::V,сахсый,sacudir
1180,schwenken::V,дайбаа,agitar
1181,schütten::V,кут,deitar
1182,füllen::V,толор,encher
1183,einwickeln::V,суулаа,envolver
1184,einwickeln::V,суулаа,embrulhar
1185,tragen::V,ит,levar
1186,tragen::V,ит,trazer
1187,schleppen::V,сос,arrastar
1188,ziehen::V,тарт,puxar
1189,aufbewahren::V,уур,guardar
1190,aufbewahren::V,уур,conservar
1191,aufbewahren::V,харай,guardar
1192,aufbewahren::V,харай,conservar
1193,werfen::V,бырах,lançar
1194,fangen::V,хап,apanhar
1195,packen::V,тут,agarrar
1196,verstecken::V,саһыар,esconder
1197,teilen::V,үллэр,partir
1198,teilen::V,үллэр,dividir
1199,schicken::V,ыыт,enviar
1200,bringen::V,аҕал,trazer
1201,hinzufügen::V,эп,acrescentar
1202,bekommen::V,ыл,obter
1203,bekommen::V,булун,obter
1204,erhalten::V,ыл,receber
1205,nehmen::V,ыл,tomar
1206,wählen::V,быыбардаа,eleger
1207,wählen::V,быыбардаа,escolher
1208,auswählen::V,тал,escolher
1209,auswählen::V,тал,seleccionar
1210,bewahren::V,харай,guardar
1211,bewahren::V,харай,conservar
1212,behindern::V,мэһэйдээ,impedir
1213,verderben::V,буорту гын,estragar
1214,verderben::V,буорту гын,corromper
1215,beschädigen::V,алдьат,danificar
1216,zerbrechen::V,үлтүрүт,romper
1217,zerbrechen::V,үлтүрүт,quebrar
1218,zerreißen::V,хайыта тарт,rasgar
1219,zerstören::V,алдьат,destruir
1220,verbrennen::V,уоттаа,queimar
1221,geben::V,биэр,dar
1222,reichen::V,аҕал,passar
1223,schenken::V,бэлэхтээ,oferecer
1224,versprechen::V,эрэннэр,prometer
1225,wünschen::V,баҕар,desejar
1226,loben::V,хайҕаа,louvar
1227,küssen::V,уураа,beijar
1228,wiegen::V,бигээ,embalar
1229,zudecken::V,сап,tapar
1230,zudecken::V,сап,cobrir
1231,zudecken::V,бүрүй,tapar
1232,zudecken::V,бүрүй,cobrir
1233,wecken::V,уһугуннар,acordar
1234,wecken::V,уһугуннар,despertar
1235,zeigen::V,көрдөр,mostrar
1236,führen::V,салай,guiar
1237,führen::V,салай,conduzir
1238,lehren::V,үөрэт,ensinar
1239,unterrichten::V,үөрэт,instruir
1240,aufziehen::V,иит,criar
1241,leiten::V,салай,dirigir
1242,leiten::V,салай,conduzir
1243,antreiben::V,кыһай,impelir
1244,lassen::V,күһэй,fazer
1245,einladen::V,ыҥыр,convidar
1246,vereinigen::V,холбоо,unir
1247,vereinigen::V,холбоо,reunir
1248,vereinigen::V,түм,unir
1249,vereinigen::V,түм,reunir
1250,besuchen::V,сырыт,ir ver
1251,besuchen::V,сырыт,visitar
1252,besuchen::V,билсэ сырыт,ir ver
1253,besuchen::V,билсэ сырыт,visitar
1254,treffen::V,көрүс,encontrar
1255,sich versammeln::V,мүһүн,reunir-se
1256,sich versammeln::V,түмүс,reunir-se
1257,spielen::V,оонньоо,jogar
1258,spielen::V,оонньоо,brincar
1259,singen::V,ыллаа,cantar
1260,tanzen::V,үҥкүүлээ,bailar
1261,sich trennen::V,араҕыс,apartar-se
1262,verlassen::V,хааллар,deixar
1263,verlassen::V,хааллар,abandonar
1264,retten::V,өрүһүй,salvar
1265,bewachen::V,араҥаччылаа,vigiar
1266,bewachen::V,араҥаччылаа,guardar
1267,schützen::V,көмүскээ,proteger
1268,verteidigen::V,көмүскээ,defender
1269,sich schlagen::V,охсус,brigar
1270,sich schlagen::V,охсус,bater-se
1271,schießen::V,ытыалаа,disparar
1272,siegen::V,хот,vencer
1273,siegen::V,кыай,vencer
1274,ärgern::V,кыыһырт,irritar
1275,ärgern::V,кыыһырт,aborrecer
1276,schlagen::V,оҕус,bater
1277,treten::V,тэп,pisar
1278,stechen::V,кэй,picar
1279,stoßen::V,кэп,empurrar
1280,stoßen::V,үтүрүй,empurrar
1281,stehlen::V,уор,furtar
1282,stören::V,мэһэйдээ,perturbar
1283,belästigen::V,батар,incomodar
1284,belästigen::V,батар,importunar
1285,verbergen::V,кистээ,ocultar
1286,verbergen::V,кистээ,esconder
1287,täuschen::V,албыннаа,iludir
1288,täuschen::V,албыннаа,enganar
1289,betrügen::V,албыннаа,burlar
1290,betrügen::V,албыннаа,enganar
1291,töten::V,өлөр,matar
1292,wohnen::V,олор,morar
1293,arbeiten::V,үлэлээ,trabalhar
1294,sammeln::V,мус,recolher
1295,sammeln::V,мус,coleccionar
1296,sammeln::V,хомуй,recolher
1297,sammeln::V,хомуй,coleccionar
1298,pflücken::V,үргээ,colher
1299,jagen::V,бултаа,caçar
1300,fischen::V,балыктаа,pescar
1301,fassen::V,тут,apanhar
1302,hüten::V,манаа,guardar
1303,treiben::V,үүр,conduzir
1304,anbinden::V,баай,atar
1305,füttern::V,аһат,dar de comer a
1306,melken::V,ыа,ordenhar
1307,hacken::V,кэрт,rachar
1308,gießen::V,сиигирт,regar
1309,reifen::V,бус,amadurecer
1310,zubereiten::V,бэлэмнээ,preparar
1311,kochen::V,буһар,cozer
1312,backen::V,буһар,cozer
1313,braten::V,хооруй,assar
1314,braten::V,хооруй,fritar
1315,braten::V,ыһаарылаа,assar
1316,braten::V,ыһаарылаа,fritar
1317,braten::V,соркуойдаа,assar
1318,braten::V,соркуойдаа,fritar
1319,umrühren::V,былаа,remexer
1320,stricken::V,өр,tricotar
1321,stricken::V,өр,fazer malha
1322,nähen::V,иистэн,coser
1323,nähen::V,иистэн,costurar
1324,färben::V,кырааскалаа,tingir
1325,färben::V,кырааскалаа,colorir
1326,reinigen::V,ыраастаа,limpar
1327,reinigen::V,ыраастаа,purificar
1328,waschen::V,сууй,lavar
1329,abwischen::V,сот,limpar
1330,abwischen::V,сот,esfregar
1331,spülen::V,сайҕаа,lavar
1332,spülen::V,сайҕаа,enxaguar
1333,fegen::V,сиппий,varrer
1334,kehren::V,харбаа,varrer
1335,baden::V,сөтүөлээ,banhar
1336,baden::V,сөтүөлээ,tomar banho
1337,sich waschen::V,суун,lavar-se
1338,ausziehen::V,уһул,despir
1339,anziehen::V,кэтэрт,vestir
1340,sich anziehen::V,таҥын,vestir-se
1341,kämmen::V,тараа,pentear
1342,schmücken::V,симээ,adornar
1343,sagen::V,диэ,dizer
1344,sprechen::V,эт,falar
1345,sprechen::V,саҥар,falar
1346,reden::V,кэпсэт,falar
1347,sich unterhalten::V,кэпсэт,conversar
1348,fragen::V,ыйыт,perguntar
1349,bitten::V,көрдөс,pedir
1350,erzählen::V,кэпсээ,contar
1351,erzählen::V,сэһэргээ,contar
1352,mitteilen::V,биллэр,comunicar
1353,mitteilen::V,биллэр,participar
1354,nennen::V,ааттаа,nomear
1355,nennen::V,ааттаа,apelidar
1356,rufen::V,ыҥыр,chamar
1357,prahlen::V,чабылан,gabar-se
1358,prahlen::V,чабылан,vangloriar-se
1359,prahlen::V,киһиргээ,gabar-se
1360,prahlen::V,киһиргээ,vangloriar-se
1361,übersetzen::V,тылбаастаа,traduzir
1362,denken::V,санаа,pensar
1363,denken::V,толкуйдаа,pensar
1364,glauben::V,итэҕэй,crer
1365,bemerken::V,бэлиэтээ,notar
1366,bemerken::V,бэлиэтээ,observar
1367,erkennen::V,бил,reconhecer
1368,begreifen::V,өйдөө,apreender
1369,begreifen::V,өйдөө,compreender
1370,verstehen::V,өйдөө,entender
1371,verstehen::V,өйдөө,compreender
1372,lernen::V,үөрэн,aprender
1373,wissen::V,бил,saber
1374,sich erinnern an::V,аҕын,lembrar-se de
1375,sich erinnern an::V,аҕын,recordar-se de
1376,vergessen::V,умун,esquecer
1377,messen::V,кэмнээ,medir
1378,messen::V,кээмэйдээ,medir
1379,zählen::V,аах,contar
1380,rechnen::V,аах,calcular
1381,lesen::V,аах,ler
1382,malen::V,уруһуйдаа,pintar
1383,zeichnen::V,уруһуйдаа,desenhar
1384,schreiben::V,суруй,escrever
1385,besitzen::V,баһылаа,possuir
1386,kaufen::V,атыылас,comprar
1387,verkaufen::V,атыылаа,vender
1388,bezahlen::V,төлөө,pagar
1389,zahlen::V,төлөө,pagar
1390,beherrschen::V,баһылаа,imperar
1391,ertragen::V,тулуй,suportar
