,Concept_ID,sk,tt
817,zurück::ADV,späť,кире
818,zurück::ADV,naspäť,кире
819,unten::ADV,dolu,түбәндә
820,unten::ADV,naspodku,түбәндә
821,hinab::ADV,dolu,аска
822,oben::ADV,hore,өстә
823,oben::ADV,hore,югарыда
824,oben::ADV,navrchu,өстә
825,oben::ADV,navrchu,югарыда
826,hinauf::ADV,hore,өскә
827,hinauf::ADV,navrch,өскә
828,überall::ADV,všade,hәркайда
829,nicht::ADV,nie,түгел
830,ein wenig::ADV,trocha,бераз
831,kaum::ADV,ledva,көчкә
832,sehr::ADV,veľmi,бик
833,so::ADV,tak,алай
834,so::ADV,takto,алай
835,noch::ADV,ešte,янә
836,noch::ADV,ešte,тагын
837,nur::ADV,len,фәкать
838,schon::ADV,už,инде
839,wieder::ADV,zasa,янә
840,wieder::ADV,zasa,тагын
841,vergebens::ADV,márne,юкка
842,vergebens::ADV,nadarmo,юкка
843,vor::PRP,pred,алдыннан
844,hinter::PRP,za,арттан
845,unter::PRP,pod,астында
846,durch::PRP,cez,аша
847,neben::PRP,pri,тирәсендә
848,neben::PRP,vedľa,тирәсендә
849,zwischen::PRP,medzi,арасында
850,wegen::PRP,pre,сәбәпле
851,wegen::PRP,kvôli,сәбәпле
852,dies::PRN,to,бу
853,dies::PRN,táto,бу
854,das::PRN,to,ул
855,alles::PRN,všetko,һәммә
856,ich::PRN,ja,мин
857,du::PRN,ty,син
858,er::PRN,on,ул
859,wir::PRN,my,без
860,ihr::PRN,vy,сез
861,sie::PRN,oni,ул
862,was::FPRN,čo,ни
863,was::FPRN,čo,нәрсә
864,wer::FPRN,kto,кем
865,wo::FADV,kde,кайда
866,wohin::FADV,kam,кая
867,wie::FADV,ako,ничек
868,warum::FADV,prečo,нигә
869,wieviel::FNUM,koľko,ничә
870,eins::NUM,jeden,бер
871,zwei::NUM,dva,ике
872,drei::NUM,tri,өч
873,vier::NUM,štyri,дүрт
874,fünf::NUM,päť,биш
875,sechs::NUM,šesť,алты
876,sieben::NUM,sedem,җиде
877,acht::NUM,osem,сигез
878,neun::NUM,deväť,тугыз
879,zehn::NUM,desať,ун
880,elf::NUM,jedenásť,унбер
881,zwölf::NUM,dvanásť,унике
882,zwanzig::NUM,dvadsať,егерме
883,dreißig::NUM,tridsať,утыз
884,vierzig::NUM,štyridsať,кырык
885,fünfzig::NUM,päťdesiat,илле
886,sechzig::NUM,šesťdesiat,алтмыш
887,siebzig::NUM,sedemdesiat,җитмеш
888,achtzig::NUM,osemdesiat,сиксән
889,neunzig::NUM,deväťdesiat,туксан
890,hundert::NUM,sto,йөз
891,tausend::NUM,tisíc,мең
892,und::CNJ,i,вә
893,oder::CNJ,alebo,яки
894,oder::CNJ,alebo,яисә
895,stehen::V,stáť,тору
896,sitzen::V,sedieť,утыру
897,liegen::V,ležať,яту
898,hängen::V,visieť,эленү
899,werden::V,stať sa,булу
900,passieren::V,stať sa,булу
901,beginnen::V,začať sa,башлану
902,enden::V,končiť sa,бетү
903,wechseln::V,meniť sa,үзгәртү
904,aufgehen[Sonne]::V,vychádzať,чыгу
905,untergehen[Sonne]::V,zapadnúť,бату
906,scheinen[Sonne]::V,svietiť,яктырту
907,donnern::V,hrmieť,күкрәү
908,wehen::V,viať,исү
909,strömen::V,prúdiť,агу
910,fließen::V,tiecť,агу
911,sich drehen::V,točiť sa,бөтерелү
912,sich drehen::V,krútiť sa,бөтерелү
913,schwanken::V,kolísať,икеләнү
914,schwanken::V,klátiť sa,икеләнү
915,schwingen::V,kývať sa,тирбәлү
916,schwingen::V,chvieť sa,тирбәлү
917,fallen::V,padať,егылу
918,brennen::V,páliť,яну
919,brennen::V,horieť,яну
920,rauchen::V,dymiť sa,төтәү
921,rauchen::V,dymiť sa,төтенләү
922,regnen::V,pršať,яву
923,gefrieren::V,zamrznút,кату
924,tauen::V,taviť sa,эрү
925,tauen::V,taviť sa,эретү
926,schmelzen::V,taviť sa,эрү
927,schmelzen::V,taviť sa,эретү
928,trocknen::V,schnúť,кибү
929,sieden::V,vrieť,ургылу
930,faulen::V,hniť,черү
931,verfaulen::V,zhniť,черү
932,reißen::V,pretrhnúť sa,өзелү
933,versinken::V,zapadnúť,бату
934,versinken::V,potopiť sa,бату
935,vergehen::V,plynúť,авышу
936,erscheinen::V,objaviť sa,пәйда булу
937,verschwinden::V,zmiznúť,югалу
938,verschwinden::V,zmiznúť,юк булу
939,sinken::V,klesať,кимү
940,sinken::V,klesať,кайту
941,abnehmen::V,ubúdať,азаю
942,zunehmen::V,pribúdať,арту
943,zunehmen::V,pribúdať,күбәю
944,zunehmen::V,pribúdať,ишәю
945,steigen::V,stúpať,үсү
946,wachsen::V,rásť,үсү
947,glänzen::V,jagať sa,ялкылдау
948,glänzen::V,lesknúť sa,ялкылдау
949,funkeln::V,iskriť sa,ялтырау
950,lärmen::V,lomoziť,шаулау
951,läuten::V,cengať,шалтырату
952,klingeln::V,zvoniť,шалтырату
953,klirren::V,rinčať,чылтырау
954,brausen::V,hučať,давыллау
955,brausen::V,hučať,дулау
956,rauschen::V,šumieť,кыштырдау
957,klingen::V,znieť,ишетелү
958,klingen::V,zvoniť,ишетелү
959,bellen::V,štekať,өрү
960,bellen::V,brechať,өрү
961,heulen::V,vyť,улау
962,blasen::V,duť,өрү
963,blasen::V,fúkať,өрү
964,pfeifen::V,pískať,сызгырту
965,pfeifen::V,hvízdať,сызгырту
966,schreien::V,kričať,кычкыру
967,stöhnen::V,stenať,ыңгырашу
968,zittern::V,triasť sa,калтырау
969,zittern::V,triasť sa,калтырану
970,leben::V,žiť,яшәү
971,leben::V,žiť,гомер итү
972,geboren werden::V,narodiť sa,туу
973,atmen::V,dýchať,сулау
974,trinken::V,piť,эчү
975,essen::V,jesť,ашау
976,schlucken::V,zhltnuť,йоту
977,müde werden::V,unaviť sa,ялыгу
978,müde werden::V,unaviť sa,йөгенү
979,einschlafen::V,usnúť,йокыга китү
980,einschlafen::V,zaspať,йокыга китү
981,schlafen::V,spať,йоклау
982,aufwachen::V,zobudiť sa,уяну
983,aufstehen::V,vstať,тору
984,sich erholen::V,zotavovať sa,ял алу
985,sich erholen::V,zotavovať sa,истирахәт итү
986,sich erholen::V,oddýchovať si,ял алу
987,sich erholen::V,oddýchovať si,истирахәт итү
988,krank werden::V,ochorieť,чирләү
989,krank sein::V,chorieť,чирләү
990,krank sein::V,byť chorý,чирләү
991,schmerzen::V,bolieť,авырту
992,husten::V,kašľať,ютәлләү
993,genesen::V,uzdraviť sa,савыгу
994,genesen::V,uzdraviť sa,сәламәтләнү
995,sterben::V,umrieť,үлү
996,sterben::V,umrieť,дөнья кую
997,sterben::V,umrieť,вафат булу
998,sterben::V,zomrieť,үлү
999,sterben::V,zomrieť,дөнья кую
1000,sterben::V,zomrieť,вафат булу
1001,umkommen::V,zahynúť,үлү
1002,sich bewegen::V,pohybovať sa,йөрү
1003,sich rühren::V,hnúť sa,кыймылдау
1004,sich erheben::V,zdvihnúť sa,басу
1005,sich setzen::V,sadnúť si,утыру
1006,hinfallen::V,spadnúť,егылу
1007,laufen::V,bežať,җәяүләү
1008,schreiten::V,kráčať,атлау
1009,spazierengehen::V,prechádzať sa,йөрү
1010,spazierengehen::V,prechádzať sa,йөргенү
1011,eilen::V,súriť,ашыгу
1012,sich beeilen::V,ponáhľať sa,ашыгу
1013,sich beeilen::V,ponáhľať sa,кызулау
1014,sausen::V,hučať,җилдерү
1015,rennen::V,bežať,йөгерү
1016,springen::V,skákať,сикерү
1017,klettern::V,liezť,үрмәләү
1018,schaukeln::V,húpať,атыну
1019,schaukeln::V,hojdať,атыну
1020,kriechen::V,liezť,шуышу
1021,kriechen::V,liezť,үрмәләү
1022,kriechen::V,plaziť sa,шуышу
1023,kriechen::V,plaziť sa,үрмәләү
1024,schwimmen::V,plávať,йөзү
1025,tauchen::V,ponoriť sa,чуму
1026,rudern::V,veslovať,ишү
1027,fahren::V,ísť,бару
1028,fahren::V,jazdiť,бару
1029,fliegen::V,letieť,очу
1030,gehen::V,ísť,йөрү
1031,weggehen::V,odísť,китү
1032,weggehen::V,odchádzať,китү
1033,abfahren::V,odcestovať,кузгалу
1034,anhalten::V,zadržať sa,тукталу
1035,anhalten::V,zastaviť sa,тукталу
1036,hineingehen::V,vchádzať,инү
1037,eintreten::V,vojsť,инү
1038,eintreten::V,vstúpiť,инү
1039,kommen::V,prísť,килү
1040,ankommen::V,prísť,бару
1041,ankommen::V,doraziť,бару
1042,zurückkommen::V,vrátiť sa,кире кайту
1043,bleiben::V,ostať,калу
1044,bleiben::V,zostať,калу
1045,warten::V,čakať,көтү
1046,erwarten::V,očakávať,көтү
1047,suchen::V,hľadať,эзләү
1048,finden::V,nájsť,табу
1049,versuchen::V,skúsiť,маташу
1050,versuchen::V,pokúsiť sa,маташу
1051,vorbereiten::V,pripraviť,хәзерләү
1052,lieben::V,ľúbiť,сөю
1053,lieben::V,ľúbiť,ярату
1054,lieben::V,milovať,сөю
1055,lieben::V,milovať,ярату
1056,mögen::V,mať rád,өнәү
1057,lachen::V,smiať sa,көлү
1058,rühren::V,dojať,дулкынландыру
1059,weinen::V,plakať,елау
1060,schimpfen::V,nadávať,сүгү
1061,schimpfen::V,nadávať,сүгенү
1062,sich ärgern::V,hnevať sa,ачулану
1063,sich ärgern::V,zlostiť sa,ачулану
1064,sich fürchten::V,báť sa,курку
1065,fürchten::V,báť sa,калтырау
1066,fürchten::V,báť sa,калтырану
1067,fliehen::V,utekať,арка бирү
1068,flüchten::V,utiecť,качу
1069,sehen::V,vidieť,күрү
1070,anschauen::V,pozrieť sa na,карау
1071,ansehen::V,pozrieť,карау
1072,ansehen::V,pozrieť,күзәтү
1073,hören::V,počúvať,ишетү
1074,zuhören::V,počúvať,тыңлау
1075,probieren::V,ochutnať,тату
1076,riechen::V,ňuchať,иснәү
1077,fühlen::V,cítiť,тою
1078,fühlen::V,cítiť,сизү
1079,fühlen::V,pociťovať,тою
1080,fühlen::V,pociťovať,сизү
1081,scheinen::V,zdať sa,күренү
1082,zu sehen sein::V,byť vidieť,күренү
1083,vernehmen::V,počuť,ишетү
1084,frieren::V,mrznúť,өшү
1085,frieren::V,mrznúť,күшегү
1086,frieren::V,oziabať,өшү
1087,frieren::V,oziabať,күшегү
1088,tun::V,robiť,итү
1089,können::V,môcť,алу
1090,wollen::V,chcieť,теләү
1091,anfangen::V,začať,керешү
1092,beenden::V,skončiť,бетерү
1093,beenden::V,skončiť,тәмамлау
1094,aufhören::V,prestať,бетү
1095,gelingen::V,podariť sa,уңу
1096,geraten::V,dariť sa,сабышу
1097,öffnen::V,otvoriť,ачу
1098,schließen::V,zavrieť,ябу
1099,stellen::V,postaviť,кую
1100,setzen::V,posadiť,утырту
1101,legen::V,klásť,яткыру
1102,legen::V,položiť,яткыру
1103,berühren::V,dotykať sa,тию
1104,verbinden::V,spojiť,ялгау
1105,bedecken::V,pokryť,өрту
1106,bedecken::V,pokryť,каплау
1107,bedecken::V,pokryť,томалау
1108,aufhängen::V,zavesiť,асу
1109,anzünden::V,zapáliť,кабызу
1110,aufheben::V,zdvihnúť,күтәрү
1111,zurücklassen::V,zanechať,калдыру
1112,verlieren::V,stratiť,югалту
1113,fallen lassen::V,pustiť,төшерү
1114,machen::V,robiť,ясау
1115,machen::V,robiť,эшләү
1116,herstellen::V,vyrobiť,ясау
1117,bauen::V,stavať,кору
1118,bauen::V,budovať,кору
1119,reparieren::V,opraviť,төзәтү
1120,verbessern::V,zlepšiť,яхшырту
1121,ändern::V,zmeniť,үзгәртү
1122,ändern::V,preinačiť,үзгәртү
1123,graben::V,ryť,казу
1124,graben::V,kopať,казу
1125,beugen::V,ohnúť,ию
1126,biegen::V,ohnúť,бөгү
1127,drehen::V,točiť,бору
1128,drehen::V,točiť,бөтерү
1129,drehen::V,krútiť,бору
1130,drehen::V,krútiť,бөтерү
1131,wenden::V,obrátiť,бору
1132,wenden::V,prevrátiť,бору
1133,umdrehen::V,otočiť,түнтәрү
1134,umdrehen::V,obrátiť,түнтәрү
1135,heben::V,dvíhať,күтәрү
1136,heben::V,povzniesť,күтәрү
1137,hochheben::V,zdvihnúť,күтәрү
1138,ergreifen::V,uchopiť sa,эләктерү
1139,halten::V,držať,тоту
1140,drücken::V,tisnúť,кысу
1141,schieben::V,posunovať,кузгату
1142,kratzen::V,škrabať,тырнау
1143,lecken::V,lízať,ялау
1144,beißen::V,kúsať,тешләү
1145,abreißen::V,odtrhnúť,өзү
1146,abschneiden::V,odrezať,кыю
1147,abschneiden::V,odrezať,кисү
1148,abschneiden::V,odkrojiť,кыю
1149,abschneiden::V,odkrojiť,кисү
1150,binden::V,zaviazať,бәйләү
1151,binden::V,priviazať,бәйләү
1152,stecken::V,strčiť,төртү
1153,stecken::V,strčiť,тыгу
1154,brechen::V,zlomiť,сындыру
1155,klopfen::V,tĺcť,шаку
1156,klopfen::V,tĺcť,шакылдау
1157,klopfen::V,klopať,шаку
1158,klopfen::V,klopať,шакылдау
1159,hauen::V,nabiť,кыйнау
1160,kleben::V,lepiť,ябыштыру
1161,kleben::V,nalepiť,ябыштыру
1162,reiben::V,trieť,ышку
1163,streichen::V,namazať,ягу
1164,schleifen::V,ostríť,кайрау
1165,schneiden::V,rezať,кисү
1166,schneiden::V,strihať,кисү
1167,rütteln::V,triasť,селкетү
1168,rütteln::V,lomcovať,селкетү
1169,schütteln::V,triasť,селкетү
1170,schütteln::V,potriasť,селкетү
1171,schwenken::V,mávať,болгау
1172,schütten::V,sypať,кою
1173,füllen::V,plniť,тутыру
1174,einwickeln::V,zabaliť,төрү
1175,tragen::V,niesť,ташу
1176,schleppen::V,vliecť,сөйрәү
1177,schleppen::V,vliecť,өстерәү
1178,ziehen::V,ťahať,тарту
1179,aufbewahren::V,uložiť,саклау
1180,aufbewahren::V,uschovať,саклау
1181,werfen::V,hodiť,ыргыту
1182,werfen::V,vrhnúť,ыргыту
1183,fangen::V,chytať,тоту
1184,packen::V,baliť,эләктерү
1185,packen::V,chytiť,эләктерү
1186,verstecken::V,skryť,яшерү
1187,verstecken::V,schovať,яшерү
1188,teilen::V,podeliť,бүлү
1189,teilen::V,rozdeliť,бүлү
1190,schicken::V,posielať,җибәрү
1191,bringen::V,priniesť,китерү
1192,hinzufügen::V,pripojiť,өстәү
1193,bekommen::V,dostať,алу
1194,erhalten::V,prijať,алу
1195,nehmen::V,vziať,алу
1196,wählen::V,voliť,сайлау
1197,auswählen::V,vybrať,сайлау
1198,auswählen::V,vyvoliť,сайлау
1199,bewahren::V,zachovať,саклау
1200,behindern::V,zavadzať,комачаулау
1201,behindern::V,byť v ceste,комачаулау
1202,verderben::V,skaziť,бозу
1203,beschädigen::V,ublížiť,бозу
1204,beschädigen::V,poškodiť,бозу
1205,zerbrechen::V,rozbiť,вату
1206,zerbrechen::V,prelomiť,вату
1207,zerreißen::V,pretrhnúť,өзү
1208,zerreißen::V,pretrhnúť,ерту
1209,zerstören::V,zničiť,җимерү
1210,verbrennen::V,spáliť,яндыру
1211,verbrennen::V,spáliť,көйдерү
1212,geben::V,dať,бирү
1213,reichen::V,podať,тапшыру
1214,schenken::V,darovať,бүләкләү
1215,versprechen::V,sľúbiť,вәгъдә бирү
1216,wünschen::V,želať,котлау
1217,loben::V,chváliť,мактау
1218,küssen::V,bozkať,үбү
1219,wiegen::V,kolísať,тирбәтү
1220,zudecken::V,prikryť,ябу
1221,zudecken::V,prikryť,бөркәү
1222,wecken::V,zobudiť,уяту
1223,zeigen::V,ukázať,күрсәтү
1224,führen::V,viesť,йөртү
1225,lehren::V,učiť,өйрәтү
1226,unterrichten::V,vyučovať,укыту
1227,aufziehen::V,vychovať,асрау
1228,leiten::V,viesť,җитәкләү
1229,antreiben::V,popudiť,куалау
1230,antreiben::V,popudiť,әйдәләү
1231,antreiben::V,popudiť,ашыктыру
1232,lassen::V,dať,мәҗбүр итү
1233,einladen::V,pozvať,чакыру
1234,einladen::V,povolať,чакыру
1235,vereinigen::V,spojiť,берләштерү
1236,vereinigen::V,zjednotiť,берләштерү
1237,besuchen::V,navštíviť,керешү
1238,treffen::V,stretnúť,очрату
1239,sich versammeln::V,zhromaždiť sa,җыелышу
1240,spielen::V,hrať,уйнау
1241,singen::V,spievať,җырлау
1242,tanzen::V,tancovať,бию
1243,sich trennen::V,rozísť sa,аерылу
1244,sich trennen::V,rozísť sa,ташлашу
1245,verlassen::V,opustiť,ташлау
1246,verlassen::V,opustiť,калдыру
1247,retten::V,zachrániť,коткару
1248,bewachen::V,strážiť,каравыллау
1249,schützen::V,chrániť,ышыклау
1250,verteidigen::V,brániť,яклау
1251,verteidigen::V,brániť,саклау
1252,sich schlagen::V,biť sa,сугышу
1253,schießen::V,streliť,ату
1254,schießen::V,strieľať,ату
1255,siegen::V,zvíťaziť,җиңү
1256,ärgern::V,hnevať,ачуландыру
1257,ärgern::V,zlostiť,ачуландыру
1258,schlagen::V,biť,ору
1259,schlagen::V,biť,бәрү
1260,schlagen::V,biť,тукмау
1261,schlagen::V,udrieť,ору
1262,schlagen::V,udrieť,бәрү
1263,schlagen::V,udrieť,тукмау
1264,treten::V,kopnúť,тибү
1265,stechen::V,bodnúť,кадау
1266,stechen::V,pichnúť,кадау
1267,stoßen::V,udrieť,этү
1268,stehlen::V,kradnúť,урлау
1269,stören::V,vyrušiť,комачаулау
1270,belästigen::V,obťažovať,борчу
1271,belästigen::V,obťažovať,билмазалау
1272,verbergen::V,skryť,яшерү
1273,täuschen::V,sklamať,алдату
1274,betrügen::V,klamať,хәрәмләшү
1275,betrügen::V,podvádzať,хәрәмләшү
1276,töten::V,zabiť,үтерү
1277,töten::V,usmrtiť,үтерү
1278,wohnen::V,bývať,яшәү
1279,arbeiten::V,pracovať,эшләү
1280,sammeln::V,zbierať,туплау
1281,pflücken::V,trhať,өзү
1282,pflücken::V,oberať,өзү
1283,jagen::V,poľovať,аулау
1284,fischen::V,loviť ryby,балык тоту
1285,fischen::V,chytať ryby,балык тоту
1286,fassen::V,uloviť,тоту
1287,hüten::V,pásť,көтү
1288,treiben::V,hnať,куалау
1289,anbinden::V,priviazať,бәйләү
1290,füttern::V,kŕmiť,туйдыру
1291,melken::V,dojiť,саву
1292,hacken::V,seknúť,чабу
1293,gießen::V,polievať,сугару
1294,reifen::V,dozrieť,җитешү
1295,zubereiten::V,pripraviť,пешеренү
1296,kochen::V,variť,пешерү
1297,kochen::V,variť,кайнату
1298,backen::V,piecť,пешерү
1299,backen::V,smažiť,пешерү
1300,braten::V,piecť,куыру
1301,braten::V,piecť,кыздыру
1302,braten::V,pražiť,куыру
1303,braten::V,pražiť,кыздыру
1304,umrühren::V,pomiešať,бутау
1305,umrühren::V,pomiešať,болгату
1306,stricken::V,pliesť,бәйләү
1307,nähen::V,šiť,тегү
1308,färben::V,zafarbiť,ману
1309,reinigen::V,čistiť,чистарту
1310,waschen::V,myť,юу
1311,abwischen::V,utrieť,сөртү
1312,spülen::V,vyplachovať,чайкау
1313,fegen::V,zametať,себерү
1314,kehren::V,zametať,себерү
1315,baden::V,kúpať sa,коену
1316,sich waschen::V,umývať sa,юыну
1317,ausziehen::V,zobliecť,чишенү
1318,anziehen::V,obliecť,кию
1319,sich anziehen::V,obliecť sa,киенү
1320,kämmen::V,česať,тарау
1321,schmücken::V,ozdobiť,бизәү
1322,schmücken::V,ozdobiť,бизәкләү
1323,sagen::V,povedať,дию
1324,sagen::V,povedať,әйтү
1325,sprechen::V,hovoriť,сөйләү
1326,sprechen::V,hovoriť,сөйләшү
1327,reden::V,rozprávať,сөйләү
1328,sich unterhalten::V,rozprávať sa,сөйләшү
1329,fragen::V,spýtať sa,сорау
1330,fragen::V,spýtať sa,сорашу
1331,bitten::V,prosiť,үтенү
1332,erzählen::V,rozprávať,сөйләү
1333,mitteilen::V,oznámiť,белдерү
1334,nennen::V,nazvať,дию
1335,nennen::V,menovať,дию
1336,rufen::V,volať,дәшү
1337,rufen::V,zavolať,дәшү
1338,prahlen::V,vystatovať sa,мактану
1339,prahlen::V,vystatovať sa,шапырыну
1340,übersetzen::V,preložiť,күчерү
1341,denken::V,myslieť,уйлау
1342,glauben::V,veriť,инану
1343,bemerken::V,podotknuť,искәрү
1344,bemerken::V,spozorovať,искәрү
1345,erkennen::V,poznať,тану
1346,begreifen::V,pochopiť,аңлау
1347,begreifen::V,pochopiť,төшенү
1348,begreifen::V,porozumieť,аңлау
1349,begreifen::V,porozumieť,төшенү
1350,verstehen::V,rozumieť,аңлау
1351,verstehen::V,rozumieť,төшенү
1352,lernen::V,učiť sa,уку
1353,lernen::V,učiť sa,өйрәнү
1354,wissen::V,vedieť,белү
1355,sich erinnern an::V,pamätať si na,хәтерләү
1356,vergessen::V,zabudnuť,оныту
1357,messen::V,merať,үлчәү
1358,zählen::V,počítať,санау
1359,rechnen::V,rátať,исәпләү
1360,rechnen::V,počítať,исәпләү
1361,lesen::V,čítať,уку
1362,malen::V,maľovať,рәсем ясау
1363,malen::V,maľovať,сурәт ясау
1364,malen::V,maľovať,сурәтләү
1365,zeichnen::V,kresliť,язу-сызу
1366,zeichnen::V,kresliť,сурәт ясау
1367,schreiben::V,písať,язу
1368,besitzen::V,mať,биләү
1369,besitzen::V,vlastniť,биләү
1370,kaufen::V,kúpiť,алу
1371,verkaufen::V,predať,сату
1372,bezahlen::V,zaplatiť,түләү
1373,zahlen::V,platiť,түләү
1374,beherrschen::V,ovládať,ия булу
1375,ertragen::V,znášať,чыдау
1376,ertragen::V,vydržať,чыдау
