,Concept_ID,fa,br
795,noch::ADV,هنوز,c'hoazh
796,nur::ADV,فقط,hepken
797,nur::ADV,تنها,hepken
798,schon::ADV,قبلاً,dija
799,schon::ADV,به این زودی,dija
800,wieder::ADV,باز,adarre
801,wieder::ADV,دوباره,adarre
802,vergebens::ADV,بیهوده,
803,vor::PRP,در جلوی,dirak
804,hinter::PRP,پشت,a-drek
805,hinter::PRP,پشت,a-dreñv
806,unter::PRP,تحت,dindan
807,durch::PRP,از وسط,dre
808,durch::PRP,از ميان,dre
809,neben::PRP,کنار,e-kichen
810,neben::PRP,پهلوی,e-kichen
811,zwischen::PRP,بین,etre
812,zwischen::PRP,میان,etre
813,wegen::PRP,برای,abalamour da
814,wegen::PRP,بخاطر,abalamour da
815,dies::PRN,این,hemañ
816,das::PRN,آن,se
817,das::PRN,آن,hennezh
818,alles::PRN,تمام,pep tra
819,alles::PRN,همه‌چیر,pep tra
820,ich::PRN,من,me
821,du::PRN,تو,te
822,er::PRN,او,eñ
823,wir::PRN,ما,ni
824,ihr::PRN,شما,c'hwi
825,sie::PRN,آنها,int
826,was::FPRN,چه,petra
827,wer::FPRN,کی,piv
828,wo::FADV,کجا,pelec'h
829,wohin::FADV,بکجا,da belec'h
830,wie::FADV,چطور,penaos
831,wie::FADV,چگونه,penaos
832,warum::FADV,چرا,perak
833,warum::FADV,برای چه,perak
834,wieviel::FNUM,چند,pet
835,wieviel::FNUM,چقدر,pet
836,eins::NUM,یک,unan
837,zwei::NUM,دو,daou
838,drei::NUM,سه,tri
839,vier::NUM,چهار,pevar
840,fünf::NUM,پنج,pemp
841,sechs::NUM,شش,c'hwec'h
842,sieben::NUM,هفت,seizh
843,acht::NUM,هشت,eizh
844,neun::NUM,نه,nav
845,zehn::NUM,ده,dek
846,elf::NUM,یازده,unnek
847,zwölf::NUM,دوازده,daouzek
848,zwanzig::NUM,بیست,ugent
849,dreißig::NUM,سی,tregont
850,vierzig::NUM,چهل,daou-ugent
851,fünfzig::NUM,پنجاه,hanter-kant
852,sechzig::NUM,شصت,tri-ugent
853,siebzig::NUM,هفتاد,dek ha tri-ugent
854,achtzig::NUM,هشتاد,pevar-ugent
855,neunzig::NUM,نود,dek ha pevar-ugent
856,hundert::NUM,صد,kant
857,tausend::NUM,هزار,mil
858,und::CNJ,و,ha
859,oder::CNJ,یا,pe
860,stehen::V,ایستادن,bezañ a-sav
861,sitzen::V,نشستن,azezañ
862,sitzen::V,نشستن,bezañ en e goazez
863,liegen::V,خوابیدن,bezañ en e c'hourvez
864,liegen::V,دراز کشیدن,bezañ en e c'hourvez
865,hängen::V,آویزان بودن,krougañ
866,werden::V,شدن,dazonet
867,passieren::V,گذشتن,c'hoarvezout
868,passieren::V,اتفاق افتادن,c'hoarvezout
869,beginnen::V,شروع شدن,stagañ
870,enden::V,تمام شدن,achuiñ
871,wechseln::V,عوض شدن,cheñch
872,aufgehen[Sonne]::V,برآمدن,dirouzañ
873,aufgehen[Sonne]::V,طلوع کردن,dirouzañ
874,untergehen[Sonne]::V,غروب کردن,
875,scheinen[Sonne]::V,تابیدن,lugernañ
876,donnern::V,رعد زدن,taranal
877,wehen::V,دمیدن,c'hwezhañ
878,strömen::V,روان شدن,deredek
879,fließen::V,روان شدن,redek
880,sich drehen::V,چرخیدن,troiñ
881,schwanken::V,خم و راست شدن,trantellat
882,schwingen::V,تاب خوردن,froumal
883,schwingen::V,نوسان کردن,froumal
884,fallen::V,افتادن,kouezhañ
885,fallen::V,سقوط کردن,kouezhañ
886,brennen::V,سوزاندن,deviñ
887,rauchen::V,دود کردن,divogedañ
888,regnen::V,باران آمدن,glavañ
889,gefrieren::V,یخ بستن,reviñ
890,tauen::V,آب شدن,diskornañ
891,schmelzen::V,آب شدن,teuziñ
892,trocknen::V,خشک شدن,sec'hañ
893,sieden::V,جوشیدن,berviñ
894,faulen::V,فاسد شدن,breinañ
895,verfaulen::V,پوسیدن,breinañ
896,reißen::V,پاره شدن,darnaouiñ
897,versinken::V,غرق شدن,sodellañ
898,vergehen::V,گذشتن,tremen
899,erscheinen::V,ظاهر شدن,donet war-wel
900,verschwinden::V,گم شدن,monet diwar wel
901,verschwinden::V,از بین رفتن,monet diwar wel
902,sinken::V,پایین آمدن,en em izelat
903,abnehmen::V,کم شدن,nebeutaat
904,zunehmen::V,زیاد شدن,kreskiñ
905,steigen::V,بالا رفتن,sevel
906,wachsen::V,قد کشیدن,kreskiñ
907,glänzen::V,برق زدن,lugernañ
908,funkeln::V,جرقه زدن,elieniñ
909,lärmen::V,شلوغ کردن,rabotat
910,läuten::V,زنگ زدن,
911,klingeln::V,زنگ زدن,
912,klirren::V,جرنگ جرنگ صدا کردن,diridignat
913,klirren::V,جرنگ جرنگ صدا کردن,sterlinkañ
914,brausen::V,طوفانی بودن,gwegal
915,rauschen::V,خش‌خش کردن,trouzal
916,klingen::V,صدا دادن,seniñ
917,bellen::V,عوعو کردن,harzhal
918,heulen::V,زوزه کشیدن,yudal
919,blasen::V,فوت کردن,c'hwezhañ
920,pfeifen::V,سوت زدن,c'hwitellat
921,schreien::V,فریاد زدن,huchal
922,stöhnen::V,نالیدن,hirvoudiñ
923,zittern::V,لرزیدن,krenañ
924,leben::V,زیستن,bevañ
925,leben::V,زندگی کردن,bevañ
926,geboren werden::V,متولد شدن,genel
927,atmen::V,تنفس کردن,tennañ e anal
928,trinken::V,نوشیدن,evañ
929,essen::V,خوردن,debriñ
930,schlucken::V,بلعیدن,lonkañ
931,schlucken::V,قورت دادن,lonkañ
932,müde werden::V,خسته شدن,skuizhañ
933,einschlafen::V,خواب رفتن,menel kousket
934,schlafen::V,خوابیدن,kousket
935,aufwachen::V,از خواب بیدار شدن,dihuniñ
936,aufstehen::V,بیدار شدن,sevel
937,sich erholen::V,استراحت کردن,diskuizhañ
938,krank werden::V,مریض شدن,klañviñ
939,krank sein::V,بیمار بودن,bezañ klañv
940,schmerzen::V,درد کردن,skourjezañ
941,husten::V,سرفه کردن,pasaat
942,husten::V,سرفه کردن,peudal
943,genesen::V,بهبود یافتن,pareañ
944,sterben::V,مردن,mervel
945,umkommen::V,کشته شدن,perisañ
946,sich bewegen::V,حرکت کردن,bouljal
947,sich rühren::V,تکان خوردن,fiñval
948,sich erheben::V,برخواستن,sevel
949,sich setzen::V,نشستن,azezañ
950,sich setzen::V,نشستن,mont en e goazez
951,hinfallen::V,زمین خوردن,kouezhañ
952,laufen::V,پیاده رفتن,redek
953,schreiten::V,قدم زدن,kerzhet
954,spazierengehen::V,گردش رفتن,pourmen
955,eilen::V,شتاب کردن,hastañ
956,sich beeilen::V,عجله کردن,hastañ
957,sausen::V,صفیر کشیدن,karzhañ
958,rennen::V,دویدن,redek
959,springen::V,پریدن,lammat
960,klettern::V,بالا رفتن,krimpat
961,schaukeln::V,تاب خوردن,brañsellat
962,kriechen::V,خزیدن,skrampañ
963,schwimmen::V,شنا کردن,neuial
964,tauchen::V,غواصی کردن,splujañ
965,rudern::V,پارو زدن,roeñvat
966,fahren::V,سواره رفتن,kas
967,fahren::V,سواره رفتن,bleniañ
968,fliegen::V,پریدن,nijal
969,gehen::V,رفتن,mont
970,weggehen::V,رفتن,mont kuit
971,abfahren::V,حرکت کردن,mont kuit
972,anhalten::V,ایست کردن,chom a-sav
973,hineingehen::V,داخل شدن,monet e-barzh
974,eintreten::V,وارد شدن,monet e-barzh
975,kommen::V,آمدن,dont
976,ankommen::V,رسیدن,erruout
977,zurückkommen::V,برگشتن,addonet
978,bleiben::V,ماندن,chom
979,warten::V,منتظر بودن,gortoz
980,erwarten::V,انتظار داشتن,gortoz
981,suchen::V,جستجو کردن,klask
982,finden::V,یافتن,kavout
983,finden::V,پیدا کردن,kavout
984,versuchen::V,سعی کردن,klask
985,versuchen::V,کوشش کردن,klask
986,vorbereiten::V,آماده کردن,aozañ
987,lieben::V,عاشق بودن,karout
988,mögen::V,میل داشتن,karout
989,mögen::V,دوست داشتن,karout
990,lachen::V,خندیدن,c'hoarzin
991,rühren::V,به رقت آوردن,tenerañ
992,weinen::V,گریه کردن,gouelañ
993,schimpfen::V,فحاشی کردن,krozal
994,sich ärgern::V,ناراحت شدن,fachañ
995,sich ärgern::V,ناراحت شدن,en em fachañ
996,sich fürchten::V,واهمه کردن,
997,fürchten::V,ترسیدن,
998,fliehen::V,گریختن,tec'het
999,flüchten::V,فرار کردن,tuzañ
1000,sehen::V,دیدن,gwelet
1001,anschauen::V,نگاه کردن,sellout ouzh
1002,ansehen::V,تماشا کردن,sellout ouzh
1003,hören::V,شنیدن,klevet
1004,zuhören::V,گوش دادن,selaou
1005,probieren::V,چشیدن,blasa
1006,riechen::V,بوییدن,klevet
1007,riechen::V,بو کردن,klevet
1008,fühlen::V,احساس کردن,santout
1009,scheinen::V,بنظر آمدن,diskouez bezañ
1010,zu sehen sein::V,دیده شدن,bezañ gwelus
1011,vernehmen::V,شنیدن,merzhañ
1012,frieren::V,سرد بودن,anoued
1013,tun::V,کردن,ober
1014,können::V,توانستن,gouzout
1015,wollen::V,خواستن,fellout da
1016,wollen::V,خواستن,kaout c'hoant da
1017,anfangen::V,شروع کردن,kregiñ
1018,beenden::V,تمام کردن,achuiñ
1019,beenden::V,پایان دادن,achuiñ
1020,aufhören::V,دست کشیدن,paouez
1021,gelingen::V,موفق شدن,
1022,geraten::V,نتیجه دادن,
1023,öffnen::V,گشودن,digeriñ
1024,öffnen::V,باز کردن,digeriñ
1025,schließen::V,بستن,serriñ
1026,schließen::V,قفل کردن,serriñ
1027,stellen::V,گذاردن,lakaat
1028,setzen::V,نشاندن,lakaat
1029,legen::V,گذاشتن,lakaat
1030,berühren::V,دست زدن,touch
1031,berühren::V,لمس کردن,touch
1032,verbinden::V,وصل کردن,eren
1033,bedecken::V,پوشاندن,goloiñ
1034,aufhängen::V,آویختن,istribilhañ
1035,anzünden::V,سوزاندن,alumiñ
1036,anzünden::V,سوزاندن,c'hwezzañ
1037,aufheben::V,برداشتن,dastum
1038,aufheben::V,بلند کردن,dastum
1039,zurücklassen::V,گذاشتن,lezel
1040,verlieren::V,گم کردن,koll
1041,fallen lassen::V,انداختن,laoskel
1042,fallen lassen::V,انداختن,lezel da gouezhel
1043,machen::V,کردن,ober
1044,machen::V,ساختن,ober
1045,herstellen::V,ساختن,fardañ
1046,herstellen::V,تولید کردن,fardañ
1047,bauen::V,ساختن,sevel
1048,bauen::V,بنا کردن,sevel
1049,reparieren::V,درست کردن,adaozañ
1050,reparieren::V,تعمیر کردن,adaozañ
1051,verbessern::V,بهتر کردن,gwellaat
1052,ändern::V,تغییر دادن,cheñch
1053,graben::V,کندن,kleuzañ
1054,graben::V,گود کردن,kleuzañ
1055,beugen::V,کج کردن,plegañ
1056,biegen::V,خم کردن,krommañ
1057,drehen::V,چرخاندن,treiñ
1058,wenden::V,برگرداندن,treiñ
1059,umdrehen::V,برگرداندن,treiñ
1060,heben::V,برداشتن,sevel
1061,hochheben::V,برآوردن,sevel
1062,hochheben::V,بلند کردن,sevel
1063,ergreifen::V,گرفتن,kemer
1064,halten::V,نگاه داشتن,dalc'hen
1065,drücken::V,فشار دادن,bountañ
1066,drücken::V,فشار آوردن,bountañ
1067,schieben::V,هل دادن,poulzañ
1068,kratzen::V,خاریدن,skrabat
1069,lecken::V,لیسیدن,lipat
1070,beißen::V,گاز زدن,kregiñ
1071,abreißen::V,پاره کردن,diframmañ
1072,abschneiden::V,بریدن,troc'hañ
1073,abschneiden::V,قطع کردن,troc'hañ
1074,binden::V,بستن,stagañ
1075,stecken::V,فرو کردن,sankañ
1076,brechen::V,شکستن,darnaouiñ
1077,klopfen::V,کوبیدن,skoiñ
1078,hauen::V,زدن,dornañ
1079,kleben::V,چسباندن,pegañ
1080,reiben::V,مالش دادن,taravat
1081,reiben::V,مالش دادن,trekiñ
1082,streichen::V,مالیدن,toazañ
1083,schleifen::V,تیز کردن,lemmañ
1084,schneiden::V,چیدن,troc'hañ
1085,schneiden::V,بریدن,troc'hañ
1086,rütteln::V,لرزاندن,tordorosañ
1087,rütteln::V,تکان دادن,tordorosañ
1088,schütteln::V,تکان دادن,hejañ
1089,schwenken::V,تاب دادن,
1090,schütten::V,ریختن,diskargañ
1091,füllen::V,پر کردن,kargañ
1092,einwickeln::V,پیچیدن,gronnañ
1093,tragen::V,بردن,dougen
1094,tragen::V,حمل کردن,dougen
1095,schleppen::V,کشیدن,stlejal
1096,ziehen::V,کشیدن,sachañ
1097,aufbewahren::V,نگهداری کردن,miret
1098,werfen::V,انداختن,teuler
1099,werfen::V,پرتاب کردن,teuler
1100,fangen::V,گرفتن,tapañ
1101,packen::V,گرفتن,krapat
1102,verstecken::V,قایم کردن,kuzhat
1103,verstecken::V,پنهان کردن,kuzhat
1104,teilen::V,قسمت کردن,rannañ
1105,teilen::V,تقسیم کردن,rannañ
1106,schicken::V,فرستادن,kas
1107,schicken::V,ارسال کردن,kas
1108,bringen::V,آوردن,degas
1109,hinzufügen::V,افزودن,lakat ouzhpenn
1110,hinzufügen::V,اضافه کردن,lakat ouzhpenn
1111,bekommen::V,گرفتن,kaout
1112,erhalten::V,دریافت کردن,kaout
1113,nehmen::V,گرفتن,kemer
1114,nehmen::V,برداشتن,kemer
1115,wählen::V,انتخاب کردن,choaz
1116,auswählen::V,برگزیدن,dibab
1117,bewahren::V,حفظ کردن,mirout
1118,bewahren::V,حفاظت کردن,mirout
1119,behindern::V,مانع بودن,diaezañ
1120,verderben::V,از بین بردن,lovrañ
1121,beschädigen::V,صدمه زدن,gwallegañ
1122,zerbrechen::V,شکستن,torriñ
1123,zerreißen::V,دریدن,diroegiñ
1124,zerreißen::V,پاره کردن,diroegiñ
1125,zerstören::V,خراب کردن,distrujañ
1126,zerstören::V,ویران کردن,distrujañ
1127,verbrennen::V,سوزاندن,deviñ
1128,geben::V,دادن,reiñ
1129,reichen::V,دادن,
1130,schenken::V,هدیه دادن,donezonañ
1131,versprechen::V,قول دادن,prometiñ
1132,versprechen::V,وعده دادن,prometiñ
1133,wünschen::V,آرزو کردن,hetiñ
1134,loben::V,ستایش کردن,feurmiñ
1135,küssen::V,بوسیدن,pokat
1136,wiegen::V,نوسان کردن,pouezañ
1137,zudecken::V,پوشاندن,goloiñ
1138,wecken::V,بیدار کردن,dihuniñ
1139,zeigen::V,نشان دادن,diskouez
1140,führen::V,رهنمائی کردن,kas
1141,lehren::V,آموختن,deskiñ
1142,lehren::V,یاد دادن,deskiñ
1143,unterrichten::V,درس دادن,kelenn
1144,unterrichten::V,تدریس کردن,kelenn
1145,aufziehen::V,تربیت کردن,
1146,leiten::V,اداره کردن,bleinañ
1147,antreiben::V,عجله دادن,poulzañ
1148,lassen::V,وادار کردن,leuskel
1149,einladen::V,دعوت کردن,pediñ
1150,einladen::V,مهمان کردن,pediñ
1151,vereinigen::V,یکی کردن,unisañ
1152,vereinigen::V,متحد کردن,unisañ
1153,besuchen::V,دیدار کردن,gweladenniñ
1154,treffen::V,ملاقات کردن,kejal
1155,treffen::V,ملاقات کردن,ankontrañ
1156,sich versammeln::V,جمع شدن,bodennañ
1157,spielen::V,بازی کردن,c'hoari
1158,singen::V,آواز خواندن,kanañ
1159,tanzen::V,رقصیدن,dañsal
1160,sich trennen::V,جدا شدن,dispartiañ
1161,verlassen::V,ترک کردن,lezel
1162,retten::V,نجات دادن,saveteiñ
1163,bewachen::V,حراست کردن,mesa
1164,schützen::V,حفظ کردن,diwall
1165,verteidigen::V,دفاع کردن,difenn
1166,sich schlagen::V,کتک‌کاری کردن,lopañ
1167,schießen::V,تیر زدن,
1168,siegen::V,پیروز شدن,trec'hiñ
1169,ärgern::V,ناراحت کردن,hegasiñ
1170,schlagen::V,زدن,skeiñ
1171,schlagen::V,کوبیدن,skeiñ
1172,treten::V,لگد زدن,botaouiñ
1173,stechen::V,چاقو زدن,pikat
1174,stoßen::V,هل دادن,stokañ
1175,stehlen::V,دزدیدن,laerezh
1176,stören::V,مزاحم شدن,direnkañ
1177,belästigen::V,زحمت دادن,dregasiñ
1178,verbergen::V,پنهان کردن,skoachañ
1179,täuschen::V,گول زدن,tromplañ
1180,täuschen::V,فریب دادن,tromplañ
1181,betrügen::V,گول زدن,lorbañ
1182,betrügen::V,فریب دادن,lorbañ
1183,töten::V,کشتن,lazhañ
1184,wohnen::V,منزل داشتن,bezañ o chom
1185,wohnen::V,سکونت داشتن,bezañ o chom
1186,arbeiten::V,کار کردن,labourat
1187,sammeln::V,جمع کردن,dastum
1188,pflücken::V,چیدن,kuntuilhañ
1189,jagen::V,شکار کردن,chaseal
1190,fischen::V,صید کردن,pesketa
1191,fischen::V,ماهی‌گیری کردن,pesketa
1192,fassen::V,گرفتن,pakañ
1193,hüten::V,چراندن,geota
1194,hüten::V,مراقبت کردن,geota
1195,treiben::V,راندن,
1196,anbinden::V,متصل کردن,stagañ
1197,füttern::V,غذا دادن,boueta
1198,melken::V,دوشیدن,goro
1199,hacken::V,خرد کردن,difrakal
1200,gießen::V,ریختن,dourañ
1201,reifen::V,رسیدن,azviñ
1202,zubereiten::V,طبخ کردن,keginañ
1203,zubereiten::V,آماده کردن,keginañ
1204,kochen::V,پختن,poazhañ
1205,kochen::V,آشپزی کردن,poazhañ
1206,backen::V,پختن,fritañ
1207,braten::V,سرخ کردن,rostañ
1208,umrühren::V,هم زدن,
1209,stricken::V,بافتن,stammañ
1210,nähen::V,دوختن,gwriat
1211,färben::V,رنگ زدن,livañ
1212,reinigen::V,پاک کردن,naetañ
1213,reinigen::V,تمیز کردن,naetañ
1214,waschen::V,شستن,gwalc'hiñ
1215,abwischen::V,زدودن,torchañ
1216,spülen::V,شستن,disgwalc'hiñ
1217,fegen::V,جارو کردن,skubañ
1218,kehren::V,جارو کردن,skubañ
1219,baden::V,شنا کردن,kouronkañ
1220,baden::V,حمام کردن,kouronkañ
1221,sich waschen::V,شستشو کردن,en em walc'hiñ
1222,ausziehen::V,درآوردن,
1223,anziehen::V,پوشیدن,
1224,sich anziehen::V,لباس پوشیدن,gwiskañ
1225,kämmen::V,شانه زدن,kribat
1226,schmücken::V,زینت دادن,kinklañ
1227,sagen::V,گفتن,larêt
1228,sagen::V,گفتن,lavaret
1229,sprechen::V,حرف زدن,komz
1230,sprechen::V,صحبت کردن,komz
1231,reden::V,حرف زدن,kaozeal
1232,reden::V,صحبت کردن,kaozeal
1233,sich unterhalten::V,گپ زدن,balbotal
1234,fragen::V,پرسیدن,goulenn
1235,fragen::V,سؤال کردن,goulenn
1236,bitten::V,خواهش کردن,goulenn
1237,bitten::V,درخواست کردن,goulenn
1238,erzählen::V,نقل کردن,kontañ
1239,erzählen::V,حکایت کردن,kontañ
1240,mitteilen::V,خبر دادن,kemenn
1241,nennen::V,نامیدن,anviñ
1242,rufen::V,صدا کردن,gelver
1243,prahlen::V,پز آمدن,fougeal
1244,übersetzen::V,ترجمه کردن,treiñ
1245,denken::V,فکر کردن,soñjal
1246,glauben::V,باور کردن,krediñ
1247,glauben::V,عقیده داشتن,krediñ
1248,bemerken::V,متوجه شدن,apresevañ
1249,erkennen::V,شناختن,anavout
1250,erkennen::V,تشخیص دادن,anavout
1251,begreifen::V,فهمیدن,meizañ
1252,begreifen::V,درک کردن,meizañ
1253,verstehen::V,فهمیدن,kompren
1254,lernen::V,آموختن,deskiñ
1255,lernen::V,یاد گرفتن,deskiñ
1256,wissen::V,دانستن,gouzout
1257,sich erinnern an::V,به یاد آوردن,kaout soñj e
1258,vergessen::V,فراموش کردن,ankouaat
1259,messen::V,اندازه گرفتن,muzuliañ
1260,zählen::V,شمردن,kontañ
1261,rechnen::V,حساب کردن,jedañ
1262,lesen::V,خواندن,lenn
1263,malen::V,نقاشی کردن,livañ
1264,zeichnen::V,کشیدن,tresañ
1265,zeichnen::V,رسم کردن,tresañ
1266,schreiben::V,نوشتن,skrivañ
1267,besitzen::V,داشتن,kaout
1268,kaufen::V,خریدن,prenañ
1269,kaufen::V,خرید کردن,prenañ
1270,verkaufen::V,فروختن,gwerzhañ
1271,bezahlen::V,پرداختن,paeañ
1272,zahlen::V,پرداخت کردن,paeañ
1273,beherrschen::V,مسلط بودن,mestroniañ
1274,ertragen::V,تحمل کردن,anduriñ
