,Concept_ID,nl,sah
177,Hahn::N,haan,бөтүүк
178,Gans::N,gans,хаас
179,Adler::N,arend,хотой
180,Ente::N,eend,кус
181,Eule::N,uil,мэкчиргэ
182,Kranich::N,kraanvogel,туруйа
183,Krähe::N,kraai,тураах
184,Kuckuck::N,koekoek,кэҕэ
185,Schwan::N,zwaan,куба
186,Fisch::N,vis,балык
187,Barsch::N,baars,алыһар
188,Hecht::N,snoek,сордон
189,Schlange[Tier]::N,slang,моҕой
190,Schlange[Tier]::N,slang,эриэн үөн
191,Wurm::N,worm,үөн
192,Spinne::N,spin,ооҕуй
193,Ameise::N,mier,кымырдаҕас
194,Laus::N,luis,быт
195,Mücke::N,mug,кумаар
196,Fliege::N,vlieg,сахсырҕа
197,Schmetterling::N,vlinder,лыах
198,Schmetterling::N,vlinder,үрүмэччи
199,Beere::N,bes,отон
200,Apfel::N,appel,яблоко
201,Pilz::N,paddestoel,тэллэй
202,Zwiebel::N,ui,луук
203,Saat::N,zaad,сиэмэ
204,Korn::N,graan,сиэмэ
205,Korn::N,korrel,сиэмэ
206,Heu::N,hooi,от
207,Schale::N,schil,хах
208,Grube::N,kuil,дьаама
209,Falle::N,val,сохсо
210,Schlinge::N,strop,уктаа
211,Spur::N,spoor,суол
212,Asche::N,as,күл
213,Dreck::N,drek,бадараан
214,Eisen::N,ijzer,тимир
215,Gold::N,goud,көмүс
216,Gold::N,goud,кыһыл көмүс
217,Silber::N,zilver,көмүс
218,Silber::N,zilver,үрүҥ көмүс
219,Kohle::N,kool,чох
220,Glas::N,glas,өстүөкүлэ
221,Lehm::N,klei,туой
222,Sand::N,zand,кумах
223,Mensch::N,mens,киһи
224,Mann::N,man,эр
225,Frau::N,vrouw,дьахтар
226,Kind::N,kind,оҕо
227,Junge::N,jongen,уол
228,Mädchen::N,meisje,кыыс оҕо
229,Familie::N,gezin,кэргэн
230,Familie::N,familie,кэргэн
231,Großvater::N,grootvader,эһэ
232,Großmutter::N,grootmoeder,эбэ
233,Eltern::N,ouders,аҕа-ийэ
234,Vater::N,vader,аҕа
235,Mutter::N,moeder,ийэ
236,Sohn::N,zoon,уол
237,Tochter::N,dochter,кыыс
238,Bruder::N,broer,убай
239,Bruder::N,broer,быраат
240,Bruder::N,broeder,убай
241,Bruder::N,broeder,быраат
242,Schwester::N,zus,аҕас
243,Schwester::N,zus,балыс
244,Schwester::N,zuster,аҕас
245,Schwester::N,zuster,балыс
246,Onkel::N,oom,таай
247,Onkel::N,oom,абаҕа
248,Tante::N,tante,эдьиий
249,Ehemann::N,echtgenoot,эр
250,Ehefrau::N,echtgenote,ойох
251,Freude::N,vreugde,үөрүү
252,Gelächter::N,gelach,күлүү
253,Glück::N,geluk,дьол
254,Glück::N,geluk,соргу
255,Kummer::N,verdriet,кутурҕан
256,Wunsch::N,wens,баҕарыы
257,Wunsch::N,verlangen,баҕарыы
258,Lust::N,zin,баҕа
259,Lust::N,lust,баҕа
260,Geist::N,geest,тыын
261,Gedanke::N,gedachte,санаа
262,Gedächtnis::N,geheugen,өй
263,Verstand::N,verstand,өй
264,Sinn::N,betekenis,суолта
265,Grund::N,reden,төрүөт
266,Wahrheit::N,waarheid,кырдьык
267,Gespräch::N,gesprek,бэсиэдэ
268,Gespräch::N,gesprek,кэпсэтии
269,Märchen::N,sprookje,остуоруйа
270,Erzählung::N,verhaal,кэпсээн
271,Nachricht::N,tijding,биллэриллии
272,Neuigkeit::N,nieuws,сонун
273,Neuigkeit::N,nieuwtje,сонун
274,Name::N,naam,аат
275,Rätsel::N,raadsel,таабырын
276,Rede::N,rede,этии
277,Sprache::N,taal,тыл
278,Stimme::N,stem,куолас
279,Wort::N,woord,тыл
280,Zeichen::N,teken,бэлиэ
281,Ruf::N,roep,ыҥырыы
282,Lärm::N,lawaai,айдаан
283,Laut::N,klank,тыас
284,Laut::N,geluid,тыас
285,Ton::N,toon,дорҕоон
286,Ton::N,klank,дорҕоон
287,Lied::N,lied,ырыа
288,Ruhe::N,rust,уу чуумпу
289,Ruhe::N,stilte,уу чуумпу
290,Leute::N,lui,дьон
291,Leute::N,mensen,дьон
292,Volk::N,volk,дьон
293,Volk::N,volk,норуот
294,Arbeit::N,werk,үлэ
295,Arbeit::N,arbeid,үлэ
296,Gast::N,gast,ыалдьыт
297,Geschenk::N,cadeau,бэлэх
298,Geschenk::N,geschenk,бэлэх
299,Spiel::N,spel,оонньуу
300,Gesellschaft::N,gezelschap,общество
301,Hilfe::N,hulp,көмө
302,Freund::N,vriend,доҕор
303,Kamerad::N,maat,атас
304,Kamerad::N,metgezel,атас
305,Angelegenheit::N,zaak,дьыала
306,Angelegenheit::N,aangelegenheid,дьыала
307,Anzahl::N,tal,ахсаан
308,Anzahl::N,aantal,ахсаан
309,Art::N,slag,биис
310,Art::N,soort,биис
311,Stück::N,stuk,кырбас
312,Teil::N,deel,ирээт
313,Hälfte::N,helft,аҥар
314,Kreis::N,kring,төгүрүк
315,Kreis::N,kring,төгүрүмтэ
316,Kreis::N,cirkel,төгүрүк
317,Kreis::N,cirkel,төгүрүмтэ
318,Kreuz::N,kruis,кириэс
319,Linie::N,lijn,сурааһын
320,Strich::N,haal,сурааһын
321,Strich::N,streep,сурааһын
322,Abstand::N,afstand,арыт
323,Entfernung::N,afstand,ыраах
324,Gegend::N,streek,сир
325,Platz::N,ruimte,арыт
326,Ort::N,oord,сир
327,Ort::N,plaats,сир
328,Seite::N,zij,өрүт
329,Seite::N,zij,сирэй
330,Seite::N,kant,өрүт
331,Seite::N,kant,сирэй
332,Seite::N,zijde,өрүт
333,Seite::N,zijde,сирэй
334,Mitte::N,midden,орто
335,Gegenstand::N,voorwerp,предмет
336,Sache::N,zaak,мал
337,Rand::N,rand,кытыы
338,Rand::N,rand,ойоҕос
339,Rand::N,boord,кытыы
340,Rand::N,boord,ойоҕос
341,Kante::N,kant,кырыы
342,Ecke::N,hoek,муннук
343,Spitze::N,punt,чыпчаал
344,Spitze::N,spits,чыпчаал
345,Ende::N,einde,төбө
346,Ende::N,uiteinde,төбө
347,Loch::N,gat,тэһэҕэс
348,Loch::N,gat,дьөлөҕөс
349,Winkel::N,hoek,муннук
350,Muster::N,dessin,оһуор
351,Muster::N,patroon,оһуор
352,Größe::N,grootte,кээмэй
353,Länge::N,lengte,уста
354,Höhe::N,hoogte,үрдүк
355,Gewicht::N,gewicht,ыйааһын
356,Menge::N,hoeveelheid,ахсаан
357,Haufen::N,hoop,чөмчөх
358,Reihe::N,rij,кэккэ
359,Reihe::N,reeks,кэккэ
360,Boot::N,boot,оҥочо
361,Ruder::N,roeiriem,эрдии
362,Schlitten::N,slee,сыарҕа
363,Schlitten::N,slede,сыарҕа
364,Ski::N,ski,хайыһар
365,Lagerfeuer::N,kampvuur,кутаа
366,Last::N,last,ыарахан
367,Last::N,vracht,ыарахан
368,Gang::N,wandeling,хаамыы
369,Schritt::N,stap,хардыы
370,Schritt::N,schrede,хардыы
371,Norden::N,noorden,хоту
372,Süden::N,zuiden,соҕуруу
373,Westen::N,westen,арҕаа
374,Osten::N,oosten,илин
375,Holz::N,hout,мас
376,Brett::N,plank,дуоска
377,Brett::N,plank,хаптаһын
378,Platte::N,plaat,билиитэ
379,Stütze::N,stut,тулааһын
380,Stütze::N,steun,тулааһын
381,Stange::N,stang,ураҕас
382,Stock::N,stok,мас
383,Stock::N,stok,баалкы
384,Stab::N,staf,ураҕас
385,Rohr::N,pijp,турба
386,Haus::N,huis,дьиэ
387,Heim::N,tehuis,дьиэ
388,Ofen::N,kachel,оһох
389,Fußboden::N,vloer,муоста
390,Tisch::N,tafel,остуол
391,Stuhl::N,stoel,устуул
392,Wiege::N,wieg,биһик
393,Bett::N,bed,кырабаат
394,Regal::N,rek,долбуур
395,Kiste::N,kist,дьааһык
396,Fenster::N,raam,түннүк
397,Fenster::N,venster,түннүк
398,Tür::N,deur,аан
399,Tor::N,poort,аан
400,Zaun::N,omheining,соппулуот
401,Dach::N,dak,кырыыса
402,Leiter::N,ladder,кирилиэс
403,Besen::N,bezem,миинньик
404,Spaten::N,schop,күрдьэх
405,Schaufel::N,schep,күрдьэх
406,Gabel::N,vork,биилкэ
407,Löffel::N,lepel,луоска
408,Messer::N,mes,быһах
409,Nagel::N,spijker,тоһоҕо
410,Netz::N,net,илим
411,Haken::N,haak,көхө
412,Griff::N,handvat,ук
413,Griff::N,handvat,тутаах
414,Schloss::N,slot,күлүүс
415,Bild::N,beeld,хартыына
416,Figur::N,figuur,фигура
417,Puppe::N,pop,куукула
418,Beutel::N,zak,мөһөөччук
419,Beutel::N,buidel,мөһөөччук
420,Bündel::N,pak,баайыы
421,Bündel::N,bundel,баайыы
422,Tasche::N,tas,суумка
423,Eimer::N,emmer,биэдэрэ
424,Deckel::N,deksel,хаппах
425,Geschirr::N,vaatwerk,иһит
426,Sack::N,zak,куул
427,Tasse::N,kop,сэлиэнэй
428,Topf::N,pan,көстүрүүҥкэ
429,Kessel::N,ketel,хочуол
430,Essen::N,eten,аһылык
431,Nahrung::N,voedsel,ас
432,Speise::N,spijs,аһылык
433,Fleisch::N,vlees,эт
434,Getreide::N,graan,злактар
435,Brei::N,pap,хааһы
436,Brei::N,brij,хааһы
437,Brot::N,brood,килиэп
438,Scheibe::N,plak,куһуок
439,Scheibe::N,snede,куһуок
440,Fett::N,vet,сыа
441,Butter::N,boter,арыы
442,Öl::N,olie,арыы
443,Salz::N,zout,туус
444,Suppe::N,soep,мин
445,Honig::N,honing,мүөт
446,Milch::N,melk,үүт
447,Tee::N,thee,чэй
448,Leder::N,leer,тирии
449,Leder::N,leder,тирии
450,Wolle::N,wol,түү
451,Stoff::N,stof,таҥас
452,Nadel::N,naald,иннэ
453,Faden::N,draad,сап
454,Knopf::N,knoop,тимэх
455,Knoten::N,knoop,түмүк
456,Farbe::N,verf,кырааска
457,Kleidung::N,kledij,таҥас
458,Kleidung::N,kleding,таҥас
459,Hemd::N,hemd,ырбаахы
460,Kragen::N,kraag,саҕа
461,Ärmel::N,mouw,сиэх
462,Hose::N,broek,ыстаан
463,Hose::N,broek,бүрүүкэ
464,Hose::N,pantalon,ыстаан
465,Hose::N,pantalon,бүрүүкэ
466,Gürtel::N,riem,кур
467,Gürtel::N,gordel,кур
468,Mütze::N,muts,бэргэһэ
469,Schuh::N,schoen,бачыыҥка
470,Stiefel::N,laars,саппыкы
471,Ring::N,ring,биһилэх
472,Band::N,lint,лиэнтэ
473,Kamm::N,kam,тараах
474,Spiegel::N,spiegel,сиэркилэ
475,Riemen::N,riem,кур
476,Schnur::N,koord,быа
477,Leine::N,lijn,тэһиин
478,Decke::N,deken,суорҕан
479,Kissen::N,kussen,сыттык
480,Tuch::N,doek,былаат
481,Handtuch::N,handdoek,соттор
482,Kraft::N,kracht,сыра
483,Stärke::N,sterkte,күүс
484,Gesundheit::N,gezondheid,доруобуйа
485,Krankheit::N,ziekte,ыарыы
486,Schmerz::N,pijn,ыарыы
487,Wunde::N,wond,баас
488,Fieber::N,koorts,түрүлгэн
489,Fieber::N,koorts,лихорадка
490,Fieber::N,koorts,температура
491,Arznei::N,medicament,эмп
492,Arznei::N,geneesmiddel,эмп
493,Brücke::N,brug,күргэ
494,Brunnen::N,put,холуодьас
495,Brunnen::N,bron,холуодьас
496,Weide::N,wei,мэччирэҥ
497,Weide::N,weide,мэччирэҥ
498,Pfad::N,pad,ыллык
499,Weg::N,weg,суол
500,Straße::N,baan,суол
501,Straße::N,straat,суол
502,Dorf::N,dorp,дэриэбинэ
503,Stadt::N,stad,куорат
504,Brief::N,brief,сурук
505,Buch::N,boek,кинигэ
506,Buchstabe::N,letter,буква
507,Zeitung::N,krant,хаһыат
508,Zeitung::N,dagblad,хаһыат
509,Leben::N,leven,тыын
510,Tod::N,dood,өлүү
511,Grab::N,graf,иин
512,Kirche::N,kerk,таҥара дьиэтэ
513,Sünde::N,zonde,айыы
514,Gott::N,god,тангара
515,Arbeiter::N,arbeider,үлэһит
516,Chef::N,chef,баһылык
517,Chef::N,chef,начальник
518,Meister::N,meester,уус
519,Meister::N,meester,маастар
520,Arzt::N,arts,врач
521,Arzt::N,dokter,врач
522,Lehrer::N,leraar,учуутал
523,Lehrer::N,onderwijzer,учуутал
524,Geld::N,geld,харчы
525,Geschäft::N,zaak,идэ
526,Laden::N,winkel,маҕаһыын
527,Preis::N,prijs,сыана
528,Ware::N,waar,табаар
529,Nutzen::N,nut,туһа
530,Nutzen::N,voordeel,туһа
531,Reichtum::N,rijkdom,баай
532,Welt::N,wereld,аан дойду
533,Land::N,land,дойду
534,Staat::N,staat,государство
535,König::N,koning,король
536,Macht::N,macht,былаас
537,Grenze::N,grens,кыраныысса
538,Krieg::N,oorlog,сэрии
539,Feind::N,vijand,өстөөх
540,Gewalt::N,geweld,күүһүлээһин
541,Kampf::N,strijd,охсуһуу
542,Kampf::N,gevecht,охсуһуу
543,Bogen[Waffe]::N,boog,ох
544,Pfeil::N,pijl,ох
545,Gewehr::N,geweer,саа
546,Fehler::N,fout,сыыһа
547,Lüge::N,leugen,сымыйа
548,Schaden::N,schade,хоромньу
549,Unglück::N,tegenspoed,алдьархай
550,Schuld::N,schuld,буруй
551,Alter::N,leeftijd,саас
552,Schluss::N,slot,тиһэх
553,Zeit::N,tijd,бириэмэ
554,Tag::N,dag,күн
555,Morgen::N,morgen,сарсыарда
556,Morgen::N,ochtend,сарсыарда
557,Mittag::N,middag,күн ортото
558,Abend::N,avond,киэһэ
559,Nacht::N,nacht,түүн
560,Woche::N,week,нэдиэлэ
561,Monat::N,maand,ый
562,Jahr::N,jaar,сыл
563,Jahr::N,jaar,дьыл
564,Frühling::N,lente,саас
565,Frühling::N,voorjaar,саас
566,Sommer::N,zomer,сайын
567,Herbst::N,herfst,күһүн
568,Winter::N,winter,кыһын
569,Januar::N,januari,тохсунньу
570,Februar::N,februari,олунньу
571,März::N,maart,кулун тутар
572,April::N,april,муус устар ый
573,Mai::N,mei,ыам ыйа
574,Juni::N,juni,бэс ыйа
575,Juli::N,juli,от ыйа
576,August::N,augustus,атырдьах ыйа
577,September::N,september,балаҕан ыйа
578,Oktober::N,oktober,алтынньы
579,November::N,november,сэтинньи
580,Dezember::N,december,ахсынньы
581,Montag::N,maandag,бэнидиэнньик
582,Dienstag::N,dinsdag,оптуорунньук
583,Mittwoch::N,woensdag,сэрэдэ
584,Donnerstag::N,donderdag,чэппиэр
585,Freitag::N,vrijdag,бээтинсэ
586,Samstag::N,zaterdag,субуота
587,Sonntag::N,zondag,баскыһыанньа
588,groß::A,groot,бөдөҥ
589,groß::A,groot,улахан
590,klein::A,klein,кыр
591,lang::A,lang,уһун
592,kurz::A,kort,кылгас
593,breit::A,breed,кэтит
594,schmal::A,smal,кыараҕас
595,dicht::A,dicht,хойуу
596,dick[Gegenstand]::A,dik,суон
597,dick[Gegenstand]::A,dik,хойуу
598,dünn::A,dun,чараас
599,fein::A,fijn,бытархай
600,fein::A,fijn,синньигес
601,fest::A,vast,бөҕө
602,fest::A,vast,кытаанах
603,flach::A,plat,хаптаҕай
604,glatt::A,glad,кылааккай
605,hart::A,hard,хатан
606,hart::A,hard,кытаанах
607,weich::A,week,сымнаҕас
608,rund::A,rond,төгүрүк
609,spitz::A,spits,сытыы
610,spitz::A,spits,уһуктаах
611,spitz::A,puntig,сытыы
612,spitz::A,puntig,уһуктаах
613,scharf::A,scherp,сытыы
614,stumpf::A,stomp,сыппах
615,schwer::A,zwaar,ыарахан
616,schön::A,mooi,кыраһыабай
617,schön::A,fraai,кыраһыабай
618,heiß::A,heet,итии
619,warm::A,warm,ичигэс
620,kalt::A,koud,тымныы
621,kühl::A,koel,сөрүүн
622,frisch::A,fris,ыраас
623,frisch::A,fris,сөрүүн
624,frisch::A,fris,тымныы
625,feucht::A,vochtig,сииктээх
626,nass::A,nat,инчэҕэй
627,trocken::A,droog,кураан
628,voll::A,vol,толору
629,leer::A,leeg,иччитэх
630,offen::A,open,аһаҕас
631,geschlossen::A,gesloten,бүтэй
632,sauber::A,net,сэбэр
633,sauber::A,schoon,сэбэр
634,schmutzig::A,vuil,кирдээх
635,roh::A,rauw,сиикэй
636,reif::A,rijp,буспут
637,reif::A,rijp,сиппит-хоппут
638,lecker::A,lekker,минньигэс
639,süß::A,zoet,минньигэс
640,bitter::A,bitter,аһыы
641,sauer::A,zuur,аһыы
642,hell::A,licht,сырдык
643,hell::A,helder,сырдык
644,dunkel::A,donker,хараҥа
645,schwarz::A,zwart,хара
646,weiß::A,wit,үрүҥ
647,weiß::A,wit,маҥан
648,rot::A,rood,кыһыл
649,gelb::A,geel,саһархай
650,blau::A,blauw,күөх
651,grün::A,groen,күөх
652,grün::A,groen,от күөҕэ
653,grau::A,grijs,сиэрэй
654,bunt::A,bont,эриэн
655,billig::A,goedkoop,чэпчэки
656,teuer::A,duur,сыаналаах
657,wertvoll::A,kostbaar,сыаналаах
658,wertvoll::A,waardevol,сыаналаах
659,blind::A,blind,хараҕа суох
660,taub::A,doof,дьүлэй
661,kräftig::A,krachtig,модун
662,stark::A,sterk,күүстээх
663,schwach::A,zwak,мөлтөх
664,fett::A,vet,эмис
665,schlank::A,slank,дьылҕан
666,schlank::A,slank,дьыпсаҕай
667,hübsch::A,leuk,олус кэрэ
668,hübsch::A,leuk,көрүөхтэн үчүгэй
669,böse::A,kwaad,өһүөннээх
670,dumm::A,dom,акаары
671,faul::A,lui,нэс
672,fleißig::A,vlijtig,кыһамньылаах
673,geizig::A,gierig,иҥсэлээх
674,klug::A,slim,өйдөөх
675,klug::A,schrander,өйдөөх
676,klug::A,verstandig,өйдөөх
677,geschickt::A,handig,наһаа дьоҕурдаах
678,geschickt::A,vaardig,наһаа дьоҕурдаах
679,lieb::A,lief,тапталлаах
680,lustig::A,vrolijk,көрдөөх
681,sanft::A,zacht,намчы
682,sanft::A,zacht,сымнаҕас
683,hungrig::A,hongerig,аччык
684,krank::A,ziek,ыалдьар
685,nackt::A,naakt,сыгынньах
686,traurig::A,treurig,санаарҕабыллаах
687,traurig::A,bedroefd,санаарҕабыллаах
688,lebendig::A,levend,тыыннаах
689,gut::A,goed,үтүө
690,gut::A,goed,үчүгэй
691,schlecht::A,slecht,куһаҕан
692,richtig::A,juist,сөп
693,schlimm::A,erg,сидьиҥ
694,schlimm::A,erg,быдьар
695,schlimm::A,kwaad,сидьиҥ
696,schlimm::A,kwaad,быдьар
697,wahr::A,waar,кырдьык
698,alt::A,oud,былыргы
699,neu::A,nieuw,саҥа
700,ehemalig::A,voormalig,урукку
701,alt[Lebewesen]::A,oud,кырдьаҕас
702,jung::A,jong,эдэр
703,arm::A,arm,дьадаҥы
704,reich::A,rijk,баай
705,bekannt::A,bekend,билэр
706,berühmt::A,beroemd,аатырбыт
707,fremd::A,vreemd,атын
708,verschieden::A,verscheiden,араас
709,verschieden::A,verschillend,араас
710,nah::A,nabij,чугас
711,nah::A,nabijgelegen,чугас
712,fern::A,ver,ыраах
713,linker::A,linker,хаҥас
714,rechter::A,rechter,уҥа
715,anderer::A,andere,атын
716,erster::A,eerste,маҥнайгы
717,zweiter::A,tweede,иккис
718,dritter::A,derde,үһүс
719,letzter::A,laatste,тиһэх
720,allein::ADV,alleen,соҕотох
721,auf einmal::ADV,ineens,биирдэ
722,auf einmal::ADV,tegelijk,биирдэ
723,zusammen::ADV,samen,холбуу
724,zusammen::ADV,bijeen,холбуу
725,lange::ADV,lang,уһуннук
726,plötzlich::ADV,eensklaps,эмискэ
727,plötzlich::ADV,plotsklaps,эмискэ
728,sofort::ADV,terstond,тута
729,sofort::ADV,aanstonds,тута
730,sofort::ADV,onmiddelijk,тута
731,später::ADV,later,хойут
732,jetzt::ADV,nu,билигин
733,jetzt::ADV,nou,билигин
734,jetzt::ADV,thans,билигин
735,heute::ADV,heden,бүгүн
736,heute::ADV,vandaag,бүгүн
737,morgen::ADV,morgen,сарсын
738,bald::ADV,gauw,өтөр
739,bald::ADV,weldra,өтөр
740,dann::ADV,dan,кэнна
741,dann::ADV,toen,кэнна
742,gestern::ADV,gisteren,бэҕэһээ
743,einst::ADV,eens,биир төгүл
744,einst::ADV,eens,арай биирдэ
745,damals::ADV,toen,оччоҕо
746,damals::ADV,destijds,оччоҕо
747,danach::ADV,daarna,аары
748,danach::ADV,daarna,ол кэнниттэн
749,vorher::ADV,vooraf,урут
750,vorher::ADV,van tevoren,урут
751,zuerst::ADV,eerst,маҥнай
752,zuerst::ADV,het eerst,маҥнай
753,einmal::ADV,eens,биирдэ
754,einmal::ADV,eenmaal,биирдэ
755,manchmal::ADV,soms,арыт
756,oft::ADV,vaak,чаастатык
757,oft::ADV,dikwijls,чаастатык
758,immer::ADV,altijd,мэлдьи
759,niemals::ADV,nooit,хаһан да
760,hier::ADV,hier,маныаха
761,hierhin::ADV,hierheen,бэттэх
762,von hier::ADV,van hier,мантан
763,von hier::ADV,hiervandaan,мантан
764,dort::ADV,daar,онно
765,dort::ADV,ginds,онно
766,dorthin::ADV,daarheen,онно
767,geradeaus::ADV,rechtuit,быһа
768,geradeaus::ADV,rechtuit,быһаччы
769,geradeaus::ADV,rechtdoor,быһа
770,geradeaus::ADV,rechtdoor,быһаччы
771,vorwärts::ADV,vooruit,инники
772,vorwärts::ADV,voorwaarts,инники
773,rückwärts::ADV,achteruit,төттөру
774,rückwärts::ADV,achterwaarts,төттөру
775,zurück::ADV,terug,төттөрү
776,unten::ADV,beneden,аллара
777,unten::ADV,onderaan,аллара
778,hinab::ADV,omlaag,аллара
779,hinab::ADV,naar beneden,аллара
780,oben::ADV,boven,үөһэ
781,hinauf::ADV,omhoog,өрө
782,hinauf::ADV,omhoog,үөһэ
