,Concept_ID,ar,sv
825,ihr::PRN,أنتن,ni
826,sie::PRN,هم,de
827,sie::PRN,هن,de
828,was::FPRN,ما,vad
829,wer::FPRN,من,vem
830,wo::FADV,أين,var
831,wohin::FADV,إلى أين,vart
832,wie::FADV,كيف,hur
833,warum::FADV,لماذا,varför
834,wieviel::FNUM,كم,hur mycket
835,eins::NUM,واحد,en
836,eins::NUM,واحد,ett
837,zwei::NUM,اثنين,två
838,drei::NUM,ثلاثة,tre
839,vier::NUM,أربعة,fyra
840,fünf::NUM,خمسة,fem
841,sechs::NUM,ستة,sex
842,sieben::NUM,سبعة,sju
843,acht::NUM,ثمانية,åtta
844,neun::NUM,تسعة,nio
845,zehn::NUM,عشرة,tio
846,elf::NUM,أحد عشر,elva
847,zwölf::NUM,اثنا عشر,tolv
848,zwanzig::NUM,عشرون,tjugo
849,dreißig::NUM,ثلاثون,trettio
850,vierzig::NUM,أربعون,fyrtio
851,fünfzig::NUM,خمسون,femtio
852,sechzig::NUM,ستون,sextio
853,siebzig::NUM,سبعون,sjuttio
854,achtzig::NUM,ثمانون,åttio
855,neunzig::NUM,تسعون,nittio
856,hundert::NUM,مئة,hundra
857,tausend::NUM,ألف,tusen
858,und::CNJ,و,och
859,oder::CNJ,أو,eller
860,stehen::V,وقف,stå
861,sitzen::V,جلس,sitta
862,liegen::V,رقد,ligga
863,hängen::V,تعلق,hänga
864,werden::V,صار,bli
865,werden::V,أصبح,bli
866,passieren::V,حدث,ske
867,passieren::V,حدث,hända
868,beginnen::V,ابتدأ,börja
869,enden::V,انتهى,ända
870,wechseln::V,تغير,växla
871,aufgehen[Sonne]::V,شرق,gå upp
872,untergehen[Sonne]::V,غرب,gå ned
873,scheinen[Sonne]::V,أضاء,skina
874,donnern::V,رعد,dundra
875,wehen::V,هب,blåsa
876,strömen::V,جرى,forsa
877,strömen::V,جرى,strömma
878,fließen::V,سال,flyta
879,sich drehen::V,دار,snurra
880,schwanken::V,ترنح,vackla
881,schwingen::V,ترجح,svinga
882,fallen::V,سقط,falla
883,brennen::V,احترق,brinna
884,rauchen::V,دخن,ryka
885,regnen::V,أمطر,regna
886,gefrieren::V,تجمد,frysa
887,tauen::V,ذاب,töa
888,schmelzen::V,ذاب,smälta
889,trocknen::V,نشف,torka
890,sieden::V,غلى,koka
891,sieden::V,غلى,sjuda
892,faulen::V,فسد,ruttna
893,verfaulen::V,تعفن,ruttna
894,reißen::V,انقطع,brista
895,versinken::V,غرق,sjunka
896,vergehen::V,مضى,förgå
897,erscheinen::V,لاح,synas
898,erscheinen::V,لاح,visa sig
899,erscheinen::V,ظهر,synas
900,erscheinen::V,ظهر,visa sig
901,verschwinden::V,غاب,försvinna
902,sinken::V,هبط,sjunka
903,abnehmen::V,نقص,avta
904,abnehmen::V,نقص,minskas
905,zunehmen::V,ازداد,tilltaga
906,steigen::V,صعد,stiga
907,steigen::V,ارتفع,stiga
908,wachsen::V,نما,växa
909,wachsen::V,نبت,växa
910,glänzen::V,لمع,glimma
911,funkeln::V,تلألأ,tindra
912,funkeln::V,تلألأ,gnistra
913,lärmen::V,ضج,bråka
914,lärmen::V,ضج,väsnas
915,lärmen::V,صخب,bråka
916,lärmen::V,صخب,väsnas
917,läuten::V,قرع,ringa
918,klingeln::V,دق,ringa
919,klirren::V,قعقع,klirra
920,brausen::V,عج,brusa
921,rauschen::V,حف,susa
922,klingen::V,رن,låta
923,klingen::V,رن,klinga
924,bellen::V,نبح,skälla
925,heulen::V,عوى,yla
926,heulen::V,عوى,tjuta
927,blasen::V,نفخ,blåsa
928,pfeifen::V,صفر,vissla
929,schreien::V,صرخ,skrika
930,stöhnen::V,أن,stöna
931,zittern::V,ارتعش,darra
932,zittern::V,ارتعش,skälva
933,leben::V,عاش,leva
934,geboren werden::V,ولد,födas
935,atmen::V,تنفس,andas
936,trinken::V,شرب,dricka
937,essen::V,أكل,äta
938,schlucken::V,جرع,svälja
939,müde werden::V,تعب,tröttna
940,einschlafen::V,نام,somna
941,schlafen::V,نام,sova
942,aufwachen::V,استيقظ,vakna
943,aufstehen::V,قام,stiga upp
944,sich erholen::V,استجم,repa sig
945,sich erholen::V,استجم,hämta sig
946,krank werden::V,مرض,insjukna
947,krank sein::V,مرض,vara sjuk
948,schmerzen::V,آلم,smärta
949,schmerzen::V,آلم,göra ont
950,husten::V,كح,hosta
951,husten::V,سعل,hosta
952,genesen::V,نقه,tillfriskna
953,sterben::V,مات,dö
954,umkommen::V,هلك,omkomma
955,sich bewegen::V,تحرك,röra sig
956,sich rühren::V,تحرك,röra på sig
957,sich erheben::V,قام,resa sig
958,sich setzen::V,جلس,sätta sig
959,hinfallen::V,وقع,falla omkull
960,laufen::V,مشى,löpa
961,schreiten::V,خطا,skrida
962,spazierengehen::V,تنزه,promenera
963,eilen::V,عجل,ila
964,sich beeilen::V,استعجل,skynda sig
965,sausen::V,أسرع,susa
966,rennen::V,عدا,löpa
967,rennen::V,عدا,springa
968,rennen::V,ركض,löpa
969,rennen::V,ركض,springa
970,springen::V,قفز,hoppa
971,klettern::V,تسلق,klättra
972,schaukeln::V,تأرجح,gunga
973,kriechen::V,دب,kräla
974,kriechen::V,زحف,kräla
975,schwimmen::V,سبح,simma
976,tauchen::V,غطس,dyka
977,rudern::V,جذف,ro
978,fahren::V,ركب,köra
979,fahren::V,سافر,köra
980,fliegen::V,طار,flyga
981,gehen::V,سار,gå
982,gehen::V,ذهب,gå
983,weggehen::V,ذهب,gå bort
984,weggehen::V,انصرف,gå bort
985,abfahren::V,رحل,resa
986,abfahren::V,رحل,avresa
987,anhalten::V,توقف,stanna
988,hineingehen::V,دخل,gå in
989,eintreten::V,دخل,träda in
990,kommen::V,أتى,komma
991,kommen::V,جاء,komma
992,ankommen::V,وصل,ankomma
993,zurückkommen::V,عاد,återkomma
994,zurückkommen::V,رجع,återkomma
995,bleiben::V,مكث,bli
996,bleiben::V,مكث,förbli
997,warten::V,انتظر,vänta
998,erwarten::V,ترقب,vänta
999,erwarten::V,انتظر,vänta
1000,suchen::V,بحث,leta
1001,finden::V,وجد,finna
1002,versuchen::V,حاول,försöka
1003,vorbereiten::V,أعد,förbereda
1004,vorbereiten::V,حضر,förbereda
1005,lieben::V,أحب,älska
1006,mögen::V,أحب,tycka om
1007,lachen::V,ضحك,skratta
1008,rühren::V,أثر,röra
1009,weinen::V,بكى,gråta
1010,schimpfen::V,سب,skälla
1011,schimpfen::V,شتم,skälla
1012,sich ärgern::V,زعل,förargas
1013,sich fürchten::V,هاب,vara rädd
1014,fürchten::V,خاف,frukta
1015,fürchten::V,خشي,frukta
1016,fliehen::V,هرب,fly
1017,fliehen::V,هرب,rymma
1018,flüchten::V,فر,fly
1019,sehen::V,رأى,se
1020,anschauen::V,نظر,se på
1021,anschauen::V,نظر,betrakta
1022,ansehen::V,نظر,åse
1023,hören::V,سمع,höra
1024,zuhören::V,أصغى,höra på
1025,zuhören::V,أصغى,lyssna till
1026,probieren::V,ذاق,smaka
1027,probieren::V,ذاق,smaka på
1028,riechen::V,شم,lukta
1029,riechen::V,استنشق,lukta
1030,fühlen::V,شعر,känna
1031,scheinen::V,ظهر,verka
1032,scheinen::V,ظهر,tyckas
1033,zu sehen sein::V,ظهر,synas
1034,zu sehen sein::V,ظهر,kunna ses
1035,vernehmen::V,سمع,få veta
1036,vernehmen::V,سمع,förnimma
1037,frieren::V,بردان,frysa
1038,tun::V,فعل,göra
1039,können::V,قدر,kunna
1040,können::V,استطاع,kunna
1041,wollen::V,شاء,vilja
1042,wollen::V,أراد,vilja
1043,anfangen::V,بدأ,börja
1044,beenden::V,أنهى,avsluta
1045,aufhören::V,توقف,sluta
1046,aufhören::V,توقف,upphöra
1047,aufhören::V,انقطع,sluta
1048,aufhören::V,انقطع,upphöra
1049,gelingen::V,نجح,lyckas
1050,geraten::V,طلع,bli
1051,öffnen::V,فتح,öppna
1052,schließen::V,أغلق,låsa
1053,schließen::V,أغلق,stänga
1054,stellen::V,وضع,ställa
1055,stellen::V,أقام,ställa
1056,setzen::V,أجلس,sätta
1057,legen::V,وضع,lägga
1058,berühren::V,مس,beröra
1059,berühren::V,لمس,beröra
1060,verbinden::V,ربط,förbinda
1061,verbinden::V,وصل,förbinda
1062,bedecken::V,غطى,täcka
1063,bedecken::V,غطى,betäcka
1064,aufhängen::V,علق,hänga
1065,aufhängen::V,علق,hänga upp
1066,anzünden::V,أوقد,tända
1067,anzünden::V,أوقد,antända
1068,anzünden::V,أوقد,tända på
1069,aufheben::V,لقط,lyfta
1070,zurücklassen::V,ترك,lämna
1071,zurücklassen::V,ترك,efterlämna
1072,verlieren::V,فقد,mista
1073,verlieren::V,فقد,förlora
1074,fallen lassen::V,أسقط,tappa
1075,fallen lassen::V,أسقط,släppa
1076,machen::V,فعل,göra
1077,herstellen::V,صنع,tillverka
1078,herstellen::V,صنع,framställa
1079,herstellen::V,أنتج,tillverka
1080,herstellen::V,أنتج,framställa
1081,bauen::V,بنى,bygga
1082,bauen::V,شيد,bygga
1083,reparieren::V,صلح,reparera
1084,verbessern::V,صحح,rätta
1085,verbessern::V,صحح,förbättra
1086,ändern::V,غير,ändra
1087,ändern::V,غير,förändra
1088,graben::V,حفر,gräva
1089,beugen::V,ثنى,böja
1090,beugen::V,أحنى,böja
1091,biegen::V,لوى,böja
1092,biegen::V,لوى,kröka
1093,drehen::V,أدار,vrida
1094,drehen::V,دور,vrida
1095,wenden::V,قلب,vända
1096,umdrehen::V,قلب,vrida om
1097,heben::V,رفع,häva
1098,hochheben::V,رفع,lyfta
1099,ergreifen::V,مسك,gripa
1100,halten::V,مسك,hålla
1101,drücken::V,ضغط,trycka
1102,schieben::V,حرك,skjuta
1103,kratzen::V,خدش,riva
1104,kratzen::V,خدش,skrapa
1105,lecken::V,لعق,slicka
1106,beißen::V,عض,bita
1107,abreißen::V,قلع,slita_av
1108,abreißen::V,قلع,riva_av
1109,abschneiden::V,قطع,skära av
1110,binden::V,ربط,binda
1111,stecken::V,دس,sticka
1112,brechen::V,كسر,bryta
1113,brechen::V,كسر,brista
1114,klopfen::V,طرق,banka
1115,klopfen::V,طرق,klappa
1116,hauen::V,ضرب,hugga
1117,kleben::V,ألصق,klistra
1118,reiben::V,حك,gnida
1119,streichen::V,نشر,smörja
1120,schleifen::V,سن,slipa
1121,schneiden::V,قطع,skära
1122,schneiden::V,قطع,klippa
1123,rütteln::V,رج,skaka
1124,schütteln::V,هز,rista
1125,schwenken::V,لوح,svänga
1126,schütten::V,صب,hälla
1127,füllen::V,ملأ,fylla
1128,einwickeln::V,لف,slå in
1129,einwickeln::V,لف,veckla in
1130,tragen::V,حمل,bära
1131,schleppen::V,سحب,släpa
1132,ziehen::V,سحب,dra
1133,aufbewahren::V,حفظ,förvara
1134,aufbewahren::V,حفظ,ta vara på
1135,werfen::V,رمى,kasta
1136,werfen::V,ألقى,kasta
1137,fangen::V,التقط,fånga
1138,packen::V,مسك,gripa
1139,packen::V,مسك,gripa tag
1140,verstecken::V,خبأ,gömma
1141,teilen::V,قسم,dela
1142,schicken::V,بعث,skicka
1143,schicken::V,أرسل,skicka
1144,bringen::V,جلب,bringa
1145,hinzufügen::V,أضاف,tillägga
1146,bekommen::V,حصل,få
1147,bekommen::V,حصل,erhålla
1148,erhalten::V,استلم,få
1149,erhalten::V,استلم,erhålla
1150,nehmen::V,أخذ,ta
1151,nehmen::V,أخذ,taga
1152,wählen::V,اختار,välja
1153,auswählen::V,انتقى,utvälja
1154,bewahren::V,حافظ,bevara
1155,behindern::V,عاق,hindra
1156,behindern::V,عاق,förhindra
1157,verderben::V,أفسد,förstöra
1158,beschädigen::V,أضر,skada
1159,zerbrechen::V,كسر,bryta isär
1160,zerbrechen::V,كسر,bryta sönder
1161,zerreißen::V,مزق,riva sönder
1162,zerreißen::V,مزق,slita sönder
1163,zerstören::V,دمر,förstöra
1164,verbrennen::V,حرق,bränna
1165,verbrennen::V,حرق,bränna upp
1166,geben::V,أعطى,ge
1167,reichen::V,ناول,räcka
1168,schenken::V,وهب,skänka
1169,versprechen::V,وعد,lova
1170,wünschen::V,تمنى,önska
1171,loben::V,مدح,lova
1172,loben::V,مدح,beröma
1173,küssen::V,قبل,pussa
1174,wiegen::V,هدهد,vagga
1175,zudecken::V,غطى,täcka
1176,wecken::V,أيقظ,väcka
1177,zeigen::V,أرى,visa
1178,führen::V,دل,föra
1179,lehren::V,علم,lära
1180,unterrichten::V,علم,undervisa
1181,aufziehen::V,ربى,uppfostra
1182,leiten::V,دل,leda
1183,leiten::V,أدار,leda
1184,antreiben::V,حث,driva på
1185,lassen::V,حدا,få att
1186,einladen::V,دعا,bjuda
1187,einladen::V,دعا,inbjuda
1188,vereinigen::V,وحد,förena
1189,besuchen::V,زار,besöka
1190,treffen::V,قابل,möta
1191,treffen::V,قابل,träffa
1192,sich versammeln::V,اجتمع,församla sig
1193,spielen::V,لعب,leka
1194,spielen::V,لعب,spela
1195,singen::V,غنى,sjunga
1196,tanzen::V,رقص,dansa
1197,sich trennen::V,افترق,skiljas
1198,verlassen::V,ترك,lämna
1199,verlassen::V,ترك,överge
1200,retten::V,نجى,rädda
1201,retten::V,أنقذ,rädda
1202,bewachen::V,حرس,bevaka
1203,schützen::V,حمى,skydda
1204,schützen::V,حمى,beskydda
1205,verteidigen::V,دافع,försvara
1206,sich schlagen::V,تضارب,slåss
1207,schießen::V,أطلق,skjuta
1208,siegen::V,انتصر,segra
1209,ärgern::V,أزعل,förarga
1210,schlagen::V,ضرب,slå
1211,treten::V,رفس,sparka
1212,stechen::V,شك,sticka
1213,stoßen::V,دفع,stöta
1214,stehlen::V,سرق,stjäla
1215,stören::V,ضايق,störa
1216,belästigen::V,أزعج,genera
1217,belästigen::V,أزعج,besvära
1218,verbergen::V,كتم,dölja
1219,täuschen::V,خدع,vilseleda
1220,betrügen::V,غش,bedra
1221,töten::V,قتل,döda
1222,wohnen::V,سكن,bo
1223,arbeiten::V,عمل,arbeta
1224,arbeiten::V,اشتغل,arbeta
1225,sammeln::V,جمع,samla
1226,pflücken::V,جنى,plocka
1227,pflücken::V,قطف,plocka
1228,jagen::V,صاد,jaga
1229,fischen::V,اصطاد,fiska
1230,fassen::V,قبض,fånga
1231,hüten::V,رعى,vakta
1232,treiben::V,ساق,driva
1233,anbinden::V,ربط,binda fast
1234,füttern::V,علف,fodra
1235,melken::V,حلب,mjölka
1236,hacken::V,فرم,hacka
1237,gießen::V,سقى,hälla
1238,gießen::V,سقى,vattna
1239,reifen::V,نضج,mogna
1240,zubereiten::V,حضر,tillaga
1241,zubereiten::V,حضر,tillreda
1242,kochen::V,طبخ,koka
1243,backen::V,خبز,baka
1244,braten::V,قلى,steka
1245,braten::V,حمر,steka
1246,umrühren::V,قلب,röra om
1247,stricken::V,حاك,sticka
1248,nähen::V,خاط,sy
1249,färben::V,صبغ,färga
1250,färben::V,لون,färga
1251,reinigen::V,نظف,rensa
1252,reinigen::V,نظف,rengöra
1253,waschen::V,غسل,tvätta
1254,abwischen::V,مسح,torka av
1255,spülen::V,شطف,spola
1256,spülen::V,شطف,skölja
1257,fegen::V,كنس,feja
1258,kehren::V,كنس,sopa
1259,baden::V,استحم,bada
1260,sich waschen::V,اغتسل,tvätta sig
1261,ausziehen::V,خلع,ta av
1262,anziehen::V,لبس,ta på
1263,sich anziehen::V,اكتسى,klä på sig
1264,kämmen::V,مشط,kamma
1265,schmücken::V,زين,pynta
1266,schmücken::V,زين,smycka
1267,sagen::V,قال,säga
1268,sprechen::V,تكلم,tala
1269,reden::V,تكلم,tala
1270,reden::V,تكلم,prata
1271,sich unterhalten::V,تحادث,prata
1272,fragen::V,سأل,fråga
1273,fragen::V,سأل,spörja
1274,bitten::V,رجا,be
1275,erzählen::V,حكي,berätta
1276,mitteilen::V,بلغ,meddela
1277,nennen::V,سمى,kalla
1278,rufen::V,نادى,ropa
1279,prahlen::V,فشر,pråla
1280,prahlen::V,فشر,skryta
1281,prahlen::V,تفاخر,pråla
1282,prahlen::V,تفاخر,skryta
1283,übersetzen::V,ترجم,tolka
1284,übersetzen::V,ترجم,översätta
1285,denken::V,فكر,tänka
1286,glauben::V,اعتقد,tro
1287,bemerken::V,لاحظ,uppmärksamma
1288,bemerken::V,لاحظ,lägga märke till
1289,erkennen::V,عرف,känna igen
1290,begreifen::V,فهم,begripa
1291,begreifen::V,أدرك,begripa
1292,verstehen::V,فهم,förstå
1293,lernen::V,درس,lära sig
1294,wissen::V,علم,veta
1295,sich erinnern an::V,تذكر,minnas
1296,sich erinnern an::V,تذكر,komma ihåg
1297,vergessen::V,نسي,glömma
1298,messen::V,قاس,mäta
1299,zählen::V,عد,räkna
1300,zählen::V,أحصى,räkna
1301,rechnen::V,حسب,räkna
1302,lesen::V,قرأ,läsa
1303,malen::V,صور,måla
1304,zeichnen::V,رسم,teckna
1305,schreiben::V,كتب,skriva
1306,besitzen::V,حاز,äga
1307,besitzen::V,حاز,besitta
1308,besitzen::V,ملك,äga
1309,besitzen::V,ملك,besitta
1310,kaufen::V,اشترى,köpa
1311,verkaufen::V,باع,sälja
1312,bezahlen::V,دفع,betala
1313,zahlen::V,سدد,betala
1314,beherrschen::V,حكم,behärska
1315,ertragen::V,أطاق,tåla
1316,ertragen::V,أطاق,uthärda
1317,ertragen::V,تحمل,tåla
1318,ertragen::V,تحمل,uthärda
