,Concept_ID,lez,vep
198,Pilz::N,къарникъуз,babuk
199,Zwiebel::N,чичӏек,lauk
200,Saat::N,тумар,semned
201,Korn::N,твар,jüvä
202,Korn::N,твар,vill'
203,Heu::N,векь,hein
204,Heu::N,векьер,hein
205,Schale::N,пириш,kor'
206,Schale::N,хъуьруьш,kor'
207,Grube::N,фур,kop
208,Falle::N,ракьар,rida
209,Schlinge::N,гьалкъа,rihm
210,Spur::N,гел,jäl'g
211,Asche::N,руьхъ,tuhk
212,Dreck::N,чирк,redu
213,Dreck::N,чирк,pačak
214,Dreck::N,кьуруш,redu
215,Dreck::N,кьуруш,pačak
216,Eisen::N,ракь,raud
217,Gold::N,алтун,kuld
218,Silber::N,гимиш,hobed
219,Kohle::N,цӏивин,hil'
220,Glas::N,шуьше,stökol
221,Lehm::N,ччеб,savi
222,Sand::N,къум,lete
223,Mensch::N,инсан,mez'
224,Mensch::N,инсан,ristit
225,Mann::N,итим,mez'
226,Frau::N,паб,naine
227,Frau::N,дишегьли,naine
228,Kind::N,аял,laps'
229,Junge::N,гада,poig
230,Junge::N,гада,prihaine
231,Mädchen::N,руш,neičukaine
232,Familie::N,хзан,kanz
233,Familie::N,хзан,pereh
234,Familie::N,килфет,kanz
235,Familie::N,килфет,pereh
236,Großvater::N,чӏехи буба,ded
237,Großmutter::N,чӏехи диде,bab
238,Eltern::N,диде-буба,vanhembad
239,Eltern::N,диде-буба,kazvatajad
240,Vater::N,буба,tat
241,Mutter::N,диде,mam
242,Sohn::N,хва,poig
243,Tochter::N,руш,tütär
244,Bruder::N,стха,veik
245,Bruder::N,стха,vell'
246,Schwester::N,вах,čiža
247,Schwester::N,вах,sizar
248,Onkel::N,ими,däd'
249,Onkel::N,халу,däd'
250,Tante::N,эме,tädi
251,Tante::N,хала,tädi
252,Ehemann::N,гъуьл,mužik
253,Ehefrau::N,паб,ak
254,Freude::N,шадвал,ilo
255,Freude::N,шадвал,ihastuz
256,Gelächter::N,хъвер,nagr
257,Glück::N,бахт,oza
258,Kummer::N,дерт,gor'a
259,Kummer::N,хажалат,gor'a
260,Wunsch::N,мурад,taht
261,Lust::N,гьевес,himo
262,Geist::N,руьгь,heng
263,Gedanke::N,фикир,meletuz
264,Verstand::N,акьул,mel'
265,Sinn::N,мана,jüvä
266,Grund::N,себеб,sü
267,Wahrheit::N,керчек,tozi
268,Wahrheit::N,гьакъикъат,tozi
269,Gespräch::N,ихтилат,lodu
270,Gespräch::N,ихтилат,pagin
271,Märchen::N,мах,sarn
272,Erzählung::N,кьиса,sanutez
273,Nachricht::N,хабар,tedotuz
274,Neuigkeit::N,цӏийи хабар,uzištuz
275,Name::N,тӏвар,nimi
276,Rätsel::N,мискӏал,ozoitez
277,Rede::N,рахун,pagin
278,Rede::N,рахун,sanad
279,Sprache::N,чӏал,kel'
280,Stimme::N,ван,än'
281,Wort::N,гаф,sana
282,Zeichen::N,ишара,znam
283,Ruf::N,эвер,kida
284,Ruf::N,эвер,kucund
285,Lärm::N,ван-сес,judu
286,Laut::N,ван,kulund
287,Laut::N,сес,kulund
288,Ton::N,ван-сес,kulund
289,Lied::N,мани,pajo
290,Ruhe::N,ласвал,lebu
291,Ruhe::N,фаракъат,lebu
292,Ruhe::N,асайиш,lebu
293,Leute::N,инсанар,rahvaz
294,Volk::N,халкь,rahvaz
295,Arbeit::N,кӏвалах,tö
296,Arbeit::N,кӏвалах,rad
297,Gast::N,мугьман,adiv
298,Geschenk::N,савкьат,lahj
299,Spiel::N,къугъун,vänd
300,Gesellschaft::N,жемят,sebr
301,Gesellschaft::N,общество,sebr
302,Hilfe::N,куьмек,abu
303,Freund::N,дуст,sebranik
304,Kamerad::N,яр-дуст,sebranik
305,Angelegenheit::N,кар,azj
306,Anzahl::N,сан,lugu
307,Anzahl::N,кьадар,lugu
308,Art::N,жуьре,rod
309,Art::N,жуьре,rodsugu
310,Stück::N,кӏус,pala
311,Stück::N,кӏус,supal
312,Teil::N,пай,pala
313,Hälfte::N,зур,pol'
314,Hälfte::N,зур пай,pol'
315,Kreis::N,круг,ümbruz
316,Kreis::N,круг,kehkruz
317,Kreis::N,чкаяр,ümbruz
318,Kreis::N,чкаяр,kehkruz
319,Kreis::N,элкъвей цӏар,ümbruz
320,Kreis::N,элкъвей цӏар,kehkruz
321,Kreuz::N,хаш,rist
322,Linie::N,цӏар,pird
323,Strich::N,цӏар,pird
324,Abstand::N,ара,keskust
325,Entfernung::N,мензил,matk
326,Gegend::N,чка,taho
327,Platz::N,ара,avaruz'
328,Ort::N,чка,koht
329,Seite::N,пад,pol'
330,Seite::N,пад,kül'g
331,Mitte::N,юкь,kesk
332,Gegenstand::N,затӏ,kalu
333,Sache::N,шей,azj
334,Sache::N,затӏ,azj
335,Rand::N,къерех,röun
336,Kante::N,син,röun
337,Ecke::N,пӏипӏ,saum
338,Spitze::N,кӏвенкӏв,agjaine
339,Ende::N,кьил,agj
340,Loch::N,тӏеквен,reig
341,Winkel::N,пӏипӏ,čoga
342,Winkel::N,пӏипӏ,saum
343,Muster::N,гишир,kirjam
344,Größe::N,кьадар,suruz'
345,Länge::N,яргъивал,piduz
346,Höhe::N,кьакьанвал,korktuz'
347,Gewicht::N,заланвал,jügu
348,Gewicht::N,заланвал,vedäduz
349,Menge::N,кьадар,äjüz'
350,Haufen::N,хара,kogo
351,Reihe::N,жерге,rivi
352,Boot::N,луьткве,veneh
353,Ruder::N,кьусу,air
354,Schlitten::N,гъелерар,regi
355,Schlitten::N,гъелерар,regut
356,Lagerfeuer::N,цӏай,nodj
357,Lagerfeuer::N,цӏай,pažag
358,Last::N,заланвал,jüguz
359,Gang::N,ериш,astund
360,Schritt::N,къадам,hašk
361,Norden::N,кефер,pohjoine
362,Norden::N,кефер пад,pohjoine
363,Süden::N,кьибле,suvi
364,Westen::N,рагъакӏидай пад,päivlaskm
365,Osten::N,рагъэкъечӏдай пад,päivnouzm
366,Holz::N,кӏарас,pu
367,Brett::N,кьул,laud
368,Brett::N,тахта,laud
369,Stütze::N,даях,tugi
370,Stange::N,юрк,arz'
371,Stock::N,лаш,kalu
372,Stab::N,юрк,seibaz
373,Rohr::N,турба,torv
374,Haus::N,ужагъ,pert'
375,Heim::N,кӏвал,kodi
376,Ofen::N,пич,päč
377,Fußboden::N,кӏвалин ччил,lava
378,Tisch::N,стол,laud
379,Tisch::N,стол,stal'c
380,Stuhl::N,стул,ištim
381,Wiege::N,кьеб,kätte
382,Bett::N,тахт,sija
383,Bett::N,тахт,magaduzsija
384,Regal::N,кьацӏ,palič
385,Kiste::N,ящик,mülütim
386,Fenster::N,дакӏар,ikun
387,Tür::N,рак,uks'
388,Tor::N,варар,verai
389,Zaun::N,пару,aid
390,Dach::N,къав,katuz
391,Leiter::N,гурар,pordhad
392,Besen::N,таран кул,lud
393,Besen::N,таран кул,vast
394,Spaten::N,ппер,labid
395,Schaufel::N,хекендаз,labid
396,Gabel::N,шиш,hangoine
397,Löffel::N,тӏур,luzik
398,Messer::N,чукӏул,veič
399,Nagel::N,мих,nagl
400,Netz::N,чил,verk
401,Haken::N,къармах,kouk
402,Griff::N,ттум,kägä
403,Griff::N,ттум,varz'
404,Schloss::N,куьлег,lukkol
405,Bild::N,шикил,kuva
406,Bild::N,суьрет,kuva
407,Figur::N,фигура,figur
408,Puppe::N,нини,tätüine
409,Beutel::N,тагъар,havad
410,Bündel::N,галгам,toppaz
411,Bündel::N,галгам,käč
412,Tasche::N,чанта,sumk
413,Eimer::N,ведре,vädr
414,Deckel::N,кьил,katuz
415,Deckel::N,къалпагъ,katuz
416,Geschirr::N,къаб-къажах,astii
417,Sack::N,чувал,havad
418,Tasse::N,сукӏра,čašk
419,Topf::N,къажгъан,pada
420,Kessel::N,къажгъан,katil
421,Essen::N,тӏуьн,sönd
422,Nahrung::N,тӏуьн,söm
423,Speise::N,хуьрек,sömine
424,Fleisch::N,як,liha
425,Getreide::N,техил,vill'
426,Brei::N,хапӏа,pudr
427,Brei::N,хешил,pudr
428,Brot::N,фу,leib
429,Scheibe::N,чӏук,bibaleh
430,Scheibe::N,чӏук,šlik
431,Fett::N,ягълу,razv
432,Butter::N,гъери,voi
433,Öl::N,ягълу,voi
434,Salz::N,кьел,sol
435,Suppe::N,суп,lem'
436,Suppe::N,суп,keitoz
437,Suppe::N,шурпа,lem'
438,Suppe::N,шурпа,keitoz
439,Honig::N,вирт,mezi
440,Milch::N,нек,maid
441,Tee::N,чай,čai
442,Leder::N,тумаж,nahk
443,Wolle::N,йис,vill
444,Stoff::N,парча,kangaz
445,Nadel::N,раб,negl
446,Faden::N,гъал,nit'
447,Knopf::N,дуьгме,nübl'
448,Knoten::N,тӏвал,sol'm
449,Farbe::N,ранг,muju
450,Kleidung::N,партал,sobad
451,Hemd::N,перем,paid
452,Kragen::N,хев,kagluz
453,Ärmel::N,хел,hijam
454,Hose::N,шалвар,štanad
455,Gürtel::N,чӏул,vö
456,Mütze::N,бармак,šapuk
457,Mütze::N,бапӏах,šapuk
458,Schuh::N,ботинка,keng'
459,Stiefel::N,чекме,sapug
460,Ring::N,тупӏал,rengaz
461,Band::N,тасма,lentaine
462,Kamm::N,регъ,suga
463,Spiegel::N,гуьзгуь,zerkol
464,Riemen::N,къайиш,vö
465,Schnur::N,еб,nor
466,Decke::N,яргъан,sijakatuz
467,Kissen::N,хъуьцуьган,pöluz
468,Tuch::N,шал,paik
469,Handtuch::N,дасмал,käzipaik
470,Kraft::N,гуж,vägi
471,Stärke::N,къуват,vahvuz'
472,Gesundheit::N,сагъвал,tervhuz
473,Krankheit::N,тӏал,läžund
474,Schmerz::N,тӏал,kibu
475,Schmerz::N,тӏарвал,kibu
476,Wunde::N,хер,čapatez
477,Fieber::N,ифин,säru
478,Arznei::N,дарман,zel'l'
479,Brücke::N,муьгъ,sild
480,Brunnen::N,къуй,kaiv
481,Weide::N,уьруьш,omaluine
482,Pfad::N,рехъ,tehut
483,Weg::N,рехъ,te
484,Straße::N,рехъ,te
485,Dorf::N,хуьр,külä
486,Stadt::N,шегьер,lidn
487,Brief::N,кагъаз,kirjeine
488,Buch::N,улуб,kirj
489,Buchstabe::N,гьарф,kirjam
490,Zeitung::N,газета,lehtez
491,Leben::N,уьмуьр,elo
492,Tod::N,кьиникь,surm
493,Grab::N,сур,kaum
494,Kirche::N,килиса,jumalanpert'
495,Sünde::N,гунагь,grähk
496,Gott::N,аллагь,jumal
497,Arbeiter::N,фяле,radnik
498,Chef::N,гьаким,pämez'
499,Meister::N,устӏар,mastar
500,Arzt::N,доктор,lekar'
501,Lehrer::N,муаллим,opendai
502,Geld::N,пул,rahad
503,Laden::N,магазин,lauk
504,Preis::N,къимет,arv
505,Ware::N,мал,tavar
506,Ware::N,товар,tavar
507,Nutzen::N,хийир,liža
508,Nutzen::N,менфят,liža
509,Reichtum::N,девлет,kodielo
510,Reichtum::N,девлет,kal'huz'
511,Welt::N,дуьнья,mail'm
512,Land::N,уьлкве,ma
513,Staat::N,пачагьлугъ,valdkund
514,Staat::N,государство,valdkund
515,König::N,пачагь,kunigaz
516,Macht::N,власть,vald
517,Grenze::N,сергьят,röun
518,Krieg::N,дяве,soda
519,Feind::N,душман,vihanik
520,Feind::N,душман,vastustai
521,Gewalt::N,гуж,vägivald
522,Kampf::N,женг,tora
523,Bogen[Waffe]::N,чӏемерук,taug
524,Pfeil::N,хьел,nol
525,Gewehr::N,тфенг,oružj
526,Fehler::N,гъалатӏ,viga
527,Lüge::N,ттаб,kelastuz
528,Schaden::N,зиян,pahuz'
529,Schaden::N,зарар,pahuz'
530,Unglück::N,бала,bed
531,Unglück::N,бала,gor'a
532,Unglück::N,бедбахтвал,bed
533,Unglück::N,бедбахтвал,gor'a
534,Schuld::N,тахсир,värhuz'
535,Alter::N,яш,igä
536,Schluss::N,эхир,lop
537,Zeit::N,вяде,aig
538,Tag::N,югъ,päiv
539,Morgen::N,пакама,homendez
540,Mittag::N,нисин,keskpäiv
541,Abend::N,няни,eht
542,Nacht::N,йиф,ö
543,Woche::N,гьафте,nedal'
544,Monat::N,варз,ku
545,Jahr::N,йис,voz'
546,Frühling::N,гатфар,keväz'
547,Sommer::N,гад,keza
548,Herbst::N,зул,sügüz'
549,Winter::N,кьуьд,tal'v
550,Januar::N,январь,viluku
551,Februar::N,февраль,uhoku
552,März::N,март,keväz'ku
553,April::N,апрель,sulaku
554,Mai::N,май,semendku
555,Juni::N,июнь,kezaku
556,Juli::N,июль,heinku
557,August::N,август,eloku
558,September::N,сентябрь,sügüz'ku
559,Oktober::N,октябрь,reduku
560,November::N,ноябрь,kül'mku
561,Dezember::N,декабрь,tal'vku
562,Montag::N,ислен,ezmärg
563,Dienstag::N,саласа,tožnarg
564,Mittwoch::N,арбе,koumanz'päiv
565,Donnerstag::N,хемис югъ,nellänz'päiv
566,Freitag::N,жуьмя,pätnič
567,Freitag::N,жуьмя,videnz'päiv
568,Freitag::N,жуьмя югъ,pätnič
569,Freitag::N,жуьмя югъ,videnz'päiv
570,Samstag::N,киш,sobat
571,Sonntag::N,гьяд,pühäpäiv
572,groß::A,еке,sur'
573,groß::A,еке,järed
574,groß::A,чӏехи,sur'
575,groß::A,чӏехи,järed
576,klein::A,гъвечӏи,pen'
577,klein::A,гъвечӏи,pičuine
578,lang::A,яргъи,pit'k
579,kurz::A,куьруь,lühüd
580,breit::A,гьяркьуь,leved
581,schmal::A,гуьтӏуь,kaid
582,dicht::A,къалин,tihed
583,dünn::A,кьелечӏ,hoik
584,fein::A,шуькӏуь,hen
585,fest::A,кӏеви,luja
586,fest::A,кӏеви,ninev
587,flach::A,кьулу,lapak
588,glatt::A,цӏалцӏам,siled
589,hart::A,кӏеви,kova
590,weich::A,хъуьтуьл,pehmed
591,rund::A,элкъвей,kehker
592,spitz::A,хци,nügu
593,spitz::A,хци,terav
594,scharf::A,хци,terav
595,stumpf::A,къуьруь,tül'c
596,schwer::A,залан,jüged
597,schön::A,иер,čoma
598,heiß::A,кудай,räk
599,warm::A,чими,läm'
600,kalt::A,мекьи,vilu
601,kühl::A,къайи,raibak
602,kühl::A,къайи,viluhk
603,frisch::A,таза,lahed
604,frisch::A,михьи,lahed
605,feucht::A,ламу,neps
606,feucht::A,ламу,toreh
607,nass::A,кьежей,märg
608,trocken::A,кьуру,kuiv
609,voll::A,ацӏай,täuz'
610,leer::A,буш,joudai
611,leer::A,ичӏи,joudai
612,offen::A,ахъа,avoin
613,offen::A,ахъа,avol'jaine
614,geschlossen::A,кӏеви,saubaline
615,sauber::A,михьи,puhtaz
616,schmutzig::A,чиркин,redukaz
617,schmutzig::A,кьацӏай,redukaz
618,roh::A,чиг,rohk
619,roh::A,чиг,toreh
620,roh::A,ицӏи,rohk
621,roh::A,ицӏи,toreh
622,reif::A,дигмиш хьайи,küps
623,lecker::A,дадлу,magukaz
624,süß::A,ширин,maged
625,bitter::A,туькьуьл,karged
626,sauer::A,цуру,muiged
627,hell::A,экуь,kirkas
628,hell::A,экуь,valgei
629,dunkel::A,мичӏи,pimed
630,schwarz::A,чӏулав,must
631,weiß::A,лацу,vauged
632,rot::A,яру,rusked
633,gelb::A,хъипи,pakuine
634,blau::A,вили,sinine
635,grün::A,къацу,vihand
636,grau::A,рехи,hahk
637,bunt::A,цӏару,kirjav
638,bunt::A,яру-цӏару,kirjav
639,billig::A,ужуз,odav
640,teuer::A,багьа,kalliž
641,wertvoll::A,масан,arvokas
642,blind::A,буьркьуь,soged
643,taub::A,биши,kurdiž
644,kräftig::A,гужлу,vägev
645,stark::A,къуватлу,vahv
646,stark::A,къуватлу,vägekaz
647,schwach::A,такьатсуз,väll'
648,fett::A,куьк,razvakaz
649,schlank::A,шумал,kapos
650,hübsch::A,гуьрчег,čoma
651,böse::A,пис,äred
652,böse::A,пис,käred
653,dumm::A,ахмакь,el'getoi
654,faul::A,тенпел,lašk
655,fleißig::A,сяй ийидай,radonnavedii
656,fleißig::A,сяйи ийидай,radonnavedii
657,geizig::A,мискьи,ažlak
658,klug::A,акьуллу,melev
659,klug::A,акьуллу,melekaz
660,geschickt::A,магьир,mahtokaz
661,lieb::A,играми,izo
662,lieb::A,играми,sula
663,lustig::A,шад,ilokaz
664,sanft::A,назик,laskav
665,sanft::A,милайим,laskav
666,hungrig::A,гишин,näl'ghine
667,krank::A,кефсуз,läžui
668,nackt::A,кьецӏил,alastoi
669,traurig::A,пашман,opalahine
670,lebendig::A,ччан алай,eläb
671,gut::A,хъсан,hüvä
672,gut::A,вижевай,hüvä
673,schlecht::A,пис,huba
674,richtig::A,дуьз,oiged
675,schlimm::A,нифретлу,paha
676,wahr::A,гьакъикъи,todesine
677,alt::A,эски,vanh
678,alt::A,куьгьне,vanh
679,neu::A,цӏийи,uz'
680,ehemalig::A,виликан,edeline
681,alt[Lebewesen]::A,кьуьзуь,ravaz
682,jung::A,жегьил,nor'
683,arm::A,кесиб,gol'l'
684,reich::A,девлетлу,elokaz
685,bekannt::A,чидай,tutab
686,berühmt::A,машгьур,tetab
687,fremd::A,ччара,veraz
688,verschieden::A,жуьреба-жуьре,erazvuitte
689,nah::A,мукьвал,läheline
690,fern::A,яргъал,edahaine
691,linker::A,чапла,hura
692,rechter::A,эрчӏи,oiged
693,anderer::A,маса,toine
694,anderer::A,муькуь,toine
695,erster::A,сад лагьай,ezmäine
696,zweiter::A,кьвед лагьай,toine
697,dritter::A,пуд лагьай,koumanz'
698,letzter::A,эхиримжи,jäl'gmäine
699,allein::ADV,кьилди,üksnäze
700,zusammen::ADV,санал,ühtes
701,lange::ADV,яргъалди,hätken
702,plötzlich::ADV,садлагьана,äkkid
703,sofort::ADV,гьасятда,kerdalaz
704,später::ADV,гуьгъуьнлай,möhemba
705,jetzt::ADV,гила,nügüd'
706,heute::ADV,къе,tämbei
707,morgen::ADV,пака,homen
708,bald::ADV,мукьва,pigai
709,bald::ADV,мукьвара,pigai
710,dann::ADV,ахпа,sid'
711,gestern::ADV,накь,eglai
712,einst::ADV,садра,ende
713,einst::ADV,садра,kerdan
714,damals::ADV,а чӏавуз,siloi
715,danach::ADV,ахпа,sid'
716,vorher::ADV,вилик,ende
717,zuerst::ADV,сифте,ezmäi
718,einmal::ADV,садра,kerdan
719,manchmal::ADV,гагь-гагь,erašti
720,oft::ADV,гзаф вахтара,paksus
721,immer::ADV,гьамиша,kaiken
722,niemals::ADV,са чӏавузни,ei nikonz
723,niemals::ADV,са вахтундани,ei nikonz
724,hier::ADV,ина,täs
725,hier::ADV,ина,tägä
726,hierhin::ADV,иниз,tänna
727,von hier::ADV,инай,täspäi
728,von hier::ADV,инай,sid'päi
729,dort::ADV,ана,sigä
730,dorthin::ADV,аниз,sinna
731,dorthin::ADV,аниз,nakkale
732,geradeaus::ADV,дуьз,kohtha
733,vorwärts::ADV,вилик,edehe
734,vorwärts::ADV,виликди,edehe
735,rückwärts::ADV,кьулухъ,sel'gin
736,unten::ADV,агъада,alahan
737,hinab::ADV,агъуз,alaz
738,hinab::ADV,агъуз,alahaks
739,oben::ADV,винел,ülähän
740,hinauf::ADV,виниз,ülez
741,hinauf::ADV,виниз,ülähäks
742,überall::ADV,вирина,kaikjal
743,nicht::ADV,ваъ,ei
744,ein wenig::ADV,са тӏимил,vähän
745,kaum::ADV,жизви,habi
746,sehr::ADV,лап,lujas
747,so::ADV,икӏ,muga
748,so::ADV,икӏ,ninga
749,noch::ADV,гьеле,völ
750,nur::ADV,анжах,järg
751,nur::ADV,анжах,vaiše
752,schon::ADV,хъувуна,jo
753,schon::ADV,мадни дардиз,jo
754,schon::ADV,мадни гуьтӏуьз,jo
755,schon::ADV,мадни гуьтӏуь я,jo
756,vergebens::ADV,нагьакь,uhtei
757,vergebens::ADV,нагьакьа,uhtei
758,vor::PRP,вилик,edes
759,hinter::PRP,кьулухъ,taga
760,unter::PRP,кӏаник,al
761,durch::PRP,арадай,läbi
762,durch::PRP,арадай,kal't
763,durch::PRP,-кай хкатна,läbi
764,durch::PRP,-кай хкатна,kal't
765,neben::PRP,патав,rindal
766,neben::PRP,мукьув,rindal
767,zwischen::PRP,ара,keskes
768,zwischen::PRP,арада,keskes
769,wegen::PRP,гъиляй,tagut
770,dies::PRN,и,nece
771,dies::PRN,им,nece
772,das::PRN,а,se
773,das::PRN,ам,se
774,alles::PRN,вири,kaik
775,alles::PRN,михьиз,kaik
776,ich::PRN,за,minä
777,ich::PRN,зун,minä
778,du::PRN,вун,sinä
779,er::PRN,ам,hän
780,er::PRN,гьа,hän
781,wir::PRN,чун,mö
782,ihr::PRN,куьн,tö
783,sie::PRN,абур,hö
784,was::FPRN,вуч,mi
785,wer::FPRN,вуж,ken
786,wo::FADV,гьина,kus
787,wohin::FADV,гьиниз,kuna
788,wie::FADV,гьикӏ,kut
789,wie::FADV,гьикӏ,mit'
790,warum::FADV,вучиз,mikš
791,wieviel::FNUM,шумуд,äjak
