,Concept_ID,mhr,vep
191,Hecht::N,нуж,haug'
192,Hecht::N,чорта́н,haug'
193,Schlange[Tier]::N,ки́шке,kü
194,Schlange[Tier]::N,ки́шке,mado
195,Wurm::N,шукш,mado
196,Spinne::N,эҥыре́мыш,hämähouk
197,Ameise::N,ку́тко,murahaine
198,Laus::N,тий,täi
199,Mücke::N,шыҥа́,säs'k
200,Fliege::N,ка́рме,kärbhaine
201,Schmetterling::N,лы́ве,lipkaine
202,Beere::N,мӧр,marj
203,Apfel::N,олма́,jablok
204,Pilz::N,по́ҥго,sen'
205,Pilz::N,по́ҥго,babuk
206,Zwiebel::N,шога́н,lauk
207,Saat::N,нӧ́шмӧ,semned
208,Saat::N,туш,semned
209,Korn::N,шу́рно,jüvä
210,Korn::N,шу́рно,vill'
211,Heu::N,шу́до,hein
212,Schale::N,шӱм,kor'
213,Grube::N,выне́м,kop
214,Falle::N,лӧ́дӧ,rida
215,Schlinge::N,о́птыш,rihm
216,Schlinge::N,шӧрга́лтыш,rihm
217,Spur::N,кыша́,jäl'g
218,Asche::N,ло́мыж,tuhk
219,Dreck::N,лавыра́,redu
220,Dreck::N,лавыра́,pačak
221,Eisen::N,кӱ́ртньӧ,raud
222,Gold::N,шӧ́ртньӧ,kuld
223,Silber::N,ший,hobed
224,Kohle::N,мландышӱ́й,hil'
225,Glas::N,янда́,stökol
226,Lehm::N,шун,savi
227,Sand::N,ошма́,lete
228,Mensch::N,еҥ,mez'
229,Mensch::N,еҥ,ristit
230,Mensch::N,айде́ме,mez'
231,Mensch::N,айде́ме,ristit
232,Mann::N,пӧръе́ҥ,mez'
233,Frau::N,ӱдырама́ш,naine
234,Kind::N,аза́,laps'
235,Junge::N,рве́зе,poig
236,Junge::N,рве́зе,prihaine
237,Mädchen::N,ӱдыра́ш,neičukaine
238,Familie::N,еш,kanz
239,Familie::N,еш,pereh
240,Großvater::N,коча́,ded
241,Großmutter::N,кова́,bab
242,Eltern::N,ача́-ава́,vanhembad
243,Eltern::N,ача́-ава́,kazvatajad
244,Vater::N,ача́,tat
245,Mutter::N,ава́,mam
246,Sohn::N,э́рге,poig
247,Tochter::N,ӱ́дыр,tütär
248,Bruder::N,иза́,veik
249,Bruder::N,иза́,vell'
250,Bruder::N,шо́льо,veik
251,Bruder::N,шо́льо,vell'
252,Schwester::N,ака́,čiža
253,Schwester::N,ака́,sizar
254,Onkel::N,иза́,däd'
255,Tante::N,кока́,tädi
256,Ehemann::N,мари́й,mužik
257,Ehefrau::N,ва́те,ak
258,Freude::N,куа́н,ilo
259,Freude::N,куа́н,ihastuz
260,Freude::N,куаныма́ш,ilo
261,Freude::N,куаныма́ш,ihastuz
262,Gelächter::N,во́штылтыш,nagr
263,Glück::N,пиа́л,oza
264,Kummer::N,о́йго,gor'a
265,Wunsch::N,ку́мыл,taht
266,Lust::N,ку́мыл,himo
267,Geist::N,ӧрт,heng
268,Geist::N,чон,heng
269,Gedanke::N,ой,meletuz
270,Gedanke::N,шоныма́ш,meletuz
271,Gedächtnis::N,шарныма́ш,mušt
272,Verstand::N,уш,mel'
273,Sinn::N,смысл,jüvä
274,Grund::N,ама́л,sü
275,Wahrheit::N,чын,tozi
276,Gespräch::N,мутланыма́ш,lodu
277,Gespräch::N,мутланыма́ш,pagin
278,Märchen::N,йома́к,sarn
279,Erzählung::N,ойлыма́ш,sanutez
280,Nachricht::N,увертарыма́ш,tedotuz
281,Neuigkeit::N,уве́р,uzištuz
282,Name::N,лӱм,nimi
283,Rätsel::N,ту́што,ozoitez
284,Rede::N,ойлыма́ш,pagin
285,Rede::N,ойлыма́ш,sanad
286,Sprache::N,йы́лме,kel'
287,Stimme::N,йӱк,än'
288,Wort::N,ой,sana
289,Wort::N,мут,sana
290,Zeichen::N,ти́ште,znam
291,Zeichen::N,знак,znam
292,Ruf::N,ӱжма́ш,kida
293,Ruf::N,ӱжма́ш,kucund
294,Lärm::N,лӱшкыма́ш,judu
295,Lärm::N,йӱк-йӱа́н,judu
296,Laut::N,йӱк,kulund
297,Ton::N,йӱксе́м,kulund
298,Lied::N,му́ро,pajo
299,Ruhe::N,ты́мык,lebu
300,Leute::N,еҥ-влак,rahvaz
301,Volk::N,ка́лык,rahvaz
302,Arbeit::N,паша́,tö
303,Arbeit::N,паша́,rad
304,Gast::N,уна́,adiv
305,Geschenk::N,пӧле́к,lahj
306,Spiel::N,мо́дыш,vänd
307,Spiel::N,модма́ш,vänd
308,Gesellschaft::N,тӱшка́,sebr
309,Hilfe::N,по́лыш,abu
310,Freund::N,таҥ,sebranik
311,Freund::N,йолта́ш,sebranik
312,Kamerad::N,таҥ,sebranik
313,Angelegenheit::N,паша́,azj
314,Anzahl::N,чот,lugu
315,Art::N,вид,rod
316,Art::N,вид,rodsugu
317,Stück::N,ка́тыш,pala
318,Stück::N,ка́тыш,supal
319,Stück::N,ла́стык,pala
320,Stück::N,ла́стык,supal
321,Teil::N,ужа́ш,pala
322,Hälfte::N,пел,pol'
323,Hälfte::N,пе́ле,pol'
324,Kreis::N,ты́ртыш,ümbruz
325,Kreis::N,ты́ртыш,kehkruz
326,Kreuz::N,ыре́с,rist
327,Linie::N,ли́ний,pird
328,Strich::N,коре́ш,pird
329,Abstand::N,кокла́,keskust
330,Entfernung::N,тора́,matk
331,Entfernung::N,ку́жыт,matk
332,Gegend::N,кунде́м,taho
333,Platz::N,ку́мдык,avaruz'
334,Ort::N,вер,koht
335,Ort::N,о́лмо,koht
336,Seite::N,ӧ́рдыж,pol'
337,Seite::N,ӧ́рдыж,kül'g
338,Mitte::N,покше́л,kesk
339,Gegenstand::N,наста́,kalu
340,Sache::N,наста́,azj
341,Rand::N,тӱр,röun
342,Kante::N,тӱр,röun
343,Ecke::N,лук,saum
344,Spitze::N,вуй,agjaine
345,Ende::N,муча́ш,agj
346,Loch::N,рож,reig
347,Winkel::N,лук,čoga
348,Winkel::N,лук,saum
349,Muster::N,пеза́к,kirjam
350,Muster::N,узо́р,kirjam
351,Muster::N,ӱ́лгӧ,kirjam
352,Größe::N,кӱ́кшыт,suruz'
353,Länge::N,ку́тыш,piduz
354,Höhe::N,кӱ́кшыт,korktuz'
355,Gewicht::N,не́лыт,jügu
356,Gewicht::N,не́лыт,vedäduz
357,Menge::N,чот,äjüz'
358,Haufen::N,кы́шыл,kogo
359,Reihe::N,рада́м,rivi
360,Boot::N,пуш,veneh
361,Ruder::N,эшка́к,air
362,Schlitten::N,тер,regi
363,Schlitten::N,тер,regut
364,Schlitten::N,изде́р,regi
365,Schlitten::N,изде́р,regut
366,Ski::N,е́че,suks'
367,Lagerfeuer::N,туло́то,nodj
368,Lagerfeuer::N,туло́то,pažag
369,Last::N,нӧ́лтыш,jüguz
370,Gang::N,ошкылма́ш,astund
371,Schritt::N,о́шкыл,hašk
372,Norden::N,йӱдйыма́л,pohjoine
373,Süden::N,кечывалве́л,suvi
374,Westen::N,касве́л,päivlaskm
375,Osten::N,эрве́л,päivnouzm
376,Holz::N,пу,pu
377,Brett::N,оҥа́,laud
378,Platte::N,аста́р,keitim
379,Stütze::N,чара́к,tugi
380,Stange::N,лома́ш,arz'
381,Stock::N,тоя́,kalu
382,Stab::N,вара́,seibaz
383,Stab::N,кашта́,seibaz
384,Rohr::N,пуч,torv
385,Haus::N,пӧрт,pert'
386,Heim::N,мӧ́ҥгӧ,kodi
387,Ofen::N,комака́,päč
388,Fußboden::N,кӱва́р,lava
389,Tisch::N,ӱсте́л,laud
390,Tisch::N,ӱсте́л,stal'c
391,Stuhl::N,пӱке́н,ištim
392,Wiege::N,шепка́,kätte
393,Bett::N,ва́кшыш,sija
394,Bett::N,ва́кшыш,magaduzsija
395,Regal::N,шӧ́рлык,palič
396,Kiste::N,шо́ндык,mülütim
397,Kiste::N,я́шлык,mülütim
398,Fenster::N,окна́,ikun
399,Tür::N,омса́,uks'
400,Tor::N,капка́,verai
401,Zaun::N,сава́р,aid
402,Dach::N,леве́дыш,katuz
403,Leiter::N,тошка́лтыш,pordhad
404,Besen::N,ӱштерво́штыр,lud
405,Besen::N,ӱштерво́штыр,vast
406,Spaten::N,ко́льмо,labid
407,Schaufel::N,сово́к,labid
408,Schaufel::N,су́ско,labid
409,Gabel::N,ви́лке,hangoine
410,Löffel::N,па́не,luzik
411,Löffel::N,совла́,luzik
412,Messer::N,кӱ́зӧ,veič
413,Nagel::N,пуда́,nagl
414,Netz::N,вапш,verk
415,Haken::N,са́гыле,kouk
416,Griff::N,кыл,kägä
417,Griff::N,кыл,varz'
418,Schloss::N,кӧгӧ́н,lukkol
419,Bild::N,сӱре́т,kuva
420,Figur::N,фигу́р,figur
421,Puppe::N,курча́к,tätüine
422,Beutel::N,меша́к,havad
423,Bündel::N,арша́ш,toppaz
424,Bündel::N,арша́ш,käč
425,Tasche::N,сумка́,sumk
426,Eimer::N,ведра́,vädr
427,Deckel::N,ко́мдыш,katuz
428,Geschirr::N,а́те,astii
429,Sack::N,куль,havad
430,Sack::N,меша́к,havad
431,Tasse::N,чу́кыр,čašk
432,Tasse::N,чашка́,čašk
433,Topf::N,ми́ске,pada
434,Kessel::N,под,katil
435,Essen::N,ко́чкыш,sönd
436,Nahrung::N,ку́рго,söm
437,Speise::N,ко́чкыш,sömine
438,Fleisch::N,шыл,liha
439,Getreide::N,шу́рно,vill'
440,Brei::N,пу́чымыш,pudr
441,Brot::N,ки́нде,leib
442,Scheibe::N,ка́тыш,bibaleh
443,Scheibe::N,ка́тыш,šlik
444,Fett::N,коя́,razv
445,Butter::N,ӱй,voi
446,Öl::N,ӱй,voi
447,Salz::N,шинча́л,sol
448,Suppe::N,шӱр,lem'
449,Suppe::N,шӱр,keitoz
450,Honig::N,мӱй,mezi
451,Milch::N,шӧр,maid
452,Tee::N,чай,čai
453,Leder::N,сура́н,nahk
454,Leder::N,шӱ́штӧ,nahk
455,Wolle::N,пун,vill
456,Stoff::N,куэ́м,kangaz
457,Stoff::N,посто́,kangaz
458,Nadel::N,и́ме,negl
459,Faden::N,шӱ́ртӧ,nit'
460,Knopf::N,по́лдыш,nübl'
461,Knoten::N,пышке́м,sol'm
462,Farbe::N,чия́,muju
463,Kleidung::N,чие́м,sobad
464,Kleidung::N,вурге́м,sobad
465,Hemd::N,ту́выр,paid
466,Kragen::N,сога́,kagluz
467,Ärmel::N,шокш,hijam
468,Hose::N,йола́ш,štanad
469,Gürtel::N,ӱ́штӧ,vö
470,Mütze::N,упш,šapuk
471,Schuh::N,боти́нке,keng'
472,Stiefel::N,кем,sapug
473,Ring::N,шерга́ш,rengaz
474,Band::N,тасма́,lentaine
475,Band::N,ле́нте,lentaine
476,Kamm::N,шерге́,suga
477,Spiegel::N,вошто́нчыш,zerkol
478,Riemen::N,кӱзанӱ́штӧ,vö
479,Schnur::N,кере́м,nor
480,Schnur::N,кандыра́,nor
481,Leine::N,вӱра́ҥ,talutimnor
482,Decke::N,леве́дыш,sijakatuz
483,Decke::N,одея́л,sijakatuz
484,Kissen::N,кӱ́пчык,pöluz
485,Tuch::N,шо́выч,paik
486,Handtuch::N,со́лык,käzipaik
487,Kraft::N,вий,vägi
488,Kraft::N,куа́т,vägi
489,Stärke::N,куа́т,vahvuz'
490,Stärke::N,карма́н,vahvuz'
491,Gesundheit::N,таза́лык,tervhuz
492,Krankheit::N,чер,läžund
493,Schmerz::N,ко́рштыш,kibu
494,Wunde::N,су́сыр,čapatez
495,Fieber::N,йӱштыму́ж,säru
496,Fieber::N,лихора́дке,säru
497,Arznei::N,эм,zel'l'
498,Brücke::N,кӱва́р,sild
499,Brunnen::N,вӱдвыне́м,kaiv
500,Weide::N,нурше́р,omaluine
501,Pfad::N,йолго́рно,tehut
502,Pfad::N,сокма́к,tehut
503,Weg::N,ко́рно,te
504,Straße::N,ко́рно,te
505,Dorf::N,ял,külä
506,Stadt::N,ола́,lidn
507,Brief::N,се́рыш,kirjeine
508,Buch::N,книга́,kirj
509,Buchstabe::N,буква́,kirjam
510,Zeitung::N,газе́т,lehtez
511,Leben::N,и́лыш,elo
512,Tod::N,колыма́ш,surm
513,Grab::N,шӱга́р,kaum
514,Kirche::N,че́рке,jumalanpert'
515,Sünde::N,су́лык,grähk
516,Gott::N,ю́мо,jumal
517,Arbeiter::N,паша́зе,radnik
518,Chef::N,тӧра́,pämez'
519,Meister::N,маста́р,mastar
520,Arzt::N,врач,lekar'
521,Lehrer::N,ту́ныктышо,opendai
522,Geld::N,окса́,rahad
523,Geschäft::N,сатулыма́ш,biznes
524,Laden::N,ке́выт,lauk
525,Preis::N,ак,arv
526,Ware::N,сату́,tavar
527,Nutzen::N,пайда́,liža
528,Reichtum::N,поя́нлык,kodielo
529,Reichtum::N,поя́нлык,kal'huz'
530,Welt::N,тӱня́,mail'm
531,Land::N,эл,ma
532,Staat::N,кугыжа́ныш,valdkund
533,König::N,кугыжа́,kunigaz
534,Macht::N,власть,vald
535,Grenze::N,грани́ца,röun
536,Krieg::N,сар,soda
537,Feind::N,тушма́н,vihanik
538,Feind::N,тушма́н,vastustai
539,Gewalt::N,виешлыма́ш,vägivald
540,Kampf::N,кредалма́ш,tora
541,Bogen[Waffe]::N,юҥе́ж,taug
542,Pfeil::N,пикш,nol
543,Gewehr::N,пыча́л,oružj
544,Fehler::N,йо́ҥылыш,viga
545,Lüge::N,шоя́к,kelastuz
546,Schaden::N,зия́н,pahuz'
547,Unglück::N,эҥге́к,bed
548,Unglück::N,эҥге́к,gor'a
549,Schuld::N,тита́к,värhuz'
550,Schuld::N,йола́,värhuz'
551,Alter::N,ийго́т,igä
552,Schluss::N,муча́ш,lop
553,Zeit::N,жап,aig
554,Zeit::N,па́гыт,aig
555,Tag::N,ке́че,päiv
556,Morgen::N,эр,homendez
557,Mittag::N,кечыва́л,keskpäiv
558,Abend::N,кас,eht
559,Nacht::N,йӱд,ö
560,Woche::N,арня́,nedal'
561,Monat::N,ты́лзе,ku
562,Jahr::N,ий,voz'
563,Frühling::N,шо́шо,keväz'
564,Sommer::N,кеҥе́ж,keza
565,Herbst::N,шы́же,sügüz'
566,Winter::N,те́ле,tal'v
567,Januar::N,шоркыйол,viluku
568,Januar::N,идалыкву́й,viluku
569,Januar::N,янва́рь,viluku
570,Februar::N,пургыж,uhoku
571,Februar::N,февра́ль,uhoku
572,März::N,ӱярня,keväz'ku
573,März::N,март,keväz'ku
574,April::N,апре́ль,sulaku
575,Mai::N,ага,semendku
576,Mai::N,май,semendku
577,Juni::N,пеледыш,kezaku
578,Juni::N,ию́нь,kezaku
579,Juli::N,сӱрем,heinku
580,Juli::N,ию́ль,heinku
581,August::N,сорла,eloku
582,August::N,агарма́н,eloku
583,August::N,а́вгуст,eloku
584,September::N,идым,sügüz'ku
585,September::N,сентя́брь,sügüz'ku
586,Oktober::N,шыжа,reduku
587,Oktober::N,октя́брь,reduku
588,November::N,кылме тылзе,kül'mku
589,November::N,ноя́брь,kül'mku
590,Dezember::N,дека́брь,tal'vku
591,Montag::N,шо́чмо,ezmärg
592,Dienstag::N,ку́шкыжмо,tožnarg
593,Mittwoch::N,вӱрге́че,koumanz'päiv
594,Donnerstag::N,изарня́,nellänz'päiv
595,Freitag::N,кугарня́,pätnič
596,Freitag::N,кугарня́,videnz'päiv
597,Samstag::N,шуматке́че,sobat
598,Sonntag::N,рушарня́,pühäpäiv
599,groß::A,кугу́,sur'
600,groß::A,кугу́,järed
601,klein::A,изи́,pen'
602,klein::A,изи́,pičuine
603,lang::A,кужу́,pit'k
604,kurz::A,кӱ́чык,lühüd
605,breit::A,кумда́,leved
606,schmal::A,а́ҥысыр,kaid
607,dicht::A,ну́гыдо,tihed
608,dick[Gegenstand]::A,кӱ́жгӧ,paks
609,dünn::A,ви́чкыж,hoik
610,fein::A,ты́гыде,hen
611,fest::A,чо́ткыдо,luja
612,fest::A,чо́ткыдо,ninev
613,flach::A,лапка́,lapak
614,glatt::A,яклака́,siled
615,hart::A,пе́ҥгыде,kova
616,weich::A,пу́шкыдо,pehmed
617,rund::A,йырге́шке,kehker
618,spitz::A,коша́р,nügu
619,spitz::A,коша́р,terav
620,scharf::A,пӱ́сӧ,terav
621,stumpf::A,токма́к,tül'c
622,schwer::A,не́ле,jüged
623,schön::A,сы́лне,čoma
624,heiß::A,шо́кшо,räk
625,warm::A,ле́ве,läm'
626,kalt::A,йӱ́штӧ,vilu
627,kühl::A,юа́лге,raibak
628,kühl::A,юа́лге,viluhk
629,kühl::A,южгата́,raibak
630,kühl::A,южгата́,viluhk
631,frisch::A,свежа́,lahed
632,feucht::A,вӱ́дыжгӧ,neps
633,feucht::A,вӱ́дыжгӧ,toreh
634,nass::A,нӧ́рӧ,märg
635,trocken::A,ку́кшо,kuiv
636,voll::A,тич,täuz'
637,leer::A,яра́,joudai
638,offen::A,виш,avoin
639,offen::A,виш,avol'jaine
640,geschlossen::A,пе́тырыме,saubaline
641,geschlossen::A,тӱ́чмӧ,saubaline
642,sauber::A,ару́,puhtaz
643,sauber::A,янда́р,puhtaz
644,schmutzig::A,лавыра́н,redukaz
645,schmutzig::A,ла́выргыше,redukaz
646,roh::A,кӱ́чымӧ,rohk
647,roh::A,кӱ́чымӧ,toreh
648,reif::A,лӧза́,küps
649,lecker::A,ту́тло,magukaz
650,süß::A,ше́ре,maged
651,bitter::A,ко́чо,karged
652,sauer::A,шо́по,muiged
653,hell::A,во́лгыдо,kirkas
654,hell::A,во́лгыдо,valgei
655,dunkel::A,пычке́мыш,pimed
656,schwarz::A,шола́,must
657,weiß::A,ош,vauged
658,rot::A,йошка́р,rusked
659,gelb::A,сар,pakuine
660,blau::A,ка́нде,sinine
661,grün::A,ужа́р,vihand
662,grau::A,сур,hahk
663,bunt::A,олача́,kirjav
664,billig::A,шу́лдо,odav
665,teuer::A,ше́рге,kalliž
666,wertvoll::A,шергака́н,arvokas
667,blind::A,со́кыр,soged
668,taub::A,соҥгыра́,kurdiž
669,kräftig::A,куа́тле,vägev
670,stark::A,вия́н,vahv
671,stark::A,вия́н,vägekaz
672,schwach::A,а́лдыме,väll'
673,fett::A,коя́,razvakaz
674,schlank::A,йоштката́,kapos
675,schlank::A,яжу́,kapos
676,hübsch::A,чеве́р,čoma
677,böse::A,шы́де,äred
678,böse::A,шы́де,käred
679,dumm::A,аҥыра́,el'getoi
680,faul::A,його,lašk
681,fleißig::A,ты́ршыше,radonnavedii
682,geizig::A,чаҥга́,ažlak
683,klug::A,уша́н,melev
684,klug::A,уша́н,melekaz
685,geschickt::A,уста́,mahtokaz
686,lieb::A,ала́л,izo
687,lieb::A,ала́л,sula
688,lustig::A,весела́,ilokaz
689,sanft::A,ны́жылге,laskav
690,hungrig::A,шу́жышо,näl'ghine
691,krank::A,че́рле,läžui
692,nackt::A,чарама́т,alastoi
693,traurig::A,ойга́н,opalahine
694,lebendig::A,и́лыше,eläb
695,gut::A,сай,hüvä
696,schlecht::A,уда́,huba
697,schlecht::A,шӱ́кшӧ,huba
698,richtig::A,чы́нле,oiged
699,schlimm::A,аля́к,paha
700,schlimm::A,тыра́н,paha
701,wahr::A,чы́нле,todesine
702,wahr::A,настоя́щий,todesine
703,alt::A,то́што,vanh
704,neu::A,у,uz'
705,ehemalig::A,о́нчычсо,edeline
706,ehemalig::A,онда́кысе,edeline
707,alt[Lebewesen]::A,шо́нто,ravaz
708,jung::A,са́мырык,nor'
709,arm::A,нужна́,gol'l'
710,reich::A,поя́н,elokaz
711,bekannt::A,па́лыме,tutab
712,berühmt::A,лӱ́млӧ,tetab
713,fremd::A,йот,veraz
714,verschieden::A,тӱ́рлӧ,erazvuitte
715,nah::A,ли́шыл,läheline
716,fern::A,тора́,edahaine
717,fern::A,мӱ́ндыр,edahaine
718,linker::A,шола́,hura
719,rechter::A,пурла́,oiged
720,anderer::A,вес,toine
721,anderer::A,мо́ло,toine
722,erster::A,и́кымше,ezmäine
723,zweiter::A,ко́кымшо,toine
724,dritter::A,ку́мшо,koumanz'
725,letzter::A,пыта́ртыш,jäl'gmäine
726,allein::ADV,шкет,üksnäze
727,auf einmal::ADV,икана́ште,ühten aigan
728,zusammen::ADV,пырля́,ühtes
729,lange::ADV,кужу́н,hätken
730,plötzlich::ADV,кенета́,äkkid
731,sofort::ADV,кызыта́к,kerdalaz
732,später::ADV,варара́к,möhemba
733,jetzt::ADV,ы́нде,nügüd'
734,jetzt::ADV,кы́зыт,nügüd'
735,heute::ADV,та́че,tämbei
736,morgen::ADV,эрла́,homen
737,bald::ADV,вашке́,pigai
738,dann::ADV,вара́,sid'
739,gestern::ADV,теҥге́че,eglai
740,einst::ADV,икана́,ende
