,Concept_ID,hy,kn
95,Schaum::N,փրփուր,ನೊರೆ
96,Schmutz::N,կեղտ,ಕಸ
97,See::N,լիճ,ಸರೋವರ
98,Sumpf::N,ճահիճ,ಜೌಗುಸ್ಥಳ
99,Moor::N,ճահիճ,ಬಂಜರು ಭೂಮಿ
100,Wiese::N,մարգագետին,ಹುಲ್ಲುಗಾವಲು
101,Wald::N,անտառ,ಕಾಡು
102,Hügel::N,բլուր,ಗುಡ್ಡೆ
103,Anhöhe::N,բարձունք,ದಿಬ್ಬ
104,Berg::N,լեռ,ಮಲೆ
105,Berg::N,լեռ,ಪರ್ವತ
106,Gipfel::N,գագաթ,ಶೃಂಗ
107,Gipfel::N,կատար,ಶೃಂಗ
108,Höhle::N,քարայր,ಗುಹೆ
109,Abhang::N,լանջ,ಇಳಿಜಾರು
110,Abhang::N,զառիվայր,ಇಳಿಜಾರು
111,Quelle::N,աղբյուր,ಮೂಲ
112,Bach::N,վտակ,ತೊರೆ
113,Fluss::N,գետ,ನದಿ
114,Ufer::N,ծովափ,ತೀರ
115,Küste::N,ափ,ದಂಡೆ
116,Küste::N,ծովափ,ದಂಡೆ
117,Festland::N,ցամաք,ಭೂಮಿ
118,Meer::N,ծով,ಕಡಲು
119,Bucht::N,հաչիւն,ಖಾರಿ
120,Insel::N,վղզի,ದ್ವೀಪ
121,Blume::N,ծաղիկ,ಸುಮ
122,Gras::N,խոտ,ಹುಲ್ಲು
123,Wurzel::N,արմատ,ಬೇರು
124,Baum::N,ծառ,ಮರ
125,Stamm::N,իրան,ಕಾಂಡ
126,Rinde::N,կեղեւ,ತೂಗಟಿ
127,Rinde::N,հաչոց,ತೂಗಟಿ
128,Ast::N,ճյուղ,ಶಾಖೆ
129,Zweig::N,ճյուղ,ರೆಂಬೆ
130,Blatt::N,տերեւ,ಎಲೆ
131,Birke::N,ցարասի,ಬರ್ಚ್ ಮರ
132,Kiefer[Baum]::N,սոճի,ದೇವದಾರು ಮರ
133,Weide[Baum]::N,ուռենի,ವಿಲೋಮರ
134,Tanne::N,եղեւին,ಭದ್ರದಾರು
135,Feder::N,փետուր,ಪುಕ್ಕ
136,Fell::N,մորթի,ರೋಮ
137,Flügel::N,թեւ,ರೆಕ್ಕೆ
138,Klaue::N,չանչ,ಪಂಜ
139,Kralle::N,ճանկ,ಉಗುರು
140,Schwanz::N,պոչ,ಬಾಲ
141,Ei::N,ձու,ಮೊಟ್ಟೆ
142,Nest::N,բույն,ಗೂಡು
143,Bau::N,որջ,ಅಡಗುದಾಣ
144,Bau::N,բայոց,ಅಡಗುದಾಣ
145,Tier::N,կենդանի,ಪ್ರಾಣಿ
146,Herde::N,հոտ,ಗುಂಪು
147,Kuh::N,կով,ಹಸು
148,Bulle::N,ցուլ,ಗೂಳಿ
149,Pferd::N,ձի,ಕುದುರೆ
150,Schaf::N,ոչխար,ಕುರಿ
151,Schwein::N,խոզ,ಹಂದಿ
152,Hund::N,շուն,ನಾಯಿ
153,Katze::N,կատու,ಬೆಕ್ಕು
154,Bär::N,արջ,ಕರಡಿ
155,Eichhörnchen::N,սկյուռ,ಉಡುತೆ
156,Elch::N,հիւսիսային եղջերու,ಕಡವೆ
157,Fuchs::N,աղվես,ನರಿ
158,Hase::N,նապաստակ,ಮೊಲ
159,Maus::N,մուկ,ಇಲಿ
160,Wolf::N,գայլ,ತೋಳ
161,Vogel::N,թռչուն,ಪಕ್ಷಿ
162,Schwarm::N,երամ,ಗುಂಪು
163,Huhn::N,հավ,ಚಿಕ್
164,Hahn::N,աքաղաղ,ಹುಂಜ
165,Gans::N,սագ,ವರಟೆ
166,Adler::N,արծիվ,ಗರುಡ
167,Ente::N,բադ,ಬಾತು
168,Eule::N,բու,ಗೂಬೆ
169,Kranich::N,կռունկ,ಕೊಕ್ಕರ
170,Krähe::N,ագռավ,ಕಾಗೆ
171,Kuckuck::N,կուկու,ಕೋಗಿಲೆ
172,Schwan::N,կարապ,ಹಂಸಪಕ್ಷಿ
173,Fisch::N,ձուկ,ಮೀನು
174,Barsch::N,պերկես,ಪರ್ಚ್ ಮೀನು
175,Hecht::N,գայլաձուկ,ಪೈಕ್ ಮೀನು
176,Schlange[Tier]::N,օձ,ಹಾವು
177,Wurm::N,որդ,ಹುಳು
178,Wurm::N,ճիճու,ಹುಳು
179,Spinne::N,սարդ,ಊರ್ಣನಾಭ
180,Ameise::N,միջյուն,ಇರುವೆ
181,Laus::N,ոջիլ,ಹೇನು
182,Mücke::N,մժղուկ,ಸೊಳ್ಳೆ
183,Fliege::N,ճանճ,ನೊಣ
184,Schmetterling::N,թիթեռ,ಪತಂಗ
185,Beere::N,հատապտուղ,ನಯವಣ್ಣು
186,Apfel::N,խնձոր,ಸೇಬು
187,Pilz::N,սունկ,ಅಣಬೆ
188,Zwiebel::N,սոխ,ನೀರುಳ್ಳಿ
189,Saat::N,սերմ,ಬಿತ್ತ
190,Korn::N,հատիկ,ಬೀಜ
191,Heu::N,խոտ,ಕರಡ
192,Schale::N,կեղեւ,ಹೊಟ್ಟು
193,Grube::N,փոս,ಗುಂಡಿ
194,Falle::N,ծուղակ,ಬೋನು
195,Schlinge::N,խեղդան,ಉರುಲು
196,Spur::N,հետք,ಜಾಡು
197,Asche::N,մոխիր,ಬೂದಿ
198,Dreck::N,աղտ,ಹೊಲಸು
199,Eisen::N,երկաթ,ಕಬ್ಬಿಣ
200,Gold::N,ոսկի,ಚಿನ್ನ
201,Silber::N,արծաթ,ಬೆಳ್ಳಿ
202,Kohle::N,քարածուխ,ಕಲ್ಲಿದ್ದಲು
203,Glas::N,ապակի,ಗಾಜು
204,Lehm::N,կավ,ಜೇಡಿಮಣ್ಣು
205,Sand::N,ավազ,ಮರಳು
206,Mensch::N,մարդ,ಪುರುಷ
207,Mann::N,մարդ,ಆಳು
208,Mann::N,տղամարդ,ಆಳು
209,Frau::N,կին,ಹೆಣ್ಣು
210,Kind::N,զավակ,ಮಗು
211,Junge::N,տղա,ಹುಡುಗ
212,Mädchen::N,աղջիկ,ಹುಡುಗಿ
213,Familie::N,ընտանիք,ಕುಟುಂಬ
214,Großvater::N,պապ,ಅಜ್ಜ
215,Großmutter::N,տատ,ಅಮ್ಮ
216,Eltern::N,ծնողներ,ಹೆತ್ತವರು
217,Vater::N,հայր,ತಂದೆ
218,Mutter::N,մայր,ಅಮ್ಮ
219,Sohn::N,որդի,ಮಗ 
220,Tochter::N,աղջիկ,ಮಗಳು
221,Tochter::N,դուստր,ಮಗಳು
222,Bruder::N,եղբայր,ತಮ್ಮ
223,Schwester::N,քույր,ತಂಗಿ
224,Onkel::N,քեռի,ಸೋದರಮಾವ
225,Onkel::N,քեռի,ದೊಡ್ಡಪ್ಪ
226,Onkel::N,հորեղբայր,ಸೋದರಮಾವ
227,Onkel::N,հորեղբայր,ದೊಡ್ಡಪ್ಪ
228,Tante::N,մորաքույր,ಚಿಕ್ಕಮ್ಮ
229,Ehemann::N,մարդ,ಗಂಡ
230,Ehemann::N,ամուսին,ಗಂಡ
231,Ehefrau::N,կին ամուսին,ಹೆಂಡತಿ
232,Freude::N,ուրախություն,ನಲಿವು
233,Gelächter::N,ծիծաղ,ನಗೆ
234,Glück::N,երջանկություն,ಆನಂದ
235,Kummer::N,վիշտ,ದುಃಖ
236,Wunsch::N,ցանկություն,ಬಯಕೆ
237,Lust::N,փափագ,ಇಷ್ಟ
238,Lust::N,իղձ,ಇಷ್ಟ
239,Geist::N,ոգի,ಆತ್ಮ
240,Gedanke::N,միտք,ಯೋಚನೆ
241,Gedächtnis::N,հիշողություն,ಸ್ಮರಣೆ
242,Verstand::N,խելք,ಮನಸ್ಸು
243,Sinn::N,իմաստ,ಅರ್ಥ
244,Grund::N,պատճառ,ಕಾರಣ
245,Wahrheit::N,ճշմարտություն,ಸತ್ಯ
246,Gespräch::N,զրույց,ಸಂಭಾಷಣೆ
247,Märchen::N,պայիկի պատմություն,ಸುಳ್ಳು ಕಥೆ
248,Erzählung::N,պատմվածք,ಕಥೆ
249,Erzählung::N,պատմություն,ಕಥೆ
250,Nachricht::N,հաղորդագրություն,ಸಂದೇಶ
251,Neuigkeit::N,լուր,ಸುದ್ದಿ
252,Neuigkeit::N,նորություն,ಸುದ್ದಿ
253,Name::N,անուն,ಹೆಸರು
254,Rätsel::N,բարդ խնդիր,ಒಗಟು
255,Rede::N,ճառ,ಮಾತು
256,Rede::N,ելույթ,ಮಾತು
257,Sprache::N,լեզու,ಭಾಷೆ
258,Stimme::N,ձայն,ಧ್ವನಿ
259,Wort::N,բառ,ಮಾತು
260,Zeichen::N,նշան,ಗುರುತು
261,Ruf::N,կոչ,ಕೂಗು
262,Ruf::N,կանչ,ಕೂಗು
263,Lärm::N,աղմուկ,ಸದ್ದು
264,Laut::N,հնչյուն,ಶಬ್ದ
265,Laut::N,ձայն,ಶಬ್ದ
266,Ton::N,տոն,ನಾದ
267,Lied::N,երգ,ಗಾನ
268,Ruhe::N,անդորրություն,ಶಾಂತಿ
269,Leute::N,մարդիկ,ಮಂದಿ
270,Volk::N,ազգ,ಜನಾಂಗ
271,Arbeit::N,գործ,ಕೆಲಸ
272,Arbeit::N,աշխատանք,ಕೆಲಸ
273,Gast::N,հյուր,ಅತಿಥಿ
274,Geschenk::N,նվեր,ಕಾಣಿಕೆ
275,Spiel::N,խաղ,ಆಟ
276,Gesellschaft::N,ընկերություն,ಸಂಗ
277,Hilfe::N,օգնությթուն,ಸಹಾಯ
278,Freund::N,ընկեր,ಸ್ನೇಹಿತ
279,Freund::N,բարեկամ,ಸ್ನೇಹಿತ
280,Kamerad::N,ուղեկից,ಜೊತೆಗಾರ
281,Angelegenheit::N,բան,ವಿಚಾರ
282,Angelegenheit::N,գործ,ವಿಚಾರ
283,Anzahl::N,քանակ,ಎಣಿಕೆ
284,Anzahl::N,գումար,ಎಣಿಕೆ
285,Art::N,տեսակ,ತರ
286,Stück::N,կտոր,ತುಂಡು
287,Teil::N,մաս,ಭಾಗ
288,Hälfte::N,կես,ಅರ್ಧ
289,Kreis::N,շիջանակ,ವೃತ್ತ
290,Kreuz::N,խաչ,ಶಿಲುಬೆ
291,Linie::N,գիծ,ರೀಖೆ
292,Strich::N,գիծ,ಗೀಟು
293,Abstand::N,անջրպետ,ಅಂತರ
294,Entfernung::N,հեռավորություն,ದೂರ
295,Gegend::N,շրջան,ವಿಸ್ತೀರ್ಣ
296,Platz::N,տարածություն,ಅಂತರ
297,Ort::N,տեղ,ಸ್ಥಳ
298,Ort::N,վայր,ಸ್ಥಳ
299,Seite::N,կողմ,ಪಕ್ಷ
300,Mitte::N,մեջտեղ,ನಡು
301,Gegenstand::N,առարկա,ವಸ್ತು
302,Sache::N,բան,ವಸ್ತು
303,Rand::N,վերջք,ಅಂಚು
304,Kante::N,եզր,ಅಂಚು
305,Ecke::N,անկյուն,ಮೂಲೆ
306,Spitze::N,ծայր,ತುದಿ
307,Ende::N,ծայր,ಕೊನೆ
308,Loch::N,անցք,ತೂತು
309,Winkel::N,անկյուն,ಕೋನ
310,Muster::N,օրինակ,ನಮೂನೆ
311,Größe::N,մեծություն,ಪ್ರಮಾಣ
312,Länge::N,երկարություն,ಉದ್ದ
313,Höhe::N,բարձրություն,ಎತ್ತರ
314,Gewicht::N,կշիռ,ತೂಕ
315,Menge::N,քանակ,ಮೊತ್ತ
316,Haufen::N,դեզ,ರಾಶಿ
317,Haufen::N,կույտ,ರಾಶಿ
318,Reihe::N,շարք,ಸಾಲು
319,Reihe::N,կարգ,ಸಾಲು
320,Boot::N,նավակ,ದೋಣಿ
321,Ruder::N,թի,ಹುಟ್ಟು
322,Ruder::N,թիակ,ಹುಟ್ಟು
323,Schlitten::N,բալխիր,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
324,Ski::N,դահուկ,ಜಾರುಪಟ್ಟಿ
325,Lagerfeuer::N,բացօդեայ կրակ,ಶಿಬಿರಾಗ್ನಿ
326,Last::N,բեռ,ಹೊರೆ
327,Gang::N,զբոսանք,ತಿರುಗಾಟ
328,Schritt::N,քայլ,ಹೆಜ್ಜೆ
329,Norden::N,հյուսիս,ಉತ್ತರ
330,Süden::N,հարավ,ದಕ್ಷಿಣ
331,Westen::N,արեւմուտք,ಪಶ್ಚಿಮ
332,Osten::N,արեւելք,ಮೂಡಲು
333,Holz::N,փայտ,ಚೌಬೀನೆ
334,Brett::N,տախտակ,ಹಲಗೆ
335,Platte::N,թիթեղ,ಹಲಗೆ
336,Stütze::N,նեցուկ,ಆಸರೆ
337,Stange::N,ձող,ಕಂಬ
338,Stock::N,փայտ,ಕೋಲು
339,Stab::N,ցուպ,ದೊಣ್ಣೆ
340,Stab::N,գավազան,ದೊಣ್ಣೆ
341,Rohr::N,խողովակ,ನಳಿಕೆ
342,Haus::N,տուն,ಮನೆ
343,Heim::N,տուն,ಗೃಹ
344,Ofen::N,վառարան,ಒಲೆ
345,Fußboden::N,հատակ,ನೆಲ
346,Tisch::N,սեղան,ಮೇಜು
347,Stuhl::N,աթոռ,ಕುರ್ಚಿ
348,Wiege::N,օրորոց,ತೊಟ್ಟಿಲು
349,Bett::N,անկողին,ಹಾಸಿಗೆ
350,Regal::N,դարակ,ಬೀರು
351,Kiste::N,տուփ,ಪಟ್ಟಿಗೆ
352,Fenster::N,պատուհան,ಕಿಟಕಿ
353,Tür::N,դուռ,ಬಾಗಿಲು
354,Tor::N,դարպաս,ಹೆಬ್ಬಾಗಿಲು
355,Zaun::N,ցանկապատ,ಬೇಲಿ
356,Dach::N,տանիք,ಮಾಳಿಗೆ
357,Dach::N,կտուր,ಮಾಳಿಗೆ
358,Leiter::N,սանդուղք,ಏಣಿ
359,Besen::N,ավել,ಪೊರಕೆ
360,Spaten::N,բահ,ಗುದ್ದಲಿ
361,Schaufel::N,թի,ಸನಿಕೆ
362,Gabel::N,պատառաքաղ,ಕವಲು
363,Löffel::N,գդալ,ಚಮಚ
364,Messer::N,դանակ,ಚಾಕು
365,Nagel::N,մեխ,ಆಣಿ
366,Netz::N,ցանց,ಬಲೆ
367,Haken::N,կարթ,ಕೊಂಡಿ
368,Griff::N,կոթ,ಹಿಡಿ
369,Griff::N,բռնակ,ಹಿಡಿ
370,Schloss::N,կողպեք,ವೀಗ
371,Bild::N,նկար,ಚಿತ್ರ
372,Bild::N,պատկեր,ಚಿತ್ರ
373,Figur::N,քանդակ,ಆಕಾರ
374,Figur::N,պատկեր,ಆಕಾರ
375,Puppe::N,տիկնիկ,ಗೊಂಬೆ
376,Beutel::N,տոպրակ,ಸಂಚಿ
377,Bündel::N,կապոց,ಕಟ್ಟು
378,Tasche::N,պայուսակ,ಚೀಲ
379,Eimer::N,դույլ,ಬಾನೆ
380,Deckel::N,կափարիչ,ಮುಚ್ಚಳ
381,Geschirr::N,ամանեղեն,ಭಕ್ಷ್ಯಗಳು
382,Sack::N,պարկ,ಮೂಟೆ
383,Sack::N,տոպրակ,ಮೂಟೆ
384,Tasse::N,թաս,ಬಟ್ಟಲು
385,Tasse::N,գավաթ,ಬಟ್ಟಲು
386,Topf::N,անոթ,ಮಡಕೆ
387,Kessel::N,կաթսա,ಕೆಟಲ್
388,Essen::N,կերակուր,ಊಟ
389,Nahrung::N,ուտելիք,ಆಹಾರ
390,Speise::N,խորտիկ,ಊಟ
391,Speise::N,կերակուր,ಊಟ
392,Fleisch::N,միս,ಮಾಂಸ
393,Getreide::N,հացահատիկ,ಧಾನ್ಯ
394,Brei::N,լանդակ,ಗಂಜಿ
395,Brot::N,հաց,ರೊಟ್ಟಿ
396,Scheibe::N,կտոր,ಹೋಳು
397,Scheibe::N,պատառ,ಹೋಳು
398,Fett::N,ճարպ,ಕೊಬ್ಬು
399,Butter::N,կարագ,ಬೆಣ್ಣೆ
400,Öl::N,ձեթ,ಎಣ್ಣೆ
401,Salz::N,աղ,ಉಪ್ಪು
402,Suppe::N,սուպ,ಎಸರು
403,Suppe::N,ապուր,ಎಸರು
404,Honig::N,մեղր,ಮಧು
405,Milch::N,կաթ,ಹಾಲು
406,Tee::N,թեյ,ಚಹ
407,Leder::N,կաշի,ಚಕ್ಕಳ
408,Wolle::N,բուրդ,ಉಣ್ಣೆ
409,Stoff::N,գործվածք,ಬಟ್ಟೆ
410,Nadel::N,ասեղ,ಸೂಜಿ
411,Faden::N,թել,ದಾರ
412,Knopf::N,կոճակ,ಗುಂಡು
413,Knoten::N,հանգույց,ಗಂಟು
414,Farbe::N,ներկ,ಬಣ್ಣ
415,Kleidung::N,հագուստ,ಅರಿವೆ
416,Hemd::N,վերնաշապիկ,ಅಂಗಿ
417,Kragen::N,օձիք,ಕುತ್ತಿಗೆಪಟ್ಟಿ
418,Ärmel::N,թեւք,ತೋಳು
419,Hose::N,շալվար,ಇಜಾರ
420,Gürtel::N,գոտի,ಬೆಲ್ಟು
421,Mütze::N,կեպի,ಟೋಪಿ
422,Schuh::N,կոշիկ,ಪಾದರಕ್ಷೆ
423,Stiefel::N,երկարաճիթ կոշիկ,ಬೂಟು
424,Ring::N,զնգալ,ಉಂಗುರ
425,Band::N,ժապավեն,ರಿಬ್ಬನ್
426,Kamm::N,սանր,ಹಣಿಗೆ
427,Spiegel::N,հայելի,ಕನ್ನಡಿ
428,Riemen::N,փոկ,ಬಾರು
429,Schnur::N,լար,ಹುರಿ
430,Leine::N,փոկ,ಹಗ್ಗ
431,Decke::N,վերմակ,ಕಂಬಳಿ
432,Kissen::N,բարձ,ದಿಂಬು
433,Tuch::N,թաշկինակ,ಕೊರಳ ಬಟ್ಟೆ
434,Handtuch::N,սրբիչ,ಚೌಕ
435,Kraft::N,ուժ,ಬಲ
436,Stärke::N,պնդություն,ಶಕ್ತಿ
437,Stärke::N,ամրություն,ಶಕ್ತಿ
438,Gesundheit::N,առողջություն,ಆರೋಗ್ಯ
439,Krankheit::N,ախտ,ರೋಗ
440,Krankheit::N,հիվանդություն,ರೋಗ
441,Schmerz::N,ցավ,ನೋವು
442,Schmerz::N,տանջանք,ನೋವು
443,Wunde::N,վերք,ಗಾಯ
444,Fieber::N,տենդ,ಜ್ವರ
445,Arznei::N,դեղ,ಔಷಧ
446,Brücke::N,կամուրջ,ಸೇತುವೆ
447,Brunnen::N,հոր,ಬಾವಿ
448,Brunnen::N,ջրհոր,ಬಾವಿ
449,Weide::N,արոտավայր,ಗೋಮಾಳ
450,Pfad::N,արահետ,ದಾರಿ
451,Weg::N,ուղի,ಹಾದಿ
452,Straße::N,ճանապարհ,ರಸ್ತೆ
453,Dorf::N,գյուղ,ಹಳ್ಳಿ
454,Stadt::N,քաղաք,ಪಟ್ಟಣ
455,Brief::N,նամակ,ಕಾಗದ
456,Buch::N,գիրք,ಪುಸ್ತಕ
457,Buchstabe::N,տառ,ಅಕ್ಷರ
458,Buchstabe::N,գիր,ಅಕ್ಷರ
459,Zeitung::N,լրագիր,ವಾರ್ತಾಪತ್ರಿಕೆ
460,Leben::N,կյանք,ಜೀವನ
461,Tod::N,մահ,ಮರಣ
462,Grab::N,գերեզման,ಗೋರಿ
463,Kirche::N,եկեղեցի,ಚರ್ಚು
464,Sünde::N,մեղք,ಪಾಪ
465,Gott::N,աստված,ದೇವರು
466,Arbeiter::N,բանվոր,ಕೆಲಸಗಾರ
467,Arbeiter::N,աշխատող,ಕೆಲಸಗಾರ
468,Chef::N,տեր,ದಣಿ
469,Meister::N,վարպետ,ಶಿಕ್ಷಕ
470,Arzt::N,բժիշկ,ವೈದ್ಯ
471,Lehrer::N,ուսուցիչ,ಉಪಾಧ್ಯಾಯ
472,Geld::N,փող,ಹಣ
473,Geschäft::N,գործ,ವಾಣಿಜ್ಯ
474,Geschäft::N,աշխատանք,ವಾಣಿಜ್ಯ
475,Laden::N,կրպակ,ಅಂಗಡಿ
476,Laden::N,խանութ,ಅಂಗಡಿ
477,Preis::N,գին,ಬೆಲೆ
478,Ware::N,ապրանք,ಸರಕು
479,Nutzen::N,օգուտ,ಲಾಭ
480,Reichtum::N,հարստություն,ಸಂಪತ್ತು
481,Welt::N,աշխարհ,ಭೂಲೋಕ
482,Land::N,երկիր,ದೇಶ
483,Staat::N,պետություն,ರಾಜ್ಯ
484,König::N,արքա,ರಾಜ
485,König::N,թագավոր,ರಾಜ
486,Macht::N,իշխանություն,ಅಧಿಕಾರ
487,Grenze::N,սահման,ಗಡಿ
488,Krieg::N,պատերազմ,ಯುದ್ಧ
489,Feind::N,թշնամի,ಶತ್ರು
490,Gewalt::N,բռնություն,ಹಿಂಸೆ
491,Gewalt::N,սաստկություն,ಹಿಂಸೆ
492,Kampf::N,մարտ,ಹೋರಾಟ
493,Bogen[Waffe]::N,աղեղ,ಬಿಲ್ಲು
494,Pfeil::N,նետ,ಅಂಬು
495,Gewehr::N,հրացան,ಬಂದೂಕು
496,Fehler::N,սխալ,ತಪ್ಪು
497,Lüge::N,սուտ,ಸುಳ್ಳು
498,Schaden::N,վնաս,ಹಾನಿ
499,Unglück::N,դժբախտություն,ಅಪಾಯ
500,Schuld::N,պակասություն,ದೋಷ
501,Alter::N,հասակ,ಮುಪ್ಪು
502,Schluss::N,վերջ,ಮುಕ್ತಾಯ
503,Schluss::N,վախճան,ಮುಕ್ತಾಯ
504,Zeit::N,ժամանակ,ಕಾಲ
505,Tag::N,օր,ದಿನ
506,Morgen::N,առավոտ,ಮುಂಜಾನೆ
507,Mittag::N,կեսօր,ನಡುಹಗಲು
508,Abend::N,երեկո,ಸಂಜೆ
509,Nacht::N,գիշեր,ರಾತ್ರಿ
510,Woche::N,շաբաթ,ವಾರ
511,Monat::N,ամիս,ತಿಂಗಳು
512,Jahr::N,տարի,ಸಂವತ್ಸರ
513,Frühling::N,գարուն,ವಸಂತ
514,Sommer::N,ամառ,ಬಿಸಿಲುಕಾಲ
515,Herbst::N,աշուն,ಶರತ್ಕಾಲ
516,Winter::N,ձմեռ,ಚಳಿಗಾಲ
517,Januar::N,հունվար,ನಾಲ್ಚಳಿ
518,Februar::N,փետրվար,ಅಯ್ಚಳಿ
519,März::N,մարտ,ಮೊಬ್ಬೇಸಿಗೆ
520,April::N,ապրիլ,ಇಬ್ಬೇಸಿಗೆ
521,Mai::N,մայիս,ಮುಬ್ಬೇಸಿಗೆ
522,Juni::N,հունիս,ಮೊಮ್ಮಳೆ
523,Juli::N,հուլիս,ಇಮ್ಮಳೆ
524,August::N,օգոստոս,ಮುಮ್ಮಳೆ
525,September::N,սեպտեմբեր,ನಾಲ್ಮಳೆ
526,Oktober::N,հոկտեմբեր,ಮೊಚ್ಚಳಿ
527,November::N,նոյեմբեր,ಇಚ್ಚಳಿ
528,Dezember::N,դեկտեմբեր,ಮುಚ್ಚಳಿ
529,Montag::N,երկուշաբթի,ಸೋಮುವಾರ
530,Dienstag::N,երեքշաբթի,ಮಂಗಳವಾರ
531,Mittwoch::N,չորեքշաբթի,ಬುಧವಾರ
532,Donnerstag::N,հինգշաբթի,ಗುರುವಾರ
533,Freitag::N,ուրբաթ,ಶುಕ್ರವಾರ
