,Concept_ID,de,ady
197,Glas::N,Glas,апч
198,Lehm::N,Lehm,етӏагъо́
199,Sand::N,Sand,пшахъо
200,Mensch::N,Mensch,цӏыфы́
201,Mann::N,Mann,хъулъфы́гъ
202,Frau::N,Frau,бӏылъфыгъэ́
203,Kind::N,Kind,кӏэлэцӏы́кӏу
204,Junge::N,Junge,кӏэлэцӏы́кӏу
205,Mädchen::N,Mädchen,пшъэшъэжъый
206,Familie::N,Familie,быны́
207,Familie::N,Familie,уна́гъу
208,Großvater::N,Großvater,тэтэ́жъ
209,Großmutter::N,Großmutter,нэнэ́жъ
210,Eltern::N,Eltern,ны-тыхэ́р
211,Vater::N,Vater,ты
212,Mutter::N,Mutter,ны
213,Sohn::N,Sohn,къо
214,Tochter::N,Tochter,пхъу
215,Bruder::N,Bruder,шы
216,Schwester::N,Schwester,шы́пхъу
217,Onkel::N,Onkel,янэ́ш
218,Tante::N,Tante,атэшыпхъу
219,Ehemann::N,Ehemann,лӏы
220,Ehefrau::N,Ehefrau,шъу́з
221,Freude::N,Freude,гушӏуа́гъу
222,Gelächter::N,Gelächter,щхыныр
223,Glück::N,Glück,насы́п
224,Kummer::N,Kummer,тхьамыкӏагъу
225,Wunsch::N,Wunsch,шӏонгъоны́гъ
226,Lust::N,Lust,шӏонгъоны́гъ
227,Geist::N,Geist,гу
228,Gedanke::N,Gedanke,гупшыс
229,Gedächtnis::N,Gedächtnis,память
230,Verstand::N,Verstand,акъы́л
231,Sinn::N,Sinn,мэхьанэ
232,Grund::N,Grund,ушъхьагъу
233,Wahrheit::N,Wahrheit,шъыпкъэ́
234,Gespräch::N,Gespräch,гущыӏ
235,Märchen::N,Märchen,пшысэ
236,Erzählung::N,Erzählung,къэба́р
237,Nachricht::N,Nachricht,къэба́р
238,Neuigkeit::N,Neuigkeit,къэбарыкӏ
239,Name::N,Name,цӏэ
240,Rätsel::N,Rätsel,коджэхь-къоджэшх
241,Rede::N,Rede,гущыӏ
242,Sprache::N,Sprache,бзэ
243,Stimme::N,Stimme,макъэ́
244,Wort::N,Wort,гущыӏ
245,Zeichen::N,Zeichen,тамы́гъ
246,Ruf::N,Ruf,джэ макъ
247,Lärm::N,Lärm,макъэ
248,Laut::N,Laut,макъэ
249,Ton::N,Ton,
250,Lied::N,Lied,орэ́д
251,Ruhe::N,Ruhe,самбырыныгъ
252,Leute::N,Leute,цӏыфхэ́р
253,Volk::N,Volk,цӏыф лъэпкъ
254,Arbeit::N,Arbeit,ӏофшӏакӏэ́н
255,Gast::N,Gast,хьакӏэ́
256,Geschenk::N,Geschenk,шӏухьафтын
257,Spiel::N,Spiel,еоны́р
258,Spiel::N,Spiel,джэгуны́р
259,Spiel::N,Spiel,къегъэӏоны́р
260,Gesellschaft::N,Gesellschaft,обществ
261,Hilfe::N,Hilfe,ӏэпыӏэгъу
262,Freund::N,Freund,ныбджэгъу
263,Kamerad::N,Kamerad,ныбджэгъу
264,Angelegenheit::N,Angelegenheit,ӏофы́
265,Anzahl::N,Anzahl,пчъагъэ́
266,Art::N,Art,изэрэщы́т
267,Art::N,Art,лъэпкъ
268,Stück::N,Stück,такъы́р
269,Teil::N,Teil,щыщ
270,Teil::N,Teil,ӏахь
271,Hälfte::N,Hälfte,ныкъо́
272,Kreis::N,Kreis,хъура́й
273,Kreuz::N,Kreuz,къащ
274,Linie::N,Linie,хъахъ
275,Linie::N,Linie,итхъа́гъ
276,Strich::N,Strich,хъахъ
277,Strich::N,Strich,итхъагъ
278,Abstand::N,Abstand,азыфагу
279,Entfernung::N,Entfernung,чӏыгууанэ
280,Gegend::N,Gegend,чӏыпӏэ́
281,Platz::N,Platz,азыфагу
282,Ort::N,Ort,чӏыпӏэ́
283,Seite::N,Seite,лъэны́къу
284,Mitte::N,Mitte,гузэ́гу
285,Gegenstand::N,Gegenstand,пкъыгъо
286,Sache::N,Sache,
287,Rand::N,Rand,цакӏэ́
288,Kante::N,Kante,цэгэналъ
289,Ecke::N,Ecke,къогъу
290,Spitze::N,Spitze,пакӏэ
291,Ende::N,Ende,кӏэ
292,Loch::N,Loch,гъуа́н
293,Winkel::N,Winkel,къогъу
294,Muster::N,Muster,тхыпхъэ
295,Größe::N,Größe,иина́гъ
296,Länge::N,Länge,икӏыхьа́гъ
297,Höhe::N,Höhe,лъэгагъ
298,Gewicht::N,Gewicht,онтэгъугъэ́
299,Menge::N,Menge,пчъагъэ́
300,Haufen::N,Haufen,ӏат
301,Reihe::N,Reihe,саты́р
302,Boot::N,Boot,къуашъо́
303,Ruder::N,Ruder,къошъобэ́щ
304,Schlitten::N,Schlitten,
305,Ski::N,Ski,лыжэхэр
306,Lagerfeuer::N,Lagerfeuer,пхъэмашӏу
307,Last::N,Last,
308,Gang::N,Gang,кӏоныр
309,Schritt::N,Schritt,лъэубэ́къу
310,Norden::N,Norden,темы́р
311,Süden::N,Süden,къыблэ́
312,Westen::N,Westen,тыгъэкъохьа́пӏ
313,Osten::N,Osten,тыгьэкъокӏы́пӏ
314,Holz::N,Holz,чъыгы́
315,Brett::N,Brett,пхъэ́мбгъу
316,Platte::N,Platte,упсыхьагъ
317,Stütze::N,Stütze,кӏэгъэкъон
318,Stange::N,Stange,къорэ́гъ
319,Stock::N,Stock,бэщ
320,Stab::N,Stab,бэщ кӏы́хь
321,Rohr::N,Rohr,онджэкъ
322,Haus::N,Haus,унэ́
323,Heim::N,Heim,унэ́
324,Ofen::N,Ofen,гъэжъэн
325,Fußboden::N,Fußboden,джэхашъу
326,Tisch::N,Tisch,стол
327,Stuhl::N,Stuhl,пхъэнтӏэ́кӏу
328,Wiege::N,Wiege,кушъэ́
329,Bett::N,Bett,пӏэкӏо́р
330,Regal::N,Regal,мэкӏай
331,Kiste::N,Kiste,ящык
332,Fenster::N,Fenster,шъхьаныгъу́пчъ
333,Tür::N,Tür,пчъэ
334,Tor::N,Tor,къэла́пчъ
335,Zaun::N,Zaun,шӏыхьагъэ́
336,Dach::N,Dach,шъхьэ́
337,Leiter::N,Leiter,лъэо́й
338,Leiter::N,Leiter,дэкӏояпӏэ́
339,Besen::N,Besen,пхъэнкӏы́пхъ
340,Spaten::N,Spaten,къазгъы́р
341,Schaufel::N,Schaufel,хэӏалъ
342,Gabel::N,Gabel,цацэ
343,Löffel::N,Löffel,джэмы́шх
344,Messer::N,Messer,шъэжъы́й
345,Nagel::N,Nagel,гъучӏыӏу́н
346,Netz::N,Netz,хъытыу
347,Haken::N,Haken,хьажтӏаркъу
348,Griff::N,Griff,къопс
349,Schloss::N,Schloss,ӏункӏы́бз
350,Bild::N,Bild,сурэ́т
351,Figur::N,Figur,
352,Puppe::N,Puppe,нысхъа́п
353,Beutel::N,Beutel,дзыо́
354,Bündel::N,Bündel,
355,Tasche::N,Tasche,ӏэлъмэ́къ
356,Eimer::N,Eimer,щалъ
357,Deckel::N,Deckel,шъхьэ
358,Geschirr::N,Geschirr,хьакъу-шыкъу
359,Sack::N,Sack,дзыо́
360,Tasse::N,Tasse,чашк
361,Topf::N,Topf,кастрюль
362,Kessel::N,Kessel,шыуа́н
363,Essen::N,Essen,шхэн
364,Nahrung::N,Nahrung,шхэн
365,Speise::N,Speise,шхыныгъу
366,Fleisch::N,Fleisch,лы
367,Getreide::N,Getreide,лэжьыгъацэ́
368,Brei::N,Brei,пӏастэ́
369,Brot::N,Brot,хьалыгъу
370,Scheibe::N,Scheibe,такъы́р
371,Fett::N,Fett,дагъэ́
372,Butter::N,Butter,тхъу
373,Öl::N,Öl,тхъу
374,Salz::N,Salz,щыгъу
375,Suppe::N,Suppe,хьантхъупс
376,Honig::N,Honig,шъоу́
377,Milch::N,Milch,щэ
378,Tee::N,Tee,щай
379,Leder::N,Leder,кӏы́шъу
380,Wolle::N,Wolle,цы
381,Stoff::N,Stoff,шэкӏы
382,Nadel::N,Nadel,бгъэ́хаӏу
383,Faden::N,Faden,ӏуда́н
384,Knopf::N,Knopf,занкӏэу
385,Knoten::N,Knoten,зэкъодзапӏэ
386,Farbe::N,Farbe,краск
387,Kleidung::N,Kleidung,щыгъы́ны
388,Hemd::N,Hemd,джан
389,Kragen::N,Kragen,пшъапӏ
390,Ärmel::N,Ärmel,гъуап
391,Hose::N,Hose,гъончэ́дж
392,Gürtel::N,Gürtel,бгыры́пх
393,Mütze::N,Mütze,паӏо́
394,Schuh::N,Schuh,
395,Stiefel::N,Stiefel,щазым
396,Ring::N,Ring,ӏэлъы́н
397,Band::N,Band,лент
398,Kamm::N,Kamm,мажь
399,Spiegel::N,Spiegel,гъундж
400,Riemen::N,Riemen,бгыры́пх
401,Schnur::N,Schnur,кӏапсэ́
402,Leine::N,Leine,шъокӏапс
403,Decke::N,Decke,чыхӏэн
404,Kissen::N,Kissen,шъхьант
405,Tuch::N,Tuch,шъхьэтехъу
406,Handtuch::N,Handtuch,ӏаплъэкӏ
407,Kraft::N,Kraft,къары́у
408,Kraft::N,Kraft,кӏуачӏэ́
409,Stärke::N,Stärke,кӏуачӏэ́
410,Gesundheit::N,Gesundheit,псауныгъ
411,Krankheit::N,Krankheit,узы
412,Schmerz::N,Schmerz,узы
413,Wunde::N,Wunde,уӏагъэ́
414,Fieber::N,Fieber,техьа́гъу
415,Fieber::N,Fieber,жъоку
416,Arznei::N,Arznei,ӏэзэ́гъу
417,Brücke::N,Brücke,лъэмы́д ж
418,Brunnen::N,Brunnen,псынэ́
419,Weide::N,Weide,хъупӏэ́
420,Pfad::N,Pfad,лъагъу
421,Weg::N,Weg,гъо́гу
422,Straße::N,Straße,гъо́гу
423,Dorf::N,Dorf,къуа́дж
424,Stadt::N,Stadt,къалэ́
425,Brief::N,Brief,тхэн
426,Brief::N,Brief,письмэ
427,Buch::N,Buch,тхы́лъ
428,Buchstabe::N,Buchstabe,хьары́ф
429,Zeitung::N,Zeitung,газет
430,Leben::N,Leben,гъашӏэ́
431,Tod::N,Tod,аджал
432,Grab::N,Grab,бэны́
433,Kirche::N,Kirche,чылы́с
434,Sünde::N,Sünde,гунахь
435,Gott::N,Gott,тхьэ
436,Arbeiter::N,Arbeiter,рабоч
437,Chef::N,Chef,гъэр
438,Meister::N,Meister,ӏэпыӏа́с
439,Arzt::N,Arzt,
440,Lehrer::N,Lehrer,кӏэлэегъа́дж
441,Geld::N,Geld,ахъщ
442,Geschäft::N,Geschäft,ӏофшӏэн
443,Laden::N,Laden,туча́н
444,Preis::N,Preis,уасэ́
445,Ware::N,Ware,хьап-щып
446,Nutzen::N,Nutzen,чар
447,Nutzen::N,Nutzen,федэ́
448,Reichtum::N,Reichtum,байныгъ
449,Welt::N,Welt,дуна́й
450,Land::N,Land,хэгъэ́́гу
451,Staat::N,Staat,къэралыгъу
452,König::N,König,пачъы́хь
453,Macht::N,Macht,шынэгъакзэ́
454,Grenze::N,Grenze,гъуна́пкъ
455,Krieg::N,Krieg,зао́
456,Feind::N,Feind,пы́и
457,Gewalt::N,Gewalt,егъэзыгъэныгъ
458,Kampf::N,Kampf,бэнэныгъ
459,Bogen[Waffe]::N,Bogen,щабз
460,Pfeil::N,Pfeil,щэбза́щ
461,Gewehr::N,Gewehr,шхонч
462,Fehler::N,Fehler,хэукъоныгъ
463,Lüge::N,Lüge,пцӏы
464,Schaden::N,Schaden,зэра́р
465,Unglück::N,Unglück,тхьамыкӏагъу
466,Schuld::N,Schuld,мысагъэ́
467,Alter::N,Alter,ныбжь
468,Schluss::N,Schluss,кӏэ
469,Zeit::N,Zeit,уахътэ́
470,Tag::N,Tag,мафэ́
471,Morgen::N,Morgen,пчэды́жь
472,Mittag::N,Mittag,щэджагьу́
473,Abend::N,Abend,пчыхьэ́
474,Nacht::N,Nacht,чэщы́
475,Woche::N,Woche,тхьамафэ́
476,Monat::N,Monat,мазэ́
477,Jahr::N,Jahr,илъэ́с
478,Frühling::N,Frühling,гъатхэ́
479,Sommer::N,Sommer,гъэмафэ́
480,Herbst::N,Herbst,бжыхьэ́
481,Winter::N,Winter,кӏыма́ф
482,Januar::N,Januar,январь
483,Februar::N,Februar,февраль
484,März::N,März,март
485,April::N,April,апрель
486,Mai::N,Mai,май
487,Juni::N,Juni,июнь
488,Juli::N,Juli,июль
489,August::N,August,август
490,September::N,September,сентябрь
491,Oktober::N,Oktober,октябрь
492,November::N,November,ноябрь
493,Dezember::N,Dezember,декабрь
494,Montag::N,Montag,блыпэ́
495,Dienstag::N,Dienstag,гъубдж
496,Mittwoch::N,Mittwoch,бэрэскэжъый
497,Donnerstag::N,Donnerstag,мэфэ́ку
498,Freitag::N,Freitag,бэрэскэшху
499,Samstag::N,Samstag,шэмбэ́т
500,Sonntag::N,Sonntag,тхьаума́ф
501,groß::A,groß,ины́
502,klein::A,klein,цӏы́кӏу
503,lang::A,lang,кӏыхьэ́
504,kurz::A,kurz,кӏэкӏы́
505,breit::A,breit,шъуамбгъо́
506,schmal::A,schmal,бгъузэ́
507,dicht::A,dicht,ӏужъу́
508,dick[Gegenstand]::A,dick,ӏужъу́
509,dünn::A,dünn,пӏуакӏэ́
510,fein::A,fein,пӏуакӏэ́
511,fest::A,fest,пытэ́
512,flach::A,flach,тешъо́
513,glatt::A,glatt,зэны́бжь
514,hart::A,hart,пытэ́
515,weich::A,weich,шъабэ́
516,rund::A,rund,хъура́й
517,spitz::A,spitz,папцӏэ́
518,scharf::A,scharf,чан
519,stumpf::A,stumpf,цако́
520,schwer::A,schwer,онтэ́гъу
521,schön::A,schön,дахэ́
522,heiß::A,heiß,жъо́ркъ
523,warm::A,warm,фабэ́у
524,kalt::A,kalt,чъыӏэ́
525,kühl::A,kühl,чъыӏэтагъ
526,frisch::A,frisch,чъыӏэтагъ
527,feucht::A,feucht,шынагъэ зиӏэ
528,feucht::A,feucht,шынэгъакӏэ зиӏэ
529,nass::A,nass,цӏынэ́
530,trocken::A,trocken,гъушъ
531,trocken::A,trocken,чъэпхъыгъ
532,voll::A,voll,из
533,voll::A,voll,изыбз
534,leer::A,leer,нэкӏы́
535,offen::A,offen,зэдэхыгъэ
536,geschlossen::A,geschlossen,зэфэшӏыгъ
537,sauber::A,sauber,къабзэ́
538,schmutzig::A,schmutzig,шӏо́и
539,roh::A,roh,мыжъо́
540,reif::A,reif,чъэпхъыгъ
541,lecker::A,lecker,го́хьы
542,süß::A,süß,ӏэшӏу
543,bitter::A,bitter,дыджы́
544,sauer::A,sauer,хафэ́
545,hell::A,hell,нэфын
546,dunkel::A,dunkel,мэзэхэ
547,schwarz::A,schwarz,шӏуцӏэ
548,weiß::A,weiß,фыжьы́
549,rot::A,rot,плъыжьы́
550,gelb::A,gelb,гъожьы́
551,blau::A,blau,шхъуантӏэ
552,grün::A,grün,шхъуантӏэ
553,grau::A,grau,шхъо
554,bunt::A,bunt,къолэны
555,billig::A,billig,пыут
556,teuer::A,teuer,сикӏа́с
557,teuer::A,teuer,силъа́пӏ
558,wertvoll::A,wertvoll,пкӏэ зиӏ
559,wertvoll::A,wertvoll,уасэ́ зыфа́шӏ
560,blind::A,blind,нэшъу́
561,taub::A,taub,дэгу
562,kräftig::A,kräftig,лъэ́ш
563,stark::A,stark,лъэ́ш
564,schwach::A,schwach,хъыбэй
565,fett::A,fett,пщэры́
566,schlank::A,schlank,ищыгъэ
567,hübsch::A,hübsch,дахэ́
568,böse::A,böse,ябгэ
569,dumm::A,dumm,делэ
570,faul::A,faul,шъхьахы́нэ
571,fleißig::A,fleißig,егугъурэ
572,geizig::A,geizig,тхьацэ
573,klug::A,klug,акъылышӏу́
574,geschickt::A,geschickt,ӏэпэӏэсэ́
575,geschickt::A,geschickt,шо́у шӏыгъэ́
576,lieb::A,lieb,псэм фэд
577,lustig::A,lustig,чэф
578,sanft::A,sanft,ӏушъа́б
579,hungrig::A,hungrig,гъаблэ́
580,krank::A,krank,сыма́дж
581,nackt::A,nackt,пцӏанэ́
582,traurig::A,traurig,нэшхъэй
583,lebendig::A,lebendig,
584,gut::A,gut,дэгъу́
585,schlecht::A,schlecht,дэи
586,richtig::A,richtig,тэрэз
587,schlimm::A,schlimm,щынэгъо
588,wahr::A,wahr,шъыпкъэ́
589,alt::A,alt,жъы
590,neu::A,neu,кӏэ
591,ehemalig::A,ehemalig,-щтыгъэ
592,ehemalig::A,ehemalig,-гъэ
593,alt[Lebewesen]::A,alt,жъы
594,jung::A,jung,ныбжьыкӏэ́
595,arm::A,arm,тхьамы́кӏ
596,reich::A,reich,бай
597,bekannt::A,bekannt,нэӏуа́с
598,berühmt::A,berühmt,цӏэры́ӏу
599,fremd::A,fremd,хымэ
600,verschieden::A,verschieden,зэфэшъхьафы
601,nah::A,nah,благъэ́
602,fern::A,fern,чыжьэ
603,linker::A,linker,сэмэ́гу
604,rechter::A,rechter,джабгъу
605,anderer::A,anderer,нэмы́кӏ
606,erster::A,erster,апэр
607,zweiter::A,zweiter,я́тӏонэр
608,dritter::A,dritter,ящэнэр
609,letzter::A,letzter,аужыр
610,allein::ADV,allein,зы
611,auf einmal::ADV,auf einmal,ардэдэм
612,auf einmal::ADV,auf einmal,асыхьатым
613,zusammen::ADV,zusammen,зэгъусэхэ́у
614,lange::ADV,lange,бэрэ́
615,plötzlich::ADV,plötzlich,зэкӏэм
616,sofort::ADV,sofort,ардэдэм
617,sofort::ADV,sofort,асыхьатым
618,später::ADV,später,нэужым
619,jetzt::ADV,jetzt,джы
620,heute::ADV,heute,непэ́
621,morgen::ADV,morgen,неу́щы
622,bald::ADV,bald,псынкӏэу
623,dann::ADV,dann,нэужым
624,gestern::ADV,gestern,тыгъуа́с
625,einst::ADV,einst,зэгорэ́м
626,damals::ADV,damals,армэ
627,damals::ADV,damals,ащыгъум
628,danach::ADV,danach,нэужым
629,vorher::ADV,vorher,нахьыпэм
630,zuerst::ADV,zuerst,
631,einmal::ADV,einmal,зэ
632,manchmal::ADV,manchmal,
633,oft::ADV,oft,бэрэ
634,immer::ADV,immer,ренэ́у
635,niemals::ADV,niemals,
636,hier::ADV,hier,
637,hierhin::ADV,hierhin,
638,von hier::ADV,von hier,
639,dort::ADV,dort,модэ
640,dorthin::ADV,dorthin,модэ́
641,geradeaus::ADV,geradeaus,занкӏэу
642,vorwärts::ADV,vorwärts,ыпэкӏэ
643,rückwärts::ADV,rückwärts,ыужыкӏэ́
644,zurück::ADV,zurück,ыужыкӏэ́
645,unten::ADV,unten,ычӏэкӏэ́
646,hinab::ADV,hinab,ычӏэгъы́
647,hinab::ADV,hinab,ычӏэкӏэ́
648,oben::ADV,oben,ышъхьагъы
649,hinauf::ADV,hinauf,ышъхьагъыкӏэ
650,überall::ADV,überall,тыди́
651,überall::ADV,überall,тыдэкӏи́
652,nicht::ADV,nicht,-п
653,nicht::ADV,nicht,мы-
654,ein wenig::ADV,ein wenig,тӏэкӏу
655,kaum::ADV,kaum,къоды́й
656,sehr::ADV,sehr,дэд
657,so::ADV,so,ащ фэд
658,so::ADV,so,мыщ фэд
659,so::ADV,so,джащ фэд
660,noch::ADV,noch,джыри
661,nur::ADV,nur,ныӏэ́п
662,schon::ADV,schon,
663,wieder::ADV,wieder,джыри
664,vergebens::ADV,vergebens,пкӏэнчъэ́у
665,vor::PRP,vor,пашъхьэ́
666,hinter::PRP,hinter,кӏы́б
667,unter::PRP,unter,чӏэ-
668,durch::PRP,durch,пхыры-
669,neben::PRP,neben,дэжь
670,zwischen::PRP,zwischen,азыфа́гу
671,wegen::PRP,wegen,къы-
672,dies::PRN,dies,ар
673,das::PRN,das,а
674,das::PRN,das,мо
675,alles::PRN,alles,зэкӏэ́
676,ich::PRN,ich,сэ
677,du::PRN,du,о
678,er::PRN,er,ар
679,wir::PRN,wir,тэ
680,ihr::PRN,ihr,шъо
681,sie::PRN,sie,ахэр
682,was::FPRN,was,сыд
