,Concept_ID,av,lbe
277,Zeichen::N,гӏаламат,лишан
278,Ruf::N,ахӏи,
279,Lärm::N,хъуй,чӏу
280,Lärm::N,хъуди,чӏу
281,Laut::N,гьаракь,чӏу
282,Laut::N,сас,чӏу
283,Lied::N,кечӏ,балай
284,Ruhe::N,рахӏат,дигьалагру
285,Leute::N,гӏадамал,инсантал
286,Volk::N,халкъ,ил
287,Volk::N,халкъ,халкь
288,Arbeit::N,хӏалтӏи,заву
289,Gast::N,гьобол,хъамаличу
290,Geschenk::N,сайигъат,бухчакарши
291,Geschenk::N,сайигъат,лажинккакку
292,Spiel::N,хӏай,тӏуркӏу
293,Spiel::N,расанди,тӏуркӏу
294,Gesellschaft::N,жамагӏат,жямат
295,Gesellschaft::N,жамагӏат,ккуран
296,Hilfe::N,кумек,кумаг
297,Freund::N,гьудул,дус
298,Kamerad::N,гьалмагъ,хӏаласу
299,Angelegenheit::N,къваригӏел,иш
300,Anzahl::N,рикӏкӏен,аьдад
301,Art::N,жинс,жинс
302,Stück::N,кесек,касак
303,Teil::N,пай,бутӏа
304,Hälfte::N,бащдаб,дачӏи
305,Kreis::N,гор,кюрщан
306,Kreuz::N,хъанч,ххач
307,Linie::N,мухъ,щва
308,Strich::N,хӏучч,щва
309,Abstand::N,манзил,манзил
310,Entfernung::N,манзил,манзил
311,Gegend::N,рахъ,кӏану
312,Platz::N,бакӏ,
313,Ort::N,бакӏ,кӏану
314,Seite::N,рахъ,чул
315,Seite::N,рахъ,чулухалу
316,Mitte::N,бакьулъбакӏ,дя
317,Gegenstand::N,жо,зат
318,Sache::N,жо,зат
319,Rand::N,мицӏир,зума
320,Kante::N,рагӏал,
321,Kante::N,рагӏа-ракьан,
322,Ecke::N,цили,мурцӏу
323,Spitze::N,тӏогь,мицӏ
324,Ende::N,кӏал,зума
325,Loch::N,каратӏ,ккутӏ
326,Muster::N,накъиш,накьич
327,Größe::N,кӏодо́лъи,
328,Länge::N,халалъи,лахъишиву
329,Höhe::N,борхалъи,лахъшиву
330,Gewicht::N,бакӏлъи,дуццин
331,Gewicht::N,бакӏлъи,кӏушиву
332,Haufen::N,гъуни,бакӏу
333,Reihe::N,ирга́,кьюкьа
334,Boot::N,раса,луткка
335,Ruder::N,раххан,весло
336,Ruder::N,раххан,чӏатӏа
337,Schlitten::N,чанагъ,чана
338,Schlitten::N,чанагъ,санкка
339,Ski::N,лыжаби,лижарду
340,Lagerfeuer::N,цӏа,къавтӏн
341,Last::N,бакӏлъи,гьиву
342,Gang::N,хьвади,нанаву
343,Gang::N,хьвада-чӏвади,нанаву
344,Schritt::N,гали,ша
345,Norden::N,шимал,ухссав
346,Norden::N,шимал,ухссавнил чулухалу
347,Süden::N,юг,кьилва
348,Süden::N,къибла,кьилва
349,Westen::N,гъарб,баргълагавал
350,Westen::N,гъарб,баргълагавал чул
351,Westen::N,магъриб,баргълагавал
352,Westen::N,магъриб,баргълагавал чул
353,Osten::N,шаркъ,баргъбуккай чулухалу
354,Osten::N,машрикъ,баргъбуккай чулухалу
355,Holz::N,цӏул,тӏама
356,Brett::N,хъарщи,тахта
357,Platte::N,къоно,гъуни
358,Stange::N,гӏер,къазихъ
359,Stock::N,тӏил,ттархь
360,Stab::N,гӏер,ччантӏакъу
361,Rohr::N,турба,бургъу
362,Haus::N,ригь,къатта
363,Haus::N,рукъзал,къатта
364,Heim::N,рукъ,къатта
365,Ofen::N,печь,пач
366,Fußboden::N,чӏабар,чӏанкъатта
367,Tisch::N,стол,усттул
368,Stuhl::N,бакӏу,кӏану
369,Wiege::N,кини,оьрчӏал кӏану
370,Bett::N,кровать,тах
371,Regal::N,хъарщи,чӏаму
372,Kiste::N,ящик,яшикӏ
373,Kiste::N,ящик,къурши
374,Kiste::N,тӏалагъуд,яшикӏ
375,Kiste::N,тӏалагъуд,къурши
376,Fenster::N,гордо,чӏавахьулу
377,Tür::N,нуцӏа,нуз
378,Tür::N,нуцӏа,нузкьун
379,Tor::N,каву,къапу
380,Tor::N,каву,дарваза
381,Zaun::N,раци,дайгьузанну
382,Dach::N,тӏох,магъи
383,Dach::N,тӏох,цӏиялу
384,Leiter::N,мали,чуртту
385,Besen::N,жул,чӏатлу
386,Spaten::N,бел,бил
387,Schaufel::N,раххан,чӏатӏа
388,Gabel::N,гӏучӏ,гьиссилу
389,Löffel::N,гъуд,къуса
390,Messer::N,нус,чӏила
391,Nagel::N,магӏ,мяр
392,Netz::N,гьин,къери
393,Haken::N,гъанцӏа,къича
394,Griff::N,гӏоркь,куяму
395,Schloss::N,кӏулал,кьункьула
396,Bild::N,сурат,сурат
397,Puppe::N,нани,ссихьу
398,Beutel::N,таргьа,чантай
399,Bündel::N,къай,гьи
400,Bündel::N,къай,къар
401,Tasche::N,сумка,
402,Tasche::N,къвачӏа,
403,Eimer::N,ведро,бадра
404,Deckel::N,тӏалъел,къапаза
405,Deckel::N,дадитӏалъел,къапаза
406,Geschirr::N,цӏарагӏ,пюрунчӏул
407,Geschirr::N,цӏарагӏ,тӏахӏникӏичӏу
408,Sack::N,хъап,къап
409,Sack::N,хъап,дарваг
410,Sack::N,къандалъо,къап
411,Sack::N,къандалъо,дарваг
412,Tasse::N,чашка,пижан
413,Tasse::N,чашка,пинжан
414,Tasse::N,чашка,инкираччатӏи
415,Tasse::N,чашка,цинцилттал бушкъап
416,Topf::N,хьаг,кӏункӏур
417,Kessel::N,хьаг,чаг
418,Kessel::N,хьаг,кӏункӏур
419,Kessel::N,гереги,чаг
420,Kessel::N,гереги,кӏункӏур
421,Essen::N,тӏагӏам,дукия
422,Essen::N,тӏагӏам,дукин
423,Nahrung::N,квен,дукра
424,Speise::N,квен,дукра
425,Fleisch::N,гьан,дикӏ
426,Getreide::N,бугӏа-ролъ,къама
427,Getreide::N,могьолабл_культураби,къама
428,Brei::N,карщ,ккурч
429,Brot::N,чед,ччатӏ
430,Scheibe::N,мочӏу,парча
431,Fett::N,беэнлъи,аьгъушиву
432,Butter::N,нах,нагь
433,Butter::N,нах,лагаву
434,Öl::N,нах,
435,Salz::N,цӏам,цӏву
436,Suppe::N,чурпа,накь
437,Honig::N,гьоцӏо,ницӏ
438,Milch::N,рахь,накӏ
439,Tee::N,чай,чяй
440,Leder::N,тӏом,бурчу
441,Wolle::N,квас,ппал
442,Stoff::N,ххам,янна
443,Nadel::N,рокӏкӏен,ххалаххи
444,Faden::N,кун,ххал
445,Knopf::N,маргъал,банд
446,Knoten::N,гарацӏ,къурхъ
447,Farbe::N,релъен,сир
448,Kleidung::N,ретӏел,янна
449,Kleidung::N,ретӏел,лаххия
450,Hemd::N,гурде,гьухъа
451,Kragen::N,габур,дарвач
452,Ärmel::N,къвал,кахха
453,Hose::N,тӏажу,хӏажак
454,Gürtel::N,рачел,мухӏлу
455,Mütze::N,тӏагъур,кьяпа
456,Stiefel::N,этек,чакма
457,Stiefel::N,чакма,чакма
458,Ring::N,баргъич,кӏисса
459,Band::N,лента,линт
460,Kamm::N,гьоркьо,ттарал
461,Spiegel::N,матӏу,дагьани
462,Riemen::N,рижу,эн
463,Decke::N,одея́ло,виргъан
464,Kissen::N,къандалъо,кӏаралу
465,Tuch::N,квархьи,карщи
466,Handtuch::N,беркӏалрацӏцӏ,калихьу
467,Handtuch::N,беркӏалрацӏцӏ,лажинлихьу
468,Kraft::N,гуч,эллаж
469,Kraft::N,къуват,эллаж
470,Stärke::N,хӏалкӏвей,гуж
471,Gesundheit::N,сахлъи́,цӏуллу-сагъшиву
472,Krankheit::N,унти,къашайшиву
473,Krankheit::N,щокълъи,къашайшиву
474,Schmerz::N,унти,къюву
475,Wunde::N,ругъун,щаву
476,Fieber::N,цӏа-кан,кӏиришиву
477,Arznei::N,дару,дару
478,Brücke::N,кьо,ламу
479,Brunnen::N,гъуй,къуй
480,Weide::N,рицӏцӏ,бизантту
481,Weide::N,лъичӏирма,бизантту
482,Weide::N,гӏурдаллъи,бизантту
483,Weide::N,ри́цӏигъветӏ,бизантту
484,Weide::N,рицӏцӏигъветӏ,бизантту
485,Pfad::N,сухъмахъ,жегъир ххуллу
486,Weg::N,нух,ххуллу
487,Straße::N,нух,ххуллу
488,Dorf::N,росу,щар
489,Dorf::N,росу,шяравалу
490,Stadt::N,шагьар,шагьру
491,Brief::N,кагъат,чагъар
492,Brief::N,рисалат,чагъар
493,Buch::N,тӏехь,лу
494,Buchstabe::N,хӏарп,хӏарп
495,Zeitung::N,газет,кказит
496,Leben::N,яшав,оьрму
497,Tod::N,хвел,ажал
498,Tod::N,хвел,бивкӏу
499,Tod::N,хвел,ивчӏаву
500,Grab::N,хоб,гьав
501,Kirche::N,килиса,килиса
502,Sünde::N,хӏакъ,бунагъ
503,Sünde::N,мунагь,бунагъ
504,Gott::N,бичас,зал
505,Gott::N,аллагь,зал
506,Arbeiter::N,хӏалтӏухъан,зузала
507,Chef::N,хӏаким,ялувма
508,Chef::N,начальник,ялувма
509,Meister::N,устар,усттар
510,Meister::N,мастер,усттар
511,Meister::N,махщалилав,усттар
512,Arzt::N,жайрахӏ,хӏакин
513,Lehrer::N,мугӏалим,учитель
514,Geld::N,гӏарац,арцу
515,Laden::N,тукен,ттучан
516,Preis::N,багьа,багъа
517,Ware::N,къайи,хъус
518,Nutzen::N,мунпагӏат,хайр
519,Nutzen::N,мунпагӏат,мюнпат
520,Reichtum::N,бечелъи,давлат
521,Reichtum::N,бечелъи,аваданшиву
522,Welt::N,дуниял,дуниял
523,Land::N,улка,билаят
524,Land::N,икълим,билаят
525,Staat::N,пачалихъ,паччахӏлугъ
526,König::N,пача,
527,König::N,малик,
528,König::N,къирал,
529,König::N,падишагь,
530,Macht::N,кверщел,власть
531,Grenze::N,гӏорхъи,дазу
532,Krieg::N,рагъ,дяъви
533,Feind::N,тушман,душман
534,Gewalt::N,зулму,къия
535,Kampf::N,къеркьей,лачӏуи уккаву
536,Bogen[Waffe]::N,газаргъо,ккуртта
537,Pfeil::N,чӏор,чӏатӏаракӏ
538,Gewehr::N,туманкӏ,ттупанг
539,Fehler::N,гъалатӏ,гъалатӏ
540,Lüge::N,гьереси,щялмахъ
541,Schaden::N,зиян,зарал
542,Schaden::N,зарал,зарал
543,Unglück::N,балагь,бала
544,Schuld::N,гӏайиб,тахсир
545,Alter::N,гӏумру,оьрму
546,Schluss::N,ахир,ахир
547,Zeit::N,заман,чӏун
548,Tag::N,къо,кьини
549,Morgen::N,радалмех,кӏюрх
550,Mittag::N,къадемех,ахттайн
551,Mittag::N,къадемех,дяахттайн
552,Mittag::N,къадемех,ахттайн чӏун
553,Abend::N,релъедамех,маркӏачӏан
554,Nacht::N,сордо,хьхьу
555,Woche::N,анкь,нюжмар
556,Monat::N,моцӏ,барз
557,Jahr::N,сон,шин
558,Jahr::N,лъагӏел,шин
559,Frühling::N,их,инт
560,Sommer::N,рии,гъи
561,Herbst::N,хасалихълъи,ссут
562,Winter::N,кьин,кӏи
563,Januar::N,январь,цалчинмур барз
564,Februar::N,февра́ль,кӏилчинмур барз
565,März::N,март,шамилчинмур барз
566,April::N,апрель,апрель
567,April::N,апрель,мукьилчинмур барз
568,Mai::N,май,май
569,Mai::N,май,ххюлчинмур барз
570,Juni::N,июнь,июнь
571,Juni::N,июнь,ряххилчинмур барз
572,Juli::N,июль,июль
573,Juli::N,июль,Арулчинмур барз
574,August::N,август,мяйлчинмур барз
575,September::N,сентябрь,урчӏилчинмур барз
576,Oktober::N,октябрь,ацӏилчинмур барз
577,November::N,ноябрь,ацӏния цалчинмур барз
578,Dezember::N,декабрь,ацӏния кӏилчинмур барз
579,Montag::N,итни,итин
580,Montag::N,итни,итин кьини
581,Dienstag::N,талат,тталат
582,Dienstag::N,талат,тталат кьини
583,Mittwoch::N,арбагӏ,арвахӏ
584,Donnerstag::N,хамиз,хамис
585,Freitag::N,рузман,нюжмар
586,Freitag::N,рузман,нюжмар кьини
587,Samstag::N,щамат,ххуллун
588,Samstag::N,щамат,ххуллун кьини
589,Sonntag::N,гьатӏан,алхӏат
590,Sonntag::N,гьатӏан,алхӏат кьини
591,groß::A,кӏудияб,бугъарасса
592,klein::A,гьитӏинаб,чӏивисса
593,lang::A,халатаб,лахъисса
594,kurz::A,къокъаб,кутӏасса
595,breit::A,гӏебаб,уттасса
596,schmal::A,къваридаб,уттакӏюласса
597,dicht::A,ризаб,ццунсса
598,dick[Gegenstand]::A,бицатаб,ганзсса
599,dünn::A,тӏеренаб,кӏюласса
600,fein::A,тӏеренаб,
601,fest::A,къвакӏараб,цӏакьсса
602,fest::A,къвакӏараб,кьянкьасса
603,flach::A,чӏепараб,баягъисса
604,flach::A,чӏепараб,цӏубакъасса
605,flach::A,чӏепараб,куртӏ дакъасса
606,glatt::A,цӏвакараб,дюрчӏусса
607,hart::A,кьварараб,кьянкьасса
608,weich::A,тамахаб,кӏукӏлусса
609,rund::A,гургинаб,ккурккисса
610,spitz::A,бегӏераб,ярксса
611,spitz::A,бегӏераб,дайлсса
612,spitz::A,бегӏераб,мицӏ бусса
613,scharf::A,рекӏараб,ярксса
614,scharf::A,рекӏараб,дайлсса
615,scharf::A,рекӏараб,мицӏ бусса
616,stumpf::A,тӏехӏараб,къуркъасса
617,stumpf::A,рекӏинчӏеб,къуркъасса
618,schwer::A,бакӏаб,кӏусса
619,schön::A,берцинаб,аьнтӏикӏасса
620,heiß::A,лагьараб,кӏирисса
621,warm::A,хинаб,гъелисса
622,kalt::A,квачараб,дяркъусса
623,kühl::A,квачараб,дюхлулсса
624,frisch::A,цӏияб,цӏусса
625,feucht::A,рагьараб,атилсса
626,feucht::A,рагьараб,хъавтусса
627,nass::A,би́ччараб,атилсса
628,nass::A,би́ччараб,хъавтусса
629,trocken::A,бакъвараб,кьавкьсса
630,trocken::A,бакъвараб,кьакьан бувсса
631,leer::A,чӏобогояб,бачӏвасса
632,offen::A,рагьараб,тӏивтӏусса
633,geschlossen::A,рахараб-къараб,лавкьусса
634,sauber::A,бацӏцӏадаб,марцӏсса
635,schmutzig::A,гъизараб,чапалсса
636,roh::A,хамаб,шакъавхьсса
637,roh::A,гӏатӏгояб,шакъавхьсса
638,reif::A,барщараб,дирсса
639,lecker::A,тӏагӏамаб,нахӏусса
640,lecker::A,тӏагӏамаб,тӏааьнсса
641,süß::A,гьуинаб,нацӏусса
642,bitter::A,кьогӏаб,кьурчӏисса
643,sauer::A,цӏекӏаб,туршсса
644,hell::A,канаб,чаннасса
645,dunkel::A,бецӏаб,цӏансса
646,schwarz::A,чӏегӏераб,лухӏисса
647,weiß::A,хъахӏаб,кӏяласса
648,rot::A,багӏараб,ятӏулсса
649,gelb::A,гӏобилаб,хъахъисса
650,gelb::A,тӏогьилаб,хъахъисса
651,blau::A,хъахӏилаб,някӏсса
652,grün::A,гӏурччинаб,щюлисса
653,grau::A,накӏкӏуяб,оьрусса
654,bunt::A,къвекӏаб,оьрчӏикӏурисса
655,bunt::A,чара-гъараб,оьрчӏикӏурисса
656,billig::A,учузаб,кьювкьусса
657,teuer::A,хири́яб,ххирасса
658,wertvoll::A,къиматаб,багьасса
659,blind::A,беццаб,мурчӏисса
660,taub::A,гъугъаб,къюкӏсса
661,kräftig::A,гучаб,гужсса
662,stark::A,къуватаб,кьянкьасса
663,schwach::A,гӏажизаб,заэвсса
664,fett::A,кьарияб,бучсса
665,schlank::A,чергесаб,бювхъусса
666,hübsch::A,гьайбатаб,янусса
667,böse::A,ракӏквешаб,оьсса
668,dumm::A,гьагаб,ахӏмакьсса
669,dumm::A,гӏантаб,ахӏмакьсса
670,faul::A,кӏохӏалаб,танмалсса
671,faul::A,кӏохӏалаб,курчӏилсса
672,faul::A,кӏухӏа́лаб,танмалсса
673,faul::A,кӏухӏа́лаб,курчӏилсса
674,fleißig::A,хӏаракатаб,хӏарачат бусса
675,geizig::A,къарумаб,янттарцӏансса
676,klug::A,лумияб,аькьлу бусса
677,geschickt::A,махщел бугев,паргалсса
678,lieb::A,гӏазизаб,аьзизсса
679,lustig::A,кепаб,тяхъасса
680,sanft::A,хӏалимаб,иминсса
681,sanft::A,хӏере́наб,иминсса
682,hungrig::A,бакъараб,ккашилсса
683,krank::A,щокъаб,къашавайсса
684,krank::A,унтараб,къашавайсса
685,nackt::A,гӏицӏаб,кӏачӏасса
686,nackt::A,чӏанкӏараб,кӏачӏасса
687,traurig::A,пашманаб,пашмансса
688,lebendig::A,чӏагояб,уттавасса
689,gut::A,лъикӏаб,ххуйсса
690,schlecht::A,къадараб,оьккисса
691,richtig::A,битӏараб,саргъунсса
692,schlimm::A,нажасаб,оьккисса
693,schlimm::A,къабихӏаб,оьккисса
694,wahr::A,хӏакъаб,хӏакьсса
695,wahr::A,битӏараб,хӏакьсса
696,alt::A,басрияб,кугьнасса
697,neu::A,цӏияб,цӏусса
698,ehemalig::A,цебе́госеб,хъхъичӏвасса
699,alt[Lebewesen]::A,хераб,агьилсса
700,jung::A,тӏинчӏаб,чӏавасса
701,jung::A,тӏинчӏаб,жагьилсса
702,jung::A,гӏолохъанаб,чӏавасса
703,jung::A,гӏолохъанаб,жагьилсса
704,arm::A,пакъираб,мискинсса
705,reich::A,бечедаб,авадансса
706,bekannt::A,лъалеб,дусъсса
707,berühmt::A,машгьураб,машгьурсса
708,fremd::A,чияр,чил
709,verschieden::A,батӏи-батӏияб,личӏи-личӏисса
710,nah::A,гӏагарда бугеб,гъансса
711,fern::A,рикӏкӏадаб,архсса
712,linker::A,квегӏаб,кияхсса
713,linker::A,квегӏаб,кюччахсса
714,rechter::A,кваранаб,урчӏахсса
715,anderer::A,батӏияб,цамур
716,erster::A,тӏоцебесеб,цалчинмур
717,erster::A,тӏоцебесеб,цалчиннсса
718,zweiter::A,кӏиабилеб,кӏилчиимур
719,dritter::A,лъабабилеб,шамулчинмур
720,letzter::A,ахирисеб,махъва-махъмур
721,allein::ADV,ялгъузго,ялгъузну
722,auf einmal::ADV,цихӏинтӏаго,
723,zusammen::ADV,цойида,цачӏу
724,zusammen::ADV,цойида,архӏал
725,plötzlich::ADV,цойидасанго,цакуну
726,sofort::ADV,гьебсагӏат,мугьлат бакъа
727,jetzt::ADV,гьанже,утти
728,jetzt::ADV,гьанже,цӏана
729,heute::ADV,жакъа,хӏакьину
730,morgen::ADV,метер,гьуит
731,morgen::ADV,метер,гьунттий
732,bald::ADV,гьабсагӏаталъ,
733,dann::ADV,цинги,яла
734,gestern::ADV,сон,лахьхьу
735,einst::ADV,цин,
736,damals::ADV,гьебмехалъ,та чӏумал
737,damals::ADV,гьебмехалда,та чӏумал
738,danach::ADV,цинги,яла
739,danach::ADV,хадуса,яла
740,vorher::ADV,цебе,хьхьнчӏ
741,vorher::ADV,цебе,хьхьичӏва
742,zuerst::ADV,тӏоцебе,бакӏрай
743,zuerst::ADV,тӏоцебе,цӏу бутӏуй
744,einmal::ADV,цинцӏул,цал
745,einmal::ADV,цихӏин,цал
746,einmal::ADV,цоцӏул,цал
747,manchmal::ADV,олоцӏул,ваксса-таксса
748,oft::ADV,гӏемерго,чӏявуну
749,immer::ADV,кидаго,мудан
750,immer::ADV,кидаго,даиман
751,niemals::ADV,киданиги,тачӏав
752,hier::ADV,аниб,шикку
753,hierhin::ADV,анибехун,шиккун
754,von hier::ADV,гьаниса,шичча
755,dort::ADV,гьениб,гикку
756,dorthin::ADV,гьадаба,тиккун
757,geradeaus::ADV,битӏутӏа,тӏайланм
758,vorwärts::ADV,цебехун,хьхьичӏунмай
759,rückwärts::ADV,нахъ-нахъ,махъа-хьхьичӏунмай
760,zurück::ADV,нахъе,махъунмай
761,unten::ADV,ахакь,лув
762,unten::ADV,гъоркь,лув
763,hinab::ADV,эхебе,бакӏ-ялавай
764,hinab::ADV,эхебе,бакӏъялавай
765,oben::ADV,тӏад,ялув
766,oben::ADV,тӏадехун,ялув
767,hinauf::ADV,эхеде,лавай
768,überall::ADV,кибго,гьариий
769,überall::ADV,кибго,хьу-хьуний
770,überall::ADV,кибго,гьарца кӏанай
771,ein wenig::ADV,дагьабго,чанни
772,ein wenig::ADV,дагьабго,ца чансса
773,kaum::ADV,хӏалалъ,дахьа
774,sehr::ADV,кутакалда,оьну
775,sehr::ADV,кутакалда,гужну
776,sehr::ADV,кутакалда,хъинну
777,so::ADV,гьедин,укукн
778,noch::ADV,жеги,гьала
779,noch::ADV,жеги,уттигу
780,noch::ADV,жеги,цакьинва
781,noch::ADV,жеги,ттигу-шилагу
782,nur::ADV,гӏӣцӏго,анжагь
783,wieder::ADV,на́хъеги,цӏуницӏа
784,vergebens::ADV,чӏалгӏаде,аьдада
785,vergebens::ADV,чӏалгӏаде,нахӏакь
786,vor::PRP,цебе,хьхьичӏ
787,hinter::PRP,хадуса,махъ
788,unter::PRP,ахакь,лув
789,unter::PRP,гъоркь,лув
790,neben::PRP,аскӏо,чӏарав
791,zwischen::PRP,гьоркьоб,дянив
792,wegen::PRP,гьелда,цӏаний
793,dies::PRN,гьаб,ва
794,dies::PRN,гьеб,ва
795,das::PRN,доб,та
796,das::PRN,доб,кӏа
797,das::PRN,доб,га
798,ich::PRN,дун,на
799,du::PRN,дуца,ина
800,er::PRN,доб,му
801,wir::PRN,ниж,жу
802,ihr::PRN,нуж,зу
803,sie::PRN,дол,
804,sie::PRN,эл,
805,was::FPRN,щиб,ци
806,wer::FPRN,щиб,цу
807,wo::FADV,киб,чув
808,wo::FADV,кибехун,чув
809,wohin::FADV,кибехун,чун
810,wie::FADV,кин,цукун
811,warum::FADV,щай,цан
812,wieviel::FNUM,кигӏан,циксса
813,eins::NUM,цо,ца
814,zwei::NUM,кӏиго,кӏива
815,drei::NUM,лъабго,шамма
816,vier::NUM,ункъо,мукьа
817,vier::NUM,ункъо,мукьва
818,fünf::NUM,щуго,ххюва
819,sechs::NUM,анлъго,ряхва
820,sieben::NUM,анкьго,арула
821,acht::NUM,микьго,мяйва
822,neun::NUM,ичӏго,урчӏва
823,zehn::NUM,анцӏго,ацӏва
824,elf::NUM,анцӏила цо,ацӏния цава
825,zwölf::NUM,кӏиго-анцӏила,ацӏиия кӏива
826,zwanzig::NUM,къого,кьува
827,dreißig::NUM,лъеберго,зувира
828,vierzig::NUM,кӏикъого,мукьцӏала
829,fünfzig::NUM,кӏикъо́ялда анцӏго,ххюцӏала
830,sechzig::NUM,лъабкъого,ряхцӏала
831,siebzig::NUM,лъабкъо́ялда анцӏго,
832,achtzig::NUM,ункъого,мяйцӏала
833,neunzig::NUM,ункъоялда а́нцӏила,урчӏцӏала
834,hundert::NUM,нусго,ттурш
835,hundert::NUM,нусго,ттуршва
836,tausend::NUM,азарго,азарва
837,und::CNJ,ва,-гу
838,und::CNJ,-ги,-гу
839,oder::CNJ,ялъуни,я
840,oder::CNJ,ялъуни,ягу
841,stehen::V,бахъунчӏезе,ацӏан
842,sitzen::V,гӏодов чӏезе,щяивкӏун икӏан
843,liegen::V,бегизе,утту нвхьуну икӏан
844,hängen::V,базе,зурчӏай тӏун
845,werden::V,бахъине,хьун
846,passieren::V,лъугьине,хьун
847,passieren::V,лъугьа-бахъине,хьун
848,beginnen::V,байбихьизе,дайдишин
849,beginnen::V,байбихьизе,дайдирхьуну дикӏан
850,enden::V,лъугӏизе,къуртал дан
851,wechseln::V,хиса-басизе,даххана хьун
852,wechseln::V,хиса-басизе,даххана дуллан
853,wechseln::V,хисизе,даххана хьун
854,wechseln::V,хисизе,даххана дуллан
855,aufgehen[Sonne]::V,баккизе,буклай бур
856,untergehen[Sonne]::V,щинкӏизе,лаглай бур
857,scheinen[Sonne]::V,къалъ-къалъизе,битан
858,scheinen[Sonne]::V,къалъ-къалъизе,чани буллан
859,donnern::V,гъугъазе,тӏий бур
860,wehen::V,пуйзе,бишлай бур
861,strömen::V,чвахизе,экьинан
862,fließen::V,чвахизе,экьинан
863,sich drehen::V,сверизе,гьанан
864,schwanken::V,хьвагӏезе,хъюлчу тӏун
865,schwanken::V,хьвагӏезе,хӏуркку тӏун
866,schwanken::V,багъа-бачаризе,хъюлчу тӏун
867,schwanken::V,багъа-бачаризе,хӏуркку тӏун
868,schwingen::V,щвартӏезе,хъюлчай тӏун
869,schwingen::V,щвартӏезе,хъюлчу тӏун
870,fallen::V,бортизе,багьлан
871,brennen::V,рекӏине,ччучлан
872,rauchen::V,кӏкӏуй буризе,пуркӏу тӏун
873,regnen::V,базе,лачӏун
874,regnen::V,базе,лачIлай дур
875,gefrieren::V,гӏу́низе,микӏ лачӏун
876,tauen::V,биаризе,баслан
877,schmelzen::V,биине,баслан
878,trocknen::V,бакъвазе,кьакьан
879,sieden::V,гьалдезе,щаран
880,faulen::V,махӏцине,аьллан
881,verfaulen::V,туризе,аьллан
882,verfaulen::V,туризе,аьян
883,reißen::V,бихъизе,ххя дукан
884,versinken::V,гъанкъизе,оькьлан
885,versinken::V,гъанкъизе,оькьан
886,vergehen::V,базе,лялиян
887,vergehen::V,бахъизе,лялиян
888,vergehen::V,ине,лялиян
889,erscheinen::V,баккизе,буккан
890,erscheinen::V,баккизе,загьир хьун
891,verschwinden::V,къине,бат хьун
892,verschwinden::V,къине,акъа хьун
893,verschwinden::V,билизе,бат хьун
894,verschwinden::V,билизе,акъа хьун
895,sinken::V,гӏодо́бе ккезе,чахь учин
896,abnehmen::V,тӏаса камизе,чан хьун
897,abnehmen::V,тӏаса камизе,ссуссукьу хьун
898,zunehmen::V,гӏемерлъизе,гьарза хьун
899,steigen::V,бахине,гьаз хьун
900,wachsen::V,кӏодолъизе,ххяххан
901,glänzen::V,цӏвакизе,цӏай буккан
902,funkeln::V,паркъезе,цӏай-цӏай тӏун
903,lärmen::V,хъудизе,чӏу буллан
904,lärmen::V,хъудизе,аьлагъужа буллан
905,lärmen::V,чӏиргъдизе,чӏу буллан
906,lärmen::V,чӏиргъдизе,аьлагъужа буллан
907,läuten::V,кьабизе,занг ришлан
908,läuten::V,кьабизе,занг дуллан
909,klingeln::V,кьабизе,занг ришлан
910,klingeln::V,кьабизе,занг дуллан
911,klirren::V,зваргъизе,
912,brausen::V,гьалаглъизе,никъащилан
913,rauschen::V,шуршудизе,щурщур тӏун
914,klingen::V,бахъине,чӏу буклан
915,bellen::V,гъанчдезе,хӏап тӏун
916,heulen::V,рурудизе,
917,blasen::V,гьохьизе,уф тӏун
918,pfeifen::V,гьещтӏезе,щютӏа тӏун
919,schreien::V,ахӏизе,чӏу бан
920,schreien::V,ахӏдезе,чӏу бан
921,stöhnen::V,зигардизе,угь-къак тӏун
922,zittern::V,дарран,зурзу чин
923,zittern::V,дарран,зурзу тӏун
924,zittern::V,гьаргьадизе,зурзу чин
925,zittern::V,гьаргьадизе,зурзу тӏун
926,leben::V,бетӏербахъизе,ялапар хъанан
927,geboren werden::V,лъугьине,ан
928,atmen::V,хӏухьел биччазе,ссихӏ ласлан
929,atmen::V,хӏухьел биччазе,ссихӏ бигьлан
930,trinken::V,гьекъезе,хӏачӏан
931,trinken::V,гьекъезе,хӏачӏлан
932,essen::V,квине,канан
933,essen::V,кваназе,канан
934,schlucken::V,кӏкӏвине,кьюлтӏа тӏун
935,schlucken::V,къулчӏизе,кьюлтӏа тӏун
936,müde werden::V,сваказе,аьхчӏин
937,einschlafen::V,кьижизе,шанан икӏан
938,einschlafen::V,гъапуллъизе,шанан икӏан
939,schlafen::V,кьижизе,шанан
940,aufwachen::V,бигьине,чантӏ учин
941,aufstehen::V,бахъине,бизан
942,aufstehen::V,тӏадебахъине,бизан
943,sich erholen::V,хьи бахъизе,бигьалаган
944,sich erholen::V,хӏалхьи гьабизе,бигьалаган
945,krank werden::V,унтизе,къашай хьун
946,krank sein::V,унтизе,къашай хъанан
947,krank sein::V,унтизе,къашавай икӏан
948,schmerzen::V,унтизе,цӏун
949,husten::V,хъегӏизе,хъугьу чин
950,husten::V,хъегӏизе,хъугьу тӏун
