,Concept_ID,da,sv
869,lärmen::V,larme,bråka
870,lärmen::V,larme,väsnas
871,läuten::V,ringe,ringa
872,klingeln::V,ringe,ringa
873,klirren::V,klirre,klirra
874,brausen::V,bruse,brusa
875,rauschen::V,suse,susa
876,klingen::V,lyde,låta
877,klingen::V,lyde,klinga
878,klingen::V,klinge,låta
879,klingen::V,klinge,klinga
880,bellen::V,gø,skälla
881,heulen::V,hyle,yla
882,heulen::V,hyle,tjuta
883,blasen::V,blæse,blåsa
884,pfeifen::V,fløjte,vissla
885,schreien::V,skrige,skrika
886,stöhnen::V,stønne,stöna
887,zittern::V,dirre,darra
888,zittern::V,dirre,skälva
889,zittern::V,skælve,darra
890,zittern::V,skælve,skälva
891,leben::V,leve,leva
892,geboren werden::V,fødes,födas
893,atmen::V,ånde,andas
894,trinken::V,drikke,dricka
895,essen::V,spise,äta
896,schlucken::V,synke,svälja
897,müde werden::V,blive træt,tröttna
898,einschlafen::V,falde i søvn,somna
899,schlafen::V,sove,sova
900,aufwachen::V,vågne,vakna
901,aufstehen::V,stå op,stiga upp
902,sich erholen::V,komme sig,repa sig
903,sich erholen::V,komme sig,hämta sig
904,krank werden::V,blive syg,insjukna
905,krank sein::V,være syg,vara sjuk
906,schmerzen::V,smerte,smärta
907,schmerzen::V,smerte,göra ont
908,husten::V,hoste,hosta
909,genesen::V,komme sig,tillfriskna
910,sterben::V,dø,dö
911,umkommen::V,omkomme,omkomma
912,sich bewegen::V,bevæge sig,röra sig
913,sich rühren::V,røre på sig,röra på sig
914,sich erheben::V,rejse sig,resa sig
915,sich setzen::V,sætte sig,sätta sig
916,laufen::V,løbe,löpa
917,schreiten::V,skride,skrida
918,spazierengehen::V,gå en tur,promenera
919,eilen::V,ile,ila
920,sich beeilen::V,skynde sig,skynda sig
921,sausen::V,suse,susa
922,rennen::V,løbe,löpa
923,rennen::V,løbe,springa
924,rennen::V,rende,löpa
925,rennen::V,rende,springa
926,springen::V,hoppe,hoppa
927,springen::V,springe,hoppa
928,klettern::V,klatre,klättra
929,schaukeln::V,gynge,gunga
930,kriechen::V,krybe,kräla
931,schwimmen::V,svømme,simma
932,tauchen::V,dykke,dyka
933,rudern::V,ro,ro
934,fahren::V,køre,köra
935,fliegen::V,flyve,flyga
936,gehen::V,gå,gå
937,weggehen::V,gå bort,gå bort
938,abfahren::V,køre bort,resa
939,abfahren::V,køre bort,avresa
940,anhalten::V,standse,stanna
941,hineingehen::V,gå ind,gå in
942,eintreten::V,træde ind,träda in
943,kommen::V,komme,komma
944,ankommen::V,ankomme,ankomma
945,zurückkommen::V,komme tilbage,återkomma
946,bleiben::V,blive,bli
947,bleiben::V,blive,förbli
948,bleiben::V,forblive,bli
949,bleiben::V,forblive,förbli
950,warten::V,vente,vänta
951,erwarten::V,vente,vänta
952,erwarten::V,afvente,vänta
953,suchen::V,søge,leta
954,finden::V,finde,finna
955,versuchen::V,forsøge,försöka
956,vorbereiten::V,forberede,förbereda
957,lieben::V,elske,älska
958,mögen::V,holde af,tycka om
959,mögen::V,kunne lide,tycka om
960,lachen::V,le,skratta
961,rühren::V,røre,röra
962,weinen::V,græde,gråta
963,schimpfen::V,skænde,skälla
964,sich ärgern::V,ærgre sig,förargas
965,sich fürchten::V,være bange,vara rädd
966,fürchten::V,være bange for,frukta
967,fliehen::V,flygte,fly
968,fliehen::V,flygte,rymma
969,flüchten::V,flygte,fly
970,sehen::V,se,se
971,anschauen::V,se på,se på
972,anschauen::V,se på,betrakta
973,anschauen::V,betragte,se på
974,anschauen::V,betragte,betrakta
975,ansehen::V,anse,åse
976,hören::V,høre,höra
977,zuhören::V,høre til,höra på
978,zuhören::V,høre til,lyssna till
979,probieren::V,smage,smaka
980,probieren::V,smage,smaka på
981,probieren::V,smage på,smaka
982,probieren::V,smage på,smaka på
983,riechen::V,lugte,lukta
984,fühlen::V,føle,känna
985,scheinen::V,synes,verka
986,scheinen::V,synes,tyckas
987,zu sehen sein::V,synes,synas
988,zu sehen sein::V,synes,kunna ses
989,vernehmen::V,erfare,få veta
990,vernehmen::V,erfare,förnimma
991,frieren::V,fryse,frysa
992,tun::V,gøre,göra
993,können::V,kunne,kunna
994,wollen::V,ville,vilja
995,anfangen::V,begynde,börja
996,beenden::V,afslutte,avsluta
997,aufhören::V,ophøre,sluta
998,aufhören::V,ophøre,upphöra
999,aufhören::V,holde op,sluta
1000,aufhören::V,holde op,upphöra
1001,gelingen::V,lykkes,lyckas
1002,geraten::V,blive,bli
1003,öffnen::V,åbne,öppna
1004,schließen::V,lukke,låsa
1005,schließen::V,lukke,stänga
1006,stellen::V,stille,ställa
1007,setzen::V,sætte,sätta
1008,legen::V,lægge,lägga
1009,berühren::V,berøre,beröra
1010,verbinden::V,forbinde,förbinda
1011,bedecken::V,dække,täcka
1012,bedecken::V,dække,betäcka
1013,bedecken::V,bedække,täcka
1014,bedecken::V,bedække,betäcka
1015,aufhängen::V,hænge,hänga
1016,aufhängen::V,hænge,hänga upp
1017,aufhängen::V,hænge op,hänga
1018,aufhängen::V,hænge op,hänga upp
1019,anzünden::V,tænde,tända
1020,anzünden::V,tænde,antända
1021,anzünden::V,tænde,tända på
1022,anzünden::V,antænde,tända
1023,anzünden::V,antænde,antända
1024,anzünden::V,antænde,tända på
1025,aufheben::V,løfte,lyfta
1026,aufheben::V,tage op,lyfta
1027,zurücklassen::V,lade tilbage,lämna
1028,zurücklassen::V,lade tilbage,efterlämna
1029,verlieren::V,miste,mista
1030,verlieren::V,miste,förlora
1031,fallen lassen::V,tabe,tappa
1032,fallen lassen::V,tabe,släppa
1033,fallen lassen::V,droppe,tappa
1034,fallen lassen::V,droppe,släppa
1035,machen::V,gøre,göra
1036,herstellen::V,fremstille,tillverka
1037,herstellen::V,fremstille,framställa
1038,bauen::V,bygge,bygga
1039,reparieren::V,reparere,reparera
1040,verbessern::V,rette,rätta
1041,verbessern::V,rette,förbättra
1042,verbessern::V,forbedre,rätta
1043,verbessern::V,forbedre,förbättra
1044,ändern::V,ændre,ändra
1045,ändern::V,ændre,förändra
1046,graben::V,grave,gräva
1047,beugen::V,bøje,böja
1048,biegen::V,bøje,böja
1049,biegen::V,bøje,kröka
1050,drehen::V,dreje,vrida
1051,wenden::V,vende,vända
1052,umdrehen::V,dreje om,vrida om
1053,heben::V,hæve,häva
1054,hochheben::V,løfte,lyfta
1055,ergreifen::V,gribe fat i,gripa
1056,halten::V,holde,hålla
1057,drücken::V,trykke,trycka
1058,schieben::V,skyde,skjuta
1059,schieben::V,skubbe,skjuta
1060,kratzen::V,klø,riva
1061,kratzen::V,klø,skrapa
1062,kratzen::V,kradse,riva
1063,kratzen::V,kradse,skrapa
1064,lecken::V,slikke,slicka
1065,beißen::V,bide,bita
1066,abreißen::V,rive af,slita_av
1067,abreißen::V,rive af,riva_av
1068,abschneiden::V,skære af,skära av
1069,binden::V,binde,binda
1070,stecken::V,stikke,sticka
1071,brechen::V,brække,bryta
1072,brechen::V,brække,brista
1073,klopfen::V,banke,banka
1074,klopfen::V,banke,klappa
1075,hauen::V,hugge,hugga
1076,kleben::V,klistre,klistra
1077,reiben::V,gnide,gnida
1078,streichen::V,smøre,smörja
1079,schleifen::V,slibe,slipa
1080,schneiden::V,skære,skära
1081,schneiden::V,skære,klippa
1082,schneiden::V,klippe,skära
1083,schneiden::V,klippe,klippa
1084,rütteln::V,ruske,skaka
1085,schütteln::V,ryste,rista
1086,schwenken::V,svinge,svänga
1087,schütten::V,hælde,hälla
1088,füllen::V,fylde,fylla
1089,einwickeln::V,pakke ind,slå in
1090,einwickeln::V,pakke ind,veckla in
1091,tragen::V,bære,bära
1092,schleppen::V,slæbe,släpa
1093,ziehen::V,trække,dra
1094,aufbewahren::V,opbevare,förvara
1095,aufbewahren::V,opbevare,ta vara på
1096,werfen::V,kaste,kasta
1097,fangen::V,fange,fånga
1098,packen::V,gribe,gripa
1099,packen::V,gribe,gripa tag
1100,verstecken::V,gemme,gömma
1101,teilen::V,dele,dela
1102,schicken::V,sende,skicka
1103,bringen::V,bringe,bringa
1104,hinzufügen::V,tilføje,tillägga
1105,bekommen::V,få,få
1106,bekommen::V,få,erhålla
1107,erhalten::V,få,få
1108,erhalten::V,få,erhålla
1109,nehmen::V,tage,ta
1110,nehmen::V,tage,taga
1111,wählen::V,vælge,välja
1112,auswählen::V,udvælge,utvälja
1113,bewahren::V,bevare,bevara
1114,behindern::V,hindre,hindra
1115,behindern::V,hindre,förhindra
1116,behindern::V,forhindre,hindra
1117,behindern::V,forhindre,förhindra
1118,verderben::V,ødelægge,förstöra
1119,beschädigen::V,beskadige,skada
1120,zerbrechen::V,brække itu,bryta isär
1121,zerbrechen::V,brække itu,bryta sönder
1122,zerreißen::V,rive itu,riva sönder
1123,zerreißen::V,rive itu,slita sönder
1124,zerstören::V,ødelægge,förstöra
1125,verbrennen::V,brænde,bränna
1126,verbrennen::V,brænde,bränna upp
1127,geben::V,give,ge
1128,reichen::V,række,räcka
1129,schenken::V,forære,skänka
1130,versprechen::V,love,lova
1131,wünschen::V,ønske,önska
1132,loben::V,rose,lova
1133,loben::V,rose,beröma
1134,küssen::V,kysse,pussa
1135,wiegen::V,vugge,vagga
1136,zudecken::V,dække til,täcka
1137,wecken::V,vække,väcka
1138,zeigen::V,vise,visa
1139,führen::V,føre,föra
1140,lehren::V,lære,lära
1141,unterrichten::V,undervise,undervisa
1142,aufziehen::V,opdrage,uppfostra
1143,leiten::V,lede,leda
1144,antreiben::V,skynde på,driva på
1145,lassen::V,få til at,få att
1146,einladen::V,indbyde,bjuda
1147,einladen::V,indbyde,inbjuda
1148,einladen::V,invitere,bjuda
1149,einladen::V,invitere,inbjuda
1150,vereinigen::V,forene,förena
1151,besuchen::V,besøge,besöka
1152,treffen::V,møde,möta
1153,treffen::V,møde,träffa
1154,sich versammeln::V,forsamles,församla sig
1155,spielen::V,lege,leka
1156,spielen::V,lege,spela
1157,spielen::V,spille,leka
1158,spielen::V,spille,spela
1159,singen::V,synge,sjunga
1160,tanzen::V,danse,dansa
1161,sich trennen::V,skilles,skiljas
1162,verlassen::V,forlade,lämna
1163,verlassen::V,forlade,överge
1164,retten::V,redde,rädda
1165,bewachen::V,bevogte,bevaka
1166,schützen::V,skærme,skydda
1167,schützen::V,skærme,beskydda
1168,schützen::V,beskytte,skydda
1169,schützen::V,beskytte,beskydda
1170,verteidigen::V,forsvare,försvara
1171,sich schlagen::V,slås,slåss
1172,schießen::V,skyde,skjuta
1173,siegen::V,sejre,segra
1174,ärgern::V,ærgre,förarga
1175,schlagen::V,slå,slå
1176,treten::V,sparke,sparka
1177,stechen::V,stikke,sticka
1178,stoßen::V,støde,stöta
1179,stehlen::V,stjæle,stjäla
1180,stören::V,forstyrre,störa
1181,belästigen::V,genere,genera
1182,belästigen::V,genere,besvära
1183,belästigen::V,ulejlige,genera
1184,belästigen::V,ulejlige,besvära
1185,verbergen::V,skjule,dölja
1186,täuschen::V,villede,vilseleda
1187,betrügen::V,bedrage,bedra
1188,töten::V,dræbe,döda
1189,wohnen::V,bo,bo
1190,arbeiten::V,arbejde,arbeta
1191,sammeln::V,samle,samla
1192,pflücken::V,plukke,plocka
1193,jagen::V,jage,jaga
1194,fischen::V,fiske,fiska
1195,fassen::V,fange,fånga
1196,hüten::V,vogte,vakta
1197,treiben::V,drive,driva
1198,anbinden::V,binde fast,binda fast
1199,füttern::V,fodre,fodra
1200,melken::V,malke,mjölka
1201,hacken::V,hakke,hacka
1202,gießen::V,hælde,hälla
1203,gießen::V,hælde,vattna
1204,reifen::V,modne,mogna
1205,zubereiten::V,tilberede,tillaga
1206,zubereiten::V,tilberede,tillreda
1207,kochen::V,koge,koka
1208,backen::V,bage,baka
1209,braten::V,stege,steka
1210,umrühren::V,røre om,röra om
1211,stricken::V,strikke,sticka
1212,nähen::V,sy,sy
1213,färben::V,farve,färga
1214,reinigen::V,rense,rensa
1215,reinigen::V,rense,rengöra
1216,reinigen::V,gøre ren,rensa
1217,reinigen::V,gøre ren,rengöra
1218,waschen::V,vaske,tvätta
1219,abwischen::V,tørre af,torka av
1220,spülen::V,skylle,spola
1221,spülen::V,skylle,skölja
1222,fegen::V,feje,feja
1223,kehren::V,feje,sopa
1224,baden::V,bade,bada
1225,sich waschen::V,vaske sig,tvätta sig
1226,ausziehen::V,tage af,ta av
1227,anziehen::V,tage på,ta på
1228,sich anziehen::V,klæde sig på,klä på sig
1229,kämmen::V,rede,kamma
1230,kämmen::V,frisere,kamma
1231,schmücken::V,pynte,pynta
1232,schmücken::V,pynte,smycka
1233,schmücken::V,smykke,pynta
1234,schmücken::V,smykke,smycka
1235,sagen::V,sige,säga
1236,sprechen::V,snakke,tala
1237,reden::V,tale,tala
1238,reden::V,tale,prata
1239,reden::V,snakke,tala
1240,reden::V,snakke,prata
1241,sich unterhalten::V,snakke sammen,prata
1242,fragen::V,spørge,fråga
1243,fragen::V,spørge,spörja
1244,bitten::V,bede,be
1245,erzählen::V,berette,berätta
1246,erzählen::V,fortælle,berätta
1247,mitteilen::V,meddele,meddela
1248,nennen::V,nævne,kalla
1249,rufen::V,råbe,ropa
1250,prahlen::V,prale,pråla
1251,prahlen::V,prale,skryta
1252,übersetzen::V,oversætte,tolka
1253,übersetzen::V,oversætte,översätta
1254,denken::V,tænke,tänka
1255,glauben::V,tro,tro
1256,bemerken::V,bemærke,uppmärksamma
1257,bemerken::V,bemærke,lägga märke till
1258,bemerken::V,lægge mærke til,uppmärksamma
1259,bemerken::V,lægge mærke til,lägga märke till
1260,erkennen::V,genkende,känna igen
1261,begreifen::V,begribe,begripa
1262,verstehen::V,forstå,förstå
1263,lernen::V,lære,lära sig
1264,wissen::V,vide,veta
1265,sich erinnern an::V,mindes,minnas
1266,sich erinnern an::V,mindes,komma ihåg
1267,sich erinnern an::V,huske på,minnas
1268,sich erinnern an::V,huske på,komma ihåg
1269,vergessen::V,glemme,glömma
1270,messen::V,måle,mäta
1271,zählen::V,tælle,räkna
1272,rechnen::V,regne,räkna
1273,lesen::V,læse,läsa
1274,malen::V,male,måla
1275,zeichnen::V,tegne,teckna
1276,schreiben::V,skrive,skriva
1277,besitzen::V,eje,äga
1278,besitzen::V,eje,besitta
1279,besitzen::V,besidde,äga
1280,besitzen::V,besidde,besitta
1281,kaufen::V,købe,köpa
1282,verkaufen::V,sælge,sälja
1283,bezahlen::V,betale,betala
1284,zahlen::V,betale,betala
1285,beherrschen::V,beherske,behärska
1286,ertragen::V,tåle,tåla
1287,ertragen::V,tåle,uthärda
1288,ertragen::V,udholde,tåla
1289,ertragen::V,udholde,uthärda
1290,hinfallen::V,,falla omkull
