,Concept_ID,bn,fi
711,zuerst::ADV,আগে,ensin
712,zuerst::ADV,আগে,ensiksi
713,einmal::ADV,একবার,kerran
714,manchmal::ADV,কখনও কখনও,joskus
715,oft::ADV,ঘনঘন,usein
716,immer::ADV,সর্বদা,aina
717,niemals::ADV,কখলও নহে,ei koskaan
718,hier::ADV,এখানে,tässä
719,hier::ADV,এখানে,täällä
720,hierhin::ADV,এখানে,tähän
721,von hier::ADV,ত্রই স্তান হইতে,tästä
722,von hier::ADV,ত্রই স্তান হইতে,täältä
723,dort::ADV,ওখানে,siinä
724,dort::ADV,ওখানে,siellä
725,dorthin::ADV,ওখানে,sinne
726,dorthin::ADV,ওখানে,tuonne
727,geradeaus::ADV,অগ্রগামী,suoraan
728,vorwärts::ADV,সন্মুখিকে,eteenpäin
729,rückwärts::ADV,খিরিয়া,taaksepäin
730,zurück::ADV,পিঠ,takaisin
731,unten::ADV,নীচে,alhaalla
732,hinab::ADV,নিম্নগামী,alas
733,oben::ADV,উপরে,ylhäällä
734,hinauf::ADV,উচ্চতর অংশে,ylös
735,überall::ADV,সর্বত্র,kaikkialla
736,nicht::ADV,না,ei
737,ein wenig::ADV,অল্প,vähän
738,kaum::ADV,কষ্টসহকাবে,tuskin
739,sehr::ADV,খুব,kovin
740,sehr::ADV,খুব,oikein
741,so::ADV,তত,näin
742,noch::ADV,এখন পর্যস্ত,vielä
743,nur::ADV,শুধু,vain
744,nur::ADV,শুধু,ainoastaan
745,schon::ADV,ইতঃপুর্বে,jo
746,wieder::ADV,আবার,taas
747,wieder::ADV,আবার,jälleen
748,vergebens::ADV,বিফলে,turhaan
749,vor::PRP,সম্মুখে,edessä
750,hinter::PRP,পশ্চাতে,takana
751,unter::PRP,নীচে,alla
752,durch::PRP,দ্বারা,läpi
753,durch::PRP,দ্বারা,kautta
754,neben::PRP,কাছে,vieressä
755,zwischen::PRP,মধ্যে,välillä
756,wegen::PRP,জন্য,takia
757,wegen::PRP,জন্য,vuoksi
758,dies::PRN,এটা,tämä
759,das::PRN,ওটা,se
760,alles::PRN,সব,kaikki
761,ich::PRN,আমি,minä
762,du::PRN,তুমি,sinä
763,er::PRN,উনি,hän
764,wir::PRN,আমরা,me
765,ihr::PRN,তোমরা,te
766,sie::PRN,তারা,he
767,was::FPRN,কি,mikä
768,wer::FPRN,কে,ken
769,wer::FPRN,কে,kuka
770,wo::FADV,কোথায়,missä
771,wohin::FADV,কোথায়,mihin
772,wie::FADV,কেমন,miten
773,wie::FADV,কেমন,kuinka
774,warum::FADV,কেন,miksi
775,wieviel::FNUM,কত,paljonko
776,wieviel::FNUM,কত,kuinka paljon
777,eins::NUM,অক,yksi
778,zwei::NUM,দুই,kaksi
779,drei::NUM,তিন,kolme
780,vier::NUM,চার,neljä
781,fünf::NUM,পাঁচ,viisi
782,sechs::NUM,ছয়,kuusi
783,sieben::NUM,সাত,seitsemän
784,acht::NUM,আট,kahdeksan
785,neun::NUM,নয়,yhdeksän
786,zehn::NUM,দশ,kymmenen
787,elf::NUM,এগারো,yksitoista
788,zwölf::NUM,দ্বাদশ,kaksitoista
789,zwanzig::NUM,বিশ,kaksikymmentä
790,dreißig::NUM,ত্রিশ,kolmekymmentä
791,vierzig::NUM,চল্লিশ,neljäkymmentä
792,fünfzig::NUM,পঞ্চাশ,viisikymmentä
793,sechzig::NUM,ষাট,kuusikymmentä
794,siebzig::NUM,সত্তর,seitsemänkymmentä
795,achtzig::NUM,আশি,kahdeksankymmentä
796,neunzig::NUM,নব্বুই,yhdeksänkymmentä
797,hundert::NUM,শত,sata
798,tausend::NUM,হাজার,tuhat
799,und::CNJ,আর,ja
800,und::CNJ,এবং,ja
801,oder::CNJ,বা,tai
802,stehen::V,দাঁড়ানো,seisoa
803,sitzen::V,বসা,istua
804,liegen::V,শোয়া,maata
805,hängen::V,ঝোলা,riippua
806,werden::V,হইয়া উঠা,tulla
807,werden::V,হইয়া উঠা,joutua
808,passieren::V,ঘটা,sattua
809,passieren::V,ঘটা,tapahtua
810,beginnen::V,আরম্ভ হওয়া,alkaa
811,enden::V,শেষ হওয়া,loppua
812,enden::V,শেষ হওয়া,päättyä
813,wechseln::V,রূপাস্তর করা,vaihtua
814,wechseln::V,রূপাস্তর করা,vaihdella
815,aufgehen[Sonne]::V,উদিত হওয়া,nousta
816,untergehen[Sonne]::V,অস্ত যাওয়া,laskea
817,scheinen[Sonne]::V,আলো দেওয়া,paistaa
818,donnern::V,বজ্রধ্বনি করা,jyristä
819,wehen::V,প্রবাহিত হওয়া,tuulla
820,wehen::V,প্রবাহিত হওয়া,puhaltaa
821,strömen::V,প্রবাহিত হওয়া,virrata
822,fließen::V,ছুটা,valua
823,fließen::V,ছুটা,juosta
824,sich drehen::V,পাক খাওয়া,pyöriä
825,schwanken::V,দোলা,horjua
826,schwingen::V,দোলা,heilua
827,schwingen::V,দোলা,värähdellä
828,fallen::V,পড়া,pudota
829,fallen::V,পড়া,langeta
830,brennen::V,সেঁকা,palaa
831,rauchen::V,ধোঁয়া ছড়ান,savuta
832,regnen::V,বর্ষণ_করা,sataa
833,gefrieren::V,হিমায়িত হওয়া,jäätyä
834,tauen::V,গলা,sulaa
835,schmelzen::V,গলা,sulaa
836,trocknen::V,শুষ্ক করা,kuivua
837,sieden::V,ফোঁড়া,kiehua
838,faulen::V,ক্ষয় হওয়া,mädätä
839,verfaulen::V,ক্ষয় হওয়া ,mädätä
840,verfaulen::V,ক্ষয় হওয়া ,mädäntyä
841,reißen::V,ছিঁড়া,revetä
842,versinken::V,ডুবা,upota
843,versinken::V,ডুবা,vajota
844,vergehen::V,যাওয়া,kulua
845,erscheinen::V,আসা,ilmestyä
846,verschwinden::V,অদৃশ্য হওয়া,kadota
847,sinken::V,হ্রাস হওয়া,vajota
848,abnehmen::V,হ্রাস হওয়া,vähetä
849,zunehmen::V,বৃদ্ধি পাওয়া,kasvaa
850,zunehmen::V,বৃদ্ধি পাওয়া,lisääntyä
851,steigen::V,ওঠা,nousta
852,wachsen::V,বড় হওয়া,kasvaa
853,glänzen::V,জ্বলা,kiiltää
854,funkeln::V,জ্বল্জ্বল করা,kipinöidä
855,läuten::V,রুসুঝুসু করা,soida
856,klingeln::V,বাজা,soida
857,klirren::V,টুংটাং-শব্দ করা,kalista
858,brausen::V,গর্জন করা,kohista
859,rauschen::V,মর্মরধ্বনি করা,kohista
860,klingen::V,শব্দ করা,soida
861,bellen::V,ঘেউ ঘেউ করা,haukkua
862,heulen::V,গর্জন করা,ulvoa
863,blasen::V,ফুঁ দেওয়া,puhaltaa
864,pfeifen::V,শিস্ দেওয়া,viheltää
865,schreien::V,চিৎকার করা,kirkua
866,stöhnen::V,গোঁ-গো করা,voihkia
867,zittern::V,কাঁপা,vapista
868,leben::V,বাঁচা,elää
869,geboren werden::V,জন্মানো,syntyä
870,atmen::V,শ্বাস ফেলা,hengittää
871,trinken::V,পান করা,juoda
872,essen::V,ভক্ষণ করা,syödä
873,schlucken::V,গেলা,niellä
874,müde werden::V,পরিশ্রান্ত হওয়া,uupua
875,einschlafen::V,নিদ্রামগ্ন হওয়া,uinahtaa
876,schlafen::V,নিদ্রা যাওয়া,maata
877,schlafen::V,নিদ্রা যাওয়া,nukkua
878,aufwachen::V,জাগা,herätä
879,aufstehen::V,জাগা,nousta
880,aufstehen::V,জাগা,nousta ylös
881,sich erholen::V,আরাম করা,levätä
882,krank werden::V,অসুস্থ হত্তয়া,sairastua
883,krank sein::V,রূগ্ণ হত্তয়া,potea
884,krank sein::V,রূগ্ণ হত্তয়া,sairastaa
885,schmerzen::V,কন্কন করা,särkeä
886,schmerzen::V,কন্কন করা,kivistää
887,husten::V,কাশা,yskiä
888,genesen::V,আরোগ্য হওয়া,toipua
889,sterben::V,মারা যাওয়া,kuolla
890,umkommen::V,মারা যাওয়া,saada surmansa
891,umkommen::V,মারা যাওয়া,kuolla
892,sich bewegen::V,চলা,liikkua
893,sich rühren::V,নড়া,liikahtaa
894,sich erheben::V,উদিত হওয়া,nousta
895,sich setzen::V,বসা,istuutua
896,hinfallen::V,পড়া,kaatua
897,laufen::V,হাঁটা,kävellä
898,schreiten::V,হাঁটা,astua
899,schreiten::V,হাঁটা,astella
900,spazierengehen::V,পায়চারি করা,kävellä
901,eilen::V,ত্বরাম্বিত করা,kiirehtiä
902,sich beeilen::V,ত্বরাম্বিত করা,kiirehtiä
903,sich beeilen::V,ত্বরাম্বিত করা,olla kiireissään
904,sausen::V,ধেয়ে যাওয়া,rynnätä
905,sausen::V,ধেয়ে যাওয়া,viilettää
906,rennen::V,চলা,juosta
907,springen::V,লাফানো,hypätä
908,klettern::V,আরোহণ করা,kiivetä
909,schaukeln::V,দোলা,kiikkua
910,kriechen::V,হামাগুড়ি দেওয়া,ryömiä
911,schwimmen::V,সাঁতার কাটা,uida
912,tauchen::V,ডোবা,sukeltaa
913,rudern::V,দাঁড় টানা,soutaa
914,fahren::V,চালান,ajaa
915,fahren::V,চালান,kulkea
916,fliegen::V,ওড়া,lentää
917,gehen::V,যাওয়া,käydä
918,weggehen::V,প্রস্থান করা,lähteä
919,weggehen::V,প্রস্থান করা,poistua
920,abfahren::V,প্রস্থান করা,lähteä
921,anhalten::V,থামা,pysähtyä
922,anhalten::V,থামা,seisahtua
923,hineingehen::V,ঢোকা,mennä sisään
924,eintreten::V,ঢোকা,astua sisään
925,kommen::V,আসা,tulla
926,ankommen::V,আসা,saapua
927,zurückkommen::V,ফিরা,palata
928,bleiben::V,থাকা,jäädä
929,bleiben::V,থাকা,viipyä
930,warten::V,অপেক্ষা করা,odottaa
931,erwarten::V,অপেক্ষা করা,odottaa
932,suchen::V,খোঁজ করা,etsiä
933,finden::V,পাওয়া,löytää
934,versuchen::V,পরখ করা,yrittää
935,vorbereiten::V,প্রস্তুত করা,valmistaa
936,lieben::V,ভালবাসা,pitää
937,lieben::V,ভালবাসা,rakastaa
938,mögen::V,পছন্দ করা,pitää
939,mögen::V,পছন্দ করা,tykätä
940,lachen::V,হাসা,nauraa
941,rühren::V,হৃদয়ম্পর্শ করা,liikuttaa
942,weinen::V,কাঁদা,itkeä
943,schimpfen::V,নালিশ করা,haukkua
944,sich ärgern::V,রাগ হত্তয়া,suuttua
945,sich fürchten::V,ভয় করা,pelätä
946,fürchten::V,ডরা,pelätä
947,fliehen::V,পালানো,paeta
948,flüchten::V,পালানো,paeta
949,sehen::V,দেখা,nähdä
950,anschauen::V,দেখা,katsoa
951,ansehen::V,দেখা,katsoa
952,hören::V,শোনা,kuulla
953,zuhören::V,শোনা,kuunnella
954,probieren::V,পরখ করা,maistaa
955,riechen::V,শুঁকা,haistaa
956,fühlen::V,অনুভব করা,tuntea
957,scheinen::V,মনে হত্তয়া,tuntua
958,zu sehen sein::V,দেখা দেত্তয়া,näkyä
959,vernehmen::V,শোনা,kuulla
960,frieren::V,শীত লাগা,palella
961,tun::V,করা,tehdä
962,können::V,পারা,osata
963,wollen::V,ইচ্ছা করা,tahtoa
964,anfangen::V,আরম্ভ করা,ruveta
965,anfangen::V,আরম্ভ করা,aloittaa
966,beenden::V,শেষ করা,lopettaa
967,aufhören::V,থামা,loppua
968,gelingen::V,সিদ্ধিলাভ করা,onnistua
969,geraten::V,পরিণত হত্তয়া,sujua
970,geraten::V,পরিণত হত্তয়া,joutua
971,öffnen::V,খোলা,avata
972,öffnen::V,খোলা,aukaista
973,schließen::V,বন্ধ করা,sulkea
974,stellen::V,স্থাপন করা,panna
975,stellen::V,স্থাপন করা,asettaa
976,setzen::V,স্থাপন করা,panna
977,setzen::V,স্থাপন করা,istuttaa
978,legen::V,স্থাপন করা,panna
979,legen::V,স্থাপন করা,asettaa
980,berühren::V,স্পর্শ করা,koskea
981,berühren::V,স্পর্শ করা,koskettaa
982,verbinden::V,সংযুক্ত করা,liittää
983,verbinden::V,সংযুক্ত করা,yhdistää
984,bedecken::V,ঢাকা,kattaa
985,bedecken::V,ঢাকা,peittää
986,aufhängen::V,ঝুলানো,ripustaa
987,anzünden::V,জ্বালান,sytyttää
988,aufheben::V,কুড়াইয়া তোলা,ylös nostaa
989,aufheben::V,কুড়াইয়া তোলা,nostaa
990,zurücklassen::V,পরিত্যাগ করা,jättää
991,verlieren::V,হারান,kadottaa
992,fallen lassen::V,ফেলা,pudottaa
993,machen::V,গঠন করা,tehdä
994,herstellen::V,সৃষ্টি করা,tuottaa
995,herstellen::V,সৃষ্টি করা,valmistaa
996,bauen::V,নির্মাণ করা,rakentaa
997,reparieren::V,মেরামত করা,korjata
998,verbessern::V,উন্নতিলাভ করা,parantaa
999,ändern::V,পরিবর্তিত করা,muuttaa
1000,graben::V,খনন করা,kaivaa
1001,beugen::V,নোয়া,taivuttaa
1002,biegen::V,নোয়া,taivuttaa
1003,drehen::V,ঘোরান,kääntää
1004,wenden::V,উলটাইয়া দেত্তয়া,kääntää
1005,umdrehen::V,উলটানো,kääntää
1006,heben::V,উত্তোলন করা,nostaa
1007,heben::V,উত্তোলন করা,kohottaa
1008,hochheben::V,উঁচু করা,nostaa
1009,ergreifen::V,দখল করা,tarttua
1010,halten::V,ধরা,pitää
1011,drücken::V,টেপা,painaa
1012,drücken::V,টেপা,puristaa
1013,schieben::V,ঠেলা,työntää
1014,kratzen::V,চাঁচা,raapia
1015,lecken::V,চাটা,nuolla
1016,beißen::V,দংশন করা,purra
1017,abreißen::V,বিচ্ছিন্ন করা,repiä
1018,abschneiden::V,বিচ্ছিন্ন করা,leikata poikki
1019,abschneiden::V,বিচ্ছিন্ন করা,leikata
1020,binden::V,বন্ধন করা,sitoa
1021,stecken::V,বিদ্ধ করা,pistää
1022,brechen::V,ভাঙা,murtaa
1023,klopfen::V,আঘাত করা,koputtaa
1024,klopfen::V,আঘাত করা,kolkuttaa
1025,hauen::V,আঘাত করা,lyödä
1026,kleben::V,সাঁটা,liimata
1027,reiben::V,ঘষা,hieroa
1028,reiben::V,ঘষা,hangata
1029,streichen::V,ছড়াইয়া,sivellä
1030,schleifen::V,ধার দেওয়া,hioa
1031,schneiden::V,কাটা,leikata
1032,rütteln::V,নাড়ান,ravistaa
1033,schütteln::V,নড়া,pudistaa
1034,schwenken::V,দোলা,heiluttaa
1035,schütten::V,বর্ষণ করা,kaataa
1036,füllen::V,পরিপূর্ণ করা,täyttää
1037,einwickeln::V,মুড়া,kääriä
1038,tragen::V,বহন করা,kantaa
1039,schleppen::V,টানা,raahata
1040,ziehen::V,টানা,vetää
1041,aufbewahren::V,রাখা,säilyttää
1042,werfen::V,ছুড়া,viskata
1043,fangen::V,লোফা,napata
1044,fangen::V,লোফা,ottaa kiinni
1045,packen::V,ধরা,tarttua
1046,verstecken::V,গোপন করা,kätkeä
1047,verstecken::V,গোপন করা,piilottaa
1048,teilen::V,বিভক্ত করা,jakaa
1049,schicken::V,প্রেরণ করা,lähettää
1050,bringen::V,আনা,viedä
1051,hinzufügen::V,একত্র করা,lisätä
1052,bekommen::V,পাওয়া,saada
1053,erhalten::V,পাওয়া,saada
1054,nehmen::V,নেওয়া,ottaa
1055,wählen::V,বাছা,valita
1056,auswählen::V,বাছা,valikoida
1057,bewahren::V,বাঁচাইয়া রাখা,säilyttää
1058,behindern::V,বাধা দেওয়া,estää
1059,verderben::V,নষ্ট করা,pilata
1060,verderben::V,নষ্ট করা,turmella
1061,beschädigen::V,ক্ষতি করা,vioittaa
1062,beschädigen::V,ক্ষতি করা,vahingoittaa
1063,zerbrechen::V,ভাঙ্গিয়া যাওয়া,rikkoa
1064,zerreißen::V,ছিঁড়া,repiä rikki
1065,zerreißen::V,ছিঁড়া,repiä palasiksi
1066,zerstören::V,বিনাশ করা,hävittää
1067,verbrennen::V,দহন করা,polttaa
1068,geben::V,দেওয়া,antaa
1069,reichen::V,দেওয়া,ojentaa
1070,schenken::V,উপহার দেত্তয়া,lahjoittaa
1071,versprechen::V,প্রতিশ্রুতি দেওয়া,luvata
1072,wünschen::V,আকাঙ্ক্ষা করা,toivottaa
1073,loben::V,প্রশংসা করা,ylistää
1074,küssen::V,চুম্বন করা,suudella
1075,wiegen::V,দুলানো,tuudittaa
1076,wiegen::V,দুলানো,keinuttaa
1077,zudecken::V,ঢাকা,peittää
1078,wecken::V,জাগানো,herättää
1079,zeigen::V,দেখানো,näyttää
1080,zeigen::V,দেখানো,osoittaa
1081,führen::V,পথ দেখানো,johdattaa
1082,lehren::V,শেখানো,opettaa
1083,unterrichten::V,শিক্ষা দেওয়া,opettaa
1084,aufziehen::V,পালন করা,kasvattaa
1085,leiten::V,পরিচালনা করা,johtaa
1086,antreiben::V,চালনা করা,hoputtaa
1087,lassen::V,অনুমতি দেওয়া,antaa
1088,einladen::V,নিমন্ত্রণ করা,kutsua
1089,vereinigen::V,এক করা,yhdistää
1090,besuchen::V,দেখিতে যাওয়া,vierailla
1091,treffen::V,সন্মুখীন হওয়া,tavata
1092,sich versammeln::V,জড়ো হওয়া,kokoontua
1093,spielen::V,খেলা,pelata
1094,spielen::V,খেলা,leikkiä
1095,singen::V,গাওয়া,laulaa
1096,tanzen::V,নাচা,tanssia
1097,sich trennen::V,পৃথক করা,erota
1098,verlassen::V,পরিত্যাগ করা,jättää
1099,retten::V,উদ্ধার করা,pelastaa
1100,bewachen::V,পাহারা দেওয়া,vartioida
1101,schützen::V,রক্ষা করা,suojella
1102,verteidigen::V,রক্ষা করা,puolustaa
1103,sich schlagen::V,লড়াই করা,tapella
1104,schießen::V,তীরবেগে ছোটা,ampua
1105,siegen::V,জেতা,voittaa
1106,ärgern::V,বিরক্ত করা,ärsyttää
1107,schlagen::V,আঘাত করা,lyödä
1108,treten::V,লাথি মারা,potkaista
1109,stechen::V,দংশন করা,pistää
1110,stoßen::V,ঠেলা,sysätä
1111,stoßen::V,ঠেলা,työntää
1112,stehlen::V,অপহরণ করা,varastaa
1113,stören::V,ঘাঁটান,häiritä
1114,belästigen::V,বিরক্ত করা,häiritä
1115,verbergen::V,গোপন করা,kätkeä
1116,täuschen::V,প্রবঞ্চনা করা,harhauttaa
1117,betrügen::V,প্রতারণা করা,pettää
1118,betrügen::V,প্রতারণা করা,petkuttaa
1119,töten::V,হত্যা করা,tappaa
1120,wohnen::V,বাস করা,asua
1121,arbeiten::V,কাজ করা,tehdä työtä
1122,arbeiten::V,কাজ করা,työskennellä
1123,sammeln::V,সংগ্রহ করা,koota
1124,sammeln::V,সংগ্রহ করা,kerätä
1125,pflücken::V,চয়ন করা,poimia
1126,jagen::V,শিকার করা,metsästää
1127,fischen::V,মাছ ধরা,kalastaa
1128,fassen::V,ধরা,pyydystää
1129,fassen::V,ধরা,saalistaa
1130,hüten::V,যুথভুক্ত করা,paimentaa
1131,treiben::V,চালনা করা,ajaa
1132,anbinden::V,বন্ধন করা,kytkeä
1133,füttern::V,ভোজন করানো,ruokkia
1134,melken::V,দুগ্ধ দোহন করা,lypsää
1135,hacken::V,কাটা,hakata
1136,gießen::V,বর্ষণ করা,kastella
1137,reifen::V,পাকা,kypsyä
1138,zubereiten::V,রন্ধন করা,valmistaa
1139,kochen::V,রন্ধন করা,keittää
1140,backen::V,সেকা,leipoa
1141,braten::V,ভাজা,paistaa
1142,umrühren::V,নড়ানো,hämmentää
1143,stricken::V,বোনা,kutoa
1144,stricken::V,বোনা,neuloa
1145,nähen::V,সেলাই করা,ommella
1146,färben::V,রঞ্জিত করা,värjätä
1147,färben::V,রঞ্জিত করা,värittää
1148,reinigen::V,পরিষ্কার করা,puhdistaa
1149,waschen::V,পরিষ্কার করা,pestä
1150,abwischen::V,মুছা,pyyhkiä
1151,spülen::V,পরিষ্কার করা,huuhtoa
1152,fegen::V,ঝাঁট দেওয়া,pyyhkäistä
1153,kehren::V,ঝাঁট দেওয়া,lakaista
1154,baden::V,অবগাহন করা,kylpeä
1155,sich waschen::V,ধোয়া,peseytyä
1156,ausziehen::V,খুলা,riisua
1157,anziehen::V,গায়ে দেত্তয়া,pukea ylleen
1158,sich anziehen::V,পোশাক পরা,pukeutua
1159,kämmen::V,আঁচড়ানো,kammata
1160,schmücken::V,সাজান করা,koristaa
1161,schmücken::V,সাজান করা,kaunistaa
1162,sagen::V,উচ্চারণ করা,sanoa
1163,sprechen::V,বলা,puhua
1164,reden::V,আলাপ করা,keskustella
1165,sich unterhalten::V,আড্ডা দেওয়া,jutella
1166,fragen::V,জিজ্ঞাসা করা,kysyä
1167,bitten::V,প্রার্থনা করা,pyytää
1168,erzählen::V,বর্ণনা করা,kertoa
1169,mitteilen::V,বলা,ilmoittaa
1170,nennen::V,নাম দেওয়া,kutsua
1171,nennen::V,নাম দেওয়া,nimittää
1172,rufen::V,আমন্ত্রণ করা,kutsua
1173,prahlen::V,বড়াই করা,kerskailla
1174,übersetzen::V,ভাষাস্তরিত করা,kääntää
1175,denken::V,ভাবা,miettiä
1176,denken::V,ভাবা,ajatella
1177,glauben::V,বিশ্বাস করা,uskoa
1178,bemerken::V,লক্ষ্য করা,huomata
1179,erkennen::V,চিনিতে পারা,tunnistaa
1180,begreifen::V,উপলব্ধি করা,ymmärtää
1181,verstehen::V,উপলব্ধি করা,ymmärtää
1182,lernen::V,শেখা,oppia
1183,wissen::V,জানা,tietää
1184,sich erinnern an::V,মনে করা,muistaa
1185,vergessen::V,বিস্মৃত হওয়া,unohtaa
1186,messen::V,মাপা,mitata
1187,zählen::V,গণনা করা,laskea
1188,rechnen::V,হিসাব করা,laskea
1189,lesen::V,পাঠ করা,lukea
1190,malen::V,আঁকা,maalata
1191,zeichnen::V,ছকা,piirtää
1192,zeichnen::V,ছকা,piirustaa
1193,schreiben::V,লেখা,kirjoittaa
1194,besitzen::V,অধিকার করা,omistaa
1195,kaufen::V,ক্রয় করা,ostaa
1196,verkaufen::V,বেচা,myydä
1197,bezahlen::V,প্রদান করা,maksaa
1198,zahlen::V,প্রদান করা,maksaa
1199,beherrschen::V,শাসন করা,hallita
1200,ertragen::V,বহন করা,kestää
1201,lärmen::V,,meluta
