,Concept_ID,no,de
821,hinfallen::V,falle over ende,hinfallen
822,laufen::V,løpe,laufen
823,schreiten::V,skride,schreiten
824,spazierengehen::V,spasere,spazierengehen
825,spazierengehen::V,gå en tur,spazierengehen
826,eilen::V,ile,eilen
827,sich beeilen::V,skynde seg,sich beeilen
828,sausen::V,suse,sausen
829,rennen::V,løpe,rennen
830,springen::V,hoppe,springen
831,springen::V,springe,springen
832,klettern::V,klatre,klettern
833,schaukeln::V,huske,schaukeln
834,kriechen::V,krype,kriechen
835,schwimmen::V,svømme,schwimmen
836,tauchen::V,dykke,tauchen
837,rudern::V,ro,rudern
838,fahren::V,kjøre,fahren
839,fliegen::V,fly,fliegen
840,gehen::V,gå,gehen
841,weggehen::V,gå bort,weggehen
842,abfahren::V,reise,abfahren
843,anhalten::V,stanse,anhalten
844,hineingehen::V,gå inn,hineingehen
845,eintreten::V,tre inn,eintreten
846,kommen::V,komme,kommen
847,ankommen::V,ankomme,ankommen
848,ankommen::V,komme til,ankommen
849,zurückkommen::V,komme tilbake,zurückkommen
850,bleiben::V,bli,bleiben
851,bleiben::V,forbli,bleiben
852,warten::V,vente,warten
853,erwarten::V,vente,erwarten
854,suchen::V,søke,suchen
855,finden::V,finne,finden
856,versuchen::V,prøve,versuchen
857,versuchen::V,forsøke,versuchen
858,vorbereiten::V,forberede,vorbereiten
859,lieben::V,elske,lieben
860,mögen::V,like,mögen
861,lachen::V,le,lachen
862,rühren::V,røre,rühren
863,weinen::V,gråte,weinen
864,schimpfen::V,skjelle,schimpfen
865,sich ärgern::V,ergre seg,sich ärgern
866,sich fürchten::V,være redd,sich fürchten
867,fürchten::V,være redd for,fürchten
868,fliehen::V,rømme,fliehen
869,fliehen::V,flykte,fliehen
870,flüchten::V,flykte,flüchten
871,sehen::V,se,sehen
872,anschauen::V,se på,anschauen
873,anschauen::V,betrakte,anschauen
874,ansehen::V,anse,ansehen
875,hören::V,høre,hören
876,zuhören::V,tilhøre,zuhören
877,probieren::V,smake,probieren
878,probieren::V,smake på,probieren
879,riechen::V,lukte,riechen
880,fühlen::V,føle,fühlen
881,scheinen::V,se ut,scheinen
882,zu sehen sein::V,synes,zu sehen sein
883,vernehmen::V,få vite,vernehmen
884,frieren::V,fryse,frieren
885,tun::V,gjøre,tun
886,können::V,kunne,können
887,wollen::V,ville,wollen
888,anfangen::V,begynne,anfangen
889,beenden::V,avslutte,beenden
890,aufhören::V,slutte,aufhören
891,aufhören::V,holde opp,aufhören
892,gelingen::V,lykkes,gelingen
893,geraten::V,bli,geraten
894,öffnen::V,åpne,öffnen
895,schließen::V,lukke,schließen
896,schließen::V,stenge,schließen
897,stellen::V,stille,stellen
898,setzen::V,sette,setzen
899,legen::V,legge,legen
900,berühren::V,berøre,berühren
901,verbinden::V,forbinde,verbinden
902,bedecken::V,dekke,bedecken
903,aufhängen::V,henge,aufhängen
904,aufhängen::V,henge opp,aufhängen
905,anzünden::V,tenne,anzünden
906,anzünden::V,antenne,anzünden
907,anzünden::V,tenne på,anzünden
908,aufheben::V,løfte,aufheben
909,aufheben::V,ta opp,aufheben
910,zurücklassen::V,slippe tilbake,zurücklassen
911,verlieren::V,miste,verlieren
912,fallen lassen::V,droppe,fallen lassen
913,fallen lassen::V,la falle,fallen lassen
914,machen::V,lage,machen
915,machen::V,gjøre,machen
916,herstellen::V,fremstille,herstellen
917,bauen::V,bygge,bauen
918,reparieren::V,reparere,reparieren
919,verbessern::V,rette,verbessern
920,verbessern::V,forbedre,verbessern
921,ändern::V,forandre,ändern
922,graben::V,grave,graben
923,beugen::V,bøye,beugen
924,biegen::V,bøye,biegen
925,drehen::V,dreie,drehen
926,wenden::V,vende,wenden
927,umdrehen::V,snu,umdrehen
928,heben::V,heve,heben
929,hochheben::V,løfte,hochheben
930,ergreifen::V,gripe,ergreifen
931,ergreifen::V,få tak i,ergreifen
932,halten::V,holde,halten
933,drücken::V,trykke,drücken
934,schieben::V,skyve,schieben
935,kratzen::V,klø,kratzen
936,kratzen::V,klore,kratzen
937,lecken::V,slikke,lecken
938,beißen::V,bite,beißen
939,abreißen::V,rive av,abreißen
940,abschneiden::V,skjære av,abschneiden
941,binden::V,binde,binden
942,stecken::V,stikke,stecken
943,brechen::V,bryte,brechen
944,brechen::V,briste,brechen
945,klopfen::V,banke,klopfen
946,hauen::V,hogge,hauen
947,kleben::V,klistre,kleben
948,reiben::V,gni,reiben
949,streichen::V,stryke,streichen
950,schleifen::V,slipe,schleifen
951,schneiden::V,klippe,schneiden
952,rütteln::V,ruske,rütteln
953,schütteln::V,riste,schütteln
954,schwenken::V,svinge,schwenken
955,schütten::V,helle,schütten
956,füllen::V,fylle,füllen
957,einwickeln::V,vikle inn,einwickeln
958,tragen::V,bære,tragen
959,schleppen::V,slepe,schleppen
960,ziehen::V,dra,ziehen
961,ziehen::V,trekke,ziehen
962,aufbewahren::V,oppbevare,aufbewahren
963,aufbewahren::V,ta vare på,aufbewahren
964,werfen::V,kaste,werfen
965,fangen::V,fange,fangen
966,packen::V,gripe,packen
967,packen::V,gripe tak i,packen
968,verstecken::V,gjemme,verstecken
969,teilen::V,dele,teilen
970,schicken::V,sende,schicken
971,bringen::V,bringe,bringen
972,hinzufügen::V,tilføye,hinzufügen
973,bekommen::V,få,bekommen
974,erhalten::V,få,erhalten
975,nehmen::V,ta,nehmen
976,wählen::V,velge,wählen
977,auswählen::V,velge ut,auswählen
978,bewahren::V,bevare,bewahren
979,behindern::V,hindre,behindern
980,behindern::V,forhindre,behindern
981,verderben::V,ødelegge,verderben
982,beschädigen::V,skade,beschädigen
983,zerbrechen::V,brekke i stykker,zerbrechen
984,zerreißen::V,rive i stykker,zerreißen
985,zerstören::V,ødelegge,zerstören
986,verbrennen::V,brenne,verbrennen
987,verbrennen::V,brenne opp,verbrennen
988,geben::V,gi,geben
989,reichen::V,rekke,reichen
990,schenken::V,forære,schenken
991,schenken::V,skjenke,schenken
992,versprechen::V,love,versprechen
993,wünschen::V,ønske,wünschen
994,loben::V,rose,loben
995,küssen::V,kysse,küssen
996,wiegen::V,vogge,wiegen
997,zudecken::V,dekke til,zudecken
998,wecken::V,vekke,wecken
999,zeigen::V,vise,zeigen
1000,führen::V,føre,führen
1001,lehren::V,lære,lehren
1002,unterrichten::V,undervise,unterrichten
1003,aufziehen::V,oppdra,aufziehen
1004,leiten::V,lede,leiten
1005,antreiben::V,drive på,antreiben
1006,lassen::V,få til å,lassen
1007,einladen::V,be,einladen
1008,einladen::V,invitere,einladen
1009,vereinigen::V,forene,vereinigen
1010,besuchen::V,besøke,besuchen
1011,treffen::V,møte,treffen
1012,treffen::V,treffe,treffen
1013,sich versammeln::V,forsamles,sich versammeln
1014,spielen::V,leke,spielen
1015,spielen::V,spille,spielen
1016,singen::V,synge,singen
1017,tanzen::V,danse,tanzen
1018,sich trennen::V,skilles,sich trennen
1019,verlassen::V,forlate,verlassen
1020,retten::V,redde,retten
1021,bewachen::V,bevokte,bewachen
1022,schützen::V,verne,schützen
1023,schützen::V,beskytte,schützen
1024,verteidigen::V,forsvare,verteidigen
1025,sich schlagen::V,slåss,sich schlagen
1026,schießen::V,skyte,schießen
1027,siegen::V,seire,siegen
1028,ärgern::V,ergre,ärgern
1029,treten::V,sparke,treten
1030,stechen::V,stikke,stechen
1031,stoßen::V,støte,stoßen
1032,stehlen::V,stjele,stehlen
1033,stören::V,forstyrre,stören
1034,belästigen::V,plage,belästigen
1035,belästigen::V,sjenere,belästigen
1036,verbergen::V,gjemme,verbergen
1037,täuschen::V,villede,täuschen
1038,betrügen::V,bedra,betrügen
1039,töten::V,drepe,töten
1040,wohnen::V,bo,wohnen
1041,arbeiten::V,arbeide,arbeiten
1042,sammeln::V,samle,sammeln
1043,pflücken::V,plukke,pflücken
1044,jagen::V,jage,jagen
1045,fischen::V,fiske,fischen
1046,fassen::V,fange,fassen
1047,hüten::V,vokte,hüten
1048,treiben::V,drive,treiben
1049,anbinden::V,feste,anbinden
1050,füttern::V,fore,füttern
1051,melken::V,melke,melken
1052,hacken::V,hakke,hacken
1053,gießen::V,helle,gießen
1054,reifen::V,modne,reifen
1055,zubereiten::V,lage,zubereiten
1056,zubereiten::V,tilberede,zubereiten
1057,kochen::V,koke,kochen
1058,backen::V,bake,backen
1059,braten::V,steke,braten
1060,umrühren::V,røre om,umrühren
1061,stricken::V,strikke,stricken
1062,nähen::V,sy,nähen
1063,färben::V,farge,färben
1064,reinigen::V,rense,reinigen
1065,reinigen::V,gjøre ren,reinigen
1066,waschen::V,vaske,waschen
1067,abwischen::V,tørke av,abwischen
1068,spülen::V,spyle,spülen
1069,spülen::V,skylle,spülen
1070,fegen::V,feie,fegen
1071,kehren::V,koste,kehren
1072,baden::V,bade,baden
1073,sich waschen::V,vaske seg,sich waschen
1074,ausziehen::V,ta av,ausziehen
1075,anziehen::V,ta på,anziehen
1076,sich anziehen::V,kle på seg,sich anziehen
1077,kämmen::V,gre,kämmen
1078,kämmen::V,kjemme,kämmen
1079,schmücken::V,pynte,schmücken
1080,schmücken::V,smykke,schmücken
1081,sagen::V,si,sagen
1082,sprechen::V,snakke,sprechen
1083,reden::V,tale,reden
1084,reden::V,snakke,reden
1085,sich unterhalten::V,samtale,sich unterhalten
1086,fragen::V,spørre,fragen
1087,bitten::V,be,bitten
1088,erzählen::V,fortelle,erzählen
1089,mitteilen::V,meddele,mitteilen
1090,nennen::V,kalle,nennen
1091,rufen::V,rope,rufen
1092,prahlen::V,skryte,prahlen
1093,übersetzen::V,oversette,übersetzen
1094,denken::V,tenke,denken
1095,glauben::V,tro,glauben
1096,bemerken::V,bemerke,bemerken
1097,bemerken::V,legge merke til,bemerken
1098,erkennen::V,gjenkjenne,erkennen
1099,begreifen::V,begripe,begreifen
1100,verstehen::V,forstå,verstehen
1101,verstehen::V,skjønne,verstehen
1102,lernen::V,lære,lernen
1103,wissen::V,vite,wissen
1104,sich erinnern an::V,huske på,sich erinnern an
1105,vergessen::V,glemme,vergessen
1106,messen::V,måle,messen
1107,zählen::V,telle,zählen
1108,rechnen::V,regne,rechnen
1109,lesen::V,lese,lesen
1110,malen::V,male,malen
1111,zeichnen::V,tegne,zeichnen
1112,schreiben::V,skrive,schreiben
1113,besitzen::V,eie,besitzen
1114,besitzen::V,inneha,besitzen
1115,kaufen::V,kjøpe,kaufen
1116,verkaufen::V,selge,verkaufen
1117,bezahlen::V,betale,bezahlen
1118,zahlen::V,betale,zahlen
1119,beherrschen::V,beherske,beherrschen
1120,ertragen::V,orke,ertragen
1121,schlagen::V,,schlagen
