,Concept_ID,da,lv
190,Raureif::N,rimfrost,пуж
191,Raureif::N,rimfrost,гыӧр
192,Raureif::N,rimfrost,sarma
193,Regenbogen::N,regnbue,ӧшкамӧшка
194,Regenbogen::N,regnbue,varavīksne
195,Donner::N,torden,гым
196,Donner::N,torden,pērkons
197,Strömung::N,strømning,ва ныр
198,Strömung::N,strømning,визувтӧм
199,Strömung::N,strømning,straume
200,Strömung::N,strømning,strāvojums
201,Tropfen::N,dråbe,войт
202,Tropfen::N,dråbe,lāse
203,Schaum::N,skum,быг
204,Schaum::N,skum,быгзьӧм
205,Schaum::N,skum,putas
206,Schmutz::N,snavs,няйт
207,Schmutz::N,snavs,dubļi
208,See::N,sø,ты
209,See::N,sø,ezers
210,Sumpf::N,sump,гыбад
211,Sumpf::N,sump,кад
212,Sumpf::N,sump,dumbrājs
213,Sumpf::N,sump,staignājs
214,Moor::N,mose,нюр
215,Moor::N,mose,purvs
216,Moor::N,mose,muklājs
217,Wiese::N,eng,видз
218,Wiese::N,eng,pļava
219,Wald::N,skov,вӧр
220,Wald::N,skov,mežs
221,Hügel::N,høj,дзиб
222,Hügel::N,høj,мыльк
223,Hügel::N,høj,нӧрыс
224,Hügel::N,høj,paugurs
225,Hügel::N,bakke,дзиб
226,Hügel::N,bakke,мыльк
227,Hügel::N,bakke,нӧрыс
228,Hügel::N,bakke,paugurs
229,Anhöhe::N,høj,мыльк
230,Anhöhe::N,høj,нӧрыс
231,Anhöhe::N,høj,paugurs
232,Anhöhe::N,bakke,мыльк
233,Anhöhe::N,bakke,нӧрыс
234,Anhöhe::N,bakke,paugurs
235,Berg::N,bjerg,чой
236,Berg::N,bjerg,керӧс
237,Berg::N,bjerg,kalns
238,Gipfel::N,top,чук
239,Gipfel::N,top,virsotne
240,Höhle::N,hule,рудӧг
241,Höhle::N,hule,ala
242,Abhang::N,skrænt,ньывк
243,Abhang::N,skrænt,бокша
244,Abhang::N,skrænt,nogāze
245,Abhang::N,skråning,ньывк
246,Abhang::N,skråning,бокша
247,Abhang::N,skråning,nogāze
248,Quelle::N,kilde,ӧшмӧс
249,Quelle::N,kilde,avots
250,Bach::N,bæk,шор
251,Bach::N,bæk,urga
252,Bach::N,bæk,strauts
253,Fluss::N,flod,ю
254,Fluss::N,flod,upe
255,Ufer::N,bred,вадор
256,Ufer::N,bred,krasts
257,Küste::N,kyst,вадор
258,Küste::N,kyst,piekraste
259,Festland::N,fastland,му
260,Festland::N,fastland,sauszeme
261,Meer::N,hav,саридз
262,Meer::N,hav,jūra
263,Bucht::N,bugt,куръя
264,Bucht::N,bugt,līcis
265,Insel::N,ø,ді
266,Insel::N,ø,sala
267,Blume::N,blomst,дзоридз
268,Blume::N,blomst,puķe
269,Blume::N,blomst,zieds
270,Gras::N,græs,турун
271,Gras::N,græs,zāle
272,Wurzel::N,rod,вуж
273,Wurzel::N,rod,sakne
274,Baum::N,træ,пу
275,Baum::N,træ,koks
276,Stamm::N,stamme,пучер
277,Stamm::N,stamme,stumbrs
278,Rinde::N,bark,кырсь
279,Rinde::N,bark,miza
280,Ast::N,gren,ув
281,Ast::N,gren,zars
282,Zweig::N,kvist,вож
283,Zweig::N,kvist,nozare
284,Blatt::N,blad,кор
285,Blatt::N,blad,lapa
286,Birke::N,birk,кыдз
287,Birke::N,birk,bērzs
288,Kiefer[Baum]::N,fyrretræ,пожӧм
289,Kiefer[Baum]::N,fyrretræ,priede
290,Weide[Baum]::N,piletræ,бадь
291,Weide[Baum]::N,piletræ,kārkls
292,Tanne::N,gran,коз
293,Tanne::N,gran,egle
294,Horn::N,horn,сюр
295,Horn::N,horn,rags
296,Feder::N,fjer,гӧн
297,Feder::N,fjer,тывборд
298,Feder::N,fjer,spalva
299,Fell::N,skind,ку
300,Fell::N,skind,āda
301,Flügel::N,vinge,борд
302,Flügel::N,vinge,spārns
303,Klaue::N,klov,гыж
304,Klaue::N,klov,nags
305,Kralle::N,klo,гыж
306,Kralle::N,klo,nags
307,Schwanz::N,hale,бӧж
308,Schwanz::N,hale,ļipa
309,Ei::N,æg,кольк
310,Ei::N,æg,ola
311,Nest::N,rede,поз
312,Nest::N,rede,ligzda
313,Bau::N,bo,горс
314,Bau::N,bo,пырмӧс
315,Bau::N,bo,гу
316,Bau::N,bo,ala
317,Tier::N,dyr,пемӧс
318,Tier::N,dyr,dzīvnieks
319,Herde::N,flok,стада
320,Herde::N,flok,кельӧб
321,Herde::N,flok,ganāmpulks
322,Kuh::N,ko,мӧс
323,Kuh::N,ko,govs
324,Bulle::N,tyr,ӧш
325,Bulle::N,tyr,bullis
326,Pferd::N,hest,вӧв
327,Pferd::N,hest,zirgs
328,Schaf::N,får,ыж
329,Schaf::N,får,aita
330,Schwein::N,gris,порсь
331,Schwein::N,gris,cūka
332,Hund::N,hund,пон
333,Hund::N,hund,suns
334,Katze::N,kat,кань
335,Katze::N,kat,kaķis
336,Bär::N,bjørn,ош
337,Bär::N,bjørn,lācis
338,Eichhörnchen::N,egern,ур
339,Eichhörnchen::N,egern,vāvere
340,Elch::N,elg,йӧра
341,Elch::N,elg,alnis
342,Fuchs::N,ræv,руч
343,Fuchs::N,ræv,lapsa
344,Hase::N,hare,кӧч
345,Hase::N,hare,zaķis
346,Maus::N,mus,шыр
347,Maus::N,mus,pele
348,Wolf::N,ulv,кӧин
349,Wolf::N,ulv,vilks
350,Vogel::N,fugl,кай
351,Vogel::N,fugl,лэбач
352,Vogel::N,fugl,putns
353,Schwarm::N,sværm,чукӧр
354,Schwarm::N,sværm,spiets
355,Huhn::N,høne,курӧг
356,Huhn::N,høne,vista
357,Hahn::N,hane,петук
358,Hahn::N,hane,gailis
359,Gans::N,gås,дзодзӧг
360,Gans::N,gås,zoss
361,Adler::N,ørn,кутш
362,Adler::N,ørn,ērglis
363,Ente::N,and,утка
364,Ente::N,and,pīle
365,Eule::N,ugle,сюзь
366,Eule::N,ugle,pūce
367,Kranich::N,trane,тури
368,Kranich::N,trane,dzērve
369,Krähe::N,krage,рака
370,Krähe::N,krage,vārna
371,Kuckuck::N,gøg,кӧк
372,Kuckuck::N,gøg,dzeguze
373,Schwan::N,svane,юсь
374,Schwan::N,svane,gulbis
375,Fisch::N,fisk,чери
376,Fisch::N,fisk,zivs
377,Barsch::N,aborre,ёкыш
378,Barsch::N,aborre,asaris
379,Hecht::N,gedde,сир
380,Hecht::N,gedde,līdaka
381,Schlange[Tier]::N,slange,кый
382,Schlange[Tier]::N,slange,čūska
383,Wurm::N,orm,номыр
384,Wurm::N,orm,tārps
385,Spinne::N,edderkop,черань
386,Spinne::N,edderkop,zirneklis
387,Ameise::N,myre,кодзувкот
388,Ameise::N,myre,skudra
389,Laus::N,lus,той
390,Laus::N,lus,uts
391,Mücke::N,myg,ном
392,Mücke::N,myg,ods
393,Fliege::N,flue,гут
394,Fliege::N,flue,muša
395,Schmetterling::N,sommerfugl,бобув
396,Schmetterling::N,sommerfugl,tauriņš
397,Beere::N,bær,тусь
398,Beere::N,bær,вотӧс
399,Beere::N,bær,oga
400,Apfel::N,æble,яблӧг
401,Apfel::N,æble,ābols
402,Pilz::N,svamp,тшак
403,Pilz::N,svamp,sēne
404,Zwiebel::N,løg,луккок
405,Zwiebel::N,løg,йӧнгыль
406,Zwiebel::N,løg,sīpols
407,Saat::N,sæd,тусь
408,Saat::N,sæd,кӧйдыс
409,Saat::N,sæd,sēkla
410,Korn::N,korn,тусь
411,Korn::N,korn,grauds
412,Heu::N,hø,турун
413,Heu::N,hø,siens
414,Schale::N,skræl,кор
415,Schale::N,skræl,čaula
416,Schale::N,skræl,čaumala
417,Grube::N,grav,гу
418,Grube::N,grav,bedre
419,Falle::N,fælde,лэч
420,Falle::N,fælde,slazds
421,Falle::N,fælde,lamatas
422,Schlinge::N,snare,лэч
423,Schlinge::N,snare,cilpa
424,Spur::N,spor,туй
425,Spur::N,spor,pēda
426,Asche::N,aske,пӧм
427,Asche::N,aske,pelni
428,Dreck::N,snavs,няйт
429,Dreck::N,snavs,dubļi
430,Eisen::N,jern,кӧрт
431,Eisen::N,jern,dzelzs
432,Gold::N,guld,зарни
433,Gold::N,guld,zelts
434,Silber::N,sølv,эзысь
435,Silber::N,sølv,sudrabs
436,Kohle::N,kul,шом
437,Kohle::N,kul,ogle
438,Glas::N,glas,стеклӧ
439,Glas::N,glas,stikls
440,Lehm::N,ler,сёй
441,Lehm::N,ler,māls
442,Sand::N,sand,лыа
443,Sand::N,sand,smiltis
444,Mensch::N,mennesge,морт
445,Mensch::N,mennesge,cilvēks
446,Mann::N,mand,аймӧрт
447,Mann::N,mand,мужичӧй
448,Mann::N,mand,vīrietis
449,Frau::N,kvinde,ань
450,Frau::N,kvinde,нывбаба
451,Frau::N,kvinde,sieviete
452,Kind::N,barn,кага
453,Kind::N,barn,bērns
454,Junge::N,dreng,пи
455,Junge::N,dreng,zēns
456,Junge::N,dreng,puika
457,Junge::N,dreng,puisis
458,Mädchen::N,pige,ныв
459,Mädchen::N,pige,meiča
460,Mädchen::N,pige,skuķis
461,Mädchen::N,pige,meitene
462,Familie::N,familie,семья
463,Familie::N,familie,ģimene
464,Großvater::N,bedstefar,пӧль
465,Großvater::N,bedstefar,vecaistēvs
466,Großmutter::N,bedstemor,баб
467,Großmutter::N,bedstemor,vecāmāte
468,Eltern::N,forældre,ай-мам
469,Eltern::N,forældre,бать-мам
470,Eltern::N,forældre,vecāki
471,Vater::N,far,бать
472,Vater::N,far,ай
473,Vater::N,far,tēvs
474,Mutter::N,mor,мам
475,Mutter::N,mor,māte
476,Sohn::N,søn,пи
477,Sohn::N,søn,dēls
478,Tochter::N,datter,ныв
479,Tochter::N,datter,meita
480,Bruder::N,bror,вок
481,Bruder::N,bror,brālis
482,Schwester::N,søster,чой
483,Schwester::N,søster,māsa
484,Onkel::N,onkel,дядь
485,Onkel::N,onkel,tēvocis
486,Tante::N,tante,тьӧт
487,Tante::N,tante,tante
488,Ehemann::N,ægtemand,верӧс
489,Ehemann::N,ægtemand,vīrs
490,Ehefrau::N,hustru,гӧтыр
491,Ehefrau::N,hustru,sieva
492,Freude::N,glæde,радлун
493,Freude::N,glæde,prieks
494,Gelächter::N,latter,серам
495,Gelächter::N,latter,smiekli
496,Glück::N,lykke,шуд
497,Glück::N,lykke,laime
498,Kummer::N,sorg,шог
499,Kummer::N,sorg,bēdas
500,Kummer::N,sorg,raizes
501,Wunsch::N,ønske,кӧсйӧм
502,Wunsch::N,ønske,vēlme
503,Wunsch::N,ønske,vēlējums
504,Lust::N,lyst,кыскӧм
505,Lust::N,lyst,радейтӧм
506,Lust::N,lyst,kāre
507,Geist::N,ånd,лов
508,Geist::N,ånd,gars
509,Gedanke::N,tanke,мӧвп
510,Gedanke::N,tanke,doma
511,Gedächtnis::N,hukommelse,паметь
512,Gedächtnis::N,hukommelse,atmiņa
513,Verstand::N,forstand,вежӧр
514,Verstand::N,forstand,prāts
515,Sinn::N,mening,мог
516,Sinn::N,mening,вежӧртас
517,Sinn::N,mening,nozīme
518,Sinn::N,betydning,мог
519,Sinn::N,betydning,вежӧртас
520,Sinn::N,betydning,nozīme
521,Grund::N,grund,помка
522,Grund::N,grund,pamats
523,Grund::N,grund,iemesls
524,Wahrheit::N,sandhed,збыль
525,Wahrheit::N,sandhed,збыльтор
526,Wahrheit::N,sandhed,taisnība
527,Wahrheit::N,sandhed,patiesība
528,Gespräch::N,samtale,сёрни
529,Gespräch::N,samtale,saruna
530,Märchen::N,eventyr,мойд
531,Märchen::N,eventyr,pasaka
532,Erzählung::N,fortælling,висьт
533,Erzählung::N,fortælling,stāsts
534,Erzählung::N,fortælling,nostāsts
535,Nachricht::N,efterretning,юӧртӧм
536,Nachricht::N,efterretning,ziņa
537,Neuigkeit::N,nyhed,выльтор
538,Neuigkeit::N,nyhed,jaunums
539,Name::N,navn,ним
540,Name::N,navn,vārds
541,Rätsel::N,gåde,нӧдкыв
542,Rätsel::N,gåde,mīkla
543,Rede::N,tale,сёрни
544,Rede::N,tale,runa
545,Sprache::N,sprog,кыв
546,Sprache::N,sprog,valoda
547,Stimme::N,stemme,гӧлӧс
548,Stimme::N,stemme,вом шы
549,Stimme::N,stemme,balss
550,Wort::N,ord,кыв
551,Wort::N,ord,vārds
552,Zeichen::N,tegn,пас
553,Zeichen::N,tegn,zīme
554,Ruf::N,råb,чукӧстчӧм
555,Ruf::N,råb,корӧм
556,Ruf::N,råb,sauciens
557,Lärm::N,larm,шы
558,Lärm::N,larm,зык
559,Lärm::N,larm,зычитӧм
560,Lärm::N,larm,troksnis
561,Laut::N,lyd,шы
562,Laut::N,lyd,skaņa
563,Ton::N,tone,шы
564,Ton::N,tone,tonis
565,Lied::N,sang,сьылан
566,Lied::N,sang,сьыланкыв
567,Lied::N,sang,dziesma
568,Ruhe::N,ro,чӧв
569,Ruhe::N,ro,miers
570,Ruhe::N,hvile,чӧв
571,Ruhe::N,hvile,miers
572,Leute::N,folk,йӧз
573,Leute::N,folk,войтыр
574,Leute::N,folk,ļaudis
575,Leute::N,folk,cilvēki
576,Leute::N,mennesker,йӧз
577,Leute::N,mennesker,войтыр
578,Leute::N,mennesker,ļaudis
579,Leute::N,mennesker,cilvēki
580,Volk::N,folk,йӧз
581,Volk::N,folk,войтыр
582,Volk::N,folk,tauta
583,Arbeit::N,arbejde,удж
584,Arbeit::N,arbejde,darbs
585,Gast::N,gæst,гӧсть
586,Gast::N,gæst,viešņa
587,Gast::N,gæst,ciemiņš
588,Geschenk::N,gave,козин
589,Geschenk::N,gave,dāvana
590,Spiel::N,leg,ворсан
591,Spiel::N,leg,rotaļa
592,Gesellschaft::N,selskab,котыр
593,Gesellschaft::N,selskab,biedrība
594,Gesellschaft::N,selskab,kompānija
595,Hilfe::N,hjælp,отсӧг
596,Hilfe::N,hjælp,palīdzība
597,Freund::N,ven,ёрт
598,Freund::N,ven,draugs
599,Kamerad::N,kammerat,ёрт
600,Kamerad::N,kammerat,biedrs
601,Angelegenheit::N,sag,мог
602,Angelegenheit::N,sag,делӧ
603,Angelegenheit::N,sag,darīšana
604,Angelegenheit::N,anliggende,мог
605,Angelegenheit::N,anliggende,делӧ
606,Angelegenheit::N,anliggende,darīšana
607,Anzahl::N,antal,лыд
608,Anzahl::N,antal,тшӧт
609,Anzahl::N,antal,skaits
610,Anzahl::N,antal,daudzums
611,Art::N,art,сикас
612,Art::N,art,suga
613,Art::N,art,šķira
614,Stück::N,stykke,тор
615,Stück::N,stykke,gabals
616,Teil::N,del,юкӧн
617,Teil::N,del,daļa
618,Hälfte::N,halvdel,пӧв
619,Hälfte::N,halvdel,джын
620,Hälfte::N,halvdel,puse
621,Kreis::N,cirkel,кытш
622,Kreis::N,cirkel,aplis
623,Kreis::N,cirkel,riņķis
624,Kreuz::N,kors,перна
625,Kreuz::N,kors,крест
626,Kreuz::N,kors,krusts
627,Kreuz::N,kryds,перна
628,Kreuz::N,kryds,крест
629,Kreuz::N,kryds,krusts
630,Linie::N,linie,визь
631,Linie::N,linie,līnija
632,Strich::N,streg,визь
633,Strich::N,streg,svītra
634,Abstand::N,afstand,кост
635,Abstand::N,afstand,коласт
636,Abstand::N,afstand,atstarpe
637,Entfernung::N,afstand,ылна
638,Entfernung::N,afstand,attālums
639,Entfernung::N,afstand,atstatums
640,Gegend::N,egn,му-ва
641,Gegend::N,egn,apvidus
642,Gegend::N,egn,apgabals
643,Platz::N,plads,ылдӧс
644,Platz::N,plads,йир
645,Platz::N,plads,гӧгӧртас
646,Platz::N,plads,vieta
647,Ort::N,sted,ин
648,Ort::N,sted,места
649,Ort::N,sted,vieta
650,Seite::N,side,бок
651,Seite::N,side,ӧтарладор
652,Seite::N,side,sāns
653,Mitte::N,midte,шӧр
654,Mitte::N,midte,vidus
655,Gegenstand::N,genstand,кӧлуй
656,Gegenstand::N,genstand,priekšmets
657,Sache::N,sag,добра
658,Sache::N,sag,lieta
659,Rand::N,rand,дор
660,Rand::N,rand,mala
661,Rand::N,rand,apmale
662,Kante::N,kant,дор
663,Kante::N,kant,šķautne
664,Ecke::N,hjørne,пельӧс
665,Ecke::N,hjørne,kakts
666,Ecke::N,hjørne,stūris
667,Spitze::N,spids,йыв
668,Spitze::N,spids,smaile
669,Spitze::N,spids,galotne
670,Ende::N,ende,пом
671,Ende::N,ende,gals
672,Ende::N,ende,uzgalis
673,Loch::N,hul,розь
674,Loch::N,hul,caurums
675,Winkel::N,vinkel,пельӧс
676,Winkel::N,vinkel,leņķis
677,Muster::N,mønster,сер
678,Muster::N,mønster,piemērs
679,Größe::N,størrelse,ыджда
680,Größe::N,størrelse,lielums
681,Länge::N,længde,кузьта
682,Länge::N,længde,garums
683,Höhe::N,højde,джуджда
684,Höhe::N,højde,augstums
685,Gewicht::N,vægt,сьӧкта
686,Gewicht::N,vægt,сьӧкталун
687,Gewicht::N,vægt,svars
688,Gewicht::N,vægt,smagums
689,Menge::N,mængde,лун
690,Menge::N,mængde,числӧ
691,Menge::N,mængde,masa
692,Menge::N,mængde,daudzums
693,Haufen::N,bunke,чукӧр
694,Haufen::N,bunke,čupa
695,Haufen::N,bunke,grēda
696,Haufen::N,bunke,kaudze
697,Reihe::N,række,рад
698,Reihe::N,række,rinda
699,Reihe::N,række,virkne
700,Boot::N,båd,пыж
701,Boot::N,båd,laiva
702,Ruder::N,åre,пелыс
703,Ruder::N,åre,ӧпаснӧй
704,Ruder::N,åre,airis
705,Ruder::N,åre,irklis
706,Schlitten::N,kælk,дадь
707,Schlitten::N,kælk,ragavas
708,Schlitten::N,slæde,дадь
709,Schlitten::N,slæde,ragavas
710,Ski::N,ski,лызь
711,Ski::N,ski,slēpe
712,Lagerfeuer::N,lejrbål,бипур
713,Lagerfeuer::N,lejrbål,ugunskurs
714,Last::N,last,сьӧкыдтор
715,Last::N,last,krava
716,Last::N,byrde,сьӧкыдтор
717,Last::N,byrde,krava
718,Gang::N,gang,мунӧм
719,Gang::N,gang,ветлӧм
720,Gang::N,gang,eja
721,Gang::N,gang,gājums
722,Schritt::N,skridt,воськов
723,Schritt::N,skridt,воськовтӧм
724,Schritt::N,skridt,solis
725,Norden::N,nord,войвыв
726,Norden::N,nord,ziemeļi
727,Süden::N,syd,лунвыв
728,Süden::N,syd,dienvidi
729,Westen::N,vest,рытыв
730,Westen::N,vest,rietumi
731,Osten::N,øst,асыв
732,Osten::N,øst,austrumi
733,Holz::N,træ,пу
734,Holz::N,træ,koks
735,Holz::N,træ,koksne
736,Brett::N,bræt,пӧв
737,Brett::N,bræt,dēlis
738,Platte::N,plade,плита
739,Platte::N,plade,plate
740,Platte::N,plade,plāksne
741,Stütze::N,støtte,пыкӧд
742,Stütze::N,støtte,мыджӧд
743,Stütze::N,støtte,balsts
744,Stütze::N,støtte,atspaids
745,Stange::N,stang,потш
746,Stange::N,stang,maikste
747,Stock::N,stok,бедь
748,Stock::N,stok,boze
749,Stock::N,stok,spieķis
750,Stab::N,stav,зир
751,Stab::N,stav,zizlis
752,Rohr::N,rør,труба
753,Rohr::N,rør,caurule
754,Haus::N,hus,керка
755,Haus::N,hus,māja
756,Heim::N,hjem,горт
757,Heim::N,hjem,mājas
758,Ofen::N,ovn,пач
759,Ofen::N,ovn,krāsns
760,Fußboden::N,gulv,джодж
761,Fußboden::N,gulv,grīda
762,Tisch::N,bord,пызан
763,Tisch::N,bord,galds
764,Stuhl::N,stol,улӧс
765,Stuhl::N,stol,krēsls
766,Wiege::N,vugge,зыбка
767,Wiege::N,vugge,šūpulis
768,Bett::N,seng,вольпась
769,Bett::N,seng,gulta
770,Regal::N,reol,джадж
771,Regal::N,reol,plaukts
772,Kiste::N,kasse,куд
773,Kiste::N,kasse,ящик
774,Kiste::N,kasse,kaste
775,Kiste::N,kasse,šķirsts
776,Fenster::N,vindue,ӧшинь
777,Fenster::N,vindue,logs
778,Tür::N,dør,ӧдзӧс
779,Tür::N,dør,durvis
780,Tor::N,port,дзиръя
781,Tor::N,port,vārti
782,Zaun::N,stakit,потшӧс
783,Zaun::N,stakit,žogs
784,Dach::N,tag,вевт
785,Dach::N,tag,jumts
786,Leiter::N,stige,пос
787,Leiter::N,stige,kāpnes
788,Leiter::N,stige,redeles
789,Besen::N,kost,рос
790,Besen::N,kost,slota
791,Spaten::N,spade,зыр
792,Spaten::N,spade,lāpsta
793,Schaufel::N,skovl,тэльӧб
794,Schaufel::N,skovl,liekšķere
795,Gabel::N,gaffel,вилки
796,Gabel::N,gaffel,dakšiņa
797,Löffel::N,ske,пань
798,Löffel::N,ske,karote
799,Messer::N,kniv,пурт
800,Messer::N,kniv,nazis
801,Nagel::N,søm,тув
802,Nagel::N,søm,кӧрт тув
803,Nagel::N,søm,nagla
804,Netz::N,net,тыв
805,Netz::N,net,tīkls
806,Haken::N,krog,крук
807,Haken::N,krog,āķis
808,Haken::N,krog,kāsis
809,Haken::N,krog,krampis
810,Griff::N,tag,нуд
811,Griff::N,tag,kāts
812,Griff::N,tag,rokturis
813,Griff::N,håndtag,нуд
814,Griff::N,håndtag,kāts
815,Griff::N,håndtag,rokturis
816,Schloss::N,lås,томан
817,Schloss::N,lås,aizslēgs
818,Bild::N,billede,серпас
819,Bild::N,billede,glezna
820,Figur::N,figur,пертас
821,Figur::N,figur,вежньӧг
822,Figur::N,figur,figūra
823,Puppe::N,dukke,акань
824,Puppe::N,dukke,lelle
