,Concept_ID,be,lez
210,Gold::N,золата,алтун
211,Silber::N,сребра,гимиш
212,Kohle::N,вугаль,цӏивин
213,Glas::N,шкло,шуьше
214,Lehm::N,гліна,ччеб
215,Sand::N,пясок,къум
216,Mensch::N,чалавек,инсан
217,Mann::N,мужчына,итим
218,Frau::N,жанчына,паб
219,Frau::N,жанчына,дишегьли
220,Kind::N,дзіця,аял
221,Junge::N,хлопчык,гада
222,Mädchen::N,дзяўчынка,руш
223,Familie::N,сямʼя,хзан
224,Familie::N,сямʼя,килфет
225,Großvater::N,дзядуля,чӏехи буба
226,Großmutter::N,бабуля,чӏехи диде
227,Eltern::N,бацькі,диде-буба
228,Vater::N,бацька,буба
229,Mutter::N,маці,диде
230,Sohn::N,сын,хва
231,Tochter::N,дачка,руш
232,Bruder::N,брат,стха
233,Schwester::N,сястра,вах
234,Onkel::N,дзядзька,ими
235,Onkel::N,дзядзька,халу
236,Tante::N,цётка,эме
237,Tante::N,цётка,хала
238,Ehemann::N,муж,гъуьл
239,Ehefrau::N,жонка,паб
240,Freude::N,радасць,шадвал
241,Gelächter::N,смех,хъвер
242,Glück::N,шчасце,бахт
243,Kummer::N,гора,дерт
244,Kummer::N,гора,хажалат
245,Wunsch::N,жаданне,мурад
246,Lust::N,цяга,гьевес
247,Geist::N,дух,руьгь
248,Gedanke::N,думка,фикир
249,Gedächtnis::N,памяць,
250,Verstand::N,розум,акьул
251,Sinn::N,сэнс,мана
252,Grund::N,зачэпка,себеб
253,Wahrheit::N,праўда,керчек
254,Wahrheit::N,праўда,гьакъикъат
255,Gespräch::N,размова,ихтилат
256,Märchen::N,казка,мах
257,Erzählung::N,расказ,кьиса
258,Erzählung::N,апавяданне,кьиса
259,Nachricht::N,вестка,хабар
260,Nachricht::N,паведамленне,хабар
261,Neuigkeit::N,навіна,цӏийи хабар
262,Name::N,імя,тӏвар
263,Rätsel::N,загадка,мискӏал
264,Rede::N,прамова,рахун
265,Sprache::N,мова,чӏал
266,Stimme::N,голас,ван
267,Wort::N,слова,гаф
268,Zeichen::N,знак,ишара
269,Ruf::N,кліч,эвер
270,Lärm::N,шум,ван-сес
271,Laut::N,гук,ван
272,Laut::N,гук,сес
273,Ton::N,гучанне,ван-сес
274,Lied::N,песня,мани
275,Ruhe::N,спакой,ласвал
276,Ruhe::N,спакой,фаракъат
277,Ruhe::N,спакой,асайиш
278,Leute::N,людзі,инсанар
279,Volk::N,народ,халкь
280,Arbeit::N,праца,кӏвалах
281,Arbeit::N,работа,кӏвалах
282,Gast::N,госць,мугьман
283,Geschenk::N,падарунак,савкьат
284,Spiel::N,гульня,къугъун
285,Gesellschaft::N,таварыства,жемят
286,Gesellschaft::N,таварыства,общество
287,Hilfe::N,дапамога,куьмек
288,Freund::N,друг,дуст
289,Freund::N,сябар,дуст
290,Kamerad::N,прыяцель,яр-дуст
291,Angelegenheit::N,справа,кар
292,Anzahl::N,колькасць,сан
293,Anzahl::N,колькасць,кьадар
294,Art::N,від,жуьре
295,Stück::N,кусок,кӏус
296,Stück::N,кавалак,кӏус
297,Teil::N,частка,пай
298,Hälfte::N,палова,зур
299,Hälfte::N,палова,зур пай
300,Hälfte::N,палавіна,зур
301,Hälfte::N,палавіна,зур пай
302,Kreis::N,круг,круг
303,Kreis::N,круг,чкаяр
304,Kreis::N,круг,элкъвей цӏар
305,Kreuz::N,крыж,хаш
306,Linie::N,лінія,цӏар
307,Strich::N,рыса,цӏар
308,Abstand::N,прамежак,ара
309,Entfernung::N,адлегласць,мензил
310,Gegend::N,мясцовасць,чка
311,Platz::N,месца,ара
312,Ort::N,месца,чка
313,Seite::N,бок,пад
314,Mitte::N,сярэдзіна,юкь
315,Gegenstand::N,прадмет,затӏ
316,Sache::N,рэч,шей
317,Sache::N,рэч,затӏ
318,Rand::N,край,къерех
319,Kante::N,руб,син
320,Kante::N,кант,син
321,Ecke::N,вугал,пӏипӏ
322,Spitze::N,кончык,кӏвенкӏв
323,Ende::N,канец,кьил
324,Loch::N,дзірка,тӏеквен
325,Winkel::N,вугал,пӏипӏ
326,Muster::N,узор,гишир
327,Größe::N,памер,кьадар
328,Länge::N,даўжыня,яргъивал
329,Höhe::N,вышыня,кьакьанвал
330,Gewicht::N,вага,заланвал
331,Menge::N,колькасць,кьадар
332,Haufen::N,куча,хара
333,Reihe::N,рад,жерге
334,Boot::N,лодка,луьткве
335,Ruder::N,вясло,кьусу
336,Schlitten::N,сані,гъелерар
337,Ski::N,лыжа,
338,Lagerfeuer::N,вогнішча,цӏай
339,Last::N,цяжар,заланвал
340,Gang::N,ход,ериш
341,Schritt::N,шаг,къадам
342,Schritt::N,крок,къадам
343,Norden::N,поўнач,кефер
344,Norden::N,поўнач,кефер пад
345,Süden::N,поўдзень,кьибле
346,Westen::N,захад,рагъакӏидай пад
347,Osten::N,усход,рагъэкъечӏдай пад
348,Holz::N,дрэва,кӏарас
349,Holz::N,драўніна,кӏарас
350,Brett::N,дошка,кьул
351,Brett::N,дошка,тахта
352,Platte::N,пліта,
353,Stütze::N,падпорка,даях
354,Stange::N,жэрдка,юрк
355,Stock::N,палка,лаш
356,Stab::N,шост,юрк
357,Rohr::N,труба,турба
358,Haus::N,дом,ужагъ
359,Heim::N,дом,кӏвал
360,Heim::N,хата,кӏвал
361,Ofen::N,печ,пич
362,Fußboden::N,падлога,кӏвалин ччил
363,Tisch::N,стол,стол
364,Stuhl::N,стул,стул
365,Stuhl::N,крэсла,стул
366,Wiege::N,калыска,кьеб
367,Bett::N,ложак,тахт
368,Bett::N,пасцель,тахт
369,Regal::N,паліца,кьацӏ
370,Kiste::N,скрынка,ящик
371,Fenster::N,акно,дакӏар
372,Tür::N,дзверы,рак
373,Tor::N,вароты,варар
374,Zaun::N,агароджа,пару
375,Dach::N,дах,къав
376,Leiter::N,лесвіца,гурар
377,Besen::N,мятла,таран кул
378,Spaten::N,лапата,ппер
379,Spaten::N,жалязняк,ппер
380,Schaufel::N,шуфлік,хекендаз
381,Schaufel::N,лапатка,хекендаз
382,Gabel::N,відэлец,шиш
383,Löffel::N,лыжка,тӏур
384,Messer::N,нож,чукӏул
385,Nagel::N,цвік,мих
386,Netz::N,сетка,чил
387,Haken::N,крук,къармах
388,Griff::N,ручка,ттум
389,Schloss::N,замок,куьлег
390,Bild::N,карціна,шикил
391,Bild::N,карціна,суьрет
392,Figur::N,фігура,фигура
393,Puppe::N,лялька,нини
394,Beutel::N,мяшок,тагъар
395,Bündel::N,вязка,галгам
396,Tasche::N,торба,чанта
397,Eimer::N,вядро,ведре
398,Deckel::N,накрыўка,кьил
399,Deckel::N,накрыўка,къалпагъ
400,Geschirr::N,пасуда,къаб-къажах
401,Sack::N,мех,чувал
402,Tasse::N,кубак,сукӏра
403,Topf::N,каструля,къажгъан
404,Kessel::N,кацёл,къажгъан
405,Essen::N,ежа,тӏуьн
406,Nahrung::N,харч,тӏуьн
407,Speise::N,страва,хуьрек
408,Fleisch::N,мяса,як
409,Getreide::N,збожжа,техил
410,Brei::N,каша,хапӏа
411,Brei::N,каша,хешил
412,Brot::N,хлеб,фу
413,Scheibe::N,луста,чӏук
414,Scheibe::N,скібка,чӏук
415,Fett::N,тлушч,ягълу
416,Butter::N,масла,гъери
417,Öl::N,алей,ягълу
418,Salz::N,соль,кьел
419,Suppe::N,суп,суп
420,Suppe::N,суп,шурпа
421,Honig::N,мёд,вирт
422,Milch::N,малако,нек
423,Tee::N,чай,чай
424,Tee::N,гарбата,чай
425,Leder::N,скура,тумаж
426,Wolle::N,воўна,йис
427,Stoff::N,тканіна,парча
428,Nadel::N,іголка,раб
429,Faden::N,нітка,гъал
430,Knopf::N,гузік,дуьгме
431,Knoten::N,вузел,тӏвал
432,Farbe::N,фарба,ранг
433,Kleidung::N,адзенне,партал
434,Hemd::N,кашуля,перем
435,Kragen::N,каўнер,хев
436,Ärmel::N,рукаў,хел
437,Hose::N,штаны,шалвар
438,Gürtel::N,пояс,чӏул
439,Mütze::N,шапка,бармак
440,Mütze::N,шапка,бапӏах
441,Schuh::N,чаравік,ботинка
442,Stiefel::N,бот,чекме
443,Ring::N,кольца,тупӏал
444,Band::N,стужка,тасма
445,Kamm::N,расчоска,регъ
446,Spiegel::N,люстра,гуьзгуь
447,Riemen::N,рэмень,къайиш
448,Schnur::N,вяроўка,еб
449,Leine::N,павадок,
450,Decke::N,коўдра,яргъан
451,Kissen::N,падушка,хъуьцуьган
452,Tuch::N,хустка,шал
453,Handtuch::N,ручнік,дасмал
454,Kraft::N,сіла,гуж
455,Stärke::N,моц,къуват
456,Gesundheit::N,здароўе,сагъвал
457,Krankheit::N,хвароба,тӏал
458,Schmerz::N,боль,тӏал
459,Schmerz::N,боль,тӏарвал
460,Wunde::N,рана,хер
461,Fieber::N,гарачка,ифин
462,Fieber::N,ліхаманка,ифин
463,Arznei::N,лекі,дарман
464,Brücke::N,мост,муьгъ
465,Brunnen::N,калодзеж,къуй
466,Weide::N,паша,уьруьш
467,Pfad::N,сцежка,рехъ
468,Weg::N,шлях,рехъ
469,Weg::N,дарога,рехъ
470,Straße::N,вуліца,рехъ
471,Dorf::N,вёска,хуьр
472,Stadt::N,горад,шегьер
473,Brief::N,ліст,кагъаз
474,Brief::N,пісьмо,кагъаз
475,Buch::N,кніга,улуб
476,Buchstabe::N,літара,гьарф
477,Zeitung::N,газета,газета
478,Leben::N,жыццё,уьмуьр
479,Tod::N,смерць,кьиникь
480,Grab::N,магіла,сур
481,Kirche::N,касцёл,килиса
482,Kirche::N,царква,килиса
483,Sünde::N,грэх,гунагь
484,Gott::N,бог,аллагь
485,Arbeiter::N,рабочы,фяле
486,Chef::N,начальнік,гьаким
487,Meister::N,майстар,устӏар
488,Arzt::N,урач,доктор
489,Lehrer::N,настаўнік,муаллим
490,Geld::N,грошы,пул
491,Geschäft::N,заняцце,
492,Laden::N,крама,магазин
493,Laden::N,магазін,магазин
494,Preis::N,цана,къимет
495,Ware::N,тавар,мал
496,Ware::N,тавар,товар
497,Nutzen::N,выгада,хийир
498,Nutzen::N,выгада,менфят
499,Reichtum::N,багацце,девлет
500,Welt::N,свет,дуьнья
501,Land::N,краіна,уьлкве
502,Staat::N,дзяржава,пачагьлугъ
503,Staat::N,дзяржава,государство
504,König::N,кароль,пачагь
505,Macht::N,улада,власть
506,Grenze::N,граніца,сергьят
507,Krieg::N,вайна,дяве
508,Feind::N,вораг,душман
509,Gewalt::N,насілле,гуж
510,Kampf::N,барацьба,женг
511,Bogen[Waffe]::N,лук,чӏемерук
512,Pfeil::N,страла,хьел
513,Gewehr::N,ружжо,тфенг
514,Fehler::N,памылка,гъалатӏ
515,Lüge::N,хлусня,ттаб
516,Schaden::N,шкода,зиян
517,Schaden::N,шкода,зарар
518,Unglück::N,ліха,бала
519,Unglück::N,ліха,бедбахтвал
520,Unglück::N,бядота,бала
521,Unglück::N,бядота,бедбахтвал
522,Schuld::N,віна,тахсир
523,Alter::N,узрост,яш
524,Schluss::N,канец,эхир
525,Zeit::N,час,вяде
526,Tag::N,дзень,югъ
527,Morgen::N,ранак,пакама
528,Morgen::N,раніца,пакама
529,Mittag::N,паўдня,нисин
530,Mittag::N,поўдзень,нисин
531,Abend::N,вечар,няни
532,Nacht::N,ноч,йиф
533,Woche::N,тыдзень,гьафте
534,Monat::N,месяц,варз
535,Jahr::N,год,йис
536,Frühling::N,вясна,гатфар
537,Sommer::N,лета,гад
538,Herbst::N,восень,зул
539,Winter::N,зіма,кьуьд
540,Januar::N,студзень,январь
541,Februar::N,люты,февраль
542,März::N,сакавік,март
543,April::N,красавік,апрель
544,Mai::N,май,май
545,Mai::N,травень,май
546,Juni::N,чэрвень,июнь
547,Juli::N,ліпень,июль
548,August::N,жнівень,август
549,September::N,верасень,сентябрь
550,Oktober::N,кастрычнік,октябрь
551,November::N,лістапад,ноябрь
552,Dezember::N,снежань,декабрь
553,Montag::N,панядзелак,ислен
554,Dienstag::N,аўторак,саласа
555,Mittwoch::N,серада,арбе
556,Donnerstag::N,чацвер,хемис югъ
557,Freitag::N,пятніца,жуьмя
558,Freitag::N,пятніца,жуьмя югъ
559,Samstag::N,субота,киш
560,Sonntag::N,нядзеля,гьяд
561,groß::A,вялікі,еке
562,groß::A,вялікі,чӏехи
563,klein::A,маленькі,гъвечӏи
564,lang::A,доўгі,яргъи
565,kurz::A,кароткі,куьруь
566,breit::A,шырокі,гьяркьуь
567,schmal::A,вузкі,гуьтӏуь
568,dicht::A,густы,къалин
569,dick[Gegenstand]::A,тоўсты,
570,dünn::A,тонкі,кьелечӏ
571,fein::A,тонкі,шуькӏуь
572,fest::A,моцны,кӏеви
573,flach::A,плоскі,кьулу
574,glatt::A,гладкі,цӏалцӏам
575,hart::A,цвёрды,кӏеви
576,weich::A,мяккі,хъуьтуьл
577,rund::A,круглы,элкъвей
578,spitz::A,спічасты,хци
579,spitz::A,востраканцовы,хци
580,scharf::A,востры,хци
581,stumpf::A,тупы,къуьруь
582,schwer::A,цяжкі,залан
583,schön::A,прыгожы,иер
584,heiß::A,гарачы,кудай
585,warm::A,цёплы,чими
586,kalt::A,холадны,мекьи
587,kühl::A,халаднаваты,къайи
588,frisch::A,свежы,таза
589,frisch::A,свежы,михьи
590,feucht::A,вільготны,ламу
591,nass::A,мокры,кьежей
592,trocken::A,сухі,кьуру
593,voll::A,поўны,ацӏай
594,leer::A,пусты,буш
595,leer::A,пусты,ичӏи
596,offen::A,адкрыты,ахъа
597,offen::A,адчынены,ахъа
598,geschlossen::A,закрыты,кӏеви
599,geschlossen::A,зачынены,кӏеви
600,sauber::A,чысты,михьи
601,schmutzig::A,брудны,чиркин
602,schmutzig::A,брудны,кьацӏай
603,roh::A,сыры,чиг
604,roh::A,сыры,ицӏи
605,reif::A,спелы,дигмиш хьайи
606,lecker::A,смачны,дадлу
607,süß::A,салодкі,ширин
608,bitter::A,горкі,туькьуьл
609,sauer::A,кіслы,цуру
610,hell::A,светлы,экуь
611,dunkel::A,цёмны,мичӏи
612,schwarz::A,чорны,чӏулав
613,weiß::A,белы,лацу
614,rot::A,чырвоны,яру
615,gelb::A,жоўты,хъипи
616,blau::A,сіні,вили
617,grün::A,зялёны,къацу
618,grau::A,шэры,рехи
619,bunt::A,пяресты,цӏару
620,bunt::A,пяресты,яру-цӏару
621,billig::A,танны,ужуз
622,teuer::A,дарагі,багьа
623,wertvoll::A,цэнны,масан
624,wertvoll::A,каштоўны,масан
625,blind::A,сляпы,буьркьуь
626,taub::A,глухі,биши
627,kräftig::A,магутны,гужлу
628,stark::A,сільны,къуватлу
629,schwach::A,слабы,такьатсуз
630,fett::A,тлусты,куьк
631,schlank::A,стройны,шумал
632,hübsch::A,чароўны,гуьрчег
633,böse::A,злы,пис
634,dumm::A,дурны,ахмакь
635,faul::A,лянівы,тенпел
636,fleißig::A,руплівы,сяй ийидай
637,fleißig::A,руплівы,сяйи ийидай
638,geizig::A,прагны,мискьи
639,klug::A,разумны,акьуллу
640,geschickt::A,умелы,магьир
641,lieb::A,мілы,играми
642,lustig::A,вясёлы,шад
643,sanft::A,ласкавы,назик
644,sanft::A,ласкавы,милайим
645,hungrig::A,галодны,гишин
646,krank::A,хворы,кефсуз
647,nackt::A,голы,кьецӏил
648,traurig::A,сумны,пашман
649,lebendig::A,жывы,ччан алай
650,gut::A,добры,хъсан
651,gut::A,добры,вижевай
652,schlecht::A,кепскі,пис
653,richtig::A,правільны,дуьз
654,schlimm::A,агідны,нифретлу
655,wahr::A,сапраўдны,гьакъикъи
656,alt::A,стары,эски
657,alt::A,стары,куьгьне
658,neu::A,новы,цӏийи
659,ehemalig::A,былы,виликан
660,alt[Lebewesen]::A,стары,кьуьзуь
661,jung::A,малады,жегьил
662,arm::A,бедны,кесиб
663,reich::A,багаты,девлетлу
664,bekannt::A,знаёмы,чидай
665,berühmt::A,славуты,машгьур
666,fremd::A,чужы,ччара
667,verschieden::A,розны,жуьреба-жуьре
668,nah::A,блізкі,мукьвал
669,fern::A,далёкі,яргъал
670,linker::A,левы,чапла
671,rechter::A,правы,эрчӏи
672,anderer::A,іншы,маса
673,anderer::A,іншы,муькуь
674,anderer::A,другі,маса
675,anderer::A,другі,муькуь
676,erster::A,першы,сад лагьай
677,zweiter::A,другі,кьвед лагьай
678,dritter::A,трэці,пуд лагьай
679,letzter::A,апошні,эхиримжи
680,allein::ADV,сам,кьилди
681,allein::ADV,адзін,кьилди
682,auf einmal::ADV,адразу,
683,zusammen::ADV,разам,санал
684,lange::ADV,доўга,яргъалди
685,plötzlich::ADV,раптам,садлагьана
686,sofort::ADV,зараз,гьасятда
687,später::ADV,пазней,гуьгъуьнлай
688,jetzt::ADV,цяпер,гила
689,heute::ADV,сёння,къе
690,morgen::ADV,заўтра,пака
691,bald::ADV,хутка,мукьва
692,bald::ADV,хутка,мукьвара
693,bald::ADV,неўзабаве,мукьва
694,bald::ADV,неўзабаве,мукьвара
695,dann::ADV,потым,ахпа
696,gestern::ADV,учора,накь
697,einst::ADV,аднойчы,садра
698,damals::ADV,тады,а чӏавуз
699,danach::ADV,затым,ахпа
700,vorher::ADV,раней,вилик
701,zuerst::ADV,спярша,сифте
702,zuerst::ADV,спачатку,сифте
703,einmal::ADV,адзін раз,садра
704,manchmal::ADV,часам,гагь-гагь
705,oft::ADV,часта,гзаф вахтара
706,immer::ADV,заўсёды,гьамиша
707,niemals::ADV,ніколі,са чӏавузни
708,niemals::ADV,ніколі,са вахтундани
709,hier::ADV,тут,ина
710,hierhin::ADV,сюды,иниз
711,von hier::ADV,адсюль,инай
712,von hier::ADV,адгэтуль,инай
713,dort::ADV,там,ана
714,dorthin::ADV,туды,аниз
715,geradeaus::ADV,прама,дуьз
716,vorwärts::ADV,наперад,вилик
717,vorwärts::ADV,наперад,виликди
718,rückwärts::ADV,назад,кьулухъ
719,zurück::ADV,назад,
720,unten::ADV,унізе,агъада
721,hinab::ADV,уніз,агъуз
722,oben::ADV,угары,винел
723,oben::ADV,наверсе,винел
724,hinauf::ADV,угару,виниз
725,überall::ADV,усюды,вирина
726,nicht::ADV,не,ваъ
727,ein wenig::ADV,трошкі,са тӏимил
728,kaum::ADV,ледзьве,жизви
729,sehr::ADV,вельмі,лап
730,so::ADV,так,икӏ
731,noch::ADV,яшчэ,гьеле
732,nur::ADV,толькі,анжах
733,schon::ADV,ужо,хъувуна
734,schon::ADV,ужо,мадни дардиз
735,schon::ADV,ужо,мадни гуьтӏуьз
736,schon::ADV,ужо,мадни гуьтӏуь я
737,wieder::ADV,зноў,
738,vergebens::ADV,дарма,нагьакь
739,vergebens::ADV,дарма,нагьакьа
740,vergebens::ADV,дарэмна,нагьакь
741,vergebens::ADV,дарэмна,нагьакьа
742,vor::PRP,перад,вилик
743,hinter::PRP,за,кьулухъ
744,hinter::PRP,ззаду,кьулухъ
745,unter::PRP,пад,кӏаник
746,durch::PRP,праз,арадай
747,durch::PRP,праз,-кай хкатна
748,neben::PRP,каля,патав
749,neben::PRP,каля,мукьув
750,zwischen::PRP,між,ара
751,zwischen::PRP,між,арада
752,zwischen::PRP,паміж,ара
753,zwischen::PRP,паміж,арада
754,wegen::PRP,з-за,гъиляй
755,dies::PRN,гэта,и
756,dies::PRN,гэта,им
757,das::PRN,тое,а
758,das::PRN,тое,ам
759,alles::PRN,усё,вири
760,alles::PRN,усё,михьиз
761,ich::PRN,я,за
762,ich::PRN,я,зун
763,du::PRN,ты,вун
764,er::PRN,ён,ам
765,er::PRN,ён,гьа
766,wir::PRN,мы,чун
767,ihr::PRN,вы,куьн
768,sie::PRN,яны,абур
769,was::FPRN,што,вуч
770,wer::FPRN,хто,вуж
771,wo::FADV,дзе,гьина
772,wohin::FADV,куды,гьиниз
773,wie::FADV,як,гьикӏ
774,warum::FADV,чаму,вучиз
775,wieviel::FNUM,колькі,шумуд
776,eins::NUM,адзін,са
777,zwei::NUM,два,кьвед
778,drei::NUM,тры,пуд
779,vier::NUM,чатыры,кьуд
780,fünf::NUM,пяць,вад
781,sechs::NUM,шесць,ругуд
782,sieben::NUM,сем,ирид
783,acht::NUM,восем,муьжуьд
784,neun::NUM,дзевяць,кӏуьд
785,zehn::NUM,дзесяць,цӏуд
786,elf::NUM,адзінаццаць,цӏусад
787,zwölf::NUM,дванаццаць,цӏикьвед
788,zwanzig::NUM,дваццаць,къад
789,dreißig::NUM,трыццаць,къанницӏуд
790,vierzig::NUM,сорак,яхцӏур
791,fünfzig::NUM,пядзесят,яхцӏурни цӏуд
