,Concept_ID,ady,uz
679,vier::NUM,плӏы,to'rt
680,fünf::NUM,тфы,besh
681,sechs::NUM,хы,olti
682,sieben::NUM,блы,etti
683,acht::NUM,и,sakkiz
684,neun::NUM,бгъу,to'qqiz
685,zehn::NUM,пшӏы,o'n
686,elf::NUM,пшӏыкӏузы́,o'n bir
687,zwölf::NUM,пшӏыкӏутӏу,o'n ikki
688,zwanzig::NUM,тӏокӏы́,yigirma
689,dreißig::NUM,щэкӏы,o'ttiz
690,vierzig::NUM,тӏокӏи́тӏу,qirq
691,fünfzig::NUM,шъэны́ыкъу,ällik
692,sechzig::NUM,тӏокӏи́щ,oltmish
693,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,etmish
694,achtzig::NUM,тӏокӏи́пӏ,sakson
695,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,to'qson
696,hundert::NUM,шъэ,yuz
697,tausend::NUM,мин,ming
698,und::CNJ,ыкӏи,va
699,oder::CNJ,е,yo
700,stehen::V,ущытын,turmoq
701,stehen::V,умыхъыен,turmoq
702,sitzen::V,уисын,o'tirmoq
703,sitzen::V,утесын,o'tirmoq
704,liegen::V,телъы́н,yotmoq
705,hängen::V,къыщылэлын,osilmoq
706,hängen::V,къыщылэлын щыгъын быхъур,osilmoq
707,werden::V,хъун,bo'lmoq
708,passieren::V,къэхъун,bo'lib o'tmoq
709,beginnen::V,къежьэн,boshlanmoq
710,beginnen::V,къыублэн,boshlanmoq
711,enden::V,ухы́н,bitmoq
712,wechseln::V,зэхъожьы́н,o'zgarmoq
713,aufgehen[Sonne]::V,къыкъокӏы́н,chiqmoq
714,untergehen[Sonne]::V,къохьан,botmoq
715,scheinen[Sonne]::V,къепсыи,yaraqlamoq
716,donnern::V,гъогъон,gulduramoq
717,wehen::V,епщэ́н,elpimoq
718,strömen::V,чъэн,oqmoq
719,fließen::V,чъэн,oqmoq
720,sich drehen::V,зыгъэчэрэгъу́н,aylanmoq
721,schwanken::V,хъые́н,qoqilmoq
722,schwingen::V,зыгъэхъые́н,lopillamoq
723,fallen::V,къефэхы́н,tushmoq
724,brennen::V,стын,yonmoq
725,rauchen::V,ӏугъо къикӏын,tutamoq
726,regnen::V,къещхы́н,yomg'ir yog'moq
727,gefrieren::V,дыкъын,muzlamoq
728,tauen::V,жъун,ärimoq
729,schmelzen::V,ткӏун,ärimoq
730,trocknen::V,гъушъы́н,qurimoq
731,trocknen::V,чъэпхъу́н,qurimoq
732,sieden::V,жъон,qaynamoq
733,faulen::V,шъун,chirimoq
734,verfaulen::V,шъун,chirimoq
735,reißen::V,зэӏэтхъы́н,qayt qilmoq
736,versinken::V,чӏихьан,g'arq bo'lmoq
737,vergehen::V,блэкӏы́н,o'tmoq
738,erscheinen::V,къэлъэгъон,zuhur ätmoq
739,verschwinden::V,кӏодыжьы́н,yo'qolmoq
740,abnehmen::V,къыкӏичын,kamaymoq
741,zunehmen::V,хэхъо́н,urchimoq
742,steigen::V,къежьэн,oshmoq
743,wachsen::V,хэхъо́н,o'smoq
744,wachsen::V,къэкӏы́н,o'smoq
745,glänzen::V,цӏыу́н,porlamoq
746,funkeln::V,жъыу́н,yalt ätmoq
747,lärmen::V,бырсыры́н,taraq ätmoq
748,läuten::V,теон,jiringlamoq
749,klingeln::V,теон,jiringlamoq
750,brausen::V,шъуин,vag'illamoq
751,rauschen::V,макъэ гъэӏун,shitirlamoq
752,klingen::V,къыхэӏукӏын,yangramoq
753,bellen::V,хьакъу́н,hurmoq
754,heulen::V,быун,uvlamoq
755,blasen::V,епщэ́н,puflamoq
756,pfeifen::V,шъуин,xushtak chalmoq 
757,schreien::V,куо́н,qiyqirmoq
758,schreien::V,кӏыи́н,qiyqirmoq
759,stöhnen::V,щэӏун,nola qilmoq
760,zittern::V,кӏэзэзын,titramoq
761,leben::V,псэу́н,yashamoq
762,geboren werden::V,къэхъун,tug'ilmoq
763,atmen::V,жьы къэщэ́н,nafas chiqarmoq
764,trinken::V,ешъо́н,ichmoq
765,essen::V,шхын,emoq
766,schlucken::V,бдырыин,yutmoq
767,müde werden::V,пшъын,horimoq
768,einschlafen::V,хэчъыен,uxlab qolmoq
769,schlafen::V,чъые́н,uxlamoq
770,aufwachen::V,къэущы́н,uyg'onmoq
771,aufstehen::V,уцу́н,qo'pmoq
772,sich erholen::V,зыгъэпсэфын,dam olmoq
773,krank werden::V,сымаджэ́ хъун,kasallanmoq
774,krank sein::V,сымэджэ́н,betob yotmoq
775,schmerzen::V,сымэджэ́н,og'rimoq
776,husten::V,пскэ́н,yo'talmoq
777,genesen::V,хъужьын,tuzalmoq
778,sterben::V,лӏэн,o'lmoq
779,umkommen::V,хэкӏодэн,halok bo'lmoq
780,sich bewegen::V,хъые́н,harakat qilmoq
781,sich rühren::V,хъые́н,qimirlamoq
782,sich erheben::V,къэтэджын,qo'pmoq
783,sich setzen::V,тӏысы́н,o'tirmoq
784,hinfallen::V,ебэджы́н,yiqilmoq
785,laufen::V,кӏон,yurmoq
786,schreiten::V,кӏон,yurmoq
787,spazierengehen::V,къэкӏухьэн,sayr ätmoq
788,eilen::V,гузэжъон,tezlamoq
789,sich beeilen::V,гуӏэ́н,shoshmoq
790,sausen::V,псынкӏэ́у чъэн,chopqillamoq
791,rennen::V,чъэн,yugurmoq
792,springen::V,пкӏэн,sakramoq
793,klettern::V,дэцохъоен,yuqorilamoq
794,schaukeln::V,уешӏэн,irg'amoq
795,kriechen::V,цохъо́н,ämaklamoq
796,schwimmen::V,есы́н,suzmoq
797,tauchen::V,зычӏэгъэо́н,chu'mmoq
798,rudern::V,къошъо бэщкӏэ фын,eshkak eshmoq
799,fahren::V,кӏон,haydamoq
800,fliegen::V,быбы́н,uchmoq
801,gehen::V,кӏон,bormoq
802,weggehen::V,ӏукӏын,ketoq
803,abfahren::V,ежьэн,jo'namoq
804,anhalten::V,къэуцу́н,to'xtamoq
805,hineingehen::V,ихьан,kirmoq
806,eintreten::V,чӏэхьан,kirmoq
807,kommen::V,къэкӏо́н,kelmoq
808,ankommen::V,къэсы́н,etib kelmoq
809,zurückkommen::V,гъэзэжьын,qaytib kelmoq
810,bleiben::V,къэнэ́н,qolmoq
811,warten::V,пэплъэ́н,poylamoq
812,erwarten::V,ежэн,kutmoq
813,suchen::V,лъыхъу́н,izlamoq
814,finden::V,къэгъоты́н,topmoq
815,finden::V,къыхэгъэщы́н,topmoq
816,versuchen::V,пылъы́н,chalishmoq
817,vorbereiten::V,гъэхьазыры́н,hozirlamoq
818,lieben::V,шӏу плъэгъу́н,sevmoq
819,mögen::V,шӏу плъэгъу́н,ardoqlamoq
820,lachen::V,щхын,kulmoq
821,rühren::V,гур гъэузын,ta'sirlantirmoq
822,weinen::V,гъын,yig'lamoq
823,schimpfen::V,хъонэн,koyinmoq
824,sich ärgern::V,губжы́н,g'azab qilmoq
825,sich fürchten::V,щынэ́н,hurkmoq
826,fürchten::V,щынэ́н,qo'rqmoq
827,sehen::V,льэгъу́н,ko'rmoq
828,anschauen::V,плъэн,razm solmoq
829,anschauen::V,еплъы́н,razm solmoq
830,ansehen::V,плъэн,razm qilmoq
831,hören::V,зэхэхын,äshitmoq
832,zuhören::V,дэӏо́н,tinglamoq
833,probieren::V,хэӏэн,tatib ko'rmoq
834,riechen::V,пэмэ́н,iskamoq
835,fühlen::V,зэхэпшӏэн,sezmoq
836,scheinen::V,уащыхъу́н,tuyilmoq
837,scheinen::V,уашӏошӏы́н,tuyilmoq
838,zu sehen sein::V,зэрэлъэгъу́н,ko'rinmoq
839,vernehmen::V,зэхэхын,äshitmoq
840,frieren::V,дыкъын,sovuq qotmoq
841,frieren::V,пӏыкӏэн,sovuq qotmoq
842,frieren::V,чъыӏэ́ лӏэн,sovuq qotmoq
843,tun::V,шӏын,ätmoq
844,können::V,лъэкӏы́н,-a olmoq
845,können::V,лъэкӏы́н,-y olmoq
846,wollen::V,фэе́н,istamoq
847,anfangen::V,ублэн,boshlamoq
848,beenden::V,ухы́н,bitirmoq
849,aufhören::V,щыгъэтын,tinmoq
850,gelingen::V,хъун,muvaffaqiyat qozonmoq
851,öffnen::V,ӏухы́н,ochmoq
852,schließen::V,игъэсэн,yopmoq
853,stellen::V,бгъэуцун,qo'ymoq
854,setzen::V,гъэтӏысы́н,o'tqazmoq
855,legen::V,хэлъхьа́н,yotqizmoq
856,berühren::V,эӏэн,tegmoq
857,berühren::V,нэсын,tegmoq
858,verbinden::V,зэхэпхэ́н,ulamoq
859,verbinden::V,пхын,ulamoq
860,bedecken::V,техъо́н,bekitmoq
861,aufhängen::V,пылъэ́н,ildirmoq
862,anzünden::V,хэгъэнэ́н,yondirmoq
863,zurücklassen::V,къэгъэнэ́н,ayrilmoq
864,verlieren::V,чӏэ́нэн,yo'qotmoq
865,verlieren::V,шӏокӏоды́н,yo'qotmoq
866,fallen lassen::V,чӏэунэн,tushirmoq
867,fallen lassen::V,пӏэпызын,tushirmoq
868,machen::V,шӏын,qilmoq
869,herstellen::V,шӏы́н,chiqarmoq
870,bauen::V,шӏы́н,solmoq
871,reparieren::V,дыжьы́н,tuzatmoq
872,verbessern::V,нахьышӏу пшӏын,isloh qilmoq
873,verbessern::V,нахь дэгъу пшӏын,isloh qilmoq
874,ändern::V,зэблэхъу́н,o'zgartirmoq
875,graben::V,тӏын,qazimoq
876,biegen::V,уфэн,bukmoq
877,drehen::V,гъэчэрегъу́,aylantirmoq
878,wenden::V,пӏонтӏэн,burmoq
879,wenden::V,бгъэзэн,burmoq
880,wenden::V,уӏубын,burmoq
881,heben::V,ӏэты́н,yuksaltirmoq
882,hochheben::V,ӏэты́н,ko'tarmoq
883,ergreifen::V,къэубыты́н,tutamlamoq
884,halten::V,ӏыгъы́н,tutmoq
885,drücken::V,тэӏункӏэн,bosmoq
886,schieben::V,уеӏункӏын,surmoq
887,schieben::V,уетӏыргун,surmoq
888,kratzen::V,цӏэнтхъун,qashimoq
889,lecken::V,бзэи́н,mijimoq
890,beißen::V,ецэкъэ́н,tishlamoq
891,abreißen::V,къичын,emirmoq
892,abreißen::V,пытхъын,emirmoq
893,abschneiden::V,пыупкӏын,cho'rt kesmoq
894,abschneiden::V,гобзыкӏын,cho'rt kesmoq
895,binden::V,епхын,bog'lamoq
896,stecken::V,хэсэн,suqmoq
897,brechen::V,зэпыпкӏын,sindirmoq
898,klopfen::V,теон,dukurlamoq
899,hauen::V,теон,urmoq
900,kleben::V,щхэн,yopishtirmoq
901,reiben::V,пӏотын,surkamoq
902,streichen::V,щыфэн,surkamoq
903,schleifen::V,гъэчаны́н,qayramoq
904,schleifen::V,кӏэлыкӏы́н,qayramoq
905,schneiden::V,бзын,kesmoq
906,rütteln::V,гъэсысын,chayqamoq
907,schütteln::V,гъэсысын,chayqamoq
908,schwenken::V,ӏэ шӏын,chayqatmoq
909,schütten::V,икӏэ́н,quymoq
910,füllen::V,из шӏын,to'ldirmoq
911,einwickeln::V,кӏоцӏыщыхьа́н,chulg'amoq
912,tragen::V,хьын,tashimoq
913,schleppen::V,пхьын,sudramoq
914,schleppen::V,плъэшъун,sudramoq
915,ziehen::V,пкъудыин,tortmoq
916,ziehen::V,пщэн,tortmoq
917,ziehen::V,плъэшъун,tortmoq
918,aufbewahren::V,пӏыгъын,tutmoq
919,aufbewahren::V,уухъумэн,tutmoq
920,werfen::V,дзын,tashlamoq
921,fangen::V,къэубыты́н,tutmoq
922,packen::V,къэубыты́н,opqochmoq
923,verstecken::V,бгъэбылъын,yashirmoq
924,teilen::V,гощы́н,bo'lmoq
925,schicken::V,гъахьы́н,yubormoq
926,bringen::V,къэхьы́н,keltirmoq
927,hinzufügen::V,хэгъэхъо́н,tirkamoq
928,nehmen::V,къытехы́н,olmoq
929,wählen::V,къыхэхы́н,saylamoq
930,auswählen::V,къыхэхы́н,saylamoq
931,bewahren::V,къэухъумэн,saqlamoq
932,behindern::V,пэрыохъу хъун,xalal bermoq
933,verderben::V,къутэн,xazon qilmoq
934,beschädigen::V,къутэн,buzmoq
935,zerbrechen::V,къутэн,sindirmoq
936,zerreißen::V,зэӏэтхъы́н,yirtmoq
937,zerstören::V,къутэ́н,vayron qilmoq
938,verbrennen::V,гъэсты́н,kuydirmoq
939,geben::V,еты́н,bermoq
940,reichen::V,еты́н,bermoq
941,schenken::V,еты́н,sovg'a qilmoq
942,versprechen::V,гъэгугъэ́н,va'da bermoq
943,wünschen::V,шӏоигъо́н,orziqmoq
944,loben::V,щытхъун,maqtamoq
945,küssen::V,ебэу́н,o'pmoq
946,wiegen::V,гъэхъыен,tebratmoq
947,zudecken::V,техъо́н,yopmoq
948,wecken::V,къэгъэущы́н,uyg'otmoq
949,zeigen::V,гъэлъэгъо́н,ko'rsatmoq
950,führen::V,щэн,boshlik bo'lmoq
951,lehren::V,егъэджэ́н,o'rgatmoq
952,lehren::V,егъэшӏэн,o'rgatmoq
953,unterrichten::V,егъэджэ́н,dars bermoq
954,aufziehen::V,пӏун,o'stirmoq
955,leiten::V,гъэзекӏон,boshqarmoq
956,antreiben::V,къепфылӏэн,shoshiltirmoq
957,lassen::V,еты́н,ruxsat bermoq
958,einladen::V,къегъэблэгъэн,taklif kilmoq
959,vereinigen::V,зэгогъэхьан,qo'shmoq
960,besuchen::V,щыӏэ́н,mehmonga bormoq
961,treffen::V,ӏукӏэ́н,duchor bo'lmoq
962,treffen::V,пэгъокӏы́н,duchor bo'lmoq
963,sich versammeln::V,зэхэхьан,to'planmoq
964,spielen::V,джэгу́н,o'ynamoq
965,singen::V,орэ́д къэӏо́н,yalla qilmoq
966,tanzen::V,къэшъо́н,raqs qilmoq
967,sich trennen::V,зэгокӏыжьы́ных,yakkalanmoq
968,verlassen::V,бгынэн,qoldirmoq
969,verlassen::V,хэкӏыжьын,qoldirmoq
970,retten::V,къыхэпхыжьын,qutqazmoq
971,retten::V,къэбгъэнэжьын,qutqazmoq
972,bewachen::V,къэгъэгъунэн,qo'rimoq
973,schützen::V,ухъумэ́н,yoniga olmoq
974,verteidigen::V,къэухъумэн,yoqlamoq
975,sich schlagen::V,эзэон,yoqalashmoq
976,schießen::V,он,otmoq
977,siegen::V,текӏо́н,engmoq
978,ärgern::V,бгъэгубжын,jahl chiqarmoq
979,schlagen::V,ео́н,urmoq
980,stechen::V,хэӏун,qadamoq
981,stoßen::V,тӏыро́н,turtmoq
982,stoßen::V,уеӏункӏын,turtmoq
983,stehlen::V,тыгъу́н,o'g'rilamoq
984,stören::V,бгъэгумэкӏын,tebratmoq
985,belästigen::V,бгъэгумэкӏын,g'ashini keltirmoq
986,verbergen::V,ушъэфын,berkitmoq
987,täuschen::V,гъэпцӏэ́н,aldamoq
988,betrügen::V,гъэпцӏэ́н,tirriq qilmoq
989,töten::V,уикӏын,o'ldirmoq
990,wohnen::V,дэсын,istiqomat qilmoq
991,arbeiten::V,лэжьэ́н,ishlamoq
992,sammeln::V,угъои́н,yig'moq
993,pflücken::V,къыпычы́н,termoq
994,jagen::V,шэкӏон,ov qilmoq
995,jagen::V,ешэкӏон,ov qilmoq
996,fischen::V,пцэжъые уешэн,baliq ovlamoq
997,fassen::V,къэубыты́н,ilinmoq
998,hüten::V,хэхъо́н,boqtirmoq
999,treiben::V,пфын,haydamoq
1000,anbinden::V,епхын,bog'lamoq
1001,füttern::V,гъэшхэ́н,edirmoq
1002,melken::V,щын,sog'moq
1003,hacken::V,упкӏэтэн,chopmoq
1004,gießen::V,тепкӏэн,oqizmoq
1005,reifen::V,игъо хъун,qizarmoq
1006,zubereiten::V,бгъэхьазырын,pishirmoq
1007,kochen::V,шӏы́н,qaynatmoq
1008,backen::V,гъэжъэ́н,yopmoq
1009,braten::V,гъэжъэ́н,qovurmoq
1010,umrühren::V,зэхэгъэкӏухьан,atalamoq
1011,stricken::V,хъын,to'qimoq
1012,nähen::V,дэн,tikmoq
1013,färben::V,бгъэлэн,bo'yoqlamoq
1014,reinigen::V,укъэбзы́н,tozalamoq
1015,waschen::V,бгыкӏын,yuvmoq
1016,abwischen::V,лъэкӏы́н,surkamoq
1017,spülen::V,дэгъэчъыхьан,chaymoq
1018,fegen::V,пхъэнкӏы́н,cho'tkalamoq
1019,kehren::V,пхъэнкӏы́н,supurmoq
1020,baden::V,зыгъэпскӏын,cho'milmoq
1021,sich waschen::V,зытхьакӏы́н,yuvinmoq
1022,ausziehen::V,къытехы́н,echintirmoq
1023,anziehen::V,щылъэ́н,kiymoq
1024,sich anziehen::V,зыфэпэн,kiyinmoq
1025,kämmen::V,жьын,taramoq
1026,schmücken::V,гъэдэхэ́н,yasatmoq
1027,sagen::V,къэӏон,aytmoq
1028,sprechen::V,псэлъэ́н,so'zlamoq
1029,reden::V,гущыӏэ́н,gapirmoq
1030,sich unterhalten::V,зэдэгущыӏэн,suhbatlashmoq
1031,fragen::V,упчӏэ́н,so'ramoq
1032,bitten::V,лъэӏо́н,iltimos qilmoq
1033,erzählen::V,къэпӏотэ́н,aytib bermoq
1034,mitteilen::V,макъэ егъэӏун,bildirmoq
1035,nennen::V,цӏэ фэусы́н,atamoq
1036,rufen::V,джэн,chaqirmoq
1037,prahlen::V,узыщытхъужьы́н,gerdaymoq
1038,übersetzen::V,бгъэкӏотэн,tarjima qilmoq
1039,denken::V,егупшысэ́н,o'ylamoq
1040,glauben::V,уивыхъэ́ телъы́н,ishonmoq
1041,bemerken::V,гу лъыптэ́н,payqamoq
1042,erkennen::V,зэхэпхын,tanimoq
1043,erkennen::V,зэбгъэшӏэн,tanimoq
1044,begreifen::V,гурыӏо́н,tushunmoq
1045,verstehen::V,зэхэхын,anglamoq
1046,lernen::V,еджэ́н,o'qimoq
1047,wissen::V,шӏэн,bilmoq
1048,sich erinnern an::V,къэшӏэжьын,äsni tanimoq
1049,vergessen::V,пщыгъупшэжьы́н,unutmoq
1050,messen::V,шын,o'lchamoq
1051,zählen::V,плъытэ́н,raqamlamoq
1052,rechnen::V,плъытэ́н,cho'tlamoq
1053,rechnen::V,угугъэ́н,cho'tlamoq
1054,lesen::V,еджэ́н,o'qimoq
1055,malen::V,шӏын,rasm solmoq
1056,zeichnen::V,шӏын,chizmoq
1057,schreiben::V,тхын,yozmoq
1058,besitzen::V,иӏэн,ägalamoq
1059,kaufen::V,щэфы́н,olmoq
1060,verkaufen::V,щэн,sotmoq
1061,bezahlen::V,птын,to'lamoq
1062,bezahlen::V,лъыптын,to'lamoq
1063,bezahlen::V,птыжьы́н,to'lamoq
1064,zahlen::V,птын,to'lamoq
1065,zahlen::V,лъыптын,to'lamoq
1066,beherrschen::V,иунаеу иӏэн,ägalamoq
1067,ertragen::V,щэчы́н,chidamoq
1068,Schnurrbart::N,,mo'ylov
1069,Nabel::N,,kindik
1070,Wetter::N,,havo
1071,Frost::N,,ajoz
1072,Raureif::N,,qirov
1073,Adler::N,,burgut
1074,Schwan::N,,oqkush
1075,Ton::N,,un
1076,Sache::N,,buyum
1077,Schlitten::N,,chana
1078,Last::N,,yuk
1079,Figur::N,,shakl
1080,Bündel::N,,bog'lam
1081,Schuh::N,,but
1082,Arzt::N,,hakim
1083,lebendig::A,,hayotiy
1084,zuerst::ADV,,avval
1085,manchmal::ADV,,onda-sonda
1086,niemals::ADV,,hargiz
1087,hier::ADV,,shu erda
1088,hierhin::ADV,,beri
1089,von hier::ADV,,shu erdan
1090,schon::ADV,,endi
1091,sinken::V,,pasaymoq
1092,klirren::V,,sharaqlamoq
1093,fliehen::V,,qochmoq
1094,flüchten::V,,qochmoq
1095,geraten::V,,bo'lmoq
1096,aufheben::V,,ko'tarmoq
1097,beugen::V,,bukmoq
1098,umdrehen::V,,ag'darmoq
1099,bekommen::V,,olmoq
1100,erhalten::V,,olmoq
1101,treten::V,,tepmoq
