,Concept_ID,ab,vep
729,hierhin::ADV,араҟа,tänna
730,von hier::ADV,арантә,täspäi
731,von hier::ADV,арантә,sid'päi
732,dort::ADV,уа,sigä
733,dorthin::ADV,уахь,sinna
734,dorthin::ADV,уахь,nakkale
735,dorthin::ADV,анахь,sinna
736,dorthin::ADV,анахь,nakkale
737,geradeaus::ADV,ишиашоу,kohtha
738,vorwärts::ADV,ҕхьаҟа,edehe
739,rückwärts::ADV,шьҭахьла,sel'gin
740,zurück::ADV,шьҭахьҟа,tagaze
741,unten::ADV,лбаа,alahan
742,hinab::ADV,алада,alaz
743,hinab::ADV,алада,alahaks
744,oben::ADV,хыхь,ülähän
745,hinauf::ADV,аҩада,ülez
746,hinauf::ADV,аҩада,ülähäks
747,überall::ADV,зегьынцьара,kaikjal
748,nicht::ADV,-м,ei
749,ein wenig::ADV,ҕыҭк,vähän
750,kaum::ADV,аарлаҳәа,habi
751,kaum::ADV,афергьҳәа,habi
752,sehr::ADV,даара,lujas
753,so::ADV,ас,muga
754,so::ADV,ас,ninga
755,so::ADV,абас,muga
756,so::ADV,абас,ninga
757,noch::ADV,макьана,völ
758,nur::ADV,заҵәык,järg
759,nur::ADV,заҵәык,vaiše
760,schon::ADV,уажәшьҭа,jo
761,schon::ADV,аиҳа ипоу,jo
762,wieder::ADV,ҿыц,möst
763,wieder::ADV,дырҩегь,möst
764,wieder::ADV,дырҩегьых,möst
765,vergebens::ADV,баша,uhtei
766,vor::PRP,аҕхьа,edes
767,hinter::PRP,нхыҵ,taga
768,unter::PRP,амҵа,al
769,unter::PRP,амҵан,al
770,neben::PRP,ааигуара,rindal
771,zwischen::PRP,абжьара,keskes
772,wegen::PRP,-иззы,tagut
773,wegen::PRP,-ҟнытә,tagut
774,dies::PRN,ари,nece
775,dies::PRN,абри,nece
776,das::PRN,Абни,se
777,das::PRN,убри,se
778,alles::PRN,зегьы,kaik
779,ich::PRN,са,minä
780,ich::PRN,сара,minä
781,du::PRN,бара,sinä
782,er::PRN,иара,hän
783,wir::PRN,ҳара,mö
784,ihr::PRN,шәара,tö
785,sie::PRN,дара,hö
786,wer::FPRN,дарбан,ken
787,wo::FADV,иабыкуу,kus
788,wo::FADV,аба-,kus
789,wo::FADV,ахь-,kus
790,wohin::FADV,иабыкуу,kuna
791,wohin::FADV,аба-,kuna
792,wohin::FADV,ахь-,kuna
793,wie::FADV,-шҕа,kut
794,wie::FADV,-шҕа,mit'
795,warum::FADV,избан,mikš
796,wieviel::FNUM,заҟа,äjak
797,wieviel::FNUM,заҟа,kuverz'
798,eins::NUM,акы,üks'
799,eins::NUM,аӡәы,üks'
800,zwei::NUM,ҩба,kaks'
801,drei::NUM,хҕа,koume
802,vier::NUM,ҕшьба,nel'l'
803,fünf::NUM,хəба,viž
804,sechs::NUM,фба,kuz'
805,sieben::NUM,Бжьба,seičeme
806,acht::NUM,ааба,kahesa
807,neun::NUM,жәба,ühesa
808,zehn::NUM,жәаба,kümne
809,elf::NUM,жәеизатәи,üks'toštkümne
810,zwölf::NUM,жәаҩа,kaks'toštkümne
811,zwanzig::NUM,ҩажәа,kaks'kümne
812,dreißig::NUM,ҩажәижәабатәи,koumekümne
813,vierzig::NUM,ҩынҩажәа,nel'l'kümne
814,fünfzig::NUM,ҩынҩажәеижәаба,vižkümne
815,sechzig::NUM,хынҩажәа,kuz'kümne
816,siebzig::NUM,хынҩажәижәаба,seičemekümne
817,achtzig::NUM,ҕшьынҩажәа,kahesakümne
818,neunzig::NUM,ҕшьынҩажәижәаба,ühesakümne
819,hundert::NUM,шәкы,sada
820,tausend::NUM,зқьы,tuha
821,und::CNJ,-и,i
822,und::CNJ,-и,da
823,oder::CNJ,ма,vai
824,stehen::V,агылазаара,seišta
825,sitzen::V,атəара,ištta
826,sitzen::V,атəа(заа)ра,ištta
827,liegen::V,аиара,venuda
828,hängen::V,акнаҳара,ripta
829,werden::V,аҟалара,lindä
830,werden::V,аҟалара,tehtas
831,passieren::V,аҟалара,ozaitas
832,beginnen::V,алагара,augotadas
833,enden::V,алгара,loptas
834,wechseln::V,аҽыҧсахра,vajehtadas
835,aufgehen[Sonne]::V,агылара,nousta
836,aufgehen[Sonne]::V,ахашлара,nousta
837,aufgehen[Sonne]::V,аҩаҵхахара,nousta
838,untergehen[Sonne]::V,аҭашəара,lasktas
839,scheinen[Sonne]::V,акаҧхара,paštta
840,donnern::V,адыдра,juraita
841,wehen::V,асра,dölta
842,wehen::V,асра,puhuda
843,strömen::V,акаҭəара,valadas
844,fließen::V,ацара,valuda
845,sich drehen::V,ахагьежьра,punotas
846,schwanken::V,аҵысра,čibuda
847,schwingen::V,ахызазара,čibuda
848,schwingen::V,акьаандара,čibuda
849,fallen::V,акаҳара,langeta
850,brennen::V,абылра,pallada
851,rauchen::V,ахылҵра,savustada
852,regnen::V,аура,vihmda
853,gefrieren::V,аҵаара,jäduda
854,gefrieren::V,аҵаара,kül'mdä
855,tauen::V,аӡҭра,sulada
856,schmelzen::V,ақəӡыҭра,sulada
857,schmelzen::V,аҭəара,sulada
858,trocknen::V,абара,kuida
859,trocknen::V,абара,kuivehtuda
860,sieden::V,ашра,kehuda
861,faulen::V,абаара,hapata
862,faulen::V,абаара,traudäs
863,verfaulen::V,абаара,hapata
864,verfaulen::V,аилашра,hapata
865,reißen::V,аҧжəара,rebita
866,versinken::V,аӡааҟəрылара,upota
867,vergehen::V,ацара,mända
868,erscheinen::V,ацəырҵра,ozutadas
869,verschwinden::V,аҵашəкəара,hajeta
870,sinken::V,атəара,väheta
871,sinken::V,атəара,lasktas
872,sinken::V,алаҟəра,väheta
873,sinken::V,алаҟəра,lasktas
874,abnehmen::V,ацӡаара,peneta
875,abnehmen::V,аиҵалара,peneta
876,zunehmen::V,аҽырҭбаара,ližaduda
877,zunehmen::V,аиҵыҵра,ližaduda
878,zunehmen::V,арацəахара,ližaduda
879,steigen::V,азҳара,nousta
880,steigen::V,ашьҭыҵра,nousta
881,steigen::V,адухара,nousta
882,steigen::V,ацлара,nousta
883,wachsen::V,азҳара,kazda
884,glänzen::V,ацыр-цырра,loštta
885,glänzen::V,ацыҩ-цыҩра,loštta
886,glänzen::V,аказказра,loštta
887,funkeln::V,ашап-шапра,hoštta
888,funkeln::V,ацым-цымра,hoštta
889,lärmen::V,ашьҭыбжьгара,robaita
890,lärmen::V,аҕьҕьаҳәа аилалара,robaita
891,läuten::V,аҵəҵəасра,judaita
892,klingeln::V,аҵəҵəасра,kelotada
893,klirren::V,ахьархьарра,biraita
894,klirren::V,архьархьарра,biraita
895,brausen::V,аилаҽҽара,bruncta
896,brausen::V,еилашуера,bruncta
897,klingen::V,агара,heläita
898,klingen::V,ашьҭыбжь гара,heläita
899,bellen::V,ашра,nutta
900,heulen::V,ауура,ulaita
901,blasen::V,аҭəҳəара,puhuda
902,pfeifen::V,ашəшəра,pistta
903,pfeifen::V,ашəшəра,vihelta
904,schreien::V,аҳəҳəара,kirkta
905,schreien::V,аҳəҳəара,kidastada
906,schreien::V,ахəаара,kirkta
907,schreien::V,ахəаара,kidastada
908,schreien::V,аҟаара,kirkta
909,schreien::V,аҟаара,kidastada
910,stöhnen::V,ақьра,ohkta
911,stöhnen::V,ақьра,voivotada
912,zittern::V,аҵыс-ҵысра,säraita
913,leben::V,аҟазаара,eläda
914,geboren werden::V,Аира,sünduda
915,atmen::V,аҕсыҕ лагаҩагара,henktä
916,trinken::V,ажəра,joda
917,essen::V,акрыфара,söda
918,schlucken::V,албаадара,lainata
919,müde werden::V,ааҕсара,väzuda
920,müde werden::V,ааҕсара,šuštuda
921,einschlafen::V,ацəара,uinota
922,schlafen::V,ацəазаара,magata
923,schlafen::V,ацəазаара,nukkuda
924,aufwachen::V,аҿыхара,heraštuda
925,aufstehen::V,Агəылҵра,nousta
926,sich erholen::V,аҧсшьара,lebaitas
927,krank werden::V,ачмазаҩхара,läžegata
928,krank sein::V,аҳəарҧсарра,läžuda
929,schmerzen::V,ахьра,kibištada
930,husten::V,аимҳәара,rügda
931,genesen::V,абзиахара,tervehtuda
932,genesen::V,аӷəӷəахара,tervehtuda
933,sterben::V,аҧсра,kolda
934,umkommen::V,аҭахара,kolda
935,sich bewegen::V,аиҭаҵра,likkuda
936,sich rühren::V,ақəацара,likahtada
937,sich rühren::V,ақəацара,kubahtada
938,sich erheben::V,аҩагылара,nousta
939,sich setzen::V,атəара,išttas
940,hinfallen::V,акаҳара,langeta
941,laufen::V,аныҟəара,kävuda
942,schreiten::V,ашьаҿа еихгара,astta
943,schreiten::V,ашьаҿа еихгара,haškta
944,spazierengehen::V,анеи-ааира,kävelta
945,eilen::V,аццакра,kiruhtada
946,sich beeilen::V,аццакра,kiruhtada
947,sausen::V,аҧырра,fun'urta
948,sausen::V,иҭрысны,fun'urta
949,sausen::V,ишьҭҟьаны ацара,fun'urta
950,rennen::V,аҩра,joksta
951,springen::V,аҧара,hüptä
952,klettern::V,ақəлара,libuda
953,schaukeln::V,аҟəараҟəанҽара,čibuda
954,kriechen::V,аҳəазара,ličtas
955,schwimmen::V,аӡсара,ujuda
956,tauchen::V,ахəӡааҵəира,čukautas
957,rudern::V,аҵшьра,souta
958,fahren::V,акала,ajada
959,fahren::V,акала,ajelda
960,fliegen::V,аҧырра,leta
961,gehen::V,аиҭаҵра,mända
962,gehen::V,аиҭаҵра,kävuda
963,weggehen::V,ацара,päzda
964,weggehen::V,ацара,lähtta
965,abfahren::V,адəықəлара,tönduda
966,abfahren::V,ацара,tönduda
967,anhalten::V,ааныргылара,seižutadas
968,hineingehen::V,аҭалара,mända südäimehe
969,eintreten::V,аҩналара,tulda
970,kommen::V,аара,tulda
971,kommen::V,ааира,tulda
972,ankommen::V,ааира,tulda
973,ankommen::V,аара,tulda
974,ankommen::V,анеира,tulda
975,zurückkommen::V,азыхынҳəра,pörtas
976,bleiben::V,аанхара,jäda
977,bleiben::V,анхара,jäda
978,bleiben::V,аангылара,jäda
979,warten::V,азҧшзаара,varastada
980,erwarten::V,азҧшра,varastada
981,suchen::V,ашьҭазаара,ectä
982,finden::V,аҧшаара,löuta
983,versuchen::V,аҽазкра,ladida
984,versuchen::V,аҽазкра,rohkaita
985,vorbereiten::V,армазеира,vaumita
986,lieben::V,абзиабара,armastada
987,mögen::V,агəаҧхара,navedida
988,lachen::V,аччара,nagrda
989,rühren::V,арҵəуара,likutada
990,weinen::V,аҵəуара,itkta
991,schimpfen::V,ацəҳара,laidas
992,schimpfen::V,ацəҳара,pačatada
993,sich ärgern::V,агəаара,rändüda
994,sich fürchten::V,аӡыӡара,varaita
995,fürchten::V,ацəшəара,varaita
996,fliehen::V,абналара,pageta
997,fliehen::V,ацəцара,pageta
998,flüchten::V,абналара,pageta
999,flüchten::V,абналара,joksta
1000,flüchten::V,ацəцара,pageta
1001,flüchten::V,ацəцара,joksta
1002,sehen::V,абара,nähta
1003,anschauen::V,ахəаҧшра,kacta
1004,ansehen::V,ахəаҧшра,kacta
1005,hören::V,аҳара,kulda
1006,zuhören::V,азыӡырҩра,kundeltas
1007,probieren::V,аҧышəара,mujada
1008,riechen::V,афыҩра,rižada
1009,fühlen::V,анырра,mujada
1010,fühlen::V,ацәакырра,mujada
1011,scheinen::V,шәа,näguda
1012,scheinen::V,аацәырҵа,näguda
1013,vernehmen::V,аҳара,kulištada
1014,frieren::V,ашəра,kül'mdä
1015,frieren::V,аҵаара,kül'mdä
1016,tun::V,аҟаҵара,tehta
1017,können::V,алшара,voida
1018,können::V,алшара,mahtta
1019,wollen::V,аҭахра,himoita
1020,wollen::V,аҭахра,tahtoida
1021,anfangen::V,алагара,zavottä
1022,anfangen::V,алагара,augotada
1023,beenden::V,алгара,loptä
1024,aufhören::V,аҟəыҵра,loptas
1025,gelingen::V,аура,lähtta
1026,gelingen::V,аура,tehtas
1027,gelingen::V,аманшəалахара,lähtta
1028,gelingen::V,аманшəалахара,tehtas
1029,gelingen::V,алҵра,lähtta
1030,gelingen::V,алҵра,tehtas
1031,geraten::V,нзаарын,tulda
1032,öffnen::V,аартра,avaita
1033,schließen::V,аркра,saubata
1034,stellen::V,аргылара,panda
1035,stellen::V,аргылара,seižutada
1036,setzen::V,артəара,ištutada
1037,legen::V,ақəҵара,panda
1038,berühren::V,акьысра,koskta
1039,berühren::V,акьысра,käziduda
1040,berühren::V,алакьысра,koskta
1041,berühren::V,алакьысра,käziduda
1042,verbinden::V,аҿаҳəара,ühtenzoitta
1043,bedecken::V,ақəршəра,katta
1044,bedecken::V,ақəршəра,peitta
1045,aufhängen::V,акнаҳара,riputada
1046,anzünden::V,аркра,sütutada
1047,aufheben::V,ашьҭыхра,leta
1048,zurücklassen::V,аныжьра,jätta
1049,verlieren::V,ацəыӡра,kadotada
1050,fallen lassen::V,ацəкаҳара,kirbotada
1051,machen::V,ачаҧара,säta
1052,machen::V,ачаҧара,tehta
1053,herstellen::V,аиҵдара,tehta
1054,bauen::V,аргылара,leta
1055,bauen::V,аргылара,sauda
1056,reparieren::V,арҽеира,koheta
1057,verbessern::V,аиҕьтəра,paremboita
1058,ändern::V,аҧсахра,vajehtada
1059,graben::V,ажра,kaida
1060,graben::V,ажра,čongoida
1061,beugen::V,арҟəра,koverta
1062,beugen::V,архəара,koverta
1063,biegen::V,арҟəра,painda
1064,biegen::V,архəара,painda
1065,drehen::V,аргьежьра,punotada
1066,umdrehen::V,аарҳәра,käta
1067,heben::V,аҩахара,leta
1068,heben::V,араҳара,leta
1069,hochheben::V,ахагалара,libutada
1070,hochheben::V,ашьҭҳəара,libutada
1071,halten::V,акра,pidada
1072,drücken::V,ақəрӷəӷəара,painda
1073,schieben::V,аҵгəара,žigutada
1074,schieben::V,агəара,žigutada
1075,kratzen::V,ацəҟьара,künstä
1076,lecken::V,арбзара,nolda
1077,beißen::V,ацҳара,purda
1078,beißen::V,ацҳара,hambastada
1079,abreißen::V,амжəара,ratketa
1080,abschneiden::V,ахҵəара,čapata
1081,abschneiden::V,ахҵəара,leikata
1082,abschneiden::V,аҿахҵəара,čapata
1083,abschneiden::V,аҿахҵəара,leikata
1084,binden::V,аҿаҳəара,sidoda
1085,stecken::V,алаҵара,čokaita
1086,brechen::V,аҧҵəара,katkaita
1087,klopfen::V,асра,kolkotada
1088,hauen::V,ақəкшара,löda
1089,kleben::V,аҷабра,klejata
1090,reiben::V,арҟəыҷра,hosta
1091,reiben::V,арҟəыҷра,törkita
1092,reiben::V,арҟəыҷра,jorotada
1093,streichen::V,ахьшьра,voita
1094,schleifen::V,ахра,hijoida
1095,schleifen::V,ахра,teravzoitta
1096,schneiden::V,аҧҟара,leikata
1097,rütteln::V,арҵысра,heilutada
1098,schütteln::V,аршəшəара,pudištada
1099,schwenken::V,аҟьара,maihutada
1100,schütten::V,аҭаҭəара,valada
1101,füllen::V,арҭəра,täutta
1102,einwickeln::V,алаҳəара,kärdä
1103,tragen::V,аҩагара,kantta
1104,tragen::V,аҩагара,kandišta
1105,schleppen::V,арҳəазара,vedätada
1106,ziehen::V,ахара,vedada
1107,aufbewahren::V,аҵəахра,kaita
1108,werfen::V,аршəра,čuta
1109,werfen::V,аршəра,tactä
1110,fangen::V,акра,püta
1111,packen::V,анкра,tabata
1112,packen::V,аҵкаара,tabata
1113,verstecken::V,аҵəахра,peitta
1114,teilen::V,ашара,jagada
1115,schicken::V,ашьҭра,oigeta
1116,bringen::V,аагара,veda
1117,hinzufügen::V,ацҵара,ližata
1118,bekommen::V,аҧшаара,sada
1119,bekommen::V,архиара,sada
1120,bekommen::V,аура,sada
1121,erhalten::V,аиура,sada
1122,nehmen::V,агара,otta
1123,wählen::V,алҧшаара,valita
1124,auswählen::V,алхра,valita
1125,behindern::V,аҧырхагахара,telustada
1126,verderben::V,алгара,travida
1127,verderben::V,абжьыхра,travida
1128,verderben::V,аҧхасҭатəра,travida
1129,beschädigen::V,аҧхасҭатəра,satatada
1130,zerbrechen::V,аҧҽра,mureta
1131,zerreißen::V,аҧжəара,rebitada
1132,zerstören::V,аилаҧыххаара,mureta
1133,verbrennen::V,абылра,poltta
1134,geben::V,аҭара,antta
1135,reichen::V,аҭара,antta
1136,schenken::V,аҩгара,lahjoita
1137,versprechen::V,ақəргəыӷра,toivotada
1138,loben::V,арҽхəара,kitta
1139,küssen::V,агəӡра,tervehtada
1140,zudecken::V,аҵахҩара,katta
1141,zudecken::V,ақəршəра,katta
1142,wecken::V,арҿыхара,noustatada
1143,zeigen::V,арбара,ozutada
1144,führen::V,аныҟəгара,astutada
1145,lehren::V,арҵара,opeta
1146,unterrichten::V,арҧхьара,opeta
1147,aufziehen::V,ааӡара,kazvatada
1148,leiten::V,ахагылазаара,ohjata
1149,antreiben::V,арццакра,rigehtoitta
1150,lassen::V,арҟаҵара,käskta
1151,einladen::V,ааҕхьара,kucta
1152,einladen::V,анаҧхьара,kucta
1153,vereinigen::V,аилаҵара,ühtenzoitta
1154,besuchen::V,абара,rižada
1155,treffen::V,аҧылара,vastata
1156,sich versammeln::V,аизара,kägeta
1157,sich versammeln::V,аизара,sätas
1158,spielen::V,ахəмарра,väta
1159,singen::V,ашəаҳəара,pajatada
1160,tanzen::V,акəашара,kargaita
1161,sich trennen::V,аилыҵра,erigata
1162,verlassen::V,акажьра,jätta
1163,retten::V,Аиқəрхара,päzutada
1164,bewachen::V,ахьчара,varjoita
1165,schützen::V,ацəыхьчара,kaita
1166,verteidigen::V,ахьчара,kaita
1167,sich schlagen::V,аисра,torata
1168,schießen::V,ахысра,ampta
1169,siegen::V,аиааира,vägestada
1170,ärgern::V,аргəаара,verdutada
1171,ärgern::V,аргəаара,rändütada
1172,schlagen::V,асра,löda
1173,schlagen::V,асра,iškta
1174,schlagen::V,аҭасра,löda
1175,schlagen::V,аҭасра,iškta
1176,stechen::V,алакшара,pystiä
1177,stoßen::V,агəҭасра,iškta
1178,stoßen::V,агəҭасра,pudištada
1179,stehlen::V,аӡара,vargastada
1180,stören::V,аҧырхагахара,keskustada
1181,belästigen::V,аргəамҵра,tartuteldas
1182,verbergen::V,аӡара,katelda
1183,täuschen::V,ажьара,manitada
1184,betrügen::V,ажьара,manitada
1185,töten::V,ашьра,rikta
1186,töten::V,ашьра,surmita
1187,wohnen::V,анхара,eläda
1188,arbeiten::V,аусура,rata
1189,sammeln::V,аҟəшəара,kogota
1190,pflücken::V,аҿыршəара,poimda
1191,pflücken::V,аҿыхра,poimda
1192,jagen::V,ашəарыцара,mecata
1193,fischen::V,аҧсыӡ икуеит,kalatada
1194,fassen::V,акра,tabata
1195,hüten::V,арҳəра,paimeta
1196,hüten::V,ахьчара,paimeta
1197,treiben::V,акацара,ajada
1198,anbinden::V,адҳəалара,küttestada
1199,anbinden::V,адҳəалара,sidoda
1200,füttern::V,акырҿаҵара,sötta
1201,melken::V,ахьара,lüpsta
1202,hacken::V,аҟəаҟəара,sauda
1203,gießen::V,аҵаҭəара,valada
1204,reifen::V,ашəра,küpseta
1205,reifen::V,аҟалара,küpseta
1206,zubereiten::V,ацура,vaumištada
1207,kochen::V,ажəра,keitta
1208,backen::V,аӡра,paštta
1209,braten::V,аӡра,žarda
1210,umrühren::V,аилрыхра,segoitada
1211,stricken::V,аҧара,kudoda
1212,nähen::V,аӡахра,ombelta
1213,färben::V,ашəра,mujutada
1214,reinigen::V,арыцқьара,puhtastada
1215,waschen::V,аӡәӡәара,pesta
1216,abwischen::V,арбара,pühktä
1217,spülen::V,аҭыршара,huhtoida
1218,fegen::V,аҧссара,pühkta
1219,baden::V,аҽыкəабара,kül'ptäs
1220,sich waschen::V,аҽыӡəӡəара,pestas
1221,ausziehen::V,ашəыхра,riičta
1222,ausziehen::V,ашəыхра,rušta
1223,anziehen::V,ашəҵара,panda päle
1224,anziehen::V,ашəҵара,panda kädehe
1225,anziehen::V,ашəҵара,panda jaugha
1226,sich anziehen::V,аҽеилаҳəара,sobdas
1227,kämmen::V,аҳəара,harjata
1228,schmücken::V,арҧшӡара,čomitada
1229,sagen::V,аҳəара,sanuda
1230,sprechen::V,ацəажəара,pagišta
1231,reden::V,ацəажəара,pagišta
1232,reden::V,аицәажәара,pagišta
1233,sich unterhalten::V,аицәажәара,lodaita
1234,fragen::V,азҵаара,küzuda
1235,bitten::V,аҳəара,pakita
1236,erzählen::V,аҳəара,sanuda
1237,erzählen::V,аҳəара,starinoita
1238,mitteilen::V,азыцҳара,tedotada
1239,nennen::V,ахьӡҵара,nimitada
1240,rufen::V,азҿыҭра,kucta
1241,prahlen::V,аҽхəара,kittäs
1242,übersetzen::V,аиҭагара,käta
1243,denken::V,азхəыцра,meletada
1244,glauben::V,ахаҵара,uskta
1245,bemerken::V,агəаҭара,homaita
1246,erkennen::V,адырра,tundištada
1247,begreifen::V,аилкаара,tabata
1248,verstehen::V,аҳара,el'geta
1249,verstehen::V,аҳара,toimetada
1250,lernen::V,аҵара,opetas
1251,wissen::V,адырра,teta
1252,sich erinnern an::V,агəаларшəара,johtutada
1253,vergessen::V,ахашҭра,unohtada
1254,messen::V,ашəара,märita
1255,zählen::V,аҧхьаӡара,lugeda
1256,rechnen::V,аҳасабра,lugeda
1257,lesen::V,аҧхьара,lugeda
1258,besitzen::V,амазаара,omištada
1259,kaufen::V,Аахəара,ostta
1260,verkaufen::V,аҭира,möda
1261,bezahlen::V,ахҭынҵара,maksta
1262,bezahlen::V,ашəара,maksta
1263,zahlen::V,ашəара,maksta
1264,ertragen::V,ачҳара,tirpta
1265,Moor::N,,so
1266,Kralle::N,,künz'
1267,Schwarm::N,,parveh
1268,Sache::N,,azj
1269,Menge::N,,äjüz'
1270,Essen::N,,sönd
1271,Geschäft::N,,biznes
1272,Monat::N,,ku
1273,Jahr::N,,voz'
1274,dünn::A,,hoik
1275,roh::A,,rohk
1276,roh::A,,toreh
1277,durch::PRP,,läbi
1278,durch::PRP,,kal't
1279,was::FPRN,,mi
1280,rauschen::V,,šobaita
1281,zu sehen sein::V,,näguda
1282,wenden::V,,käta
1283,wenden::V,,kärauta
1284,ergreifen::V,,tabata
1285,bewahren::V,,kaita
1286,wünschen::V,,toivotada
1287,wiegen::V,,likutada
1288,treten::V,,peksta
1289,treten::V,,topsta
1290,kehren::V,,uhoita
1291,malen::V,,pirta
1292,zeichnen::V,,pirta
1293,schreiben::V,,kirjutada
1294,beherrschen::V,,valdoita
