,Concept_ID,lbe,zh
150,Fuchs::N,цулчӏа,狐狸
151,Fuchs::N,куча цулчӏа,狐狸
152,Hase::N,бюрх,兔子
153,Maus::N,кӏулу,老鼠
154,Wolf::N,барцӏ,狼
155,Vogel::N,лелуххи,鸟
156,Schwarm::N,гьухъала,群
157,Huhn::N,аьнакӏи,鸡
158,Hahn::N,ажари,公鸡
159,Gans::N,къаз,鹅
160,Adler::N,барзу,鹰
161,Ente::N,урдак,鸭
162,Eule::N,ису,猫头鹰
163,Eule::N,ччиккумяв,猫头鹰
164,Kranich::N,кьурукь,鹤
165,Krähe::N,хъатӏу,乌鸦
166,Kuckuck::N,ччикку,布谷鸟
167,Schwan::N,урттил къаз,天鹅
168,Fisch::N,чавахъ,鱼
169,Schlange[Tier]::N,шатта,蛇
170,Wurm::N,кьюнукьай шатта,蠕虫
171,Spinne::N,ххялцу,蜘蛛
172,Ameise::N,митӏикьукьу,蚂蚁
173,Mücke::N,мичӏак,蚊子
174,Fliege::N,зимиз,苍蝇
175,Schmetterling::N,чӏимучӏали,蝴蝶
176,Beere::N,хӏаллил ахъулсса,将果
177,Apfel::N,гьивч,苹果
178,Pilz::N,ттуккул иис,蘑菇
179,Zwiebel::N,лаччул чсмусул бакӏ,洋葱
180,Saat::N,гьанна,种子
181,Korn::N,къама,谷粒
182,Heu::N,ххулув,干草
183,Schale::N,ккиртту,壳
184,Grube::N,кӏаланг,坑
185,Falle::N,къатӏа,圈套
186,Schlinge::N,хӏатӏ,活扣
187,Spur::N,ша,踪迹
188,Asche::N,лах,灰烬
189,Dreck::N,кьяркьи,污垢
190,Dreck::N,венп,污垢
191,Eisen::N,мах,铁
192,Gold::N,муси,金子
193,Silber::N,арцу,银
194,Kohle::N,кӏалаш,煤
195,Kohle::N,хъуручӏ,煤
196,Glas::N,пюрун,玻璃
197,Lehm::N,сина аьрщи,粘土
198,Sand::N,къун,沙
199,Mensch::N,инсан,人
200,Mann::N,чув,男子
201,Mann::N,адимина,男子
202,Frau::N,щарсса,妇女
203,Frau::N,хъамитайпа,妇女
204,Kind::N,чӏиви оьрчӏ,小孩
205,Junge::N,оьрчӏ,男孩
206,Junge::N,бурхьин оьрчӏ,男孩
207,Mädchen::N,душ,女孩
208,Familie::N,кулпат,家庭
209,Großvater::N,ттатта,祖父
210,Großvater::N,ниттил ппу,祖父
211,Großmutter::N,буттал нину,祖母
212,Eltern::N,нину-ппу,父母
213,Vater::N,ппу,父亲
214,Mutter::N,нину,母亲
215,Sohn::N,арс,儿子
216,Tochter::N,душ,女儿
217,Bruder::N,уссу,兄弟
218,Schwester::N,ссу,姐妹
219,Onkel::N,буттауссу,伯父
220,Tante::N,буттал ссу,阿姨
221,Ehemann::N,лас,丈夫
222,Ehefrau::N,щар,妻子
223,Ehefrau::N,щарсса,妻子
224,Freude::N,шадшиву,愉快
225,Freude::N,ххаришиву,愉快
226,Gelächter::N,хъяхъаву,大笑
227,Glück::N,талихӏ,运气
228,Kummer::N,дард,苦恼
229,Wunsch::N,мурад,愿望
230,Lust::N,гьавас,乐趣
231,Lust::N,ччаву,乐趣
232,Geist::N,рухӏ,精神
233,Gedanke::N,пикри,思想
234,Gedächtnis::N,дакӏний личӏаву,记性
235,Verstand::N,аькьлу,理智
236,Sinn::N,мяъна,感觉
237,Grund::N,багьана,理由
238,Wahrheit::N,тӏайламур,真理
239,Wahrheit::N,хӏакьмур,真理
240,Gespräch::N,ихтилат,谈话
241,Märchen::N,магьа,童话
242,Erzählung::N,хавар,故事
243,Nachricht::N,хавар,消息
244,Neuigkeit::N,хавар,新闻
245,Name::N,цӏа,名字
246,Rätsel::N,ссигьа,谜语
247,Rede::N,гъалгъа,讲话
248,Sprache::N,маз,语言
249,Stimme::N,чӏу,声音
250,Stimme::N,чӏукӏа,声音
251,Wort::N,махъ,词
252,Zeichen::N,лишан,标记
253,Lärm::N,чӏу,噪音
254,Laut::N,чӏу,响声
255,Ton::N,чӏу,声音
256,Lied::N,балай,歌曲
257,Ruhe::N,дигьалагру,安静
258,Leute::N,инсантал,人们
259,Volk::N,ил,人民
260,Volk::N,халкь,人民
261,Arbeit::N,заву,劳动
262,Gast::N,хъамаличу,客人
263,Geschenk::N,бухчакарши,礼物
264,Geschenk::N,лажинккакку,礼物
265,Spiel::N,тӏуркӏу,游戏
266,Gesellschaft::N,жямат,陪同
267,Gesellschaft::N,ккуран,陪同
268,Hilfe::N,кумаг,帮助
269,Freund::N,дус,朋友
270,Kamerad::N,хӏаласу,同志
271,Angelegenheit::N,иш,事情
272,Anzahl::N,аьдад,数目
273,Art::N,жинс,种类
274,Stück::N,касак,块
275,Teil::N,бутӏа,部分
276,Hälfte::N,дачӏи,一半
277,Kreis::N,кюрщан,圆
278,Kreuz::N,ххач,十字架
279,Linie::N,щва,线条
280,Strich::N,щва,划
281,Abstand::N,манзил,距离
282,Entfernung::N,манзил,距离
283,Gegend::N,кӏану,地区
284,Ort::N,кӏану,地点
285,Seite::N,чул,面
286,Seite::N,чулухалу,面
287,Mitte::N,дя,中间
288,Gegenstand::N,зат,物品
289,Sache::N,зат,物
290,Rand::N,зума,边
291,Ecke::N,мурцӏу,角
292,Spitze::N,мицӏ,尖
293,Ende::N,зума,结尾
294,Loch::N,ккутӏ,洞
295,Winkel::N,мурцӏу,角度
296,Muster::N,накьич,模型
297,Länge::N,лахъишиву,长度
298,Höhe::N,лахъшиву,高度
299,Gewicht::N,дуццин,重量
300,Gewicht::N,кӏушиву,重量
301,Haufen::N,бакӏу,堆
302,Reihe::N,кьюкьа,行
303,Boot::N,луткка,小船
304,Ruder::N,весло,奖
305,Ruder::N,чӏатӏа,奖
306,Schlitten::N,чана,雪橇
307,Schlitten::N,санкка,雪橇
308,Ski::N,лижарду,雪板
309,Lagerfeuer::N,къавтӏн,营火
310,Last::N,гьиву,负担
311,Gang::N,нанаву,行走
312,Schritt::N,ша,步伐
313,Norden::N,ухссав,北
314,Norden::N,ухссавнил чулухалу,北
315,Süden::N,кьилва,南
316,Westen::N,баргълагавал,西
317,Westen::N,баргълагавал чул,西
318,Osten::N,баргъбуккай чулухалу,东
319,Holz::N,тӏама,木材
320,Brett::N,тахта,木板
321,Platte::N,гъуни,平板
322,Stütze::N,гьалакӏу,支架
323,Stange::N,къазихъ,杆
324,Stock::N,ттархь,棒
325,Stab::N,ччантӏакъу,棍
326,Rohr::N,бургъу,管子
327,Haus::N,къатта,房屋
328,Heim::N,къатта,家
329,Ofen::N,пач,炉子
330,Fußboden::N,чӏанкъатта,地板
331,Tisch::N,усттул,桌子
332,Stuhl::N,кӏану,椅子
333,Wiege::N,оьрчӏал кӏану,摇蓝
334,Bett::N,тах,床
335,Regal::N,чӏаму,架子
336,Kiste::N,яшикӏ,箱子
337,Kiste::N,къурши,箱子
338,Fenster::N,чӏавахьулу,窗户
339,Tür::N,нуз,门
340,Tür::N,нузкьун,门
341,Tor::N,къапу,大门
342,Tor::N,дарваза,大门
343,Zaun::N,дайгьузанну,篱笆
344,Dach::N,магъи,屋顶
345,Dach::N,цӏиялу,屋顶
346,Leiter::N,чуртту,梯子
347,Besen::N,чӏатлу,扫帚
348,Spaten::N,бил,铁锹
349,Schaufel::N,чӏатӏа,铁锹
350,Gabel::N,гьиссилу,叉
351,Löffel::N,къуса,食匙
352,Messer::N,чӏила,刀
353,Nagel::N,мяр,钉子
354,Netz::N,къери,网
355,Haken::N,къича,钩子
356,Griff::N,куяму,把柄
357,Schloss::N,кьункьула,锁
358,Bild::N,сурат,图画
359,Puppe::N,ссихьу,娃娃
360,Beutel::N,чантай,袋子
361,Bündel::N,гьи,捆
362,Bündel::N,къар,捆
363,Eimer::N,бадра,桶
364,Deckel::N,къапаза,盖子
365,Geschirr::N,пюрунчӏул,餐具
366,Geschirr::N,тӏахӏникӏичӏу,餐具
367,Sack::N,къап,袋子
368,Sack::N,дарваг,袋子
369,Tasse::N,пижан,杯子
370,Tasse::N,пинжан,杯子
371,Tasse::N,инкираччатӏи,杯子
372,Tasse::N,цинцилттал бушкъап,杯子
373,Topf::N,кӏункӏур,锅
374,Kessel::N,чаг,水壶
375,Kessel::N,кӏункӏур,水壶
376,Essen::N,дукия,进餐
377,Essen::N,дукин,进餐
378,Nahrung::N,дукра,食物
379,Speise::N,дукра,菜肴
380,Fleisch::N,дикӏ,肉
381,Getreide::N,къама,谷物
382,Brei::N,ккурч,粥
383,Brot::N,ччатӏ,面包
384,Scheibe::N,парча,片
385,Fett::N,аьгъушиву,脂肪
386,Butter::N,нагь,黄油
387,Butter::N,лагаву,黄油
388,Salz::N,цӏву,盐
389,Suppe::N,накь,汤
390,Honig::N,ницӏ,蜂蜜
391,Milch::N,накӏ,奶
392,Tee::N,чяй,茶
393,Leder::N,бурчу,皮革
394,Wolle::N,ппал,毛线
395,Stoff::N,янна,织物
396,Nadel::N,ххалаххи,针
397,Faden::N,ххал,线
398,Knopf::N,банд,纽扣
399,Knoten::N,къурхъ,结
400,Farbe::N,сир,颜色
401,Kleidung::N,янна,衣服
402,Kleidung::N,лаххия,衣服
403,Hemd::N,гьухъа,衬衫
404,Kragen::N,дарвач,领子
405,Ärmel::N,кахха,袖子
406,Hose::N,хӏажак,裤子
407,Gürtel::N,мухӏлу,腰带
408,Mütze::N,кьяпа,帽子
409,Stiefel::N,чакма,靴子
410,Ring::N,кӏисса,戒指
411,Band::N,линт,带子
412,Kamm::N,ттарал,梳子
413,Spiegel::N,дагьани,镜子
414,Riemen::N,эн,皮带
415,Schnur::N,хьхьа,绳子
416,Decke::N,виргъан,被子
417,Kissen::N,кӏаралу,软垫
418,Tuch::N,карщи,巾
419,Handtuch::N,калихьу,手巾
420,Handtuch::N,лажинлихьу,手巾
421,Kraft::N,эллаж,力
422,Stärke::N,гуж,力量
423,Gesundheit::N,цӏуллу-сагъшиву,健康
424,Krankheit::N,къашайшиву,病
425,Schmerz::N,къюву,痛
426,Wunde::N,щаву,伤口
427,Fieber::N,кӏиришиву,发烧
428,Arznei::N,дару,药
429,Brücke::N,ламу,桥
430,Brunnen::N,къуй,井
431,Weide::N,бизантту,牧场
432,Pfad::N,жегъир ххуллу,小路
433,Weg::N,ххуллу,路
434,Straße::N,ххуллу,街
435,Dorf::N,щар,村庄
436,Dorf::N,шяравалу,村庄
437,Stadt::N,шагьру,城市
438,Brief::N,чагъар,信
439,Buch::N,лу,书
440,Buchstabe::N,хӏарп,字母
441,Zeitung::N,кказит,报纸
442,Leben::N,оьрму,生命
443,Tod::N,ажал,死亡
444,Tod::N,бивкӏу,死亡
445,Tod::N,ивчӏаву,死亡
446,Grab::N,гьав,坟墓
447,Kirche::N,килиса,教堂
448,Sünde::N,бунагъ,罪
449,Gott::N,зал,上帝
450,Arbeiter::N,зузала,工人
451,Chef::N,ялувма,上司
452,Meister::N,усттар,师傅
453,Arzt::N,хӏакин,医生
454,Lehrer::N,учитель,教师
455,Geld::N,арцу,钱
456,Geschäft::N,даву,交易
457,Laden::N,ттучан,商店
458,Preis::N,багъа,价格
459,Ware::N,хъус,商品
460,Nutzen::N,хайр,好处
461,Nutzen::N,мюнпат,好处
462,Reichtum::N,давлат,财富
463,Reichtum::N,аваданшиву,财富
464,Welt::N,дуниял,世界
465,Land::N,билаят,国家
466,Staat::N,паччахӏлугъ,国家
467,Macht::N,власть,权力
468,Grenze::N,дазу,边界
469,Krieg::N,дяъви,战争
470,Feind::N,душман,敌人
471,Gewalt::N,къия,暴力
472,Kampf::N,лачӏуи уккаву,战斗
473,Bogen[Waffe]::N,ккуртта,弓
474,Pfeil::N,чӏатӏаракӏ,箭
475,Gewehr::N,ттупанг,枪
476,Fehler::N,гъалатӏ,错误
477,Lüge::N,щялмахъ,谎话
478,Schaden::N,зарал,损失
479,Unglück::N,бала,不幸
480,Schuld::N,тахсир,过错
481,Alter::N,оьрму,年龄
482,Schluss::N,ахир,结束
483,Zeit::N,чӏун,时间
484,Tag::N,кьини,天
485,Morgen::N,кӏюрх,早晨
486,Mittag::N,ахттайн,中午
487,Mittag::N,дяахттайн,中午
488,Mittag::N,ахттайн чӏун,中午
489,Abend::N,маркӏачӏан,晚上
490,Nacht::N,хьхьу,夜
491,Woche::N,нюжмар,星期
492,Monat::N,барз,月
493,Jahr::N,шин,年
494,Frühling::N,инт,春天
495,Sommer::N,гъи,夏天
496,Herbst::N,ссут,秋天
497,Winter::N,кӏи,冬天
498,Januar::N,цалчинмур барз,一月
499,Februar::N,кӏилчинмур барз,二月
500,März::N,шамилчинмур барз,三月
501,April::N,апрель,四月
502,April::N,мукьилчинмур барз,四月
503,Mai::N,май,五月
504,Mai::N,ххюлчинмур барз,五月
505,Juni::N,июнь,六月
506,Juni::N,ряххилчинмур барз,六月
507,Juli::N,июль,七月
508,Juli::N,Арулчинмур барз,七月
509,August::N,мяйлчинмур барз,八月
510,September::N,урчӏилчинмур барз,九月
511,Oktober::N,ацӏилчинмур барз,十月
512,November::N,ацӏния цалчинмур барз,十一月
513,Dezember::N,ацӏния кӏилчинмур барз,十二月
514,Montag::N,итин,星期一
515,Montag::N,итин кьини,星期一
516,Dienstag::N,тталат,星期二
517,Dienstag::N,тталат кьини,星期二
518,Mittwoch::N,арвахӏ,星期三
519,Donnerstag::N,хамис,星期四
520,Freitag::N,нюжмар,星期五
521,Freitag::N,нюжмар кьини,星期五
522,Samstag::N,ххуллун,星期六
523,Samstag::N,ххуллун кьини,星期六
524,Sonntag::N,алхӏат,星期日
525,Sonntag::N,алхӏат кьини,星期日
526,groß::A,бугъарасса,大
527,klein::A,чӏивисса,小
528,lang::A,лахъисса,长
529,kurz::A,кутӏасса,短
530,breit::A,уттасса,宽
531,schmal::A,уттакӏюласса,细长的
532,dicht::A,ццунсса,密
533,dick[Gegenstand]::A,ганзсса,厚
534,dünn::A,кӏюласса,薄
535,fest::A,цӏакьсса,固体
536,fest::A,кьянкьасса,固体
537,flach::A,баягъисса,平坦
538,flach::A,цӏубакъасса,平坦
539,flach::A,куртӏ дакъасса,平坦
540,glatt::A,дюрчӏусса,光滑
541,hart::A,кьянкьасса,硬
542,weich::A,кӏукӏлусса,软
543,rund::A,ккурккисса,圆
544,spitz::A,ярксса,尖
545,spitz::A,дайлсса,尖
546,spitz::A,мицӏ бусса,尖
547,scharf::A,ярксса,锋利
548,scharf::A,дайлсса,锋利
549,scharf::A,мицӏ бусса,锋利
550,stumpf::A,къуркъасса,钝
551,schwer::A,кӏусса,重
552,schön::A,аьнтӏикӏасса,美丽
553,heiß::A,кӏирисса,烫
554,warm::A,гъелисса,暖和
555,kalt::A,дяркъусса,冷
556,kühl::A,дюхлулсса,凉
557,frisch::A,цӏусса,新鲜
558,feucht::A,атилсса,潮湿
559,feucht::A,хъавтусса,潮湿
560,nass::A,атилсса,湿
561,nass::A,хъавтусса,湿
562,trocken::A,кьавкьсса,干
563,trocken::A,кьакьан бувсса,干
564,voll::A,бувцӏусса,满
565,leer::A,бачӏвасса,空
566,offen::A,тӏивтӏусса,敞开
567,geschlossen::A,лавкьусса,关闭
568,sauber::A,марцӏсса,干净
569,schmutzig::A,чапалсса,肮脏
570,roh::A,шакъавхьсса,生
571,reif::A,дирсса,成熟
572,lecker::A,нахӏусса,好吃
573,lecker::A,тӏааьнсса,好吃
574,süß::A,нацӏусса,甜
575,bitter::A,кьурчӏисса,苦
576,sauer::A,туршсса,酸
577,hell::A,чаннасса,亮
578,dunkel::A,цӏансса,阴暗
579,schwarz::A,лухӏисса,黑
580,weiß::A,кӏяласса,白
581,rot::A,ятӏулсса,红
582,gelb::A,хъахъисса,黄
583,blau::A,някӏсса,蓝
584,grün::A,щюлисса,绿
585,grau::A,оьрусса,灰色
586,bunt::A,оьрчӏикӏурисса,五彩
587,billig::A,кьювкьусса,便宜
588,teuer::A,ххирасса,贵
589,wertvoll::A,багьасса,贵重
590,blind::A,мурчӏисса,瞎
591,taub::A,къюкӏсса,聋
592,kräftig::A,гужсса,强壮
593,stark::A,кьянкьасса,强壮
594,schwach::A,заэвсса,弱
595,fett::A,бучсса,胖
596,schlank::A,бювхъусса,苗条
597,hübsch::A,янусса,漂亮
598,böse::A,оьсса,邪恶
599,dumm::A,ахӏмакьсса,笨
600,faul::A,танмалсса,懒惰
601,faul::A,курчӏилсса,懒惰
602,fleißig::A,хӏарачат бусса,勤奋
603,geizig::A,янттарцӏансса,吝啬
604,klug::A,аькьлу бусса,聪明
605,geschickt::A,паргалсса,灵巧
606,lieb::A,аьзизсса,可爱
607,lustig::A,тяхъасса,快乐
608,sanft::A,иминсса,柔和
609,hungrig::A,ккашилсса,饥饿
610,krank::A,къашавайсса,患病
611,nackt::A,кӏачӏасса,裸体
612,traurig::A,пашмансса,悲哀
613,lebendig::A,уттавасса,活
614,gut::A,ххуйсса,好
615,schlecht::A,оьккисса,坏
616,richtig::A,саргъунсса,正确
617,schlimm::A,оьккисса,糟糕
618,wahr::A,хӏакьсса,真
619,alt::A,кугьнасса,旧
620,neu::A,цӏусса,新
621,ehemalig::A,хъхъичӏвасса,以前
622,alt[Lebewesen]::A,агьилсса,老
623,jung::A,чӏавасса,年轻
624,jung::A,жагьилсса,年轻
625,arm::A,мискинсса,贫穷
626,reich::A,авадансса,富裕
627,bekannt::A,дусъсса,出名
628,berühmt::A,машгьурсса,著名
629,fremd::A,чил,陌生
630,verschieden::A,личӏи-личӏисса,不同
631,nah::A,гъансса,近
632,fern::A,архсса,遥远
633,linker::A,кияхсса,左
634,linker::A,кюччахсса,左
635,rechter::A,урчӏахсса,右
636,anderer::A,цамур,别的
637,erster::A,цалчинмур,第一
638,erster::A,цалчиннсса,第一
639,zweiter::A,кӏилчиимур,第二
640,dritter::A,шамулчинмур,第三
641,letzter::A,махъва-махъмур,最后
642,allein::ADV,ялгъузну,单独
643,zusammen::ADV,цачӏу,一起
644,zusammen::ADV,архӏал,一起
645,lange::ADV,батӏи къабуклай,许久
646,lange::ADV,хъунмасса хӏаллай,许久
647,plötzlich::ADV,цакуну,忽然
648,sofort::ADV,мугьлат бакъа,立刻
649,später::ADV,махъ,以后
650,jetzt::ADV,утти,现在
651,jetzt::ADV,цӏана,现在
652,heute::ADV,хӏакьину,今天
653,morgen::ADV,гьуит,明天
654,morgen::ADV,гьунттий,明天
655,dann::ADV,яла,然后
656,gestern::ADV,лахьхьу,昨天
657,damals::ADV,та чӏумал,当时
658,danach::ADV,яла,随后
659,vorher::ADV,хьхьнчӏ,事先
660,vorher::ADV,хьхьичӏва,事先
661,zuerst::ADV,бакӏрай,首先
662,zuerst::ADV,цӏу бутӏуй,首先
663,einmal::ADV,цал,一次
664,manchmal::ADV,ваксса-таксса,有时
665,oft::ADV,чӏявуну,时常
666,immer::ADV,мудан,总是
667,immer::ADV,даиман,总是
668,niemals::ADV,тачӏав,从未
669,hier::ADV,шикку,这里
670,hierhin::ADV,шиккун,到这里
671,von hier::ADV,шичча,由此
672,dort::ADV,гикку,那里
673,dorthin::ADV,тиккун,到那里
674,geradeaus::ADV,тӏайланм,一直往前
675,vorwärts::ADV,хьхьичӏунмай,向前
676,rückwärts::ADV,махъа-хьхьичӏунмай,向后
677,zurück::ADV,махъунмай,退后
678,unten::ADV,лув,下面
679,hinab::ADV,бакӏ-ялавай,向下
680,hinab::ADV,бакӏъялавай,向下
681,oben::ADV,ялув,上面
682,hinauf::ADV,лавай,向上
683,überall::ADV,гьариий,到处
684,überall::ADV,хьу-хьуний,到处
685,überall::ADV,гьарца кӏанай,到处
686,nicht::ADV,къа-,不
687,ein wenig::ADV,чанни,一点儿
688,ein wenig::ADV,ца чансса,一点儿
689,kaum::ADV,дахьа,几乎不
690,sehr::ADV,оьну,很
691,sehr::ADV,гужну,很
692,sehr::ADV,хъинну,很
693,so::ADV,укукн,如此
694,noch::ADV,гьала,还
695,noch::ADV,уттигу,还
696,noch::ADV,цакьинва,还
697,noch::ADV,ттигу-шилагу,还
698,nur::ADV,анжагь,只
699,wieder::ADV,цӏуницӏа,又
700,vergebens::ADV,аьдада,
701,vergebens::ADV,нахӏакь,
702,vor::PRP,хьхьичӏ,在...面前
703,hinter::PRP,махъ,在...背后
704,unter::PRP,лув,在...下面
705,durch::PRP,-х,穿过
706,neben::PRP,чӏарав,在...旁
707,zwischen::PRP,дянив,在...之间
708,wegen::PRP,цӏаний,由于
709,dies::PRN,ва,这
710,das::PRN,та,那
711,das::PRN,кӏа,那
712,das::PRN,га,那
713,alles::PRN,щала,一切
714,ich::PRN,на,我
715,du::PRN,ина,你
716,er::PRN,му,他
717,wir::PRN,жу,我们
718,ihr::PRN,зу,你们
719,was::FPRN,ци,什么
720,wer::FPRN,цу,谁
721,wo::FADV,чув,哪里
722,wohin::FADV,чун,去哪里
723,wie::FADV,цукун,怎么
724,warum::FADV,цан,为什么
725,wieviel::FNUM,циксса,多少
726,eins::NUM,ца,一
727,zwei::NUM,кӏива,二
728,drei::NUM,шамма,三
729,vier::NUM,мукьа,四
730,vier::NUM,мукьва,四
731,fünf::NUM,ххюва,五
732,sechs::NUM,ряхва,六
733,sieben::NUM,арула,七
734,acht::NUM,мяйва,八
735,neun::NUM,урчӏва,九
736,zehn::NUM,ацӏва,十
737,elf::NUM,ацӏния цава,十一
738,zwölf::NUM,ацӏиия кӏива,十二
739,zwanzig::NUM,кьува,二十
740,dreißig::NUM,зувира,三十
741,vierzig::NUM,мукьцӏала,四十
742,fünfzig::NUM,ххюцӏала,五十
743,sechzig::NUM,ряхцӏала,六十
744,achtzig::NUM,мяйцӏала,八十
745,neunzig::NUM,урчӏцӏала,九十
746,hundert::NUM,ттурш,百
747,hundert::NUM,ттуршва,百
748,tausend::NUM,азарва,千
749,und::CNJ,-гу,和
750,oder::CNJ,я,或者
751,oder::CNJ,ягу,或者
752,stehen::V,ацӏан,站
753,sitzen::V,щяивкӏун икӏан,坐
754,liegen::V,утту нвхьуну икӏан,躺着
755,hängen::V,зурчӏай тӏун,挂着
756,werden::V,хьун,成为
757,passieren::V,хьун,发生
758,beginnen::V,дайдишин,开始
759,beginnen::V,дайдирхьуну дикӏан,开始
760,enden::V,къуртал дан,终止
761,wechseln::V,даххана хьун,变迁
762,wechseln::V,даххана дуллан,变迁
763,aufgehen[Sonne]::V,буклай бур,升起
764,untergehen[Sonne]::V,лаглай бур,下落
765,scheinen[Sonne]::V,битан,照射
766,scheinen[Sonne]::V,чани буллан,照射
