,Concept_ID,lt,ca
277,Grund::N,priežastis,causa
278,Wahrheit::N,tiesa,veritāt
279,Wahrheit::N,teisybė,veritāt
280,Gespräch::N,pokalbis,conversa
281,Märchen::N,pasaka,conte
282,Erzählung::N,apsakymas,narració
283,Erzählung::N,pasakojimas,narració
284,Nachricht::N,žinia,missatge
285,Neuigkeit::N,naujiena,novetat
286,Name::N,vardas,nom
287,Rätsel::N,mįslė,endevinalla
288,Rede::N,kalba,discurs
289,Sprache::N,kalba,llēngua
290,Stimme::N,balsas,veu
291,Wort::N,žodis,mot
292,Wort::N,žodis,paraula
293,Zeichen::N,žymė,signe
294,Zeichen::N,žymė,senyal
295,Zeichen::N,ženklas,signe
296,Zeichen::N,ženklas,senyal
297,Ruf::N,šauksmas,crida
298,Lärm::N,triukšmas,sorōll
299,Laut::N,garsas,so
300,Ton::N,tonas,to
301,Ton::N,garsas,to
302,Lied::N,daina,cançó
303,Lied::N,giesmė,cançó
304,Ruhe::N,ramybė,calma
305,Ruhe::N,ramybė,silenci
306,Ruhe::N,ramumas,calma
307,Ruhe::N,ramumas,silenci
308,Leute::N,žmonės,gent
309,Volk::N,tauta,poble
310,Arbeit::N,darbas,labor
311,Arbeit::N,darbas,treball
312,Arbeit::N,triūsas,labor
313,Arbeit::N,triūsas,treball
314,Gast::N,svečias,hoste
315,Geschenk::N,dovana,regal
316,Geschenk::N,dovana,obsequi
317,Spiel::N,žaismas,joc
318,Spiel::N,žaidimas,joc
319,Gesellschaft::N,draugija,companyia
320,Gesellschaft::N,kompanija,companyia
321,Hilfe::N,pagalba,ajut
322,Freund::N,draugas,amīc
323,Freund::N,bičiulis,amīc
324,Kamerad::N,draugas,company
325,Kamerad::N,draugas,camarada
326,Angelegenheit::N,dalykas,afer
327,Angelegenheit::N,dalykas,assumpte
328,Angelegenheit::N,reikalas,afer
329,Angelegenheit::N,reikalas,assumpte
330,Anzahl::N,kiekis,nombre
331,Anzahl::N,kiekis,quantitat
332,Anzahl::N,skaičius,nombre
333,Anzahl::N,skaičius,quantitat
334,Art::N,rūšis,tipus
335,Art::N,rūšis,classe
336,Stück::N,gabalas,peça
337,Teil::N,dalis,part
338,Hälfte::N,pusė,meitat
339,Kreis::N,ratas,cercle
340,Kreis::N,apskritis,cercle
341,Kreis::N,apskritimas,cercle
342,Kreuz::N,kryžius,creu
343,Linie::N,linija,línia
344,Strich::N,brėžis,traç
345,Strich::N,brėžis,ratlla
346,Strich::N,brūkšnys,traç
347,Strich::N,brūkšnys,ratlla
348,Abstand::N,atstumas,distància
349,Entfernung::N,atstumas,distància
350,Gegend::N,vietovė,regió
351,Gegend::N,vietovė,contrada
352,Platz::N,vieta,cabuda
353,Ort::N,vieta,lloc
354,Ort::N,vietovė,lloc
355,Seite::N,pusė,banda
356,Seite::N,pusė,costāt
357,Seite::N,šonas,banda
358,Seite::N,šonas,costāt
359,Mitte::N,vidurys,mig
360,Mitte::N,vidurys,centre
361,Gegenstand::N,dalykas,objecte
362,Sache::N,daiktas,cosa
363,Rand::N,kraštas,vora
364,Rand::N,kraštas,marge
365,Rand::N,pakraštys,vora
366,Rand::N,pakraštys,marge
367,Kante::N,kraštas,caire
368,Kante::N,kraštas,cantell
369,Ecke::N,kertė,cantonada
370,Ecke::N,kampas,cantonada
371,Spitze::N,priekis,punta
372,Spitze::N,priešakys,punta
373,Ende::N,galas,cap
374,Loch::N,skylė,forāt
375,Winkel::N,kampas,racó
376,Winkel::N,kampelis,racó
377,Muster::N,raštas,dibuix
378,Muster::N,raštas,disseny
379,Größe::N,dydis,grandària
380,Größe::N,didumas,grandària
381,Länge::N,ilgis,longitud
382,Länge::N,ilgumas,longitud
383,Höhe::N,aukštis,altura
384,Höhe::N,aukštis,altitud
385,Höhe::N,aukštuma,altura
386,Höhe::N,aukštuma,altitud
387,Gewicht::N,svoris,pes
388,Gewicht::N,svarstis,pes
389,Menge::N,kiekis,quantitat
390,Menge::N,daugybė,quantitat
391,Haufen::N,krūva,pila
392,Haufen::N,šūsnis,pila
393,Reihe::N,greta,fila
394,Boot::N,valtis,bot
395,Boot::N,valtis,barca
396,Boot::N,laivelis,bot
397,Boot::N,laivelis,barca
398,Ruder::N,irklas,rem
399,Schlitten::N,rogės,trineu
400,Schlitten::N,rogutės,trineu
401,Ski::N,slidė,esquí
402,Lagerfeuer::N,laužas,foc de campament
403,Last::N,našta,càrrega
404,Last::N,nešulys,càrrega
405,Gang::N,eisena,marxa
406,Schritt::N,žingsnis,pas
407,Norden::N,šiaurė,nord
408,Norden::N,žiemiai,nord
409,Süden::N,pietūs,sud
410,Westen::N,vakarai,oest
411,Westen::N,vakarai,occident
412,Osten::N,rytai,est
413,Osten::N,rytai,orient
414,Holz::N,mediena,fusta
415,Brett::N,lenta,taula
416,Platte::N,plokštė,placa
417,Stütze::N,atrama,suport
418,Stütze::N,atspara,suport
419,Stange::N,lazda,vara
420,Stange::N,kartis,vara
421,Stock::N,lazda,pal
422,Stab::N,kartis,bastó
423,Rohr::N,vamzdis,tub
424,Haus::N,namas,casa
425,Heim::N,namai,llar
426,Ofen::N,krosnis,estufa
427,Fußboden::N,grindys,terra
428,Tisch::N,stalas,taula
429,Stuhl::N,kėdė,cadira
430,Wiege::N,lopšys,bressol
431,Bett::N,lova,llit
432,Bett::N,patalai,llit
433,Regal::N,lentyna,prestatgeria
434,Kiste::N,dėžė,caixa
435,Fenster::N,langas,finestra
436,Tür::N,durys,porta
437,Tor::N,vartai,portal
438,Zaun::N,tvora,tanca
439,Dach::N,stogas,teulada
440,Leiter::N,kopėčios,escala
441,Leiter::N,kopėčios,escala de mà
442,Besen::N,šluota,escombra
443,Spaten::N,lopeta,pala
444,Spaten::N,kastuvas,pala
445,Schaufel::N,semtuvas,pala
446,Gabel::N,šakutė,forquilla
447,Löffel::N,šaukštas,cullera
448,Messer::N,peilis,coltell
449,Nagel::N,vinis,clau
450,Netz::N,tinklas,filat
451,Haken::N,vagis,ganxo
452,Haken::N,kablys,ganxo
453,Griff::N,kotas,puny
454,Griff::N,kotas,mànec
455,Griff::N,rankena,puny
456,Griff::N,rankena,mànec
457,Schloss::N,spyna,pany
458,Schloss::N,užraktas,pany
459,Bild::N,paveikslas,imatge
460,Figur::N,figūra,figura
461,Puppe::N,lėlė,nina
462,Beutel::N,krepšys,bossa
463,Beutel::N,maišelis,bossa
464,Bündel::N,ryšulys,feix
465,Bündel::N,ryšulys,paquet
466,Tasche::N,krepšelis,bossa
467,Eimer::N,kibiras,galleda
468,Deckel::N,dangtis,tapa
469,Deckel::N,dangtis,tapadora
470,Geschirr::N,indai,vaixella
471,Sack::N,maišas,sac
472,Sack::N,maišas,saca
473,Tasse::N,puodukas,tassa
474,Topf::N,puodas,pot
475,Topf::N,puodas,olla
476,Kessel::N,katilas,caldera
477,Essen::N,valgis,àpat
478,Essen::N,valgis,menjada
479,Nahrung::N,penas,aliment
480,Nahrung::N,maistas,aliment
481,Speise::N,patiekalas,plat
482,Fleisch::N,mėsa,carn
483,Getreide::N,javai,cereals
484,Brei::N,košė,puré
485,Brot::N,duona,pa
486,Scheibe::N,riekė,tall
487,Scheibe::N,riekė,llesca
488,Fett::N,taukai,greix
489,Fett::N,riebalai,greix
490,Butter::N,sviestas,mantega
491,Öl::N,aliejus,oli
492,Salz::N,druska,sal
493,Suppe::N,sriuba,sopa
494,Honig::N,medus,mel
495,Milch::N,pienas,llet
496,Tee::N,arbata,te
497,Leder::N,oda,cuir
498,Wolle::N,vilna,llana
499,Stoff::N,audeklas,tela
500,Nadel::N,adata,agulla
501,Faden::N,gija,fil
502,Faden::N,siūlas,fil
503,Knopf::N,saga,botó
504,Knoten::N,mazgas,nus
505,Farbe::N,dažai,pintura
506,Kleidung::N,rūbai,roba
507,Kleidung::N,rūbai,vestits
508,Kleidung::N,drabužiai,roba
509,Kleidung::N,drabužiai,vestits
510,Hemd::N,marškiniai,camisa
511,Kragen::N,apykaklė,coll
512,Ärmel::N,rankovė,màniga
513,Hose::N,kelnės,pantalōns
514,Gürtel::N,juosta,cinturó
515,Gürtel::N,diržas,cinturó
516,Mütze::N,kepurė,gorra
517,Schuh::N,batas,sabata
518,Stiefel::N,auliniai batai,bota
519,Ring::N,žiedas,anell
520,Band::N,kaspinas,veta
521,Band::N,kaspinas,cinta
522,Kamm::N,šukos,pinta
523,Spiegel::N,veidrodis,mirāll
524,Riemen::N,diržas,corretja
525,Schnur::N,virvė,corda
526,Leine::N,pavadėlis,corretja
527,Decke::N,antklodė,manta
528,Decke::N,antklodė,flassada
529,Kissen::N,pagalvė,coixí
530,Kissen::N,priegalvis,coixí
531,Tuch::N,skarelė,mocador
532,Handtuch::N,rankšluostis,tovallola
533,Kraft::N,jėga,força
534,Stärke::N,stiprumas,vigor
535,Gesundheit::N,sveikata,salut
536,Krankheit::N,liga,malaltia
537,Schmerz::N,skausmas,dolor
538,Wunde::N,žaizda,ferida
539,Fieber::N,karštis,febre
540,Arznei::N,vaistas,medicament
541,Brücke::N,tiltas,pont
542,Brunnen::N,šulinys,pou
543,Weide::N,ganykla,pastura
544,Weide::N,gluosnis,pastura
545,Pfad::N,takas,senda
546,Pfad::N,takas,sender
547,Weg::N,kelias,camí
548,Straße::N,gatvė,carretera
549,Dorf::N,kaimas,poble
550,Dorf::N,sodžius,poble
551,Stadt::N,miestas,ciutāt
552,Brief::N,laiškas,carta
553,Buch::N,knyga,llibre
554,Buchstabe::N,raidė,lletra
555,Zeitung::N,laikraštis,diāri
556,Leben::N,gyvybė,vida
557,Leben::N,gyvenimas,vida
558,Tod::N,mirtis,mort
559,Grab::N,kapas,tomba
560,Kirche::N,bažnyčia,església
561,Sünde::N,nuodėmė,pecat
562,Sünde::N,nusidėjimas,pecat
563,Gott::N,dievas,déu
564,Arbeiter::N,darbininkas,obrer
565,Chef::N,šefas,cap
566,Chef::N,vadovas,cap
567,Chef::N,viršininkas,cap
568,Meister::N,meistras,mestre
569,Arzt::N,gydytojas,metge
570,Lehrer::N,mokytojas,mestre
571,Geld::N,pinigai,dinērs
572,Geschäft::N,biznis,negoci
573,Laden::N,krautuvė,tenda
574,Laden::N,krautuvė,botiga
575,Laden::N,parduotuvė,tenda
576,Laden::N,parduotuvė,botiga
577,Preis::N,kaina,preu
578,Ware::N,prekė,mercaderia
579,Nutzen::N,nauda,profit
580,Nutzen::N,pelnas,profit
581,Reichtum::N,turtas,riquesa
582,Welt::N,pasaulis,món
583,Land::N,žemė,país
584,Land::N,šalis,país
585,Staat::N,valstija,estat
586,König::N,karalius,rei
587,Macht::N,galia,poder
588,Macht::N,galia,potència
589,Macht::N,valdžia,poder
590,Macht::N,valdžia,potència
591,Grenze::N,riba,frontera
592,Grenze::N,siena,frontera
593,Krieg::N,karas,guerra
594,Feind::N,priešas,enemic
595,Gewalt::N,jėga,violència
596,Gewalt::N,smurtas,violència
597,Gewalt::N,prievarta,violència
598,Kampf::N,kova,lluita
599,Bogen[Waffe]::N,lankas,arc
600,Pfeil::N,strėlė,fletxa
601,Gewehr::N,šautuvas,fusell
602,Gewehr::N,šautuvas,escopeta
603,Fehler::N,klaida,falta
604,Lüge::N,melas,mentida
605,Schaden::N,nuostolis,dany
606,Schaden::N,apgadinimas,dany
607,Unglück::N,nelaimė,desgràcia
608,Schuld::N,kaltė,culpa
609,Alter::N,amžius,edat
610,Schluss::N,pabaiga,fi
611,Schluss::N,pabaiga,final
612,Zeit::N,laikas,temps
613,Tag::N,diena,dia
614,Morgen::N,rytas,matí
615,Mittag::N,vidurdienis,migdia
616,Abend::N,vakaras,vespre
617,Nacht::N,naktis,nit
618,Woche::N,savaitė,setmana
619,Monat::N,mėnuo,mes
620,Jahr::N,metai,any
621,Frühling::N,pavasaris,primavera
622,Sommer::N,vasara,estīu
623,Herbst::N,ruduo,tardor
624,Winter::N,žiema,hivērn
625,Januar::N,sausis,gener
626,Februar::N,vasaris,febrer
627,März::N,kovas,març
628,April::N,balandis,abril
629,Mai::N,gegužė,maig
630,Juni::N,birželis,juny
631,Juli::N,liepa,juliol
632,August::N,rugpjūtis,agost
633,September::N,rugsėjis,setembre
634,Oktober::N,spalis,octubre
635,November::N,lapkritis,novembre
636,Dezember::N,gruodis,desembre
637,Montag::N,pirmadienis,dilluns
638,Dienstag::N,antradienis,dimarts
639,Mittwoch::N,trečiadienis,dimecres
640,Donnerstag::N,ketvirtadienis,dijous
641,Freitag::N,penktadienis,divendres
642,Samstag::N,šeštadienis,dissabte
643,Sonntag::N,sekmadienis,diumenge
644,groß::A,didis,gros
645,groß::A,didelis,gros
646,klein::A,mažas,petīt
647,lang::A,ilgas,llarg
648,kurz::A,trumpas,curt
649,breit::A,platus,ample
650,schmal::A,smulkus,estret
651,dicht::A,tankus,dens
652,dick[Gegenstand]::A,storas,gruixūt
653,dünn::A,plonas,prim
654,fein::A,smulkus,fi
655,fest::A,kietas,ferm
656,fest::A,kietas,sòlid
657,fest::A,tvirtas,ferm
658,fest::A,tvirtas,sòlid
659,flach::A,lėkštas,pla
660,flach::A,plokščias,pla
661,glatt::A,slidus,llis
662,hart::A,kietas,dur
663,weich::A,minkštas,tou
664,rund::A,apvalus,rodó
665,rund::A,apskritas,rodó
666,spitz::A,aštrus,punxegut
667,spitz::A,smailus,punxegut
668,scharf::A,aštrus,agut
669,stumpf::A,bukas,rom
670,stumpf::A,bukas,esmussat
671,stumpf::A,atšipęs,rom
672,stumpf::A,atšipęs,esmussat
673,schwer::A,sunkus,pesāt
674,schön::A,gražus,bonīc
675,heiß::A,karštas,calēnt
676,warm::A,šiltas,càlid
677,kalt::A,šaltas,fred
678,kühl::A,vėsus,fresc
679,kühl::A,bejausmis,fresc
680,frisch::A,šviežias,fresc
681,feucht::A,drėgnas,humit
682,nass::A,šlapias,mullat
683,trocken::A,sausas,sec
684,voll::A,pilnas,ple
685,leer::A,tuščias,buit
686,offen::A,atviras,obert
687,geschlossen::A,uždaras,tancat
688,geschlossen::A,uždarytas,tancat
689,sauber::A,švarus,net
690,schmutzig::A,nešvarus,brut
691,schmutzig::A,purvinas,brut
692,roh::A,žalias,cru
693,reif::A,prinokęs,madur
694,reif::A,pribrendęs,madur
695,lecker::A,gardus,deliciós
696,süß::A,saldus,dolç
697,bitter::A,kartus,amarg
698,sauer::A,gižus,agre
699,sauer::A,rūgštus,agre
700,hell::A,šviesus,clar
701,hell::A,skaistus,clar
702,dunkel::A,tamsus,fosc
703,schwarz::A,juodas,negre
704,weiß::A,baltas,blanc
705,rot::A,raudonas,vermēll
706,gelb::A,geltonas,groc
707,blau::A,mėlynas,blau
708,grün::A,žalias,verd
709,grau::A,pilkas,gris
710,bunt::A,margas,multicolor
711,bunt::A,spalvotas,multicolor
712,billig::A,pigus,barat
713,teuer::A,brangus,car
714,wertvoll::A,vertingas,preciós
715,blind::A,aklas,cec
716,taub::A,kurčias,sord
717,kräftig::A,stiprus,fort
718,kräftig::A,stiprus,vigorós
719,stark::A,stiprus,fort
720,schwach::A,silpnas,feble
721,fett::A,riebus,gras
722,schlank::A,laibas,esvelt
723,schlank::A,lieknas,esvelt
724,hübsch::A,gražus,maco
725,böse::A,blogas,dolent
726,dumm::A,paikas,ximple
727,dumm::A,paikas,estúpid
728,dumm::A,kvailas,ximple
729,dumm::A,kvailas,estúpid
730,faul::A,tingus,gandūl
731,faul::A,tingus,mandrós
732,fleißig::A,stropus,diligēnt
733,fleißig::A,kruopštus,diligēnt
734,geizig::A,šykštus,avar
735,klug::A,sumanus,intel·ligent
736,klug::A,protingas,intel·ligent
737,geschickt::A,apsukrus,hàbil
738,lieb::A,mielas,amat
739,lieb::A,mielas,estimat
740,lustig::A,smagus,alegre
741,lustig::A,linksmas,alegre
742,sanft::A,švelnus,suau
743,sanft::A,minkštas,suau
744,hungrig::A,alkanas,afamat
745,krank::A,ligotas,malālt
746,krank::A,sergantis,malālt
747,nackt::A,nuogas,nu
748,traurig::A,liūdnas,trist
749,lebendig::A,gyvas,viu
750,gut::A,geras,bo
751,schlecht::A,blogas,dolēnt
752,schlecht::A,prastas,dolēnt
753,richtig::A,tikras,just
754,richtig::A,tikras,correcte
755,richtig::A,teisingas,just
756,richtig::A,teisingas,correcte
757,schlimm::A,blogas,greu
758,schlimm::A,prastas,greu
759,wahr::A,tikras,vertader
760,wahr::A,tikras,veritable
761,alt::A,senas,vell
762,neu::A,naujas,nou
763,ehemalig::A,buvęs,antic
764,alt[Lebewesen]::A,pagyvenęs,vell
765,jung::A,jaunas,jove
766,arm::A,neturtingas,pobre
767,reich::A,turtingas,ric
768,bekannt::A,žinomas,conegut
769,bekannt::A,pažįstamas,conegut
770,berühmt::A,žymus,famós
771,berühmt::A,garsus,famós
772,fremd::A,svetimas,estrany
773,verschieden::A,įvairus,diferent
774,nah::A,artimas,pròxim
775,fern::A,tolimas,llunyà
776,fern::A,tolimas,distant
777,linker::A,kairys,esquerre
778,rechter::A,dešinys,dret
779,anderer::A,kitas,altre
780,erster::A,pirmas,primer
781,zweiter::A,antras,segon
782,dritter::A,trečias,tercer
783,letzter::A,paskutinis,últim
784,allein::ADV,vienas,sol
785,auf einmal::ADV,iš karto,d'una vegada
786,zusammen::ADV,kartu,junt
787,zusammen::ADV,drauge,junt
788,lange::ADV,ilgai,molt de temps
789,plötzlich::ADV,staiga,de cop
790,plötzlich::ADV,staiga,de sobte
791,sofort::ADV,tuojau,de seguida
792,später::ADV,vėliau,més tard
793,später::ADV,paskiau,més tard
794,jetzt::ADV,dabãr,ara
795,heute::ADV,šiandien,avūi
796,morgen::ADV,rytoj,demà
797,bald::ADV,greitai,aviāt
798,bald::ADV,netrukus,aviāt
799,dann::ADV,po to,després
800,gestern::ADV,vakar,ahir
801,einst::ADV,kadaise,anteriorment
802,einst::ADV,kitą kartą,anteriorment
803,damals::ADV,anuomet,llavōrs
804,damals::ADV,anuomet,aleshores
805,damals::ADV,anuokart,llavōrs
806,damals::ADV,anuokart,aleshores
807,danach::ADV,po to,després
808,danach::ADV,paskui,després
809,vorher::ADV,anksčiau,abāns
810,zuerst::ADV,pirma,primer
811,zuerst::ADV,iš pradžių̃,primer
812,einmal::ADV,kartą,una vegada
813,einmal::ADV,vieną kartą,una vegada
814,manchmal::ADV,kai kada,de vegades
815,oft::ADV,dažnai,sovint
816,immer::ADV,visada,sempre
817,immer::ADV,visuomet,sempre
818,niemals::ADV,niekada,no ... mai
