,Concept_ID,is,bn
398,Tasse::N,bolli,কাপ
399,Topf::N,pottur,পাত্র
400,Kessel::N,ketill,কেটলি
401,Essen::N,matur,আহার
402,Nahrung::N,fæða,খাদ্য
403,Speise::N,réttur,খাদ্য
404,Speise::N,matarréttur,খাদ্য
405,Fleisch::N,kjöt,মাংস
406,Getreide::N,korn,শস্য
407,Brei::N,grautur,মণ্ড
408,Brot::N,brauð,রুটি
409,Scheibe::N,sneið,ফালি
410,Fett::N,fita,মেদ
411,Butter::N,smjör,মাখন
412,Öl::N,olía,তৈল
413,Salz::N,salt,নুন
414,Suppe::N,súpa,শুরুয়া
415,Honig::N,hunang,মধু
416,Milch::N,mjólk,দুধ
417,Tee::N,te,চা
418,Leder::N,skinn,পাকা চামড়া
419,Wolle::N,ull,পশম
420,Stoff::N,dúkur,বস্ত্র
421,Nadel::N,nál,সুচ
422,Faden::N,þráður,সূত্র
423,Knopf::N,tala,বোতাম
424,Knopf::N,hnappur,বোতাম
425,Knoten::N,hnútur,গিঁট
426,Farbe::N,málning,রং
427,Kleidung::N,búningur,কাপড়
428,Kleidung::N,klæðnaður,কাপড়
429,Hemd::N,skyrta,শার্ট
430,Kragen::N,kragi,গলবন্ধ
431,Kragen::N,flibbi,গলবন্ধ
432,Ärmel::N,ermi,আস্তিন্
433,Hose::N,buxur,ট্রাউজার
434,Gürtel::N,belti,কটিবন্ধ
435,Mütze::N,húfa,টুপি
436,Schuh::N,skór,জুতো
437,Stiefel::N,stígvél,বুট
438,Ring::N,hringur,আংটি
439,Band::N,band,ফিতা
440,Kamm::N,greiða,চিরুনি
441,Spiegel::N,spegill,আয়না
442,Riemen::N,ól,চাবুক
443,Riemen::N,reim,চাবুক
444,Schnur::N,snúra,দড়ি
445,Leine::N,band,শিকল
446,Decke::N,teppi,কম্বল
447,Kissen::N,koddi,উপাধান
448,Tuch::N,klútur,বস্ত্র
449,Handtuch::N,þurrka,তোয়ালে
450,Handtuch::N,handklæði,তোয়ালে
451,Kraft::N,afl,জোর
452,Kraft::N,kraftur,জোর
453,Stärke::N,styrkur,শক্তি
454,Gesundheit::N,heilsa,স্বাস্থ্য
455,Gesundheit::N,heilbrigði,স্বাস্থ্য
456,Krankheit::N,sjúkdómur,অসুখ
457,Krankheit::N,sjúkdómur,ব্যামো
458,Schmerz::N,sársauki,যন্ত্রণা
459,Wunde::N,sár,ক্ষত
460,Fieber::N,hitasótt,জ্বর
461,Arznei::N,lyf,ঔষধ
462,Brücke::N,brú,সেতু
463,Brunnen::N,brunnur,কূপ
464,Weide::N,hagi,পশুচারণভূমি
465,Pfad::N,stígur,পথ
466,Weg::N,vegur,পথ
467,Straße::N,gata,রাস্তা
468,Straße::N,stræti,রাস্তা
469,Dorf::N,þorp,গ্রাম
470,Stadt::N,borg,শহর
471,Brief::N,bréf,চিঠি
472,Buch::N,bók,বই
473,Buchstabe::N,bókstafur,অক্ষর
474,Zeitung::N,dagblað,সংবাদপত্র
475,Leben::N,líf,জীবন
476,Tod::N,dauði,মৃত্যু
477,Grab::N,gröf,কবর
478,Kirche::N,kirkja,গির্জা
479,Sünde::N,synd,পাপ
480,Gott::N,guð,দেবতা
481,Arbeiter::N,verkamaður,শ্রমিক
482,Chef::N,yfirmaður,নেতা
483,Meister::N,meistari,ব্যক্তি
484,Arzt::N,læknir,চিকিৎসক
485,Lehrer::N,kennari,অধ্যাপক
486,Geld::N,peningar,মুদ্রা
487,Geld::N,peningar,টাকাপয়সা
488,Geschäft::N,viðskipti,ব্যস্ততা
489,Laden::N,búð,দোকান
490,Laden::N,verslun,দোকান
491,Preis::N,verð,মূল্য
492,Ware::N,vara,পণ্যদ্রব্য
493,Nutzen::N,gagn,সুবিধা
494,Reichtum::N,auður,ধনদৌলত
495,Welt::N,veröld,জগৎ
496,Land::N,land,খেত
497,Staat::N,ríki,রাষ্ট্র
498,König::N,konungur,রাজা
499,Macht::N,vald,প্রভাব
500,Grenze::N,landamæri,সীমা
501,Krieg::N,stríð,যুদ্ধ
502,Feind::N,fjandmaður,শত্রু
503,Gewalt::N,ofbeldi,জোর
504,Kampf::N,bardagi,লড়াই
505,Bogen[Waffe]::N,bogi,ধনুক
506,Pfeil::N,ör,বাণ
507,Gewehr::N,byssa,বন্দুক
508,Fehler::N,villa,ভুল
509,Lüge::N,lygi,মিথ্যা
510,Schaden::N,skemmd,ক্ষতি
511,Unglück::N,óhamingja,দুর্ভাগ্য
512,Schuld::N,sök,অপরাধ
513,Alter::N,aldur,আয়ু
514,Schluss::N,lok,শেষ
515,Schluss::N,endir,শেষ
516,Zeit::N,tími,সময়
517,Tag::N,dagur,দিন
518,Morgen::N,morgunn,সকাল
519,Mittag::N,hádegi,মধ্যাহু
520,Abend::N,kvöld,সন্ধ্যা
521,Nacht::N,nótt,রাত্রি
522,Woche::N,vika,সপ্তাহ
523,Monat::N,mánuður,মাস
524,Jahr::N,ár,সৌরবর্ষ
525,Frühling::N,vor,বসন্তকাল
526,Sommer::N,sumar,গ্রীষ্মকাল
527,Herbst::N,haust,শরংঋতু
528,Winter::N,vetur,শীতকাল
529,Januar::N,janúar,জানুয়ারী
530,Februar::N,február,ফেব্রুয়ারী
531,März::N,mars,মার্চ
532,April::N,apríl,এপ্রিল
533,Mai::N,maí,মে
534,Juni::N,júní,জুন
535,Juli::N,júlí,জুলাই
536,August::N,ágúst,অগাস্ট
537,September::N,september,সেপ্টেম্বর
538,Oktober::N,október,অক্টোবর
539,November::N,nóvember,নভেম্বর
540,Dezember::N,desember,ডিসেম্বর
541,Montag::N,mánudagur,সোমবার
542,Dienstag::N,þriðjudagur,মঙ্গলবার
543,Mittwoch::N,miðvikudagur,বুধবার
544,Donnerstag::N,fimmtudagur,বৃহম্পতিবার
545,Freitag::N,föstudagur,শুক্রবার
546,Samstag::N,laugardagur,শনিবার
547,Sonntag::N,sunnudagur,রবিবার
548,groß::A,stór,বৃহৎ
549,klein::A,lítill,ছোট
550,lang::A,langur,দীর্ঘ
551,kurz::A,stuttur,খর্ব
552,kurz::A,stuttur,হ্রস্ব
553,breit::A,breiður,চওড়া
554,schmal::A,mjór,সরু
555,dicht::A,þéttur,ঘন
556,dick[Gegenstand]::A,þykkur,পুরু
557,dünn::A,þunnur,কৃশ
558,fein::A,fíngerður,সূক্ষ্ম
559,fest::A,fastur,দৃঢ়
560,flach::A,flatur,সমতল
561,glatt::A,háll,মসৃণ
562,glatt::A,sléttur,মসৃণ
563,hart::A,harður,শক্ত
564,weich::A,mjúkur,নরম
565,rund::A,kringlóttur,গোলাকার
566,spitz::A,oddhvass,তীক্ষ্ন
567,scharf::A,beittur,শাণিত
568,stumpf::A,bitlaus,ভোঁতা
569,schwer::A,þungur,ভারী
570,schön::A,fagur,সুন্দর
571,schön::A,fallegur,সুন্দর
572,heiß::A,heitur,গরম
573,warm::A,hlýr,ঈষদুষ্ণ
574,warm::A,heitur,ঈষদুষ্ণ
575,kalt::A,kaldur,ঠাণ্ডা
576,kühl::A,svalur,শীতল
577,frisch::A,frískur,তাজা
578,feucht::A,rakur,ভিজা
579,feucht::A,þvalur,ভিজা
580,nass::A,votur,ভিজা
581,nass::A,blautur,ভিজা
582,trocken::A,þurr,শুষ্ক
583,voll::A,fullur,পূর্ণ
584,leer::A,tómur,খালি
585,offen::A,opinn,খোলা
586,geschlossen::A,lokaður,বন্ধ
587,sauber::A,þrifinn,নির্মল
588,schmutzig::A,óhreinn,নোংরা
589,schmutzig::A,sóðalegur,নোংরা
590,roh::A,hrár,কাঁচা
591,reif::A,þroskaður,পাকা
592,lecker::A,ljúffengur,সুস্বাদ
593,süß::A,sætur,মিষ্ট
594,bitter::A,beiskur,তিক্ত
595,sauer::A,súr,টক
596,hell::A,bjartur,উজ্জ্বল
597,dunkel::A,dimmur,অন্ধকারময়
598,schwarz::A,svartur,কালো
599,weiß::A,hvítur,সাদা
600,rot::A,rauður,লাল
601,gelb::A,gulur,হলদে
602,blau::A,blár,নীল
603,grün::A,grænn,সবুজ
604,grau::A,grár,ছাই-রঙা
605,bunt::A,marglitur,রঙিন
606,billig::A,ódýr,সস্তা
607,teuer::A,dýr,আক্রা
608,wertvoll::A,verðmætur,মহার্ঘ
609,blind::A,blindur,কানা
610,taub::A,heyrnarlaus,বধির
611,kräftig::A,öflugur,বিশাল
612,stark::A,sterkur,শক্তিশালী
613,schwach::A,veill,দুর্বল
614,fett::A,feitur,মোটা
615,schlank::A,grannur,কৃশ
616,schlank::A,spengilegur,কৃশ
617,hübsch::A,snotur,সুন্দর
618,hübsch::A,laglegur,সুন্দর
619,böse::A,illur,খারাপ
620,böse::A,vondur,খারাপ
621,dumm::A,heimskur,মূর্খ
622,faul::A,latur,শ্রমবিমুখ
623,fleißig::A,iðinn,পরিশ্রমী
624,geizig::A,nískur,ব্যয়কুণ্ঠ
625,klug::A,hygginn,দক্ষ
626,geschickt::A,fimur,পটু
627,geschickt::A,laginn,পটু
628,lieb::A,kær,প্রেয়
629,lieb::A,ljúfur,প্রেয়
630,lustig::A,kátur,প্রফুল্ল
631,sanft::A,blíður,নম্র
632,hungrig::A,soltinn,ক্ষুধার্ত
633,hungrig::A,hungraður,ক্ষুধার্ত
634,krank::A,sjúkur,অসুস্থ
635,nackt::A,nakinn,উলঙ্গ
636,traurig::A,dapur,দুঃখিত
637,traurig::A,hryggur,দুঃখিত
638,lebendig::A,lifandi,জীবিত
639,gut::A,góður,ভালো
640,schlecht::A,slæmur,মন্দ
641,schlecht::A,lélegur,মন্দ
642,richtig::A,réttur,ঠিক
643,schlimm::A,slæmur,কদর্য
644,wahr::A,sannur,বাস্তব
645,alt::A,gamall,পুরাতন
646,neu::A,nýr,নব
647,neu::A,nýr,নূতন
648,ehemalig::A,fyrrverandi,পূর্বকালীন
649,alt[Lebewesen]::A,gamall,বৃদ্ধ
650,jung::A,ungur,তরুণ
651,arm::A,vesall,ক্ষুদ্র
652,arm::A,fátækur,ক্ষুদ্র
653,reich::A,ríkur,ধনবান্
654,reich::A,auðugur,ধনবান্
655,bekannt::A,kunnugur,সুপরিচিত
656,berühmt::A,frægur,বিখ্যাত
657,fremd::A,framandi,বিদেশি
658,fremd::A,ókunnugur,বিদেশি
659,verschieden::A,ýmis,বিসদৃশ
660,nah::A,nálægur,নিকটবতী
661,fern::A,fjarri,দুরবতী
662,fern::A,fjarlægur,দুরবতী
663,linker::A,vinstri,বাম
664,rechter::A,hægri,ডান
665,rechter::A,hægri,ডাইন
666,anderer::A,annar,অন্যতর
667,erster::A,fyrsti,প্রথম
668,zweiter::A,annar,দ্বিতীয়
669,dritter::A,þriðji,তৃতীয়
670,letzter::A,síðasti,সর্বশেষ
671,allein::ADV,einn,একক
672,allein::ADV,aleinn,একক
673,auf einmal::ADV,allt í einu,জলদি
674,zusammen::ADV,saman,একসঙ্গে
675,lange::ADV,lengi,লম্বা
676,plötzlich::ADV,skyndilega,হঠাৎ
677,sofort::ADV,strax,মুহ্ণর্তমধ্যে
678,sofort::ADV,þegar í stað,মুহ্ণর্তমধ্যে
679,später::ADV,seinna,পশ্চাতে
680,jetzt::ADV,nú,এখন
681,jetzt::ADV,núna,এখন
682,heute::ADV,í dag,আজ
683,morgen::ADV,á morgun,আগামিকাল
684,bald::ADV,brátt,অস্পকালমধ্যে
685,bald::ADV,bráðum,অস্পকালমধ্যে
686,dann::ADV,svo,তখন
687,dann::ADV,síðan,তখন
688,gestern::ADV,í gær,গতকাল
689,einst::ADV,forðum,একবার মাত্র
690,damals::ADV,þá,তখন
691,damals::ADV,á þeim tímum,তখন
692,danach::ADV,á eftir því,পরে
693,vorher::ADV,áður,আগে
694,zuerst::ADV,fyrst,আগে
695,einmal::ADV,einu sinni,একবার
696,manchmal::ADV,stundum,কখনও কখনও
697,oft::ADV,oft,ঘনঘন
698,immer::ADV,alltaf,সর্বদা
699,immer::ADV,sífellt,সর্বদা
700,niemals::ADV,aldrei,কখলও নহে
701,hier::ADV,hér,এখানে
702,hierhin::ADV,hingað,এখানে
703,von hier::ADV,héðan,ত্রই স্তান হইতে
704,dort::ADV,þar,ওখানে
705,dort::ADV,þarna,ওখানে
706,dorthin::ADV,þangað,ওখানে
707,geradeaus::ADV,beint áfram,অগ্রগামী
708,vorwärts::ADV,áfram,সন্মুখিকে
709,rückwärts::ADV,aftur á bak,খিরিয়া
710,zurück::ADV,aftur,পিঠ
711,zurück::ADV,til baka,পিঠ
712,unten::ADV,niðri,নীচে
713,unten::ADV,fyrir neðan,নীচে
