,Concept_ID,zh,kl
780,wer::FPRN,谁,kikkut
781,wo::FADV,哪里,sumi
782,wohin::FADV,去哪里,sumut
783,wie::FADV,怎么,qanoq
784,warum::FADV,为什么,sooq
785,wieviel::FNUM,多少,qassit
786,wieviel::FNUM,多少,qanoq atsigisumik?
787,eins::NUM,一,ataaseq
788,zwei::NUM,二,marluk
789,drei::NUM,三,pingasut
790,vier::NUM,四,sisamat
791,vier::NUM,四,qajuusat
792,fünf::NUM,五,tallimat
793,sechs::NUM,六,arfineq
794,sechs::NUM,六,arfinillit
795,sieben::NUM,七,arfineq-marluk
796,acht::NUM,八,arfineq pingasut
797,neun::NUM,九,qulingiluat
798,neun::NUM,九,arfineq sisamat
799,zehn::NUM,十,qulit
800,elf::NUM,十一,aqqaneq
801,zwölf::NUM,十二,aqqaneq-marluk
802,zwanzig::NUM,二十,tyve
803,dreißig::NUM,三十,tredive
804,dreißig::NUM,三十,pingasunik qulillit
805,vierzig::NUM,四十,fyrre
806,fünfzig::NUM,五十,halvtreds
807,fünfzig::NUM,五十,tallimanik qulillit
808,sechzig::NUM,六十,tres
809,siebzig::NUM,七十,halvfjerds
810,achtzig::NUM,八十,firs
811,neunzig::NUM,九十,halvfems
812,hundert::NUM,百,et hundrede
813,tausend::NUM,千,et tusinde
814,und::CNJ,和,aamma
815,oder::CNJ,或者,imalluunnit
816,stehen::V,站,sikingavoq
817,sitzen::V,坐,ingippoq
818,liegen::V,躺着,nalavoq
819,liegen::V,躺着,aqupivoq
820,hängen::V,挂着,nivinngarpaa
821,werden::V,成为,pinngorpoq
822,passieren::V,发生,pivoq
823,beginnen::V,开始,aallarnerpaa
824,enden::V,终止,naggaserpaa
825,wechseln::V,变迁,immikkut ilivoq
826,aufgehen[Sonne]::V,升起,
827,untergehen[Sonne]::V,下落,ilioqqaasoq
828,scheinen[Sonne]::V,照射,qinnorpoq
829,scheinen[Sonne]::V,照射,qinngorpoq
830,donnern::V,打雷,kalleq
831,wehen::V,飘扬,timmivoq
832,strömen::V,流,
833,fließen::V,流动,
834,sich drehen::V,转动,ipippaa
835,schwanken::V,摇摆,aalavoq
836,schwingen::V,摇,issakajaat or issakatsiaarut
837,fallen::V,坠落,quasivaa
838,brennen::V,燃烧,seerpoq
839,brennen::V,燃烧,uuppaa
840,rauchen::V,冒烟,pujoorpoq
841,regnen::V,下雨,siallerpoq
842,gefrieren::V,结冰,qiulerpoq
843,tauen::V,融化,aappoq
844,schmelzen::V,溶化,aappoq
845,schmelzen::V,溶化,aatsippaa
846,trocknen::V,变干,panerserpaa
847,sieden::V,煮,qalappoq
848,faulen::V,腐烂,
849,verfaulen::V,腐烂,
850,reißen::V,撕,qulli
851,reißen::V,撕,alittorpaa
852,reißen::V,撕,kimillanneq
853,versinken::V,下沉,kivivaa
854,versinken::V,下沉,apparpoq
855,vergehen::V,流逝,qaangerpaa
856,vergehen::V,流逝,sarsuppoq
857,erscheinen::V,出现,takutippoq
858,verschwinden::V,消失,
859,sinken::V,下降,kivivaa
860,sinken::V,下降,apparpoq
861,abnehmen::V,减少,ikillipput
862,zunehmen::V,增加,allisippaa
863,steigen::V,上升,allisippaa
864,wachsen::V,生长,allivoq
865,glänzen::V,发光,qinngorpoq
866,glänzen::V,发光,qinnorpoq
867,funkeln::V,闪烁,uisorilavoq
868,lärmen::V,吵闹,
869,läuten::V,响,avilualaarpoq
870,klingeln::V,按铃,aviluarpoq
871,klingeln::V,按铃,aviluarpaluppoq
872,brausen::V,疾驶,ittuk
873,brausen::V,疾驶,ittuppoq
874,brausen::V,疾驶,ittuppaluppoq
875,klingen::V,听起来,
876,bellen::V,吠,qiluppoq
877,heulen::V,嗥,maarpoq
878,heulen::V,嗥,maalavoq
879,heulen::V,嗥,miaggoorpoq
880,blasen::V,吹,aporneq
881,pfeifen::V,吹口哨,siggartartitsivoq
882,pfeifen::V,吹口哨,siorsulavoq
883,schreien::V,叫喊,suaarpoq
884,stöhnen::V,呻吟,nipiliorpoq
885,stöhnen::V,呻吟,nipilliorpoq
886,zittern::V,颤抖,qarsulivik
887,leben::V,生存,inuuvoq
888,geboren werden::V,出生,inuuvoq
889,geboren werden::V,出生,inunngorpoq
890,atmen::V,呼吸,anersaarpoq
891,trinken::V,喝,imerpoq
892,essen::V,吃,tamorpoq
893,schlucken::V,咽,tuluarnaq
894,müde werden::V,疲倦,
895,einschlafen::V,入睡,sinippoq
896,schlafen::V,睡觉,sinik
897,aufwachen::V,睡醒,iterpoq
898,aufwachen::V,睡醒,eqqumavoq
899,aufstehen::V,起床,makippoq
900,sich erholen::V,休养,qasuerserpoq
901,krank werden::V,生病,
902,krank sein::V,生病,
903,schmerzen::V,疼痛,anneraa
904,schmerzen::V,疼痛,annernarpoq
905,husten::V,咳,quersorpoq
906,genesen::V,痊愈,ajunngissivoq
907,genesen::V,痊愈,ilisimmarpoq
908,genesen::V,痊愈,ilorrippoq
909,sterben::V,死,toquvoq
910,umkommen::V,丧命,
911,sich bewegen::V,移动,ingerlavoq
912,sich rühren::V,动弹,
913,sich erheben::V,站起,
914,sich setzen::V,坐,ingippoq
915,hinfallen::V,跌倒,
916,laufen::V,步行,arpappoq
917,schreiten::V,迈步,ingerlavoq
918,spazierengehen::V,散步,utertakajaarpoq
919,spazierengehen::V,散步,utertakattajaarpoq
920,eilen::V,急忙,qaa qaa
921,eilen::V,急忙,qiilasaarpoq
922,eilen::V,急忙,ingerlasaarpaa
923,sich beeilen::V,赶快,tuaviorpoq
924,sausen::V,疾驰,uiguut
925,rennen::V,奔跑,igivoq
926,springen::V,跳,upernassaq
927,klettern::V,攀缘,pilaakkeerpoq
928,schaukeln::V,荡秋千,aalavoq
929,kriechen::V,爬行,
930,schwimmen::V,游泳,naluppoq
931,tauchen::V,潜水,allorpoq
932,rudern::V,划船,ipuppaa
933,fahren::V,行驶,qimusserpoq
934,fliegen::V,飞,timmivoq
935,gehen::V,走,
936,weggehen::V,离去,piiarpoq
937,abfahren::V,出发,
938,anhalten::V,停住,unitsippaa
939,hineingehen::V,进去,timaappaa
940,eintreten::V,进入,allattorpaa
941,kommen::V,来,qaa-
942,kommen::V,来,pivaa
943,ankommen::V,到达,tikippoq
944,zurückkommen::V,回来,angerlarpoq
945,bleiben::V,停留,uninngavoq
946,warten::V,等,paavoq
947,warten::V,等,utaqqivoq
948,erwarten::V,等候,
949,suchen::V,找,nivivaa
950,finden::V,找到,nanivaa
951,versuchen::V,尝试,uuppaa
952,versuchen::V,尝试,ussersarpaa
953,vorbereiten::V,预备,piareersarpaa
954,lieben::V,爱,asavaa
955,mögen::V,喜欢,akaaraa
956,lachen::V,笑,
957,weinen::V,哭,qiavoq
958,schimpfen::V,骂,qatimaarpoq
959,sich ärgern::V,生气,ugguutigaa
960,sich fürchten::V,害怕,eqqanaarpoq
961,fürchten::V,害怕,ersigaa
962,fliehen::V,逃走,qimaavoq
963,flüchten::V,逃跑,allikarfigaa
964,sehen::V,看,isigaa
965,anschauen::V,注视,
966,ansehen::V,注视,alaatsinaappaa
967,hören::V,听,tusarpaa
968,zuhören::V,倾听,naalappoq
969,probieren::V,尝,
970,riechen::V,闻,tipippoq
971,fühlen::V,感到,misigaa
972,scheinen::V,照耀,takutippoq
973,zu sehen sein::V,可以看到,
974,vernehmen::V,审讯,
975,frieren::V,觉得冷,qiiavoq
976,tun::V,作,iliorpoq
977,können::V,能,
978,wollen::V,要,piumavaa
979,anfangen::V,开始,pilerpoq
980,beenden::V,结束,naggaserpaa
981,aufhören::V,停止,naammatsippaa
982,gelingen::V,成功,
983,geraten::V,陷于,
984,öffnen::V,打开,ammarpaa
985,schließen::V,关,matuaa
986,stellen::V,放,ilivaa
987,stellen::V,放,iliorarpai
988,stellen::V,放,ilioqqarpai
989,setzen::V,放,iliorarpai
990,setzen::V,放,ilioqqarpai
991,legen::V,摆,ilivaa
992,berühren::V,触,attorpaa
993,verbinden::V,联结,taperserpaa
994,bedecken::V,覆盖,iikkerpaa
995,bedecken::V,覆盖,iikkersorpaa
996,aufhängen::V,挂,inivaa
997,aufhängen::V,挂,iniorarpai
998,anzünden::V,点,saggaavoq
999,aufheben::V,拾起,allisippaa
1000,zurücklassen::V,遗留,aallarpoq
1001,verlieren::V,丧失,annaavaa
1002,fallen lassen::V,让掉下,nakkaavaa
1003,machen::V,做,iliorpoq
1004,herstellen::V,生产,anillatsippaa
1005,bauen::V,建造,marrarterpaa
1006,reparieren::V,修理,iluarsaappaa
1007,verbessern::V,改进,naqqippaa
1008,ändern::V,改变,
1009,graben::V,挖,assappaa
1010,beugen::V,弯下,qappappoq
1011,biegen::V,弯,qappappoq
1012,drehen::V,转动,
1013,wenden::V,转动,assappaa
1014,wenden::V,转动,assakarpoq
1015,umdrehen::V,转动,assakartippaa
1016,heben::V,举起,kivippaa
1017,hochheben::V,抬高,kissumiarpaa
1018,ergreifen::V,抓住,isaappaa
1019,ergreifen::V,抓住,isaguppaa
1020,halten::V,拿着,minarpaa
1021,drücken::V,压,naqittaat
1022,schieben::V,推,
1023,kratzen::V,搔,qitsuppaa
1024,lecken::V,舔,aluppaa
1025,beißen::V,咬,kiivaa
1026,abreißen::V,撕下,aqqarpaa
1027,abreißen::V,撕下,isaterpaa
1028,abschneiden::V,切断,kipivaa
1029,binden::V,捆,kakkersarpaa
1030,stecken::V,插,kussunneq
1031,brechen::V,断裂,nallorpaa
1032,klopfen::V,敲,pattappaa
1033,hauen::V,揍,aqivaa
1034,kleben::V,粘,qaappoq
1035,reiben::V,摩擦,tagiarpaa
1036,reiben::V,摩擦,tangiarpaa
1037,streichen::V,涂,erlerpoq
1038,schleifen::V,拖曳,sequppaa
1039,schneiden::V,切,uullivoq
1040,rütteln::V,颠簸,
1041,schütteln::V,摇动,aalavoq
1042,schwenken::V,摇动,issarpoq
1043,schütten::V,倒,
1044,füllen::V,填满,immerpaa
1045,einwickeln::V,包,immoqquserpaa
1046,tragen::V,提,maqippaa
1047,tragen::V,提,assartorpoq
1048,schleppen::V,扛,assartorpoq
1049,ziehen::V,拉,kalippaa
1050,ziehen::V,拉,kalissarpoq
1051,aufbewahren::V,保存,toqqorpaa
1052,werfen::V,扔,kuivaa
1053,fangen::V,捕捉,anguaa
1054,packen::V,抓住,
1055,verstecken::V,藏,anngigaa
1056,teilen::V,分,agguut
1057,teilen::V,分,agguusersorpaa
1058,schicken::V,派遣,nassiuppaa
1059,bringen::V,带来,aggiuppaa
1060,bringen::V,带来,nassataraa
1061,hinzufügen::V,添加,
1062,bekommen::V,得到,tiguaa
1063,erhalten::V,接到,tiguaa
1064,nehmen::V,拿,pivoq
1065,nehmen::V,拿,tiguaa
1066,wählen::V,挑选,
1067,auswählen::V,选择,
1068,bewahren::V,保持,sukkunik simerserpaa
1069,behindern::V,防碍,
1070,verderben::V,败坏,asiutippaa
1071,verderben::V,败坏,piuneerunnerit
1072,beschädigen::V,损坏,
1073,zerbrechen::V,破碎,ukuvoq
1074,zerreißen::V,撕碎,tisavaa
1075,zerreißen::V,撕碎,alittorpaa
1076,zerstören::V,毁坏,aserorpaa
1077,verbrennen::V,燃烧,seerpoq
1078,geben::V,给,pivoq
1079,reichen::V,递给,
1080,schenken::V,赠送,
1081,versprechen::V,许诺,neriorsorpaa
1082,wünschen::V,祝,kissaat
1083,loben::V,表扬,nersorpaa
1084,loben::V,表扬,nersornaat
1085,küssen::V,亲,kunippaa
1086,küssen::V,亲,kunissorpaa
1087,wiegen::V,轻摇,
1088,zudecken::V,盖上,majorpaa
1089,wecken::V,唤起,itersarpaa
1090,zeigen::V,指,tikkuuppaa
1091,führen::V,带领,tasissiuppaa
1092,führen::V,带领,ilitsersorpaa
1093,führen::V,带领,tasissersuuppaa
1094,lehren::V,教,ilinniartippaa
1095,unterrichten::V,讲课,ajoqerpaa
1096,unterrichten::V,讲课,ajoqersorpaa
1097,unterrichten::V,讲课,ilinniartitsivoq
1098,aufziehen::V,抚养,inororsarpaa
1099,leiten::V,领导,iluatsippaa
1100,antreiben::V,催促,ikusimmippaa
1101,lassen::V,让,
1102,einladen::V,邀请,qaaqquaa
1103,einladen::V,邀请,qaasarpaa
1104,vereinigen::V,统一,taperserpaa
1105,besuchen::V,参观,tikeraarpaa
1106,treffen::V,会面,aporappaa
1107,sich versammeln::V,聚集,majorpoq
1108,spielen::V,玩,pinnguarpoq
1109,singen::V,唱歌,erinarsorpoq
1110,tanzen::V,跳舞,qitippoq
1111,sich trennen::V,分别,immikkoortippaa
1112,verlassen::V,离开,
1113,retten::V,救,annaappaa
1114,bewachen::V,守卫,
1115,schützen::V,保护,eriagaa
1116,schützen::V,保护,pineqartaalivaa
1117,verteidigen::V,保卫,
1118,sich schlagen::V,打架,
1119,schießen::V,射击,aallaavaa
1120,schießen::V,射击,piseriuppaa
1121,siegen::V,获胜,
1122,ärgern::V,激怒,ninngassarpaa
1123,ärgern::V,激怒,ninngassaarpaa
1124,schlagen::V,打,unatarpaa
1125,treten::V,踢,tukerpoq
1126,stechen::V,刺,iguppaa
1127,stechen::V,刺,qasilippoq
1128,stoßen::V,撞,ikuserpaa
1129,stoßen::V,撞,ikusimmippaa
1130,stehlen::V,盗窃,tillippaa
1131,stören::V,干扰,akornuserpaa
1132,belästigen::V,打搅,
1133,verbergen::V,隐藏,anngigaa
1134,täuschen::V,欺骗,
1135,betrügen::V,欺骗,peqquserluttuliorfigaa
1136,töten::V,杀,maappaa
1137,töten::V,杀,toquppaa
1138,wohnen::V,居住,najugaqarpoq
1139,arbeiten::V,工作,sulivoq
1140,sammeln::V,收集,katersorpai
1141,pflücken::V,采,
1142,jagen::V,打猎,piniarpoq
1143,fischen::V,捕鱼,aalisarpoq
1144,fassen::V,捉住,
1145,hüten::V,守护,
1146,treiben::V,漂,
1147,anbinden::V,拴,qilerut
1148,anbinden::V,拴,qilersorpaa
1149,anbinden::V,拴,ungerlatserpaa
1150,füttern::V,喂,nerlerpaa
1151,melken::V,挤奶,
1152,hacken::V,剁细,
1153,gießen::V,浇,imerterpaa
1154,reifen::V,成熟,
1155,kochen::V,煮,igavoq
1156,backen::V,烤,
1157,braten::V,煎,siappaa
1158,umrühren::V,搅拌,qeerlerpaa
1159,stricken::V,织,
1160,nähen::V,缝,
1161,färben::V,染色,misuppaa
1162,reinigen::V,清洁,sanniarpaa
1163,waschen::V,洗,asappaa
1164,abwischen::V,擦掉,saligarpaa
1165,abwischen::V,擦掉,saligartorpaa
1166,spülen::V,清洗,
1167,fegen::V,扫,sanngiarpaa
1168,kehren::V,打扫,
1169,baden::V,给...洗澡,uffarpoq
1170,sich waschen::V,洗澡,uffarpoq
1171,ausziehen::V,脱,annoraajarpaa
1172,anziehen::V,穿,ativaa
1173,anziehen::V,穿,atitippaa
1174,sich anziehen::V,穿衣,atisalersorpoq
1175,kämmen::V,梳,
1176,schmücken::V,装饰,
1177,sagen::V,说,oqarpoq
1178,sprechen::V,说,oqaluttarpoq
1179,reden::V,讲,oqaluppoq
1180,sich unterhalten::V,聊天,
1181,fragen::V,问,aperaa
1182,bitten::V,请,aperaa
1183,bitten::V,请,qinnuigaa
1184,erzählen::V,叙述,oqaluttuaraa
1185,mitteilen::V,通知,oqalualaarpoq
1186,nennen::V,叫做,
1187,rufen::V,叫,qaaqquaa
1188,prahlen::V,吹牛,oqqartuvoq
1189,prahlen::V,吹牛,oqallortuvoq
1190,übersetzen::V,翻译,ikaarpoq
1191,übersetzen::V,翻译,nutserpaa
1192,denken::V,想,isumaqarpoq
1193,glauben::V,以为,upperaa
1194,glauben::V,以为,isumaqarpoq
1195,bemerken::V,发觉,
1196,erkennen::V,识别,ilisaraa
1197,begreifen::V,理解,
1198,verstehen::V,明白,paasivaa
1199,lernen::V,学,ilinniarpoq
1200,wissen::V,知道,nalunngilaa
1201,sich erinnern an::V,回忆,eqqaavaa
1202,vergessen::V,忘记,puiorpaa
1203,messen::V,测量,ussersarpaa
1204,zählen::V,数,kisitsivoq
1205,rechnen::V,计算,kisitsivoq
1206,lesen::V,读,atuarpoq
1207,malen::V,画,qalipappaa
1208,zeichnen::V,绘制,
1209,schreiben::V,写,allappoq
1210,besitzen::V,占有,
1211,kaufen::V,买,pisiaraa
1212,verkaufen::V,卖,akigaa
1213,bezahlen::V,付钱,akilerpaa
1214,zahlen::V,支付,
1215,beherrschen::V,统治,inappaa
1216,ertragen::V,忍耐,ernertaaraa
1217,vergebens::ADV,,angiluk
1218,rühren::V,,qeerlerpaa
