,Concept_ID,av,ja
775,dreißig::NUM,лъеберго,三十
776,vierzig::NUM,кӏикъого,四十
777,fünfzig::NUM,кӏикъо́ялда анцӏго,五十
778,sechzig::NUM,лъабкъого,六十
779,siebzig::NUM,лъабкъо́ялда анцӏго,七十
780,achtzig::NUM,ункъого,八十
781,neunzig::NUM,ункъоялда а́нцӏила,九十
782,hundert::NUM,нусго,百
783,tausend::NUM,азарго,千
784,und::CNJ,ва,-と
785,und::CNJ,ва,そして
786,und::CNJ,-ги,-と
787,und::CNJ,-ги,そして
788,oder::CNJ,ялъуни,或いは
789,stehen::V,бахъунчӏезе,立っている
790,sitzen::V,гӏодов чӏезе,座っている
791,liegen::V,бегизе,横になっている
792,hängen::V,базе,掛かっている
793,werden::V,бахъине,なる
794,passieren::V,лъугьине,起こる
795,passieren::V,лъугьа-бахъине,起こる
796,beginnen::V,байбихьизе,始まる
797,enden::V,лъугӏизе,終わる
798,wechseln::V,хиса-басизе,変わる
799,wechseln::V,хисизе,変わる
800,aufgehen[Sonne]::V,баккизе,出る
801,untergehen[Sonne]::V,щинкӏизе,沈む
802,scheinen[Sonne]::V,къалъ-къалъизе,輝く
803,donnern::V,гъугъазе,雷が鳴る
804,wehen::V,пуйзе,吹く
805,strömen::V,чвахизе,流れる
806,fließen::V,чвахизе,流れる
807,sich drehen::V,сверизе,回転する
808,schwanken::V,хьвагӏезе,揺れる
809,schwanken::V,багъа-бачаризе,揺れる
810,schwingen::V,щвартӏезе,振動する
811,fallen::V,бортизе,落ちる
812,brennen::V,рекӏине,燃える
813,rauchen::V,кӏкӏуй буризе,煙を出す
814,regnen::V,базе,雨が降る
815,gefrieren::V,гӏу́низе,凍る
816,tauen::V,биаризе,溶ける
817,schmelzen::V,биине,溶ける
818,trocknen::V,бакъвазе,乾く
819,sieden::V,гьалдезе,沸く
820,faulen::V,махӏцине,腐る
821,verfaulen::V,туризе,朽ちる
822,reißen::V,бихъизе,切れる
823,versinken::V,гъанкъизе,沈む
824,vergehen::V,базе,経つ
825,vergehen::V,бахъизе,経つ
826,vergehen::V,ине,経つ
827,erscheinen::V,баккизе,現れる
828,verschwinden::V,къине,消える
829,verschwinden::V,билизе,消える
830,sinken::V,гӏодо́бе ккезе,下がる
831,abnehmen::V,тӏаса камизе,減る
832,zunehmen::V,гӏемерлъизе,増える
833,steigen::V,бахине,上がる
834,wachsen::V,кӏодолъизе,伸びる
835,glänzen::V,цӏвакизе,輝く
836,funkeln::V,паркъезе,ぴかぴか光る
837,lärmen::V,хъудизе,騒ぐ
838,lärmen::V,чӏиргъдизе,騒ぐ
839,läuten::V,кьабизе,鳴る
840,klingeln::V,кьабизе,鳴る
841,klirren::V,зваргъизе,がらんがらんと鳴る
842,brausen::V,гьалаглъизе,逆巻く
843,rauschen::V,шуршудизе,戦ぐ
844,klingen::V,бахъине,鳴る
845,bellen::V,гъанчдезе,吠える
846,heulen::V,рурудизе,きゃんきゃん鳴く
847,blasen::V,гьохьизе,吹く
848,pfeifen::V,гьещтӏезе,口笛を吹く
849,schreien::V,ахӏизе,叫ぶ
850,schreien::V,ахӏдезе,叫ぶ
851,stöhnen::V,зигардизе,うめく
852,zittern::V,дарран,震える
853,zittern::V,гьаргьадизе,震える
854,leben::V,бетӏербахъизе,生きている
855,geboren werden::V,лъугьине,生まれる
856,atmen::V,хӏухьел биччазе,呼吸する
857,trinken::V,гьекъезе,飲む
858,essen::V,квине,食べる
859,essen::V,кваназе,食べる
860,schlucken::V,кӏкӏвине,飲み込む
861,schlucken::V,къулчӏизе,飲み込む
862,müde werden::V,сваказе,眠くなる
863,einschlafen::V,кьижизе,寝付く
864,einschlafen::V,гъапуллъизе,寝付く
865,schlafen::V,кьижизе,眠る
866,aufwachen::V,бигьине,目が覚める
867,aufstehen::V,бахъине,起きる
868,aufstehen::V,тӏадебахъине,起きる
869,sich erholen::V,хьи бахъизе,休養する
870,sich erholen::V,хӏалхьи гьабизе,休養する
871,krank werden::V,унтизе,病気になる
872,krank sein::V,унтизе,病気である
873,schmerzen::V,унтизе,痛む
874,husten::V,хъегӏизе,咳をする
875,genesen::V,лъилъизе,元気になる
876,sterben::V,хвезе,死ぬ
877,sterben::V,хвезе,亡くなる
878,umkommen::V,гьалаглъизе,死亡する
879,sich bewegen::V,багъаризе,移動する
880,sich bewegen::V,багъаргъизе,移動する
881,sich rühren::V,багъаризе,動く
882,sich erheben::V,тӏадебахъине,立ち上がる
883,sich erheben::V,бахъине,立ち上がる
884,sich setzen::V,гӏодов чӏезе,座る
885,hinfallen::V,щапизе,転ぶ
886,laufen::V,хьвадизе,歩く
887,schreiten::V,чӏезе,跨ぐ
888,spazierengehen::V,тира-сверизе,散歩する
889,eilen::V,ракӏхӏалакине,急ぐ
890,eilen::V,дуризе,急ぐ
891,sich beeilen::V,дуризе,焦る
892,sich beeilen::V,гӏедегӏизе,焦る
893,sausen::V,тӏуризе,疾駆する
894,rennen::V,бекеризе,走る
895,springen::V,кӏанцӏизе,跳ぶ
896,klettern::V,хархадизе,よじ登る
897,schaukeln::V,гьерщезе,ぶらんこに乗る
898,kriechen::V,хъурщизе,這う
899,schwimmen::V,лъедезе,泳ぐ
900,tauchen::V,букъардизе,潜る
901,rudern::V,хазе,漕ぐ
902,fahren::V,ине,行く
903,fahren::V,ине,乗車する
904,fliegen::V,боржине,飛ぶ
905,gehen::V,ине,行く
906,weggehen::V,ине,立ち去る
907,abfahren::V,къокъине,出発する
908,anhalten::V,чӏезе,止まる
909,anhalten::V,тархъизе,止まる
910,anhalten::V,лъалхъизе,止まる
911,hineingehen::V,тӏаделъугьине,入る
912,eintreten::V,лъугьине,中に入る
913,kommen::V,бачӏине,来る
914,ankommen::V,щвезе,着く
915,ankommen::V,щвезе,到着する
916,ankommen::V,тӏадебачӏине,着く
917,ankommen::V,тӏадебачӏине,到着する
918,zurückkommen::V,тадбуссине,帰る
919,zurückkommen::V,тӏадбуссине,帰る
920,bleiben::V,чӏезе,留まる
921,bleiben::V,хутӏизе,留まる
922,warten::V,чӏезе,待つ
923,erwarten::V,балагьизе,期待する
924,suchen::V,балагьизе,探る
925,finden::V,батизе,見つける
926,versuchen::V,хӏалбихьизе,試す
927,vorbereiten::V,хӏадурлъизабизе,準備する
928,lieben::V,балай бегьизе,愛する
929,mögen::V,бокьизе,好きである
930,lachen::V,белъизе,笑う
931,weinen::V,гӏодизе,泣く
932,schimpfen::V,гъанчдезе,叱る
933,sich ärgern::V,вагъизе,怒る
934,sich ärgern::V,вагъизе,腹を立てる
935,sich ärgern::V,ццида́хине,怒る
936,sich ärgern::V,ццида́хине,腹を立てる
937,sich fürchten::V,хӏинкъизе,怖がる
938,fürchten::V,беркъазе,恐れる
939,fürchten::V,хӏинкъа-къазе,恐れる
940,fliehen::V,лъутизе,逃げる
941,flüchten::V,лъутизе,逃亡する
942,sehen::V,бихьизе,見る
943,anschauen::V,бертӏамизе,眺める
944,anschauen::V,балагьизе,眺める
945,ansehen::V,бала-гъалагьизе,見る
946,hören::V,рагӏизе,聞く
947,zuhören::V,гӏенеккизе,聴く
948,probieren::V,кӏалдиб хъва́зе,食べてみる
949,probieren::V,чӏамизе,食べてみる
950,riechen::V,су́нтӏизе,気取る
951,fühlen::V,чӏвазе,感じる
952,zu sehen sein::V,бихьизе,見える
953,vernehmen::V,рагӏизе,承る
954,frieren::V,цӏорозе,寒気がする
955,tun::V,гьабизе,する
956,können::V,кӏвезе,出来る
957,können::V,лъазе,出来る
958,wollen::V,бокьизе,-たい
959,anfangen::V,байбихьизе,始める
960,beenden::V,тӏубазабизе,終える
961,beenden::V,лъугӏизабизе,終える
962,aufhören::V,бахъизе,止める
963,gelingen::V,бахъизе,成功する
964,geraten::V,бахъизе,当たる
965,öffnen::V,рагьизе,開く
966,öffnen::V,рагьизе,開ける
967,schließen::V,къазе,閉める
968,stellen::V,чӏвазе,置く
969,stellen::V,чӏвазе,据える
970,setzen::V,рекӏинабизе,座らせる
971,setzen::V,гӏодор чӏезаризе,座らせる
972,legen::V,лъезе,置く
973,berühren::V,хъвазе,触る
974,berühren::V,хъвазе,触れる
975,verbinden::V,хьухьине,結びつける
976,verbinden::V,бухьине,結びつける
977,bedecken::V,кквезе,覆う
978,aufhängen::V,базе,掛ける
979,anzünden::V,бакизе,燃やす
980,anzünden::V,бакизе,火をつける
981,anzünden::V,рекӏинабизе,燃やす
982,anzünden::V,рекӏинабизе,火をつける
983,zurücklassen::V,тезе,残す
984,verlieren::V,билизабизе,無くす
985,fallen lassen::V,бортизабизе,落とす
986,machen::V,гьабизе,作る
987,herstellen::V,гьабизе,製造する
988,herstellen::V,хӏадурлъизабизе,製造する
989,bauen::V,базе,建設する
990,bauen::V,гьабизе,建設する
991,reparieren::V,къачӏазе,直す
992,reparieren::V,къачӏазе,修理する
993,verbessern::V,лъикӏлъизабизе,改良する
994,ändern::V,хисизабизе,変える
995,graben::V,бухъизе,掘る
996,beugen::V,хьетӏизабизе,折る
997,biegen::V,гьетӏизабизе,曲げる
998,drehen::V,тиризабизе,回す
999,drehen::V,свердизабизе,回す
1000,wenden::V,бегизе,裏返す
1001,umdrehen::V,бегизе,裏返す
1002,umdrehen::V,бега-битӏизе,裏返す
1003,heben::V,борхизе,挙げる
1004,hochheben::V,борхалъизабизе,持ち上げる
1005,hochheben::V,борхизе,持ち上げる
1006,ergreifen::V,кквезе,取り上げる
1007,halten::V,кквезе,持つ
1008,drücken::V,къазе,押す
1009,drücken::V,къанцӏу́зе,押す
1010,drücken::V,къвал ба́зе,押す
1011,schieben::V,хъилдизе,ずらす
1012,kratzen::V,хачазе,引っ掻く
1013,lecken::V,чӏикӏизе,なめる
1014,beißen::V,хӏанчӏизе,噛む
1015,beißen::V,хӏанчӏизабизе,噛む
1016,abreißen::V,тӏезе,剝ぎ取る
1017,abreißen::V,тӏезабизе,剝ぎ取る
1018,abschneiden::V,къотӏизе,切り取る
1019,binden::V,бухьине,縛る
1020,stecken::V,къазабизе,差し込む
1021,brechen::V,бекизе,破る
1022,klopfen::V,дванкезе,とんとん叩く
1023,hauen::V,базе,叩く
1024,kleben::V,бацӏцӏине,貼る
1025,kleben::V,бацӏцӏине,くっ付ける
1026,reiben::V,хачазе,擦る
1027,streichen::V,бахине,塗る
1028,streichen::V,жужазе,塗る
1029,schleifen::V,лъухьизе,研ぐ
1030,schneiden::V,къотӏизе,切る
1031,rütteln::V,багъа-бачаризабизе,揺さぶる
1032,schütteln::V,кӏобокӏизе,振る
1033,schütteln::V,кӏобокӏизе,揺さぶる
1034,schwenken::V,гьесадизе,振る
1035,schwenken::V,хьвагӏезабизе,振る
1036,schütten::V,тӏезе,注ぐ
1037,füllen::V,цӏезабизе,いっぱいにする
1038,einwickeln::V,жемизе,包む
1039,tragen::V,баччизе,運ぶ
1040,schleppen::V,бехъерхъизе,引きずる
1041,ziehen::V,цӏазе,引く
1042,aufbewahren::V,цӏунизе,預かる
1043,werfen::V,рехизе,投げる
1044,fangen::V,кквезе,受ける
1045,packen::V,кквезе,掴む
1046,verstecken::V,бахчизе,隠す
1047,teilen::V,бикьизе,分ける
1048,schicken::V,битӏизе,送る
1049,bringen::V,баччизе,持って行く
1050,hinzufügen::V,жубазе,加える
1051,bekommen::V,щвезе,得る
1052,erhalten::V,щвезе,受ける
1053,erhalten::V,босизе,受ける
1054,nehmen::V,босизе,取る
1055,wählen::V,бищизе,選ぶ
1056,auswählen::V,тӏасабищизе,選ぶ
1057,bewahren::V,цӏунизе,保存する
1058,behindern::V,квекӏен гьабизе,妨害する
1059,verderben::V,хвезабизе,台無しにする
1060,beschädigen::V,галгъазабизе,損傷する
1061,zerbrechen::V,щущазабизе,割る
1062,zerreißen::V,бихъизе,引き裂く
1063,zerstören::V,биххизабизе,破壊する
1064,verbrennen::V,бухӏизе,焼く
1065,geben::V,кьезе,上げる
1066,reichen::V,кьезе,渡す
1067,schenken::V,кьезе,贈る
1068,versprechen::V,назру гьабизе,約束する
1069,wünschen::V,бокьизе,望む
1070,loben::V,беццизе,褒める
1071,loben::V,бецца-бекъизе,褒める
1072,küssen::V,баизе,キスする
1073,wiegen::V,чӏучӏадизабизе,揺する
1074,zudecken::V,тӏадбигъине,覆う
1075,wecken::V,бигьинабизе,起こす
1076,zeigen::V,бихьизабизе,見せる
1077,führen::V,бачине,案内する
1078,lehren::V,малъизе,教える
1079,lehren::V,цӏализабизе,教える
1080,unterrichten::V,цӏализабизе,通知する
1081,aufziehen::V,гӏезабизе,育てる
1082,leiten::V,нухмалъи гьабизе,導く
1083,antreiben::V,гӏедегӏизабизе,励ます
1084,einladen::V,ахӏизе,誘う
1085,einladen::V,ахӏизе,招待する
1086,einladen::V,тӏадеахӏизе,誘う
1087,einladen::V,тӏадеахӏизе,招待する
1088,vereinigen::V,цолъизабизе,一つにする
1089,besuchen::V,баккизе,訪ねる
1090,besuchen::V,хьвадизе,訪ねる
1091,treffen::V,дандчӏвазе,出会う
1092,sich versammeln::V,данделъизе,集まる
1093,sich versammeln::V,бакӏаризе,集まる
1094,spielen::V,басандизе,遊ぶ
1095,singen::V,ахӏизе,歌う
1096,tanzen::V,кьурдизе,踊る
1097,sich trennen::V,батӏалъизе,別れる
1098,verlassen::V,тезе,別れる
1099,verlassen::V,рехунтезе,別れる
1100,retten::V,хвасар гьабизе,救う
1101,retten::V,хвасар гьабизе,助ける
1102,retten::V,хвасарлъизабизе,救う
1103,retten::V,хвасарлъизабизе,助ける
1104,bewachen::V,цӏунизе,見張る
1105,bewachen::V,цӏунизе,軽微する
1106,schützen::V,цӏунизе,保護する
1107,verteidigen::V,цӏунизе,守る
1108,sich schlagen::V,багъизе,殴る
1109,schießen::V,речӏчӏизе,撃つ
1110,siegen::V,бергьине,勝つ
1111,ärgern::V,вагъизавизе,怒らせる
1112,schlagen::V,кьабизе,殴る
1113,treten::V,мал тункизе,蹴る
1114,stechen::V,къазабизе,突く
1115,stoßen::V,тункизе,突く
1116,stoßen::V,хъилдизе,突く
1117,stehlen::V,щинкӏизабизе,盗る
1118,stören::V,квекӏен гьабизе,構う
1119,stören::V,татубахъи гьабизе,構う
1120,belästigen::V,рахӏатхвезабизе,邪魔する
1121,verbergen::V,бахчизе,隠す
1122,verbergen::V,балъго тезе,隠す
1123,täuschen::V,божуда рекӏкӏ гьабизе,だます
1124,täuschen::V,гуккизе,だます
1125,betrügen::V,хӏилла гьабизе,だます
1126,betrügen::V,сандирахълъи гьабизе,だます
1127,töten::V,чӏвазе,殺す
1128,wohnen::V,яшав гьабизе,住む
1129,arbeiten::V,хӏалтӏизе,働く
1130,sammeln::V,бакӏаризе,集める
1131,sammeln::V,бакӏаризе,収集する
1132,pflücken::V,бетӏизе,摘む
1133,jagen::V,чан гьабизе,狩りをする
1134,fischen::V,ччугӏа кквезе,釣る
1135,fassen::V,кквезе,捕る
1136,hüten::V,кваназабизе,放牧する
1137,treiben::V,гъезе,追う
1138,anbinden::V,бухьине,繋ぐ
1139,füttern::V,кваназабизе,餌をやる
1140,melken::V,бечӏчӏизе,搾乳する
1141,hacken::V,чӏвазе,刻む
1142,gießen::V,лъалъазе,水をやる
1143,reifen::V,барщизе,熟す
1144,zubereiten::V,бежа-белъине,調理する
1145,kochen::V,белъине,煮る
1146,backen::V,базе,焼く
1147,braten::V,бежизе,焼く
1148,braten::V,бежизе,炒める
1149,umrühren::V,багъаризе,混ぜる
1150,stricken::V,хьухьине,編む
1151,nähen::V,букъизе,縫う
1152,färben::V,кьер гьабизе,染める
1153,reinigen::V,бацӏцӏине,掃除する
1154,waschen::V,чуризе,洗う
1155,waschen::V,чуризе,洗濯する
1156,abwischen::V,бацӏцӏине,拭く
1157,spülen::V,хулизе,洗う
1158,spülen::V,хулизе,すすぐ
1159,fegen::V,лъухьизе,掃除する
1160,kehren::V,лъухьизе,掃く
1161,baden::V,чордезе,入浴する
1162,ausziehen::V,бахъизе,脱ぐ
1163,anziehen::V,ретӏине,着る
1164,sich anziehen::V,ретӏине,着る
1165,kämmen::V,хазе,梳く
1166,schmücken::V,чӏухӏизабизе,飾る
1167,sagen::V,бицине,言う
1168,sprechen::V,бицине,話す
1169,reden::V,гаргадизе,話す
1170,sich unterhalten::V,гаргадизе,話をする
1171,fragen::V,цӏехезе,聞く
1172,fragen::V,гьикъизе,聞く
1173,bitten::V,гьаризе,頼む
1174,bitten::V,гьаризе,お願いする
1175,erzählen::V,бицине,物語る
1176,mitteilen::V,лъазабизе,伝える
1177,nennen::V,цӏар лъезе,名づける
1178,rufen::V,ахӏизе,呼ぶ
1179,prahlen::V,беццаризе,自慢する
1180,übersetzen::V,буссинабизе,訳す
1181,denken::V,ургъизе,考える
1182,glauben::V,божизе,信じる
1183,bemerken::V,берречӏчӏизе,気が付く
1184,erkennen::V,лъазе,認識する
1185,erkennen::V,батӏаго бахъизе,認識する
1186,begreifen::V,бичӏчӏизе,分かる
1187,lernen::V,цӏализе,学ぶ
1188,lernen::V,цӏализе,勉強する
1189,wissen::V,лъазе,知っている
1190,sich erinnern an::V,ракӏалде щвезе,思い出す
1191,vergessen::V,кӏочене,忘れる
1192,messen::V,борцине,計る
1193,messen::V,борцине,測定する
1194,zählen::V,рикӏкӏине,数える
1195,rechnen::V,рикӏкӏине,計算する
1196,lesen::V,цӏализе,読む
1197,malen::V,бахъизе,描く
1198,zeichnen::V,бахъизе,写生する
1199,schreiben::V,хъвазе,書く
1200,besitzen::V,щвезе,所持する
1201,besitzen::V,бу́кӏине,所持する
1202,kaufen::V,босизе,買う
1203,verkaufen::V,бичизе,売る
1204,bezahlen::V,кьезе,払う
1205,zahlen::V,кьезе,支払う
1206,ertragen::V,баччизе,耐える
1207,Auge::N,,目
1208,Sehne::N,,腱
1209,Funke::N,,火花
1210,Moor::N,,湿原
1211,Elch::N,,ヘラジカ
1212,Beere::N,,漿果
1213,Gedächtnis::N,,記憶
1214,Ton::N,,音
1215,Winkel::N,,片隅
1216,Menge::N,,量
1217,Stütze::N,,支柱
1218,Figur::N,,像
1219,Schuh::N,,靴
1220,Schnur::N,,紐
1221,Leine::N,,綱
1222,Geschäft::N,,取り引き
1223,voll::A,,いっぱいの
1224,lange::ADV,,長い間
1225,später::ADV,,後で
1226,nicht::ADV,,ない
1227,schon::ADV,,もう
1228,durch::PRP,,通して
1229,alles::PRN,,全部
1230,rühren::V,,感情を動かす
1231,scheinen::V,,ように見える
1232,aufheben::V,,拾う
1233,lassen::V,,～させる
1234,sich waschen::V,,洗う
1235,verstehen::V,,聞き取る
1236,beherrschen::V,,支配する
