,Concept_ID,ku,ja
835,brausen::V,guşîn,逆巻く
836,rauschen::V,guşîn,戦ぐ
837,klingen::V,deng pe ketin,鳴る
838,bellen::V,kewtîn,吠える
839,heulen::V,ûrîn,きゃんきゃん鳴く
840,blasen::V,puf kirin,吹く
841,pfeifen::V,fîkandin,口笛を吹く
842,schreien::V,qîrîn,叫ぶ
843,stöhnen::V,nalîn,うめく
844,zittern::V,hejîn,震える
845,leben::V,jihîn,生きている
846,geboren werden::V,hatin dinyê,生まれる
847,geboren werden::V,bûn,生まれる
848,atmen::V,hilmijîn,呼吸する
849,trinken::V,vexwarin,飲む
850,essen::V,xwarin,食べる
851,schlucken::V,daqulbandin,飲み込む
852,müde werden::V,betilîln,眠くなる
853,müde werden::V,qerimîn,眠くなる
854,einschlafen::V,razan,寝付く
855,schlafen::V,razan,眠る
856,schlafen::V,razandin,眠る
857,aufwachen::V,şiyarbûn,目が覚める
858,aufstehen::V,rabûn,起きる
859,sich erholen::V,baş bûn,休養する
860,krank werden::V,nexweş kêt,病気になる
861,krank sein::V,nexweş bû,病気である
862,schmerzen::V,êşandin,痛む
863,husten::V,kuxin,咳をする
864,genesen::V,baş bûn,元気になる
865,sterben::V,mirin,死ぬ
866,sterben::V,mirin,亡くなる
867,umkommen::V,mirin,死亡する
868,sich bewegen::V,leqîn,移動する
869,sich rühren::V,leqîn,動く
870,sich erheben::V,rabûn,立ち上がる
871,sich setzen::V,runiştin,座る
872,hinfallen::V,kêtin,転ぶ
873,laufen::V,meşîn,歩く
874,schreiten::V,meşkirin,跨ぐ
875,spazierengehen::V,gerandin,散歩する
876,eilen::V,lezandin,急ぐ
877,sich beeilen::V,zûkirin,焦る
878,sausen::V,fîzîn,疾駆する
879,rennen::V,baz dan,走る
880,springen::V,hilpekîn,跳ぶ
881,klettern::V,hilperikîn,よじ登る
882,schaukeln::V,lorandin,ぶらんこに乗る
883,kriechen::V,xuşandin,這う
884,schwimmen::V,avjenîn,泳ぐ
885,tauchen::V,qutxuyardin,潜る
886,tauchen::V,noqîn,潜る
887,rudern::V,qaîq ajotin,漕ぐ
888,fahren::V,ajotin,行く
889,fahren::V,ajotin,乗車する
890,fliegen::V,firîn,飛ぶ
891,gehen::V,çûn,行く
892,weggehen::V,çûn,立ち去る
893,abfahren::V,çûyin,出発する
894,anhalten::V,rawestîn,止まる
895,hineingehen::V,ketin hundir,入る
896,eintreten::V,têketin,中に入る
897,kommen::V,hatin,来る
898,ankommen::V,gihan,着く
899,ankommen::V,gihan,到着する
900,ankommen::V,gihîştin,着く
901,ankommen::V,gihîştin,到着する
902,zurückkommen::V,vegerandin,帰る
903,bleiben::V,sekinîn,留まる
904,warten::V,payîn,待つ
905,erwarten::V,payîn,期待する
906,suchen::V,lêgerîn,探る
907,finden::V,peyda kirin,見つける
908,versuchen::V,çeribandin,試す
909,vorbereiten::V,amade kirin,準備する
910,lieben::V,hez kirin,愛する
911,mögen::V,dil kirin,好きである
912,lachen::V,kenîn,笑う
913,rühren::V,hêjan,感情を動かす
914,weinen::V,girîn,泣く
915,schimpfen::V,pevçûn,叱る
916,sich ärgern::V,enirîn,怒る
917,sich ärgern::V,enirîn,腹を立てる
918,sich fürchten::V,tirsîn,怖がる
919,fürchten::V,tirsin,恐れる
920,fliehen::V,bazdan,逃げる
921,flüchten::V,revîn,逃亡する
922,sehen::V,dîtin,見る
923,anschauen::V,sêr kirin,眺める
924,ansehen::V,hesibandin,見る
925,hören::V,guhdar jirin,聞く
926,zuhören::V,guhdarî kirin,聴く
927,probieren::V,tehm kirin,食べてみる
928,riechen::V,bihn kirin,気取る
929,fühlen::V,hîs kirin,感じる
930,scheinen::V,xoyer kir,ように見える
931,zu sehen sein::V,diyar bûn,見える
932,vernehmen::V,bihîstin,承る
933,frieren::V,qerişîn,寒気がする
934,tun::V,kirin,する
935,können::V,karin,出来る
936,wollen::V,xwestîn,-たい
937,anfangen::V,dest pêkirin,始める
938,beenden::V,xelas kirin,終える
939,aufhören::V,xelas kirin,止める
940,gelingen::V,çe bûn,成功する
941,geraten::V,qewîmîn,当たる
942,öffnen::V,vekirin,開く
943,öffnen::V,vekirin,開ける
944,schließen::V,girtin,閉める
945,stellen::V,danîn,置く
946,stellen::V,danîn,据える
947,setzen::V,rûniştin,座らせる
948,legen::V,danîn,置く
949,legen::V,razandin,置く
950,berühren::V,lêketin,触る
951,berühren::V,lêketin,触れる
952,verbinden::V,anîn pê,結びつける
953,bedecken::V,sergirtin,覆う
954,aufhängen::V,aliqandin,掛ける
955,anzünden::V,pêxistin,燃やす
956,anzünden::V,pêxistin,火をつける
957,aufheben::V,hildan,拾う
958,zurücklassen::V,hiştin,残す
959,zurücklassen::V,vehiştin,残す
960,verlieren::V,wendakirin,無くす
961,fallen lassen::V,xistin bixe,落とす
962,fallen lassen::V,xistin,落とす
963,machen::V,kirin,作る
964,machen::V,çêkirin,作る
965,herstellen::V,çê kirin,製造する
966,herstellen::V,peyda kirin,製造する
967,bauen::V,lêkirin,建設する
968,reparieren::V,veherînerîn,直す
969,reparieren::V,veherînerîn,修理する
970,verbessern::V,sererastkirin,改良する
971,ändern::V,degiş kirin,変える
972,graben::V,kolandin,掘る
973,beugen::V,tewîn,折る
974,beugen::V,xwar kirin,折る
975,biegen::V,tewandin,曲げる
976,biegen::V,xwarkirin,曲げる
977,drehen::V,fitilandin,回す
978,wenden::V,zivîrin,裏返す
979,umdrehen::V,vegerandin,裏返す
980,heben::V,hildan,挙げる
981,hochheben::V,hildan,持ち上げる
982,ergreifen::V,dest avêtin,取り上げる
983,halten::V,hîştin,持つ
984,halten::V,sekinîn,持つ
985,drücken::V,pêl kirin,押す
986,schieben::V,damdan,ずらす
987,kratzen::V,xurandin,引っ掻く
988,lecken::V,alastin,なめる
989,beißen::V,gez kirin,噛む
990,abreißen::V,hilşandin,剝ぎ取る
991,abschneiden::V,jêkirin,切り取る
992,binden::V,girêdan,縛る
993,stecken::V,têxistin,差し込む
994,brechen::V,şikandin,破る
995,klopfen::V,kutandin,とんとん叩く
996,hauen::V,li dan,叩く
997,kleben::V,zeliqîn,貼る
998,kleben::V,zeliqîn,くっ付ける
999,kleben::V,şirêz kirin,貼る
1000,kleben::V,şirêz kirin,くっ付ける
1001,reiben::V,firikandin,擦る
1002,streichen::V,bax dan,塗る
1003,schleifen::V,çarkirin,研ぐ
1004,schneiden::V,jêkirin,切る
1005,rütteln::V,hejandin,揺さぶる
1006,schütteln::V,daweşîn,振る
1007,schütteln::V,daweşîn,揺さぶる
1008,schwenken::V,têwdan,振る
1009,schütten::V,rijandin,注ぐ
1010,füllen::V,dagirtin,いっぱいにする
1011,einwickeln::V,pêçandin,包む
1012,tragen::V,kişandin,運ぶ
1013,tragen::V,rajtin,運ぶ
1014,schleppen::V,kişandin,引きずる
1015,ziehen::V,kişandin,引く
1016,aufbewahren::V,hilandin,預かる
1017,werfen::V,avêtin,投げる
1018,fangen::V,sem kirin,受ける
1019,fangen::V,girtin,受ける
1020,packen::V,pê girtin,掴む
1021,verstecken::V,hîlanin,隠す
1022,teilen::V,parvekirin,分ける
1023,schicken::V,şandin,送る
1024,bringen::V,anîn,持って行く
1025,bringen::V,birin,持って行く
1026,hinzufügen::V,dan ser,加える
1027,hinzufügen::V,li tiştekî zêde kirin,加える
1028,bekommen::V,standin,得る
1029,erhalten::V,standin,受ける
1030,nehmen::V,girtin,取る
1031,wählen::V,ray dan,選ぶ
1032,auswählen::V,bijartin,選ぶ
1033,bewahren::V,rê li ber girtin,保存する
1034,bewahren::V,lê xwedî derketin,保存する
1035,behindern::V,bara wi,妨害する
1036,verderben::V,heram bûn,台無しにする
1037,beschädigen::V,xerab kirin,損傷する
1038,zerbrechen::V,şikênandin,割る
1039,zerbrechen::V,perçe kirin,割る
1040,zerreißen::V,qelişandin,引き裂く
1041,zerstören::V,hilşandin,破壊する
1042,verbrennen::V,şewitandin,焼く
1043,geben::V,dan,上げる
1044,geben::V,dayin,上げる
1045,reichen::V,besbûn,渡す
1046,reichen::V,têrkirin,渡す
1047,schenken::V,diyarî kirin,贈る
1048,versprechen::V,soz dan,約束する
1049,wünschen::V,dil kirin,望む
1050,loben::V,pesinandin,褒める
1051,küssen::V,maçkirin,キスする
1052,wiegen::V,lorandin,揺する
1053,wiegen::V,wezinandin,揺する
1054,zudecken::V,nixumandin,覆う
1055,wecken::V,bixwe hesandin,起こす
1056,zeigen::V,şanîdan,見せる
1057,führen::V,raber kirin,案内する
1058,lehren::V,hîn kirin,教える
1059,unterrichten::V,ders dan,通知する
1060,aufziehen::V,mesinkirin,育てる
1061,leiten::V,rêberî kirin,導く
1062,antreiben::V,bezandin,励ます
1063,lassen::V,berdan,～させる
1064,lassen::V,hiştin,～させる
1065,einladen::V,dawet kirin,誘う
1066,einladen::V,dawet kirin,招待する
1067,vereinigen::V,bi yek kirin,一つにする
1068,besuchen::V,mêvan bûn,訪ねる
1069,treffen::V,rast hatin,出会う
1070,sich versammeln::V,li hev çivîn,集まる
1071,spielen::V,listin,遊ぶ
1072,singen::V,stran,歌う
1073,tanzen::V,reqisîn,踊る
1074,sich trennen::V,hew berdan,別れる
1075,verlassen::V,tanê hişt,別れる
1076,verlassen::V,bêkes,別れる
1077,retten::V,rihakirin,救う
1078,retten::V,rihakirin,助ける
1079,bewachen::V,raçavkirin,見張る
1080,bewachen::V,raçavkirin,軽微する
1081,schützen::V,hemet kirin,保護する
1082,verteidigen::V,paraztin,守る
1083,sich schlagen::V,li hev bezîn,殴る
1084,schießen::V,agir kirin,撃つ
1085,siegen::V,biser ketin,勝つ
1086,ärgern::V,xeyirandin,怒らせる
1087,schlagen::V,lêdan,殴る
1088,schlagen::V,lêxistin,殴る
1089,treten::V,têlekirin,蹴る
1090,stechen::V,têrekirin,突く
1091,stoßen::V,lêketin,突く
1092,stehlen::V,dizîn,盗る
1093,stehlen::V,dizî birin,盗る
1094,stören::V,aciz kirin,構う
1095,belästigen::V,li tela yeki ketin,邪魔する
1096,verbergen::V,veşartin,隠す
1097,verbergen::V,kemîndanîn,隠す
1098,täuschen::V,xapandin,だます
1099,täuschen::V,lê zexeli kirin,だます
1100,betrügen::V,xapandin,だます
1101,töten::V,kûştin,殺す
1102,wohnen::V,rûniştin,住む
1103,arbeiten::V,kar kirin,働く
1104,arbeiten::V,şêxulin,働く
1105,sammeln::V,komkirin,集める
1106,sammeln::V,komkirin,収集する
1107,pflücken::V,çinîn,摘む
1108,jagen::V,nêçîr kirin,狩りをする
1109,fischen::V,masî girtin,釣る
1110,fassen::V,pê girtin,捕る
1111,fassen::V,sêm kirin,捕る
1112,hüten::V,hei jê man,放牧する
1113,treiben::V,bêherandin,追う
1114,anbinden::V,tewilandin,繋ぐ
1115,füttern::V,xwarine dan lê,餌をやる
1116,melken::V,dotin,搾乳する
1117,hacken::V,kolandin,刻む
1118,gießen::V,av dan,水をやる
1119,reifen::V,kemilîn,熟す
1120,zubereiten::V,çe kirin,調理する
1121,kochen::V,xwarin çe kirin,煮る
1122,kochen::V,kelandin,煮る
1123,backen::V,pijandin,焼く
1124,braten::V,qelandin,焼く
1125,braten::V,qelandin,炒める
1126,braten::V,sor kirin,焼く
1127,braten::V,sor kirin,炒める
1128,umrühren::V,têvdan,混ぜる
1129,stricken::V,hûnan,編む
1130,nähen::V,kêl kirin,縫う
1131,färben::V,boyax kirin,染める
1132,reinigen::V,paqijkirin,掃除する
1133,waschen::V,şuştin,洗う
1134,waschen::V,şuştin,洗濯する
1135,abwischen::V,pakîj kirin,拭く
1136,spülen::V,şuştin,洗う
1137,spülen::V,şuştin,すすぐ
1138,fegen::V,maliştin,掃除する
1139,kehren::V,maliştin,掃く
1140,baden::V,serîşûştin,入浴する
1141,sich waschen::V,serîşûştin,洗う
1142,ausziehen::V,jê kirin,脱ぐ
1143,anziehen::V,pê kirin,着る
1144,sich anziehen::V,xwe kirin,着る
1145,kämmen::V,şeh kirin,梳く
1146,schmücken::V,xemilandin,飾る
1147,sagen::V,gotin,言う
1148,sagen::V,peyivîn,言う
1149,sprechen::V,peyivîn,話す
1150,reden::V,axaftin,話す
1151,sich unterhalten::V,hev biştaxilin,話をする
1152,fragen::V,pirsîn,聞く
1153,fragen::V,pirs kirin,聞く
1154,bitten::V,tika kirin,頼む
1155,bitten::V,tika kirin,お願いする
1156,erzählen::V,behs kirin,物語る
1157,mitteilen::V,vegotin,伝える
1158,nennen::V,bi nav kirin,名づける
1159,rufen::V,bakirin,呼ぶ
1160,prahlen::V,pesnê xwe dan,自慢する
1161,übersetzen::V,qulibandin,訳す
1162,übersetzen::V,derbas kirin,訳す
1163,denken::V,fikirîn,考える
1164,glauben::V,bawer bûn,信じる
1165,bemerken::V,bala xwe dan,気が付く
1166,bemerken::V,çac lê ketin,気が付く
1167,erkennen::V,pêhesîn,認識する
1168,begreifen::V,fêmkirin,分かる
1169,verstehen::V,fêmkirin,聞き取る
1170,lernen::V,halmandin,学ぶ
1171,lernen::V,halmandin,勉強する
1172,lernen::V,fêrbun,学ぶ
1173,lernen::V,fêrbun,勉強する
1174,wissen::V,zanîn,知っている
1175,sich erinnern an::V,bir bûn,思い出す
1176,vergessen::V,ji bir kirin,忘れる
1177,messen::V,pê kanîn,計る
1178,messen::V,pê kanîn,測定する
1179,zählen::V,hejmardin,数える
1180,rechnen::V,hesibandin,計算する
1181,lesen::V,xwendin,読む
1182,malen::V,rengandin,描く
1183,malen::V,boyax kirin,描く
1184,zeichnen::V,işaret kirin,写生する
1185,schreiben::V,nivîsandin,書く
1186,besitzen::V,hebûn,所持する
1187,kaufen::V,kirîn,買う
1188,verkaufen::V,firotin,売る
1189,bezahlen::V,pere dan,払う
1190,zahlen::V,pere dan,支払う
1191,zahlen::V,dayin,支払う
1192,beherrschen::V,zebt kirin,支配する
1193,beherrschen::V,hukim kirin,支配する
1194,ertragen::V,bihêzkirin,耐える
