,Concept_ID,udm,ro
219,Beere::N,узы-боры,boabă
220,Apfel::N,яблок,măr
221,Pilz::N,губи,burete
222,Pilz::N,губи,ciupercă
223,Zwiebel::N,сугон,ceapă
224,Saat::N,кидыс,semănătură
225,Korn::N,тысь,grâu
226,Heu::N,турын,fân
227,Schale::N,кыд,coajă
228,Grube::N,гу,groapă
229,Grube::N,гоп,groapă
230,Falle::N,налик,cursă
231,Falle::N,налик,capcană
232,Schlinge::N,гиӟ,laț
233,Schlinge::N,герд,laț
234,Spur::N,пытьы,dâră
235,Spur::N,бервыл,dâră
236,Asche::N,пень,cenușă
237,Dreck::N,дэри,noroi
238,Dreck::N,дэри,murdărie
239,Eisen::N,корт,fier
240,Gold::N,зарни,aur
241,Silber::N,азвесь,argint
242,Kohle::N,эгыр,cărbune
243,Glas::N,стекло,sticlă
244,Glas::N,пияла,sticlă
245,Lehm::N,сюй,lut
246,Lehm::N,сюй,humă
247,Sand::N,луо,nisip
248,Mensch::N,мурт,om
249,Mensch::N,мурт,persoană
250,Mensch::N,адями,om
251,Mensch::N,адями,persoană
252,Mann::N,воргорон,om
253,Mann::N,воргорон,bărbat
254,Frau::N,кышномурт,femeie
255,Kind::N,нуны,copil
256,Kind::N,пинал,copil
257,Junge::N,пи,băiat
258,Junge::N,пи,flăcău
259,Mädchen::N,ныл,fată
260,Familie::N,семья,familie
261,Großvater::N,песятай,bunic
262,Großvater::N,песятай,tată mare
263,Großvater::N,пересь атай,bunic
264,Großvater::N,пересь атай,tată mare
265,Großmutter::N,песянай,bunică
266,Großmutter::N,песянай,mamă mare
267,Großmutter::N,пересь анай,bunică
268,Großmutter::N,пересь анай,mamă mare
269,Eltern::N,атай-анай,părinți
270,Eltern::N,бубы-мумы,părinți
271,Vater::N,айы,tată
272,Vater::N,айы,părinte
273,Vater::N,атай,tată
274,Vater::N,атай,părinte
275,Mutter::N,мумы,mamă
276,Sohn::N,пи,fiu
277,Sohn::N,пи,fecior
278,Tochter::N,ныл,fiică
279,Bruder::N,агай,frate
280,Schwester::N,апа,soră
281,Schwester::N,сузэр,soră
282,Onkel::N,агай,unchi
283,Tante::N,апа,mătușă
284,Tante::N,кенак,mătușă
285,Ehemann::N,карт,soț
286,Ehemann::N,карт,bărbat
287,Ehefrau::N,кышно,soție
288,Freude::N,шумпотон,bucurie
289,Gelächter::N,горем,râset
290,Glück::N,шуд,fericire
291,Kummer::N,кайгу,mâhnire
292,Kummer::N,куректон,mâhnire
293,Wunsch::N,мылпотон,dorință
294,Wunsch::N,мылпотон,deziderat
295,Lust::N,потон,poftă
296,Lust::N,потон,înclinare
297,Geist::N,лул,duh
298,Geist::N,лул,minte
299,Geist::N,лул,suflet
300,Gedanke::N,малпан,gând
301,Gedanke::N,малпан,cuget
302,Gedächtnis::N,йырсазь,memorie
303,Gedächtnis::N,тодэваён,memorie
304,Verstand::N,йырвизь,minte
305,Verstand::N,йырвизь,intelect
306,Sinn::N,смысл,sens
307,Sinn::N,смысл,înțeles
308,Grund::N,муг,cauză
309,Grund::N,муг,pricină
310,Grund::N,ньӧм,cauză
311,Grund::N,ньӧм,pricină
312,Wahrheit::N,зэм,adevăr
313,Wahrheit::N,шонер,adevăr
314,Gespräch::N,вераськон,convorbire
315,Gespräch::N,вераськон,conversație
316,Märchen::N,выжыкыл,basm
317,Märchen::N,выжыкыл,poveste
318,Erzählung::N,верос,poveste
319,Nachricht::N,ивор,veste
320,Neuigkeit::N,выльивор,noutate
321,Neuigkeit::N,выльивор,actualitate
322,Name::N,ним,nume
323,Rätsel::N,мадькыл,ghicitoare
324,Rede::N,верам,discurs
325,Sprache::N,кыл,limbă
326,Sprache::N,кыл,limbaj
327,Stimme::N,куара,glas
328,Wort::N,кыл,cuvânt
329,Zeichen::N,пус,semn
330,Zeichen::N,пус,semnal
331,Zeichen::N,тодмет,semn
332,Zeichen::N,тодмет,semnal
333,Ruf::N,ӧтён,chemare
334,Ruf::N,чортон,chemare
335,Lärm::N,ӵашетон,zgomot
336,Lärm::N,ӵашетон,tărăboi
337,Laut::N,куара,sunet
338,Ton::N,куара,ton
339,Lied::N,кырӟан,cântec
340,Ruhe::N,чалмыт улон,odihnă
341,Ruhe::N,чалмыт улон,liniște
342,Leute::N,адямиос,lume
343,Leute::N,адямиос,oameni
344,Volk::N,калык,popor
345,Volk::N,калык,națiune
346,Arbeit::N,уж,lucru
347,Gast::N,куно,musafir
348,Geschenk::N,салам,dar
349,Geschenk::N,салам,cadou
350,Geschenk::N,кузьым,dar
351,Geschenk::N,кузьым,cadou
352,Spiel::N,шудон,joc
353,Gesellschaft::N,калык,societate
354,Hilfe::N,юрттон,ajutor
355,Freund::N,эш,amic
356,Freund::N,эш,prieten
357,Freund::N,юлтош,amic
358,Freund::N,юлтош,prieten
359,Kamerad::N,тодмо,tovarăș
360,Angelegenheit::N,уж,afacere
361,Anzahl::N,лыд,număr
362,Anzahl::N,лыд,cantitate
363,Art::N,тус,fel
364,Art::N,тус,specie
365,Stück::N,юдэс,bucată
366,Teil::N,люкет,parte
367,Teil::N,люкет,porție
368,Hälfte::N,ӝыны,jumătate
369,Kreis::N,котырес,cerc
370,Kreuz::N,крест,cruce
371,Linie::N,гож,linie
372,Strich::N,гож,linie
373,Strich::N,гож,trăsătură
374,Abstand::N,вис,distanță
375,Abstand::N,вис,depărtare
376,Abstand::N,кусып,distanță
377,Abstand::N,кусып,depărtare
378,Entfernung::N,кусып,distanță
379,Entfernung::N,кусып,depărtare
380,Gegend::N,инты,regiune
381,Platz::N,инты,loc
382,Ort::N,инты,loc
383,Ort::N,места,loc
384,Seite::N,пал,latură
385,Mitte::N,шор,centru
386,Gegenstand::N,арбери,obiect
387,Sache::N,котыр,lucru
388,Sache::N,котыр,chestie
389,Rand::N,дур,bordură
390,Rand::N,шаер,bordură
391,Kante::N,дур,muchie
392,Kante::N,дур,bordură
393,Ecke::N,сэрег,colț
394,Spitze::N,йыл,vârf
395,Spitze::N,йыл,creștet
396,Ende::N,пум,capăt
397,Loch::N,пась,gaură
398,Winkel::N,сэрег,colț
399,Muster::N,пужы,desen
400,Größe::N,быдӟала,mărime
401,Länge::N,кузьдала,lungime
402,Höhe::N,ӝуждала,înălțime
403,Gewicht::N,сектала,greutate
404,Gewicht::N,секытлык,greutate
405,Menge::N,лыд,cantitate
406,Menge::N,лыдпус,cantitate
407,Haufen::N,люк,grămadă
408,Reihe::N,чур,șir
409,Reihe::N,чур,rând
410,Boot::N,пыж,barcă
411,Boot::N,пыж,luntre
412,Boot::N,лодка,barcă
413,Boot::N,лодка,luntre
414,Ruder::N,полыс,vâslă
415,Ruder::N,полыс,lopată
416,Schlitten::N,додьы,sanie
417,Ski::N,куас,schi
418,Lagerfeuer::N,тылскем,foc de tabără
419,Last::N,секыт,povară
420,Last::N,секыт,sarcină
421,Gang::N,ветлон,mers
422,Gang::N,ветлон,umblet
423,Schritt::N,вамыш,pas
424,Norden::N,уйпал,nord
425,Norden::N,уйпал,miazănoapte
426,Süden::N,лымшор,sud
427,Süden::N,лымшор,miazăzi
428,Westen::N,шунды пуксён,apus
429,Osten::N,шунды ӝужан,est
430,Osten::N,шунды ӝужан,răsărit
431,Holz::N,пу,lemn
432,Brett::N,пул,scândură
433,Platte::N,плита,placă
434,Stütze::N,пыкет,proptea
435,Stange::N,пуӵ,bară
436,Stange::N,пуӵ,prăjină
437,Stock::N,боды,băț
438,Stock::N,боды,baston
439,Stab::N,пуӵ,baston
440,Stab::N,пуӵ,prăjină
441,Stab::N,боды,baston
442,Stab::N,боды,prăjină
443,Rohr::N,труба,tub
444,Rohr::N,труба,țeavă
445,Haus::N,юрт,casă
446,Heim::N,корка,casă
447,Heim::N,корка,cămin
448,Ofen::N,гур,sobă
449,Fußboden::N,выж,podea
450,Fußboden::N,выж,dușumea
451,Tisch::N,ӝӧк,masă
452,Stuhl::N,пукон,scaun
453,Wiege::N,кӧкы,leagăn
454,Wiege::N,зыбка,leagăn
455,Bett::N,валес,pat
456,Regal::N,ӝажы,rafturi
457,Kiste::N,ящик,ladă
458,Kiste::N,ящик,cutie
459,Fenster::N,укно,fereastră
460,Fenster::N,косяк,fereastră
461,Tür::N,ӧс,ușă
462,Tor::N,ӟезьы,poartă
463,Zaun::N,забор,gard
464,Dach::N,липет,acoperiș
465,Leiter::N,падӟа,scară
466,Besen::N,ӵужон,mătură
467,Besen::N,исьнер,mătură
468,Spaten::N,лопатка,cazma
469,Spaten::N,лопатка,hârleț
470,Schaufel::N,ютырон,lopată
471,Gabel::N,тэчы,furculiță
472,Gabel::N,вилка,furculiță
473,Löffel::N,пуньы,lingură
474,Messer::N,пурт,cuțit
475,Nagel::N,кортӵог,cui
476,Netz::N,сеть,plasă
477,Haken::N,курик,cârlig
478,Griff::N,ныд,mâner
479,Schloss::N,тунгон,lacăt
480,Bild::N,суред,tablou
481,Bild::N,суред,imagine
482,Figur::N,фигура,chip
483,Figur::N,фигура,figură
484,Puppe::N,мунё,păpușă
485,Beutel::N,пуйы,pungă
486,Beutel::N,пуйы,săculeț
487,Bündel::N,керттэт,mănunchi
488,Tasche::N,пуйы,geantă
489,Tasche::N,сумка,geantă
490,Eimer::N,ведра,găleată
491,Deckel::N,ӵоксэт,capac
492,Geschirr::N,тусьты-пуньы,vase
493,Geschirr::N,тусьты-пуньы,tacâmuri
494,Sack::N,пуйы,sac
495,Tasse::N,ӵаша,ceașcă
496,Topf::N,миска,oală
497,Kessel::N,пурты,cazan
498,Kessel::N,пурты,căldare
499,Essen::N,сиськон,mâncare
500,Nahrung::N,сион,hrană
501,Nahrung::N,сион,aliment
502,Speise::N,сиён,bucate
503,Speise::N,сиён,fel de bucate
504,Fleisch::N,сӥль,carne
505,Getreide::N,ю тысь,cereale
506,Brei::N,ӝук,pireu
507,Brot::N,нянь,pâine
508,Scheibe::N,шорем,felie
509,Scheibe::N,шорем,bucată
510,Fett::N,кӧй,untură
511,Fett::N,кӧй,grăsime
512,Butter::N,вӧй,unt
513,Öl::N,вӧй,ulei
514,Salz::N,сылал,sare
515,Suppe::N,шыд,supă
516,Suppe::N,шыд,ciorbă
517,Honig::N,чечы,miere
518,Milch::N,йӧл,lapte
519,Tee::N,чай,ceai
520,Leder::N,сурон,piele
521,Wolle::N,гон,lână
522,Wolle::N,ыжгон,lână
523,Stoff::N,куэм,stofă
524,Nadel::N,вень,ac
525,Faden::N,сӥньыс,ață
526,Knopf::N,бирды,buton
527,Knoten::N,герд,nod
528,Farbe::N,буёл,vopsea
529,Kleidung::N,дӥсь,haine
530,Kleidung::N,дӥсь,îmbrăcăminte
531,Hemd::N,дэрем,cămașă
532,Kragen::N,сирес,guler
533,Ärmel::N,саес,mânecă
534,Hose::N,брюки,pantaloni
535,Hose::N,штань,pantaloni
536,Gürtel::N,кускерттон,cordon
537,Mütze::N,ызьы,șapcă
538,Schuh::N,ботинка,gheată
539,Stiefel::N,сапег,cizmă
540,Ring::N,зундэс,inel
541,Ring::N,зундэс,verigă
542,Band::N,лента,panglică
543,Band::N,лента,șiret
544,Kamm::N,сын,pieptene
545,Spiegel::N,синучкон,oglindă
546,Riemen::N,е,curea
547,Schnur::N,гозы,funie
548,Schnur::N,гозы,sfoară
549,Leine::N,думет,lesă
550,Leine::N,думет,curea
551,Decke::N,шобрет,pătură
552,Kissen::N,миндэр,pernă
553,Tuch::N,кышет,batic
554,Handtuch::N,ӵушкон,prosop
555,Handtuch::N,ӵушкон,ștergar
556,Kraft::N,кать,forță
557,Kraft::N,кать,putere
558,Kraft::N,ӟигар,forță
559,Kraft::N,ӟигар,putere
560,Stärke::N,юнлык,tărie
561,Stärke::N,юнлык,vigoare
562,Gesundheit::N,тазалык,sănătate
563,Krankheit::N,висён,boală
564,Krankheit::N,висён,maladie
565,Schmerz::N,висён,durere
566,Wunde::N,яра,rană
567,Fieber::N,кезег,febră
568,Arznei::N,эмъюм,leac
569,Arznei::N,эмъюм,medicament
570,Brücke::N,выж,pod
571,Brücke::N,выж,punte
572,Brunnen::N,колдэч,puț
573,Weide::N,возь,izlaz
574,Weide::N,возь,pășune
575,Pfad::N,сюрес,cărare
576,Weg::N,сюрес,drum
577,Straße::N,сюрес,cale
578,Straße::N,сюрес,stradă
579,Dorf::N,гурт,sat
580,Stadt::N,кар,oraș
581,Stadt::N,город,oraș
582,Brief::N,гожтэт,scrisoare
583,Buch::N,книга,carte
584,Buchstabe::N,буква,literă
585,Buchstabe::N,буква,caracter
586,Zeitung::N,газет,ziar
587,Zeitung::N,газет,gazetă
588,Leben::N,улон,viață
589,Tod::N,кулон,moarte
590,Grab::N,шайгу,groapă
591,Grab::N,шайгу,mormânt
592,Kirche::N,черк,biserică
593,Sünde::N,сьӧлык,păcat
594,Gott::N,ӥнмар,zeu
595,Arbeiter::N,рабочий,muncitor
596,Chef::N,начальник,șef
597,Meister::N,кибашлы,meșter
598,Meister::N,кибашлы,maestru
599,Arzt::N,врач,medic
600,Arzt::N,врач,doctor
601,Lehrer::N,дышетӥсь,profesor
602,Lehrer::N,дышетӥсь,învățător
603,Geld::N,уксё,bani
604,Geld::N,уксё,parale
605,Geld::N,коньдон,bani
606,Geld::N,коньдон,parale
607,Geschäft::N,уж,treabă
608,Geschäft::N,уж,afacere
609,Laden::N,магазин,magazin
610,Laden::N,магазин,prăvălie
611,Preis::N,дун,preț
612,Ware::N,вуз,marfă
613,Nutzen::N,пайда,folos
614,Nutzen::N,пайда,profit
615,Reichtum::N,узырлык,avuție
616,Reichtum::N,узырлык,bogăție
617,Welt::N,дунне,lume
618,Land::N,шаер,țară
619,Staat::N,кун,stat
620,König::N,эксэй,rege
621,Macht::N,власть,putere
622,Macht::N,власть,putință
623,Grenze::N,кунгож,hotar
624,Grenze::N,кунгож,graniță
625,Grenze::N,кунгож,frontieră
626,Krieg::N,ож,război
627,Feind::N,тушмон,dușman
628,Gewalt::N,эриктэман,violență
629,Kampf::N,нюръяськон,luptă
630,Bogen[Waffe]::N,пукыӵ,arc
631,Pfeil::N,пукыӵ вень,săgeată
632,Gewehr::N,пыӵал,armă
633,Gewehr::N,пыӵал,pușcă
634,Fehler::N,янгыш,eroare
635,Fehler::N,янгыш,greșeală
636,Lüge::N,пӧян,minciună
637,Lüge::N,алдан,minciună
638,Lüge::N,ӧрекчан,minciună
639,Schaden::N,изъян,daună
640,Schaden::N,изъян,pagubă
641,Unglück::N,куректон,nenorocire
642,Unglück::N,шудтэме усён,nenorocire
643,Schuld::N,янгыш,vină
644,Alter::N,арлыд,etate
645,Alter::N,арлыд,vârstă
646,Schluss::N,пум,sfârșit
647,Zeit::N,дыр,timp
648,Zeit::N,дыр,vreme
649,Tag::N,нунал,zi
650,Morgen::N,ӵукна,dimineață
651,Mittag::N,лымшор,prânz
652,Mittag::N,лымшор,amiază
653,Abend::N,ӝыт,seară
654,Abend::N,акшан,seară
655,Nacht::N,уй,noapte
656,Woche::N,арня,săptămână
657,Monat::N,толэзь,lună
658,Jahr::N,ар,an
659,Frühling::N,тулыс,primăvară
660,Sommer::N,гужем,vară
661,Herbst::N,сӥзьыл,toamnă
662,Winter::N,тол,iarnă
663,Januar::N,выльартолэзь,ianuarie
664,Februar::N,тулыспал,februarie
665,März::N,южтолэзь,martie
666,April::N,оштолэзь,aprilie
667,Mai::N,куартолэзь,mai
668,Juni::N,вожотолэзь,iunie
669,Juli::N,пӧсьтолэзь,iulie
670,August::N,гудырикошкон,august
671,September::N,куарусён,septembrie
672,Oktober::N,выльӝуктолэзь,octombrie
673,November::N,шуркынмон,noiembrie
674,Dezember::N,толсур,decembrie
675,Montag::N,вордӥськон,luni
676,Dienstag::N,вторник,marți
677,Mittwoch::N,вирнунал,miercuri
678,Donnerstag::N,покчиарня,joi
679,Freitag::N,удмуртарня,vineri
680,Samstag::N,кӧснунал,sâmbătă
681,Sonntag::N,арня,duminică
682,groß::A,бадӟым,mare
683,klein::A,пичи,mic
684,lang::A,кузь,lung
685,kurz::A,вакчи,scurt
686,breit::A,паськыт,lat
687,breit::A,паськыт,larg
688,schmal::A,сюлэг,strâmt
689,dicht::A,ӵем,des
690,dick[Gegenstand]::A,зӧк,gros
691,dünn::A,векчи,subțire
692,fein::A,векчи,fin
693,fein::A,векчи,subțire
694,fest::A,юн,tare
695,fest::A,юн,solid
696,fest::A,чурыт,tare
697,fest::A,чурыт,solid
698,flach::A,ӵошкыт,șes
699,flach::A,ӵошкыт,plan
700,glatt::A,гылыт,lins
701,glatt::A,вольыт,lins
702,hart::A,чурыт,dur
703,weich::A,небыт,moale
704,rund::A,котырес,rotund
705,rund::A,котырес,circular
706,spitz::A,йылсо,ascuțit
707,scharf::A,лэчыт,tăios
708,scharf::A,лэчыт,ascuțit
709,stumpf::A,ныж,tocit
710,schwer::A,секыт,greu
711,schön::A,чебер,frumos
712,heiß::A,пӧсь,cald
713,heiß::A,пӧсь,fierbinte
714,warm::A,шуныт,cald
715,warm::A,шуныт,fierbinte
716,kalt::A,кезьыт,rece
717,kühl::A,юзмыт,rece
718,kühl::A,юзмыт,răcoros
719,kühl::A,салкым,rece
720,kühl::A,салкым,răcoros
721,frisch::A,выль,răcoros
722,frisch::A,выль,proaspăt
723,feucht::A,мускыт,umed
724,feucht::A,мускыт,jilav
725,nass::A,котмем,ud
726,trocken::A,кӧс,sec
727,trocken::A,кӧс,uscat
728,voll::A,тыр,plin
729,leer::A,буш,gol
730,leer::A,тырттэм,gol
731,offen::A,усьтэм,deschis
732,geschlossen::A,ӵогам,închis
733,geschlossen::A,пунням,închis
734,sauber::A,ӝикыт,curat
735,sauber::A,чылкыт,curat
736,schmutzig::A,нӧд,murdar
737,roh::A,ыль,crud
738,reif::A,вуэм,copt
739,lecker::A,ческыт,gustos
740,süß::A,ческыт,dulce
741,bitter::A,курыт,amar
742,sauer::A,чырс,acru
743,hell::A,югыт,clar
744,hell::A,югыт,luminos
745,dunkel::A,пеймыт,obscur
746,dunkel::A,пеймыт,întunecos
747,schwarz::A,сьӧд,negru
748,weiß::A,тӧдьы,alb
749,rot::A,горд,roșu
750,gelb::A,ӵуж,galben
751,blau::A,лыз,albastru
752,grün::A,вож,verde
753,grau::A,пурысь,gri
754,grau::A,пурысь,cenușiu
755,bunt::A,куӵо,colorat
756,billig::A,дунтэм,ieftin
757,teuer::A,дуно,scump
758,wertvoll::A,дуно,prețios
759,blind::A,сукыр,orb
760,blind::A,синтэм,orb
761,taub::A,пельтэм,surd
762,kräftig::A,кужмо,tare
763,kräftig::A,кужмо,forte
764,kräftig::A,кужмо,robust
765,stark::A,юн,viguros
766,stark::A,юн,puternic
767,stark::A,кужмо,viguros
768,stark::A,кужмо,puternic
769,schwach::A,ляб,slab
770,schwach::A,ляб,debil
771,schwach::A,начар,slab
772,schwach::A,начар,debil
773,fett::A,кӧй,gras
774,schlank::A,веськыт,zvelt
775,schlank::A,веськрес,zvelt
776,hübsch::A,чебер,drăguț
777,hübsch::A,синмаськымон,drăguț
778,böse::A,лек,rău
779,böse::A,лек,răutăcios
780,dumm::A,шузи,nerod
781,dumm::A,шузи,tâmpit
782,dumm::A,визьтэм,nerod
783,dumm::A,визьтэм,tâmpit
784,faul::A,азьтэм,leneș
785,fleißig::A,сюлмо,harnic
786,fleißig::A,сюлмо,sârguincios
787,geizig::A,сук,calic
788,geizig::A,сук,zgârcit
789,klug::A,визьмо,isteț
790,klug::A,визьмо,deștept
791,geschickt::A,усто,dibaci
792,geschickt::A,быгатӥсь,dibaci
793,lieb::A,мусо,drag
794,lieb::A,мусо,iubit
795,lustig::A,шулдыр,vesel
796,sanft::A,мусо,blând
797,sanft::A,мусо,blajin
798,sanft::A,эрке,blând
799,sanft::A,эрке,blajin
800,hungrig::A,сютэм,flămând
801,krank::A,висись,bolnav
802,nackt::A,гольык,gol
803,traurig::A,мӧзмыт,trist
804,traurig::A,мӧзмыт,mâhnit
805,lebendig::A,улэп,viu
806,gut::A,ӟеч,bun
807,gut::A,умой,bun
808,schlecht::A,урод,rău
809,schlecht::A,урод,prost
810,schlecht::A,алама,rău
811,schlecht::A,алама,prost
812,richtig::A,шонер,drept
813,richtig::A,шонер,corect
814,schlimm::A,алама,rău
815,wahr::A,зэмос,adevărat
816,alt::A,вуж,uzat
817,alt::A,вуж,vechi
818,neu::A,выль,nou
