,Concept_ID,ku,cv
733,zweiter::A,duda,иккӗмӗш
734,dritter::A,sisêya,виҫҫӗмӗш
735,letzter::A,paşîn,юлашки
736,allein::ADV,tenê,пӗччен
737,auf einmal::ADV,jar kê,кӗмӗрккен
738,zusammen::ADV,tev,пӗрле
739,zusammen::ADV,bi hev re,пӗрле
740,lange::ADV,dirêj,вӑрах
741,plötzlich::ADV,ji nişkave,сасартӑк
742,sofort::ADV,yekser,тӳрех
743,später::ADV,paşiyê,кайран
744,jetzt::ADV,nuha,халь
745,jetzt::ADV,nuha,халӗ
746,heute::ADV,îro,паян
747,morgen::ADV,sibeh,ыран
748,bald::ADV,nêzîk,халех
749,bald::ADV,nêzîk,кӗҫех
750,dann::ADV,paşê,унтан
751,gestern::ADV,do,ӗнер
752,einst::ADV,jar ke,пӗррехинче
753,damals::ADV,hîngî,ун чухне
754,damals::ADV,hîngî,апла пулсан
755,danach::ADV,piştra,унтан
756,vorher::ADV,pîşî,малтан
757,zuerst::ADV,bere,пирвай
758,einmal::ADV,çarik,пӗррехинче
759,manchmal::ADV,çarna,хӑш чухне
760,oft::ADV,gelek çaran,тӑтӑш
761,immer::ADV,daîm,ялан
762,niemals::ADV,tu çar,нихӑҫан та
763,hier::ADV,li vir,кунта
764,hierhin::ADV,vir,кунта
765,von hier::ADV,ji vir,кунтан
766,dort::ADV,li wê derê,унта
767,dort::ADV,li wê derê,ҫавӑнта
768,dorthin::ADV,wêda,унта
769,dorthin::ADV,wêda,ҫавӑнта
770,geradeaus::ADV,rastê rast,тикӗс
771,vorwärts::ADV,ber bi pêş,малалла
772,rückwärts::ADV,paşpê,хыҫала
773,zurück::ADV,paşdo,каялла
774,zurück::ADV,paşvê,каялла
775,unten::ADV,jêrî,аялта
776,hinab::ADV,berjêr,аялта
777,oben::ADV,banî,ҫӳлте
778,hinauf::ADV,banî,ҫӳле
779,überall::ADV,li her derê,таҫта та
780,überall::ADV,li her derê,пур ҫӗрте те
781,überall::ADV,li her derê,кирек ӑҫта та
782,nicht::ADV,ne,мар
783,nicht::ADV,nîn,мар
784,nicht::ADV,tine,мар
785,ein wenig::ADV,hebkî,пӑртак
786,kaum::ADV,tema,аран
787,kaum::ADV,himangi,аран
788,sehr::ADV,gelek,питӗ
789,so::ADV,weha,апла
790,noch::ADV,hêj,татах
791,noch::ADV,dîsa,татах
792,nur::ADV,tenê,ҫех
793,nur::ADV,bes,ҫех
794,schon::ADV,hew,ӗнтӗ
795,wieder::ADV,jar din,каллех
796,wieder::ADV,dîsa,каллех
797,vergebens::ADV,deya çun,харам
798,vergebens::ADV,îfleh bûn,харам
799,vor::PRP,li ber,умӗнче
800,hinter::PRP,li pişt,кайра
801,unter::PRP,li bin,айне
802,unter::PRP,li bin,айӗпе
803,unter::PRP,li bin,айӗнче
804,unter::PRP,li bin,ҫитеспе
805,durch::PRP,kura,витӗр
806,neben::PRP,li ba,патӗнче
807,zwischen::PRP,nabeyne,хушшинче
808,zwischen::PRP,di nav...da,хушшинче
809,wegen::PRP,ji bo,пула
810,wegen::PRP,ji bo,пирки
811,wegen::PRP,ji ber,пула
812,wegen::PRP,ji ber,пирки
813,dies::PRN,ev,ку
814,dies::PRN,ev,ҫак
815,das::PRN,ev,ҫав
816,alles::PRN,hemû,пурте
817,alles::PRN,hemû,йӑлт
818,ich::PRN,ez,эп
819,du::PRN,tu,эс
820,er::PRN,wî,вӑл
821,wir::PRN,êm,эпир
822,ihr::PRN,hûn,эсир
823,sie::PRN,we,вӗсем
824,was::FPRN,çi,мӗн
825,was::FPRN,çi,мӗскер
826,was::FPRN,çi,мӗн те пулин
827,wer::FPRN,ki,кам
828,wo::FADV,li ku dere,ӑҫта
829,wohin::FADV,li ku dere,ӑҫта
830,wie::FADV,çawa,епле
831,wie::FADV,çawa,мӗнле
832,warum::FADV,çima,ма
833,warum::FADV,çima,мӗншӗн
834,wieviel::FNUM,çend,миҫе
835,eins::NUM,yek,пӗр
836,eins::NUM,yek,пӗрре
837,zwei::NUM,didu,ик
838,zwei::NUM,didu,икӗ
839,zwei::NUM,didu,иккӗ
840,drei::NUM,sisê,виҫ
841,drei::NUM,sisê,виҫӗ
842,drei::NUM,sisê,виҫҫӗ
843,vier::NUM,çar,тӑват
844,fünf::NUM,penç,пилӗк
845,fünf::NUM,penç,пиллӗк
846,sechs::NUM,şeş,улт
847,sechs::NUM,şeş,ултӑ
848,sechs::NUM,şeş,улттӑ
849,sieben::NUM,heft,ҫич
850,sieben::NUM,heft,ҫичӗ
851,sieben::NUM,heft,ҫиччӗ
852,acht::NUM,heşt,сакӑр
853,acht::NUM,heşt,саккӑр
854,neun::NUM,neh,тӑхӑр
855,neun::NUM,neh,тӑххӑр
856,zehn::NUM,deh,вунӑ
857,zehn::NUM,deh,вуннӑ
858,elf::NUM,yazdeh,вун пӗр
859,zwölf::NUM,diwazdeh,вун ик
860,zwölf::NUM,diwazdeh,вун икӗ
861,zwölf::NUM,diwazdeh,вун иккӗ
862,zwanzig::NUM,bîst,ҫирӗм
863,dreißig::NUM,sih,вӑтӑр
864,vierzig::NUM,çil,хӗрӗх
865,fünfzig::NUM,pençi,аллӑ
866,sechzig::NUM,şêst,утмӑл
867,siebzig::NUM,heftê,ҫитмӗл
868,achtzig::NUM,heştê,сакӑр вунӑ
869,achtzig::NUM,heştê,сакӑр вуннӑ
870,neunzig::NUM,nod,тӑхӑр вун
871,neunzig::NUM,nod,тӑхӑр вунӑ
872,neunzig::NUM,nod,тӑхӑр вуннӑ
873,hundert::NUM,sêd,ҫӗр
874,tausend::NUM,hezar,пин
875,und::CNJ,û,та
876,oder::CNJ,an,е
877,oder::CNJ,yan,е
878,stehen::V,sekinîn,тӑр
879,sitzen::V,rûniştin,лар
880,liegen::V,paldan,вырт
881,hängen::V,darve kirin,усӑнса тӑр
882,hängen::V,darve kirin,ҫакӑнса тӑр
883,werden::V,bûn,пул
884,passieren::V,hatin holê,пул
885,passieren::V,hatin serê kesî,пул
886,beginnen::V,li dest pêkirin,пуҫлан
887,enden::V,xalas bû,пӗт
888,enden::V,xalas bû,вӗҫлен
889,wechseln::V,guherandin,улшӑн
890,wechseln::V,dêgiş kirin,улшӑн
891,aufgehen[Sonne]::V,hilatin,тух
892,untergehen[Sonne]::V,çun ava,анса лар
893,scheinen[Sonne]::V,şewk de,пӑх
894,donnern::V,gire-gir,кӗмсӗртет
895,donnern::V,gire-gir,авӑт
896,wehen::V,ba le de,варкӑш
897,strömen::V,xwe girtin,тӑкӑн
898,fließen::V,herikîn,юх
899,sich drehen::V,xwe zivirandin,ҫаврӑн
900,schwanken::V,hejandin,чӳхен
901,schwingen::V,libakirin,суллан
902,fallen::V,ketin,кип
903,fallen::V,ketin,тӳр кип
904,fallen::V,ketin,татӑлса ан
905,brennen::V,şewitîn,ҫун
906,rauchen::V,kişandin,мӑкӑрлан
907,rauchen::V,kişandin,тӗтӗм кӑлар
908,regnen::V,bahran tê,ҫумӑр ҫӑвать
909,gefrieren::V,qefilandin,шӑн
910,tauen::V,helandin,ирӗл
911,schmelzen::V,helandin,ирӗл
912,trocknen::V,zuwabûn,тип
913,sieden::V,kelîn,вӗре
914,faulen::V,xerabûn,ҫӗр
915,verfaulen::V,xerabûn,ҫӗр
916,reißen::V,jêkirin,ҫурӑл
917,versinken::V,xerq bûn,пут
918,vergehen::V,derbas bûn,ирт
919,erscheinen::V,peyda bûn,курӑн
920,erscheinen::V,peyda bûn,курӑнса кай
921,verschwinden::V,wendabûn,ҫухал
922,sinken::V,noq bûn,чак
923,abnehmen::V,kêm bûn,чак
924,zunehmen::V,qelew bûn,пысӑклан
925,steigen::V,hildan,ҫӗклен
926,wachsen::V,mezin bûn,ӳс
927,glänzen::V,biriqîn,ҫиҫ
928,funkeln::V,çikisîn,ялкӑш
929,funkeln::V,çikisîn,йӑлтӑртат
930,lärmen::V,guşîn,шавла
931,läuten::V,lê de,шӑнкӑравла
932,klingeln::V,sîl dan,шӑнкӑравла
933,klingeln::V,ringerin,шӑнкӑравла
934,klirren::V,zingzing hat,калтлат
935,klirren::V,zingzing hat,шӑнкӑлтат
936,brausen::V,guşîn,ахӑр
937,rauschen::V,guşîn,вашӑлтат
938,rauschen::V,guşîn,чашӑлтат
939,klingen::V,deng pe ketin,янӑра
940,bellen::V,kewtîn,вӗр
941,heulen::V,ûrîn,ула
942,blasen::V,puf kirin,вӗр
943,pfeifen::V,fîkandin,шӑхӑр
944,schreien::V,qîrîn,кӑшкӑр
945,stöhnen::V,nalîn,йынӑш
946,zittern::V,hejîn,чӗтре
947,leben::V,jihîn,пурӑн
948,geboren werden::V,hatin dinyê,ҫурал
949,geboren werden::V,bûn,ҫурал
950,atmen::V,hilmijîn,сывла
951,trinken::V,vexwarin,ӗҫ
952,essen::V,xwarin,ҫи
953,schlucken::V,daqulbandin,ҫӑт
954,müde werden::V,betilîln,ӗшен
955,müde werden::V,qerimîn,ӗшен
956,einschlafen::V,razan,ыйха пут
957,einschlafen::V,razan,ҫывӑрса кай
958,schlafen::V,razan,ҫывӑр
959,schlafen::V,razandin,ҫывӑр
960,aufwachen::V,şiyarbûn,вӑран
961,aufstehen::V,rabûn,тӑр
962,sich erholen::V,baş bûn,кан
963,krank werden::V,nexweş kêt,чирле
964,krank sein::V,nexweş bû,чирле
965,schmerzen::V,êşandin,сур
966,schmerzen::V,êşandin,ырат
967,husten::V,kuxin,ӳсӗр
968,genesen::V,baş bûn,сывал
969,genesen::V,baş bûn,тӳрлен
970,sterben::V,mirin,вил
971,umkommen::V,mirin,вил
972,sich bewegen::V,leqîn,куҫ
973,sich rühren::V,leqîn,хускал
974,sich erheben::V,rabûn,тӑр
975,sich setzen::V,runiştin,лар
976,hinfallen::V,kêtin,ӳк
977,laufen::V,meşîn,ут
978,schreiten::V,meşkirin,ут
979,spazierengehen::V,gerandin,уҫӑлса ҫӳре
980,spazierengehen::V,gerandin,уткаласа ҫӳре
981,eilen::V,lezandin,васка
982,eilen::V,lezandin,хыпалан
983,sich beeilen::V,zûkirin,васка
984,sich beeilen::V,zûkirin,хыпалан
985,sausen::V,fîzîn,ыткӑн
986,sausen::V,fîzîn,вӗҫтер
987,rennen::V,baz dan,чуп
988,springen::V,hilpekîn,сик
989,klettern::V,hilperikîn,улӑх
990,schaukeln::V,lorandin,йӳрӗн
991,kriechen::V,xuşandin,шу
992,kriechen::V,xuşandin,упален
993,schwimmen::V,avjenîn,иш
994,tauchen::V,qutxuyardin,чӑм
995,tauchen::V,noqîn,чӑм
996,rudern::V,qaîq ajotin,авӑс
997,fahren::V,ajotin,пыр
998,fliegen::V,firîn,вӗҫ
999,gehen::V,çûn,кай
1000,weggehen::V,çûn,кай
1001,abfahren::V,çûyin,тапран
1002,anhalten::V,rawestîn,чарӑн
1003,hineingehen::V,ketin hundir,кӗр
1004,eintreten::V,têketin,кӗр
1005,kommen::V,hatin,кил
1006,ankommen::V,gihan,ҫит
1007,ankommen::V,gihîştin,ҫит
1008,zurückkommen::V,vegerandin,таврӑн
1009,zurückkommen::V,vegerandin,каялла кил
1010,bleiben::V,sekinîn,юл
1011,warten::V,payîn,кӗт
1012,erwarten::V,payîn,кӗт
1013,suchen::V,lêgerîn,шыра
1014,finden::V,peyda kirin,туп
1015,versuchen::V,çeribandin,пикен
1016,vorbereiten::V,amade kirin,хатӗрле
1017,lieben::V,hez kirin,юрат
1018,mögen::V,dil kirin,кӑмӑлла
1019,mögen::V,dil kirin,килӗштер
1020,lachen::V,kenîn,кул
1021,lachen::V,kenîn,ахӑлтат
1022,rühren::V,hêjan,ҫулӑх
1023,weinen::V,girîn,йӗр
1024,weinen::V,girîn,макӑр
1025,schimpfen::V,pevçûn,вӑрҫ
1026,schimpfen::V,pevçûn,ятлаҫ
1027,sich ärgern::V,enirîn,ҫиллен
1028,sich fürchten::V,tirsîn,шиклен
1029,fürchten::V,tirsin,хӑра
1030,fliehen::V,bazdan,тар
1031,flüchten::V,revîn,чупса тар
1032,sehen::V,dîtin,кур
1033,anschauen::V,sêr kirin,пӑхса ил
1034,ansehen::V,hesibandin,пӑх
1035,hören::V,guhdar jirin,илт
1036,zuhören::V,guhdarî kirin,итле
1037,zuhören::V,guhdarî kirin,тӑнла
1038,probieren::V,tehm kirin,астив
1039,riechen::V,bihn kirin,шӑршла
1040,fühlen::V,hîs kirin,туй
1041,fühlen::V,hîs kirin,сис
1042,scheinen::V,xoyer kir,туйӑн
1043,zu sehen sein::V,diyar bûn,курӑн
1044,vernehmen::V,bihîstin,пӑл
1045,frieren::V,qerişîn,йӳтен
1046,tun::V,kirin,ту
1047,können::V,karin,пултар
1048,wollen::V,xwestîn,те
1049,anfangen::V,dest pêkirin,пуҫла
1050,beenden::V,xelas kirin,пӗтер
1051,aufhören::V,xelas kirin,пӑрах
1052,gelingen::V,çe bûn,ӑн
1053,geraten::V,qewîmîn,пул
1054,öffnen::V,vekirin,уҫ
1055,schließen::V,girtin,хуп
1056,stellen::V,danîn,ларт
1057,stellen::V,danîn,тӑрат
1058,setzen::V,rûniştin,ларт
1059,legen::V,danîn,хур
1060,legen::V,razandin,хур
1061,berühren::V,lêketin,перӗн
1062,verbinden::V,anîn pê,сып
1063,bedecken::V,sergirtin,вит
1064,aufhängen::V,aliqandin,ҫак
1065,anzünden::V,pêxistin,ҫут
1066,aufheben::V,hildan,ҫӗкле
1067,zurücklassen::V,hiştin,манса хӑвар
1068,zurücklassen::V,vehiştin,манса хӑвар
1069,verlieren::V,wendakirin,ҫӗтер
1070,fallen lassen::V,xistin bixe,ӳкер
1071,fallen lassen::V,xistin,ӳкер
1072,machen::V,kirin,ту
1073,machen::V,çêkirin,ту
1074,herstellen::V,çê kirin,ӑстала
1075,herstellen::V,peyda kirin,ӑстала
1076,bauen::V,lêkirin,ту
1077,reparieren::V,veherînerîn,юса
1078,verbessern::V,sererastkirin,лайӑхлат
1079,ändern::V,degiş kirin,улӑштар
1080,graben::V,kolandin,чав
1081,graben::V,kolandin,чакала
1082,beugen::V,tewîn,кукӑрт
1083,beugen::V,xwar kirin,кукӑрт
1084,biegen::V,tewandin,ав
1085,biegen::V,tewandin,кукӑрт
1086,biegen::V,xwarkirin,ав
1087,biegen::V,xwarkirin,кукӑрт
1088,drehen::V,fitilandin,ҫавӑр
1089,wenden::V,zivîrin,ӳпӗнтер
1090,umdrehen::V,vegerandin,ҫавӑр
1091,heben::V,hildan,хӑпарт
1092,hochheben::V,hildan,йӑт
1093,ergreifen::V,dest avêtin,тыт
1094,halten::V,hîştin,тыт
1095,halten::V,sekinîn,тыт
1096,drücken::V,pêl kirin,пус
1097,schieben::V,damdan,тӗк
1098,schieben::V,damdan,тӗрт
1099,kratzen::V,xurandin,хыр
1100,lecken::V,alastin,ҫула
1101,beißen::V,gez kirin,ҫырт
1102,beißen::V,gez kirin,хып
1103,abreißen::V,hilşandin,тат
1104,abschneiden::V,jêkirin,кас
1105,binden::V,girêdan,ҫых
1106,stecken::V,têxistin,чик
1107,brechen::V,şikandin,хуҫ
1108,klopfen::V,kutandin,такка
1109,hauen::V,li dan,шакка
1110,kleben::V,zeliqîn,ҫыпӑҫтар
1111,kleben::V,şirêz kirin,ҫыпӑҫтар
1112,reiben::V,firikandin,сӑтӑр
1113,streichen::V,bax dan,сӗр
1114,schleifen::V,çarkirin,хӑйра
1115,schneiden::V,jêkirin,кас
1116,rütteln::V,hejandin,лӑка
1117,rütteln::V,hejandin,силлентер
1118,schütteln::V,daweşîn,лӑка
1119,schütteln::V,daweşîn,силлентер
1120,schwenken::V,têwdan,сулла
1121,schütten::V,rijandin,тултар
1122,füllen::V,dagirtin,тултар
1123,einwickeln::V,pêçandin,чӗрке
1124,tragen::V,kişandin,ҫӗкле
1125,tragen::V,rajtin,ҫӗкле
1126,schleppen::V,kişandin,сӗтӗр
1127,ziehen::V,kişandin,тӑс
1128,aufbewahren::V,hilandin,усра
1129,werfen::V,avêtin,пӑрах
1130,fangen::V,sem kirin,тыт
1131,fangen::V,girtin,тыт
1132,packen::V,pê girtin,тыт
1133,verstecken::V,hîlanin,пытарса хур
1134,teilen::V,parvekirin,уйӑр
1135,teilen::V,parvekirin,пайла
1136,schicken::V,şandin,яр
1137,bringen::V,anîn,кӳр
1138,bringen::V,birin,кӳр
1139,hinzufügen::V,dan ser,хуш
1140,hinzufügen::V,li tiştekî zêde kirin,хуш
1141,bekommen::V,standin,ил
1142,bekommen::V,standin,туян
1143,erhalten::V,standin,ил
1144,erhalten::V,standin,туян
1145,nehmen::V,girtin,ил
1146,wählen::V,ray dan,суйла
1147,auswählen::V,bijartin,суйла
1148,bewahren::V,rê li ber girtin,упра
1149,bewahren::V,lê xwedî derketin,упра
1150,behindern::V,bara wi,кансӗрле
1151,behindern::V,bara wi,чӑрмантар
1152,verderben::V,heram bûn,пӑс
1153,beschädigen::V,xerab kirin,пӑс
1154,zerbrechen::V,şikênandin,ват
1155,zerbrechen::V,şikênandin,ҫӗмӗр
1156,zerbrechen::V,perçe kirin,ват
1157,zerbrechen::V,perçe kirin,ҫӗмӗр
1158,zerreißen::V,qelişandin,ҫур
1159,zerstören::V,hilşandin,иш
1160,verbrennen::V,şewitandin,ҫунтар
1161,geben::V,dan,пар
1162,geben::V,dayin,пар
1163,reichen::V,besbûn,пар
1164,reichen::V,têrkirin,пар
1165,schenken::V,diyarî kirin,парнеле
1166,versprechen::V,soz dan,тума пул
1167,versprechen::V,soz dan,сӑмах пар
1168,wünschen::V,dil kirin,сун
1169,loben::V,pesinandin,ырла
1170,küssen::V,maçkirin,чуп ту
1171,wiegen::V,lorandin,сиктер
1172,wiegen::V,lorandin,силле
1173,wiegen::V,wezinandin,сиктер
1174,wiegen::V,wezinandin,силле
1175,zudecken::V,nixumandin,вит
1176,wecken::V,bixwe hesandin,вӑрат
1177,zeigen::V,şanîdan,кӑтарт
1178,führen::V,raber kirin,илсе пыр
1179,führen::V,raber kirin,ҫавӑтса пыр
1180,lehren::V,hîn kirin,вёрент
1181,unterrichten::V,ders dan,вёрент
1182,aufziehen::V,mesinkirin,вӗрент
1183,leiten::V,rêberî kirin,тытса пыр
1184,antreiben::V,bezandin,васкат
1185,lassen::V,berdan,пусахла
1186,lassen::V,berdan,хуш
1187,lassen::V,hiştin,пусахла
1188,lassen::V,hiştin,хуш
1189,einladen::V,dawet kirin,чӗн
1190,vereinigen::V,bi yek kirin,пӗрлештер
1191,besuchen::V,mêvan bûn,ҫит
1192,besuchen::V,mêvan bûn,кӗрсе кур
1193,treffen::V,rast hatin,тӗл пул
1194,sich versammeln::V,li hev çivîn,пуҫтарӑн
1195,spielen::V,listin,выля
1196,singen::V,stran,юрла
1197,tanzen::V,reqisîn,ташла
1198,sich trennen::V,hew berdan,уйрӑл
1199,verlassen::V,tanê hişt,хӑвар
1200,verlassen::V,bêkes,хӑвар
1201,retten::V,rihakirin,ҫӑл
1202,bewachen::V,raçavkirin,хуралла
1203,schützen::V,hemet kirin,сыхла
1204,verteidigen::V,paraztin,хӳтӗле
1205,sich schlagen::V,li hev bezîn,ҫапӑҫ
1206,schießen::V,agir kirin,пер
1207,siegen::V,biser ketin,ҫӗн
1208,siegen::V,biser ketin,ҫӗнтер
1209,ärgern::V,xeyirandin,тарӑхтар
1210,ärgern::V,xeyirandin,ҫиллентер
1211,schlagen::V,lêdan,ҫап
1212,schlagen::V,lêxistin,ҫап
1213,treten::V,têlekirin,тап
1214,stechen::V,têrekirin,чик
1215,stoßen::V,lêketin,чыш
1216,stehlen::V,dizîn,вӑрла
1217,stehlen::V,dizî birin,вӑрла
1218,stören::V,aciz kirin,кансӗрле
1219,belästigen::V,li tela yeki ketin,аптӑрат
1220,belästigen::V,li tela yeki ketin,хупла
1221,verbergen::V,veşartin,пытар
1222,verbergen::V,kemîndanîn,пытар
1223,täuschen::V,xapandin,суй
1224,täuschen::V,lê zexeli kirin,суй
1225,betrügen::V,xapandin,ултала
1226,töten::V,kûştin,вӗлер
1227,wohnen::V,rûniştin,чуна пар
1228,wohnen::V,rûniştin,парӑнса тӑр
1229,arbeiten::V,kar kirin,ӗҫле
1230,arbeiten::V,şêxulin,ӗҫле
1231,sammeln::V,komkirin,пух
1232,pflücken::V,çinîn,тат
1233,jagen::V,nêçîr kirin,сунара ҫӳре
1234,fischen::V,masî girtin,пулӑ тыт
1235,fassen::V,pê girtin,тыт
1236,fassen::V,sêm kirin,тыт
1237,hüten::V,hei jê man,кӗт
1238,treiben::V,bêherandin,хӑвала
1239,anbinden::V,tewilandin,кӑкар
1240,füttern::V,xwarine dan lê,ҫитер
1241,melken::V,dotin,су
1242,hacken::V,kolandin,вакла
1243,gießen::V,av dan,шӑвар
1244,reifen::V,kemilîn,пиҫ
1245,zubereiten::V,çe kirin,пӗҫер
1246,kochen::V,xwarin çe kirin,пӗҫер
1247,kochen::V,kelandin,пӗҫер
1248,backen::V,pijandin,пӗҫер
1249,braten::V,qelandin,ӑшала
1250,braten::V,sor kirin,ӑшала
1251,umrühren::V,têvdan,хутӑштар
1252,stricken::V,hûnan,ҫых
1253,nähen::V,kêl kirin,ҫӗле
1254,färben::V,boyax kirin,пӗвет
1255,reinigen::V,paqijkirin,тасат
1256,waschen::V,şuştin,ҫу
1257,abwischen::V,pakîj kirin,шӑл
1258,spülen::V,şuştin,чӳхе
1259,fegen::V,maliştin,шӑл
1260,kehren::V,maliştin,шӑл
1261,baden::V,serîşûştin,шыва кӗр
1262,sich waschen::V,serîşûştin,ҫӑвӑн
1263,ausziehen::V,jê kirin,салан
1264,anziehen::V,pê kirin,тӑхӑн
1265,sich anziehen::V,xwe kirin,тӑхӑн
1266,kämmen::V,şeh kirin,тура
1267,schmücken::V,xemilandin,илемлет
1268,sagen::V,gotin,те
1269,sagen::V,peyivîn,те
1270,sprechen::V,peyivîn,кала
1271,reden::V,axaftin,сӑмахла
1272,reden::V,axaftin,калаҫ
1273,sich unterhalten::V,hev biştaxilin,пупле
1274,fragen::V,pirsîn,ыйт
1275,fragen::V,pirs kirin,ыйт
1276,bitten::V,tika kirin,ыйт
1277,erzählen::V,behs kirin,каласа пар
1278,mitteilen::V,vegotin,пӗлтер
1279,mitteilen::V,vegotin,хыпарла
1280,nennen::V,bi nav kirin,те
1281,nennen::V,bi nav kirin,чӗн
1282,rufen::V,bakirin,чӗн
1283,prahlen::V,pesnê xwe dan,мухтан
1284,prahlen::V,pesnê xwe dan,вӗҫкӗнлен
1285,übersetzen::V,qulibandin,куҫар
1286,übersetzen::V,derbas kirin,куҫар
1287,denken::V,fikirîn,шухӑшла
1288,glauben::V,bawer bûn,ӗнен
1289,bemerken::V,bala xwe dan,асӑрха
1290,bemerken::V,çac lê ketin,асӑрха
1291,erkennen::V,pêhesîn,палла
1292,begreifen::V,fêmkirin,ӑнлан
1293,verstehen::V,fêmkirin,пӗл
1294,lernen::V,halmandin,вӗрен
1295,lernen::V,fêrbun,вӗрен
1296,wissen::V,zanîn,пӗл
1297,wissen::V,zanîn,ӑнкар
1298,sich erinnern an::V,bir bûn,аса ил
1299,vergessen::V,ji bir kirin,ман
1300,vergessen::V,ji bir kirin,манса кай
1301,messen::V,pê kanîn,виҫ
1302,zählen::V,hejmardin,шутла
1303,rechnen::V,hesibandin,шутла
1304,lesen::V,xwendin,вула
1305,malen::V,rengandin,ӳкер
1306,malen::V,boyax kirin,ӳкер
1307,zeichnen::V,işaret kirin,ӳкер
1308,schreiben::V,nivîsandin,ҫыр
1309,besitzen::V,hebûn,тыт
1310,kaufen::V,kirîn,ил
1311,kaufen::V,kirîn,туян
1312,verkaufen::V,firotin,сут
1313,bezahlen::V,pere dan,тӳле
1314,zahlen::V,pere dan,тӳле
1315,zahlen::V,dayin,тӳле
1316,beherrschen::V,zebt kirin,тыт
1317,beherrschen::V,hukim kirin,тыт
1318,ertragen::V,bihêzkirin,тӳс
