,Concept_ID,ce,pl
788,schwanken::V,леста,chwiać się
789,schwingen::V,лесто,wahać się
790,fallen::V,охьакхета,padać
791,brennen::V,дага,palić się
792,rauchen::V,оза,dymić
793,rauchen::V,оза,dymić się
794,regnen::V,догlа догlу,padać
795,gefrieren::V,гӏоро,zamarznąć
796,tauen::V,даша,tajać
797,schmelzen::V,лала,topnieć
798,trocknen::V,дакъо,schnąć
799,sieden::V,кхехка,wrzeć
800,sieden::V,кхехка,kipieć
801,faulen::V,дахкадала,gnić
802,verfaulen::V,дахкадала,zgnić
803,reißen::V,хеда,urywać się
804,versinken::V,хичудаха,tonąć
805,vergehen::V,дlаэха,przechodzić
806,erscheinen::V,схьадала,zjawiać się
807,erscheinen::V,ӏоттадала,zjawiać się
808,verschwinden::V,къайладала,zniknąć
809,sinken::V,лахдала,spadać
810,zunehmen::V,лакхадала,wzrosnąć
811,steigen::V,хьаладала,wzrastać
812,wachsen::V,кхиа,rosnąć
813,glänzen::V,лепа,błyszczeć
814,funkeln::V,къега,zabłyszczeć
815,lärmen::V,гӏовгӏаян,hałasować
816,läuten::V,детта,dzwonić
817,klingeln::V,дека,dzwonić
818,klirren::V,дека,brzęczeć
819,brausen::V,хьаьдда даха,huczeć
820,rauschen::V,леста,szumieć
821,rauschen::V,леста,szeleścić
822,klingen::V,дека,brzmieć
823,klingen::V,дека,dźwięczeć
824,bellen::V,лета,szczekać
825,heulen::V,угӏа,wyć
826,blasen::V,хӏуп баха,dmuchnąć
827,pfeifen::V,шок етта,gwizdać
828,schreien::V,мохь бетта,krzyczeć
829,stöhnen::V,узарш дан,stękać
830,zittern::V,дега,drżeć
831,leben::V,даха,żyć
832,geboren werden::V,хила,urodzić się
833,atmen::V,садеӏа,oddychać
834,trinken::V,мала,pić
835,essen::V,кхалла,jeść
836,schlucken::V,къурдбан,połknąć
837,müde werden::V,кӏаддала,zmęczyć się
838,einschlafen::V,наб кхета,zasnąć
839,schlafen::V,вижа,spać
840,schlafen::V,наб ян,spać
841,schlafen::V,дижина хила,spać
842,aufwachen::V,самадала,obudzić się
843,aufstehen::V,гӏатта,wstać
844,sich erholen::V,садаӏа,wypoczywać
845,krank werden::V,цомгуш хила,zachorować
846,krank sein::V,цомгуш хила,chorować
847,schmerzen::V,лаза,boleć
848,schmerzen::V,ӏийжа,boleć
849,husten::V,йовхарш етта,kaszlać
850,genesen::V,тадала,wyzdrowieć
851,sterben::V,дала,umrzeć
852,umkommen::V,хӏаллакхила,zginąć
853,sich bewegen::V,лела,poruszać się
854,sich rühren::V,меттахъхьен,ruszyć się
855,sich erheben::V,хьалагlатта,podnieść się
856,sich setzen::V,хаа,usiąść
857,hinfallen::V,дожа,upaść
858,hinfallen::V,охьакхета,upaść
859,laufen::V,вада,chodzić
860,laufen::V,хьада,chodzić
861,schreiten::V,болар дан,kroczyć
862,schreiten::V,ког баккха,kroczyć
863,spazierengehen::V,доладала,iść na spacer
864,eilen::V,сихдала,pospieszać
865,sich beeilen::V,сихдала,pospieszyć się
866,rennen::V,дада,biec
867,rennen::V,дада,biegać
868,springen::V,ирхкхийсадала,skakać
869,klettern::V,тӏедийла,wspinać się
870,schaukeln::V,техко,huśtać
871,schaukeln::V,техко,kołysać
872,kriechen::V,такха,pełzać
873,kriechen::V,такха,czołgać się
874,schwimmen::V,некадан,pływać
875,tauchen::V,чулелха,zanurzać się
876,rudern::V,дига лело,wiosłować
877,rudern::V,кема лело,wiosłować
878,fahren::V,хахка,jechać
879,fliegen::V,тӏемадала,latać
880,fliegen::V,тӏемадала,lecieć
881,gehen::V,лeла,iść
882,weggehen::V,дӏадаха,odejść
883,abfahren::V,дӏадаха,odjechać
884,anhalten::V,саца,zatrzymać się
885,hineingehen::V,чудала,wchodzić
886,eintreten::V,чудала,wejść
887,eintreten::V,чудала,nastąpić
888,kommen::V,кхача,przyjść
889,kommen::V,дӏакхача,przyjść
890,kommen::V,схьакхача,przyjść
891,ankommen::V,кхача,przybyć
892,ankommen::V,схьакхача,przybyć
893,zurückkommen::V,юхада,wrócić
894,bleiben::V,диса,zostać
895,warten::V,хьежа,czekać
896,warten::V,cобар дан,czekać
897,erwarten::V,хьоьжуш ӏан,oczekiwać
898,suchen::V,леха,szukać
899,finden::V,каро,znaleźć
900,versuchen::V,дан хьажа,próbować
901,vorbereiten::V,кечъян,przygotować
902,lieben::V,деза,kochać
903,mögen::V,безамхила,lubić
904,lachen::V,дела,śmiać się
905,rühren::V,хьедан,wzruszyć
906,weinen::V,делха,płakać
907,schimpfen::V,чехо,kląć
908,sich ärgern::V,оьгӏазъэха,gniewać się
909,sich fürchten::V,кхера,bać się
910,fürchten::V,кхера,bać się
911,fliehen::V,дӏадада,uciekać
912,flüchten::V,дӏадада,uciec
913,sehen::V,ган,widzieć
914,sehen::V,ган,zobaczyć
915,anschauen::V,хьажа,oglądać
916,anschauen::V,хьежа,oglądać
917,ansehen::V,хьовса,popatrzeć na
918,hören::V,хаза,słyszeć
919,zuhören::V,ладогӏа,słuchać
920,probieren::V,хьажа,kosztować
921,riechen::V,хьожа яха,wąchać
922,fühlen::V,хаадала,czuć
923,fühlen::V,хаадала,odczuwać
924,scheinen::V,мотта,wydawać się
925,zu sehen sein::V,гуш хила,widnieć
926,vernehmen::V,бартхатта,usłyszeć
927,frieren::V,гӏоро,marznąć
928,tun::V,дан,czynić
929,können::V,дадала,móc
930,können::V,дадала,umieć
931,wollen::V,тӏергӏа,chcieć
932,anfangen::V,доло,zacząć
933,beenden::V,довла,zakończyć
934,aufhören::V,саца,przestać
935,gelingen::V,кадала,udać się
936,geraten::V,хила,udać się
937,öffnen::V,дӏаделла,otworzyć
938,öffnen::V,схьаделла,otworzyć
939,schließen::V,къовла,zamknąć
940,schließen::V,дӏачӏагӏа,zamknąć
941,stellen::V,хlотто,postawić
942,setzen::V,дийгӏа,posadzić
943,legen::V,охьадилла,kłaść
944,berühren::V,хьедан,dotykać
945,verbinden::V,вовшахтаса,łączyć
946,bedecken::V,тилла,przykryć
947,bedecken::V,тӏетаса,przykryć
948,aufhängen::V,хьалаолла,powiesić
949,anzünden::V,лато,zapalić
950,aufheben::V,айа,podnieść
951,zurücklassen::V,дита,zostawić
952,verlieren::V,дайа,zgubić
953,fallen lassen::V,охьадожо,upuścić
954,machen::V,дан,zrobić
955,herstellen::V,дан,wytworzyć
956,bauen::V,гӏишлоян,budować
957,reparieren::V,тадан,naprawiać
958,verbessern::V,нисдан,ulepszyć
959,ändern::V,хийца,zmienić
960,graben::V,ахка,kopać
961,beugen::V,сатто,zagiąć
962,biegen::V,сатто,zgiąć
963,drehen::V,хьовзо,obracać
964,umdrehen::V,хьовзo,obrocić
965,heben::V,айа,podnosić
966,heben::V,хьалаайа,podnosić
967,hochheben::V,хьалаайа,podnieść
968,ergreifen::V,дӏалаца,chwycić
969,halten::V,латто,trzymać
970,drücken::V,тӏетаӏо,naciskać
971,schieben::V,татта,pchać
972,schieben::V,татта,posuwać
973,kratzen::V,мӏараш тийса,drapać
974,lecken::V,мотт хьекха,lizać
975,beißen::V,катoха,kąsać
976,abreißen::V,схьадаккха,oderwać
977,abschneiden::V,кхада,odciąć
978,binden::V,дӏадехка,wiązać
979,binden::V,вовшахтаса,wiązać
980,stecken::V,чудахийта,wetknąć
981,brechen::V,кагдан,złamać
982,klopfen::V,детта,pukać
983,klopfen::V,детта,stukać
984,hauen::V,етта,bić
985,kleben::V,тӏелато,kleić
986,reiben::V,хьекхо,trzeć
987,streichen::V,тlехьакха,smarować
988,schleifen::V,ирдан,ostrzyć
989,schneiden::V,ларга,ciąć
990,schneiden::V,ларга,krajać
991,rütteln::V,лесто,trząść
992,schütteln::V,лесто,trząść
993,schwenken::V,лесто,machać
994,schütten::V,дотта,nasypać
995,füllen::V,дуза,napełnić
996,einwickeln::V,хьарчо,zawinąć
997,tragen::V,дахьа,nieść
998,schleppen::V,ийзо,wlec
999,ziehen::V,озо,ciągnąć
1000,aufbewahren::V,ӏалашдан,przechowywać
1001,werfen::V,кхосса,rzucać
1002,fangen::V,леца,łowić
1003,packen::V,леца,chwycić
1004,verstecken::V,къайладаккха,ukryć
1005,verstecken::V,къайладаккха,schować
1006,teilen::V,декъа,podzielić
1007,schicken::V,дӏадахьийта,posyłać
1008,bringen::V,дан,przynieść
1009,hinzufügen::V,тӏетоха,dodać
1010,bekommen::V,даккха,dostać
1011,erhalten::V,даккха,otrzymać
1012,nehmen::V,схьаэца,wziąć
1013,wählen::V,харжа,wybrać
1014,auswählen::V,харжа,wybrać
1015,bewahren::V,lалашдан,zachować
1016,behindern::V,новкъарло ян,utrudnić
1017,behindern::V,новкъарло ян,przeszkadzać
1018,verderben::V,талхо,zepsuć
1019,beschädigen::V,дохо,uszkodzić
1020,zerbrechen::V,дохо,złamać
1021,zerbrechen::V,кагдан,złamać
1022,zerreißen::V,хадо,drzeć
1023,zerreißen::V,хадо,rozdzierać
1024,zerstören::V,дохо,zniszczyć
1025,zerstören::V,кагдан,zniszczyć
1026,verbrennen::V,даго,spalić
1027,geben::V,яла,dać
1028,reichen::V,дӏадала,podać
1029,reichen::V,дӏакховдо,podać
1030,schenken::V,совгӏат дан,darować
1031,versprechen::V,ваӏда дан,obiecać
1032,wünschen::V,лаа,życzyć
1033,loben::V,хасто,chwalić
1034,küssen::V,оба яккха,całować
1035,wiegen::V,тахка,kołysać
1036,zudecken::V,тӏетаса,przykryć
1037,wecken::V,самадаккха,zbudzić
1038,zeigen::V,гайта,pokazać
1039,führen::V,дига,wieść
1040,führen::V,дига,prowadzić
1041,lehren::V,ӏамо,uczyć
1042,unterrichten::V,хьеха,nauczać
1043,aufziehen::V,кхио,wychować
1044,leiten::V,урхалла дан,kierować
1045,antreiben::V,сихдан,popędzić
1046,lassen::V,-йта,zostawić
1047,einladen::V,кхайкха,zaprosić
1048,vereinigen::V,цхьаьнатоха,zjednoczyć
1049,besuchen::V,хьажахIотта,odwiedzić
1050,treffen::V,дуьхьалкхета,trafić
1051,treffen::V,дуьхьалкхета,spotkać
1052,sich versammeln::V,гулдан,zebrać się
1053,sich versammeln::V,гулдан,zgromadzić się
1054,spielen::V,ловза,grać
1055,spielen::V,ловза,bawić się
1056,singen::V,лакха,śpiewać
1057,tanzen::V,хелхадала,pląsać
1058,tanzen::V,хелхадала,tańczyć
1059,sich trennen::V,къаста,rozstać się
1060,verlassen::V,дита,opuścić
1061,retten::V,кӏелхьардаккха,ocalić
1062,retten::V,кӏелхьардаккха,uratować
1063,bewachen::V,ха дан,pilnować
1064,schützen::V,лардан,ochronić
1065,verteidigen::V,лардан,bronić
1066,sich schlagen::V,етта,pobić się
1067,schießen::V,детта,strzelać
1068,siegen::V,тола,zwycziężyć
1069,ärgern::V,оьгӏаздахийта,gniewać
1070,schlagen::V,тоха,bić
1071,schlagen::V,тоха,uderzyć
1072,treten::V,мийра тоха,kopnąć
1073,stechen::V,ӏотта,ukłuć
1074,stechen::V,къовзо,ukłuć
1075,stoßen::V,татта,popchnąć
1076,stehlen::V,лачкъо,ukraść
1077,stören::V,новкъарло ян,zakłócić
1078,stören::V,новкъарло ян,przeszkodzić
1079,belästigen::V,сагатдан,dokuczać
1080,verbergen::V,къайладаккха,ukryć
1081,täuschen::V,ӏexo,łudzić
1082,betrügen::V,ледан,oszukać
1083,töten::V,ден,zabić
1084,wohnen::V,даха,mieszkać
1085,arbeiten::V,къахьега,pracować
1086,sammeln::V,гулдан,zebrać
1087,pflücken::V,даха,zerwać
1088,jagen::V,талла,polować
1089,fischen::V,чӏерий леца,łowić ryby
1090,fassen::V,лаца,złapać
1091,fassen::V,схьалаца,złapać
1092,hüten::V,лардан,paść
1093,treiben::V,лахка,pędzić
1094,anbinden::V,дӏадехка,przywiązać
1095,füttern::V,хӏума яла,karmić
1096,melken::V,оза,doić
1097,gießen::V,хи тоха,lać
1098,gießen::V,хи тоха,podlać
1099,reifen::V,хьекъа,dojrzeć
1100,zubereiten::V,кечъян,przyrządzić
1101,zubereiten::V,кхача бан,przyrządzić
1102,kochen::V,кхача бан,gotować
1103,backen::V,датта,piec
1104,braten::V,кхарза,piec
1105,braten::V,кхарза,smażyć
1106,umrühren::V,кего,przemieszać
1107,nähen::V,тега,szyć
1108,färben::V,басардан,pofarbować
1109,reinigen::V,цӏандан,oczyścić
1110,waschen::V,йила,prać
1111,waschen::V,йитта,prać
1112,waschen::V,дӏадайа,prać
1113,abwischen::V,дӏадайа,obetrzeć
1114,spülen::V,хи кхарза,płukać
1115,fegen::V,нуй хьакха,zamiatać
1116,kehren::V,нуй хьакха,zamieść
1117,baden::V,лийча,kąpać się
1118,sich waschen::V,юьхь йила,myć się
1119,ausziehen::V,духар дӏадаккха,zdjąć
1120,sich anziehen::V,духа,ubrać się
1121,kämmen::V,ехк хьакха,uczesać
1122,schmücken::V,хаздан,ozdabiać
1123,sagen::V,ала,powiedzieć
1124,sprechen::V,баха,mówić
1125,sprechen::V,мотт бийца,mówić
1126,reden::V,къамел дан,mówić
1127,sich unterhalten::V,къамел дан,rozmawiać
1128,fragen::V,хатта,zapytać
1129,bitten::V,деха,prosić
1130,erzählen::V,дийца,opowiedzieć
1131,mitteilen::V,хаам бан,zawiadomić o
1132,nennen::V,цӏе яккха,nazwać
1133,rufen::V,кхайкха,wołać
1134,prahlen::V,куралла ян,chełpić się
1135,prahlen::V,дозалла дан,chełpić się
1136,übersetzen::V,гоч дан,tłumaczyć
1137,denken::V,ойла ян,myśleć
1138,glauben::V,теша,sądzić
1139,glauben::V,теша,wierzyć
1140,bemerken::V,ган,zauważyć
1141,erkennen::V,довза,poznać
1142,begreifen::V,кхета,zrozumieć
1143,verstehen::V,кхета,rozumieć
1144,verstehen::V,кхета,dosłyszeć
1145,lernen::V,деша,uczyć się
1146,wissen::V,хаа,wiedzieć
1147,sich erinnern an::V,дагадан,przypomnieć sobie
1148,vergessen::V,дицдала,zapomnieć
1149,messen::V,дуста,mierzyć
1150,zählen::V,дагардан,liczyć
1151,rechnen::V,лара,rachować
1152,lesen::V,еша,czytać
1153,malen::V,сурт дилла,malować
1154,zeichnen::V,сурт дилла,rysować
1155,schreiben::V,яздан,pisać
1156,besitzen::V,доладан,posiadać
1157,kaufen::V,эца,kupić
1158,verkaufen::V,дохка,sprzedać
1159,bezahlen::V,мах бала,zapłacić
1160,zahlen::V,мах бала,płacić
1161,beherrschen::V,собаре хила,opanować
1162,ertragen::V,лан,znieść
1163,ertragen::V,сатоха,znieść
1164,ertragen::V,садетта,znieść
1165,Schwarm::N,,stado
1166,Schlinge::N,,sidła
1167,Art::N,,rodzaj
1168,Entfernung::N,,odległość
1169,Griff::N,,chwyt
1170,Figur::N,,figura
1171,Bogen[Waffe]::N,,łuk
1172,so::ADV,,tak
1173,abnehmen::V,,spadać
1174,sausen::V,,pędzić
1175,wenden::V,,obrocić
1176,hacken::V,,rąbać
1177,stricken::V,,dziać
1178,anziehen::V,,włożyć
