,Concept_ID,da,bn
733,aufgehen[Sonne]::V,gå op,উদিত হওয়া
734,aufgehen[Sonne]::V,stå op,উদিত হওয়া
735,untergehen[Sonne]::V,gå ned,অস্ত যাওয়া
736,scheinen[Sonne]::V,skinne,আলো দেওয়া
737,donnern::V,tordne,বজ্রধ্বনি করা
738,wehen::V,blæse,প্রবাহিত হওয়া
739,strömen::V,strømme,প্রবাহিত হওয়া
740,fließen::V,flyde,ছুটা
741,sich drehen::V,dreje sig,পাক খাওয়া
742,schwanken::V,vakle,দোলা
743,schwingen::V,svinge,দোলা
744,fallen::V,falde,পড়া
745,brennen::V,brænde,সেঁকা
746,rauchen::V,ryge,ধোঁয়া ছড়ান
747,regnen::V,regne,বর্ষণ_করা
748,gefrieren::V,fryse,হিমায়িত হওয়া
749,tauen::V,tø,গলা
750,schmelzen::V,smelte,গলা
751,trocknen::V,tørre,শুষ্ক করা
752,sieden::V,koge,ফোঁড়া
753,faulen::V,rådne,ক্ষয় হওয়া
754,verfaulen::V,rådne,ক্ষয় হওয়া 
755,reißen::V,briste,ছিঁড়া
756,versinken::V,synke,ডুবা
757,versinken::V,synke ned,ডুবা
758,vergehen::V,forløbe,যাওয়া
759,erscheinen::V,vise sig,আসা
760,verschwinden::V,forsvinde,অদৃশ্য হওয়া
761,sinken::V,synke,হ্রাস হওয়া
762,abnehmen::V,aftage,হ্রাস হওয়া
763,zunehmen::V,tiltage,বৃদ্ধি পাওয়া
764,steigen::V,stige,ওঠা
765,wachsen::V,gro,বড় হওয়া
766,wachsen::V,vokse,বড় হওয়া
767,glänzen::V,glinse,জ্বলা
768,funkeln::V,tindre,জ্বল্জ্বল করা
769,lärmen::V,larme,
770,läuten::V,ringe,রুসুঝুসু করা
771,klingeln::V,ringe,বাজা
772,klirren::V,klirre,টুংটাং-শব্দ করা
773,brausen::V,bruse,গর্জন করা
774,rauschen::V,suse,মর্মরধ্বনি করা
775,klingen::V,lyde,শব্দ করা
776,klingen::V,klinge,শব্দ করা
777,bellen::V,gø,ঘেউ ঘেউ করা
778,heulen::V,hyle,গর্জন করা
779,blasen::V,blæse,ফুঁ দেওয়া
780,pfeifen::V,fløjte,শিস্ দেওয়া
781,schreien::V,skrige,চিৎকার করা
782,stöhnen::V,stønne,গোঁ-গো করা
783,zittern::V,dirre,কাঁপা
784,zittern::V,skælve,কাঁপা
785,leben::V,leve,বাঁচা
786,geboren werden::V,fødes,জন্মানো
787,atmen::V,ånde,শ্বাস ফেলা
788,trinken::V,drikke,পান করা
789,essen::V,spise,ভক্ষণ করা
790,schlucken::V,synke,গেলা
791,müde werden::V,blive træt,পরিশ্রান্ত হওয়া
792,einschlafen::V,falde i søvn,নিদ্রামগ্ন হওয়া
793,schlafen::V,sove,নিদ্রা যাওয়া
794,aufwachen::V,vågne,জাগা
795,aufstehen::V,stå op,জাগা
796,sich erholen::V,komme sig,আরাম করা
797,krank werden::V,blive syg,অসুস্থ হত্তয়া
798,krank sein::V,være syg,রূগ্ণ হত্তয়া
799,schmerzen::V,smerte,কন্কন করা
800,husten::V,hoste,কাশা
801,genesen::V,komme sig,আরোগ্য হওয়া
802,sterben::V,dø,মারা যাওয়া
803,umkommen::V,omkomme,মারা যাওয়া
804,sich bewegen::V,bevæge sig,চলা
805,sich rühren::V,røre på sig,নড়া
806,sich erheben::V,rejse sig,উদিত হওয়া
807,sich setzen::V,sætte sig,বসা
808,laufen::V,løbe,হাঁটা
809,schreiten::V,skride,হাঁটা
810,spazierengehen::V,gå en tur,পায়চারি করা
811,eilen::V,ile,ত্বরাম্বিত করা
812,sich beeilen::V,skynde sig,ত্বরাম্বিত করা
813,sausen::V,suse,ধেয়ে যাওয়া
814,rennen::V,løbe,চলা
815,rennen::V,rende,চলা
816,springen::V,hoppe,লাফানো
817,springen::V,springe,লাফানো
818,klettern::V,klatre,আরোহণ করা
819,schaukeln::V,gynge,দোলা
820,kriechen::V,krybe,হামাগুড়ি দেওয়া
821,schwimmen::V,svømme,সাঁতার কাটা
822,tauchen::V,dykke,ডোবা
823,rudern::V,ro,দাঁড় টানা
824,fahren::V,køre,চালান
825,fliegen::V,flyve,ওড়া
826,gehen::V,gå,যাওয়া
827,weggehen::V,gå bort,প্রস্থান করা
828,abfahren::V,køre bort,প্রস্থান করা
829,anhalten::V,standse,থামা
830,hineingehen::V,gå ind,ঢোকা
831,eintreten::V,træde ind,ঢোকা
832,kommen::V,komme,আসা
833,ankommen::V,ankomme,আসা
834,zurückkommen::V,komme tilbage,ফিরা
835,bleiben::V,blive,থাকা
836,bleiben::V,forblive,থাকা
837,warten::V,vente,অপেক্ষা করা
838,erwarten::V,vente,অপেক্ষা করা
839,erwarten::V,afvente,অপেক্ষা করা
840,suchen::V,søge,খোঁজ করা
841,finden::V,finde,পাওয়া
842,versuchen::V,forsøge,পরখ করা
843,vorbereiten::V,forberede,প্রস্তুত করা
844,lieben::V,elske,ভালবাসা
845,mögen::V,holde af,পছন্দ করা
846,mögen::V,kunne lide,পছন্দ করা
847,lachen::V,le,হাসা
848,rühren::V,røre,হৃদয়ম্পর্শ করা
849,weinen::V,græde,কাঁদা
850,schimpfen::V,skænde,নালিশ করা
851,sich ärgern::V,ærgre sig,রাগ হত্তয়া
852,sich fürchten::V,være bange,ভয় করা
853,fürchten::V,være bange for,ডরা
854,fliehen::V,flygte,পালানো
855,flüchten::V,flygte,পালানো
856,sehen::V,se,দেখা
857,anschauen::V,se på,দেখা
858,anschauen::V,betragte,দেখা
859,ansehen::V,anse,দেখা
860,hören::V,høre,শোনা
861,zuhören::V,høre til,শোনা
862,probieren::V,smage,পরখ করা
863,probieren::V,smage på,পরখ করা
864,riechen::V,lugte,শুঁকা
865,fühlen::V,føle,অনুভব করা
866,scheinen::V,synes,মনে হত্তয়া
867,zu sehen sein::V,synes,দেখা দেত্তয়া
868,vernehmen::V,erfare,শোনা
869,frieren::V,fryse,শীত লাগা
870,tun::V,gøre,করা
871,können::V,kunne,পারা
872,wollen::V,ville,ইচ্ছা করা
873,anfangen::V,begynde,আরম্ভ করা
874,beenden::V,afslutte,শেষ করা
875,aufhören::V,ophøre,থামা
876,aufhören::V,holde op,থামা
877,gelingen::V,lykkes,সিদ্ধিলাভ করা
878,geraten::V,blive,পরিণত হত্তয়া
879,öffnen::V,åbne,খোলা
880,schließen::V,lukke,বন্ধ করা
881,stellen::V,stille,স্থাপন করা
882,setzen::V,sætte,স্থাপন করা
883,legen::V,lægge,স্থাপন করা
884,berühren::V,berøre,স্পর্শ করা
885,verbinden::V,forbinde,সংযুক্ত করা
886,bedecken::V,dække,ঢাকা
887,bedecken::V,bedække,ঢাকা
888,aufhängen::V,hænge,ঝুলানো
889,aufhängen::V,hænge op,ঝুলানো
890,anzünden::V,tænde,জ্বালান
891,anzünden::V,antænde,জ্বালান
892,aufheben::V,løfte,কুড়াইয়া তোলা
893,aufheben::V,tage op,কুড়াইয়া তোলা
894,zurücklassen::V,lade tilbage,পরিত্যাগ করা
895,verlieren::V,miste,হারান
896,fallen lassen::V,tabe,ফেলা
897,fallen lassen::V,droppe,ফেলা
898,machen::V,gøre,গঠন করা
899,herstellen::V,fremstille,সৃষ্টি করা
900,bauen::V,bygge,নির্মাণ করা
901,reparieren::V,reparere,মেরামত করা
902,verbessern::V,rette,উন্নতিলাভ করা
903,verbessern::V,forbedre,উন্নতিলাভ করা
904,ändern::V,ændre,পরিবর্তিত করা
905,graben::V,grave,খনন করা
906,beugen::V,bøje,নোয়া
907,biegen::V,bøje,নোয়া
908,drehen::V,dreje,ঘোরান
909,wenden::V,vende,উলটাইয়া দেত্তয়া
910,umdrehen::V,dreje om,উলটানো
911,heben::V,hæve,উত্তোলন করা
912,hochheben::V,løfte,উঁচু করা
913,ergreifen::V,gribe fat i,দখল করা
914,halten::V,holde,ধরা
915,drücken::V,trykke,টেপা
916,schieben::V,skyde,ঠেলা
917,schieben::V,skubbe,ঠেলা
918,kratzen::V,klø,চাঁচা
919,kratzen::V,kradse,চাঁচা
920,lecken::V,slikke,চাটা
921,beißen::V,bide,দংশন করা
922,abreißen::V,rive af,বিচ্ছিন্ন করা
923,abschneiden::V,skære af,বিচ্ছিন্ন করা
924,binden::V,binde,বন্ধন করা
925,stecken::V,stikke,বিদ্ধ করা
926,brechen::V,brække,ভাঙা
927,klopfen::V,banke,আঘাত করা
928,hauen::V,hugge,আঘাত করা
929,kleben::V,klistre,সাঁটা
930,reiben::V,gnide,ঘষা
931,streichen::V,smøre,ছড়াইয়া
932,schleifen::V,slibe,ধার দেওয়া
933,schneiden::V,skære,কাটা
934,schneiden::V,klippe,কাটা
935,rütteln::V,ruske,নাড়ান
936,schütteln::V,ryste,নড়া
937,schwenken::V,svinge,দোলা
938,schütten::V,hælde,বর্ষণ করা
939,füllen::V,fylde,পরিপূর্ণ করা
940,einwickeln::V,pakke ind,মুড়া
941,tragen::V,bære,বহন করা
942,schleppen::V,slæbe,টানা
943,ziehen::V,trække,টানা
944,aufbewahren::V,opbevare,রাখা
945,werfen::V,kaste,ছুড়া
946,fangen::V,fange,লোফা
947,packen::V,gribe,ধরা
948,verstecken::V,gemme,গোপন করা
949,teilen::V,dele,বিভক্ত করা
950,schicken::V,sende,প্রেরণ করা
951,bringen::V,bringe,আনা
952,hinzufügen::V,tilføje,একত্র করা
953,bekommen::V,få,পাওয়া
954,erhalten::V,få,পাওয়া
955,nehmen::V,tage,নেওয়া
956,wählen::V,vælge,বাছা
957,auswählen::V,udvælge,বাছা
958,bewahren::V,bevare,বাঁচাইয়া রাখা
959,behindern::V,hindre,বাধা দেওয়া
960,behindern::V,forhindre,বাধা দেওয়া
961,verderben::V,ødelægge,নষ্ট করা
962,beschädigen::V,beskadige,ক্ষতি করা
963,zerbrechen::V,brække itu,ভাঙ্গিয়া যাওয়া
964,zerreißen::V,rive itu,ছিঁড়া
965,zerstören::V,ødelægge,বিনাশ করা
966,verbrennen::V,brænde,দহন করা
967,geben::V,give,দেওয়া
968,reichen::V,række,দেওয়া
969,schenken::V,forære,উপহার দেত্তয়া
970,versprechen::V,love,প্রতিশ্রুতি দেওয়া
971,wünschen::V,ønske,আকাঙ্ক্ষা করা
972,loben::V,rose,প্রশংসা করা
973,küssen::V,kysse,চুম্বন করা
974,wiegen::V,vugge,দুলানো
975,zudecken::V,dække til,ঢাকা
976,wecken::V,vække,জাগানো
977,zeigen::V,vise,দেখানো
978,führen::V,føre,পথ দেখানো
979,lehren::V,lære,শেখানো
980,unterrichten::V,undervise,শিক্ষা দেওয়া
981,aufziehen::V,opdrage,পালন করা
982,leiten::V,lede,পরিচালনা করা
983,antreiben::V,skynde på,চালনা করা
984,lassen::V,få til at,অনুমতি দেওয়া
985,einladen::V,indbyde,নিমন্ত্রণ করা
986,einladen::V,invitere,নিমন্ত্রণ করা
987,vereinigen::V,forene,এক করা
988,besuchen::V,besøge,দেখিতে যাওয়া
989,treffen::V,møde,সন্মুখীন হওয়া
990,sich versammeln::V,forsamles,জড়ো হওয়া
991,spielen::V,lege,খেলা
992,spielen::V,spille,খেলা
993,singen::V,synge,গাওয়া
994,tanzen::V,danse,নাচা
995,sich trennen::V,skilles,পৃথক করা
996,verlassen::V,forlade,পরিত্যাগ করা
997,retten::V,redde,উদ্ধার করা
998,bewachen::V,bevogte,পাহারা দেওয়া
999,schützen::V,skærme,রক্ষা করা
1000,schützen::V,beskytte,রক্ষা করা
1001,verteidigen::V,forsvare,রক্ষা করা
1002,sich schlagen::V,slås,লড়াই করা
1003,schießen::V,skyde,তীরবেগে ছোটা
1004,siegen::V,sejre,জেতা
1005,ärgern::V,ærgre,বিরক্ত করা
1006,schlagen::V,slå,আঘাত করা
1007,treten::V,sparke,লাথি মারা
1008,stechen::V,stikke,দংশন করা
1009,stoßen::V,støde,ঠেলা
1010,stehlen::V,stjæle,অপহরণ করা
1011,stören::V,forstyrre,ঘাঁটান
1012,belästigen::V,genere,বিরক্ত করা
1013,belästigen::V,ulejlige,বিরক্ত করা
1014,verbergen::V,skjule,গোপন করা
1015,täuschen::V,villede,প্রবঞ্চনা করা
1016,betrügen::V,bedrage,প্রতারণা করা
1017,töten::V,dræbe,হত্যা করা
1018,wohnen::V,bo,বাস করা
1019,arbeiten::V,arbejde,কাজ করা
1020,sammeln::V,samle,সংগ্রহ করা
1021,pflücken::V,plukke,চয়ন করা
1022,jagen::V,jage,শিকার করা
1023,fischen::V,fiske,মাছ ধরা
1024,fassen::V,fange,ধরা
1025,hüten::V,vogte,যুথভুক্ত করা
1026,treiben::V,drive,চালনা করা
1027,anbinden::V,binde fast,বন্ধন করা
1028,füttern::V,fodre,ভোজন করানো
1029,melken::V,malke,দুগ্ধ দোহন করা
1030,hacken::V,hakke,কাটা
1031,gießen::V,hælde,বর্ষণ করা
1032,reifen::V,modne,পাকা
1033,zubereiten::V,tilberede,রন্ধন করা
1034,kochen::V,koge,রন্ধন করা
1035,backen::V,bage,সেকা
1036,braten::V,stege,ভাজা
1037,umrühren::V,røre om,নড়ানো
1038,stricken::V,strikke,বোনা
1039,nähen::V,sy,সেলাই করা
1040,färben::V,farve,রঞ্জিত করা
1041,reinigen::V,rense,পরিষ্কার করা
1042,reinigen::V,gøre ren,পরিষ্কার করা
1043,waschen::V,vaske,পরিষ্কার করা
1044,abwischen::V,tørre af,মুছা
1045,spülen::V,skylle,পরিষ্কার করা
1046,fegen::V,feje,ঝাঁট দেওয়া
1047,kehren::V,feje,ঝাঁট দেওয়া
1048,baden::V,bade,অবগাহন করা
1049,sich waschen::V,vaske sig,ধোয়া
1050,ausziehen::V,tage af,খুলা
1051,anziehen::V,tage på,গায়ে দেত্তয়া
1052,sich anziehen::V,klæde sig på,পোশাক পরা
1053,kämmen::V,rede,আঁচড়ানো
1054,kämmen::V,frisere,আঁচড়ানো
1055,schmücken::V,pynte,সাজান করা
1056,schmücken::V,smykke,সাজান করা
1057,sagen::V,sige,উচ্চারণ করা
1058,sprechen::V,snakke,বলা
1059,reden::V,tale,আলাপ করা
1060,reden::V,snakke,আলাপ করা
1061,sich unterhalten::V,snakke sammen,আড্ডা দেওয়া
1062,fragen::V,spørge,জিজ্ঞাসা করা
1063,bitten::V,bede,প্রার্থনা করা
1064,erzählen::V,berette,বর্ণনা করা
1065,erzählen::V,fortælle,বর্ণনা করা
1066,mitteilen::V,meddele,বলা
1067,nennen::V,nævne,নাম দেওয়া
1068,rufen::V,råbe,আমন্ত্রণ করা
1069,prahlen::V,prale,বড়াই করা
1070,übersetzen::V,oversætte,ভাষাস্তরিত করা
1071,denken::V,tænke,ভাবা
1072,glauben::V,tro,বিশ্বাস করা
1073,bemerken::V,bemærke,লক্ষ্য করা
1074,bemerken::V,lægge mærke til,লক্ষ্য করা
1075,erkennen::V,genkende,চিনিতে পারা
1076,begreifen::V,begribe,উপলব্ধি করা
1077,verstehen::V,forstå,উপলব্ধি করা
1078,lernen::V,lære,শেখা
1079,wissen::V,vide,জানা
1080,sich erinnern an::V,mindes,মনে করা
1081,sich erinnern an::V,huske på,মনে করা
1082,vergessen::V,glemme,বিস্মৃত হওয়া
1083,messen::V,måle,মাপা
1084,zählen::V,tælle,গণনা করা
1085,rechnen::V,regne,হিসাব করা
1086,lesen::V,læse,পাঠ করা
1087,malen::V,male,আঁকা
1088,zeichnen::V,tegne,ছকা
1089,schreiben::V,skrive,লেখা
1090,besitzen::V,eje,অধিকার করা
1091,besitzen::V,besidde,অধিকার করা
1092,kaufen::V,købe,ক্রয় করা
1093,verkaufen::V,sælge,বেচা
1094,bezahlen::V,betale,প্রদান করা
1095,zahlen::V,betale,প্রদান করা
1096,beherrschen::V,beherske,শাসন করা
1097,ertragen::V,tåle,বহন করা
1098,ertragen::V,udholde,বহন করা
1099,hinfallen::V,,পড়া
