,Concept_ID,et,fa
62,Träne::N,pisar,اشک
63,Geschmack::N,maitse,مزه
64,Geruch::N,lõhn,بو
65,Schlaf::N,uni,خواب
66,Traum::N,unenägu,رؤیا
67,Himmel::N,taevas,فلک
68,Himmel::N,taevas,آسمان
69,Sonne::N,päike,آفتاب
70,Sonne::N,päike,خورشید
71,Mond::N,kuu,ماه
72,Stern::N,täht,ستاره
73,Luft::N,õhk,هوا
74,Wind::N,tuul,باد
75,Welle::N,laine,موج
76,Wasser::N,vesi,آب
77,Stein::N,kivi,سنگ
78,Boden::N,maa,زمین
79,Boden::N,pinnas,زمین
80,Erde::N,maa,خاک
81,Erde::N,maa,زمین
82,Staub::N,põrm,گرد
83,Staub::N,põrm,غبار
84,Rauch::N,suits,دود
85,Funke::N,säde,جرقه
86,Feuer::N,tuli,آتش
87,Licht::N,valgus,نور
88,Licht::N,valgus,روشنی
89,Schatten::N,vari,سایه
90,Wetter::N,ilm,هوا
91,Nebel::N,udu,مه
92,Wolke::N,pilv,ابر
93,Regen::N,sadu,باران
94,Schnee::N,lumi,برف
95,Eis::N,jää,یخ
96,Frost::N,pakane,یخبندان
97,Kälte::N,külm,سرما
98,Kälte::N,külmus,سرما
99,Hitze::N,kuumus,گرما
100,Hitze::N,kuumus,حرارت
101,Hitze::N,palavus,گرما
102,Hitze::N,palavus,حرارت
103,Raureif::N,härmatis,برف ریزه
104,Regenbogen::N,vikerkaar,رنگین‌کمان
105,Donner::N,kõu,رعد
106,Donner::N,müristamine,رعد
107,Strömung::N,voolus,جریان
108,Strömung::N,jõevool,جریان
109,Tropfen::N,tilk,قطره
110,Schaum::N,vaht,کف
111,Schmutz::N,pori,گل
112,Schmutz::N,pori,کثافت
113,Schmutz::N,mustus,گل
114,Schmutz::N,mustus,کثافت
115,See::N,järv,دریاچه
116,Sumpf::N,soo,مرداب
117,Sumpf::N,soo,باتلاق
118,Moor::N,raba,باتلاق
119,Wiese::N,aas,چمن
120,Wiese::N,nurm,چمن
121,Wald::N,mets,جنگل
122,Hügel::N,küngas,تل
123,Hügel::N,küngas,تپه
124,Anhöhe::N,küngas,بلندی
125,Berg::N,mägi,کوه
126,Gipfel::N,mäetipp,قله
127,Höhle::N,koobas,غار
128,Abhang::N,nõlvak,سرازیری
129,Quelle::N,allikas,چشمه
130,Bach::N,oja,نهر
131,Fluss::N,jõgi,رود
132,Ufer::N,kallas,ساحل
133,Ufer::N,kallas,کرانه
134,Küste::N,rannik,ساحل
135,Festland::N,mander,خشکی
136,Festland::N,maismaa,خشکی
137,Meer::N,meri,دریا
138,Bucht::N,laht,خلیج
139,Insel::N,saar,جزیره
140,Blume::N,lill,گل
141,Gras::N,rohi,علف
142,Wurzel::N,juur,ریشه
143,Baum::N,puu,درخت
144,Stamm::N,tüvi,تنه
145,Rinde::N,koor,توژ
146,Rinde::N,koor,پوست
147,Ast::N,oks,شاخه
148,Zweig::N,oks,شاخه
149,Blatt::N,leht,برگ
150,Birke::N,kask,غان
151,Kiefer[Baum]::N,mänd,کاج
152,Weide[Baum]::N,paju,بید
153,Tanne::N,nulg,صنوبر
154,Horn::N,sarv,شاخ
155,Feder::N,sulg,پر
156,Fell::N,karvkate,خز
157,Fell::N,karusnahk,خز
158,Flügel::N,tiib,پر
159,Flügel::N,tiib,بال
160,Flügel::N,tiivik,پر
161,Flügel::N,tiivik,بال
162,Klaue::N,küüs,چنگ
163,Klaue::N,küüs,پنجه
164,Kralle::N,küünis,پنجه
165,Schwanz::N,saba,دم
166,Ei::N,muna,تخم
167,Nest::N,pesa,لانه
168,Bau::N,urg,بنا
169,Bau::N,urg,ساختمان
170,Tier::N,loom,هیوان
171,Herde::N,kari,رمه
172,Kuh::N,lehm,گاو
173,Bulle::N,pull,گاو نر
174,Pferd::N,hobune,اسب
175,Schaf::N,lammas,گوسفند
176,Schwein::N,siga,خوک
177,Hund::N,koer,سگ
178,Katze::N,kass,گربه
179,Bär::N,karu,خرس
180,Eichhörnchen::N,orav,سنجاب
181,Elch::N,põder,گوزن شمالی
182,Fuchs::N,rebane,روباه
183,Hase::N,jänes,خرگوش
184,Maus::N,hiir,موش
185,Wolf::N,hunt,گرگ
186,Vogel::N,lind,پرنده
187,Schwarm::N,parv,دسته
188,Huhn::N,kana,مرغ
189,Hahn::N,kukk,خروس
190,Gans::N,hani,غاز
191,Adler::N,kotkas,عقاب
192,Ente::N,part,اردک
193,Ente::N,part,مرغابی
194,Eule::N,kakk,جغد
195,Eule::N,öökull,جغد
196,Kranich::N,kurg,درنا
197,Krähe::N,vares,زاغ
198,Krähe::N,vares,کلاغ
199,Kuckuck::N,kägu,فاخته
200,Schwan::N,luik,قو
201,Fisch::N,kala,ماهی
202,Barsch::N,ahven,ماهی خاردار
203,Hecht::N,haug,اردک ماهی
204,Schlange[Tier]::N,uss,مار
205,Wurm::N,uss,کرم
206,Wurm::N,vagel,کرم
207,Spinne::N,ämblik,عنکبوت
208,Ameise::N,sipelgas,مورچه
209,Laus::N,täi,شپش
210,Mücke::N,sääsk,پشه
211,Fliege::N,kärbes,مگس
212,Schmetterling::N,liblikas,پروانه
213,Beere::N,mari,گیله
214,Apfel::N,õun,سیب
215,Pilz::N,seen,قارچ
216,Zwiebel::N,sibul,پیاز
217,Saat::N,seeme,بذر
218,Korn::N,iva,تخم
219,Korn::N,iva,دانه
220,Korn::N,tera,تخم
221,Korn::N,tera,دانه
222,Heu::N,hein,علف خشک
223,Schale::N,koor,پوست
224,Grube::N,kaevand,گودال
225,Falle::N,lõks,دام
226,Falle::N,püünis,دام
227,Schlinge::N,aas,حلقه
228,Spur::N,jälg,رد
229,Asche::N,tuhk,خاکستر
230,Dreck::N,saast,کثافت
231,Dreck::N,mustus,کثافت
232,Eisen::N,raud,آهن
233,Gold::N,kuld,زر
234,Gold::N,kuld,طلا
235,Silber::N,hõbe,نقره
236,Kohle::N,süsi,زغال
237,Glas::N,klaas,شیشه
238,Lehm::N,savi,گل
239,Sand::N,liiv,شن
240,Sand::N,liiv,ماسه
241,Mensch::N,inimene,آدم
242,Mensch::N,inimene,انسان
243,Mann::N,mees,مرد
244,Frau::N,naine,زن
245,Kind::N,laps,بچه
246,Kind::N,laps,کودک
247,Junge::N,poiss,پسر
248,Mädchen::N,tüdruk,دختر
249,Familie::N,perekond,فامیل
250,Familie::N,perekond,خانواده
251,Großvater::N,vanaisa,پدربزرگ
252,Großmutter::N,vanaema,مادر‌بزرگ
253,Eltern::N,vanemad,والدین
254,Eltern::N,vanemad,پدر‌و‌مادر
255,Vater::N,isa,پدر
256,Mutter::N,ema,مادر
257,Sohn::N,poeg,پسر
258,Tochter::N,tütar,دختر
259,Bruder::N,vend,برادر
260,Schwester::N,õde,خواهر
261,Onkel::N,onu,عمو
262,Onkel::N,onu,دایی
263,Tante::N,tädi,عمه
264,Tante::N,tädi,خاله
265,Ehemann::N,mees,همسر
266,Ehemann::N,abikaasa,همسر
267,Ehefrau::N,naine,همسر
268,Ehefrau::N,abikaasa,همسر
269,Freude::N,rõõm,شادی
270,Gelächter::N,naer,خنده
271,Gelächter::N,naer,قاه‌قاه
272,Glück::N,õnn,اقبال
273,Kummer::N,mure,غم
274,Kummer::N,mure,غصه
275,Kummer::N,kurbus,غم
276,Kummer::N,kurbus,غصه
277,Wunsch::N,soov,آرزو
278,Lust::N,himu,هوس
279,Geist::N,vaim,روح
280,Gedanke::N,mõte,فکر
281,Gedächtnis::N,mälu,حافظه
282,Verstand::N,aru,هوش
283,Verstand::N,mõistus,هوش
284,Sinn::N,tähendus,معنا
285,Sinn::N,tähendus,مفهوم
286,Grund::N,põhjus,سبب
287,Grund::N,põhjus,دلیل
288,Wahrheit::N,tõde,حقیقت
289,Gespräch::N,kõne,صحبت
290,Gespräch::N,kõne,گفتگو
291,Gespräch::N,vestlus,صحبت
292,Gespräch::N,vestlus,گفتگو
293,Märchen::N,muinasjutt,قصه
294,Märchen::N,muinasjutt,افسانه
295,Erzählung::N,jutustus,داستان
296,Nachricht::N,teade,خبر
297,Neuigkeit::N,uudis,خبر تازه
298,Name::N,nimi,اسم
299,Rätsel::N,mõistatus,معما
300,Rede::N,kõne,سخن
301,Sprache::N,keel,زبان
302,Stimme::N,hääl,صدا
303,Wort::N,sõna,کلمه
304,Zeichen::N,märk,نشان
305,Zeichen::N,märk,علامت
306,Ruf::N,hüüe,صدا
307,Lärm::N,müra,هیاهو
308,Laut::N,hääl,صدا
309,Ton::N,toon,آهنگ
310,Lied::N,laul,آواز
311,Lied::N,laul,ترانه
312,Ruhe::N,rahu,آرامش
313,Ruhe::N,vaikus,آرامش
314,Leute::N,inimesed,مردم
315,Volk::N,rahvas,خلق
316,Arbeit::N,töö,کار
317,Gast::N,külaline,مهمان
318,Geschenk::N,kingitus,هدیه
319,Spiel::N,mäng,بازی
320,Gesellschaft::N,selts,جمعیت
321,Hilfe::N,abi,کمک
322,Freund::N,sõber,دوست
323,Kamerad::N,sõber,رفیق
324,Angelegenheit::N,asi,امر
325,Angelegenheit::N,asi,قضیه
326,Anzahl::N,arv,عده
327,Anzahl::N,arv,شمار
328,Anzahl::N,hulk,عده
329,Anzahl::N,hulk,شمار
330,Art::N,liik,نوع
331,Stück::N,tükk,تکه
332,Stück::N,tükk,قطعه
333,Teil::N,osa,بخش
334,Teil::N,osa,قسمت
335,Hälfte::N,pool,نیم
336,Kreis::N,ring,حلقه
337,Kreis::N,ring,دایره
338,Kreuz::N,rist,صلیب
339,Linie::N,joon,خط
340,Linie::N,joon,سطر
341,Strich::N,joon,خط
342,Abstand::N,vahe,فاصله
343,Entfernung::N,kaugus,مسافت
344,Entfernung::N,vahemaa,مسافت
345,Gegend::N,ümbrus,منطقه
346,Platz::N,ruum,گنجایش
347,Ort::N,paik,جا
348,Ort::N,paik,محل
349,Ort::N,paik,مکان
350,Seite::N,pool,طرف
351,Mitte::N,keskpaik,وسط
352,Mitte::N,keskpaik,میان
353,Gegenstand::N,ese,چیز
354,Sache::N,ese,چیز
355,Rand::N,äär,کنار
356,Rand::N,äär,حاشیه
357,Rand::N,serv,کنار
358,Rand::N,serv,حاشیه
359,Kante::N,kant,لبه
360,Ecke::N,nurk,گوشه
361,Spitze::N,teravik,سر
362,Spitze::N,teravik,نوک
363,Ende::N,ots,ته
364,Ende::N,ots,آخر
365,Ende::N,jupp,ته
366,Ende::N,jupp,آخر
367,Loch::N,auk,سوراخ
368,Winkel::N,nurk,کنج
369,Muster::N,muster,نقش
370,Größe::N,suurus,قد
371,Größe::N,suurus,بزرگی
372,Länge::N,pikkus,طول
373,Höhe::N,kõrgus,بلندی
374,Gewicht::N,kaal,وزن
375,Gewicht::N,raskus,وزن
376,Menge::N,arv,مقدار
377,Menge::N,arv,اندازه
378,Menge::N,hulk,مقدار
379,Menge::N,hulk,اندازه
380,Haufen::N,hunnik,توده
381,Reihe::N,rivi,ردیف
382,Boot::N,paat,قایق
383,Ruder::N,aer,پارو
384,Schlitten::N,saan,سورتمه
385,Ski::N,suusk,اسکی
386,Lagerfeuer::N,lõke,آتش
387,Last::N,koorem,بار
388,Last::N,koorem,سنگینی
389,Gang::N,käik,راه رفتن
390,Schritt::N,samm,قدم
391,Norden::N,põhi,شمال
392,Süden::N,lõuna,جنوب
393,Westen::N,lääs,غرب
394,Osten::N,ida,شرق
395,Holz::N,puu,چوب
396,Brett::N,saelaud,تخته
397,Platte::N,plaat,صفحه
398,Stütze::N,tugi,تکیه
399,Stange::N,latt,میله
400,Stange::N,teivas,میله
401,Stock::N,kepp,چوب
402,Stab::N,varras,عصا
403,Rohr::N,toru,لوله
404,Haus::N,maja,منزل
405,Heim::N,kodu,خانه
406,Heim::N,kodu,کاشانه
407,Ofen::N,ahi,بخاری
408,Fußboden::N,põrand,کف اتاق
409,Tisch::N,laud,میز
410,Stuhl::N,tool,صندلی
411,Wiege::N,häll,گهواره
412,Wiege::N,kätki,گهواره
413,Bett::N,voodi,تختخواب
414,Regal::N,riiul,قفسه
415,Kiste::N,kast,صندوق
416,Fenster::N,aken,پنجره
417,Tür::N,uks,در
418,Tür::N,uks,درب
419,Tor::N,värav,دروازه
420,Zaun::N,aed,حصار
421,Zaun::N,tara,حصار
422,Dach::N,katus,بام
423,Leiter::N,redel,نردبان
424,Besen::N,luud,جارو
425,Spaten::N,labidas,بیل
426,Schaufel::N,kühvel,بیل
427,Schaufel::N,kühvel,پارو
428,Gabel::N,kahvel,چنگال
429,Löffel::N,lusikas,قاشق
430,Messer::N,nuga,کارد
431,Nagel::N,nael,میخ
432,Netz::N,võrk,تور
433,Netz::N,võrk,شبکه
434,Haken::N,haak,قلاب
435,Haken::N,konks,قلاب
436,Griff::N,sang,دسته
437,Griff::N,käepide,دسته
438,Schloss::N,lukk,قفل
439,Bild::N,pilt,عکس
440,Bild::N,pilt,تصویر
441,Figur::N,kuju,تندیس
442,Figur::N,kujund,تندیس
443,Puppe::N,nukk,عروسک
444,Beutel::N,paun,کیسه
445,Bündel::N,kimp,بسته
446,Tasche::N,kott,کیف
447,Eimer::N,pang,سطل
448,Eimer::N,ämber,سطل
449,Deckel::N,kaas,در
450,Geschirr::N,nõud,ظرف
451,Sack::N,kott,گونی
452,Tasse::N,tass,فنجان
453,Topf::N,pada,دیگ
454,Topf::N,pada,قابلمه
455,Kessel::N,pada,دیگ
456,Essen::N,söök,خوراک
457,Nahrung::N,toit,غذا
458,Speise::N,roog,خوراک
459,Fleisch::N,liha,گوشت
460,Getreide::N,teravili,غله
461,Brei::N,puder,فرنی
462,Brei::N,puder,حریره
463,Brot::N,sai,نان
464,Brot::N,leib,نان
465,Scheibe::N,viil,قاچ
466,Scheibe::N,viil,لزگه
467,Scheibe::N,viilukas,قاچ
468,Scheibe::N,viilukas,لزگه
469,Fett::N,rasv,چربی
470,Butter::N,või,کره
471,Öl::N,õli,روغن
472,Salz::N,sool,نمک
473,Suppe::N,supp,آش
474,Suppe::N,supp,سوپ
475,Honig::N,mesi,عسل
476,Milch::N,piim,شیر
477,Tee::N,tee,چای
478,Leder::N,nahk,چرم
479,Wolle::N,vill,پشم
480,Stoff::N,kangas,پارچه
481,Nadel::N,nõel,سوزن
482,Faden::N,niit,نخ
483,Knopf::N,nööp,دکمه
484,Knoten::N,sõlm,گره
485,Farbe::N,värv,رنگ
486,Kleidung::N,riided,لباس
487,Kleidung::N,riided,پوشاک
488,Kleidung::N,riietus,لباس
489,Kleidung::N,riietus,پوشاک
490,Hemd::N,särk,پیراهن
491,Kragen::N,krae,یقه
492,Ärmel::N,varrukas,آستین
493,Hose::N,püksid,شلوار
494,Gürtel::N,vöö,کمر‌بند
495,Mütze::N,müts,کلاه
496,Schuh::N,king,کفش
497,Stiefel::N,saabas,چکمه
498,Ring::N,sõrmus,حلقه
499,Ring::N,sõrmus,انگشتر
500,Band::N,lint,نوار
501,Band::N,lint,روبان
502,Kamm::N,kamm,شانه
503,Spiegel::N,peegel,آینه
504,Riemen::N,rihm,تسمه
505,Schnur::N,nöör,ریسمان
506,Leine::N,jalutusrihm,قلاده
507,Decke::N,tekk,پتو
508,Kissen::N,padi,بالش
509,Tuch::N,kalev,شال
510,Handtuch::N,käterätik,حوله
511,Kraft::N,jõud,نیرو
512,Stärke::N,tugevus,زور
513,Gesundheit::N,tervis,سلامتی
514,Gesundheit::N,tervis,تندرستی
515,Krankheit::N,haigus,بیماری
516,Schmerz::N,valu,درد
517,Wunde::N,haav,زخم
518,Fieber::N,palavik,تب
519,Arznei::N,ravim,دارو
520,Brücke::N,sild,پل
521,Brunnen::N,kaev,چاه
522,Weide::N,karjamaa,چراگاه
523,Pfad::N,rada,راه
524,Weg::N,tee,راه
525,Weg::N,tee,طریق
526,Straße::N,tee,راه
527,Straße::N,tee,جاده
528,Dorf::N,küla,ده
529,Dorf::N,küla,روستا
530,Stadt::N,linn,شهر
531,Brief::N,kiri,نامه
532,Buch::N,raamat,کتاب
533,Buchstabe::N,täht,حرف
534,Zeitung::N,ajaleht,روزنامه
535,Leben::N,elu,عمر
536,Leben::N,elu,زندگی
537,Tod::N,surm,مرگ
538,Grab::N,haud,گور
539,Grab::N,haud,مزار
540,Kirche::N,kirik,کلیسا
541,Sünde::N,patt,بزه
542,Sünde::N,patt,گناه
543,Gott::N,jumal,خدا
544,Arbeiter::N,tööline,کارگر
545,Chef::N,ülemus,رئیس
546,Chef::N,juhataja,رئیس
547,Meister::N,meister,استاد
548,Arzt::N,arst,پزشک
549,Lehrer::N,õpetaja,معلم
550,Lehrer::N,õpetaja,آموزگار
551,Geld::N,raha,پول
552,Geschäft::N,äri,کار
553,Geschäft::N,äri,بیزنس
554,Laden::N,pood,دکان
555,Laden::N,pood,مغازه
556,Laden::N,kauplus,دکان
557,Laden::N,kauplus,مغازه
558,Preis::N,hind,بها
559,Preis::N,hind,قیمت
560,Ware::N,kaup,جنس
561,Ware::N,kaup,کالا
562,Nutzen::N,tulu,مزیت
563,Nutzen::N,tulu,امتیاز
564,Nutzen::N,kasulikkus,مزیت
565,Nutzen::N,kasulikkus,امتیاز
566,Reichtum::N,rikkus,مال
567,Reichtum::N,rikkus,ثروت
568,Welt::N,maailm,دنیا
569,Land::N,maa,کشور
570,Land::N,maa,مملکت
571,Staat::N,riik,دولت
572,König::N,kuningas,شاه
573,König::N,kuningas,پادشاه
574,Macht::N,võim,قدرت
575,Macht::N,võim,اختیار
576,Grenze::N,piir,مرز
577,Krieg::N,sõda,جنگ
578,Feind::N,vaenlane,دشمن
579,Gewalt::N,väevõim,زور
580,Gewalt::N,väevõim,خشونت
581,Kampf::N,võitlus,نبرد
582,Kampf::N,võitlus,مبارزه
583,Bogen[Waffe]::N,vibu,کمان
584,Pfeil::N,nool,تیر
585,Gewehr::N,püss,تفنگ
586,Fehler::N,viga,غلط
587,Fehler::N,viga,اشتباه
588,Lüge::N,vale,دروغ
589,Schaden::N,kahju,آسیب
590,Schaden::N,kahju,خسارت
591,Unglück::N,häda,بلا
592,Unglück::N,õnnetus,بلا
593,Schuld::N,süü,گناه
594,Schuld::N,süü,تقصیر
595,Alter::N,iga,سن
596,Alter::N,iga,عمر
597,Schluss::N,lõpp,انتها
598,Zeit::N,aeg,وقت
599,Zeit::N,aeg,زمان
600,Tag::N,päev,روز
601,Morgen::N,hommik,صبح
602,Mittag::N,lõuna,ظهر
603,Mittag::N,keskpäev,ظهر
604,Abend::N,õhtu,شب
605,Abend::N,õhtu,عصر
606,Nacht::N,öö,شب
607,Woche::N,nädal,هفته
608,Monat::N,kuu,ماه
609,Jahr::N,aasta,سال
610,Frühling::N,kevad,بهار
611,Sommer::N,suvi,تابستان
612,Herbst::N,sügis,پاییز
613,Winter::N,talv,زمستان
614,Januar::N,jaanuar,ژانویه
615,Februar::N,veebruar,فوریه
616,März::N,märts,مارس
617,April::N,aprill,آوریل
618,Mai::N,mai,مه
619,Juni::N,juuni,ژوئن
620,Juli::N,juuli,ژویه
621,August::N,august,اوت
622,September::N,september,سپتامبر
623,Oktober::N,oktoober,اکتبر
624,November::N,november,نوامبر
625,Dezember::N,detsember,دسامبر
626,Montag::N,esmaspäev,دو‌شنبه
627,Dienstag::N,teisipäev,سه‌شنبه
628,Mittwoch::N,kesknädal,چهار‌شنبه
629,Donnerstag::N,neljapäev,پنج شنبه
630,Freitag::N,reede,جمعه
631,Samstag::N,laupäev,شنبه
632,Sonntag::N,pühapäev,یکشنبه
633,groß::A,suur,بزرگ
634,klein::A,väike,کوچک
635,klein::A,pisike,کوچک
636,lang::A,pikk,بلند
637,kurz::A,lühike,کوتاه
638,breit::A,lai,پهن
639,schmal::A,kitsas,تنگ
640,schmal::A,kitsas,نازک
641,dicht::A,tihe,چگال
642,dicht::A,tihe,انبوه
643,dick[Gegenstand]::A,jäme,ضخیم
644,dünn::A,õhuke,نازک
645,dünn::A,peenike,نازک
646,fein::A,peen,ریز
647,fein::A,peen,باریک
648,fein::A,õhuke,ریز
649,fein::A,õhuke,باریک
650,fest::A,püsiv,محکم
651,fest::A,kindel,محکم
652,flach::A,lame,صاف
653,flach::A,lame,مسطح
654,flach::A,tasane,صاف
655,flach::A,tasane,مسطح
656,glatt::A,sile,لیز
657,hart::A,kõva,سفت
658,weich::A,pehme,نرم
659,weich::A,pehme,ملایم
660,rund::A,ümar,گرد
661,spitz::A,torkav,تیز
662,spitz::A,torkav,نوک‌تیز
663,scharf::A,terav,تیز
664,scharf::A,terav,برنده
665,stumpf::A,nüri,کند
666,schwer::A,raske,سنگین
667,schön::A,kena,زیبا
668,heiß::A,kuum,داغ
669,heiß::A,palav,داغ
670,warm::A,soe,گرم
671,kalt::A,külm,سرد
672,kühl::A,jahe,خنک
673,frisch::A,värske,تازه
674,feucht::A,niiske,مرطوب
675,nass::A,märg,تر
676,nass::A,märg,خیش
677,trocken::A,kuiv,خشک
678,voll::A,täis,پر
679,leer::A,tühi,خالی
680,offen::A,avatud,باز
681,offen::A,lahtine,باز
682,geschlossen::A,suletud,بسته
683,sauber::A,puhas,پاک
684,sauber::A,puhas,تمیز
685,schmutzig::A,räpane,کثیف
686,schmutzig::A,räpane,آلوده
687,schmutzig::A,määrdunud,کثیف
688,schmutzig::A,määrdunud,آلوده
689,roh::A,toores,خام
690,reif::A,küps,رسیده
691,lecker::A,hõrk,لذیذ
692,lecker::A,hõrk,خوشمزه
693,lecker::A,maitsev,لذیذ
694,lecker::A,maitsev,خوشمزه
695,süß::A,magus,شیرین
696,bitter::A,mõru,تلخ
697,sauer::A,hapu,ترش
698,hell::A,hele,روشن
699,dunkel::A,pime,تاریک
700,schwarz::A,must,سیاه
701,weiß::A,valge,سفید
702,rot::A,punane,سرخ
703,rot::A,punane,قرمز
704,gelb::A,kollane,زرد
705,blau::A,sinine,آبی
706,grün::A,roheline,سبز
707,grau::A,hall,طوسی
708,grau::A,hall,خاکستری
709,bunt::A,kirju,رنگارنگ
710,bunt::A,värviline,رنگارنگ
711,billig::A,odav,ارزان
712,teuer::A,kallis,گران
713,wertvoll::A,väärtuslik,قیمتی
714,wertvoll::A,väärtuslik,گرانبها
715,blind::A,pime,کور
716,blind::A,pime,نابینا
717,taub::A,kurt,کر
718,taub::A,kurt,ناشنوا
719,kräftig::A,jõuline,قوی
720,stark::A,tugev,قوی
721,stark::A,tugev,نیرومند
722,schwach::A,nõrk,ضعیف
723,schwach::A,jõuetu,ضعیف
724,fett::A,rasvane,چرب
725,schlank::A,sale,باریک‌اندام
726,hübsch::A,kena,قشنگ
727,hübsch::A,kena,خوشگل
728,böse::A,tige,بد
729,dumm::A,juhm,احمق
730,dumm::A,rumal,احمق
731,faul::A,laisk,لش
732,faul::A,laisk,تنبل
733,fleißig::A,virk,زرنگ
734,fleißig::A,hoolas,زرنگ
735,geizig::A,ihne,خسیس
736,klug::A,tark,عاقل
737,klug::A,tark,باهوش
738,klug::A,arukas,عاقل
739,klug::A,arukas,باهوش
740,klug::A,mõistlik,عاقل
741,klug::A,mõistlik,باهوش
742,geschickt::A,osav,ماهر
743,lieb::A,armas,عزیز
744,lustig::A,lõbus,شاد
745,lustig::A,lõbus,خوشحال
746,sanft::A,õrn,لطیف
747,hungrig::A,näljane,گرسنه
748,krank::A,haige,مریض
749,krank::A,haige,بیمار
750,nackt::A,alasti,لخت
751,nackt::A,alasti,برهنه
752,traurig::A,kurb,غمگین
753,lebendig::A,elus,زنده
754,gut::A,hea,خوب
755,schlecht::A,halb,بد
756,richtig::A,õige,درست
757,schlimm::A,paha,وخيم
758,wahr::A,tõene,درست
759,wahr::A,tõene,حقیقی
760,alt::A,vana,کهنه
761,neu::A,uus,نو
762,ehemalig::A,endine,قبلی
763,alt[Lebewesen]::A,vana,پیر
764,jung::A,noor,جوان
765,arm::A,vaene,فقیر
766,reich::A,rikas,پولدار
767,reich::A,rikas,ثروتمند
768,bekannt::A,teada,آشنا
769,bekannt::A,teada,معلوم
770,bekannt::A,tuttav,آشنا
771,bekannt::A,tuttav,معلوم
772,berühmt::A,tuntud,مشهور
773,fremd::A,võõras,خارجی
774,fremd::A,võõras,بیگانه
775,verschieden::A,erinev,مختلف
776,verschieden::A,erinev,متفاوت
777,nah::A,lähedane,نزدیک
778,fern::A,kauge,دور
779,linker::A,vasak,چپ
780,rechter::A,parem,راست
781,anderer::A,muu,دیگر
782,anderer::A,teine,دیگر
783,erster::A,esimene,اول
784,zweiter::A,teine,دوم
785,dritter::A,kolmas,سوم
786,letzter::A,viimane,آخر
787,allein::ADV,üksi,تنها
788,auf einmal::ADV,korraga,همزمان
789,auf einmal::ADV,ühekorraga,همزمان
790,zusammen::ADV,koos,باهم
791,zusammen::ADV,üheskoos,باهم
792,lange::ADV,kaua,مدت‌ها
793,lange::ADV,kaua,مدت زیادی
794,plötzlich::ADV,äkki,ناگهان
795,plötzlich::ADV,järsku,ناگهان
796,sofort::ADV,kohe,فوراً
797,später::ADV,hiljem,بعدها
798,jetzt::ADV,nüüd,حالا
799,jetzt::ADV,nüüd,اکنون
800,heute::ADV,täna,امروز
801,morgen::ADV,homme,فردا
802,bald::ADV,pea,زود
803,bald::ADV,pea,بزودی
804,bald::ADV,varsti,زود
805,bald::ADV,varsti,بزودی
806,dann::ADV,siis,سپس
807,dann::ADV,siis,آنوقت
808,gestern::ADV,eile,دیروز
809,einst::ADV,vanasti,وقتی
810,einst::ADV,vanasti,زمانی
811,damals::ADV,tookord,آنوقت
812,damals::ADV,tookord,آنزمان
813,danach::ADV,seejärel,بعد
814,vorher::ADV,enne,قبلاً
815,zuerst::ADV,enne,اول
816,zuerst::ADV,enne,ابتداء
817,zuerst::ADV,esmalt,اول
818,zuerst::ADV,esmalt,ابتداء
