,Concept_ID,de,xal
129,Feder::N,Feder,өрвлг
130,Fell::N,Fell,арсн
131,Flügel::N,Flügel,җивр
132,Klaue::N,Klaue,хумсн
133,Kralle::N,Kralle,тавг
134,Schwanz::N,Schwanz,сүл
135,Ei::N,Ei,өндгн
136,Nest::N,Nest,үр
137,Bau::N,Bau,нүкн
138,Tier::N,Tier,мал
139,Herde::N,Herde,сүрг мал
140,Kuh::N,Kuh,үкр
141,Bulle::N,Bulle,бух
142,Pferd::N,Pferd,мөрн
143,Schaf::N,Schaf,хөн
144,Schwein::N,Schwein,һаха
145,Hund::N,Hund,ноха
146,Katze::N,Katze,мис
147,Bär::N,Bär,аю
148,Eichhörnchen::N,Eichhörnchen,кермн
149,Elch::N,Elch,хандһа
150,Fuchs::N,Fuchs,арат
151,Hase::N,Hase,туула
152,Maus::N,Maus,хулһн
153,Wolf::N,Wolf,чон
154,Vogel::N,Vogel,шовун
155,Schwarm::N,Schwarm,зел
156,Huhn::N,Huhn,така
157,Hahn::N,Hahn,эр така
158,Gans::N,Gans,һалун
159,Adler::N,Adler,һәрд
160,Ente::N,Ente,нуһсн
161,Eule::N,Eule,һурвлһ
162,Kranich::N,Kranich,тоһрун
163,Krähe::N,Krähe,шаазһа
164,Kuckuck::N,Kuckuck,эргин хуцдг
165,Schwan::N,Schwan,хун
166,Fisch::N,Fisch,заһсн
167,Barsch::N,Barsch,шүрг
168,Hecht::N,Hecht,цурх
169,Schlange[Tier]::N,Schlange,моһа
170,Wurm::N,Wurm,өтн
171,Spinne::N,Spinne,аралҗн
172,Ameise::N,Ameise,шорһлҗн
173,Laus::N,Laus,бөөсн
174,Mücke::N,Mücke,бөкүн
175,Fliege::N,Fliege,батхн
176,Schmetterling::N,Schmetterling,эрвәкә
177,Beere::N,Beere,бөөлҗрһн
178,Apfel::N,Apfel,альмн
179,Pilz::N,Pilz,теңгрин ки
180,Zwiebel::N,Zwiebel,мәңгрснә толһа
181,Saat::N,Saat,буудян экн
182,Korn::N,Korn,экн
183,Heu::N,Heu,өвсн
184,Schale::N,Schale,хальсн
185,Grube::N,Grube,нүкн
186,Falle::N,Falle,урх
187,Falle::N,Falle,хавх
188,Schlinge::N,Schlinge,бүтү
189,Spur::N,Spur,мөр
190,Asche::N,Asche,үмсн
191,Dreck::N,Dreck,бальчг
192,Eisen::N,Eisen,төмр
193,Gold::N,Gold,алтн
194,Silber::N,Silber,мөңгн
195,Silber::N,Silber,цаһан мөңгн
196,Kohle::N,Kohle,нүүрсн
197,Glas::N,Glas,шил
198,Lehm::N,Lehm,шавр
199,Sand::N,Sand,элсн
200,Mensch::N,Mensch,күн
201,Mensch::N,Mensch,күмн
202,Mann::N,Mann,эр
203,Frau::N,Frau,күүкд күн
204,Kind::N,Kind,үрн
205,Junge::N,Junge,көвүн
206,Mädchen::N,Mädchen,бичкн күүкн
207,Familie::N,Familie,бүл
208,Großvater::N,Großvater,өвк эцк
209,Großvater::N,Großvater,наһц эцк
210,Großmutter::N,Großmutter,эмг эк
211,Großmutter::N,Großmutter,наһц эк
212,Eltern::N,Eltern,эк эцк хойр
213,Vater::N,Vater,эцк
214,Mutter::N,Mutter,эк
215,Sohn::N,Sohn,көвүн
216,Tochter::N,Tochter,күүкн
217,Bruder::N,Bruder,дү көвүн
218,Schwester::N,Schwester,эгч
219,Schwester::N,Schwester,дү күүкн
220,Onkel::N,Onkel,авһ
221,Onkel::N,Onkel,наһцх
222,Tante::N,Tante,наһц эгч
223,Ehemann::N,Ehemann,залу
224,Ehefrau::N,Ehefrau,гергн
225,Freude::N,Freude,байр
226,Gelächter::N,Gelächter,инәдн
227,Glück::N,Glück,җирһл
228,Glück::N,Glück,сәәхн җирһл
229,Kummer::N,Kummer,зовлң
230,Wunsch::N,Wunsch,дурн
231,Lust::N,Lust,җилвтлһн
232,Geist::N,Geist,зөрг
233,Gedanke::N,Gedanke,ухан
234,Gedächtnis::N,Gedächtnis,чееҗин тодлвр
235,Verstand::N,Verstand,ухан
236,Sinn::N,Sinn,учр-утх
237,Grund::N,Grund,учр
238,Grund::N,Grund,шалтан
239,Wahrheit::N,Wahrheit,үнн
240,Gespräch::N,Gespräch,күүндвүр
241,Märchen::N,Märchen,тууль
242,Erzählung::N,Erzählung,келвр
243,Nachricht::N,Nachricht,медүллһн
244,Neuigkeit::N,Neuigkeit,зәңг
245,Name::N,Name,нерн
246,Rätsel::N,Rätsel,тәәлвртә тууль
247,Rede::N,Rede,келлһн
248,Sprache::N,Sprache,келн
249,Stimme::N,Stimme,дун
250,Wort::N,Wort,үг
251,Zeichen::N,Zeichen,темдг
252,Ruf::N,Ruf,дуудлһн
253,Lärm::N,Lärm,шууган
254,Laut::N,Laut,ә
255,Ton::N,Ton,дун
256,Lied::N,Lied,дун
257,Ruhe::N,Ruhe,амулң
258,Leute::N,Leute,әмтн
259,Volk::N,Volk,улс
260,Arbeit::N,Arbeit,көдлмш
261,Gast::N,Gast,гиич
262,Geschenk::N,Geschenk,белг
263,Spiel::N,Spiel,наадн
264,Gesellschaft::N,Gesellschaft,олн
265,Hilfe::N,Hilfe,нөкд
266,Freund::N,Freund,иньг
267,Kamerad::N,Kamerad,үр
268,Angelegenheit::N,Angelegenheit,керг
269,Anzahl::N,Anzahl,то
270,Art::N,Art,зүүл
271,Stück::N,Stück,хусг
272,Teil::N,Teil,хүв
273,Hälfte::N,Hälfte,өрәл
274,Kreis::N,Kreis,төгрг
275,Kreuz::N,Kreuz,кирс
276,Linie::N,Linie,зурасн
277,Strich::N,Strich,татасн
278,Abstand::N,Abstand,зә
279,Entfernung::N,Entfernung,һазр
280,Gegend::N,Gegend,һазр
281,Platz::N,Platz,зә
282,Ort::N,Ort,бәәрн
283,Seite::N,Seite,тал
284,Seite::N,Seite,хаҗу
285,Seite::N,Seite,хәврһ
286,Mitte::N,Mitte,дунд
287,Gegenstand::N,Gegenstand,юмн
288,Sache::N,Sache,юмн
289,Rand::N,Rand,зах
290,Kante::N,Kante,ирмәг
291,Ecke::N,Ecke,өнцг
292,Spitze::N,Spitze,үзүр
293,Ende::N,Ende,үзүр
294,Loch::N,Loch,хаһрха
295,Winkel::N,Winkel,булң
296,Muster::N,Muster,намч
297,Größe::N,Größe,кемҗән
298,Länge::N,Länge,ут
299,Höhe::N,Höhe,өндр
300,Gewicht::N,Gewicht,күнд
301,Gewicht::N,Gewicht,чиңнүр
302,Menge::N,Menge,ик
303,Haufen::N,Haufen,ова
304,Reihe::N,Reihe,зерг
305,Reihe::N,Reihe,зерглән
306,Boot::N,Boot,оңһц
307,Ruder::N,Ruder,хәәв
308,Schlitten::N,Schlitten,цан
309,Ski::N,Ski,лыҗ
310,Lagerfeuer::N,Lagerfeuer,костёр
311,Last::N,Last,күнд
312,Gang::N,Gang,йовлһн
313,Schritt::N,Schritt,ишкм
314,Norden::N,Norden,ар үзг
315,Süden::N,Süden,өмн
316,Süden::N,Süden,өмн үзг
317,Westen::N,Westen,барун
318,Westen::N,Westen,барун үзг
319,Osten::N,Osten,зүн
320,Osten::N,Osten,зүн үзг
321,Holz::N,Holz,модн
322,Brett::N,Brett,харһа
323,Platte::N,Platte,хавтха чолун
324,Stütze::N,Stütze,тулг
325,Stange::N,Stange,уньн
326,Stock::N,Stock,модн
327,Stab::N,Stab,шуург
328,Rohr::N,Rohr,турва
329,Haus::N,Haus,гер
330,Heim::N,Heim,гер-бул
331,Ofen::N,Ofen,беш
332,Fußboden::N,Fußboden,девскр
333,Tisch::N,Tisch,ширә
334,Stuhl::N,Stuhl,стул
335,Wiege::N,Wiege,өлгә
336,Wiege::N,Wiege,дүүҗң
337,Bett::N,Bett,орн
338,Bett::N,Bett,орндг
339,Regal::N,Regal,таг
340,Regal::N,Regal,тәвц
341,Kiste::N,Kiste,яршг
342,Fenster::N,Fenster,терз
343,Tür::N,Tür,үүдн
344,Tor::N,Tor,үүдн
345,Tor::N,Tor,өргн үүдн
346,Tor::N,Tor,хашан үүдн
347,Zaun::N,Zaun,хаша
348,Dach::N,Dach,деевр
349,Leiter::N,Leiter,шат
350,Leiter::N,Leiter,давшур
351,Besen::N,Besen,сәвүр
352,Spaten::N,Spaten,күрз
353,Schaufel::N,Schaufel,совг
354,Gabel::N,Gabel,серә
355,Löffel::N,Löffel,ухр
356,Messer::N,Messer,утх
357,Nagel::N,Nagel,хадасн
358,Netz::N,Netz,гөлм
359,Haken::N,Haken,дегә
360,Griff::N,Griff,иш
361,Griff::N,Griff,бәрүл
362,Schloss::N,Schloss,оньс
363,Bild::N,Bild,зург
364,Figur::N,Figur,фигур
365,Puppe::N,Puppe,наадһа
366,Beutel::N,Beutel,мишг
367,Bündel::N,Bündel,багла
368,Bündel::N,Bündel,боодһа
369,Tasche::N,Tasche,сумк
370,Eimer::N,Eimer,суулһ
371,Deckel::N,Deckel,бүркәсн
372,Geschirr::N,Geschirr,сав
373,Geschirr::N,Geschirr,сав-сарх
374,Sack::N,Sack,мишг
375,Tasse::N,Tasse,ааһ
376,Topf::N,Topf,кастрюль
377,Kessel::N,Kessel,хәәсн
378,Essen::N,Essen,зоогллһн
379,Nahrung::N,Nahrung,теҗәл
380,Speise::N,Speise,хот
381,Fleisch::N,Fleisch,махн
382,Getreide::N,Getreide,хот болҗ эдлгддг цецгүдтә урһмл
383,Brei::N,Brei,хаш
384,Brot::N,Brot,өдмг
385,Scheibe::N,Scheibe,зүсм
386,Fett::N,Fett,өөкн
387,Butter::N,Butter,тосн
388,Öl::N,Öl,тосн
389,Salz::N,Salz,давсн
390,Suppe::N,Suppe,шөлн
391,Honig::N,Honig,бал
392,Milch::N,Milch,үсн
393,Tee::N,Tee,цә
394,Leder::N,Leder,арсн
395,Wolle::N,Wolle,утцн
396,Wolle::N,Wolle,эд
397,Stoff::N,Stoff,эд
398,Nadel::N,Nadel,зүн
399,Faden::N,Faden,утцн
400,Knopf::N,Knopf,товч
401,Knoten::N,Knoten,зәңгдә
402,Farbe::N,Farbe,будг
403,Kleidung::N,Kleidung,хувцн
404,Kleidung::N,Kleidung,хувц-хунр
405,Hemd::N,Hemd,киилг
406,Kragen::N,Kragen,зах
407,Ärmel::N,Ärmel,ханцн
408,Hose::N,Hose,шалвур
409,Gürtel::N,Gürtel,бүс
410,Mütze::N,Mütze,махла
411,Schuh::N,Schuh,башмгуд
412,Stiefel::N,Stiefel,һосн
413,Ring::N,Ring,билцг
414,Band::N,Band,лент
415,Kamm::N,Kamm,сам
416,Spiegel::N,Spiegel,толь
417,Riemen::N,Riemen,бүс
418,Schnur::N,Schnur,деесн
419,Leine::N,Leine,бурнтг
420,Leine::N,Leine,нохан көтлвр
421,Decke::N,Decke,көнҗл
422,Kissen::N,Kissen,дер
423,Tuch::N,Tuch,альчур
424,Handtuch::N,Handtuch,полотенц
425,Handtuch::N,Handtuch,һар-нүүрин альчур
426,Kraft::N,Kraft,күчн
427,Stärke::N,Stärke,чидл
428,Gesundheit::N,Gesundheit,эрүл-менд
429,Krankheit::N,Krankheit,өвчн
430,Schmerz::N,Schmerz,өвдлһн
431,Wunde::N,Wunde,шав
432,Fieber::N,Fieber,безг
433,Arznei::N,Arznei,эм
434,Brücke::N,Brücke,тагт
435,Brunnen::N,Brunnen,худг
436,Weide::N,Weide,малын идг
437,Pfad::N,Pfad,цувг
438,Weg::N,Weg,хаалһ
439,Straße::N,Straße,зам
440,Dorf::N,Dorf,хотн
441,Stadt::N,Stadt,балһсн
442,Brief::N,Brief,бичг
443,Buch::N,Buch,дегтр
444,Buchstabe::N,Buchstabe,үзг
445,Zeitung::N,Zeitung,газет
446,Leben::N,Leben,җирһл
447,Tod::N,Tod,үкл
448,Tod::N,Tod,өңгрлһн
449,Grab::N,Grab,оршалһна нүкн
450,Kirche::N,Kirche,чонҗ
451,Sünde::N,Sünde,нүл
452,Sünde::N,Sünde,килнц
453,Gott::N,Gott,бурхн
454,Arbeiter::N,Arbeiter,көдлмшч
455,Chef::N,Chef,толһач
456,Meister::N,Meister,урн
457,Arzt::N,Arzt,эмч
458,Lehrer::N,Lehrer,багш
459,Geld::N,Geld,мөңгн
460,Geschäft::N,Geschäft,көдлмш
461,Laden::N,Laden,лавк
462,Preis::N,Preis,үн
463,Ware::N,Ware,эд-тавр
464,Nutzen::N,Nutzen,олз
465,Reichtum::N,Reichtum,зөөр
466,Welt::N,Welt,орчлң
467,Welt::N,Welt,делкә
468,Land::N,Land,орн-нутг
469,Staat::N,Staat,государств
470,König::N,König,хан
471,Macht::N,Macht,йосн
472,Grenze::N,Grenze,меҗә
473,Krieg::N,Krieg,дән
474,Feind::N,Feind,дәәсн
475,Gewalt::N,Gewalt,күч һарһлһн
476,Kampf::N,Kampf,ноолдан
477,Kampf::N,Kampf,бәрлдлһн
478,Bogen[Waffe]::N,Bogen,саадг
479,Pfeil::N,Pfeil,сумн
480,Gewehr::N,Gewehr,бу
481,Fehler::N,Fehler,алдг
482,Lüge::N,Lüge,худл
483,Schaden::N,Schaden,хорлт
484,Unglück::N,Unglück,гүрм
485,Schuld::N,Schuld,гем
486,Schuld::N,Schuld,буру
487,Alter::N,Alter,насн
488,Schluss::N,Schluss,чилгч
489,Zeit::N,Zeit,цаг
490,Tag::N,Tag,өдр
491,Morgen::N,Morgen,өрүн
492,Mittag::N,Mittag,үд
493,Abend::N,Abend,асхн
494,Nacht::N,Nacht,сө
495,Woche::N,Woche,долан хонг
496,Monat::N,Monat,сар
497,Jahr::N,Jahr,җил
498,Frühling::N,Frühling,хавр
499,Sommer::N,Sommer,зун
500,Herbst::N,Herbst,намр
501,Winter::N,Winter,үвл
502,Januar::N,Januar,январь
503,Februar::N,Februar,февраль
504,März::N,März,март
505,März::N,März,моһа сар
506,April::N,April,апрель
507,Mai::N,Mai,май
508,Juni::N,Juni,июнь
509,Juni::N,Juni,мөчн сар
510,Juli::N,Juli,июль
511,August::N,August,август
512,September::N,September,һаха сар
513,Oktober::N,Oktober,октябрь
514,November::N,November,ноябрь
515,November::N,November,үкр сар
516,Dezember::N,Dezember,бар сар
517,Montag::N,Montag,понедельник
518,Dienstag::N,Dienstag,вторник
519,Mittwoch::N,Mittwoch,среда
520,Mittwoch::N,Mittwoch,үлмҗ өдр
521,Donnerstag::N,Donnerstag,четверг
522,Donnerstag::N,Donnerstag,пүрвә өдр
523,Freitag::N,Freitag,пятниц
524,Samstag::N,Samstag,суббот
525,Sonntag::N,Sonntag,нарн өдр
526,Sonntag::N,Sonntag,воскресень
527,groß::A,groß,ик
528,klein::A,klein,бичкн
529,lang::A,lang,ут
530,kurz::A,kurz,оһтр
531,breit::A,breit,өргн
532,schmal::A,schmal,уутьхн
533,dicht::A,dicht,нигт
534,dick[Gegenstand]::A,dick,зузан
535,dünn::A,dünn,нимгн
536,fein::A,fein,нәрхн
537,fest::A,fest,бат
538,flach::A,flach,хавтха
539,glatt::A,glatt,тегш
540,glatt::A,glatt,тиньгр
541,hart::A,hart,хату
542,weich::A,weich,җөөлн
543,weich::A,weich,җөөлкн
544,rund::A,rund,төгрг
545,spitz::A,spitz,шовһр
546,scharf::A,scharf,хурц
547,stumpf::A,stumpf,мука
548,schwer::A,schwer,күнд
549,schön::A,schön,сәәхн
550,heiß::A,heiß,халун
551,warm::A,warm,дулан
552,kalt::A,kalt,киитн
553,kühl::A,kühl,серүн
554,frisch::A,frisch,серүн
555,feucht::A,feucht,чиигтә
556,nass::A,nass,чиигтә
557,trocken::A,trocken,хагсу
558,voll::A,voll,дүүрң
559,leer::A,leer,сул
560,leer::A,leer,хоосн
561,offen::A,offen,секәтә
562,geschlossen::A,geschlossen,хаалһата
563,sauber::A,sauber,цевр
564,schmutzig::A,schmutzig,киртә
565,roh::A,roh,түүкә
566,reif::A,reif,болсн
567,lecker::A,lecker,әмтәхн
568,süß::A,süß,әмтәхн
569,bitter::A,bitter,һашун
570,bitter::A,bitter,һашута
571,sauer::A,sauer,ишклң
572,hell::A,hell,герлтә
573,dunkel::A,dunkel,харңһу
574,schwarz::A,schwarz,хар
575,weiß::A,weiß,цаһан
576,rot::A,rot,улан
577,gelb::A,gelb,шар
578,blau::A,blau,көк
579,grün::A,grün,көк
580,grau::A,grau,бор
581,bunt::A,bunt,алг
582,bunt::A,bunt,эрәтә
583,billig::A,billig,кимд
584,teuer::A,teuer,үнтә
585,wertvoll::A,wertvoll,үнтә
586,wertvoll::A,wertvoll,эрднь
587,blind::A,blind,сохр
588,taub::A,taub,дүлә
589,kräftig::A,kräftig,күчтә
590,stark::A,stark,чаңһ
591,schwach::A,schwach,күчн тату
592,fett::A,fett,тарһн
593,schlank::A,schlank,эццн
594,hübsch::A,hübsch,көркхн
595,böse::A,böse,уурта
596,dumm::A,dumm,тенг
597,faul::A,faul,залху
598,fleißig::A,fleißig,кинән
599,fleißig::A,fleißig,кинмһә
600,geizig::A,geizig,ховдг
601,klug::A,klug,ухата
602,geschickt::A,geschickt,чадмг
603,lieb::A,lieb,эңкр
604,lustig::A,lustig,сергмҗтә
605,lustig::A,lustig,җирһлтә
606,sanft::A,sanft,номһн
607,hungrig::A,hungrig,өлн
608,hungrig::A,hungrig,харһнсн
609,krank::A,krank,өвчтә
610,krank::A,krank,шалтгта
611,nackt::A,nackt,нүцкн
612,traurig::A,traurig,һундлта
613,lebendig::A,lebendig,әмд
614,gut::A,gut,сән
615,schlecht::A,schlecht,му
616,richtig::A,richtig,зөвтә
617,schlimm::A,schlimm,җигшүртә
618,wahr::A,wahr,үнн
619,wahr::A,wahr,мөн
620,alt::A,alt,хуучн
621,neu::A,neu,шин
622,ehemalig::A,ehemalig,хуучн
623,alt[Lebewesen]::A,alt,көгшн
624,jung::A,jung,баһ
625,arm::A,arm,угатя
626,reich::A,reich,байн
627,bekannt::A,bekannt,таньл
628,bekannt::A,bekannt,таньдг
629,berühmt::A,berühmt,туурсн
630,fremd::A,fremd,күүнә
631,verschieden::A,verschieden,әдл биш
632,verschieden::A,verschieden,йилһәтә
633,nah::A,nah,өөрхн
634,fern::A,fern,хол
635,linker::A,linker,зүн
636,rechter::A,rechter,барун
637,anderer::A,anderer,талдан
638,erster::A,erster,негдгч
639,zweiter::A,zweiter,хойрдгч
640,dritter::A,dritter,һурвдгч
641,letzter::A,letzter,отхн
642,allein::ADV,allein,һанцарн
643,auf einmal::ADV,auf einmal,нег дәкҗ
644,zusammen::ADV,zusammen,хамдан
645,lange::ADV,lange,удан
646,plötzlich::ADV,plötzlich,генткн
647,sofort::ADV,sofort,дарунь
648,später::ADV,später,сүүлд
649,jetzt::ADV,jetzt,ода
650,heute::ADV,heute,эндр
651,morgen::ADV,morgen,маңһдур
652,bald::ADV,bald,дарунь
653,dann::ADV,dann,дәкәд
654,gestern::ADV,gestern,өцклдүр
655,einst::ADV,einst,нег саамд
656,damals::ADV,damals,тиигхд
657,danach::ADV,danach,тегәд
658,vorher::ADV,vorher,урд
659,zuerst::ADV,zuerst,түрүләд
660,einmal::ADV,einmal,нег дәкҗ
661,manchmal::ADV,manchmal,зәрмдән
662,oft::ADV,oft,хара биш
663,oft::ADV,oft,хатяр биш
664,oft::ADV,oft,дару-дарунь
665,immer::ADV,immer,оньдинд
666,niemals::ADV,niemals,кезә чмгн биш
667,hier::ADV,hier,энд
668,hier::ADV,hier,энүнд
669,hierhin::ADV,hierhin,нааран
670,von hier::ADV,von hier,эндәс
671,dort::ADV,dort,тенд
672,dorthin::ADV,dorthin,тиигән
673,geradeaus::ADV,geradeaus,шуд
674,vorwärts::ADV,vorwärts,уралан
675,rückwärts::ADV,rückwärts,гедргән
676,zurück::ADV,zurück,хәрү
677,unten::ADV,unten,дор
678,hinab::ADV,hinab,дор
679,hinab::ADV,hinab,доракшан
680,oben::ADV,oben,деер
681,hinauf::ADV,hinauf,өөдән
682,hinauf::ADV,hinauf,деер
683,überall::ADV,überall,альд болв чигн
684,nicht::ADV,nicht,эс
685,nicht::ADV,nicht,биш
686,nicht::ADV,nicht,бичә
687,ein wenig::ADV,ein wenig,баахн
688,ein wenig::ADV,ein wenig,баахнар
689,kaum::ADV,kaum,әрә
690,sehr::ADV,sehr,йир
691,so::ADV,so,иигҗ
692,noch::ADV,noch,ода чигн
693,nur::ADV,nur,һанцхн
694,schon::ADV,schon,одх
695,wieder::ADV,wieder,бас
696,vergebens::ADV,vergebens,киидән
697,vor::PRP,vor,урд
698,hinter::PRP,hinter,ца
699,unter::PRP,unter,дор
700,durch::PRP,durch,ивт
701,durch::PRP,durch,дундаһур
702,neben::PRP,neben,хаҗуд
703,zwischen::PRP,zwischen,хоорнд
704,wegen::PRP,wegen,көлтә
705,wegen::PRP,wegen,деерәс
706,dies::PRN,dies,эн
707,das::PRN,das,тер
708,alles::PRN,alles,цуһар
709,ich::PRN,ich,би
710,du::PRN,du,чи
711,er::PRN,er,тер
712,wir::PRN,wir,мадн
713,ihr::PRN,ihr,та
714,sie::PRN,sie,тедн
715,was::FPRN,was,юн
716,wer::FPRN,wer,кен
717,wo::FADV,wo,хама
718,wohin::FADV,wohin,хамаран
719,wie::FADV,wie,яһҗ
720,wie::FADV,wie,яһад
721,warum::FADV,warum,юңгад
722,wieviel::FNUM,wieviel,кедү
723,eins::NUM,eins,негн
724,zwei::NUM,zwei,хойр
725,drei::NUM,drei,һурвн
726,vier::NUM,vier,дөрвн
727,fünf::NUM,fünf,тавн
728,sechs::NUM,sechs,зурһан
729,sieben::NUM,sieben,долан
730,acht::NUM,acht,нәәмн
731,neun::NUM,neun,йисн
732,zehn::NUM,zehn,арвн
733,elf::NUM,elf,арвн негн
734,zwölf::NUM,zwölf,арвн хойр
735,zwanzig::NUM,zwanzig,хөрн
736,dreißig::NUM,dreißig,һучн
737,vierzig::NUM,vierzig,дөчн
738,fünfzig::NUM,fünfzig,тәвн
739,sechzig::NUM,sechzig,җирн
740,siebzig::NUM,siebzig,далн
741,achtzig::NUM,achtzig,найн
742,neunzig::NUM,neunzig,йирн
743,hundert::NUM,hundert,зун
744,tausend::NUM,tausend,миңһн
745,und::CNJ,und,болн
746,oder::CNJ,oder,эс гиҗ
747,oder::CNJ,oder,эс гихлә
748,stehen::V,stehen,зогсх
749,sitzen::V,sitzen,суух
750,liegen::V,liegen,кевтх
751,hängen::V,hängen,өлгәтә бәәх
752,werden::V,werden,болх
753,passieren::V,passieren,болх
754,beginnen::V,beginnen,эклх
755,enden::V,enden,төгсх
756,wechseln::V,wechseln,хүврх
757,aufgehen[Sonne]::V,aufgehen,һарх
758,untergehen[Sonne]::V,untergehen,орх
759,untergehen[Sonne]::V,untergehen,сүүрлх
760,scheinen[Sonne]::V,scheinen,герлтх
761,donnern::V,donnern,күрҗңнх
762,wehen::V,wehen,сальклх
763,strömen::V,strömen,һооҗх
764,fließen::V,fließen,урсх
765,sich drehen::V,sich drehen,эргх
766,schwanken::V,schwanken,дәәвлх
767,schwingen::V,schwingen,нәәхлх
768,fallen::V,fallen,унх
769,fallen::V,fallen,киисх
770,brennen::V,brennen,шатх
771,rauchen::V,rauchen,ута һарһх
772,regnen::V,regnen,орх
773,gefrieren::V,gefrieren,мөстх
774,tauen::V,tauen,хәәлх
