,Concept_ID,sv,de
825,zittern::V,skälva,zittern
826,leben::V,leva,leben
827,geboren werden::V,födas,geboren werden
828,atmen::V,andas,atmen
829,trinken::V,dricka,trinken
830,essen::V,äta,essen
831,schlucken::V,svälja,schlucken
832,müde werden::V,tröttna,müde werden
833,einschlafen::V,somna,einschlafen
834,schlafen::V,sova,schlafen
835,aufwachen::V,vakna,aufwachen
836,aufstehen::V,stiga upp,aufstehen
837,sich erholen::V,repa sig,sich erholen
838,sich erholen::V,hämta sig,sich erholen
839,krank werden::V,insjukna,krank werden
840,krank sein::V,vara sjuk,krank sein
841,schmerzen::V,smärta,schmerzen
842,schmerzen::V,göra ont,schmerzen
843,husten::V,hosta,husten
844,genesen::V,tillfriskna,genesen
845,sterben::V,dö,sterben
846,umkommen::V,omkomma,umkommen
847,sich bewegen::V,röra sig,sich bewegen
848,sich rühren::V,röra på sig,sich rühren
849,sich erheben::V,resa sig,sich erheben
850,sich setzen::V,sätta sig,sich setzen
851,hinfallen::V,falla omkull,hinfallen
852,laufen::V,löpa,laufen
853,schreiten::V,skrida,schreiten
854,spazierengehen::V,promenera,spazierengehen
855,eilen::V,ila,eilen
856,sich beeilen::V,skynda sig,sich beeilen
857,sausen::V,susa,sausen
858,rennen::V,löpa,rennen
859,rennen::V,springa,rennen
860,springen::V,hoppa,springen
861,klettern::V,klättra,klettern
862,schaukeln::V,gunga,schaukeln
863,kriechen::V,kräla,kriechen
864,schwimmen::V,simma,schwimmen
865,tauchen::V,dyka,tauchen
866,rudern::V,ro,rudern
867,fahren::V,köra,fahren
868,fliegen::V,flyga,fliegen
869,gehen::V,gå,gehen
870,weggehen::V,gå bort,weggehen
871,abfahren::V,resa,abfahren
872,abfahren::V,avresa,abfahren
873,anhalten::V,stanna,anhalten
874,hineingehen::V,gå in,hineingehen
875,eintreten::V,träda in,eintreten
876,kommen::V,komma,kommen
877,ankommen::V,ankomma,ankommen
878,zurückkommen::V,återkomma,zurückkommen
879,bleiben::V,bli,bleiben
880,bleiben::V,förbli,bleiben
881,warten::V,vänta,warten
882,erwarten::V,vänta,erwarten
883,suchen::V,leta,suchen
884,finden::V,finna,finden
885,versuchen::V,försöka,versuchen
886,vorbereiten::V,förbereda,vorbereiten
887,lieben::V,älska,lieben
888,mögen::V,tycka om,mögen
889,lachen::V,skratta,lachen
890,rühren::V,röra,rühren
891,weinen::V,gråta,weinen
892,schimpfen::V,skälla,schimpfen
893,sich ärgern::V,förargas,sich ärgern
894,sich fürchten::V,vara rädd,sich fürchten
895,fürchten::V,frukta,fürchten
896,fliehen::V,fly,fliehen
897,fliehen::V,rymma,fliehen
898,flüchten::V,fly,flüchten
899,sehen::V,se,sehen
900,anschauen::V,se på,anschauen
901,anschauen::V,betrakta,anschauen
902,ansehen::V,åse,ansehen
903,hören::V,höra,hören
904,zuhören::V,höra på,zuhören
905,zuhören::V,lyssna till,zuhören
906,probieren::V,smaka,probieren
907,probieren::V,smaka på,probieren
908,riechen::V,lukta,riechen
909,fühlen::V,känna,fühlen
910,scheinen::V,verka,scheinen
911,scheinen::V,tyckas,scheinen
912,zu sehen sein::V,synas,zu sehen sein
913,zu sehen sein::V,kunna ses,zu sehen sein
914,vernehmen::V,få veta,vernehmen
915,vernehmen::V,förnimma,vernehmen
916,frieren::V,frysa,frieren
917,tun::V,göra,tun
918,können::V,kunna,können
919,wollen::V,vilja,wollen
920,anfangen::V,börja,anfangen
921,beenden::V,avsluta,beenden
922,aufhören::V,sluta,aufhören
923,aufhören::V,upphöra,aufhören
924,gelingen::V,lyckas,gelingen
925,geraten::V,bli,geraten
926,öffnen::V,öppna,öffnen
927,schließen::V,låsa,schließen
928,schließen::V,stänga,schließen
929,stellen::V,ställa,stellen
930,setzen::V,sätta,setzen
931,legen::V,lägga,legen
932,berühren::V,beröra,berühren
933,verbinden::V,förbinda,verbinden
934,bedecken::V,täcka,bedecken
935,bedecken::V,betäcka,bedecken
936,aufhängen::V,hänga,aufhängen
937,aufhängen::V,hänga upp,aufhängen
938,anzünden::V,tända,anzünden
939,anzünden::V,antända,anzünden
940,anzünden::V,tända på,anzünden
941,aufheben::V,lyfta,aufheben
942,zurücklassen::V,lämna,zurücklassen
943,zurücklassen::V,efterlämna,zurücklassen
944,verlieren::V,mista,verlieren
945,verlieren::V,förlora,verlieren
946,fallen lassen::V,tappa,fallen lassen
947,fallen lassen::V,släppa,fallen lassen
948,machen::V,göra,machen
949,herstellen::V,tillverka,herstellen
950,herstellen::V,framställa,herstellen
951,bauen::V,bygga,bauen
952,reparieren::V,reparera,reparieren
953,verbessern::V,rätta,verbessern
954,verbessern::V,förbättra,verbessern
955,ändern::V,ändra,ändern
956,ändern::V,förändra,ändern
957,graben::V,gräva,graben
958,beugen::V,böja,beugen
959,biegen::V,böja,biegen
960,biegen::V,kröka,biegen
961,drehen::V,vrida,drehen
962,wenden::V,vända,wenden
963,umdrehen::V,vrida om,umdrehen
964,heben::V,häva,heben
965,hochheben::V,lyfta,hochheben
966,ergreifen::V,gripa,ergreifen
967,halten::V,hålla,halten
968,drücken::V,trycka,drücken
969,schieben::V,skjuta,schieben
970,kratzen::V,riva,kratzen
971,kratzen::V,skrapa,kratzen
972,lecken::V,slicka,lecken
973,beißen::V,bita,beißen
974,abreißen::V,slita_av,abreißen
975,abreißen::V,riva_av,abreißen
976,abschneiden::V,skära av,abschneiden
977,binden::V,binda,binden
978,stecken::V,sticka,stecken
979,brechen::V,bryta,brechen
980,brechen::V,brista,brechen
981,klopfen::V,banka,klopfen
982,klopfen::V,klappa,klopfen
983,hauen::V,hugga,hauen
984,kleben::V,klistra,kleben
985,reiben::V,gnida,reiben
986,streichen::V,smörja,streichen
987,schleifen::V,slipa,schleifen
988,schneiden::V,skära,schneiden
989,schneiden::V,klippa,schneiden
990,rütteln::V,skaka,rütteln
991,schütteln::V,rista,schütteln
992,schwenken::V,svänga,schwenken
993,schütten::V,hälla,schütten
994,füllen::V,fylla,füllen
995,einwickeln::V,slå in,einwickeln
996,einwickeln::V,veckla in,einwickeln
997,tragen::V,bära,tragen
998,schleppen::V,släpa,schleppen
999,ziehen::V,dra,ziehen
1000,aufbewahren::V,förvara,aufbewahren
1001,aufbewahren::V,ta vara på,aufbewahren
1002,werfen::V,kasta,werfen
1003,fangen::V,fånga,fangen
1004,packen::V,gripa,packen
1005,packen::V,gripa tag,packen
1006,verstecken::V,gömma,verstecken
1007,teilen::V,dela,teilen
1008,schicken::V,skicka,schicken
1009,bringen::V,bringa,bringen
1010,hinzufügen::V,tillägga,hinzufügen
1011,bekommen::V,få,bekommen
1012,bekommen::V,erhålla,bekommen
1013,erhalten::V,få,erhalten
1014,erhalten::V,erhålla,erhalten
1015,nehmen::V,ta,nehmen
1016,nehmen::V,taga,nehmen
1017,wählen::V,välja,wählen
1018,auswählen::V,utvälja,auswählen
1019,bewahren::V,bevara,bewahren
1020,behindern::V,hindra,behindern
1021,behindern::V,förhindra,behindern
1022,verderben::V,förstöra,verderben
1023,beschädigen::V,skada,beschädigen
1024,zerbrechen::V,bryta isär,zerbrechen
1025,zerbrechen::V,bryta sönder,zerbrechen
1026,zerreißen::V,riva sönder,zerreißen
1027,zerreißen::V,slita sönder,zerreißen
1028,zerstören::V,förstöra,zerstören
1029,verbrennen::V,bränna,verbrennen
1030,verbrennen::V,bränna upp,verbrennen
1031,geben::V,ge,geben
1032,reichen::V,räcka,reichen
1033,schenken::V,skänka,schenken
1034,versprechen::V,lova,versprechen
1035,wünschen::V,önska,wünschen
1036,loben::V,lova,loben
1037,loben::V,beröma,loben
1038,küssen::V,pussa,küssen
1039,wiegen::V,vagga,wiegen
1040,zudecken::V,täcka,zudecken
1041,wecken::V,väcka,wecken
1042,zeigen::V,visa,zeigen
1043,führen::V,föra,führen
1044,lehren::V,lära,lehren
1045,unterrichten::V,undervisa,unterrichten
1046,aufziehen::V,uppfostra,aufziehen
1047,leiten::V,leda,leiten
1048,antreiben::V,driva på,antreiben
1049,lassen::V,få att,lassen
1050,einladen::V,bjuda,einladen
1051,einladen::V,inbjuda,einladen
1052,vereinigen::V,förena,vereinigen
1053,besuchen::V,besöka,besuchen
1054,treffen::V,möta,treffen
1055,treffen::V,träffa,treffen
1056,sich versammeln::V,församla sig,sich versammeln
1057,spielen::V,leka,spielen
1058,spielen::V,spela,spielen
1059,singen::V,sjunga,singen
1060,tanzen::V,dansa,tanzen
1061,sich trennen::V,skiljas,sich trennen
1062,verlassen::V,lämna,verlassen
1063,verlassen::V,överge,verlassen
1064,retten::V,rädda,retten
1065,bewachen::V,bevaka,bewachen
1066,schützen::V,skydda,schützen
1067,schützen::V,beskydda,schützen
1068,verteidigen::V,försvara,verteidigen
1069,sich schlagen::V,slåss,sich schlagen
1070,schießen::V,skjuta,schießen
1071,siegen::V,segra,siegen
1072,ärgern::V,förarga,ärgern
1073,schlagen::V,slå,schlagen
1074,treten::V,sparka,treten
1075,stechen::V,sticka,stechen
1076,stoßen::V,stöta,stoßen
1077,stehlen::V,stjäla,stehlen
1078,stören::V,störa,stören
1079,belästigen::V,genera,belästigen
1080,belästigen::V,besvära,belästigen
1081,verbergen::V,dölja,verbergen
1082,täuschen::V,vilseleda,täuschen
1083,betrügen::V,bedra,betrügen
1084,töten::V,döda,töten
1085,wohnen::V,bo,wohnen
1086,arbeiten::V,arbeta,arbeiten
1087,sammeln::V,samla,sammeln
1088,pflücken::V,plocka,pflücken
1089,jagen::V,jaga,jagen
1090,fischen::V,fiska,fischen
1091,fassen::V,fånga,fassen
1092,hüten::V,vakta,hüten
1093,treiben::V,driva,treiben
1094,anbinden::V,binda fast,anbinden
1095,füttern::V,fodra,füttern
1096,melken::V,mjölka,melken
1097,hacken::V,hacka,hacken
1098,gießen::V,hälla,gießen
1099,gießen::V,vattna,gießen
1100,reifen::V,mogna,reifen
1101,zubereiten::V,tillaga,zubereiten
1102,zubereiten::V,tillreda,zubereiten
1103,kochen::V,koka,kochen
1104,backen::V,baka,backen
1105,braten::V,steka,braten
1106,umrühren::V,röra om,umrühren
1107,stricken::V,sticka,stricken
1108,nähen::V,sy,nähen
1109,färben::V,färga,färben
1110,reinigen::V,rensa,reinigen
1111,reinigen::V,rengöra,reinigen
1112,waschen::V,tvätta,waschen
1113,abwischen::V,torka av,abwischen
1114,spülen::V,spola,spülen
1115,spülen::V,skölja,spülen
1116,fegen::V,feja,fegen
1117,kehren::V,sopa,kehren
1118,baden::V,bada,baden
1119,sich waschen::V,tvätta sig,sich waschen
1120,ausziehen::V,ta av,ausziehen
1121,anziehen::V,ta på,anziehen
1122,sich anziehen::V,klä på sig,sich anziehen
1123,kämmen::V,kamma,kämmen
1124,schmücken::V,pynta,schmücken
1125,schmücken::V,smycka,schmücken
1126,sagen::V,säga,sagen
1127,sprechen::V,tala,sprechen
1128,reden::V,tala,reden
1129,reden::V,prata,reden
1130,sich unterhalten::V,prata,sich unterhalten
1131,fragen::V,fråga,fragen
1132,fragen::V,spörja,fragen
1133,bitten::V,be,bitten
1134,erzählen::V,berätta,erzählen
1135,mitteilen::V,meddela,mitteilen
1136,nennen::V,kalla,nennen
1137,rufen::V,ropa,rufen
1138,prahlen::V,pråla,prahlen
1139,prahlen::V,skryta,prahlen
1140,übersetzen::V,tolka,übersetzen
1141,übersetzen::V,översätta,übersetzen
1142,denken::V,tänka,denken
1143,glauben::V,tro,glauben
1144,bemerken::V,uppmärksamma,bemerken
1145,bemerken::V,lägga märke till,bemerken
1146,erkennen::V,känna igen,erkennen
1147,begreifen::V,begripa,begreifen
1148,verstehen::V,förstå,verstehen
1149,lernen::V,lära sig,lernen
1150,wissen::V,veta,wissen
1151,sich erinnern an::V,minnas,sich erinnern an
1152,sich erinnern an::V,komma ihåg,sich erinnern an
1153,vergessen::V,glömma,vergessen
1154,messen::V,mäta,messen
1155,zählen::V,räkna,zählen
1156,rechnen::V,räkna,rechnen
1157,lesen::V,läsa,lesen
1158,malen::V,måla,malen
1159,zeichnen::V,teckna,zeichnen
1160,schreiben::V,skriva,schreiben
1161,besitzen::V,äga,besitzen
1162,besitzen::V,besitta,besitzen
1163,kaufen::V,köpa,kaufen
1164,verkaufen::V,sälja,verkaufen
1165,bezahlen::V,betala,bezahlen
1166,zahlen::V,betala,zahlen
1167,beherrschen::V,behärska,beherrschen
1168,ertragen::V,tåla,ertragen
1169,ertragen::V,uthärda,ertragen
