,Concept_ID,,mdf
89,Raureif::N,,леш
90,Regenbogen::N,,а́тямъёнга
91,Donner::N,,атям
92,Strömung::N,,шудема́
93,Tropfen::N,,путькс
94,Tropfen::N,,пътняфкс
95,Schaum::N,,шов
96,Schmutz::N,,ърда́з
97,See::N,,эрьхке
98,Sumpf::N,,шяй
99,Moor::N,,шяй
100,Wiese::N,,луга
101,Wald::N,,вирь
102,Hügel::N,,губо́р
103,Hügel::N,,пандоня
104,Anhöhe::N,,губо́р
105,Berg::N,,панда
106,Gipfel::N,,пря
107,Höhle::N,,у́нда
108,Abhang::N,,па́нда ша́ма
109,Quelle::N,,эшиня
110,Bach::N,,шудерькс
111,Fluss::N,,ляй
112,Ufer::N,,търва́
113,Küste::N,,ляйтърва́
114,Festland::N,,мода
115,Meer::N,,моря
116,Bucht::N,,ведьуське
117,Insel::N,,цёнга
118,Blume::N,,панчф
119,Gras::N,,тише
120,Wurzel::N,,юр
121,Wurzel::N,,ункс
122,Baum::N,,шуфта
123,Stamm::N,,ро́нга
124,Rinde::N,,кер
125,Ast::N,,морга
126,Zweig::N,,тарад
127,Blatt::N,,лопа
128,Birke::N,,ке́лу
129,Kiefer[Baum]::N,,пиче
130,Weide[Baum]::N,,каль
131,Tanne::N,,куз
132,Horn::N,,сюра
133,Feder::N,,толга
134,Fell::N,,кедь
135,Flügel::N,,паця
136,Klaue::N,,кенже
137,Kralle::N,,кенже
138,Schwanz::N,,пула
139,Ei::N,,ал
140,Nest::N,,пиза
141,Bau::N,,пиза
142,Tier::N,,жува́та
143,Herde::N,,нал
144,Herde::N,,стада
145,Kuh::N,,скал
146,Kuh::N,,тракс
147,Bulle::N,,бука
148,Pferd::N,,лишме
149,Schaf::N,,уча́
150,Schwein::N,,тува
151,Hund::N,,пине
152,Katze::N,,катоня
153,Katze::N,,аваката
154,Bär::N,,офта
155,Eichhörnchen::N,,ур
156,Elch::N,,ся́рда
157,Fuchs::N,,келазь
158,Hase::N,,ну́мол
159,Maus::N,,шеер
160,Wolf::N,,върьгаз
161,Vogel::N,,нармонь
162,Schwarm::N,,ко́вол
163,Schwarm::N,,ме́швеле
164,Huhn::N,,сараз
165,Hahn::N,,а́тякш
166,Gans::N,,маци
167,Adler::N,,куцькан
168,Ente::N,,яксярга
169,Eule::N,,ко́рож
170,Kranich::N,,ка́рга
171,Krähe::N,,ва́рси
172,Kuckuck::N,,ку́ку
173,Schwan::N,,ло́ксти
174,Fisch::N,,кал
175,Barsch::N,,о́кунь
176,Hecht::N,,щу́ка
177,Schlange[Tier]::N,,куй
178,Wurm::N,,сукс
179,Spinne::N,,унжа́
180,Ameise::N,,панжам
181,Laus::N,,си
182,Mücke::N,,ся́ське
183,Fliege::N,,кару
184,Schmetterling::N,,ме́лав
185,Beere::N,,и́мож
186,Apfel::N,,марь
187,Pilz::N,,панга
188,Zwiebel::N,,шурьхкя́
189,Saat::N,,видьмот
190,Korn::N,,сёра
191,Heu::N,,тише
192,Schale::N,,кедь
193,Grube::N,,лотка
194,Falle::N,,туфкс
195,Falle::N,,кунда́ма
196,Schlinge::N,,килькш
197,Spur::N,,пильгоки́
198,Asche::N,,кулу
199,Dreck::N,,ърда́з
200,Eisen::N,,кшни
201,Gold::N,,ока
202,Gold::N,,золота
203,Silber::N,,сия́
204,Kohle::N,,седь
205,Kohle::N,,седьвальмя
206,Glas::N,,кля́нцек
207,Lehm::N,,сёвонь
208,Sand::N,,шува́р
209,Mensch::N,,ломань
210,Mann::N,,аля
211,Mann::N,,цёраломань
212,Frau::N,,ава
213,Kind::N,,идь
214,Kind::N,,шаба
215,Junge::N,,цёраня
216,Mädchen::N,,стирня́
217,Familie::N,,тнал
218,Familie::N,,семья
219,Großvater::N,,атя
220,Großvater::N,,щя́тя
221,Großmutter::N,,баба
222,Eltern::N,,тя́дят-а́лят
223,Vater::N,,аля
224,Mutter::N,,ава
225,Mutter::N,,тядя
226,Sohn::N,,цёра
227,Tochter::N,,стирь
228,Bruder::N,,дуган
229,Bruder::N,,пяльне
230,Schwester::N,,ака
231,Schwester::N,,сазор
232,Onkel::N,,оця
233,Onkel::N,,патя
234,Onkel::N,,щеня́
235,Tante::N,,ака
236,Tante::N,,щака
237,Ehemann::N,,мирде
238,Ehefrau::N,,ърьвя́
239,Freude::N,,ке́нярдема
240,Gelächter::N,,рахсема
241,Glück::N,,паваз
242,Kummer::N,,ризф
243,Kummer::N,,пичефкс
244,Wunsch::N,,мяль
245,Wunsch::N,,таколдома
246,Lust::N,,таколдома
247,Geist::N,,вайме
248,Gedanke::N,,мяль
249,Gedächtnis::N,,прявий
250,Verstand::N,,прявий
251,Sinn::N,,ён
252,Grund::N,,туфта́л
253,Wahrheit::N,,ви́де
254,Wahrheit::N,,видеши́
255,Gespräch::N,,корхтама
256,Märchen::N,,ёфкс
257,Erzählung::N,,азкс
258,Nachricht::N,,куля́
259,Neuigkeit::N,,куля́
260,Name::N,,лем
261,Rätsel::N,,со́дама ёфкс
262,Rede::N,,вал
263,Rede::N,,корхтама
264,Sprache::N,,кяль
265,Stimme::N,,вайгяль
266,Wort::N,,вал
267,Zeichen::N,,тя́ште
268,Zeichen::N,,тя́штькс
269,Ruf::N,,тердема
270,Lärm::N,,гайф
271,Lärm::N,,жалакодома
272,Laut::N,,вайгяль
273,Ton::N,,вайгяль
274,Lied::N,,мора
275,Ruhe::N,,сетьме
276,Leute::N,,ломатть
277,Volk::N,,наро́д
278,Arbeit::N,,тев
279,Gast::N,,и́нжи
280,Gast::N,,ко́нак
281,Geschenk::N,,казне
282,Spiel::N,,налхкома
283,Spiel::N,,налхксема
284,Gesellschaft::N,,кружок
285,Hilfe::N,,лездома
286,Freund::N,,я́лга
287,Kamerad::N,,я́лга
288,Angelegenheit::N,,тев
289,Anzahl::N,,лувкс
290,Art::N,,вид
291,Stück::N,,пакш
292,Teil::N,,часть
293,Teil::N,,пялькс
294,Hälfte::N,,пяле
295,Kreis::N,,шаркс
296,Kreuz::N,,крёз
297,Linie::N,,межа
298,Linie::N,,китькс
299,Strich::N,,межа
300,Abstand::N,,ётка
301,Entfernung::N,,ётка
302,Gegend::N,,ва́ста
303,Gegend::N,,перьфпя́ль
304,Platz::N,,ва́ста
305,Ort::N,,ва́ста
306,Seite::N,,пяле
307,Mitte::N,,кучка́
308,Gegenstand::N,,веща
309,Sache::N,,тев
310,Sache::N,,веща
311,Rand::N,,пе
312,Kante::N,,и́рдез
313,Ecke::N,,ужа
314,Spitze::N,,пря
315,Ende::N,,пе
316,Loch::N,,варя
317,Winkel::N,,ужа
318,Muster::N,,сёрма
319,Größe::N,,серь
320,Länge::N,,кува́лма
321,Höhe::N,,серь
322,Gewicht::N,,сталма
323,Menge::N,,лувкс
324,Haufen::N,,мар
325,Reihe::N,,ряд
326,Boot::N,,венеж
327,Ruder::N,,миле
328,Schlitten::N,,ну́рда
329,Ski::N,,сокс
330,Lagerfeuer::N,,то́лмар
331,Last::N,,канкс
332,Last::N,,сталма
333,Gang::N,,молема
334,Schritt::N,,аськолкс
335,Norden::N,,якшама шире
336,Süden::N,,ля́мбе ши́ре
337,Westen::N,,ши валгома шире
338,Osten::N,,шинь стяма шире
339,Holz::N,,вирь
340,Holz::N,,шуфта
341,Brett::N,,лавця
342,Platte::N,,плита́
343,Stütze::N,,неже
344,Stange::N,,олга
345,Stock::N,,байдек
346,Stab::N,,олгоня
347,Rohr::N,,турама
348,Haus::N,,куд
349,Heim::N,,куд
350,Ofen::N,,пянакуд
351,Fußboden::N,,кия́кс
352,Tisch::N,,шра
353,Tisch::N,,моркш
354,Stuhl::N,,стул
355,Wiege::N,,нюря́м
356,Bett::N,,ацам
357,Regal::N,,лавцяланга
358,Kiste::N,,парга
359,Fenster::N,,валмья
360,Tür::N,,кенкш
361,Tor::N,,ортат
362,Zaun::N,,перяфкс
363,Dach::N,,кудпря
364,Leiter::N,,куцема
365,Besen::N,,тяльме
366,Spaten::N,,ка́йме
367,Schaufel::N,,ко́поня
368,Schaufel::N,,ця́рдом
369,Gabel::N,,ця́нгоня
370,Löffel::N,,куцю
371,Messer::N,,пеель
372,Nagel::N,,эска
373,Haken::N,,кя́чказ
374,Griff::N,,недь
375,Griff::N,,кунда́мка
376,Schloss::N,,замо́к
377,Bild::N,,карти́на
378,Figur::N,,ронга-понда
379,Puppe::N,,ня́ка
380,Beutel::N,,кяскав
381,Bündel::N,,кярьме
382,Tasche::N,,кошяльня
383,Eimer::N,,ве́дарка
384,Deckel::N,,тавадкс
385,Deckel::N,,вельхкс
386,Geschirr::N,,кядьге
387,Sack::N,,кяскав
388,Tasse::N,,ша́ваня
389,Topf::N,,кавозь
390,Kessel::N,,сргавозь
391,Essen::N,,ярхцама
392,Nahrung::N,,ярхцампяль
393,Speise::N,,ярхцама
394,Fleisch::N,,пал
395,Fleisch::N,,сиволь
396,Getreide::N,,сёра
397,Brei::N,,ям
398,Brot::N,,кши
399,Scheibe::N,,кочам
400,Fett::N,,куя́
401,Butter::N,,вай
402,Öl::N,,вай
403,Salz::N,,сал
404,Suppe::N,,шонгарям
405,Suppe::N,,коршампяль
406,Honig::N,,медь
407,Milch::N,,лофца
408,Tee::N,,чай
409,Leder::N,,кедь
410,Wolle::N,,пона
411,Stoff::N,,котф
412,Nadel::N,,салмокс
413,Faden::N,,сюре
414,Knopf::N,,пуня
415,Knoten::N,,сюлма
416,Farbe::N,,архтомбяль
417,Kleidung::N,,щам
418,Hemd::N,,па́нар
419,Kragen::N,,сиве
420,Ärmel::N,,ожа
421,Hose::N,,понкст
422,Gürtel::N,,каркс
423,Mütze::N,,вазь
424,Schuh::N,,башма́к
425,Stiefel::N,,кя́ме
426,Ring::N,,суркс
427,Band::N,,керькс
428,Band::N,,лента
429,Kamm::N,,сюрьхцем
430,Spiegel::N,,ванома
431,Riemen::N,,шнань каркс
432,Schnur::N,,пикс
433,Schnur::N,,карькскя
434,Leine::N,,вядьме
435,Decke::N,,вельхкс
436,Kissen::N,,тоду
437,Tuch::N,,руця́
438,Handtuch::N,,на́рдама
439,Kraft::N,,вий
440,Stärke::N,,вииши
441,Gesundheit::N,,шумбраши́
442,Krankheit::N,,урма́
443,Krankheit::N,,сярядема
444,Schmerz::N,,маряма
445,Wunde::N,,керф
446,Fieber::N,,маштыкс
447,Arznei::N,,надо́бья
448,Arznei::N,,пъчка́фтома
449,Brücke::N,,седь
450,Brunnen::N,,эши
451,Weide::N,,ванома васта
452,Pfad::N,,ян
453,Pfad::N,,киня́
454,Weg::N,,ки
455,Straße::N,,ки
456,Dorf::N,,веле
457,Stadt::N,,ош
458,Brief::N,,сёрма
459,Buch::N,,книга
460,Buchstabe::N,,бу́ква
461,Zeitung::N,,газе́та
462,Leben::N,,эряф
463,Leben::N,,эряма
464,Tod::N,,кулома́
465,Grab::N,,калма
466,Kirche::N,,це́рькав
467,Sünde::N,,пежеть
468,Sünde::N,,муворкс
469,Gott::N,,шкай
470,Arbeiter::N,,трудендай
471,Arbeiter::N,,работник
472,Chef::N,,азор
473,Chef::N,,оцюня
474,Meister::N,,мастяр
475,Arzt::N,,врач
476,Arzt::N,,доктор
477,Lehrer::N,,учи́тель
478,Geld::N,,ярмакт
479,Geschäft::N,,ладяфкс
480,Geschäft::N,,ладяф тев
481,Laden::N,,ла́вка
482,Preis::N,,питне
483,Ware::N,,миф
484,Ware::N,,ра́маф
485,Nutzen::N,,пара
486,Nutzen::N,,лезкс
487,Reichtum::N,,ко́зяши
488,Welt::N,,свет
489,Land::N,,мастор
490,Staat::N,,государства
491,König::N,,король
492,Macht::N,,азорондама
493,Macht::N,,азорксши
494,Grenze::N,,ёткаян
495,Krieg::N,,война́
496,Feind::N,,душман
497,Feind::N,,каршек тюри
498,Gewalt::N,,наругама
499,Kampf::N,,тюрема́
500,Bogen[Waffe]::N,,нал
501,Pfeil::N,,нал
502,Gewehr::N,,винто́вка
503,Fehler::N,,эльбядькс
504,Lüge::N,,васькафнема
505,Schaden::N,,зия́н
506,Unglück::N,,зия́н
507,Schuld::N,,муворши
508,Alter::N,,эряф кизот
509,Alter::N,,эряфонь пинге
510,Schluss::N,,пе
511,Zeit::N,,пинге
512,Tag::N,,ши
513,Morgen::N,,шобдава
514,Mittag::N,,шикучка
515,Abend::N,,иля́дь
516,Nacht::N,,ве
517,Woche::N,,недя́ля
518,Monat::N,,ков
519,Jahr::N,,киза
520,Frühling::N,,тунда́
521,Sommer::N,,киза
522,Herbst::N,,сёксе
523,Winter::N,,тяла
524,Januar::N,,кельмеков
525,Februar::N,,уфайков
526,März::N,,марайков
527,April::N,,шудиков
528,Mai::N,,панжиков
529,Juni::N,,лямбеков
530,Juli::N,,псиков
531,August::N,,сёроньков
532,September::N,,тюжягов
533,Oktober::N,,кельмазаков
534,November::N,,эйндамков
535,Dezember::N,,кучкаков
536,Montag::N,,одговши
537,Dienstag::N,,ша́вши
538,Mittwoch::N,,вержи
539,Donnerstag::N,,шува́ланя
540,Freitag::N,,пя́денця
541,Samstag::N,,ёткши
542,Sonntag::N,,таргоши
543,groß::A,,оцю
544,klein::A,,ёмла
545,lang::A,,кува́ка
546,kurz::A,,нюрьхкя́ня
547,breit::A,,кели
548,schmal::A,,тяйня
549,dicht::A,,сиде
550,dicht::A,,туста
551,dick[Gegenstand]::A,,эчке
552,dünn::A,,шува́ня
553,fein::A,,шува́ня
554,fest::A,,кеме
555,flach::A,,лапш
556,glatt::A,,вадяв
557,glatt::A,,такор
558,hart::A,,калгода
559,weich::A,,ляпе
560,rund::A,,кру́глай
561,spitz::A,,ботаз
562,spitz::A,,оржа
563,scharf::A,,оржа
564,stumpf::A,,ношка
565,schwer::A,,стака
566,schön::A,,мазы
567,heiß::A,,пси
568,warm::A,,лямбе
569,kalt::A,,кельме
570,kühl::A,,эше
571,frisch::A,,свежай
572,feucht::A,,летьке
573,nass::A,,начка
574,trocken::A,,коське
575,voll::A,,пяшксе
576,leer::A,,шава
577,offen::A,,панжада
578,offen::A,,виде
579,geschlossen::A,,пякстаф
580,geschlossen::A,,сёлгф
581,sauber::A,,ару
582,schmutzig::A,,рда́зу
583,schmutzig::A,,пя́ндра
584,roh::A,,верок
585,reif::A,,ке́нерьф
586,lecker::A,,танцти
587,süß::A,,ламбама
588,bitter::A,,сяпи
589,sauer::A,,шапама
590,hell::A,,валда
591,dunkel::A,,шобда
592,schwarz::A,,равжа
593,weiß::A,,акша
594,rot::A,,якстерь
595,gelb::A,,тюжя́
596,blau::A,,сенем
597,grün::A,,пиже
598,grün::A,,сянгяря
599,grau::A,,уле
600,bunt::A,,сёрмав
601,billig::A,,у́цез
602,billig::A,,аф пи́тни
603,teuer::A,,пи́тни
604,wertvoll::A,,питни
605,blind::A,,сокор
606,taub::A,,пярав
607,kräftig::A,,пяк вии
608,stark::A,,вии
609,schwach::A,,лафча
610,fett::A,,куя́
611,schlank::A,,виде ронга
612,hübsch::A,,мазы
613,böse::A,,кяжи
614,dumm::A,,аф ёню
615,dumm::A,,шава пря
616,faul::A,,нола
617,fleißig::A,,ку́лхцонды
618,geizig::A,,кирьжя
619,geizig::A,,жаднай
620,klug::A,,ёню
621,klug::A,,пря́ви
622,geschickt::A,,маштозь тиф
623,lieb::A,,цебярь
624,lustig::A,,ра́хси
625,sanft::A,,сетьме
626,hungrig::A,,вача
627,hungrig::A,,вачеда
628,krank::A,,сяряди
629,nackt::A,,штада
630,nackt::A,,кърхтапа
631,traurig::A,,ла́жнай
632,lebendig::A,,эряй
633,gut::A,,пара
634,gut::A,,цебярь
635,schlecht::A,,кальдяв
636,richtig::A,,виде
637,schlimm::A,,кальдяв
638,wahr::A,,афкуксонь
639,alt::A,,ташта
640,neu::A,,од
641,ehemalig::A,,и́нгольдень
642,alt[Lebewesen]::A,,сире
643,jung::A,,од
644,arm::A,,а́шу
645,reich::A,,козя
646,bekannt::A,,содаф
647,berühmt::A,,содавикс
648,fremd::A,,лия
649,fremd::A,,аф содаф
650,verschieden::A,,аф фкя ла́цонь
651,nah::A,,мала
652,nah::A,,аф ичкоздень
653,fern::A,,и́чкоздень
654,fern::A,,куна́рдонь
655,linker::A,,кержи
656,rechter::A,,види
657,anderer::A,,лия
658,erster::A,,васенце
659,zweiter::A,,омбоце
660,dritter::A,,колмоце
661,letzter::A,,ме́кольце
662,allein::ADV,,ськамонза
663,auf einmal::ADV,,вихцок
664,zusammen::ADV,,марс
665,zusammen::ADV,,ма́рса
666,lange::ADV,,кува́тьс
667,plötzlich::ADV,,а́пак учт
668,sofort::ADV,,тяникиге
669,später::ADV,,ме́ле
670,jetzt::ADV,,тяни
671,heute::ADV,,тячи
672,morgen::ADV,,ва́нды
673,bald::ADV,,курок
674,dann::ADV,,меле
675,dann::ADV,,сяда меле
676,gestern::ADV,,ися́к
677,einst::ADV,,весть
678,einst::ADV,,мзя́рда-бди
679,damals::ADV,,эста
680,danach::ADV,,меле
681,vorher::ADV,,инголи
682,zuerst::ADV,,ва́сенда
683,einmal::ADV,,весть
684,manchmal::ADV,,лия́ста
685,manchmal::ADV,,ко́ста-ко́ста
686,oft::ADV,,си́деста
687,immer::ADV,,фалу
688,immer::ADV,,най
689,niemals::ADV,,аф мзя́рдонга
690,hier::ADV,,тяса
691,hierhin::ADV,,сей
692,hierhin::ADV,,тяза
693,von hier::ADV,,тя́ста
694,dort::ADV,,тоса
695,dorthin::ADV,,тов
696,dorthin::ADV,,тоза
697,geradeaus::ADV,,ви́деста
698,vorwärts::ADV,,и́нголи
699,rückwärts::ADV,,ме́ки
700,zurück::ADV,,ме́ки
701,unten::ADV,,ала
702,hinab::ADV,,алу
703,oben::ADV,,вяре
704,hinauf::ADV,,вяри
705,überall::ADV,,се́мбе ва́стова
706,nicht::ADV,,аф
707,ein wenig::ADV,,аф лама
708,kaum::ADV,,а́ньцек
709,sehr::ADV,,пяк
710,so::ADV,,ста́не
711,noch::ADV,,нинге
712,nur::ADV,,аньцек
713,schon::ADV,,ни
714,wieder::ADV,,та́га
715,vergebens::ADV,,стак
716,vor::PRP,,инголе
717,hinter::PRP,,фтала
718,hinter::PRP,,мельге
719,unter::PRP,,ала
720,durch::PRP,,пачк
721,neben::PRP,,ваксса
722,zwischen::PRP,,ёткса
723,wegen::PRP,,сюнеда
724,dies::PRN,,тя
725,das::PRN,,ся
726,das::PRN,,тона
727,alles::PRN,,сембе
728,ich::PRN,,мон
729,du::PRN,,тон
730,er::PRN,,сон
731,wir::PRN,,минь
732,ihr::PRN,,тинь
733,sie::PRN,,синь
734,was::FPRN,,мезе
735,wer::FPRN,,кие
736,wo::FADV,,коса
737,wohin::FADV,,ков
738,wohin::FADV,,коза
739,wie::FADV,,ко́да
740,warum::FADV,,мес
741,wieviel::FNUM,,мзя́ра
742,eins::NUM,,фкя
743,zwei::NUM,,кафта
744,drei::NUM,,колма
745,vier::NUM,,ниле
746,fünf::NUM,,вете
747,sechs::NUM,,кота
748,sieben::NUM,,сисем
749,acht::NUM,,кафкса
750,neun::NUM,,ве́йхкса
751,zehn::NUM,,кемонь
752,elf::NUM,,кефкие
753,zwölf::NUM,,кемгафтува
754,zwanzig::NUM,,комсь
755,dreißig::NUM,,колмогемонь
756,vierzig::NUM,,нильге́монь
757,fünfzig::NUM,,ве́дьгемонь
758,sechzig::NUM,,ко́дгемонь
759,siebzig::NUM,,сизьге́монь
760,achtzig::NUM,,ка́фксогемонь
761,neunzig::NUM,,ве́йхксогемонь
762,hundert::NUM,,сяда
763,tausend::NUM,,тёжянь
764,und::CNJ,,и
765,und::CNJ,,дъ
766,oder::CNJ,,или
767,oder::CNJ,,али
768,stehen::V,,а́щемс стя́да
769,sitzen::V,,ащемс озада
770,liegen::V,,ма́дозь а́щемс
771,hängen::V,,нюрьгомс
772,werden::V,,арамс
773,werden::V,,тиевомс
774,passieren::V,,лисэмс
775,passieren::V,,эвондамс
776,beginnen::V,,ушедомс
777,enden::V,,лоткамс
778,wechseln::V,,по́лафнемс
779,aufgehen[Sonne]::V,,стямс
780,aufgehen[Sonne]::V,,лисемс
781,untergehen[Sonne]::V,,валгомс
782,scheinen[Sonne]::V,,ва́лдоптомс
783,donnern::V,,торамс
784,wehen::V,,уфа́мс
785,strömen::V,,шудемс
786,fließen::V,,шудемс
787,sich drehen::V,,шаромс
788,schwanken::V,,якамс
789,schwingen::V,,люксемс
790,schwingen::V,,нюрьсемс
791,fallen::V,,прамс
792,fallen::V,,прашендомс
793,brennen::V,,паломс
794,rauchen::V,,качадомс
795,regnen::V,,пиземс
796,gefrieren::V,,эйндамс
797,gefrieren::V,,кельмомс
798,tauen::V,,соламс
799,schmelzen::V,,соламс
800,trocknen::V,,коськомс
801,sieden::V,,лакамс
802,faulen::V,,наксадомс
803,verfaulen::V,,наксадомс
804,reißen::V,,сязевомс
805,versinken::V,,ваямс
806,vergehen::V,,ётамс
807,erscheinen::V,,эвондамс
808,verschwinden::V,,юма́мс
809,sinken::V,,валгомс
810,abnehmen::V,,киремс
811,zunehmen::V,,ламокстомс
812,zunehmen::V,,рашнемс
813,steigen::V,,кеподемс
814,wachsen::V,,касомс
815,glänzen::V,,цинзелдомс
816,glänzen::V,,цифордомс
817,funkeln::V,,ци́фтордомс
818,lärmen::V,,жалнамс
819,läuten::V,,гайфтемс
820,klingeln::V,,гайфтемс
821,klirren::V,,ка́нзеркшнемс
822,brausen::V,,жоледемс
823,rauschen::V,,вжнамс
824,rauschen::V,,гамнамс
825,klingen::V,,кайгомс
826,bellen::V,,ува́мс
827,heulen::V,,сувомс
828,heulen::V,,урнамс
829,blasen::V,,уфа́мс
830,pfeifen::V,,вяшкомс
831,schreien::V,,пешкодомс
832,stöhnen::V,,куфцемс
833,zittern::V,,таромс
834,leben::V,,эрямс
835,geboren werden::V,,шачемс
836,atmen::V,,ажнамс
837,trinken::V,,симомс
838,essen::V,,ярхцамс
839,schlucken::V,,нилемс
840,müde werden::V,,сиземс
841,einschlafen::V,,матодовомс
842,schlafen::V,,удомс
843,aufwachen::V,,съргоземс
844,aufstehen::V,,стямс
845,sich erholen::V,,ваймосемс
846,krank werden::V,,сярядькстомс
847,krank sein::V,,сярядемс
848,schmerzen::V,,сярядемс
849,husten::V,,козомс
850,genesen::V,,пъ́чкамс
851,sterben::V,,куломс
852,umkommen::V,,юма́мс
853,sich bewegen::V,,шаштомс
854,sich rühren::V,,сърхка́мс
855,sich erheben::V,,стямс
856,sich setzen::V,,озамс
857,hinfallen::V,,прамс
858,hinfallen::V,,сяворемс
859,laufen::V,,якамс
860,schreiten::V,,молемс
861,schreiten::V,,аськолямс
862,spazierengehen::V,,якамс
863,eilen::V,,эряскодомс
864,sich beeilen::V,,эряскодомс
865,sausen::V,,лиемс
866,rennen::V,,арнемс
867,springen::V,,комотнемс
868,klettern::V,,ку́цемс
869,schaukeln::V,,нюрямс
870,kriechen::V,,шаштомс комада
871,schwimmen::V,,уемс
872,tauchen::V,,юпиемс
873,tauchen::V,,чёпафнемс
874,rudern::V,,па́немс ве́неж
875,fahren::V,,ардомс
876,fliegen::V,,лиемс
877,gehen::V,,молемс
878,weggehen::V,,тумс
879,abfahren::V,,тумс
880,anhalten::V,,лоткамс
881,hineingehen::V,,сува́мс
882,eintreten::V,,сува́мс
883,kommen::V,,самс
884,ankommen::V,,самс
885,ankommen::V,,пачкодемс
886,zurückkommen::V,,мърдамс
887,bleiben::V,,иля́домс
888,warten::V,,учемс
889,erwarten::V,,учемс
890,suchen::V,,вешемс
891,finden::V,,мумс
892,versuchen::V,,варчсемс
893,vorbereiten::V,,анокламс
894,lieben::V,,кельгомс
895,mögen::V,,кельгомс
896,lachen::V,,рахамс
897,lachen::V,,рахсемс
898,rühren::V,,токамс седи
899,weinen::V,,авардемс
900,schimpfen::V,,сюцемс
901,sich ärgern::V,,кяжиямс
902,sich fürchten::V,,пелемс
903,fürchten::V,,пелемс
904,fliehen::V,,ворьгодемс
905,flüchten::V,,ша́домс
906,flüchten::V,,во́рьгодемс
907,sehen::V,,няемс
908,anschauen::V,,ваномс
909,ansehen::V,,ваномс
910,hören::V,,марямс
911,zuhören::V,,ку́лхдоньомс
912,probieren::V,,варжамс
913,riechen::V,,никса́мс
914,fühlen::V,,марямс
915,scheinen::V,,ня́евомс
916,zu sehen sein::V,,ня́евомс
917,vernehmen::V,,марямс
918,frieren::V,,паломс
919,frieren::V,,кельмомс
920,tun::V,,тиемс
921,können::V,,маштомс
922,wollen::V,,-не-
923,anfangen::V,,ушедомс
924,beenden::V,,аде́ламс
925,aufhören::V,,лоткамс
926,gelingen::V,,удалакшнемс
927,geraten::V,,лисемс
928,öffnen::V,,панжемс
929,schließen::V,,сёлгомс
930,stellen::V,,путомс
931,setzen::V,,озафнемс
932,setzen::V,,озавтнемс
933,legen::V,,путомс
934,berühren::V,,токамс
935,verbinden::V,,сотомс
936,bedecken::V,,комачамс
937,bedecken::V,,вельхтямс
938,aufhängen::V,,повфтамс
939,anzünden::V,,крьвя́стемс
940,aufheben::V,,кеподемс
941,aufheben::V,,касфтомс
942,zurücklassen::V,,ка́домс
943,verlieren::V,,юма́фтомс
944,fallen lassen::V,,прафтомс
945,machen::V,,тиемс
946,herstellen::V,,анокламс
947,bauen::V,,путомс
948,reparieren::V,,петемс
