,Concept_ID,be,et
827,donnern::V,грымець,kõmisema
828,wehen::V,дзьмуць,puhuma
829,strömen::V,ліцца,voolama
830,fließen::V,цячы,voolama
831,sich drehen::V,круціцца,pöörduma
832,sich drehen::V,варочацца,pöörduma
833,schwanken::V,хістацца,kõikuma
834,schwingen::V,гайдацца,võnkuma
835,schwingen::V,калыхацца,võnkuma
836,fallen::V,падаць,langema
837,brennen::V,гарэць,põlema
838,rauchen::V,дымець,suitsema
839,regnen::V,дажджыць,sadama
840,gefrieren::V,замерзнуць,kinni külmuma
841,tauen::V,раставаць,sulama
842,schmelzen::V,плавіцца,sulama
843,trocknen::V,сохнуць,kuivama
844,sieden::V,кіпець,keema
845,faulen::V,гнісці,mädanema
846,verfaulen::V,згнісці,mädanema
847,reißen::V,ірвацца,rebenema
848,versinken::V,тануць,uppuma
849,vergehen::V,праходзіць,mööduma
850,erscheinen::V,зʼявіцца,ilmuma
851,verschwinden::V,знікнуць,kaduma
852,sinken::V,спадаць,vajuma
853,sinken::V,спадаць,langema
854,abnehmen::V,паменшыцца,vähenema
855,abnehmen::V,паменшыцца,kahenema
856,zunehmen::V,павялічвацца,kasvama
857,steigen::V,паднімацца,tõusma
858,steigen::V,паднімацца,üles minema
859,wachsen::V,расці,kasvama
860,glänzen::V,блішчаць,läikimä
861,funkeln::V,бліскаць,sädelema
862,lärmen::V,шумець,lärmama
863,läuten::V,званіць,helisema
864,klingeln::V,званіць,helisema
865,klirren::V,бразгаць,kõlisema
866,brausen::V,бушаваць,kohisema
867,rauschen::V,шастаць,kohisema
868,klingen::V,гучаць,kõlama
869,bellen::V,брахаць,haukuma
870,heulen::V,выць,uluma
871,blasen::V,дзьмухнуць,puhuma
872,pfeifen::V,свістаць,vilistama
873,schreien::V,крычаць,karjuma
874,stöhnen::V,стагнаць,oigama
875,zittern::V,дрыжаць,värisema
876,leben::V,жыць,elama
877,leben::V,жыць,elus olema
878,geboren werden::V,нарадзіцца,sündima
879,atmen::V,дыхаць,hingama
880,trinken::V,піць,jooma
881,essen::V,есці,sööma
882,schlucken::V,глытаць,neelama
883,müde werden::V,стаміцца,väsima
884,einschlafen::V,заснуць,uinuma
885,schlafen::V,спаць,magama
886,aufwachen::V,рассыпацца,ärkama
887,aufstehen::V,устаць,ärkama
888,aufstehen::V,устаць,üles tõusma
889,sich erholen::V,адпачываць,puhkama
890,krank werden::V,захварэць,haigestuma
891,krank werden::V,захварэць,haigeks jääma
892,krank sein::V,хварэць,haige olema
893,schmerzen::V,балець,valutama
894,husten::V,кашляць,köhima
895,genesen::V,паправіцца,toibuma
896,genesen::V,паздаравець,toibuma
897,sterben::V,памерці,surema
898,umkommen::V,загінуць,surma saama
899,sich bewegen::V,рухацца,liikuma
900,sich rühren::V,варушыцца,liikuma
901,sich erheben::V,устаць,kerkima
902,sich setzen::V,сесці,istet võtma
903,hinfallen::V,упасці,kukkuma
904,hinfallen::V,упасці,maha kukkuma
905,laufen::V,хадзіць,kõndima
906,schreiten::V,шагаць,astuma
907,schreiten::V,крочыць,astuma
908,spazierengehen::V,гуляць,jalutama
909,eilen::V,спяшацца,ruttama
910,eilen::V,спяшацца,kiirustama
911,sich beeilen::V,спяшацца,ruttama
912,sich beeilen::V,спяшацца,kiirustama
913,sausen::V,імчацца,kihutama
914,sausen::V,імчацца,tormama
915,rennen::V,бегаць,jooksma
916,rennen::V,бегаць,kihutama
917,springen::V,скакаць,hüppama
918,klettern::V,лазіць,ronima
919,schaukeln::V,гайдацца,kiikuma
920,kriechen::V,поўзаць,roomama
921,schwimmen::V,плаваць,ujuma
922,tauchen::V,ныраць,sukelduma
923,rudern::V,веславаць,sõudma
924,fahren::V,ехаць,sõitma
925,fliegen::V,лятаць,lendama
926,gehen::V,ісці,käima
927,gehen::V,ісці,minema
928,weggehen::V,пайсці,ära minema
929,weggehen::V,пайсці,välja minema
930,abfahren::V,адʼяжджаць,väljuma
931,abfahren::V,адʼяжджаць,ära sõitma
932,anhalten::V,спыніцца,peatuma
933,anhalten::V,затрымацца,peatuma
934,hineingehen::V,уваходзіць,sisenema
935,hineingehen::V,уваходзіць,sisse minema
936,eintreten::V,увайсці,sisenema
937,eintreten::V,увайсці,sisse astuma
938,kommen::V,прыйсці,tulema
939,ankommen::V,прыбыць,saabuma
940,zurückkommen::V,вярнуцца,tagasi tulema
941,bleiben::V,застацца,jääma
942,warten::V,чакаць,ootama
943,erwarten::V,чакаць,ootama
944,erwarten::V,чакаць,lootma
945,suchen::V,шукаць,otsima
946,finden::V,знайсці,leidma
947,versuchen::V,прабаваць,püüdma
948,versuchen::V,прабаваць,üritama
949,versuchen::V,прабаваць,katsetama
950,vorbereiten::V,падрыхтаваць,valmistama
951,lieben::V,кахаць,armastama
952,mögen::V,любіць,sallima
953,mögen::V,любіць,meeldima
954,lachen::V,смяяцца,naerma
955,rühren::V,расчуліць,liigutama
956,rühren::V,расчуліць,heldima panema
957,weinen::V,плакаць,nutma
958,schimpfen::V,лаяцца,sõimama
959,sich ärgern::V,сердаваць,ärrituma
960,sich ärgern::V,сердаваць,vihastuma
961,sich fürchten::V,баяцца,kartma
962,sich fürchten::V,баяцца,hirmu tundma
963,fürchten::V,баяцца,kartma
964,fliehen::V,уцякаць,põgenema
965,flüchten::V,уцячы,põgenema
966,sehen::V,бачыць,nägema
967,anschauen::V,паглядзець,vaatama
968,ansehen::V,глядзець,vaatama
969,hören::V,чуць,kuulma
970,zuhören::V,слухаць,kuulama
971,probieren::V,каштаваць,proovima
972,riechen::V,нюхаць,nuusutama
973,fühlen::V,адчуваць,tundma
974,scheinen::V,здавацца,näida
975,scheinen::V,здавацца,ilmuda
976,zu sehen sein::V,віднецца,ilmuma
977,vernehmen::V,пачуць,üle kuulama
978,frieren::V,мёрзнуць,külmetada
979,tun::V,рабіць,tegema
980,können::V,умець,võima
981,können::V,умець,oskama
982,wollen::V,хацець,tahtma
983,anfangen::V,пачаць,hakkama
984,anfangen::V,пачаць,alustama
985,beenden::V,закончыць,lõpetama
986,aufhören::V,перастаць,lakkama
987,gelingen::V,удацца,õnnestuma
988,geraten::V,аказацца,jõudma
989,öffnen::V,адчыніць,avama
990,schließen::V,зачыніць,sulgema
991,stellen::V,паставіць,panema
992,stellen::V,паставіць,asetama
993,setzen::V,пасадзіць,panema
994,legen::V,класці,panema
995,legen::V,класці,asetama
996,berühren::V,чапаць,riivama
997,berühren::V,чапаць,puudutama
998,verbinden::V,звязаць,ühendama
999,bedecken::V,накрыць,katma
1000,aufhängen::V,павесіць,riputama
1001,anzünden::V,запаліць,süütama
1002,aufheben::V,падняць,üles tõstma
1003,zurücklassen::V,пакінуць,jätma
1004,verlieren::V,згубіць,kaotama
1005,fallen lassen::V,упусціць,maha pillama
1006,fallen lassen::V,упусціць,kukkuda laskma
1007,machen::V,зрабіць,tegema
1008,herstellen::V,вырабіць,valmistama
1009,bauen::V,будаваць,ehitama
1010,reparieren::V,правіць,parandama
1011,verbessern::V,палепшыць,parandama
1012,ändern::V,змяніць,muutma
1013,ändern::V,змяніць,ümber tegema
1014,graben::V,капаць,kaevama
1015,beugen::V,сагнуць,painutama
1016,biegen::V,пагнуць,painutama
1017,drehen::V,вярцець,keerama
1018,wenden::V,павярнуць,ümber pöörama
1019,umdrehen::V,перавярнуць,ümber keerama
1020,heben::V,падымаць,tõstma
1021,hochheben::V,падняць,üles tõstma
1022,hochheben::V,падняць,kõrgele tõstma
1023,ergreifen::V,схапіць,haarama
1024,ergreifen::V,схваціць,haarama
1025,halten::V,трымаць,hoidma
1026,drücken::V,націскаць,pigistama
1027,schieben::V,пхаць,lükkama
1028,schieben::V,штурхаць,lükkama
1029,kratzen::V,скрэбці,kraapima
1030,lecken::V,лізаць,lakkuma
1031,beißen::V,кусаць,purema
1032,beißen::V,кусаць,hammustama
1033,abreißen::V,адарваць,rebima
1034,abreißen::V,адарваць,ära rebima
1035,abschneiden::V,адрэзаць,ära lõikama
1036,binden::V,вязаць,siduma
1037,stecken::V,уваткнуць,pistma
1038,brechen::V,зламаць,murdma
1039,klopfen::V,стукаць,koputama
1040,hauen::V,біць,lööma
1041,kleben::V,клеіць,kleepima
1042,reiben::V,церці,hõõruma
1043,streichen::V,намазаць,silitama
1044,schleifen::V,тачыць,lihvima
1045,schleifen::V,тачыць,teritama
1046,schneiden::V,рэзаць,lõikama
1047,rütteln::V,хістаць,raputama
1048,schütteln::V,трэсці,raputama
1049,schütteln::V,трэсці,loksutama
1050,schwenken::V,махаць,vehkima
1051,schwenken::V,махаць,lehvitama
1052,schütten::V,наліць,kallama
1053,füllen::V,напоўніць,täitma
1054,einwickeln::V,загарнуць,sisse mähkima
1055,tragen::V,несці,kandma
1056,schleppen::V,цягнуць,tassima
1057,schleppen::V,цягнуць,lohistama
1058,ziehen::V,цягнуць,vedama
1059,ziehen::V,цягнуць,tõmbama
1060,aufbewahren::V,захоўваць,säilitama
1061,aufbewahren::V,захоўваць,alal hoidma
1062,werfen::V,кідаць,viskama
1063,fangen::V,лавіць,püüdma
1064,packen::V,схапіць,kinni haarama
1065,packen::V,схапіць,kinni võtma
1066,packen::V,схваціць,kinni haarama
1067,packen::V,схваціць,kinni võtma
1068,verstecken::V,схаваць,peitma
1069,teilen::V,раздзяліць,jagama
1070,teilen::V,раздзяліць,jaotama
1071,schicken::V,пасылаць,saatma
1072,bringen::V,прынесці,viima
1073,hinzufügen::V,дабавіць,lisama
1074,bekommen::V,дастаць,saama
1075,erhalten::V,атрымаць,saama
1076,nehmen::V,ўзяць,võtma
1077,wählen::V,выбраць,valima
1078,auswählen::V,адабраць,valima
1079,bewahren::V,захаваць,hoidma
1080,behindern::V,перашкаджаць,takistama
1081,verderben::V,сапсаваць,rikkuma
1082,beschädigen::V,пашкодзіць,rikkuma
1083,zerbrechen::V,разбіць,katki tegema
1084,zerreißen::V,разадраць,katki rebima
1085,zerstören::V,разбурыць,purustama
1086,verbrennen::V,спаліць,põletama
1087,geben::V,даць,andma
1088,reichen::V,перадаць,andma
1089,reichen::V,перадаць,ulatama
1090,schenken::V,дарыць,kinkima
1091,versprechen::V,абяцаць,lubama
1092,versprechen::V,абяцаць,tõotama
1093,wünschen::V,жадаць,soovima
1094,loben::V,хваліць,kiitma
1095,küssen::V,цалаваць,suudlema
1096,wiegen::V,гушкаць,hällitama
1097,wiegen::V,калыхаць,hällitama
1098,zudecken::V,накрыць,kaanetama
1099,zudecken::V,накрыць,kinni katma
1100,wecken::V,пабудзіць,äratama
1101,zeigen::V,паказаць,näitama
1102,führen::V,весці,juhatama
1103,lehren::V,вучыць,õpetama
1104,unterrichten::V,выкладаць,õpetama
1105,aufziehen::V,выхаваць,üles kasvatama
1106,leiten::V,кіраваць,juhtima
1107,antreiben::V,падганяць,ergutama
1108,lassen::V,прымусіць,laskma
1109,einladen::V,запрасіць,kutsuma
1110,vereinigen::V,абʼяднаць,ühendama
1111,besuchen::V,наведаць,külastama
1112,treffen::V,сустрэць,kohtama
1113,sich versammeln::V,сабрацца,kogunema
1114,spielen::V,гуляць,mängima
1115,singen::V,пець,laulma
1116,singen::V,спяваць,laulma
1117,tanzen::V,танцаваць,tantsima
1118,sich trennen::V,расстацца,lahku minema
1119,verlassen::V,пакінуць,maha jätma
1120,retten::V,выратаваць,päästma
1121,bewachen::V,ахоўваць,valvama
1122,schützen::V,уберагаць,kaitsma
1123,verteidigen::V,абараніць,kaitsma
1124,sich schlagen::V,біцца,kaklema
1125,sich schlagen::V,драцца,kaklema
1126,schießen::V,страляць,tulistama
1127,siegen::V,перамагчы,võitma
1128,ärgern::V,злаваць,ärritama
1129,ärgern::V,злаваць,vihastama
1130,schlagen::V,ударыць,lööma
1131,treten::V,штурхаць,sõtkuma
1132,stechen::V,укалоць,pistma
1133,stechen::V,укалоць,torkama
1134,stoßen::V,папхнуць,tõukama
1135,stehlen::V,украсці,varastama
1136,stören::V,перашкодзіць,segama
1137,stören::V,перашкодзіць,häirima
1138,belästigen::V,дакучаць,ahistama
1139,verbergen::V,скрыць,peitma
1140,verbergen::V,скрыць,varjama
1141,verbergen::V,схаваць,peitma
1142,verbergen::V,схаваць,varjama
1143,täuschen::V,падмануць,petma
1144,täuschen::V,падмануць,tüssama
1145,betrügen::V,змахляваць,petma
1146,betrügen::V,змахляваць,tüssama
1147,betrügen::V,змахляваць,truudust murtma
1148,töten::V,забіць,tapma
1149,töten::V,забіць,surmama
1150,wohnen::V,жыць,elama
1151,arbeiten::V,працаваць,töötama
1152,sammeln::V,сабраць,koguma
1153,sammeln::V,сабраць,korjama
1154,pflücken::V,зрываць,noppima
1155,jagen::V,паляваць,jahtima
1156,fischen::V,рыбачыць,kalastama
1157,fischen::V,рыбачыць,kala püüdma
1158,fassen::V,злавіць,püüdma
1159,hüten::V,пасвіць,karjatama
1160,treiben::V,гнаць,ajama
1161,anbinden::V,прывязаць,kinni siduma
1162,füttern::V,карміць,söötma
1163,melken::V,даіць,lüpsma
1164,hacken::V,сячы,raiuma
1165,hacken::V,сячы,lõhkuma
1166,gießen::V,паліць,kastma
1167,reifen::V,паспець,valmima
1168,zubereiten::V,зварыць,valmistama
1169,zubereiten::V,згатаваць,valmistama
1170,kochen::V,варыць,keetma
1171,backen::V,пячы,küpsetama
1172,braten::V,смажыць,praadima
1173,umrühren::V,перамяшаць,segama
1174,stricken::V,вязаць,kuduma
1175,nähen::V,шыць,õmblema
1176,färben::V,пафарбаваць,värvima
1177,reinigen::V,ачысціць,puhastama
1178,waschen::V,мыць,pesema
1179,abwischen::V,выцерці,puhtaks pühkima
1180,spülen::V,паласкаць,uhtma
1181,fegen::V,падмятаць,pühkima
1182,kehren::V,месці,pühkima
1183,baden::V,купацца,suplema
1184,baden::V,купацца,kümblema
1185,sich waschen::V,мыцца,end pesema
1186,ausziehen::V,зняць,käest võtma
1187,ausziehen::V,зняць,jalast võtma
1188,ausziehen::V,зняць,seljast võtma
1189,anziehen::V,надзець,jalga panema
1190,sich anziehen::V,адзецца,riietuma
1191,kämmen::V,прычасаць,kammima
1192,schmücken::V,аздобіць,kaunistama
1193,sagen::V,сказаць,ütlema
1194,sprechen::V,гаварыць,rääkima
1195,sprechen::V,гаварыць,kõnelema
1196,reden::V,размаўляць,kõnelema
1197,sich unterhalten::V,гутарыць,vestlema
1198,fragen::V,спытаць,küsima
1199,bitten::V,прасіць,paluma
1200,erzählen::V,расказаць,jutustama
1201,mitteilen::V,паведаміць,teatama
1202,mitteilen::V,паведаміць,teada andma
1203,nennen::V,назваць,nimetama
1204,rufen::V,зваць,kutsuma
1205,prahlen::V,хваліцца,hooplema
1206,übersetzen::V,перакласці,tõlkima
1207,denken::V,думаць,mõtlema
1208,glauben::V,верыць,uskuma
1209,bemerken::V,заўважыць,märkama
1210,erkennen::V,пазнаць,ära tundma
1211,begreifen::V,спасцігнуць,aru saama
1212,verstehen::V,пачуць,mõistma
1213,lernen::V,вучыцца,õppima
1214,wissen::V,знаць,teadma
1215,sich erinnern an::V,памятаць,mäletama
1216,vergessen::V,забыць,unustama
1217,messen::V,мераць,mõõtma
1218,zählen::V,лічыць,loendama
1219,rechnen::V,лічыць,arvutama
1220,lesen::V,чытаць,lugema
1221,malen::V,маляваць,maalima
1222,zeichnen::V,рысаваць,joonistama
1223,schreiben::V,пісаць,kirjutama
1224,besitzen::V,мець,omama
1225,kaufen::V,купіць,ostma
1226,verkaufen::V,прадаць,müüma
1227,bezahlen::V,заплаціць,tasuma
1228,zahlen::V,плаціць,maksma
1229,beherrschen::V,уладаць,valitsema
1230,beherrschen::V,валодаць,valitsema
1231,ertragen::V,выцерпець,taluma
