,Concept_ID,pl,it
824,einmal::ADV,raz,una volta
825,manchmal::ADV,czasem,talvolta
826,manchmal::ADV,czasem,qualche volta
827,oft::ADV,często,spesso
828,immer::ADV,zawsze,sempre
829,niemals::ADV,nigdy,non mai
830,hier::ADV,tu,qua
831,hier::ADV,tutaj,qua
832,hierhin::ADV,tu,qua
833,von hier::ADV,stąd,ne
834,von hier::ADV,stąd,da qui
835,dort::ADV,tam,lì
836,dorthin::ADV,tam,là
837,geradeaus::ADV,prosto,diritto
838,vorwärts::ADV,naprzód,avanti
839,rückwärts::ADV,wstecz,all'indietro
840,zurück::ADV,z powrotem,di indietro
841,unten::ADV,u dołu,giù
842,unten::ADV,u dołu,sotto
843,unten::ADV,na dole,giù
844,unten::ADV,na dole,sotto
845,hinab::ADV,na_dół,giù
846,hinab::ADV,na_dół,in giù
847,hinab::ADV,w_dół,giù
848,hinab::ADV,w_dół,in giù
849,oben::ADV,w górze,su
850,oben::ADV,w górze,sopra
851,oben::ADV,na górze,su
852,oben::ADV,na górze,sopra
853,hinauf::ADV,w górę,in sù
854,hinauf::ADV,w górę,in alto
855,hinauf::ADV,na górę,in sù
856,hinauf::ADV,na górę,in alto
857,überall::ADV,wszędzie,dappertutto
858,nicht::ADV,nie,non
859,ein wenig::ADV,trochę,un po'
860,ein wenig::ADV,trochę,un poco
861,kaum::ADV,ledwie,a appena
862,kaum::ADV,prawie nie,a appena
863,sehr::ADV,bardzo,molto
864,so::ADV,tak,così
865,so::ADV,tak,tanto
866,noch::ADV,jeszcze,ancora
867,nur::ADV,tylko,solo
868,nur::ADV,tylko,soltanto
869,schon::ADV,już,già
870,wieder::ADV,znów,di nuovo
871,wieder::ADV,znowu,di nuovo
872,vergebens::ADV,na próżno,invano
873,vor::PRP,przed,davanti a
874,hinter::PRP,za,dietro
875,unter::PRP,pod,sotto
876,durch::PRP,przez,per
877,durch::PRP,przez,attraverso
878,neben::PRP,obok,a accanto a
879,zwischen::PRP,między,fra
880,wegen::PRP,z powodu,a causa di
881,dies::PRN,to,ciò
882,dies::PRN,to,questo
883,das::PRN,to,ciò
884,das::PRN,to,quello
885,alles::PRN,wszystko,tutto
886,ich::PRN,ja,ìo
887,du::PRN,ty,tu
888,er::PRN,on,lui
889,er::PRN,on,egli
890,wir::PRN,my,noi
891,ihr::PRN,wy,voi
892,sie::PRN,oni,loro
893,was::FPRN,co,che
894,was::FPRN,co,che cosa
895,wer::FPRN,kto,chi
896,wo::FADV,gdzie,dove
897,wohin::FADV,dokąd,dove
898,wie::FADV,jak,come
899,warum::FADV,dlaczego,perche
900,wieviel::FNUM,ile,quanto
901,eins::NUM,jeden,uno
902,zwei::NUM,dwa,due
903,drei::NUM,trzy,tre
904,vier::NUM,cztery,quattro
905,fünf::NUM,pięć,cinque
906,sechs::NUM,sześć,sei
907,sieben::NUM,siedem,sette
908,acht::NUM,osiem,otto
909,neun::NUM,dziewięć,nove
910,zehn::NUM,dziesięć,dieci
911,elf::NUM,jedenaście,ùndici
912,zwölf::NUM,dwanaście,dodici
913,zwanzig::NUM,dwadzieścia,venti
914,dreißig::NUM,trzydzieści,trenta
915,vierzig::NUM,czterdzieści,quaranta
916,fünfzig::NUM,pięćdziesiąt,cinquanta
917,sechzig::NUM,sześćdziesiąt,sessanta
918,siebzig::NUM,siedemdziesiąt,settanta
919,achtzig::NUM,osiemdziesiąt,ottanta
920,neunzig::NUM,dziewięćdziesiąt,novanta
921,hundert::NUM,sto,cento
922,tausend::NUM,tysiąc,mille
923,und::CNJ,i,e
924,oder::CNJ,lub,o
925,oder::CNJ,albo,o
926,stehen::V,stać,stare in piedi
927,sitzen::V,siedzieć,sedere
928,sitzen::V,siedzieć,stare seduto
929,liegen::V,leżeć,giacere
930,hängen::V,wisieć,pèndere
931,hängen::V,wisieć,èssere appeso
932,werden::V,zostać,farsi
933,werden::V,zostać,diventare
934,werden::V,stać się,farsi
935,werden::V,stać się,diventare
936,passieren::V,dziać się,succèdere
937,passieren::V,zdarzyć się,succèdere
938,beginnen::V,zacząć się,cominciare
939,enden::V,kończyć się,finire
940,enden::V,kończyć się,terminare
941,wechseln::V,zmienić się,variare
942,wechseln::V,zmienić się,cambiare
943,aufgehen[Sonne]::V,wzejść,sòrgere
944,aufgehen[Sonne]::V,wzejść,spuntare
945,untergehen[Sonne]::V,zajść,tramontare
946,scheinen[Sonne]::V,świecić,splèndere
947,donnern::V,grzmieć,tonare
948,wehen::V,wiać,soffiare
949,strömen::V,płynąć,fluire
950,strömen::V,lać się,fluire
951,fließen::V,ciec,fluire
952,fließen::V,ciec,scorrere
953,fließen::V,płynąć,fluire
954,fließen::V,płynąć,scorrere
955,sich drehen::V,obracać się,girarsi
956,schwanken::V,chwiać się,oscillare
957,schwanken::V,chwiać się,barcollare
958,schwingen::V,wahać się,vibrare
959,schwingen::V,wahać się,oscillare
960,fallen::V,padać,cadere
961,brennen::V,palić się,àrdere
962,brennen::V,palić się,bruciare
963,rauchen::V,dymić,fumare
964,rauchen::V,dymić się,fumare
965,regnen::V,padać,piòvere
966,gefrieren::V,zamarznąć,gelarsi
967,gefrieren::V,zamarznąć,congelarsi
968,tauen::V,tajać,sciògliersi
969,schmelzen::V,topnieć,fòndere
970,schmelzen::V,topnieć,sciògliersi
971,trocknen::V,schnąć,asciugarsi
972,sieden::V,wrzeć,bollire
973,sieden::V,kipieć,bollire
974,faulen::V,gnić,marcire
975,verfaulen::V,zgnić,imputridire
976,reißen::V,urywać się,strapparsi
977,versinken::V,tonąć,affondare
978,vergehen::V,przechodzić,passare
979,erscheinen::V,zjawiać się,apparire
980,erscheinen::V,zjawiać się,comparire
981,verschwinden::V,zniknąć,sparire
982,verschwinden::V,zniknąć,scomparire
983,sinken::V,spadać,calare
984,sinken::V,spadać,scendere
985,abnehmen::V,spadać,diminuire
986,zunehmen::V,wzrosnąć,aumentare
987,steigen::V,wzrastać,salire
988,steigen::V,wzrastać,montare
989,wachsen::V,rosnąć,crescere
990,glänzen::V,błyszczeć,splèndere
991,funkeln::V,zabłyszczeć,brillare
992,funkeln::V,zabłyszczeć,scintillare
993,lärmen::V,hałasować,strepitare
994,lärmen::V,hałasować,fare chiasso
995,läuten::V,dzwonić,suonare
996,klingeln::V,dzwonić,suonare
997,klirren::V,brzęczeć,tintinnare
998,brausen::V,huczeć,rombare
999,brausen::V,huczeć,rumoreggiare
1000,rauschen::V,szumieć,frusciare
1001,rauschen::V,szeleścić,frusciare
1002,klingen::V,brzmieć,suonare
1003,klingen::V,dźwięczeć,suonare
1004,bellen::V,szczekać,latrare
1005,bellen::V,szczekać,abbaiare
1006,heulen::V,wyć,urlare
1007,heulen::V,wyć,ululare
1008,blasen::V,dmuchnąć,soffiare
1009,pfeifen::V,gwizdać,fischiare
1010,schreien::V,krzyczeć,gridare
1011,stöhnen::V,stękać,gèmere
1012,zittern::V,drżeć,tremare
1013,leben::V,żyć,vìvere
1014,geboren werden::V,urodzić się,nàscere
1015,atmen::V,oddychać,respirare
1016,trinken::V,pić,bere
1017,essen::V,jeść,mangiare
1018,schlucken::V,połknąć,inghiottire
1019,müde werden::V,zmęczyć się,stancarsi
1020,einschlafen::V,zasnąć,addormentarsi
1021,schlafen::V,spać,dormire
1022,aufwachen::V,obudzić się,svegliarsi
1023,aufstehen::V,wstać,levarsi
1024,sich erholen::V,wypoczywać,riposarsi
1025,krank werden::V,zachorować,ammalarsi
1026,krank sein::V,chorować,èssere malato
1027,schmerzen::V,boleć,dolere
1028,husten::V,kaszlać,tossire
1029,genesen::V,wyzdrowieć,guarire
1030,sterben::V,umrzeć,morire
1031,umkommen::V,zginąć,perire
1032,sich bewegen::V,poruszać się,agitarsi
1033,sich rühren::V,ruszyć się,muòversi
1034,sich erheben::V,podnieść się,alzarsi
1035,sich setzen::V,usiąść,sedersi
1036,hinfallen::V,upaść,cadere
1037,laufen::V,chodzić,camminare
1038,laufen::V,chodzić,andare a piedi
1039,schreiten::V,kroczyć,andare
1040,schreiten::V,kroczyć,procedere
1041,spazierengehen::V,iść na spacer,passeggiare
1042,spazierengehen::V,iść na spacer,andare a passeggio
1043,eilen::V,pospieszać,andare in fretta
1044,sich beeilen::V,pospieszyć się,affrettarsi
1045,sausen::V,pędzić,volare
1046,sausen::V,pędzić,correre
1047,rennen::V,biec,correre
1048,rennen::V,biegać,correre
1049,springen::V,skakać,saltare
1050,klettern::V,wspinać się,arrampicarsi
1051,schaukeln::V,huśtać,fare l'altalena
1052,schaukeln::V,kołysać,fare l'altalena
1053,kriechen::V,pełzać,strisciare
1054,kriechen::V,czołgać się,strisciare
1055,schwimmen::V,pływać,nuotare
1056,tauchen::V,zanurzać się,tuffarsi
1057,tauchen::V,zanurzać się,immèrgersi
1058,rudern::V,wiosłować,remare
1059,fahren::V,jechać,andare
1060,fahren::V,jechać,viaggiare
1061,fliegen::V,latać,volare
1062,fliegen::V,lecieć,volare
1063,gehen::V,iść,andare
1064,weggehen::V,odejść,andàrsene
1065,weggehen::V,odejść,andare via
1066,abfahren::V,odjechać,partire
1067,anhalten::V,zatrzymać się,fermarsi
1068,hineingehen::V,wchodzić,entrare
1069,eintreten::V,wejść,entrare
1070,eintreten::V,nastąpić,entrare
1071,kommen::V,przyjść,venire
1072,ankommen::V,przybyć,arrivare
1073,zurückkommen::V,wrócić,ritornare
1074,bleiben::V,zostać,restare
1075,bleiben::V,zostać,rimanere
1076,warten::V,czekać,aspettare
1077,erwarten::V,oczekiwać,attèndere
1078,suchen::V,szukać,cercare
1079,finden::V,znaleźć,trovare
1080,versuchen::V,próbować,tentare
1081,vorbereiten::V,przygotować,preparare
1082,lieben::V,kochać,amare
1083,mögen::V,lubić,piacere a
1084,mögen::V,lubić,volere bene a
1085,lachen::V,śmiać się,rìdere
1086,rühren::V,wzruszyć,commuòvere
1087,weinen::V,płakać,piàngere
1088,schimpfen::V,kląć,imprecare
1089,sich ärgern::V,gniewać się,stizzirsi
1090,sich ärgern::V,gniewać się,arrabbiarsi
1091,sich fürchten::V,bać się,avere paura
1092,fürchten::V,bać się,temere
1093,fliehen::V,uciekać,fuggire
1094,flüchten::V,uciec,sfuggire
1095,sehen::V,widzieć,vedere
1096,sehen::V,zobaczyć,vedere
1097,anschauen::V,oglądać,guardare
1098,ansehen::V,popatrzeć na,guardare
1099,hören::V,słyszeć,udire
1100,hören::V,słyszeć,sentire
1101,zuhören::V,słuchać,ascoltare
1102,probieren::V,kosztować,degustare
1103,probieren::V,kosztować,assaggiare
1104,riechen::V,wąchać,sentire
1105,fühlen::V,czuć,sentire
1106,fühlen::V,odczuwać,sentire
1107,scheinen::V,wydawać się,parere
1108,scheinen::V,wydawać się,sembrare
1109,zu sehen sein::V,widnieć,vedersi
1110,vernehmen::V,usłyszeć,sentire
1111,vernehmen::V,usłyszeć,percepire
1112,frieren::V,marznąć,aver freddo
1113,tun::V,czynić,fare
1114,können::V,móc,sapere
1115,können::V,umieć,sapere
1116,wollen::V,chcieć,volere
1117,anfangen::V,zacząć,iniziare
1118,anfangen::V,zacząć,cominciare
1119,beenden::V,zakończyć,finire
1120,beenden::V,zakończyć,terminare
1121,aufhören::V,przestać,finire
1122,aufhören::V,przestać,cessare
1123,gelingen::V,udać się,riuscire
1124,geraten::V,udać się,stare
1125,öffnen::V,otworzyć,aprire
1126,schließen::V,zamknąć,chiùdere
1127,stellen::V,postawić,porre
1128,stellen::V,postawić,mettere
1129,setzen::V,posadzić,porre
1130,setzen::V,posadzić,mettere
1131,legen::V,kłaść,posare
1132,legen::V,kłaść,mettere
1133,berühren::V,dotykać,toccare
1134,verbinden::V,łączyć,unire
1135,verbinden::V,łączyć,congiùngere
1136,bedecken::V,przykryć,coprire
1137,bedecken::V,przykryć,ricoprire
1138,aufhängen::V,powiesić,attaccare
1139,anzünden::V,zapalić,accèndere
1140,anzünden::V,zapalić,incendiare
1141,aufheben::V,podnieść,raccògliere
1142,zurücklassen::V,zostawić,lasciare
1143,zurücklassen::V,zostawić,lasciare indietro
1144,verlieren::V,zgubić,pèrdere
1145,fallen lassen::V,upuścić,lasciare cadere
1146,machen::V,zrobić,fare
1147,herstellen::V,wytworzyć,produrre
1148,herstellen::V,wytworzyć,fabbricare
1149,bauen::V,budować,costruire
1150,reparieren::V,naprawiać,riparare
1151,verbessern::V,ulepszyć,migliorare
1152,ändern::V,zmienić,mutare
1153,ändern::V,zmienić,cambiare
1154,graben::V,kopać,scavare
1155,beugen::V,zagiąć,chinare
1156,beugen::V,zagiąć,flettere
1157,biegen::V,zgiąć,tòrcere
1158,drehen::V,obracać,girare
1159,wenden::V,obrocić,girare
1160,wenden::V,obrocić,voltare
1161,umdrehen::V,obrocić,rivoltare
1162,heben::V,podnosić,levare
1163,hochheben::V,podnieść,levare
1164,hochheben::V,podnieść,sollevare
1165,ergreifen::V,chwycić,afferrare
1166,halten::V,trzymać,tenere
1167,drücken::V,naciskać,premere
1168,schieben::V,pchać,spìngere
1169,schieben::V,posuwać,spìngere
1170,kratzen::V,drapać,grattare
1171,kratzen::V,drapać,graffiare
1172,lecken::V,lizać,leccare
1173,beißen::V,kąsać,mòrdere
1174,abreißen::V,oderwać,staccarsi
1175,abreißen::V,oderwać,strapparsi
1176,abschneiden::V,odciąć,tagliare
1177,binden::V,wiązać,legare
1178,binden::V,wiązać,bendare
1179,stecken::V,wetknąć,ficcare
1180,brechen::V,złamać,rompere
1181,klopfen::V,pukać,bàttere
1182,klopfen::V,stukać,bàttere
1183,hauen::V,bić,picchiare
1184,kleben::V,kleić,incollare
1185,reiben::V,trzeć,fregare
1186,streichen::V,smarować,spalmare
1187,schleifen::V,ostrzyć,arrotare
1188,schneiden::V,ciąć,tagliare
1189,schneiden::V,krajać,tagliare
1190,rütteln::V,trząść,scuòtere
1191,schütteln::V,trząść,agitare
1192,schütteln::V,trząść,scuòtere
1193,schwenken::V,machać,agitare
1194,schwenken::V,machać,sventolare
1195,schütten::V,nasypać,versare
1196,füllen::V,napełnić,riempire
1197,einwickeln::V,zawinąć,involtare
1198,tragen::V,nieść,portare
1199,schleppen::V,wlec,trainare
1200,schleppen::V,wlec,trascinare
1201,ziehen::V,ciągnąć,tirare
1202,aufbewahren::V,przechowywać,custodire
1203,aufbewahren::V,przechowywać,conservare
1204,werfen::V,rzucać,gettare
1205,werfen::V,rzucać,lanciare
1206,fangen::V,łowić,prèndere
1207,fangen::V,łowić,acchiappare
1208,packen::V,chwycić,pigliare
1209,packen::V,chwycić,afferrare
1210,verstecken::V,ukryć,nascondere
1211,verstecken::V,schować,nascondere
1212,teilen::V,podzielić,divìdere
1213,schicken::V,posyłać,inviare
1214,bringen::V,przynieść,portare
1215,bringen::V,przynieść,apportare
1216,hinzufügen::V,dodać,aggiùngere
1217,bekommen::V,dostać,ricevere
1218,erhalten::V,otrzymać,ricevere
1219,nehmen::V,wziąć,prèndere
1220,wählen::V,wybrać,elèggere
1221,wählen::V,wybrać,scegliere
1222,auswählen::V,wybrać,scegliere
1223,bewahren::V,zachować,conservare
1224,behindern::V,utrudnić,impedire
1225,behindern::V,przeszkadzać,impedire
1226,verderben::V,zepsuć,guastare
1227,beschädigen::V,uszkodzić,danneggiare
1228,zerbrechen::V,złamać,rompere
1229,zerbrechen::V,złamać,spezzare
1230,zerreißen::V,drzeć,stracciare
1231,zerreißen::V,rozdzierać,stracciare
1232,zerstören::V,zniszczyć,distrùggere
1233,verbrennen::V,spalić,bruciare
1234,geben::V,dać,dare
1235,reichen::V,podać,pòrgere
1236,schenken::V,darować,regalare
1237,versprechen::V,obiecać,promettere
1238,wünschen::V,życzyć,augurare
1239,loben::V,chwalić,lodare
1240,küssen::V,całować,baciare
1241,wiegen::V,kołysać,cullare
1242,wiegen::V,kołysać,dondolare
1243,zudecken::V,przykryć,coprire
1244,wecken::V,zbudzić,svegliare
1245,zeigen::V,pokazać,indicare
1246,führen::V,wieść,guidare
1247,führen::V,wieść,condurre
1248,führen::V,prowadzić,guidare
1249,führen::V,prowadzić,condurre
1250,lehren::V,uczyć,insegnare
1251,unterrichten::V,nauczać,istruire
1252,unterrichten::V,nauczać,insegnare
1253,aufziehen::V,wychować,allevare
1254,leiten::V,kierować,avviare
1255,leiten::V,kierować,dirìgere
1256,antreiben::V,popędzić,incitare
1257,lassen::V,zostawić,fare
1258,einladen::V,zaprosić,invitare
1259,vereinigen::V,zjednoczyć,unire
1260,besuchen::V,odwiedzić,visitare
1261,besuchen::V,odwiedzić,far vìsita a
1262,treffen::V,trafić,incontrare
1263,treffen::V,spotkać,incontrare
1264,sich versammeln::V,zebrać się,rinunirsi
1265,sich versammeln::V,zgromadzić się,rinunirsi
1266,spielen::V,grać,giocare
1267,spielen::V,bawić się,giocare
1268,singen::V,śpiewać,cantare
1269,tanzen::V,pląsać,danzare
1270,tanzen::V,tańczyć,danzare
1271,sich trennen::V,rozstać się,separarsi
1272,verlassen::V,opuścić,lasciare
1273,verlassen::V,opuścić,abbandonare
1274,retten::V,ocalić,salvare
1275,retten::V,uratować,salvare
1276,bewachen::V,pilnować,custodire
1277,schützen::V,ochronić,protèggere
1278,verteidigen::V,bronić,difèndere
1279,sich schlagen::V,pobić się,bàttersi
1280,schießen::V,strzelać,sparare
1281,siegen::V,zwycziężyć,vìncere
1282,ärgern::V,gniewać,stizzire
1283,schlagen::V,bić,bàttere
1284,schlagen::V,uderzyć,bàttere
1285,treten::V,kopnąć,calciare
1286,stechen::V,ukłuć,pùngere
1287,stoßen::V,popchnąć,urtare
1288,stoßen::V,popchnąć,spìngere
1289,stehlen::V,ukraść,rubare
1290,stören::V,zakłócić,disturbare
1291,stören::V,przeszkodzić,disturbare
1292,belästigen::V,dokuczać,molestare
1293,belästigen::V,dokuczać,importunare
1294,verbergen::V,ukryć,celare
1295,verbergen::V,ukryć,nascondere
1296,täuschen::V,łudzić,ingannare
1297,betrügen::V,oszukać,frodare
1298,betrügen::V,oszukać,truffare
1299,töten::V,zabić,uccìdere
1300,wohnen::V,mieszkać,abitare
1301,arbeiten::V,pracować,lavorare
1302,sammeln::V,zebrać,raccògliere
1303,sammeln::V,zebrać,collezionare
1304,pflücken::V,zerwać,cògliere
1305,jagen::V,polować,cacciare
1306,fischen::V,łowić ryby,pescare
1307,fassen::V,złapać,catturare
1308,fassen::V,złapać,acchiappare
1309,hüten::V,paść,pascolare
1310,treiben::V,pędzić,spìngere
1311,anbinden::V,przywiązać,legare
1312,anbinden::V,przywiązać,attaccare
1313,füttern::V,karmić,dar da mangiare a
1314,melken::V,doić,mùngere
1315,hacken::V,rąbać,tritare
1316,hacken::V,rąbać,spaccare
1317,gießen::V,lać,annaffiare
1318,gießen::V,podlać,annaffiare
1319,reifen::V,dojrzeć,maturare
1320,zubereiten::V,przyrządzić,preparare
1321,kochen::V,gotować,cuòcere
1322,backen::V,piec,cuòcere
1323,backen::V,piec,cuòcere al forno
1324,braten::V,piec,frìggere
1325,braten::V,piec,arrostire
1326,braten::V,smażyć,frìggere
1327,braten::V,smażyć,arrostire
1328,umrühren::V,przemieszać,mescolare
1329,stricken::V,dziać,llavorare a maglia
1330,nähen::V,szyć,cucire
1331,färben::V,pofarbować,tìngere
1332,reinigen::V,oczyścić,pulire
1333,reinigen::V,oczyścić,nettare
1334,waschen::V,prać,lavare
1335,abwischen::V,obetrzeć,asciugare
1336,spülen::V,płukać,lavare
1337,spülen::V,płukać,sciacquare
1338,fegen::V,zamiatać,spazzare
1339,kehren::V,zamieść,spazzare
1340,baden::V,kąpać się,bagnarsi
1341,baden::V,kąpać się,fare il bagno
1342,sich waschen::V,myć się,lavarsi
1343,ausziehen::V,zdjąć,tògliersi
1344,anziehen::V,włożyć,mettersi
1345,anziehen::V,włożyć,indossare
1346,sich anziehen::V,ubrać się,vestirsi
1347,kämmen::V,uczesać,pettinare
1348,schmücken::V,ozdabiać,ornare
1349,schmücken::V,ozdabiać,decorare
1350,sagen::V,powiedzieć,dire
1351,sprechen::V,mówić,parlare
1352,reden::V,mówić,parlare
1353,sich unterhalten::V,rozmawiać,conversare
1354,fragen::V,zapytać,chièdere
1355,fragen::V,zapytać,domandare
1356,bitten::V,prosić,pregare
1357,erzählen::V,opowiedzieć,narrare
1358,erzählen::V,opowiedzieć,raccontare
1359,mitteilen::V,zawiadomić o,comunicare
1360,nennen::V,nazwać,nominare
1361,rufen::V,wołać,chiamare
1362,prahlen::V,chełpić się,vantarsi
1363,übersetzen::V,tłumaczyć,tradurre
1364,denken::V,myśleć,pensare
1365,glauben::V,sądzić,credere
1366,glauben::V,wierzyć,credere
1367,bemerken::V,zauważyć,notare
1368,bemerken::V,zauważyć,osservare
1369,erkennen::V,poznać,riconoscere
1370,begreifen::V,zrozumieć,capire
1371,begreifen::V,zrozumieć,comprèndere
1372,verstehen::V,rozumieć,intèndere
1373,verstehen::V,rozumieć,comprèndere
1374,verstehen::V,dosłyszeć,intèndere
1375,verstehen::V,dosłyszeć,comprèndere
1376,lernen::V,uczyć się,imparare
1377,lernen::V,uczyć się,apprèndere
1378,wissen::V,wiedzieć,sapere
1379,sich erinnern an::V,przypomnieć sobie,ricordare
1380,sich erinnern an::V,przypomnieć sobie,ricordarsi di
1381,vergessen::V,zapomnieć,dimenticare
1382,messen::V,mierzyć,misurare
1383,zählen::V,liczyć,contare
1384,rechnen::V,rachować,contare
1385,rechnen::V,rachować,calcolare
1386,lesen::V,czytać,lèggere
1387,malen::V,malować,dipìngere
1388,zeichnen::V,rysować,disegnare
1389,schreiben::V,pisać,scrìvere
1390,besitzen::V,posiadać,possedere
1391,kaufen::V,kupić,comprare
1392,kaufen::V,kupić,acquistare
1393,verkaufen::V,sprzedać,vendere
1394,bezahlen::V,zapłacić,pagare
1395,zahlen::V,płacić,pagare
1396,beherrschen::V,opanować,dominare
1397,ertragen::V,znieść,sopportare
