,Concept_ID,he,uk
815,klingeln::V,צלצל,дзвонити
816,klirren::V,קרקש,дзвякати
817,brausen::V,געש,бушувати
818,rauschen::V,רשרש,шелестіти
819,klingen::V,נשמע,лунати
820,klingen::V,נשמע,звучати
821,bellen::V,נבח,гавкати
822,heulen::V,ילל,вити
823,blasen::V,נשף,дунути
824,pfeifen::V,שרק,свистіти
825,schreien::V,צעק,кричати
826,stöhnen::V,נאנק,стогнати
827,zittern::V,רעד,тремтіти
828,leben::V,חי,жити
829,geboren werden::V,נולד,народитися
830,atmen::V,נשם,дихати
831,trinken::V,שתה,пити
832,essen::V,אכל,їсти
833,schlucken::V,בלע,ковтати
834,müde werden::V,התעיף,втомитися
835,einschlafen::V,נרדם,заснути
836,schlafen::V,ישן,спати
837,aufwachen::V,התעורר,прокинутися
838,aufstehen::V,קם,встати
839,sich erholen::V,נפש,відпочивати
840,krank werden::V,חלה,захворіти
841,krank sein::V,היה חולה,хворіти
842,schmerzen::V,כאב,боліти
843,husten::V,השתעל,кашляти
844,genesen::V,הבריא,одужати
845,genesen::V,הבריא,видужати
846,sterben::V,מת,померти
847,umkommen::V,נספה,згинути
848,sich bewegen::V,נע,рухатися
849,sich rühren::V,זז,ворушитися
850,sich erheben::V,קם,встати
851,sich setzen::V,התישב,сісти
852,hinfallen::V,נפל,упасти
853,laufen::V,הלך ברגל,ходити
854,schreiten::V,פסע,крокувати
855,spazierengehen::V,טיל,гуляти
856,eilen::V,אץ,спішити
857,eilen::V,מהר,спішити
858,sich beeilen::V,מהר,поспішати
859,sausen::V,אץ,мчатися
860,rennen::V,רץ,бігати
861,springen::V,קפץ,скакати
862,springen::V,קפץ,стрибати
863,klettern::V,טפס,лазити
864,schaukeln::V,התנדנד,гойдатися
865,kriechen::V,זחל,повзати
866,schwimmen::V,שחה,пливти
867,schwimmen::V,שחה,плавати
868,tauchen::V,צלל,пірнати
869,rudern::V,חתר,гребти
870,rudern::V,חתר,веслувати
871,fahren::V,נסע,їхати
872,fliegen::V,עף,літати
873,gehen::V,הלך,іти
874,weggehen::V,עזב,піти
875,abfahren::V,יצא,від’їхати
876,abfahren::V,יצא,відправитися
877,anhalten::V,עצר,зупинитися
878,hineingehen::V,נכנס,входити
879,eintreten::V,נכנס,увійти
880,kommen::V,בא,прийти
881,ankommen::V,הגיע,прибути
882,zurückkommen::V,שב,повернутися
883,zurückkommen::V,חזר,повернутися
884,bleiben::V,נשאר,залишитися
885,warten::V,חכה,чекати
886,warten::V,המתין,чекати
887,erwarten::V,צפה,чекати
888,suchen::V,חפש,шукати
889,finden::V,מצא,знайти
890,versuchen::V,נסה,випробовувати
891,vorbereiten::V,הכין,підготувати
892,lieben::V,אהב,любити
893,mögen::V,אהב,любити
894,mögen::V,אהב,подобатися
895,lachen::V,צחק,сміятися
896,rühren::V,נגע ללב,розчулити
897,weinen::V,בכה,плакати
898,schimpfen::V,גער,лаятися
899,sich ärgern::V,זעם,сердитися
900,sich ärgern::V,כעס,сердитися
901,sich fürchten::V,פחד,боятися
902,sich fürchten::V,חשש,боятися
903,fürchten::V,פחד מ,боятися
904,fürchten::V,חשש מ,боятися
905,fliehen::V,ברח,тікати
906,flüchten::V,נמלט,утекти
907,sehen::V,ראה,бачити
908,anschauen::V,הביט,поглянути
909,ansehen::V,התבונן,дивитися на
910,hören::V,שמע,чути
911,zuhören::V,הקשיב,слухати
912,probieren::V,נסה,покуштувати
913,riechen::V,הריח,нюхати
914,fühlen::V,חש,відчувати
915,scheinen::V,נדמה,здаватися
916,zu sehen sein::V,נראה,виднітися
917,vernehmen::V,נודע ל,почути
918,frieren::V,קר ל,мерзнути
919,tun::V,פעל,робити
920,können::V,יכל,могти
921,wollen::V,רצה,хотіти
922,anfangen::V,התחיל,почати
923,beenden::V,גמר,закінчити
924,aufhören::V,סים,перестати
925,gelingen::V,הצליח,вдатися
926,geraten::V,עלה,опинитися
927,öffnen::V,פתח,відкрити
928,schließen::V,סגר,закрити
929,stellen::V,העמיד,поставити
930,setzen::V,הושיב,посадити
931,legen::V,שם,класти
932,berühren::V,נגע,чіпати
933,verbinden::V,קשר,зв’язати
934,bedecken::V,כסה,покрити
935,aufhängen::V,תלה,повісити
936,anzünden::V,הצית,запалити
937,aufheben::V,אסף,підняти
938,zurücklassen::V,השאיר,залишити
939,verlieren::V,אבד,загубити
940,fallen lassen::V,שמט,упустити
941,fallen lassen::V,הפיל,упустити
942,machen::V,עשה,зробити
943,herstellen::V,יצר,виготовити
944,bauen::V,בנה,будувати
945,reparieren::V,תקן,лагодити
946,verbessern::V,שפר,поліпшити
947,ändern::V,שנה,змінити
948,graben::V,חפר,копати
949,beugen::V,כפף,зігнути
950,biegen::V,כופף,погнути
951,drehen::V,סובב,вертіти
952,wenden::V,הפך,повернути
953,umdrehen::V,סובב,перевернути
954,heben::V,הרים,піднімати
955,hochheben::V,הרים,підняти
956,ergreifen::V,אחז,схопити
957,halten::V,החזיק,тримати
958,drücken::V,לחץ,натискати
959,schieben::V,הזיז,пхати
960,schieben::V,הזיז,штовхати
961,kratzen::V,שרט,шкребти
962,kratzen::V,שפשף,шкребти
963,lecken::V,לקק,лизати
964,beißen::V,נשך,кусати
965,abreißen::V,קרע,відірвати
966,abschneiden::V,חתך,відрізати
967,binden::V,קשר,в’язати
968,stecken::V,תקע,увіткнути
969,brechen::V,שבר,зламати
970,klopfen::V,נקש,стукати
971,hauen::V,הכה,бити
972,kleben::V,הדביק,клеїти
973,reiben::V,שפשף,терти
974,streichen::V,מרח,намазати
975,schleifen::V,השחיז,точити
976,schneiden::V,גזר,різати
977,rütteln::V,נענע,хитати
978,schütteln::V,נער,трясти
979,schwenken::V,נופף,махати
980,schwenken::V,טלטל,махати
981,schütten::V,שפך,налити
982,füllen::V,מלא,наповнити
983,einwickeln::V,עטף,загорнути
984,tragen::V,נשא,нести
985,schleppen::V,סחב,тягти
986,ziehen::V,משך,тягнути
987,aufbewahren::V,שמר,зберігати
988,werfen::V,זרק,кидати
989,fangen::V,תפס,ловити
990,packen::V,אחז,схопити
991,verstecken::V,החביא,сховати
992,teilen::V,חלק,розділити
993,schicken::V,שלח,посилати
994,bringen::V,הביא,принести
995,hinzufügen::V,הוסיף,додати
996,bekommen::V,תפס,дістати
997,erhalten::V,קבל,одержати
998,nehmen::V,אחז,взяти
999,wählen::V,בחר,вибрати
1000,auswählen::V,בחר ב,відібрати
1001,bewahren::V,קים,зберегти
1002,behindern::V,מנע,перешкоджати
1003,verderben::V,מנע,зіпсувати
1004,beschädigen::V,הזיק,зашкодити
1005,zerbrechen::V,נשבר,розбити
1006,zerreißen::V,קרע,розірвати
1007,zerstören::V,הרס,зруйнувати
1008,zerstören::V,השמיד,зруйнувати
1009,verbrennen::V,שרף,спалити
1010,geben::V,נתן,дати
1011,reichen::V,העביר,передати
1012,schenken::V,נתן במתנה,дарувати
1013,versprechen::V,הבטיח,обіцяти
1014,wünschen::V,אחל,бажати
1015,loben::V,שבח,хвалити
1016,küssen::V,נשק,цілувати
1017,wiegen::V,נדנד,качати
1018,zudecken::V,כסה,накрити
1019,wecken::V,עורר,розбудити
1020,zeigen::V,הראה,показати
1021,führen::V,הביא,вести
1022,führen::V,הוביל,вести
1023,lehren::V,למד,вчити
1024,unterrichten::V,למד,викладати
1025,aufziehen::V,רומם,виховати
1026,leiten::V,נהל,керувати
1027,antreiben::V,המרץ,підганяти
1028,lassen::V,נתן,змусити
1029,einladen::V,הזמין,запросити
1030,vereinigen::V,אחד,об’єднати
1031,vereinigen::V,לכד,об’єднати
1032,besuchen::V,בקר,завітати
1033,besuchen::V,בקר,відвідати
1034,treffen::V,פגש,зустріти
1035,sich versammeln::V,התאסף,зібратися
1036,spielen::V,שחק,грати
1037,singen::V,שר,співати
1038,tanzen::V,רקד,танцювати
1039,sich trennen::V,נפרד,розлучитися
1040,verlassen::V,עזב,покинути
1041,retten::V,הציל,врятувати
1042,bewachen::V,שמר,охороняти
1043,schützen::V,אבטח,уберігати
1044,verteidigen::V,הגן,захистити
1045,sich schlagen::V,התכתש,битися
1046,sich schlagen::V,התכתש,дратися
1047,schießen::V,ירה,стріляти
1048,siegen::V,גבר,перемогти
1049,siegen::V,נצח,перемогти
1050,ärgern::V,עצבן,сердити
1051,schlagen::V,הכה,ударити
1052,schlagen::V,הלקה,ударити
1053,treten::V,בעט,штовхати
1054,stechen::V,דקר,вколоти
1055,stoßen::V,דחק,штовхнути
1056,stehlen::V,גנב,украсти
1057,stören::V,קטע,перешкодити
1058,stören::V,הפריע,перешкодити
1059,belästigen::V,הציק,докучати
1060,belästigen::V,הטריד,докучати
1061,verbergen::V,הצניע,сховати
1062,täuschen::V,שגע,обдурити
1063,betrügen::V,הונה,зшахраювати
1064,töten::V,הרג,убити
1065,wohnen::V,גר,жити
1066,wohnen::V,גר,мешкати
1067,arbeiten::V,עבד,працювати
1068,sammeln::V,אסף,зібрати
1069,pflücken::V,קטף,зривати
1070,jagen::V,צד,полювати
1071,fischen::V,דג,рибалити
1072,fassen::V,תפס,піймати
1073,hüten::V,רעה,пасти
1074,treiben::V,הוציא,гнати
1075,anbinden::V,קשר,прив’язати
1076,füttern::V,הלעיט,годувати
1077,füttern::V,הלעיט,харчувати
1078,melken::V,חלב,доїти
1079,hacken::V,קצץ,рубати
1080,gießen::V,השקה,полити
1081,reifen::V,בשל,дозріти
1082,zubereiten::V,הכין,зготовити
1083,zubereiten::V,הכין,приготувати
1084,kochen::V,בשל,варити
1085,kochen::V,בשל,готувати
1086,backen::V,אפה,пекти
1087,braten::V,צלה,смажити
1088,braten::V,טגן,смажити
1089,umrühren::V,ערבב,переміщати
1090,stricken::V,סרג,в’язати
1091,nähen::V,תפר,шити
1092,färben::V,צבע,пофарбувати
1093,reinigen::V,נקה,очистити
1094,waschen::V,רחץ,мити
1095,waschen::V,כבס,мити
1096,abwischen::V,נגב,витерти
1097,spülen::V,שטף,полоскати
1098,fegen::V,טאטא,підмітати
1099,kehren::V,טאטא,мести
1100,baden::V,טבל,купатися
1101,baden::V,שחה,купатися
1102,sich waschen::V,התרחץ,митися
1103,ausziehen::V,הוריד,зняти
1104,anziehen::V,לבש,надіти
1105,sich anziehen::V,התלבש,одягтися
1106,sich anziehen::V,התלבש,одягнутися
1107,kämmen::V,סרק,зачесати
1108,schmücken::V,קשט,оздобити
1109,sagen::V,אמר,сказати
1110,sprechen::V,דבר,говорити
1111,reden::V,דבר,розмовляти
1112,sich unterhalten::V,שוחח,бесідувати
1113,fragen::V,שאל,запитати
1114,bitten::V,בקש,просити
1115,erzählen::V,ספר,розповісти
1116,mitteilen::V,מסר,повідомити
1117,mitteilen::V,הודיע,повідомити
1118,nennen::V,קרא בשם,назвати
1119,rufen::V,גיס,кликати
1120,rufen::V,הזמין לבוא,кликати
1121,prahlen::V,התרברב,хвалитися
1122,übersetzen::V,תרגם,перекласти
1123,denken::V,חשב,думати
1124,denken::V,חשב,мислити
1125,glauben::V,האמין,вірити
1126,bemerken::V,הבחין,помітити
1127,erkennen::V,זהה,пізнати
1128,begreifen::V,קלט,осягнути
1129,begreifen::V,הבין,осягнути
1130,verstehen::V,הבין,почути
1131,lernen::V,למד,навчатися
1132,wissen::V,ידע,знати
1133,sich erinnern an::V,זכר,пам’ятати
1134,vergessen::V,שכח,забути
1135,messen::V,מדד,міряти
1136,zählen::V,ספר,лічити
1137,rechnen::V,חשב,рахувати
1138,lesen::V,קרא,читати
1139,malen::V,ציר,малювати
1140,zeichnen::V,שרטט,рисувати
1141,schreiben::V,כתב,писати
1142,besitzen::V,היה בעל של,мати
1143,kaufen::V,קנה,купити
1144,kaufen::V,רכש,купити
1145,verkaufen::V,מכר,продати
1146,bezahlen::V,שלם,заплатити
1147,zahlen::V,שלם,платити
1148,beherrschen::V,שלט,володіти
1149,ertragen::V,סבל,витерпіти
