,Concept_ID,eu,zh
849,oder::CNJ,edo,或者
850,stehen::V,zutik egon,站
851,sitzen::V,eserita egon,坐
852,liegen::V,etzan,躺着
853,hängen::V,eskegita egon,挂着
854,hängen::V,zintzilik egon,挂着
855,werden::V,bihurtu,成为
856,werden::V,bilakatu,成为
857,passieren::V,pasatu,发生
858,passieren::V,gertatu,发生
859,beginnen::V,hasi,开始
860,enden::V,bukatu,终止
861,wechseln::V,aldatu,变迁
862,aufgehen[Sonne]::V,ilki,升起
863,aufgehen[Sonne]::V,sortu,升起
864,untergehen[Sonne]::V,sartu,下落
865,scheinen[Sonne]::V,eguzkia egon,照射
866,donnern::V,trumoia jo,打雷
867,wehen::V,haizea ibili,飘扬
868,strömen::V,zorrotadaka isuri,流
869,fließen::V,isuri,流动
870,sich drehen::V,biratu,转动
871,schwanken::V,zabuka ibili,摇摆
872,schwingen::V,kulunkatu,摇
873,fallen::V,erori,坠落
874,brennen::V,sutan egon,燃烧
875,rauchen::V,kea bota,冒烟
876,regnen::V,euria ari izan,下雨
877,gefrieren::V,izoztu,结冰
878,gefrieren::V,hormatu,结冰
879,tauen::V,gesaldu,融化
880,schmelzen::V,urtu,溶化
881,trocknen::V,idortu,变干
882,trocknen::V,lehortu,变干
883,sieden::V,irakin,煮
884,faulen::V,hirotu,腐烂
885,faulen::V,usteldu,腐烂
886,verfaulen::V,hirotu,腐烂
887,verfaulen::V,usteldu,腐烂
888,reißen::V,eten,撕
889,reißen::V,tarrat egin,撕
890,versinken::V,urperatu,下沉
891,vergehen::V,iragan,流逝
892,erscheinen::V,agertu,出现
893,verschwinden::V,desagertu,消失
894,sinken::V,beheititu,下降
895,abnehmen::V,gutxitu,减少
896,abnehmen::V,beheratu,减少
897,zunehmen::V,gora egin,增加
898,steigen::V,igo,上升
899,wachsen::V,hazi,生长
900,glänzen::V,distiratu,发光
901,funkeln::V,izarniatu,闪烁
902,lärmen::V,zarata atera,吵闹
903,läuten::V,jo,响
904,läuten::V,hots egin,响
905,klingeln::V,txirrina jo,按铃
906,klirren::V,tintin egin,
907,brausen::V,marru egin,疾驶
908,rauschen::V,fir-fir egin,
909,klingen::V,soinu egin,听起来
910,bellen::V,zaunkatu,吠
911,heulen::V,ulu egin,嗥
912,heulen::V,uhuri egin,嗥
913,blasen::V,ufa egin,吹
914,blasen::V,putz egin,吹
915,pfeifen::V,txistu egin,吹口哨
916,schreien::V,oihu egin,叫喊
917,schreien::V,garrasi egin,叫喊
918,stöhnen::V,intziri egin,呻吟
919,zittern::V,ikara egin,颤抖
920,zittern::V,dar-dar egin,颤抖
921,leben::V,bizi izan,生存
922,geboren werden::V,jaio,出生
923,atmen::V,hats egin,呼吸
924,atmen::V,arnasa egin,呼吸
925,trinken::V,edan,喝
926,essen::V,jan,吃
927,schlucken::V,irentsi,咽
928,müde werden::V,unatu,疲倦
929,müde werden::V,nekatu,疲倦
930,einschlafen::V,lokartu,入睡
931,schlafen::V,lo egin,睡觉
932,aufwachen::V,esnatu,睡醒
933,aufwachen::V,atzarri,睡醒
934,aufstehen::V,jaiki,起床
935,sich erholen::V,atseden egin,休养
936,krank werden::V,gaixotu,生病
937,krank sein::V,eri izan,生病
938,krank sein::V,gaixo izan,生病
939,schmerzen::V,min egin,疼痛
940,husten::V,eztul egin,咳
941,genesen::V,osatu,痊愈
942,sterben::V,hil,死
943,sterben::V,zendu,死
944,umkommen::V,istripuz hil,丧命
945,sich bewegen::V,higitu,移动
946,sich rühren::V,zirkin egin,动弹
947,sich erheben::V,zutitu,站起
948,sich erheben::V,altxatu,站起
949,sich setzen::V,eseri,坐
950,sich setzen::V,jesarri,坐
951,hinfallen::V,erori,跌倒
952,laufen::V,ibili,步行
953,schreiten::V,oinkatu,迈步
954,spazierengehen::V,paseatu,散步
955,spazierengehen::V,ostera bat egin,散步
956,eilen::V,lasterkatu,急忙
957,sich beeilen::V,lehiatu,赶快
958,sausen::V,ziztu bizian joan,疾驰
959,rennen::V,lasterka egin,奔跑
960,springen::V,jauzi egin,跳
961,klettern::V,igo,攀缘
962,schaukeln::V,zabu egin,荡秋千
963,schaukeln::V,zanbulu egin,荡秋千
964,kriechen::V,narras egin,爬行
965,schwimmen::V,igerikatu,游泳
966,schwimmen::V,igeri egin,游泳
967,tauchen::V,murgildu,潜水
968,tauchen::V,pulunpatu,潜水
969,rudern::V,bogatu,划船
970,rudern::V,arraun egin,划船
971,fahren::V,joan,行驶
972,fliegen::V,hegaldatu,飞
973,fliegen::V,hegan egin,飞
974,gehen::V,joan,走
975,weggehen::V,alde egin,离去
976,abfahren::V,abiatu,出发
977,anhalten::V,geratu,停住
978,anhalten::V,gelditu,停住
979,hineingehen::V,sartu,进去
980,eintreten::V,sartu,进入
981,kommen::V,etorri,来
982,ankommen::V,heldu,到达
983,ankommen::V,iritsi,到达
984,zurückkommen::V,itzuli,回来
985,bleiben::V,gelditu,停留
986,warten::V,itxaron,等
987,warten::V,zain egon,等
988,erwarten::V,iguriki,等候
989,suchen::V,bilatu,找
990,finden::V,idoro,找到
991,finden::V,aurkitu,找到
992,versuchen::V,saiatu,尝试
993,versuchen::V,ahalegindu,尝试
994,vorbereiten::V,gertatu,预备
995,lieben::V,maitatu,爱
996,lieben::V,maite izan,爱
997,mögen::V,laket izan,喜欢
998,mögen::V,atsegin izan,喜欢
999,lachen::V,irri egin,笑
1000,lachen::V,barre egin,笑
1001,rühren::V,hunkitu,
1002,weinen::V,negar egin,哭
1003,schimpfen::V,erneguka ari izan,骂
1004,sich ärgern::V,ernegatu,生气
1005,sich ärgern::V,haserretu,生气
1006,sich fürchten::V,beldur izan,害怕
1007,fürchten::V,beldur izan,害怕
1008,fliehen::V,ihes egin,逃走
1009,flüchten::V,ihes egin,逃跑
1010,sehen::V,ikusi,看
1011,anschauen::V,begietsi,注视
1012,ansehen::V,begiratu,注视
1013,hören::V,aditu,听
1014,zuhören::V,entzun,倾听
1015,probieren::V,dastatu,尝
1016,riechen::V,usnatu,闻
1017,riechen::V,usaindu,闻
1018,fühlen::V,sentitu,感到
1019,scheinen::V,iruditu,照耀
1020,scheinen::V,begitandu,照耀
1021,zu sehen sein::V,azaldu,可以看到
1022,vernehmen::V,aditu,审讯
1023,frieren::V,hotz izan,觉得冷
1024,tun::V,egin,作
1025,können::V,ahal izan,能
1026,wollen::V,nahi izan,要
1027,anfangen::V,hasi,开始
1028,beenden::V,bukatu,结束
1029,aufhören::V,utzi,停止
1030,gelingen::V,lortu,成功
1031,geraten::V,heldu,陷于
1032,öffnen::V,ireki,打开
1033,öffnen::V,zabaldu,打开
1034,schließen::V,itxi,关
1035,stellen::V,ipini,放
1036,setzen::V,jesarri,放
1037,legen::V,jarri,摆
1038,berühren::V,ukitu,触
1039,verbinden::V,uztartu,联结
1040,bedecken::V,estali,覆盖
1041,aufhängen::V,eseki,挂
1042,aufhängen::V,eskegi,挂
1043,anzünden::V,piztu,点
1044,aufheben::V,jaso,拾起
1045,zurücklassen::V,atzean utzi,遗留
1046,verlieren::V,galdu,丧失
1047,fallen lassen::V,erortzen utzi,让掉下
1048,machen::V,egin,做
1049,herstellen::V,ekoiztu,生产
1050,bauen::V,eraiki,建造
1051,reparieren::V,konpondu,修理
1052,verbessern::V,hobetu,改进
1053,ändern::V,mudatu,改变
1054,graben::V,aitzurtu,挖
1055,beugen::V,makurtu,弯下
1056,biegen::V,malgutu,弯
1057,biegen::V,makolatu,弯
1058,drehen::V,jiratu,转动
1059,wenden::V,bihurtu,转动
1060,umdrehen::V,biratu,转动
1061,umdrehen::V,alderantzikatu,转动
1062,heben::V,jaso,举起
1063,heben::V,goratu,举起
1064,hochheben::V,goratu,抬高
1065,hochheben::V,altxatu,抬高
1066,ergreifen::V,oratu,抓住
1067,halten::V,eutsi,拿着
1068,drücken::V,sakatu,压
1069,schieben::V,bultzatu,推
1070,kratzen::V,hatz egin,搔
1071,kratzen::V,hazka egin,搔
1072,lecken::V,miaztu,舔
1073,lecken::V,lamikatu,舔
1074,beißen::V,hozka egin,咬
1075,beißen::V,ausiki egin,咬
1076,abreißen::V,kendu,撕下
1077,abschneiden::V,moztu,切断
1078,abschneiden::V,pikatu,切断
1079,binden::V,lotu,捆
1080,binden::V,estekatu,捆
1081,stecken::V,sartu,插
1082,brechen::V,apurtu,断裂
1083,klopfen::V,jo,敲
1084,hauen::V,jo,揍
1085,kleben::V,itsatsi,粘
1086,reiben::V,igurtzi,摩擦
1087,streichen::V,igurtzi,涂
1088,schleifen::V,zorroztu,拖曳
1089,schneiden::V,moztu,切
1090,rütteln::V,astindu,颠簸
1091,rütteln::V,inarrosi,颠簸
1092,schütteln::V,astindu,摇动
1093,schütteln::V,inarrosi,摇动
1094,schwenken::V,zabukatu,摇动
1095,schütten::V,isuri,倒
1096,füllen::V,bete,填满
1097,einwickeln::V,bildu,包
1098,tragen::V,eroan,提
1099,tragen::V,eraman,提
1100,schleppen::V,narrastu,扛
1101,schleppen::V,herrestatu,扛
1102,ziehen::V,tira egin,拉
1103,aufbewahren::V,gorde,保存
1104,werfen::V,jaurti,扔
1105,werfen::V,aurtiki,扔
1106,fangen::V,atzeman,捕捉
1107,packen::V,heldu,抓住
1108,verstecken::V,ostendu,藏
1109,verstecken::V,ezkutatu,藏
1110,teilen::V,zatitu,分
1111,schicken::V,bidali,派遣
1112,bringen::V,ekarri,带来
1113,hinzufügen::V,eratxiki,添加
1114,hinzufügen::V,gaineratu,添加
1115,bekommen::V,jaso,得到
1116,erhalten::V,jaso,接到
1117,nehmen::V,hartu,拿
1118,wählen::V,hautatu,挑选
1119,wählen::V,aukeratu,挑选
1120,auswählen::V,hautatu,选择
1121,auswählen::V,aukeratu,选择
1122,bewahren::V,begiratu,保持
1123,behindern::V,oztopatu,防碍
1124,verderben::V,hondatu,败坏
1125,beschädigen::V,akastu,损坏
1126,zerbrechen::V,apurtu,破碎
1127,zerreißen::V,zarratatu,撕碎
1128,zerstören::V,suntsitu,毁坏
1129,verbrennen::V,erre,燃烧
1130,verbrennen::V,kiskali,燃烧
1131,geben::V,eman,给
1132,reichen::V,luzatu,递给
1133,reichen::V,helarazi,递给
1134,schenken::V,oparitu,赠送
1135,versprechen::V,agindu,许诺
1136,wünschen::V,opatu,祝
1137,wünschen::V,opetsi,祝
1138,loben::V,laudatu,表扬
1139,loben::V,goraipatu,表扬
1140,küssen::V,musu eman,亲
1141,wiegen::V,kulunkatu,轻摇
1142,zudecken::V,estali,盖上
1143,wecken::V,esnatu,唤起
1144,wecken::V,iratzartu,唤起
1145,zeigen::V,erakutsi,指
1146,führen::V,gidatu,带领
1147,lehren::V,irakatsi,教
1148,unterrichten::V,eskolak eman,讲课
1149,aufziehen::V,hazi,抚养
1150,leiten::V,arteztu,领导
1151,antreiben::V,bulkatu,催促
1152,lassen::V,-arazi,让
1153,einladen::V,gonbidatu,邀请
1154,vereinigen::V,batu,统一
1155,vereinigen::V,bateratu,统一
1156,besuchen::V,ikustatu,参观
1157,treffen::V,topatu,会面
1158,sich versammeln::V,bildu,聚集
1159,spielen::V,jolastu,玩
1160,singen::V,abestu,唱歌
1161,singen::V,kantatu,唱歌
1162,tanzen::V,dantzatu,跳舞
1163,tanzen::V,dantzan egin,跳舞
1164,sich trennen::V,banandu,分别
1165,verlassen::V,utzietsi,离开
1166,retten::V,salbatu,救
1167,retten::V,gaizkatu,救
1168,bewachen::V,jagon,守卫
1169,bewachen::V,zaindu,守卫
1170,schützen::V,babestu,保护
1171,schützen::V,gerizatu,保护
1172,verteidigen::V,aldeztu,保卫
1173,sich schlagen::V,elkar jo,打架
1174,sich schlagen::V,elkar borrokatu,打架
1175,schießen::V,tiro egin,射击
1176,siegen::V,irabazi,获胜
1177,ärgern::V,ernegatu,激怒
1178,ärgern::V,haserretu,激怒
1179,schlagen::V,jo,打
1180,schlagen::V,erauntsi,打
1181,treten::V,zapaldu,踢
1182,treten::V,ostiaktu,踢
1183,stechen::V,sastatu,刺
1184,stoßen::V,bultzatu,撞
1185,stehlen::V,ostu,盗窃
1186,stehlen::V,lapurtu,盗窃
1187,stören::V,galarazi,干扰
1188,belästigen::V,gohaindu,打搅
1189,belästigen::V,alamena eman,打搅
1190,verbergen::V,ezkutatu,隐藏
1191,täuschen::V,tronpatu,欺骗
1192,täuschen::V,engainatu,欺骗
1193,betrügen::V,iruzurtu,欺骗
1194,töten::V,hil,杀
1195,töten::V,heriotza eman,杀
1196,wohnen::V,bizi izan,居住
1197,arbeiten::V,lan egin,工作
1198,arbeiten::V,behar egin,工作
1199,sammeln::V,bildu,收集
1200,sammeln::V,bildumatu,收集
1201,pflücken::V,batu,采
1202,pflücken::V,bildu,采
1203,jagen::V,ehizatu,打猎
1204,fischen::V,arrantzatu,捕鱼
1205,fischen::V,arrantza egin,捕鱼
1206,fassen::V,harrapatu,捉住
1207,hüten::V,begiratu,守护
1208,treiben::V,bultza egin,漂
1209,anbinden::V,estekatu,拴
1210,füttern::V,bazkatu,喂
1211,melken::V,jetzi,挤奶
1212,hacken::V,xehatu,剁细
1213,gießen::V,isuri,浇
1214,reifen::V,heldu,成熟
1215,reifen::V,zoritu,成熟
1216,zubereiten::V,prestatu,
1217,kochen::V,egosi,煮
1218,backen::V,labean egin,烤
1219,braten::V,erregosi,煎
1220,umrühren::V,eragin,搅拌
1221,stricken::V,trikotatu,织
1222,stricken::V,puntu egin,织
1223,nähen::V,josi,缝
1224,färben::V,tindatu,染色
1225,reinigen::V,ikuzi,清洁
1226,reinigen::V,garbitu,清洁
1227,waschen::V,xahutu,洗
1228,waschen::V,garbitu,洗
1229,abwischen::V,xukatu,擦掉
1230,spülen::V,irakutzi,清洗
1231,fegen::V,erraztatu,扫
1232,kehren::V,isastu,打扫
1233,baden::V,bainatu,给...洗澡
1234,baden::V,bainua hartu,给...洗澡
1235,sich waschen::V,burua garbitu,洗澡
1236,ausziehen::V,erantzi,脱
1237,anziehen::V,jantzi,穿
1238,sich anziehen::V,jantzi,穿衣
1239,kämmen::V,orraztu,梳
1240,schmücken::V,apaindu,装饰
1241,sagen::V,esan,说
1242,sprechen::V,mintzatu,说
1243,sprechen::V,hitz egin,说
1244,reden::V,hitz egin,讲
1245,sich unterhalten::V,solastu,聊天
1246,sich unterhalten::V,solas egin,聊天
1247,fragen::V,galdetu,问
1248,bitten::V,eskatu,请
1249,bitten::V,galdegin,请
1250,erzählen::V,edestu,叙述
1251,erzählen::V,kontatu,叙述
1252,mitteilen::V,jakinarazi,通知
1253,nennen::V,izena eman,叫做
1254,rufen::V,dei egin,叫
1255,prahlen::V,harrokerian ibili,吹牛
1256,prahlen::V,ahoberokeriak esan,吹牛
1257,übersetzen::V,itzuli,翻译
1258,denken::V,pentsatu,想
1259,denken::V,gogoeta egin,想
1260,glauben::V,sinetsi,以为
1261,bemerken::V,ohartu,发觉
1262,bemerken::V,konturatu,发觉
1263,erkennen::V,ezagutu,识别
1264,erkennen::V,antzeman,识别
1265,begreifen::V,ulertu,理解
1266,verstehen::V,aditu,明白
1267,lernen::V,ikasi,学
1268,wissen::V,jakin,知道
1269,sich erinnern an::V,gogoratu,回忆
1270,sich erinnern an::V,gogoan izan,回忆
1271,vergessen::V,ahaztu,忘记
1272,vergessen::V,ahantzi,忘记
1273,messen::V,neurtu,测量
1274,zählen::V,zenbatu,数
1275,zählen::V,kopuratu,数
1276,rechnen::V,kalkulatu,计算
1277,lesen::V,irakurri,读
1278,malen::V,margotu,画
1279,zeichnen::V,marraztu,绘制
1280,schreiben::V,idatzi,写
1281,besitzen::V,ukan,占有
1282,besitzen::V,eduki,占有
1283,kaufen::V,erosi,买
1284,verkaufen::V,saldu,卖
1285,bezahlen::V,ordaindu,付钱
1286,zahlen::V,ordaindu,支付
1287,beherrschen::V,menpean izan,统治
1288,ertragen::V,jasan,忍耐
1289,ertragen::V,pairatu,忍耐
