,Concept_ID,myv,be
592,dick[Gegenstand]::A,эчке,тоўсты
593,dünn::A,човине,тонкі
594,fein::A,човине,тонкі
595,fest::A,кеме,моцны
596,flach::A,лапужа,плоскі
597,glatt::A,валаня,гладкі
598,hart::A,калгодо,цвёрды
599,weich::A,чевте,мяккі
600,rund::A,кеверь,круглы
601,spitz::A,пшти,спічасты
602,spitz::A,пшти,востраканцовы
603,scharf::A,пшти,востры
604,stumpf::A,ношка,тупы
605,schwer::A,стака,цяжкі
606,schön::A,мазый,прыгожы
607,heiß::A,пси,гарачы
608,warm::A,лембе,цёплы
609,kalt::A,якшамо,холадны
610,kühl::A,экше,халаднаваты
611,frisch::A,свежа,свежы
612,feucht::A,летьке,вільготны
613,nass::A,начко,мокры
614,trocken::A,коське,сухі
615,voll::A,пешксе,поўны
616,leer::A,чаво,пусты
617,offen::A,панжадо,адкрыты
618,offen::A,панжадо,адчынены
619,offen::A,виде,адкрыты
620,offen::A,виде,адчынены
621,geschlossen::A,пекстазь,закрыты
622,geschlossen::A,пекстазь,зачынены
623,geschlossen::A,сёлгозь,закрыты
624,geschlossen::A,сёлгозь,зачынены
625,sauber::A,ванькс,чысты
626,schmutzig::A,ливезев,брудны
627,roh::A,верек,сыры
628,reif::A,кенерезь,спелы
629,lecker::A,тантей,смачны
630,süß::A,ламбамо,салодкі
631,bitter::A,сэпей,горкі
632,sauer::A,чапамо,кіслы
633,hell::A,валдо,светлы
634,dunkel::A,чопода,цёмны
635,schwarz::A,раужо,чорны
636,weiß::A,ашо,белы
637,rot::A,якстере,чырвоны
638,gelb::A,ожо,жоўты
639,blau::A,сэнь,сіні
640,grün::A,пиже,зялёны
641,grau::A,шержев,шэры
642,bunt::A,сёрмав,пяресты
643,billig::A,аволь питней,танны
644,teuer::A,питней,дарагі
645,wertvoll::A,питней,цэнны
646,wertvoll::A,питней,каштоўны
647,blind::A,сокор,сляпы
648,taub::A,амариця,глухі
649,kräftig::A,пек виев,магутны
650,stark::A,виев,сільны
651,schwach::A,лавшо,слабы
652,fett::A,куя,тлусты
653,schlank::A,виде ронга,стройны
654,hübsch::A,мазый,чароўны
655,böse::A,кежей,злы
656,dumm::A,чавола,дурны
657,dumm::A,превтеме,дурны
658,faul::A,нузякс,лянівы
659,fleißig::A,мелень путыця,руплівы
660,geizig::A,скупой,прагны
661,klug::A,превей,разумны
662,geschickt::A,маштозь теезь,умелы
663,lieb::A,вадря,мілы
664,lustig::A,весёла,вясёлы
665,sanft::A,сэтьме,ласкавы
666,hungrig::A,вачо,галодны
667,krank::A,сэредиця,хворы
668,nackt::A,штапо,голы
669,traurig::A,нусманя,сумны
670,lebendig::A,эриця,жывы
671,gut::A,паро,добры
672,schlecht::A,берянь,кепскі
673,richtig::A,виде,правільны
674,schlimm::A,берянь,агідны
675,wahr::A,алкуксонь,сапраўдны
676,alt::A,ташто,стары
677,neu::A,од,новы
678,ehemalig::A,икелень,былы
679,alt[Lebewesen]::A,сыре,стары
680,jung::A,од,малады
681,arm::A,кажов,бедны
682,reich::A,сюпав,багаты
683,bekannt::A,содавикс,знаёмы
684,berühmt::A,содавикс,славуты
685,fremd::A,лия,чужы
686,fremd::A,асодавикс,чужы
687,verschieden::A,эрьва,розны
688,nah::A,а васолонь,блізкі
689,fern::A,умонь,далёкі
690,fern::A,кезэрень,далёкі
691,linker::A,керш,левы
692,rechter::A,вить,правы
693,anderer::A,лия,іншы
694,anderer::A,лия,другі
695,erster::A,васень,першы
696,erster::A,васенце,першы
697,zweiter::A,омбоце,другі
698,dritter::A,колмоце,трэці
699,letzter::A,меельце,апошні
700,allein::ADV,башка,сам
701,allein::ADV,башка,адзін
702,allein::ADV,ськамонзо,сам
703,allein::ADV,ськамонзо,адзін
704,auf einmal::ADV,вейсэ,адразу
705,zusammen::ADV,вейс,разам
706,zusammen::ADV,вейсэ,разам
707,lange::ADV,кувать,доўга
708,plötzlich::ADV,апак учо,раптам
709,sofort::ADV,курок,зараз
710,sofort::ADV,нейке,зараз
711,später::ADV,мейле,пазней
712,jetzt::ADV,ней,цяпер
713,heute::ADV,течи,сёння
714,morgen::ADV,ванды,заўтра
715,bald::ADV,курок,хутка
716,bald::ADV,курок,неўзабаве
717,dann::ADV,мейле,потым
718,dann::ADV,седе мейле,потым
719,gestern::ADV,исяк,учора
720,einst::ADV,весть,аднойчы
721,einst::ADV,зярдо-бути,аднойчы
722,damals::ADV,сестэ,тады
723,danach::ADV,мейле,затым
724,danach::ADV,седе мейле,затым
725,vorher::ADV,васняяк,раней
726,zuerst::ADV,васня,спярша
727,zuerst::ADV,васня,спачатку
728,einmal::ADV,весть,адзін раз
729,manchmal::ADV,лиясто,часам
730,oft::ADV,сеетьстэ,часта
731,immer::ADV,свал,заўсёды
732,niemals::ADV,а зярдояк,ніколі
733,hier::ADV,тесэ,тут
734,hierhin::ADV,тей,сюды
735,von hier::ADV,тестэ,адсюль
736,von hier::ADV,тестэ,адгэтуль
737,dort::ADV,тосо,там
738,dorthin::ADV,тов,туды
739,geradeaus::ADV,витьстэ,прама
740,vorwärts::ADV,икелев,наперад
741,rückwärts::ADV,мекев,назад
742,zurück::ADV,мекев,назад
743,unten::ADV,ало,унізе
744,hinab::ADV,алов,уніз
745,oben::ADV,вере,угары
746,oben::ADV,вере,наверсе
747,hinauf::ADV,верев,угару
748,überall::ADV,эрьва косо,усюды
749,nicht::ADV,а,не
750,ein wenig::ADV,аламошка,трошкі
751,kaum::ADV,ансяк,ледзьве
752,sehr::ADV,пек,вельмі
753,sehr::ADV,вельть,вельмі
754,so::ADV,истя,так
755,noch::ADV,таго,яшчэ
756,nur::ADV,ансяк,толькі
757,schon::ADV,уш,ужо
758,wieder::ADV,таго,зноў
759,vergebens::ADV,стяко,дарма
760,vergebens::ADV,стяко,дарэмна
761,vor::PRP,икеле,перад
762,hinter::PRP,вельде,за
763,hinter::PRP,вельде,ззаду
764,unter::PRP,ало,пад
765,durch::PRP,пачк,праз
766,neben::PRP,вакссо,каля
767,zwischen::PRP,ютксо,між
768,zwischen::PRP,ютксо,паміж
769,wegen::PRP,кис,з-за
770,wegen::PRP,коряс,з-за
771,wegen::PRP,кувалт,з-за
772,dies::PRN,те,гэта
773,das::PRN,те,тое
774,das::PRN,тона,тое
775,alles::PRN,весе,усё
776,alles::PRN,весемесь,усё
777,ich::PRN,мон,я
778,du::PRN,тон,ты
779,er::PRN,сон,ён
780,wir::PRN,минь,мы
781,ihr::PRN,тынь,вы
782,sie::PRN,сынь,яны
783,was::FPRN,мезе,што
784,wer::FPRN,ки,хто
785,wo::FADV,косо,дзе
786,wohin::FADV,ков,куды
787,wohin::FADV,козо,куды
788,wie::FADV,кода,як
789,warum::FADV,мекс,чаму
790,wieviel::FNUM,зяро,колькі
791,eins::NUM,вейке,адзін
792,zwei::NUM,кавто,два
793,drei::NUM,колмо,тры
794,vier::NUM,ниле,чатыры
795,fünf::NUM,вете,пяць
796,sechs::NUM,кото,шесць
797,sieben::NUM,сисем,сем
798,acht::NUM,кавксо,восем
799,neun::NUM,вейксэ,дзевяць
800,zehn::NUM,кемень,дзесяць
801,elf::NUM,кевейкее,адзінаццаць
802,zwölf::NUM,кемгавтово,дванаццаць
803,zwanzig::NUM,комсь,дваццаць
804,dreißig::NUM,колоньгемень,трыццаць
805,vierzig::NUM,ниленьгемень,сорак
806,fünfzig::NUM,ведьгемень,пядзесят
807,sechzig::NUM,кодгемень,шесдзесят
808,siebzig::NUM,сизьгемень,семдзесят
809,achtzig::NUM,кавксоньгемень,восемдзесят
810,neunzig::NUM,вейксэньгемень,дзевяноста
811,hundert::NUM,сядо,сто
