,Concept_ID,la,hu
141,Rinde::N,cortex,kéreg
142,Ast::N,ramus,ág
143,Zweig::N,ramus,gally
144,Blatt::N,folium,levél
145,Birke::N,betulla,nyír
146,Kiefer[Baum]::N,pinus,fenyő
147,Weide[Baum]::N,salix,fűz
148,Tanne::N,abies,fenyő
149,Horn::N,cornu,szarv
150,Feder::N,penna,toll
151,Fell::N,pellis,szőr
152,Fell::N,pellis,bunda
153,Flügel::N,ala,szárny
154,Klaue::N,unguis,köröm
155,Kralle::N,unguis,karom
156,Schwanz::N,cauda,farok
157,Ei::N,ovum,tojás
158,Nest::N,nidus,fészek
159,Bau::N,cavum,odú
160,Bau::N,latibulum,odú
161,Tier::N,bestia,állat
162,Herde::N,grex,nyáj
163,Herde::N,grex,csorda
164,Kuh::N,vacca,tehén
165,Bulle::N,taurus,bika
166,Pferd::N,equus,ló
167,Schaf::N,ovis,juh
168,Schaf::N,ovis,birka
169,Schwein::N,sus,sertés
170,Schwein::N,porcus,sertés
171,Hund::N,canis,eb
172,Hund::N,canis,kutya
173,Katze::N,felis,macska
174,Bär::N,ursus,medve
175,Eichhörnchen::N,sciurus,mókus
176,Elch::N,alces,jávorszarvas
177,Fuchs::N,vulpes,róka
178,Hase::N,lepus,nyúl
179,Maus::N,mus,egér
180,Wolf::N,lupus,farkas
181,Vogel::N,avis,madár
182,Schwarm::N,examen,raj
183,Huhn::N,gallina,tyúk
184,Hahn::N,gallus,kakas
185,Gans::N,anser,lúd
186,Gans::N,anser,liba
187,Adler::N,aquila,sas
188,Ente::N,anas,kacsa
189,Eule::N,ulula,bagoly
190,Eule::N,noctua,bagoly
191,Kranich::N,grus,daru
192,Krähe::N,cornix,varjú
193,Kuckuck::N,cuculus,kakukk
194,Schwan::N,olor,hattyú
195,Schwan::N,cycnus,hattyú
196,Fisch::N,piscis,hal
197,Barsch::N,perca,sügér
198,Hecht::N,esox,csuka
199,Schlange[Tier]::N,serpens,kígyó
200,Wurm::N,vermis,kukac
201,Spinne::N,aranea,pók
202,Ameise::N,formica,hangya
203,Laus::N,pediculus,tetű
204,Mücke::N,culex,szúnyog
205,Fliege::N,musca,légy
206,Schmetterling::N,papilio,lepke
207,Schmetterling::N,papilio,pillangó
208,Beere::N,baca,bogyó
209,Apfel::N,malum,alma
210,Pilz::N,fungus,gomba
211,Zwiebel::N,cepa,hagyma
212,Saat::N,seges,vetőmag
213,Korn::N,granum,mag
214,Korn::N,granum,szem
215,Heu::N,faenum,széna
216,Schale::N,putamen,héj
217,Grube::N,fovea,verem
218,Falle::N,pedica,csapda
219,Schlinge::N,laqueus,tőr
220,Spur::N,vestigium,nyom
221,Asche::N,cinis,hamu
222,Dreck::N,lutum,sár
223,Dreck::N,lutum,piszok
224,Eisen::N,ferrum,vas
225,Gold::N,aurum,arany
226,Silber::N,argentum,ezüst
227,Kohle::N,carbo,szén
228,Glas::N,vitrum,üveg
229,Lehm::N,lutum,agyag
230,Lehm::N,lutum,vályog
231,Sand::N,arena,homok
232,Mensch::N,homo,ember
233,Mann::N,vir,úr
234,Mann::N,vir,férfi
235,Frau::N,mulier,nő
236,Frau::N,mulier,asszony
237,Kind::N,puer,gyerek
238,Kind::N,puer,gyermek
239,Kind::N,infans,gyerek
240,Kind::N,infans,gyermek
241,Junge::N,puer,fiú
242,Mädchen::N,puella,lány
243,Familie::N,familia,család
244,Großvater::N,avus,nagyapa
245,Großmutter::N,avia,nagyanya
246,Eltern::N,parentes,szülők
247,Vater::N,pater,apa
248,Vater::N,pater,atya
249,Mutter::N,mater,anya
250,Sohn::N,filius,fiú
251,Tochter::N,filia,lány
252,Bruder::N,frater,fivér
253,Bruder::N,frater,testvér
254,Schwester::N,soror,nővér
255,Schwester::N,soror,lánytestvér
256,Onkel::N,patruus,nagybácsi
257,Onkel::N,avunculus,nagybácsi
258,Tante::N,amita,nagynéni
259,Ehemann::N,maritus,férj
260,Ehefrau::N,uxor,feleség
261,Freude::N,gaudium,öröm
262,Freude::N,laetitia,öröm
263,Gelächter::N,risus,nevetés
264,Gelächter::N,risus,hahotázás
265,Glück::N,felicitas,boldogság
266,Kummer::N,aegritudo,bánat
267,Wunsch::N,voluntas,óhaj
268,Wunsch::N,desiderium,óhaj
269,Lust::N,libido,kedv
270,Lust::N,voluptas,kedv
271,Geist::N,mens,elme
272,Geist::N,mens,szellem
273,Geist::N,animus,elme
274,Geist::N,animus,szellem
275,Gedanke::N,sententia,gondolat
276,Gedächtnis::N,memoria,emlékezet
277,Verstand::N,ratio,ész
278,Verstand::N,ratio,értelem
279,Verstand::N,ingenium,ész
280,Verstand::N,ingenium,értelem
281,Sinn::N,sensus,értelem
282,Grund::N,causa,ok
283,Grund::N,causa,alap
284,Wahrheit::N,veritas,igaz
285,Wahrheit::N,veritas,igazság
286,Gespräch::N,sermo,beszélgetés
287,Märchen::N,fabula,mese
288,Erzählung::N,fabula,elbeszélés
289,Erzählung::N,narratio,elbeszélés
290,Nachricht::N,nuntius,hír
291,Nachricht::N,nuntius,híradás
292,Neuigkeit::N,novitas,újság
293,Name::N,nomen,név
294,Rätsel::N,aenigma,rejtvény
295,Rede::N,oratio,beszéd
296,Rede::N,oratio,szónoklat
297,Sprache::N,lingua,nyelv
298,Stimme::N,vox,hang
299,Wort::N,verbum,szó
300,Wort::N,vocabulum,szó
301,Zeichen::N,signum,jel
302,Ruf::N,clamor,kiáltás
303,Lärm::N,strepitus,zaj
304,Laut::N,sonus,hang
305,Ton::N,sonus,hang
306,Lied::N,carmen,dal
307,Lied::N,carmen,ének
308,Ruhe::N,quies,csend
309,Ruhe::N,quies,nyugalom
310,Leute::N,homines,emberek
311,Volk::N,populus,nép
312,Arbeit::N,labor,dolog
313,Gast::N,hospes,vendég
314,Gast::N,conviva,vendég
315,Geschenk::N,munus,ajándék
316,Spiel::N,ludus,játék
317,Gesellschaft::N,societas,társaság
318,Hilfe::N,auxilium,segítség
319,Hilfe::N,subsidium,segítség
320,Freund::N,amicus,barát
321,Kamerad::N,socius,társ
322,Angelegenheit::N,res,ügy
323,Anzahl::N,numerus,szám
324,Art::N,genus,faj
325,Art::N,genus,fajta
326,Stück::N,frustum,darab
327,Stück::N,fragmentum,darab
328,Teil::N,pars,rész
329,Hälfte::N,dimidium,fél
330,Kreis::N,orbis,kör
331,Kreis::N,circus,kör
332,Kreuz::N,crux,kereszt
333,Linie::N,linea,vonal
334,Strich::N,lineamentum,vonás
335,Abstand::N,intervallum,köz
336,Entfernung::N,spatium,távolság
337,Gegend::N,loca,táj
338,Gegend::N,loca,vidék
339,Gegend::N,regio,táj
340,Gegend::N,regio,vidék
341,Platz::N,locus,hely
342,Ort::N,locus,hely
343,Seite::N,latus,fél
344,Seite::N,latus,oldal
345,Mitte::N,medium,közép
346,Gegenstand::N,res,tárgy
347,Sache::N,res,dolog
348,Rand::N,margo,szél
349,Rand::N,margo,perem
350,Rand::N,margo,szegély
351,Kante::N,angulus,él
352,Ecke::N,angulus,sarok
353,Ecke::N,angulus,szöglet
354,Spitze::N,cacumen,csúcs
355,Ende::N,caput,vég
356,Loch::N,foramen,lyuk
357,Winkel::N,angulus,szög
358,Muster::N,exemplum,minta
359,Größe::N,magnitudo,nagyság
360,Länge::N,longitudo,hossz
361,Länge::N,longitudo,hosszúság
362,Höhe::N,altitudo,magasság
363,Gewicht::N,pondus,súly
364,Menge::N,copia,sokaság
365,Menge::N,copia,mennyiség
366,Haufen::N,acervus,halom
367,Reihe::N,ordo,sor
368,Boot::N,navicula,csónak
369,Ruder::N,remus,evező
370,Schlitten::N,sclodia,szánkó
371,Ski::N,narta,sí
372,Lagerfeuer::N,ignis,tábortűz
373,Last::N,onus,teher
374,Gang::N,cursus,járás
375,Schritt::N,gradus,lépés
376,Norden::N,septentriones,észak
377,Süden::N,meridies,dél
378,Westen::N,occidens,nyugat
379,Osten::N,oriens,kelet
380,Holz::N,lignum,fa
381,Brett::N,tabula,deszka
382,Platte::N,lamina,lap
383,Platte::N,lamina,lemez
384,Stütze::N,adminiculum,támasz
385,Stütze::N,adminiculum,támaszték
386,Stange::N,pertica,rúd
387,Stange::N,pertica,pózna
388,Stock::N,baculum,pálca
389,Stab::N,scipio,bot
390,Rohr::N,tubus,cső
391,Haus::N,aedes,ház
392,Heim::N,domicilium,otthon
393,Ofen::N,fornax,kályha
394,Fußboden::N,solum,padló
395,Tisch::N,mensa,asztal
396,Stuhl::N,sella,szék
397,Wiege::N,cunae,bölcső
398,Bett::N,lectus,ágy
399,Regal::N,foruli,polc
400,Regal::N,foruli,állvány
401,Kiste::N,cista,láda
402,Fenster::N,fenestra,ablak
403,Tür::N,ianua,ajtó
404,Tor::N,porta,kapu
405,Zaun::N,saepes,kerítés
406,Dach::N,tectum,tető
407,Leiter::N,scalae,létra
408,Besen::N,scopae,seprű
409,Spaten::N,pala,ásó
410,Schaufel::N,pala,lapát
411,Gabel::N,fuscinula,villa
412,Löffel::N,coclear,kanál
413,Messer::N,culter,kés
414,Nagel::N,clavus,szeg
415,Netz::N,rete,háló
416,Haken::N,hamus,kampó
417,Griff::N,manubrium,nyél
418,Griff::N,manubrium,fogantyú
419,Schloss::N,claustra,zár
420,Bild::N,tabula,kép
421,Bild::N,pictura,kép
422,Figur::N,statunculum,alak
423,Puppe::N,pupa,bábu
424,Beutel::N,sacculus,zacskó
425,Bündel::N,fascis,köteg
426,Tasche::N,sacculus,táska
427,Eimer::N,situla,vödör
428,Deckel::N,operculum,fedő
429,Deckel::N,operculum,fedél
430,Geschirr::N,vasa,edény
431,Sack::N,saccus,zsák
432,Tasse::N,pocillum,csésze
433,Topf::N,olla,fazék
434,Kessel::N,aenum,üst
435,Kessel::N,aenum,bogrács
436,Essen::N,cena,evés
437,Essen::N,cena,étkezés
438,Nahrung::N,cibus,ennivaló
439,Nahrung::N,alimenta,ennivaló
440,Speise::N,cibus,étel
441,Fleisch::N,caro,hús
442,Getreide::N,frumentum,gabona
443,Brei::N,puls,pép
444,Brei::N,puls,kása
445,Brot::N,panis,kenyér
446,Scheibe::N,frustum,szelet
447,Fett::N,pingue,háj
448,Fett::N,pingue,zsír
449,Butter::N,butȳrum,vaj
450,Öl::N,oleum,olaj
451,Salz::N,sal,só
452,Suppe::N,ius,leves
453,Honig::N,mel,méz
454,Milch::N,lac,tej
455,Tee::N,thea,tea
456,Leder::N,corium,bőr
457,Wolle::N,lana,gyapjú
458,Stoff::N,textum,szövet
459,Nadel::N,acus,tű
460,Faden::N,filum,fonál
461,Knopf::N,bulla,gomb
462,Knoten::N,nodus,csomó
463,Farbe::N,pigmentum,szín
464,Farbe::N,pigmentum,festék
465,Kleidung::N,vestimenta,ruha
466,Kleidung::N,vestimenta,ruházat
467,Hemd::N,tunica,ing
468,Kragen::N,collare,gallér
469,Ärmel::N,manica,ujj
470,Hose::N,bracae,gatya
471,Hose::N,bracae,nadrág
472,Gürtel::N,cingulum,öv
473,Mütze::N,pilleus,sapka
474,Schuh::N,calceus,cipő
475,Stiefel::N,pero,csizma
476,Stiefel::N,caliga,csizma
477,Ring::N,anulus,gyűrű
478,Band::N,redimiculum,szalag
479,Kamm::N,pecten,fésű
480,Spiegel::N,speculum,tükör
481,Riemen::N,lorum,szíj
482,Schnur::N,linum,zsinór
483,Leine::N,retinaculum,póráz
484,Decke::N,lodix,takaró
485,Kissen::N,pulvinus,párna
486,Tuch::N,velum,kendő
487,Handtuch::N,mantele,törülköző
488,Kraft::N,vis,erő
489,Stärke::N,robur,erő
490,Stärke::N,robur,erősség
491,Gesundheit::N,valetudo,egészség
492,Krankheit::N,morbus,kór
493,Krankheit::N,morbus,betegség
494,Schmerz::N,dolor,fájdalom
495,Wunde::N,vulnus,seb
496,Fieber::N,febris,láz
497,Arznei::N,remedium,orvosság
498,Arznei::N,remedium,gyógyszer
499,Brücke::N,pons,híd
500,Brunnen::N,puteus,kút
501,Weide::N,pascua,legelő
502,Pfad::N,semita,ösvény
503,Weg::N,iter,út
504,Straße::N,via,út
505,Dorf::N,vicus,falu
506,Stadt::N,urbs,város
507,Stadt::N,oppidum,város
508,Brief::N,epistula,levél
509,Buch::N,liber,könyv
510,Buchstabe::N,littera,betű
511,Zeitung::N,diurnum,újság
512,Zeitung::N,diurnum,hírlap
513,Leben::N,vita,élet
514,Tod::N,mors,halál
515,Grab::N,sepulcrum,sír
516,Kirche::N,ecclesia,templom
517,Sünde::N,peccatum,bűn
518,Sünde::N,peccatum,vétek
519,Gott::N,deus,isten
520,Arbeiter::N,operarius,munkás
521,Chef::N,praefectus,főnök
522,Meister::N,magister,mester
523,Arzt::N,medicus,orvos
524,Lehrer::N,magister,tanár
525,Lehrer::N,magister,tanító
526,Geld::N,aes,pénz
527,Geld::N,pecunia,pénz
528,Geschäft::N,negotium,üzlet
529,Laden::N,taberna,bolt
530,Preis::N,pretium,ár
531,Ware::N,merx,áru
532,Nutzen::N,utilitas,haszon
533,Reichtum::N,opes,gazdagság
534,Reichtum::N,divitiae,gazdagság
535,Welt::N,mundus,világ
536,Land::N,terra,ország
537,Staat::N,res publica,állam
538,König::N,rex,király
539,Macht::N,potestas,hatalom
540,Grenze::N,limes,határ
541,Krieg::N,bellum,háború
542,Feind::N,inimicus,ellenség
543,Gewalt::N,vis,erőszak
544,Kampf::N,pugna,harc
545,Bogen[Waffe]::N,arcus,íj
546,Pfeil::N,sagitta,nyíl
547,Gewehr::N,sclopetum,puska
548,Gewehr::N,sclopetum,fegyver
549,Fehler::N,error,hiba
550,Lüge::N,mendacium,hazugság
551,Schaden::N,damnum,kár
552,Schaden::N,detrimentum,kár
553,Unglück::N,miseria,csapás
554,Unglück::N,miseria,balszerencse
555,Unglück::N,calamitas,csapás
556,Unglück::N,calamitas,balszerencse
557,Schuld::N,culpa,bűn
558,Alter::N,aetas,kor
559,Schluss::N,finis,vég
560,Schluss::N,finis,befejezés
561,Zeit::N,tempus,idő
562,Tag::N,dies,nap
563,Morgen::N,mane,reggel
564,Mittag::N,meridies,dél
565,Abend::N,vesper,este
566,Nacht::N,nox,éj
567,Nacht::N,nox,éjszaka
568,Woche::N,septimana,hét
569,Monat::N,mensis,hó
570,Monat::N,mensis,hónap
571,Jahr::N,annus,év
572,Frühling::N,ver,tavasz
573,Sommer::N,aestas,nyár
574,Herbst::N,autumnus,ősz
575,Winter::N,hiems,tél
576,Januar::N,Ianuarius,január
577,Februar::N,Februarius,február
578,März::N,Martius,március
579,April::N,Aprilis,április
580,Mai::N,Maius,május
581,Juni::N,Iunius,június
582,Juli::N,Iulius,július
583,August::N,Augustus,augusztus
584,September::N,September,szeptember
585,Oktober::N,Octobris,október
586,November::N,Novembris,november
587,Dezember::N,December,december
588,Montag::N,dies lunae,hétfő
589,Dienstag::N,dies Martis ,kedd
590,Mittwoch::N,dies Mercurii,szerda
591,Donnerstag::N,dies Iovis,csütörtök
592,Freitag::N,dies Veneris,péntek
593,Samstag::N,dies Saturni,szombat
594,Sonntag::N,dominicus,vasárnap
595,Sonntag::N,dies solis,vasárnap
596,groß::A,magnus,nagy
597,klein::A,parvus,pici
598,klein::A,parvus,kicsi
599,lang::A,longus,hosszú
600,kurz::A,brevis,rövid
601,breit::A,latus,széles
602,schmal::A,angustus,keskeny
603,dicht::A,densus,sűrű
604,dick[Gegenstand]::A,crassus,vastag
605,dünn::A,tenuis,vékony
606,fein::A,subtilis,vékony
607,fest::A,solidus,szilárd
608,fest::A,stabilis,szilárd
609,flach::A,planus,sík
610,flach::A,planus,lapos
611,glatt::A,levis,sima
612,hart::A,durus,kemény
613,weich::A,mollis,puha
614,rund::A,rotundus,kerek
615,spitz::A,acutus,hegyes
616,scharf::A,acer,éles
617,stumpf::A,hebes,tompa
618,stumpf::A,hebes,életlen
619,schwer::A,gravis,nehéz
620,schwer::A,gravis,súlyos
621,schön::A,pulcher,szép
622,schön::A,formosus,szép
623,heiß::A,fervidus,forró
624,warm::A,calidus,meleg
625,kalt::A,frigidus,hideg
626,kühl::A,frigidus,hűs
627,kühl::A,frigidus,hűvös
628,frisch::A,recens,üde
629,frisch::A,recens,friss
630,feucht::A,umidus,nedves
631,nass::A,madidus,vizes
632,trocken::A,aridus,száraz
633,voll::A,plenus,telt
634,leer::A,vacuus,üres
635,offen::A,apertus,nyílt
636,offen::A,apertus,nyitott
637,geschlossen::A,clausus,zárt
638,geschlossen::A,clausus,csukott
639,sauber::A,lautus,tiszta
640,schmutzig::A,sordidus,piszkos
641,schmutzig::A,sordidus,szennyes
642,roh::A,crudus,nyers
643,reif::A,maturus,érett
644,lecker::A,delicatus,finom
645,süß::A,dulcis,édes
646,bitter::A,amarus,keserű
647,bitter::A,acerbus,keserű
648,sauer::A,acidus,savanyú
649,hell::A,clarus,világos
650,dunkel::A,obscurus,sötét
651,schwarz::A,niger,fekete
652,weiß::A,albus,fehér
653,rot::A,ruber,vörös
654,gelb::A,flavus,sárga
655,blau::A,caeruleus,kék
656,grün::A,viridis,zöld
657,grau::A,canus,ősz
658,grau::A,canus,szürke
659,bunt::A,varius,tarka
660,bunt::A,varius,színes
661,billig::A,vilis,olcsó
662,teuer::A,carus,drága
663,wertvoll::A,pretiosus,értékes
664,blind::A,caecus,vak
665,taub::A,surdus,süket
666,kräftig::A,robustus,erős
667,stark::A,firmus,erős
668,stark::A,validus,erős
669,schwach::A,debilis,gyenge
670,schwach::A,debilis,erőtlen
671,schwach::A,infirmus,gyenge
672,schwach::A,infirmus,erőtlen
673,fett::A,crassus,hájas
674,schlank::A,procerus,karcsú
675,hübsch::A,pulcher,csinos
676,böse::A,improbus,rossz
677,böse::A,improbus,gonosz
678,dumm::A,stultus,buta
679,dumm::A,stultus,ostoba
680,dumm::A,stupidus,buta
681,dumm::A,stupidus,ostoba
682,faul::A,piger,lusta
683,fleißig::A,sedulus,szorgalmas
684,geizig::A,avarus,fukar
685,geizig::A,avarus,fösvény
686,klug::A,prudens,okos
687,klug::A,prudens,eszes
688,geschickt::A,sollers,ügyes
689,lieb::A,carus,drága
690,lieb::A,carus,kedves
691,lustig::A,iocosus,víg
692,lustig::A,iocosus,vidám
693,sanft::A,clemens,enyhe
694,hungrig::A,impastus,éhes
695,krank::A,aeger,beteg
696,nackt::A,nudus,csupasz
697,nackt::A,nudus,meztelen
698,traurig::A,maestus,bús
699,traurig::A,maestus,szomorú
700,lebendig::A,vivus,élő
701,gut::A,bonus,jó
702,schlecht::A,malus,rossz
703,richtig::A,rectus,helyes
704,schlimm::A,malus,rossz
705,wahr::A,verus,igaz
706,alt::A,antiquus,ó
707,alt::A,antiquus,régi
708,neu::A,novus,új
709,ehemalig::A,pristinus,volt
710,ehemalig::A,pristinus,egykori
711,alt[Lebewesen]::A,vetus,öreg
712,jung::A,iuvenis,fiatal
713,arm::A,pauper,szegény
714,reich::A,dives,gazdag
715,bekannt::A,notus,ismert
716,bekannt::A,notus,ismeretes
717,berühmt::A,celeber,híres
718,berühmt::A,illustris,híres
719,fremd::A,peregrinus,idegen
720,verschieden::A,varius,különböző
721,nah::A,propinquus,közeli
722,fern::A,longinquus,távoli
723,linker::A,sinister,bal
724,rechter::A,dexter,jobb
725,anderer::A,alius,más
726,anderer::A,alius,másik
727,erster::A,primus,első
728,zweiter::A,secundus,második
729,dritter::A,tertius,harmadik
730,letzter::A,ultimus,utolsó
731,allein::ADV,solum,egyedül
732,auf einmal::ADV,simul,egyszerre
733,zusammen::ADV,una,együtt
734,zusammen::ADV,una,összesen
735,lange::ADV,diu,sokáig
736,lange::ADV,diu,hosszan
737,plötzlich::ADV,subito,hirtelen
738,plötzlich::ADV,subito,egyszerre
739,plötzlich::ADV,repente,hirtelen
740,plötzlich::ADV,repente,egyszerre
741,sofort::ADV,statim,rögtön
742,sofort::ADV,statim,tüstént
743,später::ADV,postea,későn
744,jetzt::ADV,nunc,most
745,heute::ADV,hodie,ma
746,morgen::ADV,cras,holnap
747,bald::ADV,mox,majd
748,bald::ADV,mox,nemsokára
749,dann::ADV,deinde,akkor
750,gestern::ADV,heri,tegnap
751,einst::ADV,olim,hajdan
752,damals::ADV,tum,akkor
753,damals::ADV,tum,akkoriban
754,danach::ADV,postea,azután
755,vorher::ADV,antea,előbb
756,zuerst::ADV,primo,először
757,einmal::ADV,semel,egyszer
758,manchmal::ADV,interdum,néha
759,manchmal::ADV,interdum,olykor
760,oft::ADV,saepe,sokszor
761,immer::ADV,semper,mindig
762,niemals::ADV,numquam,sohasem
763,hier::ADV,hic,itt
764,hierhin::ADV,huc,erre
765,von hier::ADV,hinc,innen
766,dort::ADV,ibi,ott
767,dorthin::ADV,eo,oda
768,geradeaus::ADV,recte,egyenesen
769,vorwärts::ADV,porro,előre
770,rückwärts::ADV,retro,hátrafelé
771,zurück::ADV,retro,hátra
772,zurück::ADV,retro,vissza
773,unten::ADV,infra,alul
774,hinab::ADV,pessum,le
775,hinab::ADV,pessum,lefelé
776,oben::ADV,supra,fenn
777,oben::ADV,supra,felül
778,hinauf::ADV,sursum,fel
779,hinauf::ADV,sursum,felfelé
780,überall::ADV,ubique,mindenütt
781,nicht::ADV,non,nem
782,ein wenig::ADV,paulum,egy kicsit
783,kaum::ADV,vix,alig
784,kaum::ADV,aegre,alig
785,sehr::ADV,valde,nagyon
786,sehr::ADV,magnopere,nagyon
787,so::ADV,ita,úgy
788,noch::ADV,etiam,még
789,nur::ADV,solum,csak
790,nur::ADV,solum,csupán
791,nur::ADV,tantum,csak
792,nur::ADV,tantum,csupán
793,schon::ADV,iam,már
794,wieder::ADV,rursus,ismét
795,wieder::ADV,rursus,megint
796,vergebens::ADV,frustra,hiába
797,vor::PRP,ante,előtt
798,hinter::PRP,post,mögött
799,unter::PRP,sub,alatt
800,durch::PRP,per,át
801,durch::PRP,per,keresztül
802,neben::PRP,iuxta,mellett
803,zwischen::PRP,inter,között
804,wegen::PRP,propter,miatt
805,wegen::PRP,propter,végett
806,dies::PRN,hoc,ez
807,das::PRN,id,az
808,alles::PRN,omnia,minden
809,ich::PRN,ego,én
810,du::PRN,tu,te
811,er::PRN,is,ő
812,er::PRN,ille,ő
813,wir::PRN,nos,mi
814,ihr::PRN,vos,ti
815,sie::PRN,ii,ők
816,sie::PRN,illi,ők
817,was::FPRN,quid,mi
818,wer::FPRN,quis,ki
819,wo::FADV,ubi,hol
820,wohin::FADV,quo,hova
821,wie::FADV,quomodo,hogy
822,wie::FADV,quomodo,hogyan
823,warum::FADV,cur,miért
824,wieviel::FNUM,quantum,hány
825,wieviel::FNUM,quantum,mennyi
826,eins::NUM,unus,egy
827,zwei::NUM,duo,kettő
828,drei::NUM,tres,három
829,vier::NUM,quattuor,négy
830,fünf::NUM,quinque,öt
831,sechs::NUM,sex,hat
832,sieben::NUM,septem,hét
833,acht::NUM,octo,nyolc
834,neun::NUM,novem,kilenc
835,zehn::NUM,decem,tíz
836,elf::NUM,undecim,tizenegy
837,zwölf::NUM,duodecim,tizenkettő
838,zwanzig::NUM,viginti,húsz
839,dreißig::NUM,triginta,harminc
840,vierzig::NUM,quadraginta,negyven
841,fünfzig::NUM,quinquaginta,ötven
842,sechzig::NUM,sexaginta,hatvan
843,siebzig::NUM,septuaginta,hetven
