,Concept_ID,mdf,mhr
96,Hitze::N,пси,шо́кшо
97,Raureif::N,леш,пӧрш
98,Raureif::N,леш,по́кшым
99,Regenbogen::N,а́тямъёнга,шонанпы́л
100,Donner::N,атям,кӱ́дырчӧ
101,Strömung::N,шудема́,йо́гын
102,Tropfen::N,путькс,чӱча́лтыш
103,Tropfen::N,пътняфкс,чӱча́лтыш
104,Schaum::N,шов,шоҥ
105,Schmutz::N,ърда́з,лавыра́
106,See::N,эрьхке,ер
107,Sumpf::N,шяй,лӱ́кӧ
108,Moor::N,шяй,куп
109,Wiese::N,луга,о́лык
110,Wald::N,вирь,чодыра́
111,Hügel::N,губо́р,арка́
112,Hügel::N,пандоня,арка́
113,Anhöhe::N,губо́р,тӧва́
114,Anhöhe::N,губо́р,кӱкшака́
115,Berg::N,панда,ку́рык
116,Gipfel::N,пря,чаҥга́
117,Gipfel::N,пря,курыкву́й
118,Höhle::N,у́нда,пеще́р
119,Höhle::N,у́нда,курыкпо́мыш
120,Abhang::N,па́нда ша́ма,та́йыл
121,Quelle::N,эшиня,важ
122,Quelle::N,эшиня,вӱдшинча́
123,Bach::N,шудерькс,изэҥе́р
124,Fluss::N,ляй,эҥе́р
125,Ufer::N,търва́,сер
126,Küste::N,ляйтърва́,вӱдтӱ́р
127,Festland::N,мода,мла́нде
128,Meer::N,моря,те́ҥыз
129,Bucht::N,ведьуське,икса́
130,Insel::N,цёнга,отро́
131,Blume::N,панчф,пеле́дыш
132,Gras::N,тише,шу́до
133,Wurzel::N,юр,вож
134,Wurzel::N,ункс,вож
135,Baum::N,шуфта,пуше́ҥге
136,Stamm::N,ро́нга,йы́тыр
137,Rinde::N,кер,шӱм
138,Ast::N,морга,укш
139,Zweig::N,тарад,торма́к
140,Blatt::N,лопа,лышта́ш
141,Birke::N,ке́лу,куэ́
142,Kiefer[Baum]::N,пиче,пӱ́нчӧ
143,Weide[Baum]::N,каль,уа́
144,Tanne::N,куз,кож
145,Horn::N,сюра,шур
146,Feder::N,толга,пы́стыл
147,Fell::N,кедь,кова́ште
148,Flügel::N,паця,шу́лдыр
149,Klaue::N,кенже,кӱч
150,Kralle::N,кенже,ла́па
151,Kralle::N,кенже,копа́
152,Schwanz::N,пула,поч
153,Ei::N,ал,му́но
154,Nest::N,пиза,пыжа́ш
155,Bau::N,пиза,пыжа́ш
156,Tier::N,жува́та,я́нлык
157,Tier::N,жува́та,живо́тный
158,Herde::N,нал,кӱ́тӱ
159,Herde::N,нал,тӱшка́
160,Herde::N,стада,кӱ́тӱ
161,Herde::N,стада,тӱшка́
162,Kuh::N,скал,ушка́л
163,Kuh::N,тракс,ушка́л
164,Bulle::N,бука,ӱ́шкыж
165,Pferd::N,лишме,и́мне
166,Schaf::N,уча́,шо́рык
167,Schwein::N,тува,сӧсна́
168,Hund::N,пине,пий
169,Katze::N,катоня,пы́рыс
170,Katze::N,аваката,пы́рыс
171,Bär::N,офта,маска́
172,Eichhörnchen::N,ур,ур
173,Elch::N,ся́рда,шо́рдо
174,Fuchs::N,келазь,ры́выж
175,Hase::N,ну́мол,мера́ҥ
176,Maus::N,шеер,коля́
177,Wolf::N,върьгаз,пи́ре
178,Vogel::N,нармонь,ка́йык
179,Schwarm::N,ко́вол,каша́к
180,Schwarm::N,ме́швеле,каша́к
181,Huhn::N,сараз,чы́ве
182,Hahn::N,а́тякш,агыта́н
183,Gans::N,маци,ко́мбо
184,Adler::N,куцькан,карагу́ш
185,Ente::N,яксярга,лу́до
186,Eule::N,ко́рож,тумна́
187,Kranich::N,ка́рга,турня́
188,Krähe::N,ва́рси,кора́к
189,Kuckuck::N,ку́ку,куку́
190,Schwan::N,ло́ксти,йӱ́ксӧ
191,Fisch::N,кал,кол
192,Barsch::N,о́кунь,ола́ҥге
193,Hecht::N,щу́ка,нуж
194,Hecht::N,щу́ка,чорта́н
195,Schlange[Tier]::N,куй,ки́шке
196,Wurm::N,сукс,шукш
197,Spinne::N,унжа́,эҥыре́мыш
198,Ameise::N,панжам,ку́тко
199,Laus::N,си,тий
200,Mücke::N,ся́ське,шыҥа́
201,Fliege::N,кару,ка́рме
202,Schmetterling::N,ме́лав,лы́ве
203,Beere::N,и́мож,мӧр
204,Apfel::N,марь,олма́
205,Pilz::N,панга,по́ҥго
206,Zwiebel::N,шурьхкя́,шога́н
207,Saat::N,видьмот,нӧ́шмӧ
208,Saat::N,видьмот,туш
209,Korn::N,сёра,шу́рно
210,Heu::N,тише,шу́до
211,Schale::N,кедь,шӱм
212,Grube::N,лотка,выне́м
213,Falle::N,туфкс,лӧ́дӧ
214,Falle::N,кунда́ма,лӧ́дӧ
215,Schlinge::N,килькш,о́птыш
216,Schlinge::N,килькш,шӧрга́лтыш
217,Spur::N,пильгоки́,кыша́
218,Asche::N,кулу,ло́мыж
219,Dreck::N,ърда́з,лавыра́
220,Eisen::N,кшни,кӱ́ртньӧ
221,Gold::N,ока,шӧ́ртньӧ
222,Gold::N,золота,шӧ́ртньӧ
223,Silber::N,сия́,ший
224,Kohle::N,седь,мландышӱ́й
225,Kohle::N,седьвальмя,мландышӱ́й
226,Glas::N,кля́нцек,янда́
227,Lehm::N,сёвонь,шун
228,Sand::N,шува́р,ошма́
229,Mensch::N,ломань,еҥ
230,Mensch::N,ломань,айде́ме
231,Mann::N,аля,пӧръе́ҥ
232,Mann::N,цёраломань,пӧръе́ҥ
233,Frau::N,ава,ӱдырама́ш
234,Kind::N,идь,аза́
235,Kind::N,шаба,аза́
236,Junge::N,цёраня,рве́зе
237,Mädchen::N,стирня́,ӱдыра́ш
238,Familie::N,тнал,еш
239,Familie::N,семья,еш
240,Großvater::N,атя,коча́
241,Großvater::N,щя́тя,коча́
242,Großmutter::N,баба,кова́
243,Eltern::N,тя́дят-а́лят,ача́-ава́
244,Vater::N,аля,ача́
245,Mutter::N,ава,ава́
246,Mutter::N,тядя,ава́
247,Sohn::N,цёра,э́рге
248,Tochter::N,стирь,ӱ́дыр
249,Bruder::N,дуган,иза́
250,Bruder::N,дуган,шо́льо
251,Bruder::N,пяльне,иза́
252,Bruder::N,пяльне,шо́льо
253,Schwester::N,ака,ака́
254,Schwester::N,сазор,ака́
255,Onkel::N,оця,иза́
256,Onkel::N,патя,иза́
257,Onkel::N,щеня́,иза́
258,Tante::N,ака,кока́
259,Tante::N,щака,кока́
260,Ehemann::N,мирде,мари́й
261,Ehefrau::N,ърьвя́,ва́те
262,Freude::N,ке́нярдема,куа́н
263,Freude::N,ке́нярдема,куаныма́ш
264,Gelächter::N,рахсема,во́штылтыш
265,Glück::N,паваз,пиа́л
266,Kummer::N,ризф,о́йго
267,Kummer::N,пичефкс,о́йго
268,Wunsch::N,мяль,ку́мыл
269,Wunsch::N,таколдома,ку́мыл
270,Lust::N,таколдома,ку́мыл
271,Geist::N,вайме,ӧрт
272,Geist::N,вайме,чон
273,Gedanke::N,мяль,ой
274,Gedanke::N,мяль,шоныма́ш
275,Gedächtnis::N,прявий,шарныма́ш
276,Verstand::N,прявий,уш
277,Sinn::N,ён,смысл
278,Grund::N,туфта́л,ама́л
279,Wahrheit::N,ви́де,чын
280,Wahrheit::N,видеши́,чын
281,Gespräch::N,корхтама,мутланыма́ш
282,Märchen::N,ёфкс,йома́к
283,Erzählung::N,азкс,ойлыма́ш
284,Nachricht::N,куля́,увертарыма́ш
285,Neuigkeit::N,куля́,уве́р
286,Name::N,лем,лӱм
287,Rätsel::N,со́дама ёфкс,ту́што
288,Rede::N,вал,ойлыма́ш
289,Rede::N,корхтама,ойлыма́ш
290,Sprache::N,кяль,йы́лме
291,Stimme::N,вайгяль,йӱк
292,Wort::N,вал,ой
293,Wort::N,вал,мут
294,Zeichen::N,тя́ште,ти́ште
295,Zeichen::N,тя́ште,знак
296,Zeichen::N,тя́штькс,ти́ште
297,Zeichen::N,тя́штькс,знак
298,Ruf::N,тердема,ӱжма́ш
299,Lärm::N,гайф,лӱшкыма́ш
300,Lärm::N,гайф,йӱк-йӱа́н
301,Lärm::N,жалакодома,лӱшкыма́ш
302,Lärm::N,жалакодома,йӱк-йӱа́н
303,Laut::N,вайгяль,йӱк
304,Ton::N,вайгяль,йӱксе́м
305,Lied::N,мора,му́ро
306,Ruhe::N,сетьме,ты́мык
307,Leute::N,ломатть,еҥ-влак
308,Volk::N,наро́д,ка́лык
309,Arbeit::N,тев,паша́
310,Gast::N,и́нжи,уна́
311,Gast::N,ко́нак,уна́
312,Geschenk::N,казне,пӧле́к
313,Spiel::N,налхкома,мо́дыш
314,Spiel::N,налхкома,модма́ш
315,Spiel::N,налхксема,мо́дыш
316,Spiel::N,налхксема,модма́ш
317,Gesellschaft::N,кружок,тӱшка́
318,Hilfe::N,лездома,по́лыш
319,Freund::N,я́лга,таҥ
320,Freund::N,я́лга,йолта́ш
321,Kamerad::N,я́лга,таҥ
322,Angelegenheit::N,тев,паша́
323,Anzahl::N,лувкс,чот
324,Art::N,вид,вид
325,Stück::N,пакш,ка́тыш
326,Stück::N,пакш,ла́стык
327,Teil::N,часть,ужа́ш
328,Teil::N,пялькс,ужа́ш
329,Hälfte::N,пяле,пел
330,Hälfte::N,пяле,пе́ле
331,Kreis::N,шаркс,ты́ртыш
332,Kreuz::N,крёз,ыре́с
333,Linie::N,межа,ли́ний
334,Linie::N,китькс,ли́ний
335,Strich::N,межа,коре́ш
336,Abstand::N,ётка,кокла́
337,Entfernung::N,ётка,тора́
338,Entfernung::N,ётка,ку́жыт
339,Gegend::N,ва́ста,кунде́м
340,Gegend::N,перьфпя́ль,кунде́м
341,Platz::N,ва́ста,ку́мдык
342,Ort::N,ва́ста,вер
343,Ort::N,ва́ста,о́лмо
344,Seite::N,пяле,ӧ́рдыж
345,Mitte::N,кучка́,покше́л
346,Gegenstand::N,веща,наста́
347,Sache::N,тев,наста́
348,Sache::N,веща,наста́
349,Rand::N,пе,тӱр
350,Kante::N,и́рдез,тӱр
351,Ecke::N,ужа,лук
352,Spitze::N,пря,вуй
353,Ende::N,пе,муча́ш
354,Loch::N,варя,рож
355,Winkel::N,ужа,лук
356,Muster::N,сёрма,пеза́к
357,Muster::N,сёрма,узо́р
358,Muster::N,сёрма,ӱ́лгӧ
359,Größe::N,серь,кӱ́кшыт
360,Länge::N,кува́лма,ку́тыш
361,Höhe::N,серь,кӱ́кшыт
362,Gewicht::N,сталма,не́лыт
363,Menge::N,лувкс,чот
364,Haufen::N,мар,кы́шыл
365,Reihe::N,ряд,рада́м
366,Boot::N,венеж,пуш
367,Ruder::N,миле,эшка́к
368,Schlitten::N,ну́рда,тер
369,Schlitten::N,ну́рда,изде́р
370,Ski::N,сокс,е́че
371,Lagerfeuer::N,то́лмар,туло́то
372,Last::N,канкс,нӧ́лтыш
373,Last::N,сталма,нӧ́лтыш
374,Gang::N,молема,ошкылма́ш
375,Schritt::N,аськолкс,о́шкыл
376,Norden::N,якшама шире,йӱдйыма́л
377,Süden::N,ля́мбе ши́ре,кечывалве́л
378,Westen::N,ши валгома шире,касве́л
379,Osten::N,шинь стяма шире,эрве́л
380,Holz::N,вирь,пу
381,Holz::N,шуфта,пу
382,Brett::N,лавця,оҥа́
383,Platte::N,плита́,аста́р
384,Stütze::N,неже,чара́к
385,Stange::N,олга,лома́ш
386,Stock::N,байдек,тоя́
387,Stab::N,олгоня,вара́
388,Stab::N,олгоня,кашта́
389,Rohr::N,турама,пуч
390,Haus::N,куд,пӧрт
391,Heim::N,куд,мӧ́ҥгӧ
392,Ofen::N,пянакуд,комака́
393,Fußboden::N,кия́кс,кӱва́р
394,Tisch::N,шра,ӱсте́л
395,Tisch::N,моркш,ӱсте́л
396,Stuhl::N,стул,пӱке́н
397,Wiege::N,нюря́м,шепка́
398,Bett::N,ацам,ва́кшыш
399,Regal::N,лавцяланга,шӧ́рлык
400,Kiste::N,парга,шо́ндык
401,Kiste::N,парга,я́шлык
402,Fenster::N,валмья,окна́
403,Tür::N,кенкш,омса́
404,Tor::N,ортат,капка́
405,Zaun::N,перяфкс,сава́р
406,Dach::N,кудпря,леве́дыш
407,Leiter::N,куцема,тошка́лтыш
408,Besen::N,тяльме,ӱштерво́штыр
409,Spaten::N,ка́йме,ко́льмо
410,Schaufel::N,ко́поня,сово́к
411,Schaufel::N,ко́поня,су́ско
412,Schaufel::N,ця́рдом,сово́к
413,Schaufel::N,ця́рдом,су́ско
414,Gabel::N,ця́нгоня,ви́лке
415,Löffel::N,куцю,па́не
416,Löffel::N,куцю,совла́
417,Messer::N,пеель,кӱ́зӧ
418,Nagel::N,эска,пуда́
419,Haken::N,кя́чказ,са́гыле
420,Griff::N,недь,кыл
421,Griff::N,кунда́мка,кыл
422,Schloss::N,замо́к,кӧгӧ́н
423,Bild::N,карти́на,сӱре́т
424,Figur::N,ронга-понда,фигу́р
425,Puppe::N,ня́ка,курча́к
426,Beutel::N,кяскав,меша́к
427,Bündel::N,кярьме,арша́ш
428,Tasche::N,кошяльня,сумка́
429,Eimer::N,ве́дарка,ведра́
430,Deckel::N,тавадкс,ко́мдыш
431,Deckel::N,вельхкс,ко́мдыш
432,Geschirr::N,кядьге,а́те
433,Sack::N,кяскав,куль
434,Sack::N,кяскав,меша́к
435,Tasse::N,ша́ваня,чу́кыр
436,Tasse::N,ша́ваня,чашка́
437,Topf::N,кавозь,ми́ске
438,Kessel::N,сргавозь,под
439,Essen::N,ярхцама,ко́чкыш
440,Nahrung::N,ярхцампяль,ку́рго
441,Speise::N,ярхцама,ко́чкыш
442,Fleisch::N,пал,шыл
443,Fleisch::N,сиволь,шыл
444,Getreide::N,сёра,шу́рно
445,Brei::N,ям,пу́чымыш
446,Brot::N,кши,ки́нде
447,Scheibe::N,кочам,ка́тыш
448,Fett::N,куя́,коя́
449,Butter::N,вай,ӱй
450,Öl::N,вай,ӱй
451,Salz::N,сал,шинча́л
452,Suppe::N,шонгарям,шӱр
453,Suppe::N,коршампяль,шӱр
454,Honig::N,медь,мӱй
455,Milch::N,лофца,шӧр
456,Tee::N,чай,чай
457,Leder::N,кедь,сура́н
458,Leder::N,кедь,шӱ́штӧ
459,Wolle::N,пона,пун
460,Stoff::N,котф,куэ́м
461,Stoff::N,котф,посто́
462,Nadel::N,салмокс,и́ме
463,Faden::N,сюре,шӱ́ртӧ
464,Knopf::N,пуня,по́лдыш
465,Knoten::N,сюлма,пышке́м
466,Farbe::N,архтомбяль,чия́
467,Kleidung::N,щам,чие́м
468,Kleidung::N,щам,вурге́м
469,Hemd::N,па́нар,ту́выр
470,Kragen::N,сиве,сога́
471,Ärmel::N,ожа,шокш
472,Hose::N,понкст,йола́ш
473,Gürtel::N,каркс,ӱ́штӧ
474,Mütze::N,вазь,упш
475,Schuh::N,башма́к,боти́нке
476,Stiefel::N,кя́ме,кем
477,Ring::N,суркс,шерга́ш
478,Band::N,керькс,тасма́
479,Band::N,керькс,ле́нте
480,Band::N,лента,тасма́
481,Band::N,лента,ле́нте
482,Kamm::N,сюрьхцем,шерге́
483,Spiegel::N,ванома,вошто́нчыш
484,Riemen::N,шнань каркс,кӱзанӱ́штӧ
485,Schnur::N,пикс,кере́м
486,Schnur::N,пикс,кандыра́
487,Schnur::N,карькскя,кере́м
488,Schnur::N,карькскя,кандыра́
489,Leine::N,вядьме,вӱра́ҥ
490,Decke::N,вельхкс,леве́дыш
491,Decke::N,вельхкс,одея́л
492,Kissen::N,тоду,кӱ́пчык
493,Tuch::N,руця́,шо́выч
494,Handtuch::N,на́рдама,со́лык
495,Kraft::N,вий,вий
496,Kraft::N,вий,куа́т
497,Stärke::N,вииши,куа́т
498,Stärke::N,вииши,карма́н
499,Gesundheit::N,шумбраши́,таза́лык
500,Krankheit::N,урма́,чер
501,Krankheit::N,сярядема,чер
502,Schmerz::N,маряма,ко́рштыш
503,Wunde::N,керф,су́сыр
504,Fieber::N,маштыкс,йӱштыму́ж
505,Fieber::N,маштыкс,лихора́дке
506,Arznei::N,надо́бья,эм
507,Arznei::N,пъчка́фтома,эм
508,Brücke::N,седь,кӱва́р
509,Brunnen::N,эши,вӱдвыне́м
510,Weide::N,ванома васта,нурше́р
511,Pfad::N,ян,йолго́рно
512,Pfad::N,ян,сокма́к
513,Pfad::N,киня́,йолго́рно
514,Pfad::N,киня́,сокма́к
515,Weg::N,ки,ко́рно
516,Straße::N,ки,ко́рно
517,Dorf::N,веле,ял
518,Stadt::N,ош,ола́
519,Brief::N,сёрма,се́рыш
520,Buch::N,книга,книга́
521,Buchstabe::N,бу́ква,буква́
522,Zeitung::N,газе́та,газе́т
523,Leben::N,эряф,и́лыш
524,Leben::N,эряма,и́лыш
525,Tod::N,кулома́,колыма́ш
526,Grab::N,калма,шӱга́р
527,Kirche::N,це́рькав,че́рке
528,Sünde::N,пежеть,су́лык
529,Sünde::N,муворкс,су́лык
530,Gott::N,шкай,ю́мо
531,Arbeiter::N,трудендай,паша́зе
532,Arbeiter::N,работник,паша́зе
533,Chef::N,азор,тӧра́
534,Chef::N,оцюня,тӧра́
535,Meister::N,мастяр,маста́р
536,Arzt::N,врач,врач
537,Arzt::N,доктор,врач
538,Lehrer::N,учи́тель,ту́ныктышо
539,Geld::N,ярмакт,окса́
540,Geschäft::N,ладяфкс,сатулыма́ш
541,Geschäft::N,ладяф тев,сатулыма́ш
542,Laden::N,ла́вка,ке́выт
543,Preis::N,питне,ак
544,Ware::N,миф,сату́
545,Ware::N,ра́маф,сату́
546,Nutzen::N,пара,пайда́
547,Nutzen::N,лезкс,пайда́
548,Reichtum::N,ко́зяши,поя́нлык
549,Welt::N,свет,тӱня́
550,Land::N,мастор,эл
551,Staat::N,государства,кугыжа́ныш
552,König::N,король,кугыжа́
553,Macht::N,азорондама,власть
554,Macht::N,азорксши,власть
555,Grenze::N,ёткаян,грани́ца
556,Krieg::N,война́,сар
557,Feind::N,душман,тушма́н
558,Feind::N,каршек тюри,тушма́н
559,Gewalt::N,наругама,виешлыма́ш
560,Kampf::N,тюрема́,кредалма́ш
561,Bogen[Waffe]::N,нал,юҥе́ж
562,Pfeil::N,нал,пикш
563,Gewehr::N,винто́вка,пыча́л
564,Fehler::N,эльбядькс,йо́ҥылыш
565,Lüge::N,васькафнема,шоя́к
566,Schaden::N,зия́н,зия́н
567,Unglück::N,зия́н,эҥге́к
568,Schuld::N,муворши,тита́к
569,Schuld::N,муворши,йола́
570,Alter::N,эряф кизот,ийго́т
571,Alter::N,эряфонь пинге,ийго́т
572,Schluss::N,пе,муча́ш
573,Zeit::N,пинге,жап
574,Zeit::N,пинге,па́гыт
575,Tag::N,ши,ке́че
576,Morgen::N,шобдава,эр
577,Mittag::N,шикучка,кечыва́л
578,Abend::N,иля́дь,кас
579,Nacht::N,ве,йӱд
580,Woche::N,недя́ля,арня́
581,Monat::N,ков,ты́лзе
582,Jahr::N,киза,ий
583,Frühling::N,тунда́,шо́шо
584,Sommer::N,киза,кеҥе́ж
585,Herbst::N,сёксе,шы́же
586,Winter::N,тяла,те́ле
587,Januar::N,кельмеков,шоркыйол
588,Januar::N,кельмеков,идалыкву́й
589,Januar::N,кельмеков,янва́рь
590,Februar::N,уфайков,пургыж
591,Februar::N,уфайков,февра́ль
592,März::N,марайков,ӱярня
593,März::N,марайков,март
594,April::N,шудиков,апре́ль
595,Mai::N,панжиков,ага
596,Mai::N,панжиков,май
597,Juni::N,лямбеков,пеледыш
598,Juni::N,лямбеков,ию́нь
599,Juli::N,псиков,сӱрем
600,Juli::N,псиков,ию́ль
601,August::N,сёроньков,сорла
602,August::N,сёроньков,агарма́н
603,August::N,сёроньков,а́вгуст
604,September::N,тюжягов,идым
605,September::N,тюжягов,сентя́брь
606,Oktober::N,кельмазаков,шыжа
607,Oktober::N,кельмазаков,октя́брь
608,November::N,эйндамков,кылме тылзе
609,November::N,эйндамков,ноя́брь
610,Dezember::N,кучкаков,дека́брь
611,Montag::N,одговши,шо́чмо
612,Dienstag::N,ша́вши,ку́шкыжмо
613,Mittwoch::N,вержи,вӱрге́че
614,Donnerstag::N,шува́ланя,изарня́
615,Freitag::N,пя́денця,кугарня́
616,Samstag::N,ёткши,шуматке́че
617,Sonntag::N,таргоши,рушарня́
618,groß::A,оцю,кугу́
619,klein::A,ёмла,изи́
620,lang::A,кува́ка,кужу́
621,kurz::A,нюрьхкя́ня,кӱ́чык
622,breit::A,кели,кумда́
623,schmal::A,тяйня,а́ҥысыр
624,dicht::A,сиде,ну́гыдо
625,dicht::A,туста,ну́гыдо
626,dick[Gegenstand]::A,эчке,кӱ́жгӧ
627,dünn::A,шува́ня,ви́чкыж
628,fein::A,шува́ня,ты́гыде
629,fest::A,кеме,чо́ткыдо
630,flach::A,лапш,лапка́
631,glatt::A,вадяв,яклака́
632,glatt::A,такор,яклака́
633,hart::A,калгода,пе́ҥгыде
634,weich::A,ляпе,пу́шкыдо
635,rund::A,кру́глай,йырге́шке
636,spitz::A,ботаз,коша́р
637,spitz::A,оржа,коша́р
638,scharf::A,оржа,пӱ́сӧ
639,stumpf::A,ношка,токма́к
640,schwer::A,стака,не́ле
641,schön::A,мазы,сы́лне
642,heiß::A,пси,шо́кшо
643,warm::A,лямбе,ле́ве
644,kalt::A,кельме,йӱ́штӧ
645,kühl::A,эше,юа́лге
646,kühl::A,эше,южгата́
647,frisch::A,свежай,свежа́
648,feucht::A,летьке,вӱ́дыжгӧ
649,nass::A,начка,нӧ́рӧ
650,trocken::A,коське,ку́кшо
651,voll::A,пяшксе,тич
652,leer::A,шава,яра́
653,offen::A,панжада,виш
654,offen::A,виде,виш
655,geschlossen::A,пякстаф,пе́тырыме
656,geschlossen::A,пякстаф,тӱ́чмӧ
657,geschlossen::A,сёлгф,пе́тырыме
658,geschlossen::A,сёлгф,тӱ́чмӧ
659,sauber::A,ару,ару́
660,sauber::A,ару,янда́р
661,schmutzig::A,рда́зу,лавыра́н
662,schmutzig::A,рда́зу,ла́выргыше
663,schmutzig::A,пя́ндра,лавыра́н
664,schmutzig::A,пя́ндра,ла́выргыше
665,roh::A,верок,кӱ́чымӧ
666,reif::A,ке́нерьф,лӧза́
667,lecker::A,танцти,ту́тло
668,süß::A,ламбама,ше́ре
669,bitter::A,сяпи,ко́чо
670,sauer::A,шапама,шо́по
671,hell::A,валда,во́лгыдо
672,dunkel::A,шобда,пычке́мыш
673,schwarz::A,равжа,шола́
674,weiß::A,акша,ош
675,rot::A,якстерь,йошка́р
676,gelb::A,тюжя́,сар
677,blau::A,сенем,ка́нде
678,grün::A,пиже,ужа́р
679,grün::A,сянгяря,ужа́р
680,grau::A,уле,сур
681,bunt::A,сёрмав,олача́
682,billig::A,у́цез,шу́лдо
683,billig::A,аф пи́тни,шу́лдо
684,teuer::A,пи́тни,ше́рге
685,wertvoll::A,питни,шергака́н
686,blind::A,сокор,со́кыр
687,taub::A,пярав,соҥгыра́
688,kräftig::A,пяк вии,куа́тле
689,stark::A,вии,вия́н
690,schwach::A,лафча,а́лдыме
691,fett::A,куя́,коя́
692,schlank::A,виде ронга,йоштката́
693,schlank::A,виде ронга,яжу́
694,hübsch::A,мазы,чеве́р
695,böse::A,кяжи,шы́де
696,dumm::A,аф ёню,аҥыра́
697,dumm::A,шава пря,аҥыра́
698,faul::A,нола,його
699,fleißig::A,ку́лхцонды,ты́ршыше
700,geizig::A,кирьжя,чаҥга́
701,geizig::A,жаднай,чаҥга́
702,klug::A,ёню,уша́н
703,klug::A,пря́ви,уша́н
704,geschickt::A,маштозь тиф,уста́
705,lieb::A,цебярь,ала́л
706,lustig::A,ра́хси,весела́
707,sanft::A,сетьме,ны́жылге
708,hungrig::A,вача,шу́жышо
709,hungrig::A,вачеда,шу́жышо
710,krank::A,сяряди,че́рле
711,nackt::A,штада,чарама́т
712,nackt::A,кърхтапа,чарама́т
713,traurig::A,ла́жнай,ойга́н
714,lebendig::A,эряй,и́лыше
715,gut::A,пара,сай
716,gut::A,цебярь,сай
717,schlecht::A,кальдяв,уда́
718,schlecht::A,кальдяв,шӱ́кшӧ
719,richtig::A,виде,чы́нле
720,schlimm::A,кальдяв,аля́к
721,schlimm::A,кальдяв,тыра́н
722,wahr::A,афкуксонь,чы́нле
