,Concept_ID,ca,ps
815,niemals::ADV,no ... mai,هیڅکله نه
816,hier::ADV,aquí,دلته
817,hierhin::ADV,per aquí,دلته
818,hierhin::ADV,per aquí,دې ځای ته
819,von hier::ADV,des d'aquí,د دې ځای نه
820,dort::ADV,allí,هلته
821,dorthin::ADV,hi,هلته
822,dorthin::ADV,hi,هغه ځای ته
823,geradeaus::ADV,tot dret,مخامخ
824,vorwärts::ADV,endavānt,مخ پهٔ وړاندې
825,rückwärts::ADV,endarrera,بېرته
826,zurück::ADV,darrere,بېرته
827,unten::ADV,a baix,لاندي
828,hinab::ADV,cap avall,ښکته
829,oben::ADV,dalt,پورته
830,hinauf::ADV,cap amunt,پاس
831,überall::ADV,pertot,هره خوا
832,überall::ADV,per tot arreu,هره خوا
833,nicht::ADV,no,نه
834,ein wenig::ADV,una mica,یو څه
835,kaum::ADV,a penes,ایله
836,sehr::ADV,molt,ډېر
837,sehr::ADV,molt,زيات
838,so::ADV,així,داسې
839,so::ADV,així,دومره
840,noch::ADV,encara,نور
841,nur::ADV,només,تش
842,nur::ADV,només,صرف
843,schon::ADV,ja,دمخه
844,wieder::ADV,de nou,بیا
845,vergebens::ADV,en va,عبث
846,vor::PRP,davānt,دمخه
847,vor::PRP,enfront de,دمخه
848,hinter::PRP,darrera,شاته
849,unter::PRP,sota,لاندي
850,durch::PRP,per,د مینځ نه
851,neben::PRP,al costāt de,نژدې
852,zwischen::PRP,entre,ترمینځ
853,wegen::PRP,a causa de,د ... له لاسه
854,dies::PRN,aquest,دا
855,das::PRN,això,دا
856,alles::PRN,tot,هرڅهٔ
857,ich::PRN,jo,زه
858,du::PRN,tu,ته
859,er::PRN,ell,دی
860,wir::PRN,nosaltres,مونږ
861,ihr::PRN,vosaltres,تاسې
862,sie::PRN,ells,هغوی
863,sie::PRN,elles,هغوی
864,was::FPRN,què,څهٔ
865,wer::FPRN,qui,چا
866,wer::FPRN,qui,څوک
867,wo::FADV,on,چيری
868,wo::FADV,on,چېرته
869,wohin::FADV,cap a on,چېرته
870,wie::FADV,com,څنګه
871,warum::FADV,per què,ولې
872,wieviel::FNUM,quant,څو
873,wieviel::FNUM,quant,څومره
874,eins::NUM,u,یو
875,zwei::NUM,dos,دوه
876,drei::NUM,tres,درې
877,vier::NUM,quatre,څلور
878,fünf::NUM,cinc,پنځه
879,sechs::NUM,sis,شپږ
880,sieben::NUM,set,اوه
881,acht::NUM,vuit,اته
882,neun::NUM,nou,نهه
883,zehn::NUM,deu,لس
884,elf::NUM,onze,یوولس
885,zwölf::NUM,dotze,دولس
886,zwanzig::NUM,vint,شل
887,dreißig::NUM,trenta,دېرش
888,vierzig::NUM,quaranta,څلوېښت
889,fünfzig::NUM,cinquanta,پنځوس
890,sechzig::NUM,seixanta,شپېته
891,siebzig::NUM,setanta,اویا
892,achtzig::NUM,vuitanta,اتیا
893,neunzig::NUM,noranta,نوي
894,hundert::NUM,cent,سل
895,tausend::NUM,mil,زر
896,und::CNJ,i,او
897,oder::CNJ,o,ېا
898,stehen::V,estar de peu,درېدل
899,sitzen::V,seure,کښېنستل
900,liegen::V,jeure,ملاستل
901,hängen::V,penjar,ځړېدل
902,werden::V,fer-se,کېدل
903,werden::V,posar-se,کېدل
904,passieren::V,succeir,پېښېدل
905,beginnen::V,iniciar-se,شروع کېدل
906,enden::V,acabar-se,خلاصدل
907,enden::V,acabar-se,تمامېدل
908,enden::V,terminar-se,خلاصدل
909,enden::V,terminar-se,تمامېدل
910,wechseln::V,canviar,تغییر موندل
911,aufgehen[Sonne]::V,sortir,ختل
912,untergehen[Sonne]::V,posar-se,لوېدل
913,untergehen[Sonne]::V,posar-se,پرېوتل
914,scheinen[Sonne]::V,brillar,رڼا کول
915,donnern::V,tronar,تنېدل
916,donnern::V,tronar,غړمبېدل
917,wehen::V,bufar,چلېدل
918,strömen::V,afluir,بهېدل
919,fließen::V,fluir,بهېدل
920,fließen::V,fluir,تویېدل
921,sich drehen::V,girar,ګرځېدل
922,sich drehen::V,girar,چورلېدل
923,schwanken::V,vacil·lar,زنګېدل
924,schwingen::V,oscil·lar,زنګېدل
925,fallen::V,caure,ولېدل
926,fallen::V,tombar,ولېدل
927,brennen::V,cremar,سوځېدل
928,rauchen::V,fumejar,لوګی کول
929,regnen::V,ploure,باران اورېدل
930,gefrieren::V,gelar-se,کنګل نيول
931,tauen::V,fondre's,وېلې کېدل
932,schmelzen::V,fondre's,وېلې کېدل
933,trocknen::V,assecar-se,وچېدل
934,sieden::V,bullir,اېشېدل
935,faulen::V,podrir-se,خرابېدل
936,verfaulen::V,podrir-se,ورستېدل
937,reißen::V,trencar-se,شلېدل
938,versinken::V,enfonsar-se,ډوېېدل
939,vergehen::V,passar,تېرېدل
940,erscheinen::V,aparèixer,ښکارېدل
941,verschwinden::V,desaparèixer,ورکېدل
942,sinken::V,baixar,ښکته کېدل
943,sinken::V,descendir,ښکته کېدل
944,abnehmen::V,decréixer,کمېدل
945,zunehmen::V,augmentar,زیاتېدل
946,steigen::V,pujar,جګېدل
947,steigen::V,pujar,پورته کېدل
948,wachsen::V,créixer,وده کول
949,glänzen::V,brillar,ځلېدل
950,glänzen::V,resplendir,ځلېدل
951,funkeln::V,espurnejar,پړکېدل
952,lärmen::V,fer soroll,غال و غول کول
953,läuten::V,sonar,زنګ وهل
954,klingeln::V,trucar,زنګ وهل
955,klirren::V,dringar,کړنګېدل
956,brausen::V,rugir,تلاطم کول
957,rauschen::V,murmurar,شڼهار کول
958,klingen::V,sonar,آواز کول
959,bellen::V,lladrar,غپېدل
960,heulen::V,udolar,انګلل
961,blasen::V,bufar,پو کول
962,pfeifen::V,xiular,شپېلک وهل
963,schreien::V,cridar,ناره کول
964,stöhnen::V,gemegar,زګېروی کول
965,zittern::V,tremolar,لړزېدل
966,leben::V,vīure,ژوند کول
967,geboren werden::V,néixer,زېږېدل
968,atmen::V,respirar,ساه کښل
969,atmen::V,respirar,تنفس کول
970,trinken::V,beure,څښل
971,essen::V,menjar,خوړل
972,schlucken::V,empassar-se,غړپول
973,müde werden::V,cansar-se,ستړی کېدل
974,einschlafen::V,adormir-se,ویده کېدل
975,schlafen::V,dormir,خوب کول
976,aufwachen::V,despertar-se,ویښېدل
977,aufstehen::V,llevar-se,پاڅېدل
978,sich erholen::V,descansar,استراحت کول
979,krank werden::V,posar-se malalt,رنځورېدل
980,krank sein::V,estar malalt,ناجوړېدل
981,schmerzen::V,doldre,خوږېدل
982,schmerzen::V,doldre,درد کول
983,husten::V,tossir,ټوخېدل
984,genesen::V,recuperar-se,رغېدل
985,sterben::V,morir,مړل
986,umkommen::V,perir,تلفېدل
987,sich bewegen::V,moure's,چلېدل
988,sich bewegen::V,moure's,حرکت کول
989,sich rühren::V,moure's,ښورېدل
990,sich erheben::V,aixecar-se,درېدل
991,sich setzen::V,asseure's,کښېنستل
992,hinfallen::V,caure's,لوېدل
993,laufen::V,caminar,منډې وهل
994,schreiten::V,procedir,قدم ایښودل
995,spazierengehen::V,passejar,چکر وهل
996,eilen::V,anar corrent,بېړه کول
997,sich beeilen::V,afanyar-se,عجله کول
998,sausen::V,córrer,ځغستل
999,rennen::V,córrer,زغلېدل
1000,springen::V,saltar,ټوپ وهل
1001,klettern::V,escalar,ختل
1002,schaukeln::V,gronxar-se,زنګېدل
1003,schaukeln::V,balancejar-se,زنګېدل
1004,kriechen::V,reptar,خاپوړی وهل
1005,kriechen::V,arrossegar-se,خاپوړی وهل
1006,schwimmen::V,nadar,لامبو وهل
1007,tauchen::V,bussejar,غوټه وهل
1008,tauchen::V,submergir-se,غوټه وهل
1009,rudern::V,remar,پارو وهل
1010,fahren::V,anar,تلل
1011,fliegen::V,volar,الوتل
1012,gehen::V,caminar,تلل
1013,weggehen::V,anar-se'n,بهر وتل
1014,abfahren::V,partir,تلل
1015,anhalten::V,aturar-se,ودرېدل
1016,hineingehen::V,entrar,داخلېدل
1017,eintreten::V,entrar,ننوتل
1018,kommen::V,venir,راتلل
1019,ankommen::V,arribar,رسېدل
1020,zurückkommen::V,tornar,بېرته راتلل
1021,bleiben::V,quedar-se,پاتې کېدل
1022,warten::V,esperar,انتظار وېستل
1023,erwarten::V,esperar,انتظار کول
1024,suchen::V,buscar,لټول
1025,finden::V,trobar,میندل
1026,finden::V,trobar,پیدا کول
1027,versuchen::V,intentar,هڅه کول
1028,vorbereiten::V,preparar,چمتوکول
1029,lieben::V,estimar,مینه لرل
1030,mögen::V,agradar a,خوښول
1031,mögen::V,agradar a,علاقه لرل
1032,lachen::V,riure,خندېدل
1033,rühren::V,commoure,اغېزه کول
1034,rühren::V,emocionar,اغېزه کول
1035,weinen::V,plorar,ژړل
1036,schimpfen::V,renyar,ښکنځا کول
1037,sich ärgern::V,enfadar-se,قهر راتلل
1038,sich fürchten::V,tenir por,ډارېدل
1039,fürchten::V,témer,ډارېدل
1040,fliehen::V,fugir,تښتېدل
1041,flüchten::V,refugiar-se,تښتېدل
1042,sehen::V,veure,لیدل
1043,anschauen::V,mirar,کتل
1044,ansehen::V,mirar,ننداره کول
1045,hören::V,oir,اورېدل
1046,zuhören::V,escoltar,غوږ نیول
1047,probieren::V,provar,څکه کول
1048,probieren::V,provar,چاشنی کول
1049,riechen::V,olorar,بويول
1050,fühlen::V,sentīr,حسول
1051,scheinen::V,semblar,ښکارېدل
1052,zu sehen sein::V,poder-se veure,ښکارېدل
1053,vernehmen::V,percebre,خبرېدل
1054,frieren::V,tenir fred,ساړه کېتل
1055,tun::V,fer,کول
1056,können::V,poder,کولای شول
1057,können::V,poder,د لاسه کېدل
1058,wollen::V,voler,غوښتل
1059,anfangen::V,iniciar,شروع کول
1060,beenden::V,acabar,ختمول
1061,beenden::V,acabar,پای ته رسول
1062,aufhören::V,deixar,بس کول
1063,gelingen::V,sortir bé,موفق کېدل
1064,gelingen::V,sortir bé,بریالی کېدل
1065,geraten::V,sortir,کېدل
1066,öffnen::V,obrir,خلاصول
1067,öffnen::V,obrir,پرانیستل
1068,schließen::V,tancar,تړل
1069,stellen::V,posar,ایښودل
1070,stellen::V,col·locar,ایښودل
1071,setzen::V,assentar,کښېنول
1072,legen::V,posar,ایښودل
1073,berühren::V,tocar,لاس وهل
1074,verbinden::V,unir,تړل
1075,verbinden::V,connectar,تړل
1076,bedecken::V,tapar,پوښول
1077,bedecken::V,cobrir,پوښول
1078,aufhängen::V,penjar,ځوړندول
1079,anzünden::V,encendre,بلول
1080,aufheben::V,aixecar,پورته کول
1081,zurücklassen::V,deixar,پرېښودل
1082,verlieren::V,pērdre,ورکول
1083,fallen lassen::V,deixar caure,له لاسه لوېدل
1084,machen::V,fer,کول
1085,herstellen::V,producir,جوړول
1086,herstellen::V,producir,توليدول
1087,bauen::V,construir,جوړول
1088,reparieren::V,reparar,ترمیمول
1089,verbessern::V,millorar,اصلاح کول
1090,ändern::V,canviar,تغیر ورکول
1091,graben::V,cavar,کيندل
1092,beugen::V,doblegar,ټیټول
1093,biegen::V,corbar,کږول
1094,biegen::V,arquejar,کږول
1095,drehen::V,girar,ګرځول
1096,wenden::V,girar,اړول
1097,umdrehen::V,voltar,اړول
1098,heben::V,pujar,جګول
1099,heben::V,pujar,پورته کول
1100,heben::V,aixecar,جګول
1101,heben::V,aixecar,پورته کول
1102,hochheben::V,aixecar,جګول
1103,ergreifen::V,agafar,نیول
1104,halten::V,mantenir,نیول
1105,drücken::V,prémer,کښېکښل
1106,drücken::V,estrènyer,کښېکښل
1107,schieben::V,empènyer,پوری وهل
1108,kratzen::V,raspar,ګرول
1109,lecken::V,llepar,څټل
1110,beißen::V,mossegar,چیچل
1111,abreißen::V,arrencar,شکول
1112,abschneiden::V,tallar,پرېکول
1113,binden::V,lligar,تړل
1114,stecken::V,ficar,ټومبل
1115,brechen::V,trencar,ماتول
1116,klopfen::V,trucar,ټکول
1117,hauen::V,picar,ټکول
1118,hauen::V,colpejar,ټکول
1119,kleben::V,enganxar,نښلول
1120,kleben::V,enganxar,سرېښول
1121,reiben::V,fregar,مږل
1122,streichen::V,untar,مښل
1123,schleifen::V,afilar,تېره کول
1124,schleifen::V,esmolar,تېره کول
1125,schneiden::V,tallar,غوڅول
1126,schneiden::V,tallar,پرېکول
1127,rütteln::V,sacsejar,خوڅول
1128,schütteln::V,agitar,ښورول
1129,schütteln::V,sacsejar,ښورول
1130,schwenken::V,agitar,خوڅول
1131,schütten::V,abocar,اچول
1132,schütten::V,abocar,تویول
1133,füllen::V,omplir,ډکول
1134,einwickeln::V,embolicar,پېچل
1135,einwickeln::V,embolicar,نغښتل
1136,tragen::V,dur,وړل
1137,tragen::V,portar,وړل
1138,schleppen::V,arrossegar,وړل
1139,ziehen::V,tirar,کښل
1140,ziehen::V,estirar,کښل
1141,aufbewahren::V,conservar,ساتل
1142,werfen::V,llançar,اچول
1143,werfen::V,llançar,غورځول
1144,fangen::V,agafar,نیول
1145,fangen::V,agafar,ګیرول
1146,fangen::V,atrapar,نیول
1147,fangen::V,atrapar,ګیرول
1148,packen::V,engrapar,نیول
1149,verstecken::V,amagar,پټول
1150,teilen::V,dividir,وېشل
1151,teilen::V,dividir,تقسیمول
1152,schicken::V,enviar,لېږل
1153,schicken::V,enviar,استول
1154,bringen::V,portar,راوړل
1155,hinzufügen::V,afegir,زیاتول
1156,bekommen::V,obtenir,حاصلول
1157,erhalten::V,rebre,اخیستل
1158,nehmen::V,prendre,نیول
1159,nehmen::V,prendre,اخيستل
1160,wählen::V,triar,خوښول
1161,wählen::V,elegir,خوښول
1162,auswählen::V,escollir,چنده کول
1163,auswählen::V,seleccionar,چنده کول
1164,bewahren::V,conservar,ساتل
1165,behindern::V,impedir,مانع کېدل
1166,behindern::V,impedir,ممانعت کول
1167,behindern::V,obstaculitzar,مانع کېدل
1168,behindern::V,obstaculitzar,ممانعت کول
1169,verderben::V,espatllar,خرابېدل
1170,beschädigen::V,danyar,ورانول
1171,beschädigen::V,destrossar,ورانول
1172,zerbrechen::V,trencar,ماتول
1173,zerreißen::V,estripar,څیرې کول
1174,zerstören::V,destruir,ړنګول
1175,zerstören::V,destruir,ورانول
1176,verbrennen::V,cremar,سوځول
1177,geben::V,donar,ورکول
1178,reichen::V,passar,ورکول
1179,schenken::V,regalar,بښل
1180,versprechen::V,prometre,لوز کول
1181,wünschen::V,desitjar,غوښتل
1182,loben::V,elogiar,ستایل
1183,loben::V,elogiar,تمجید کول
1184,küssen::V,fer un petó a,ښکلول
1185,wiegen::V,bressolar,زنګول
1186,zudecken::V,tapar,پوښول
1187,zudecken::V,cobrir,پوښول
1188,wecken::V,despertar,ويښول
1189,zeigen::V,mostrar,ښودل
1190,zeigen::V,ensenyar,ښودل
1191,führen::V,guiar,بیول
1192,führen::V,conduir,بیول
1193,lehren::V,ensenyar,درس ورکول
1194,lehren::V,ensenyar,تعلیم ورکول
1195,unterrichten::V,ensenyar,درس ورکول
1196,aufziehen::V,criar,روزل
1197,leiten::V,dirigir,رهبری کول
1198,leiten::V,dirigir,لارښوونه کول
1199,antreiben::V,impel·lir,چټک کول
1200,lassen::V,fer,اړکول
1201,einladen::V,invitar,بلل
1202,einladen::V,convidar,بلل
1203,vereinigen::V,unir,متحد کول
1204,vereinigen::V,unir,یوځای کول
1205,besuchen::V,visitar,کتنه کول
1206,besuchen::V,anar a veure,کتنه کول
1207,treffen::V,trobar,ليدل
1208,treffen::V,trobar,تلقی کول
1209,sich versammeln::V,reunir-se,راغونډېدل
1210,spielen::V,jugar,لوبه کول
1211,singen::V,cantār,سندرې وېل
1212,tanzen::V,ballar,ګډېدل
1213,sich trennen::V,separar-se,بېلېدل
1214,verlassen::V,deixar,ترک کول
1215,verlassen::V,abandonar,ترک کول
1216,retten::V,salvar,نجات ورکول
1217,bewachen::V,vigilar,ساتل
1218,bewachen::V,vigilar,حفاظت کول
1219,schützen::V,protegir,ژغورل
1220,verteidigen::V,defensar,دفاع کول
1221,sich schlagen::V,barallar-se,جنګېدل
1222,schießen::V,tirar,ویشتل
1223,schießen::V,disparar,ویشتل
1224,siegen::V,vèncer,غالبېدل
1225,ärgern::V,enfadar,خپه کول
1226,schlagen::V,pegar,وهل
1227,schlagen::V,colpejar,وهل
1228,treten::V,donar un cop de peu a,په لغته وهل
1229,stechen::V,punxar,ټومبل
1230,stechen::V,apunyalar,ټومبل
1231,stoßen::V,empènyer,ټېل وهل
1232,stoßen::V,empènyer,پوری وهل
1233,stehlen::V,robar,تښتول
1234,stehlen::V,robar,غلا کول
1235,stören::V,molestar,ماتول
1236,belästigen::V,importunar,ځورول
1237,belästigen::V,importunar,تکلیف ورکول
1238,verbergen::V,amagar,پټول
1239,verbergen::V,ocultar,پټول
1240,täuschen::V,enganyar,تېرایستل
1241,täuschen::V,enganyar,خطا ایستل
1242,betrügen::V,estafar,غولول
1243,töten::V,matar,وژل
1244,töten::V,matar,مړ کول
1245,wohnen::V,vīure,اوسېدل
1246,wohnen::V,habitar,اوسېدل
1247,arbeiten::V,treballar,کار کول
1248,sammeln::V,col·leccionar,راټولول
1249,sammeln::V,col·leccionar,راغونډول
1250,pflücken::V,collir,شکول
1251,jagen::V,caçar,ښکار کول
1252,fischen::V,pescar,کب نيول
1253,fassen::V,atrapar,نیول
1254,fassen::V,atrapar,ګیرول
1255,hüten::V,pasturar,پوول
1256,treiben::V,arriar,بیول
1257,anbinden::V,lligar,تړل
1258,füttern::V,donar menjar a,خوراک ورکول
1259,melken::V,munyir,لوشل
1260,hacken::V,picar,پی کول
1261,hacken::V,tallar,پی کول
1262,gießen::V,regar,اوبه کول
1263,reifen::V,madurar,رسېدل
1264,zubereiten::V,preparar,تیارول
1265,kochen::V,coure,پخول
1266,backen::V,coure al forn,پخول
1267,braten::V,rostir,وريتول
1268,umrühren::V,remenar,لړل
1269,stricken::V,tricotar,اوبدل
1270,stricken::V,fer punt de mitja,اوبدل
1271,nähen::V,cosir,ګنډل
1272,färben::V,tenyir,رنګول
1273,reinigen::V,netejar,صافول
1274,waschen::V,rentār,مینځل
1275,abwischen::V,eixugar,وچول
1276,spülen::V,esbandir,کنګالول
1277,fegen::V,escombrar,جارو کول
1278,kehren::V,escombrar,جارو کول
1279,baden::V,banyar-se,لمبېدل
1280,sich waschen::V,rentār-se,ځان مينځل
1281,ausziehen::V,treure's,کښل
1282,ausziehen::V,treure's,ایستل
1283,anziehen::V,posar-se,اغوستل
1284,sich anziehen::V,vestir-se,کالی اغوستل
1285,kämmen::V,pentinar,ګمنځول
1286,schmücken::V,adornar,ښکلی کول
1287,sagen::V,dir,وېل
1288,sprechen::V,parlar,وېل
1289,sprechen::V,parlar,غږېدل
1290,reden::V,parlar,ګړېدل
1291,reden::V,parlar,خبرې کول
1292,sich unterhalten::V,conversar,خبری کول
1293,fragen::V,preguntar,پوښتنه کول
1294,bitten::V,demanar,غوښتل
1295,erzählen::V,contar,کيسه کول
1296,erzählen::V,contar,حکايت کول
1297,erzählen::V,explicar,کيسه کول
1298,erzählen::V,explicar,حکايت کول
1299,mitteilen::V,comunicar,خبرول
1300,mitteilen::V,comunicar,خبر ورکول
1301,nennen::V,nomenar,نوم ايښودل
1302,rufen::V,cridar,بلل
1303,prahlen::V,lloar-se,لاپې وهل
1304,prahlen::V,jactar-se,لاپې وهل
1305,übersetzen::V,traduir,ژباړل
1306,übersetzen::V,traduir,ترجمه کول
1307,denken::V,pensar,فکر کول
1308,glauben::V,creure,باور کول
1309,bemerken::V,notar,لیدل
1310,erkennen::V,reconèixer,پېژندل
1311,begreifen::V,comprendre,رسېدل
1312,begreifen::V,comprendre,پوهېدل
1313,verstehen::V,entendre,پوهېدل
1314,lernen::V,aprendre,زده کول
1315,lernen::V,aprendre,درس لوستل
1316,wissen::V,saber,پوهېدل
1317,sich erinnern an::V,recordar,یادول
1318,sich erinnern an::V,recordar,په یاد راوړل
1319,vergessen::V,oblidar,هېرول
1320,messen::V,mesurar,اندازه کول
1321,zählen::V,comptar,شمارل
1322,rechnen::V,calcular,حسابول
1323,lesen::V,llegir,لوستل
1324,malen::V,pintar,رسمول
1325,zeichnen::V,dibuixar,رسمول
1326,schreiben::V,escrīure,لیکل
1327,besitzen::V,posseir,لرل
1328,kaufen::V,comprar,رانیول
1329,verkaufen::V,vendre,خرڅول
1330,bezahlen::V,pagar,تأدیه کول
1331,zahlen::V,pagar per,کسات اخيستل
1332,beherrschen::V,dominar,تسلط لرل
1333,ertragen::V,aguantar,زغمل
