,Concept_ID,tt,ku
813,sitzen::V,утыру,rûniştin
814,liegen::V,яту,paldan
815,hängen::V,эленү,darve kirin
816,werden::V,булу,bûn
817,passieren::V,булу,hatin holê
818,passieren::V,булу,hatin serê kesî
819,beginnen::V,башлану,li dest pêkirin
820,enden::V,бетү,xalas bû
821,wechseln::V,үзгәртү,guherandin
822,wechseln::V,үзгәртү,dêgiş kirin
823,aufgehen[Sonne]::V,чыгу,hilatin
824,untergehen[Sonne]::V,бату,çun ava
825,scheinen[Sonne]::V,яктырту,şewk de
826,donnern::V,күкрәү,gire-gir
827,wehen::V,исү,ba le de
828,strömen::V,агу,xwe girtin
829,fließen::V,агу,herikîn
830,sich drehen::V,бөтерелү,xwe zivirandin
831,schwanken::V,икеләнү,hejandin
832,schwingen::V,тирбәлү,libakirin
833,fallen::V,егылу,ketin
834,brennen::V,яну,şewitîn
835,rauchen::V,төтәү,kişandin
836,rauchen::V,төтенләү,kişandin
837,regnen::V,яву,bahran tê
838,gefrieren::V,кату,qefilandin
839,tauen::V,эрү,helandin
840,tauen::V,эретү,helandin
841,schmelzen::V,эрү,helandin
842,schmelzen::V,эретү,helandin
843,trocknen::V,кибү,zuwabûn
844,sieden::V,ургылу,kelîn
845,faulen::V,черү,xerabûn
846,verfaulen::V,черү,xerabûn
847,reißen::V,өзелү,jêkirin
848,versinken::V,бату,xerq bûn
849,vergehen::V,авышу,derbas bûn
850,erscheinen::V,пәйда булу,peyda bûn
851,verschwinden::V,югалу,wendabûn
852,verschwinden::V,юк булу,wendabûn
853,sinken::V,кимү,noq bûn
854,sinken::V,кайту,noq bûn
855,abnehmen::V,азаю,kêm bûn
856,zunehmen::V,арту,qelew bûn
857,zunehmen::V,күбәю,qelew bûn
858,zunehmen::V,ишәю,qelew bûn
859,steigen::V,үсү,hildan
860,wachsen::V,үсү,mezin bûn
861,glänzen::V,ялкылдау,biriqîn
862,funkeln::V,ялтырау,çikisîn
863,lärmen::V,шаулау,guşîn
864,läuten::V,шалтырату,lê de
865,klingeln::V,шалтырату,sîl dan
866,klingeln::V,шалтырату,ringerin
867,klirren::V,чылтырау,zingzing hat
868,brausen::V,давыллау,guşîn
869,brausen::V,дулау,guşîn
870,rauschen::V,кыштырдау,guşîn
871,klingen::V,ишетелү,deng pe ketin
872,bellen::V,өрү,kewtîn
873,heulen::V,улау,ûrîn
874,blasen::V,өрү,puf kirin
875,pfeifen::V,сызгырту,fîkandin
876,schreien::V,кычкыру,qîrîn
877,stöhnen::V,ыңгырашу,nalîn
878,zittern::V,калтырау,hejîn
879,zittern::V,калтырану,hejîn
880,leben::V,яшәү,jihîn
881,leben::V,гомер итү,jihîn
882,geboren werden::V,туу,hatin dinyê
883,geboren werden::V,туу,bûn
884,atmen::V,сулау,hilmijîn
885,trinken::V,эчү,vexwarin
886,essen::V,ашау,xwarin
887,schlucken::V,йоту,daqulbandin
888,müde werden::V,ялыгу,betilîln
889,müde werden::V,ялыгу,qerimîn
890,müde werden::V,йөгенү,betilîln
891,müde werden::V,йөгенү,qerimîn
892,einschlafen::V,йокыга китү,razan
893,schlafen::V,йоклау,razan
894,schlafen::V,йоклау,razandin
895,aufwachen::V,уяну,şiyarbûn
896,aufstehen::V,тору,rabûn
897,sich erholen::V,ял алу,baş bûn
898,sich erholen::V,истирахәт итү,baş bûn
899,krank werden::V,чирләү,nexweş kêt
900,krank sein::V,чирләү,nexweş bû
901,schmerzen::V,авырту,êşandin
902,husten::V,ютәлләү,kuxin
903,genesen::V,савыгу,baş bûn
904,genesen::V,сәламәтләнү,baş bûn
905,sterben::V,үлү,mirin
906,sterben::V,дөнья кую,mirin
907,sterben::V,вафат булу,mirin
908,umkommen::V,үлү,mirin
909,sich bewegen::V,йөрү,leqîn
910,sich rühren::V,кыймылдау,leqîn
911,sich erheben::V,басу,rabûn
912,sich setzen::V,утыру,runiştin
913,hinfallen::V,егылу,kêtin
914,laufen::V,җәяүләү,meşîn
915,schreiten::V,атлау,meşkirin
916,spazierengehen::V,йөрү,gerandin
917,spazierengehen::V,йөргенү,gerandin
918,eilen::V,ашыгу,lezandin
919,sich beeilen::V,ашыгу,zûkirin
920,sich beeilen::V,кызулау,zûkirin
921,sausen::V,җилдерү,fîzîn
922,rennen::V,йөгерү,baz dan
923,springen::V,сикерү,hilpekîn
924,klettern::V,үрмәләү,hilperikîn
925,schaukeln::V,атыну,lorandin
926,kriechen::V,шуышу,xuşandin
927,kriechen::V,үрмәләү,xuşandin
928,schwimmen::V,йөзү,avjenîn
929,tauchen::V,чуму,qutxuyardin
930,tauchen::V,чуму,noqîn
931,rudern::V,ишү,qaîq ajotin
932,fahren::V,бару,ajotin
933,fliegen::V,очу,firîn
934,gehen::V,йөрү,çûn
935,weggehen::V,китү,çûn
936,abfahren::V,кузгалу,çûyin
937,anhalten::V,тукталу,rawestîn
938,hineingehen::V,инү,ketin hundir
939,eintreten::V,инү,têketin
940,kommen::V,килү,hatin
941,ankommen::V,бару,gihan
942,ankommen::V,бару,gihîştin
943,zurückkommen::V,кире кайту,vegerandin
944,bleiben::V,калу,sekinîn
945,warten::V,көтү,payîn
946,erwarten::V,көтү,payîn
947,suchen::V,эзләү,lêgerîn
948,finden::V,табу,peyda kirin
949,versuchen::V,маташу,çeribandin
950,vorbereiten::V,хәзерләү,amade kirin
951,lieben::V,сөю,hez kirin
952,lieben::V,ярату,hez kirin
953,mögen::V,өнәү,dil kirin
954,lachen::V,көлү,kenîn
955,rühren::V,дулкынландыру,hêjan
956,weinen::V,елау,girîn
957,schimpfen::V,сүгү,pevçûn
958,schimpfen::V,сүгенү,pevçûn
959,sich ärgern::V,ачулану,enirîn
960,sich fürchten::V,курку,tirsîn
961,fürchten::V,калтырау,tirsin
962,fürchten::V,калтырану,tirsin
963,fliehen::V,арка бирү,bazdan
964,flüchten::V,качу,revîn
965,sehen::V,күрү,dîtin
966,anschauen::V,карау,sêr kirin
967,ansehen::V,карау,hesibandin
968,ansehen::V,күзәтү,hesibandin
969,hören::V,ишетү,guhdar jirin
970,zuhören::V,тыңлау,guhdarî kirin
971,probieren::V,тату,tehm kirin
972,riechen::V,иснәү,bihn kirin
973,fühlen::V,тою,hîs kirin
974,fühlen::V,сизү,hîs kirin
975,scheinen::V,күренү,xoyer kir
976,zu sehen sein::V,күренү,diyar bûn
977,vernehmen::V,ишетү,bihîstin
978,frieren::V,өшү,qerişîn
979,frieren::V,күшегү,qerişîn
980,tun::V,итү,kirin
981,können::V,алу,karin
982,wollen::V,теләү,xwestîn
983,anfangen::V,керешү,dest pêkirin
984,beenden::V,бетерү,xelas kirin
985,beenden::V,тәмамлау,xelas kirin
986,aufhören::V,бетү,xelas kirin
987,gelingen::V,уңу,çe bûn
988,geraten::V,сабышу,qewîmîn
989,öffnen::V,ачу,vekirin
990,schließen::V,ябу,girtin
991,stellen::V,кую,danîn
992,setzen::V,утырту,rûniştin
993,legen::V,яткыру,danîn
994,legen::V,яткыру,razandin
995,berühren::V,тию,lêketin
996,verbinden::V,ялгау,anîn pê
997,bedecken::V,өрту,sergirtin
998,bedecken::V,каплау,sergirtin
999,bedecken::V,томалау,sergirtin
1000,aufhängen::V,асу,aliqandin
1001,anzünden::V,кабызу,pêxistin
1002,aufheben::V,күтәрү,hildan
1003,zurücklassen::V,калдыру,hiştin
1004,zurücklassen::V,калдыру,vehiştin
1005,verlieren::V,югалту,wendakirin
1006,fallen lassen::V,төшерү,xistin bixe
1007,fallen lassen::V,төшерү,xistin
1008,machen::V,ясау,kirin
1009,machen::V,ясау,çêkirin
1010,machen::V,эшләү,kirin
1011,machen::V,эшләү,çêkirin
1012,herstellen::V,ясау,çê kirin
1013,herstellen::V,ясау,peyda kirin
1014,bauen::V,кору,lêkirin
1015,reparieren::V,төзәтү,veherînerîn
1016,verbessern::V,яхшырту,sererastkirin
1017,ändern::V,үзгәртү,degiş kirin
1018,graben::V,казу,kolandin
1019,beugen::V,ию,tewîn
1020,beugen::V,ию,xwar kirin
1021,biegen::V,бөгү,tewandin
1022,biegen::V,бөгү,xwarkirin
1023,drehen::V,бору,fitilandin
1024,drehen::V,бөтерү,fitilandin
1025,wenden::V,бору,zivîrin
1026,umdrehen::V,түнтәрү,vegerandin
1027,heben::V,күтәрү,hildan
1028,hochheben::V,күтәрү,hildan
1029,ergreifen::V,эләктерү,dest avêtin
1030,halten::V,тоту,hîştin
1031,halten::V,тоту,sekinîn
1032,drücken::V,кысу,pêl kirin
1033,schieben::V,кузгату,damdan
1034,kratzen::V,тырнау,xurandin
1035,lecken::V,ялау,alastin
1036,beißen::V,тешләү,gez kirin
1037,abreißen::V,өзү,hilşandin
1038,abschneiden::V,кыю,jêkirin
1039,abschneiden::V,кисү,jêkirin
1040,binden::V,бәйләү,girêdan
1041,stecken::V,төртү,têxistin
1042,stecken::V,тыгу,têxistin
1043,brechen::V,сындыру,şikandin
1044,klopfen::V,шаку,kutandin
1045,klopfen::V,шакылдау,kutandin
1046,hauen::V,кыйнау,li dan
1047,kleben::V,ябыштыру,zeliqîn
1048,kleben::V,ябыштыру,şirêz kirin
1049,reiben::V,ышку,firikandin
1050,streichen::V,ягу,bax dan
1051,schleifen::V,кайрау,çarkirin
1052,schneiden::V,кисү,jêkirin
1053,rütteln::V,селкетү,hejandin
1054,schütteln::V,селкетү,daweşîn
1055,schwenken::V,болгау,têwdan
1056,schütten::V,кою,rijandin
1057,füllen::V,тутыру,dagirtin
1058,einwickeln::V,төрү,pêçandin
1059,tragen::V,ташу,kişandin
1060,tragen::V,ташу,rajtin
1061,schleppen::V,сөйрәү,kişandin
1062,schleppen::V,өстерәү,kişandin
1063,ziehen::V,тарту,kişandin
1064,aufbewahren::V,саклау,hilandin
1065,werfen::V,ыргыту,avêtin
1066,fangen::V,тоту,sem kirin
1067,fangen::V,тоту,girtin
1068,packen::V,эләктерү,pê girtin
1069,verstecken::V,яшерү,hîlanin
1070,teilen::V,бүлү,parvekirin
1071,schicken::V,җибәрү,şandin
1072,bringen::V,китерү,anîn
1073,bringen::V,китерү,birin
1074,hinzufügen::V,өстәү,dan ser
1075,hinzufügen::V,өстәү,li tiştekî zêde kirin
1076,bekommen::V,алу,standin
1077,erhalten::V,алу,standin
1078,nehmen::V,алу,girtin
1079,wählen::V,сайлау,ray dan
1080,auswählen::V,сайлау,bijartin
1081,bewahren::V,саклау,rê li ber girtin
1082,bewahren::V,саклау,lê xwedî derketin
1083,behindern::V,комачаулау,bara wi
1084,verderben::V,бозу,heram bûn
1085,beschädigen::V,бозу,xerab kirin
1086,zerbrechen::V,вату,şikênandin
1087,zerbrechen::V,вату,perçe kirin
1088,zerreißen::V,өзү,qelişandin
1089,zerreißen::V,ерту,qelişandin
1090,zerstören::V,җимерү,hilşandin
1091,verbrennen::V,яндыру,şewitandin
1092,verbrennen::V,көйдерү,şewitandin
1093,geben::V,бирү,dan
1094,geben::V,бирү,dayin
1095,reichen::V,тапшыру,besbûn
1096,reichen::V,тапшыру,têrkirin
1097,schenken::V,бүләкләү,diyarî kirin
1098,versprechen::V,вәгъдә бирү,soz dan
1099,wünschen::V,котлау,dil kirin
1100,loben::V,мактау,pesinandin
1101,küssen::V,үбү,maçkirin
1102,wiegen::V,тирбәтү,lorandin
1103,wiegen::V,тирбәтү,wezinandin
1104,zudecken::V,ябу,nixumandin
1105,zudecken::V,бөркәү,nixumandin
1106,wecken::V,уяту,bixwe hesandin
1107,zeigen::V,күрсәтү,şanîdan
1108,führen::V,йөртү,raber kirin
1109,lehren::V,өйрәтү,hîn kirin
1110,unterrichten::V,укыту,ders dan
1111,aufziehen::V,асрау,mesinkirin
1112,leiten::V,җитәкләү,rêberî kirin
1113,antreiben::V,куалау,bezandin
1114,antreiben::V,әйдәләү,bezandin
1115,antreiben::V,ашыктыру,bezandin
1116,lassen::V,мәҗбүр итү,berdan
1117,lassen::V,мәҗбүр итү,hiştin
1118,einladen::V,чакыру,dawet kirin
1119,vereinigen::V,берләштерү,bi yek kirin
1120,besuchen::V,керешү,mêvan bûn
1121,treffen::V,очрату,rast hatin
1122,sich versammeln::V,җыелышу,li hev çivîn
1123,spielen::V,уйнау,listin
1124,singen::V,җырлау,stran
1125,tanzen::V,бию,reqisîn
1126,sich trennen::V,аерылу,hew berdan
1127,sich trennen::V,ташлашу,hew berdan
1128,verlassen::V,ташлау,tanê hişt
1129,verlassen::V,ташлау,bêkes
1130,verlassen::V,калдыру,tanê hişt
1131,verlassen::V,калдыру,bêkes
1132,retten::V,коткару,rihakirin
1133,bewachen::V,каравыллау,raçavkirin
1134,schützen::V,ышыклау,hemet kirin
1135,verteidigen::V,яклау,paraztin
1136,verteidigen::V,саклау,paraztin
1137,sich schlagen::V,сугышу,li hev bezîn
1138,schießen::V,ату,agir kirin
1139,siegen::V,җиңү,biser ketin
1140,ärgern::V,ачуландыру,xeyirandin
1141,schlagen::V,ору,lêdan
1142,schlagen::V,ору,lêxistin
1143,schlagen::V,бәрү,lêdan
1144,schlagen::V,бәрү,lêxistin
1145,schlagen::V,тукмау,lêdan
1146,schlagen::V,тукмау,lêxistin
1147,treten::V,тибү,têlekirin
1148,stechen::V,кадау,têrekirin
1149,stoßen::V,этү,lêketin
1150,stehlen::V,урлау,dizîn
1151,stehlen::V,урлау,dizî birin
1152,stören::V,комачаулау,aciz kirin
1153,belästigen::V,борчу,li tela yeki ketin
1154,belästigen::V,билмазалау,li tela yeki ketin
1155,verbergen::V,яшерү,veşartin
1156,verbergen::V,яшерү,kemîndanîn
1157,täuschen::V,алдату,xapandin
1158,täuschen::V,алдату,lê zexeli kirin
1159,betrügen::V,хәрәмләшү,xapandin
1160,töten::V,үтерү,kûştin
1161,wohnen::V,яшәү,rûniştin
1162,arbeiten::V,эшләү,kar kirin
1163,arbeiten::V,эшләү,şêxulin
1164,sammeln::V,туплау,komkirin
1165,pflücken::V,өзү,çinîn
1166,jagen::V,аулау,nêçîr kirin
1167,fischen::V,балык тоту,masî girtin
1168,fassen::V,тоту,pê girtin
1169,fassen::V,тоту,sêm kirin
1170,hüten::V,көтү,hei jê man
1171,treiben::V,куалау,bêherandin
1172,anbinden::V,бәйләү,tewilandin
1173,füttern::V,туйдыру,xwarine dan lê
1174,melken::V,саву,dotin
1175,hacken::V,чабу,kolandin
1176,gießen::V,сугару,av dan
1177,reifen::V,җитешү,kemilîn
1178,zubereiten::V,пешеренү,çe kirin
1179,kochen::V,пешерү,xwarin çe kirin
1180,kochen::V,пешерү,kelandin
1181,kochen::V,кайнату,xwarin çe kirin
1182,kochen::V,кайнату,kelandin
1183,backen::V,пешерү,pijandin
1184,braten::V,куыру,qelandin
1185,braten::V,куыру,sor kirin
1186,braten::V,кыздыру,qelandin
1187,braten::V,кыздыру,sor kirin
1188,umrühren::V,бутау,têvdan
1189,umrühren::V,болгату,têvdan
1190,stricken::V,бәйләү,hûnan
1191,nähen::V,тегү,kêl kirin
1192,färben::V,ману,boyax kirin
1193,reinigen::V,чистарту,paqijkirin
1194,waschen::V,юу,şuştin
1195,abwischen::V,сөртү,pakîj kirin
1196,spülen::V,чайкау,şuştin
1197,fegen::V,себерү,maliştin
1198,kehren::V,себерү,maliştin
1199,baden::V,коену,serîşûştin
1200,sich waschen::V,юыну,serîşûştin
1201,ausziehen::V,чишенү,jê kirin
1202,anziehen::V,кию,pê kirin
1203,sich anziehen::V,киенү,xwe kirin
1204,kämmen::V,тарау,şeh kirin
1205,schmücken::V,бизәү,xemilandin
1206,schmücken::V,бизәкләү,xemilandin
1207,sagen::V,дию,gotin
1208,sagen::V,дию,peyivîn
1209,sagen::V,әйтү,gotin
1210,sagen::V,әйтү,peyivîn
1211,sprechen::V,сөйләү,peyivîn
1212,sprechen::V,сөйләшү,peyivîn
1213,reden::V,сөйләү,axaftin
1214,sich unterhalten::V,сөйләшү,hev biştaxilin
1215,fragen::V,сорау,pirsîn
1216,fragen::V,сорау,pirs kirin
1217,fragen::V,сорашу,pirsîn
1218,fragen::V,сорашу,pirs kirin
1219,bitten::V,үтенү,tika kirin
1220,erzählen::V,сөйләү,behs kirin
1221,mitteilen::V,белдерү,vegotin
1222,nennen::V,дию,bi nav kirin
1223,rufen::V,дәшү,bakirin
1224,prahlen::V,мактану,pesnê xwe dan
1225,prahlen::V,шапырыну,pesnê xwe dan
1226,übersetzen::V,күчерү,qulibandin
1227,übersetzen::V,күчерү,derbas kirin
1228,denken::V,уйлау,fikirîn
1229,glauben::V,инану,bawer bûn
1230,bemerken::V,искәрү,bala xwe dan
1231,bemerken::V,искәрү,çac lê ketin
1232,erkennen::V,тану,pêhesîn
1233,begreifen::V,аңлау,fêmkirin
1234,begreifen::V,төшенү,fêmkirin
1235,verstehen::V,аңлау,fêmkirin
1236,verstehen::V,төшенү,fêmkirin
1237,lernen::V,уку,halmandin
1238,lernen::V,уку,fêrbun
1239,lernen::V,өйрәнү,halmandin
1240,lernen::V,өйрәнү,fêrbun
1241,wissen::V,белү,zanîn
1242,sich erinnern an::V,хәтерләү,bir bûn
1243,vergessen::V,оныту,ji bir kirin
1244,messen::V,үлчәү,pê kanîn
1245,zählen::V,санау,hejmardin
1246,rechnen::V,исәпләү,hesibandin
1247,lesen::V,уку,xwendin
1248,malen::V,рәсем ясау,rengandin
1249,malen::V,рәсем ясау,boyax kirin
1250,malen::V,сурәт ясау,rengandin
1251,malen::V,сурәт ясау,boyax kirin
1252,malen::V,сурәтләү,rengandin
1253,malen::V,сурәтләү,boyax kirin
1254,zeichnen::V,язу-сызу,işaret kirin
1255,zeichnen::V,сурәт ясау,işaret kirin
1256,schreiben::V,язу,nivîsandin
1257,besitzen::V,биләү,hebûn
1258,kaufen::V,алу,kirîn
1259,verkaufen::V,сату,firotin
1260,bezahlen::V,түләү,pere dan
1261,zahlen::V,түләү,pere dan
1262,zahlen::V,түләү,dayin
1263,beherrschen::V,ия булу,zebt kirin
1264,beherrschen::V,ия булу,hukim kirin
1265,ertragen::V,чыдау,bihêzkirin
