,Concept_ID,br,fi
806,zwölf::NUM,daouzek,kaksitoista
807,zwanzig::NUM,ugent,kaksikymmentä
808,dreißig::NUM,tregont,kolmekymmentä
809,vierzig::NUM,daou-ugent,neljäkymmentä
810,fünfzig::NUM,hanter-kant,viisikymmentä
811,sechzig::NUM,tri-ugent,kuusikymmentä
812,siebzig::NUM,dek ha tri-ugent,seitsemänkymmentä
813,achtzig::NUM,pevar-ugent,kahdeksankymmentä
814,neunzig::NUM,dek ha pevar-ugent,yhdeksänkymmentä
815,hundert::NUM,kant,sata
816,tausend::NUM,mil,tuhat
817,und::CNJ,ha,ja
818,oder::CNJ,pe,tai
819,stehen::V,bezañ a-sav,seisoa
820,sitzen::V,azezañ,istua
821,sitzen::V,bezañ en e goazez,istua
822,liegen::V,bezañ en e c'hourvez,maata
823,hängen::V,krougañ,riippua
824,werden::V,dazonet,tulla
825,werden::V,dazonet,joutua
826,passieren::V,c'hoarvezout,sattua
827,passieren::V,c'hoarvezout,tapahtua
828,beginnen::V,stagañ,alkaa
829,enden::V,achuiñ,loppua
830,enden::V,achuiñ,päättyä
831,wechseln::V,cheñch,vaihtua
832,wechseln::V,cheñch,vaihdella
833,aufgehen[Sonne]::V,dirouzañ,nousta
834,scheinen[Sonne]::V,lugernañ,paistaa
835,donnern::V,taranal,jyristä
836,wehen::V,c'hwezhañ,tuulla
837,wehen::V,c'hwezhañ,puhaltaa
838,strömen::V,deredek,virrata
839,fließen::V,redek,valua
840,fließen::V,redek,juosta
841,sich drehen::V,troiñ,pyöriä
842,schwanken::V,trantellat,horjua
843,schwingen::V,froumal,heilua
844,schwingen::V,froumal,värähdellä
845,fallen::V,kouezhañ,pudota
846,fallen::V,kouezhañ,langeta
847,brennen::V,deviñ,palaa
848,rauchen::V,divogedañ,savuta
849,regnen::V,glavañ,sataa
850,gefrieren::V,reviñ,jäätyä
851,tauen::V,diskornañ,sulaa
852,schmelzen::V,teuziñ,sulaa
853,trocknen::V,sec'hañ,kuivua
854,sieden::V,berviñ,kiehua
855,faulen::V,breinañ,mädätä
856,verfaulen::V,breinañ,mädätä
857,verfaulen::V,breinañ,mädäntyä
858,reißen::V,darnaouiñ,revetä
859,versinken::V,sodellañ,upota
860,versinken::V,sodellañ,vajota
861,vergehen::V,tremen,kulua
862,erscheinen::V,donet war-wel,ilmestyä
863,verschwinden::V,monet diwar wel,kadota
864,sinken::V,en em izelat,vajota
865,abnehmen::V,nebeutaat,vähetä
866,zunehmen::V,kreskiñ,kasvaa
867,zunehmen::V,kreskiñ,lisääntyä
868,steigen::V,sevel,nousta
869,wachsen::V,kreskiñ,kasvaa
870,glänzen::V,lugernañ,kiiltää
871,funkeln::V,elieniñ,kipinöidä
872,lärmen::V,rabotat,meluta
873,klirren::V,diridignat,kalista
874,klirren::V,sterlinkañ,kalista
875,brausen::V,gwegal,kohista
876,rauschen::V,trouzal,kohista
877,klingen::V,seniñ,soida
878,bellen::V,harzhal,haukkua
879,heulen::V,yudal,ulvoa
880,blasen::V,c'hwezhañ,puhaltaa
881,pfeifen::V,c'hwitellat,viheltää
882,schreien::V,huchal,kirkua
883,stöhnen::V,hirvoudiñ,voihkia
884,zittern::V,krenañ,vapista
885,leben::V,bevañ,elää
886,geboren werden::V,genel,syntyä
887,atmen::V,tennañ e anal,hengittää
888,trinken::V,evañ,juoda
889,essen::V,debriñ,syödä
890,schlucken::V,lonkañ,niellä
891,müde werden::V,skuizhañ,uupua
892,einschlafen::V,menel kousket,uinahtaa
893,schlafen::V,kousket,maata
894,schlafen::V,kousket,nukkua
895,aufwachen::V,dihuniñ,herätä
896,aufstehen::V,sevel,nousta
897,aufstehen::V,sevel,nousta ylös
898,sich erholen::V,diskuizhañ,levätä
899,krank werden::V,klañviñ,sairastua
900,krank sein::V,bezañ klañv,potea
901,krank sein::V,bezañ klañv,sairastaa
902,schmerzen::V,skourjezañ,särkeä
903,schmerzen::V,skourjezañ,kivistää
904,husten::V,pasaat,yskiä
905,husten::V,peudal,yskiä
906,genesen::V,pareañ,toipua
907,sterben::V,mervel,kuolla
908,umkommen::V,perisañ,saada surmansa
909,umkommen::V,perisañ,kuolla
910,sich bewegen::V,bouljal,liikkua
911,sich rühren::V,fiñval,liikahtaa
912,sich erheben::V,sevel,nousta
913,sich setzen::V,azezañ,istuutua
914,sich setzen::V,mont en e goazez,istuutua
915,hinfallen::V,kouezhañ,kaatua
916,laufen::V,redek,kävellä
917,schreiten::V,kerzhet,astua
918,schreiten::V,kerzhet,astella
919,spazierengehen::V,pourmen,kävellä
920,eilen::V,hastañ,kiirehtiä
921,sich beeilen::V,hastañ,kiirehtiä
922,sich beeilen::V,hastañ,olla kiireissään
923,sausen::V,karzhañ,rynnätä
924,sausen::V,karzhañ,viilettää
925,rennen::V,redek,juosta
926,springen::V,lammat,hypätä
927,klettern::V,krimpat,kiivetä
928,schaukeln::V,brañsellat,kiikkua
929,kriechen::V,skrampañ,ryömiä
930,schwimmen::V,neuial,uida
931,tauchen::V,splujañ,sukeltaa
932,rudern::V,roeñvat,soutaa
933,fahren::V,kas,ajaa
934,fahren::V,kas,kulkea
935,fahren::V,bleniañ,ajaa
936,fahren::V,bleniañ,kulkea
937,fliegen::V,nijal,lentää
938,gehen::V,mont,käydä
939,weggehen::V,mont kuit,lähteä
940,weggehen::V,mont kuit,poistua
941,abfahren::V,mont kuit,lähteä
942,anhalten::V,chom a-sav,pysähtyä
943,anhalten::V,chom a-sav,seisahtua
944,hineingehen::V,monet e-barzh,mennä sisään
945,eintreten::V,monet e-barzh,astua sisään
946,kommen::V,dont,tulla
947,ankommen::V,erruout,saapua
948,zurückkommen::V,addonet,palata
949,bleiben::V,chom,jäädä
950,bleiben::V,chom,viipyä
951,warten::V,gortoz,odottaa
952,erwarten::V,gortoz,odottaa
953,suchen::V,klask,etsiä
954,finden::V,kavout,löytää
955,versuchen::V,klask,yrittää
956,vorbereiten::V,aozañ,valmistaa
957,lieben::V,karout,pitää
958,lieben::V,karout,rakastaa
959,mögen::V,karout,pitää
960,mögen::V,karout,tykätä
961,lachen::V,c'hoarzin,nauraa
962,rühren::V,tenerañ,liikuttaa
963,weinen::V,gouelañ,itkeä
964,schimpfen::V,krozal,haukkua
965,sich ärgern::V,fachañ,suuttua
966,sich ärgern::V,en em fachañ,suuttua
967,fliehen::V,tec'het,paeta
968,flüchten::V,tuzañ,paeta
969,sehen::V,gwelet,nähdä
970,anschauen::V,sellout ouzh,katsoa
971,ansehen::V,sellout ouzh,katsoa
972,hören::V,klevet,kuulla
973,zuhören::V,selaou,kuunnella
974,probieren::V,blasa,maistaa
975,riechen::V,klevet,haistaa
976,fühlen::V,santout,tuntea
977,scheinen::V,diskouez bezañ,tuntua
978,zu sehen sein::V,bezañ gwelus,näkyä
979,vernehmen::V,merzhañ,kuulla
980,frieren::V,anoued,palella
981,tun::V,ober,tehdä
982,können::V,gouzout,osata
983,wollen::V,fellout da,tahtoa
984,wollen::V,kaout c'hoant da,tahtoa
985,anfangen::V,kregiñ,ruveta
986,anfangen::V,kregiñ,aloittaa
987,beenden::V,achuiñ,lopettaa
988,aufhören::V,paouez,loppua
989,öffnen::V,digeriñ,avata
990,öffnen::V,digeriñ,aukaista
991,schließen::V,serriñ,sulkea
992,stellen::V,lakaat,panna
993,stellen::V,lakaat,asettaa
994,setzen::V,lakaat,panna
995,setzen::V,lakaat,istuttaa
996,legen::V,lakaat,panna
997,legen::V,lakaat,asettaa
998,berühren::V,touch,koskea
999,berühren::V,touch,koskettaa
1000,verbinden::V,eren,liittää
1001,verbinden::V,eren,yhdistää
1002,bedecken::V,goloiñ,kattaa
1003,bedecken::V,goloiñ,peittää
1004,aufhängen::V,istribilhañ,ripustaa
1005,anzünden::V,alumiñ,sytyttää
1006,anzünden::V,c'hwezzañ,sytyttää
1007,aufheben::V,dastum,ylös nostaa
1008,aufheben::V,dastum,nostaa
1009,zurücklassen::V,lezel,jättää
1010,verlieren::V,koll,kadottaa
1011,fallen lassen::V,laoskel,pudottaa
1012,fallen lassen::V,lezel da gouezhel,pudottaa
1013,machen::V,ober,tehdä
1014,herstellen::V,fardañ,tuottaa
1015,herstellen::V,fardañ,valmistaa
1016,bauen::V,sevel,rakentaa
1017,reparieren::V,adaozañ,korjata
1018,verbessern::V,gwellaat,parantaa
1019,ändern::V,cheñch,muuttaa
1020,graben::V,kleuzañ,kaivaa
1021,beugen::V,plegañ,taivuttaa
1022,biegen::V,krommañ,taivuttaa
1023,drehen::V,treiñ,kääntää
1024,wenden::V,treiñ,kääntää
1025,umdrehen::V,treiñ,kääntää
1026,heben::V,sevel,nostaa
1027,heben::V,sevel,kohottaa
1028,hochheben::V,sevel,nostaa
1029,ergreifen::V,kemer,tarttua
1030,halten::V,dalc'hen,pitää
1031,drücken::V,bountañ,painaa
1032,drücken::V,bountañ,puristaa
1033,schieben::V,poulzañ,työntää
1034,kratzen::V,skrabat,raapia
1035,lecken::V,lipat,nuolla
1036,beißen::V,kregiñ,purra
1037,abreißen::V,diframmañ,repiä
1038,abschneiden::V,troc'hañ,leikata poikki
1039,abschneiden::V,troc'hañ,leikata
1040,binden::V,stagañ,sitoa
1041,stecken::V,sankañ,pistää
1042,brechen::V,darnaouiñ,murtaa
1043,klopfen::V,skoiñ,koputtaa
1044,klopfen::V,skoiñ,kolkuttaa
1045,hauen::V,dornañ,lyödä
1046,kleben::V,pegañ,liimata
1047,reiben::V,taravat,hieroa
1048,reiben::V,taravat,hangata
1049,reiben::V,trekiñ,hieroa
1050,reiben::V,trekiñ,hangata
1051,streichen::V,toazañ,sivellä
1052,schleifen::V,lemmañ,hioa
1053,schneiden::V,troc'hañ,leikata
1054,rütteln::V,tordorosañ,ravistaa
1055,schütteln::V,hejañ,pudistaa
1056,schütten::V,diskargañ,kaataa
1057,füllen::V,kargañ,täyttää
1058,einwickeln::V,gronnañ,kääriä
1059,tragen::V,dougen,kantaa
1060,schleppen::V,stlejal,raahata
1061,ziehen::V,sachañ,vetää
1062,aufbewahren::V,miret,säilyttää
1063,werfen::V,teuler,viskata
1064,fangen::V,tapañ,napata
1065,fangen::V,tapañ,ottaa kiinni
1066,packen::V,krapat,tarttua
1067,verstecken::V,kuzhat,kätkeä
1068,verstecken::V,kuzhat,piilottaa
1069,teilen::V,rannañ,jakaa
1070,schicken::V,kas,lähettää
1071,bringen::V,degas,viedä
1072,hinzufügen::V,lakat ouzhpenn,lisätä
1073,bekommen::V,kaout,saada
1074,erhalten::V,kaout,saada
1075,nehmen::V,kemer,ottaa
1076,wählen::V,choaz,valita
1077,auswählen::V,dibab,valikoida
1078,bewahren::V,mirout,säilyttää
1079,behindern::V,diaezañ,estää
1080,verderben::V,lovrañ,pilata
1081,verderben::V,lovrañ,turmella
1082,beschädigen::V,gwallegañ,vioittaa
1083,beschädigen::V,gwallegañ,vahingoittaa
1084,zerbrechen::V,torriñ,rikkoa
1085,zerreißen::V,diroegiñ,repiä rikki
1086,zerreißen::V,diroegiñ,repiä palasiksi
1087,zerstören::V,distrujañ,hävittää
1088,verbrennen::V,deviñ,polttaa
1089,geben::V,reiñ,antaa
1090,schenken::V,donezonañ,lahjoittaa
1091,versprechen::V,prometiñ,luvata
1092,wünschen::V,hetiñ,toivottaa
1093,loben::V,feurmiñ,ylistää
1094,küssen::V,pokat,suudella
1095,wiegen::V,pouezañ,tuudittaa
1096,wiegen::V,pouezañ,keinuttaa
1097,zudecken::V,goloiñ,peittää
1098,wecken::V,dihuniñ,herättää
1099,zeigen::V,diskouez,näyttää
1100,zeigen::V,diskouez,osoittaa
1101,führen::V,kas,johdattaa
1102,lehren::V,deskiñ,opettaa
1103,unterrichten::V,kelenn,opettaa
1104,leiten::V,bleinañ,johtaa
1105,antreiben::V,poulzañ,hoputtaa
1106,lassen::V,leuskel,antaa
1107,einladen::V,pediñ,kutsua
1108,vereinigen::V,unisañ,yhdistää
1109,besuchen::V,gweladenniñ,vierailla
1110,treffen::V,kejal,tavata
1111,treffen::V,ankontrañ,tavata
1112,sich versammeln::V,bodennañ,kokoontua
1113,spielen::V,c'hoari,pelata
1114,spielen::V,c'hoari,leikkiä
1115,singen::V,kanañ,laulaa
1116,tanzen::V,dañsal,tanssia
1117,sich trennen::V,dispartiañ,erota
1118,verlassen::V,lezel,jättää
1119,retten::V,saveteiñ,pelastaa
1120,bewachen::V,mesa,vartioida
1121,schützen::V,diwall,suojella
1122,verteidigen::V,difenn,puolustaa
1123,sich schlagen::V,lopañ,tapella
1124,siegen::V,trec'hiñ,voittaa
1125,ärgern::V,hegasiñ,ärsyttää
1126,schlagen::V,skeiñ,lyödä
1127,treten::V,botaouiñ,potkaista
1128,stechen::V,pikat,pistää
1129,stoßen::V,stokañ,sysätä
1130,stoßen::V,stokañ,työntää
1131,stehlen::V,laerezh,varastaa
1132,stören::V,direnkañ,häiritä
1133,belästigen::V,dregasiñ,häiritä
1134,verbergen::V,skoachañ,kätkeä
1135,täuschen::V,tromplañ,harhauttaa
1136,betrügen::V,lorbañ,pettää
1137,betrügen::V,lorbañ,petkuttaa
1138,töten::V,lazhañ,tappaa
1139,wohnen::V,bezañ o chom,asua
1140,arbeiten::V,labourat,tehdä työtä
1141,arbeiten::V,labourat,työskennellä
1142,sammeln::V,dastum,koota
1143,sammeln::V,dastum,kerätä
1144,pflücken::V,kuntuilhañ,poimia
1145,jagen::V,chaseal,metsästää
1146,fischen::V,pesketa,kalastaa
1147,fassen::V,pakañ,pyydystää
1148,fassen::V,pakañ,saalistaa
1149,hüten::V,geota,paimentaa
1150,anbinden::V,stagañ,kytkeä
1151,füttern::V,boueta,ruokkia
1152,melken::V,goro,lypsää
1153,hacken::V,difrakal,hakata
1154,gießen::V,dourañ,kastella
1155,reifen::V,azviñ,kypsyä
1156,zubereiten::V,keginañ,valmistaa
1157,kochen::V,poazhañ,keittää
1158,backen::V,fritañ,leipoa
1159,braten::V,rostañ,paistaa
1160,stricken::V,stammañ,kutoa
1161,stricken::V,stammañ,neuloa
1162,nähen::V,gwriat,ommella
1163,färben::V,livañ,värjätä
1164,färben::V,livañ,värittää
1165,reinigen::V,naetañ,puhdistaa
1166,waschen::V,gwalc'hiñ,pestä
1167,abwischen::V,torchañ,pyyhkiä
1168,spülen::V,disgwalc'hiñ,huuhtoa
1169,fegen::V,skubañ,pyyhkäistä
1170,kehren::V,skubañ,lakaista
1171,baden::V,kouronkañ,kylpeä
1172,sich waschen::V,en em walc'hiñ,peseytyä
1173,sich anziehen::V,gwiskañ,pukeutua
1174,kämmen::V,kribat,kammata
1175,schmücken::V,kinklañ,koristaa
1176,schmücken::V,kinklañ,kaunistaa
1177,sagen::V,larêt,sanoa
1178,sagen::V,lavaret,sanoa
1179,sprechen::V,komz,puhua
1180,reden::V,kaozeal,keskustella
1181,sich unterhalten::V,balbotal,jutella
1182,fragen::V,goulenn,kysyä
1183,bitten::V,goulenn,pyytää
1184,erzählen::V,kontañ,kertoa
1185,mitteilen::V,kemenn,ilmoittaa
1186,nennen::V,anviñ,kutsua
1187,nennen::V,anviñ,nimittää
1188,rufen::V,gelver,kutsua
1189,prahlen::V,fougeal,kerskailla
1190,übersetzen::V,treiñ,kääntää
1191,denken::V,soñjal,miettiä
1192,denken::V,soñjal,ajatella
1193,glauben::V,krediñ,uskoa
1194,bemerken::V,apresevañ,huomata
1195,erkennen::V,anavout,tunnistaa
1196,begreifen::V,meizañ,ymmärtää
1197,verstehen::V,kompren,ymmärtää
1198,lernen::V,deskiñ,oppia
1199,wissen::V,gouzout,tietää
1200,sich erinnern an::V,kaout soñj e,muistaa
1201,vergessen::V,ankouaat,unohtaa
1202,messen::V,muzuliañ,mitata
1203,zählen::V,kontañ,laskea
1204,rechnen::V,jedañ,laskea
1205,lesen::V,lenn,lukea
1206,malen::V,livañ,maalata
1207,zeichnen::V,tresañ,piirtää
1208,zeichnen::V,tresañ,piirustaa
1209,schreiben::V,skrivañ,kirjoittaa
1210,besitzen::V,kaout,omistaa
1211,kaufen::V,prenañ,ostaa
1212,verkaufen::V,gwerzhañ,myydä
1213,bezahlen::V,paeañ,maksaa
1214,zahlen::V,paeañ,maksaa
1215,beherrschen::V,mestroniañ,hallita
1216,ertragen::V,anduriñ,kestää
1217,Grube::N,,kuoppa
1218,Spur::N,,jälki
1219,Lehm::N,,savi
1220,Laut::N,,ääni
1221,Winkel::N,,kulma
1222,Lagerfeuer::N,,nuotio
1223,vergebens::ADV,,turhaan
1224,untergehen[Sonne]::V,,laskea
1225,läuten::V,,soida
1226,klingeln::V,,soida
1227,sich fürchten::V,,pelätä
1228,fürchten::V,,pelätä
1229,gelingen::V,,onnistua
1230,geraten::V,,sujua
1231,geraten::V,,joutua
1232,schwenken::V,,heiluttaa
1233,reichen::V,,ojentaa
1234,aufziehen::V,,kasvattaa
1235,schießen::V,,ampua
1236,treiben::V,,ajaa
1237,umrühren::V,,hämmentää
1238,ausziehen::V,,riisua
1239,anziehen::V,,pukea ylleen
