,Concept_ID,fi,ta
687,plötzlich::ADV,äkkiä,தடீரென்று
688,sofort::ADV,heti,உடனடியாக
689,später::ADV,myöhemmin,பிறகு
690,jetzt::ADV,nyt,இப்பொழது
691,heute::ADV,tänään,இன்று
692,morgen::ADV,huomenna,நாளைக்கு
693,bald::ADV,pian,சீக்கிரம்
694,dann::ADV,sitten,அப்பொழுது
695,gestern::ADV,eilen,நேற்று
696,einst::ADV,aikanaan,ஒரே முறை
697,damals::ADV,silloin,அப்பொழுது
698,damals::ADV,siihen aikaan,அப்பொழுது
699,danach::ADV,sen jälkeen,பிற்பாடு
700,vorher::ADV,ennen,முன்பாக
701,zuerst::ADV,ensin,முதலில்
702,zuerst::ADV,ensiksi,முதலில்
703,einmal::ADV,kerran,ஒரே முறை
704,manchmal::ADV,joskus,சில நேரங்களில்
705,oft::ADV,usein,அடிக்கடி
706,immer::ADV,aina,எப்பொழுதும்
707,niemals::ADV,ei koskaan,ஒருபோதும் இல்லை
708,hier::ADV,tässä,இங்கே
709,hier::ADV,täällä,இங்கே
710,hierhin::ADV,tähän,இவ்விடத்திற்கு
711,von hier::ADV,tästä,இனி
712,von hier::ADV,täältä,இனி
713,dort::ADV,siinä,அங்கே
714,dort::ADV,siellä,அங்கே
715,dorthin::ADV,sinne,அவ்விடத்திற்கு
716,dorthin::ADV,tuonne,அவ்விடத்திற்கு
717,geradeaus::ADV,suoraan,முன்னாலிருக்கும்
718,vorwärts::ADV,eteenpäin,முன்புறமாக
719,rückwärts::ADV,taaksepäin,பின்னோக்கி
720,zurück::ADV,takaisin,பின்பக்கம்
721,unten::ADV,alhaalla,கீழாக
722,hinab::ADV,alas,கீழ் நோக்கி
723,oben::ADV,ylhäällä,மேலே
724,hinauf::ADV,ylös,மேலே
725,überall::ADV,kaikkialla,எல்லா இடத்திலும்
726,nicht::ADV,ei,இல்லை
727,ein wenig::ADV,vähän,கொஞ்சம்
728,kaum::ADV,tuskin,அரிதாக
729,sehr::ADV,kovin,மிக்க
730,sehr::ADV,oikein,மிக்க
731,so::ADV,näin,மிகவும்
732,noch::ADV,vielä,இப்பொழுதும்
733,nur::ADV,vain,மட்டும்
734,nur::ADV,ainoastaan,மட்டும்
735,schon::ADV,jo,ஏற்கனவே
736,wieder::ADV,taas,மறுபடியும்
737,wieder::ADV,jälleen,மறுபடியும்
738,vergebens::ADV,turhaan,வீண்
739,vor::PRP,edessä,முன்
740,hinter::PRP,takana,பின்பக்கம்
741,unter::PRP,alla,கீழே
742,durch::PRP,läpi,ஊடே
743,durch::PRP,kautta,ஊடே
744,neben::PRP,vieressä,அடுத்து
745,zwischen::PRP,välillä,இடையில்
746,wegen::PRP,takia,ஏனெனில்
747,wegen::PRP,vuoksi,ஏனெனில்
748,dies::PRN,tämä,இது
749,das::PRN,se,அது
750,alles::PRN,kaikki,ஒவ்வொன்றும்
751,ich::PRN,minä,நான்
752,du::PRN,sinä,நீ
753,er::PRN,hän,அவன்
754,wir::PRN,me,நாம்
755,wir::PRN,me,நாங்கள்
756,ihr::PRN,te,நீங்கள்
757,sie::PRN,he,அவர்கள்
758,was::FPRN,mikä,என்ன
759,wer::FPRN,ken,யார்
760,wer::FPRN,kuka,யார்
761,wo::FADV,missä,எங்கே
762,wohin::FADV,mihin,எதற்கு
763,wie::FADV,miten,எப்படி
764,wie::FADV,kuinka,எப்படி
765,warum::FADV,miksi,ஏன்
766,wieviel::FNUM,paljonko,எவ்வளவு
767,wieviel::FNUM,kuinka paljon,எவ்வளவு
768,eins::NUM,yksi,ஒன்று
769,zwei::NUM,kaksi,இரண்டு
770,drei::NUM,kolme,மூன்று
771,vier::NUM,neljä,நான்கு
772,fünf::NUM,viisi,ஐந்து
773,sechs::NUM,kuusi,ஆறு
774,sieben::NUM,seitsemän,ஏழு
775,acht::NUM,kahdeksan,எட்டு
776,neun::NUM,yhdeksän,ஒன்பது
777,zehn::NUM,kymmenen,பத்து
778,elf::NUM,yksitoista,பதினொன்று
779,zwölf::NUM,kaksitoista,பன்னிரண்டு
780,zwanzig::NUM,kaksikymmentä,இருபது
781,dreißig::NUM,kolmekymmentä,முப்பது
782,vierzig::NUM,neljäkymmentä,நாற்பது
783,fünfzig::NUM,viisikymmentä,ஐமபது
784,sechzig::NUM,kuusikymmentä,அறுபது
785,siebzig::NUM,seitsemänkymmentä,எழுபது
786,achtzig::NUM,kahdeksankymmentä,எண்பது
787,neunzig::NUM,yhdeksänkymmentä,தொன்னூறு
788,hundert::NUM,sata,நூறு
789,tausend::NUM,tuhat,ஆயிரம்
790,und::CNJ,ja,மற்றும்
791,oder::CNJ,tai,அல்லது
792,stehen::V,seisoa,நில்
793,sitzen::V,istua,உட்கார்
794,liegen::V,maata,படு
795,hängen::V,riippua,தொங்கச் செய்
796,werden::V,tulla,ஆகு
797,werden::V,joutua,ஆகு
798,passieren::V,sattua,நிகழ்
799,passieren::V,tapahtua,நிகழ்
800,beginnen::V,alkaa,ஆரம்பி
801,enden::V,loppua,முடி
802,enden::V,päättyä,முடி
803,wechseln::V,vaihtua,மாற்று
804,wechseln::V,vaihdella,மாற்று
805,aufgehen[Sonne]::V,nousta,உயர எழு
806,untergehen[Sonne]::V,laskea,பொறுத்து
807,scheinen[Sonne]::V,paistaa,பிரகாசி
808,donnern::V,jyristä,இடி
809,wehen::V,tuulla,வீசு
810,wehen::V,puhaltaa,வீசு
811,strömen::V,virrata,பாயதல்
812,fließen::V,valua,நீரோட்டம் போக்கில் போ
813,fließen::V,juosta,நீரோட்டம் போக்கில் போ
814,sich drehen::V,pyöriä,சுழல்
815,schwanken::V,horjua,தள்ளாடு
816,schwingen::V,heilua,ஆடு
817,schwingen::V,värähdellä,ஆடு
818,fallen::V,pudota,விழு
819,fallen::V,langeta,விழு
820,brennen::V,palaa,எரி
821,rauchen::V,savuta,பகை பிடி
822,regnen::V,sataa,மழை பெய்
823,gefrieren::V,jäätyä,உறைந்துவிடு
824,tauen::V,sulaa,உருகு
825,schmelzen::V,sulaa,உருகு
826,trocknen::V,kuivua,உலர்த்து
827,sieden::V,kiehua,கொதிக்க வை
828,faulen::V,mädätä,அழுகச் செய்
829,verfaulen::V,mädätä,அழுகச் செய்
830,verfaulen::V,mädäntyä,அழுகச் செய்
831,reißen::V,revetä,திடீரென அறு
832,versinken::V,upota,மூழ்கு
833,versinken::V,vajota,மூழ்கு
834,vergehen::V,kulua,கடந்துசெல்
835,erscheinen::V,ilmestyä,தோன்றச்
836,verschwinden::V,kadota,மறைந்து போ
837,sinken::V,vajota,பதைவுறு
838,abnehmen::V,vähetä,குறை
839,zunehmen::V,kasvaa,உயர்த்து
840,zunehmen::V,lisääntyä,உயர்த்து
841,steigen::V,nousta,உயர எழு
842,wachsen::V,kasvaa,வளர்
843,glänzen::V,kiiltää,மிளிர்
844,funkeln::V,kipinöidä,பிரகாசி
845,lärmen::V,meluta,கொம்பு
846,läuten::V,soida,மணியொலியிசை
847,klingeln::V,soida,மணி அடி
848,klirren::V,kalista,கிலுங்கு
849,brausen::V,kohista,இரைதல்
850,rauschen::V,kohista,சலசலப்பு
851,klingen::V,soida,சிலம்புதல்
852,bellen::V,haukkua,குரை
853,heulen::V,ulvoa,ஊளையிடு
854,blasen::V,puhaltaa,ஊது
855,pfeifen::V,viheltää,சீழ்க்கை எழப்பு
856,schreien::V,kirkua,கூச்சலிடு
857,stöhnen::V,voihkia,வேதனை
858,zittern::V,vapista,நடுங்கு
859,leben::V,elää,உயிருடனிரு
860,geboren werden::V,syntyä,பிற
861,atmen::V,hengittää,சுவாசி
862,trinken::V,juoda,குடி
863,essen::V,syödä,சாப்பிடு
864,schlucken::V,niellä,முழுங்கு
865,müde werden::V,uupua,கையயர்தல்
866,einschlafen::V,uinahtaa,தூங்க
867,schlafen::V,maata,தூங்கு
868,schlafen::V,nukkua,தூங்கு
869,aufwachen::V,herätä,எழுப்பு
870,aufstehen::V,nousta,எழுந்திரு
871,aufstehen::V,nousta ylös,எழுந்திரு
872,sich erholen::V,levätä,இளைப்பாறு
873,krank werden::V,sairastua,விழுதல்
874,krank sein::V,potea,நருக்கலாயிருக்க
875,krank sein::V,sairastaa,நருக்கலாயிருக்க
876,schmerzen::V,särkeä,நோவுறு
877,schmerzen::V,kivistää,நோவுறு
878,husten::V,yskiä,இருமு
879,genesen::V,toipua,குணம் அடை
880,sterben::V,kuolla,மரணமடை
881,umkommen::V,saada surmansa,நசி
882,umkommen::V,kuolla,நசி
883,sich bewegen::V,liikkua,நகர்த்து
884,sich rühren::V,liikahtaa,அசை
885,sich erheben::V,nousta,எழுந்து நில்
886,sich setzen::V,istuutua,உட்கார்
887,hinfallen::V,kaatua,விழு
888,laufen::V,kävellä,நட
889,schreiten::V,astua,கவடுவைத்தல்
890,schreiten::V,astella,கவடுவைத்தல்
891,spazierengehen::V,kävellä,உலவு
892,eilen::V,kiirehtiä,விரைந்து
893,sich beeilen::V,kiirehtiä,அவசரப்படுத்து
894,sich beeilen::V,olla kiireissään,அவசரப்படுத்து
895,sausen::V,rynnätä,விரைந்து செல்
896,sausen::V,viilettää,விரைந்து செல்
897,rennen::V,juosta,ஓடு
898,springen::V,hypätä,குதி
899,klettern::V,kiivetä,ஏறு
900,schaukeln::V,kiikkua,தள்ளாடு
901,kriechen::V,ryömiä,மெதுவாக நடந்து செல்
902,schwimmen::V,uida,நீந்து
903,tauchen::V,sukeltaa,மூழ்கி நீச்சலடி
904,rudern::V,soutaa,துடுப்புப் போடு
905,fahren::V,ajaa,ஓட்டு
906,fahren::V,kulkea,ஓட்டு
907,fliegen::V,lentää,பற
908,gehen::V,käydä,போ
909,weggehen::V,lähteä,விலகிச் செல்
910,weggehen::V,poistua,விலகிச் செல்
911,abfahren::V,lähteä,புறப்பட்டுச் செல்
912,anhalten::V,pysähtyä,நின்றுவிடு
913,anhalten::V,seisahtua,நின்றுவிடு
914,hineingehen::V,mennä sisään,மறையச் செய்
915,eintreten::V,astua sisään,நுழை
916,kommen::V,tulla,வா
917,ankommen::V,saapua,வநது சேர்
918,zurückkommen::V,palata,திரும்பி வா
919,bleiben::V,jäädä,இரு
920,bleiben::V,viipyä,இரு
921,warten::V,odottaa,தாமதி
922,erwarten::V,odottaa,எதிர்நோக்கு
923,suchen::V,etsiä,தேடு
924,finden::V,löytää,கண்டுபிடி
925,versuchen::V,yrittää,முயற்சி செய்
926,vorbereiten::V,valmistaa,ஆயத்தம் செய்
927,lieben::V,pitää,அன்பு செலுத்து
928,lieben::V,rakastaa,அன்பு செலுத்து
929,mögen::V,pitää,விரும்பு
930,mögen::V,tykätä,விரும்பு
931,lachen::V,nauraa,சிரி
932,rühren::V,liikuttaa,இதயத்தைத் தொடு
933,weinen::V,itkeä,அழு
934,schimpfen::V,haukkua,சாபமிடு
935,sich ärgern::V,suuttua,கோப்பபடு
936,sich fürchten::V,pelätä,பயப்படு
937,fürchten::V,pelätä,பயப்படுத்து
938,fliehen::V,paeta,ஓடு
939,flüchten::V,paeta,தப்பிவிடு
940,sehen::V,nähdä,பார்
941,anschauen::V,katsoa,கூர்ந்து கவனி
942,ansehen::V,katsoa,கவனி
943,hören::V,kuulla,கேள்
944,zuhören::V,kuunnella,சுவைத்துப் பார்
945,probieren::V,maistaa,ருசி
946,riechen::V,haistaa,முகர்ந்து பார்
947,fühlen::V,tuntea,தொட்டுணர்
948,scheinen::V,tuntua,காணப்படு
949,zu sehen sein::V,näkyä,தோன்றுதல்
950,vernehmen::V,kuulla,கேள்
951,frieren::V,palella,குதுகுதுகு
952,tun::V,tehdä,செய்
953,können::V,osata,இயல்வது
954,wollen::V,tahtoa,விரும்பு
955,anfangen::V,ruveta,தொடங்கு
956,anfangen::V,aloittaa,தொடங்கு
957,beenden::V,lopettaa,முடி
958,aufhören::V,loppua,நிறுத்து
959,gelingen::V,onnistua,வெற்றி
960,geraten::V,sujua,ஏற்படுத்து
961,geraten::V,joutua,ஏற்படுத்து
962,öffnen::V,avata,திற
963,öffnen::V,aukaista,திற
964,schließen::V,sulkea,மூடு
965,stellen::V,panna,வை
966,stellen::V,asettaa,வை
967,setzen::V,panna,வை
968,setzen::V,istuttaa,வை
969,legen::V,panna,பரப்பி வை
970,legen::V,asettaa,பரப்பி வை
971,berühren::V,koskea,பதி
972,berühren::V,koskettaa,பதி
973,verbinden::V,liittää,சேர்
974,verbinden::V,yhdistää,சேர்
975,bedecken::V,kattaa,உறைபோடு
976,bedecken::V,peittää,உறைபோடு
977,aufhängen::V,ripustaa,தொங்கவிடு
978,anzünden::V,sytyttää,எரியூட்டு
979,aufheben::V,ylös nostaa,பொறுக்கி எடு
980,aufheben::V,nostaa,பொறுக்கி எடு
981,zurücklassen::V,jättää,விட்டுச் செல்
982,verlieren::V,kadottaa,இழ
983,fallen lassen::V,pudottaa,அளவில் குறைவு
984,machen::V,tehdä,தயார்செய்
985,herstellen::V,tuottaa,உற்பத்தி செய்
986,herstellen::V,valmistaa,உற்பத்தி செய்
987,bauen::V,rakentaa,கட்டு
988,reparieren::V,korjata,பழுது பார்
989,verbessern::V,parantaa,மேம்படுத்து
990,ändern::V,muuttaa,மாற்றி அமை
991,graben::V,kaivaa,குழி வெட்டு
992,beugen::V,taivuttaa,வனை
993,biegen::V,taivuttaa,வனை
994,drehen::V,kääntää,சுழல்
995,wenden::V,kääntää,குடைகவிழு
996,umdrehen::V,kääntää,சுற்றும் முற்றும் பார்
997,heben::V,nostaa,தூக்கு
998,heben::V,kohottaa,தூக்கு
999,hochheben::V,nostaa,தூக்கு
1000,ergreifen::V,tarttua,பறி
1001,halten::V,pitää,பிடித்துக் கொள்
1002,drücken::V,painaa,அழுத்து
1003,drücken::V,puristaa,அழுத்து
1004,schieben::V,työntää,தள்ளு
1005,kratzen::V,raapia,கீறு
1006,lecken::V,nuolla,நக்கு
1007,beißen::V,purra,கடி
1008,abreißen::V,repiä,கிழி
1009,abschneiden::V,leikata poikki,வெட்டி எடு
1010,abschneiden::V,leikata,வெட்டி எடு
1011,binden::V,sitoa,கட்டு
1012,stecken::V,pistää,பதிய வை
1013,brechen::V,murtaa,உடை
1014,klopfen::V,koputtaa,தட்டு
1015,klopfen::V,kolkuttaa,தட்டு
1016,hauen::V,lyödä,அடி
1017,kleben::V,liimata,ஒட்டு
1018,reiben::V,hieroa,தேய்
1019,reiben::V,hangata,தேய்
1020,streichen::V,sivellä,பரவச்செய்
1021,schleifen::V,hioa,அரை
1022,schneiden::V,leikata,துண்டாக்கு
1023,rütteln::V,ravistaa,மெல்ல தள்ளு
1024,schütteln::V,pudistaa,குலுக்கு
1025,schwenken::V,heiluttaa,ஊஞ்சலாடு
1026,schütten::V,kaataa,ஊற்று
1027,füllen::V,täyttää,நிரப்பு
1028,einwickeln::V,kääriä,சுற்று
1029,tragen::V,kantaa,எடுத்துச் செல்
1030,schleppen::V,raahata,இழுத்துச் செல்
1031,ziehen::V,vetää,இழு
1032,aufbewahren::V,säilyttää,வைத்துக் கொள்
1033,werfen::V,viskata,வீசி எறி
1034,fangen::V,napata,பிடி
1035,fangen::V,ottaa kiinni,பிடி
1036,packen::V,tarttua,பிடித்துக்கொள்
1037,verstecken::V,kätkeä,மறை
1038,verstecken::V,piilottaa,மறை
1039,teilen::V,jakaa,பாகங்களாகப் பிரி
1040,schicken::V,lähettää,அனுப்பு
1041,bringen::V,viedä,கொண்டு வா
1042,hinzufügen::V,lisätä,சேர்
1043,bekommen::V,saada,பெறு
1044,erhalten::V,saada,பெறு
1045,nehmen::V,ottaa,எடு
1046,wählen::V,valita,தேர்ந்தெடு
1047,auswählen::V,valikoida,தேர்ல்தெடு
1048,bewahren::V,säilyttää,கெடாது பேணு
1049,behindern::V,estää,தடங்கல் செய்
1050,verderben::V,pilata,நாசமாக்கு
1051,verderben::V,turmella,நாசமாக்கு
1052,beschädigen::V,vioittaa,சேதப்படுத்து
1053,beschädigen::V,vahingoittaa,சேதப்படுத்து
1054,zerbrechen::V,rikkoa,உடை
1055,zerreißen::V,repiä rikki,கிழி
1056,zerreißen::V,repiä palasiksi,கிழி
1057,zerstören::V,hävittää,அழி
1058,verbrennen::V,polttaa,எரியூட்டு
1059,geben::V,antaa,கொடு
1060,reichen::V,ojentaa,வழங்கு
1061,schenken::V,lahjoittaa,மொயத்தல்
1062,versprechen::V,luvata,உறுதியளி
1063,wünschen::V,toivottaa,ஆசைப்படு
1064,loben::V,ylistää,புகழ்ச்சி கூறு
1065,küssen::V,suudella,முத்தமிடு
1066,wiegen::V,tuudittaa,ஆட்டுத்தல்
1067,wiegen::V,keinuttaa,ஆட்டுத்தல்
1068,zudecken::V,peittää,உறைபோடு
1069,wecken::V,herättää,எழுப்பு
1070,zeigen::V,näyttää,காட்டு
1071,zeigen::V,osoittaa,காட்டு
1072,führen::V,johdattaa,வழிகாட்டி
1073,lehren::V,opettaa,சொல்லிக் கொடு
1074,unterrichten::V,opettaa,அறிவுரை கூறு
1075,aufziehen::V,kasvattaa,வளர்
1076,leiten::V,johtaa,அழைத்துச் செல்
1077,antreiben::V,hoputtaa,தூண்டு
1078,lassen::V,antaa,விடு
1079,einladen::V,kutsua,அழை
1080,vereinigen::V,yhdistää,ஒன்றாகச் சேர்
1081,besuchen::V,vierailla,வருகை புரி
1082,treffen::V,tavata,சந்தி
1083,sich versammeln::V,kokoontua,தொகுப்பு
1084,spielen::V,pelata,விளையாடு
1085,spielen::V,leikkiä,விளையாடு
1086,singen::V,laulaa,பாடு
1087,tanzen::V,tanssia,நடனமாடு
1088,sich trennen::V,erota,தனிப்படடுத்து
1089,verlassen::V,jättää,கைவிடு
1090,retten::V,pelastaa,காப்பாற்று
1091,bewachen::V,vartioida,காவல் செய்
1092,schützen::V,suojella,பாதுகாப்பு செய்
1093,verteidigen::V,puolustaa,எதிர்த்து நில்
1094,sich schlagen::V,tapella,பூசலிடு
1095,schießen::V,ampua,சுட்டுக் கொல்
1096,siegen::V,voittaa,வெற்றி பெறு
1097,ärgern::V,ärsyttää,எரிச்சலூட்டு
1098,schlagen::V,lyödä,அடி
1099,treten::V,potkaista,உதை
1100,stechen::V,pistää,கொட்டு
1101,stoßen::V,sysätä,நெருக்கு
1102,stoßen::V,työntää,நெருக்கு
1103,stehlen::V,varastaa,திருடு
1104,stören::V,häiritä,தொல்லைகொடு
1105,belästigen::V,häiritä,தொல்லை கொடு
1106,verbergen::V,kätkeä,மறை
1107,täuschen::V,harhauttaa,ஏமாற்று
1108,betrügen::V,pettää,ஏமாற்று
1109,betrügen::V,petkuttaa,ஏமாற்று
1110,töten::V,tappaa,கொல்
1111,wohnen::V,asua,தங்கியிரு
1112,arbeiten::V,tehdä työtä,வேலை செய்
1113,arbeiten::V,työskennellä,வேலை செய்
1114,sammeln::V,koota,ஒன்றுசேர்
1115,sammeln::V,kerätä,ஒன்றுசேர்
1116,pflücken::V,poimia,கொய்து எடு
1117,jagen::V,metsästää,வேட்டையாடு
1118,fischen::V,kalastaa,மீன் பிடி
1119,fassen::V,pyydystää,பிடி
1120,fassen::V,saalistaa,பிடி
1121,hüten::V,paimentaa,காவல் செய்
1122,treiben::V,ajaa,ஓட்டு
1123,anbinden::V,kytkeä,கட்டு
1124,füttern::V,ruokkia,உணவளி
1125,melken::V,lypsää,பால் கற
1126,hacken::V,hakata,வெட்டி எடு
1127,gießen::V,kastella,நீர்ப் பாய்ச்சு
1128,reifen::V,kypsyä,பழு
1129,zubereiten::V,valmistaa,சமையல் செய்
1130,kochen::V,keittää,வேகவை
1131,backen::V,leipoa,வெப்பத்தில் வாட்டு
1132,braten::V,paistaa,பொரியச் செய்
1133,umrühren::V,hämmentää,கலக்கு
1134,stricken::V,kutoa,பின்னியிழை
1135,stricken::V,neuloa,பின்னியிழை
1136,nähen::V,ommella,தையல் வேலை செய்
1137,färben::V,värjätä,வண்ணம் பெறச் செய்
1138,färben::V,värittää,வண்ணம் பெறச் செய்
1139,reinigen::V,puhdistaa,சுத்தம் செய்
1140,waschen::V,pestä,கழுவு
1141,abwischen::V,pyyhkiä,துடை
1142,spülen::V,huuhtoa,அலசு
1143,fegen::V,pyyhkäistä,பெறுக்கு
1144,kehren::V,lakaista,பெறுக்கு
1145,baden::V,kylpeä,குளி
1146,sich waschen::V,peseytyä,கழுவு
1147,ausziehen::V,riisua,கழற்று
1148,anziehen::V,pukea ylleen,புனைதல்
1149,sich anziehen::V,pukeutua,உடுத்துதல்
1150,kämmen::V,kammata,தலை வாரிக் கொள்
1151,schmücken::V,koristaa,அழகுபடுத்து
1152,schmücken::V,kaunistaa,அழகுபடுத்து
1153,sagen::V,sanoa,சொல்
1154,sprechen::V,puhua,பேசு
1155,reden::V,keskustella,பெசு
1156,sich unterhalten::V,jutella,இயல்பாக பேசிக்கொண்டிரு
1157,fragen::V,kysyä,கேள்
1158,bitten::V,pyytää,வேண்டு
1159,erzählen::V,kertoa,சொல்
1160,mitteilen::V,ilmoittaa,சொல்
1161,nennen::V,kutsua,பெயரிடுதல்
1162,nennen::V,nimittää,பெயரிடுதல்
1163,rufen::V,kutsua,கூச்சலிடு
1164,prahlen::V,kerskailla,தற்பெருமை பேசு
1165,übersetzen::V,kääntää,மொழிபெயர்ப்பு செய்
1166,denken::V,miettiä,யோசி
1167,denken::V,ajatella,யோசி
1168,glauben::V,uskoa,நம்பு
1169,bemerken::V,huomata,கவனி
1170,erkennen::V,tunnistaa,அடையாளம் கண்டுகொள்
1171,begreifen::V,ymmärtää,பற்றிக்கொள்
1172,verstehen::V,ymmärtää,புரிந்து கொள்
1173,lernen::V,oppia,கற்றுக்கொள்
1174,wissen::V,tietää,தெரிந்திரு
1175,sich erinnern an::V,muistaa,நினைவு கூர்
1176,vergessen::V,unohtaa,மற
1177,messen::V,mitata,அளவிடு
1178,zählen::V,laskea,எண்ணு
1179,rechnen::V,laskea,கணக்கிடு
1180,lesen::V,lukea,படி
1181,malen::V,maalata,வண்ணச்சித்திரம்
1182,zeichnen::V,piirtää,வரை
1183,zeichnen::V,piirustaa,வரை
1184,schreiben::V,kirjoittaa,எழுது
1185,besitzen::V,omistaa,உடைமையாகக் கொண்டிரு
1186,kaufen::V,ostaa,வாங்கு
1187,verkaufen::V,myydä,விற்பனை செய்
1188,bezahlen::V,maksaa,இறுத்தல்
1189,zahlen::V,maksaa,பணம் செலுத்து
1190,beherrschen::V,hallita,ஆட்சிசெய்
1191,ertragen::V,kestää,தாங்கு
