,Concept_ID,uz,udm
128,Blatt::N,barg,куар
129,Birke::N,qayin,кызьпу
130,Kiefer[Baum]::N,qarag'ay,пужым
131,Weide[Baum]::N,shum,бадьпу
132,Tanne::N,archa,кыз
133,Horn::N,mugiz,сюр
134,Feder::N,par,тылы
135,Fell::N,mo'yna,ку
136,Flügel::N,qanot,бурд
137,Klaue::N,tirnoq,гижы
138,Kralle::N,tirnoq,пыд
139,Schwanz::N,quyruq,быж
140,Ei::N,tuxum,пуз
141,Ei::N,tuxum,кукей
142,Nest::N,oshyon,кар
143,Nest::N,oshyon,пузкар
144,Bau::N,o'pqon,кар
145,Bau::N,o'pqon,гу
146,Tier::N,hayvon,пӧйшур
147,Herde::N,gala,уллё
148,Kuh::N,inak,скал
149,Bulle::N,ho'kiz,ош
150,Bulle::N,ho'kiz,пороз
151,Pferd::N,ot,вал
152,Schaf::N,qo'y,ыж
153,Schwein::N,cho'chqa,парсь
154,Hund::N,it,пуны
155,Katze::N,mushuk,коӵыш
156,Bär::N,ayiq,гондыр
157,Eichhörnchen::N,tiyin,коньы
158,Elch::N,los,койык
159,Fuchs::N,tulki,ӟичы
160,Hase::N,kuyon,кеч
161,Maus::N,sichqon,шыр
162,Wolf::N,bo'ri,кион
163,Vogel::N,qush,тылобурдо
164,Schwarm::N,to'da,уллё
165,Huhn::N,tovuq,курег
166,Hahn::N,xo'roz,атас
167,Gans::N,g'oz,ӟазег
168,Adler::N,burgut,ӧрзи
169,Ente::N,o'rdak,ӵӧж
170,Eule::N,boyo'g'li,кучыран
171,Kranich::N,turna,тури
172,Krähe::N,qarg'a,куака
173,Kuckuck::N,kakku,кикы
174,Schwan::N,oqkush,юсь
175,Fisch::N,baliq,чорыг
176,Barsch::N,olabug'a,юш
177,Hecht::N,cho'rtan,чипей
178,Schlange[Tier]::N,ilon,кый
179,Wurm::N,qurt,нумыр
180,Spinne::N,o'rgimchak,чонари
181,Ameise::N,chumoli,кузьыли
182,Laus::N,bit,тэй
183,Mücke::N,chivin,нымы
184,Mücke::N,chivin,чибинь
185,Fliege::N,pashsha,кут
186,Schmetterling::N,kapalak,бубыли
187,Beere::N,meva,узы-боры
188,Apfel::N,olma,яблок
189,Pilz::N,qo'ziqorin,губи
190,Zwiebel::N,piyoz,сугон
191,Saat::N,äkin,кидыс
192,Korn::N,zarra,тысь
193,Heu::N,xashak,турын
194,Schale::N,po'choq,кыд
195,Grube::N,co'ra,гу
196,Grube::N,co'ra,гоп
197,Falle::N,qopqon,налик
198,Schlinge::N,sirtmoq,гиӟ
199,Schlinge::N,sirtmoq,герд
200,Spur::N,iz,пытьы
201,Spur::N,iz,бервыл
202,Asche::N,kul,пень
203,Dreck::N,kir,дэри
204,Eisen::N,temir,корт
205,Gold::N,tilla,зарни
206,Silber::N,kumush,азвесь
207,Kohle::N,ko'mir,эгыр
208,Glas::N,oyna,стекло
209,Glas::N,oyna,пияла
210,Lehm::N,loy,сюй
211,Sand::N,qum,луо
212,Mensch::N,odam,мурт
213,Mensch::N,odam,адями
214,Mann::N,ärkak,воргорон
215,Frau::N,ayol,кышномурт
216,Kind::N,bola,нуны
217,Kind::N,bola,пинал
218,Kind::N,kichkintoy,нуны
219,Kind::N,kichkintoy,пинал
220,Junge::N,bola,пи
221,Mädchen::N,qiz,ныл
222,Familie::N,oila,семья
223,Großvater::N,buva,песятай
224,Großvater::N,buva,пересь атай
225,Großvater::N,katta ota,песятай
226,Großvater::N,katta ota,пересь атай
227,Großmutter::N,buvi,песянай
228,Großmutter::N,buvi,пересь анай
229,Großmutter::N,katta oyi,песянай
230,Großmutter::N,katta oyi,пересь анай
231,Eltern::N,ota-ona,атай-анай
232,Eltern::N,ota-ona,бубы-мумы
233,Vater::N,ota,айы
234,Vater::N,ota,атай
235,Mutter::N,ona,мумы
236,Sohn::N,o'g'il,пи
237,Tochter::N,qiz,ныл
238,Bruder::N,og'a,агай
239,Bruder::N,uka,агай
240,Schwester::N,opa,апа
241,Schwester::N,opa,сузэр
242,Schwester::N,singil,апа
243,Schwester::N,singil,сузэр
244,Onkel::N,amaki,агай
245,Tante::N,amma,апа
246,Tante::N,amma,кенак
247,Tante::N,xola,апа
248,Tante::N,xola,кенак
249,Ehemann::N,är,карт
250,Ehefrau::N,rafiqa,кышно
251,Freude::N,ayish,шумпотон
252,Gelächter::N,kulgi,горем
253,Glück::N,saodat,шуд
254,Kummer::N,g'am,кайгу
255,Kummer::N,g'am,куректон
256,Wunsch::N,orzu,мылпотон
257,Lust::N,rag'bat,потон
258,Geist::N,ruh,лул
259,Gedanke::N,fikr,малпан
260,Gedächtnis::N,äs,йырсазь
261,Gedächtnis::N,äs,тодэваён
262,Verstand::N,aql,йырвизь
263,Sinn::N,ma'ni,смысл
264,Grund::N,sabab,муг
265,Grund::N,sabab,ньӧм
266,Wahrheit::N,haq,зэм
267,Wahrheit::N,haq,шонер
268,Gespräch::N,gap,вераськон
269,Märchen::N,ärtak,выжыкыл
270,Erzählung::N,rivoyat,верос
271,Nachricht::N,xabar,ивор
272,Neuigkeit::N,yangilik,выльивор
273,Name::N,ot,ним
274,Rätsel::N,topishmoq,мадькыл
275,Rede::N,nutq,верам
276,Sprache::N,til,кыл
277,Stimme::N,ovoz,куара
278,Wort::N,so'z,кыл
279,Zeichen::N,alomat,пус
280,Zeichen::N,alomat,тодмет
281,Ruf::N,chaqiriq,ӧтён
282,Ruf::N,chaqiriq,чортон
283,Lärm::N,taraq,ӵашетон
284,Laut::N,tovush,куара
285,Ton::N,un,куара
286,Lied::N,ashula,кырӟан
287,Ruhe::N,tinchlik,чалмыт улон
288,Leute::N,xaloyiq,адямиос
289,Volk::N,xalq,калык
290,Arbeit::N,ish,уж
291,Gast::N,mehmon,куно
292,Geschenk::N,hadya,салам
293,Geschenk::N,hadya,кузьым
294,Spiel::N,o'yin,шудон
295,Gesellschaft::N,jamiyat,калык
296,Hilfe::N,yordam,юрттон
297,Freund::N,do'st,эш
298,Freund::N,do'st,юлтош
299,Kamerad::N,yo'ldosh,тодмо
300,Angelegenheit::N,daxl,уж
301,Anzahl::N,son,лыд
302,Art::N,tur,тус
303,Stück::N,parcha,юдэс
304,Teil::N,bo'lak,люкет
305,Hälfte::N,yarim,ӝыны
306,Kreis::N,aylana,котырес
307,Kreuz::N,xoch,крест
308,Linie::N,liniya,гож
309,Strich::N,chiziq,гож
310,Abstand::N,oralik,вис
311,Abstand::N,oralik,кусып
312,Entfernung::N,uzoqlik,кусып
313,Gegend::N,yer,инты
314,Platz::N,oralig,инты
315,Ort::N,joy,инты
316,Ort::N,joy,места
317,Seite::N,yon,пал
318,Mitte::N,o'rta,шор
319,Gegenstand::N,ashyo,арбери
320,Sache::N,buyum,котыр
321,Rand::N,chek,дур
322,Rand::N,chek,шаер
323,Kante::N,tig',дур
324,Ecke::N,burchak,сэрег
325,Spitze::N,uch,йыл
326,Ende::N,oxir,пум
327,Loch::N,teshik,пась
328,Winkel::N,go'sha,сэрег
329,Muster::N,nusha,пужы
330,Größe::N,kattalik,быдӟала
331,Länge::N,uzunlik,кузьдала
332,Höhe::N,yuksaklik,ӝуждала
333,Gewicht::N,solmoq,сектала
334,Gewicht::N,solmoq,секытлык
335,Menge::N,miqdor,лыд
336,Menge::N,miqdor,лыдпус
337,Haufen::N,uyum,люк
338,Reihe::N,saf,чур
339,Boot::N,qayiq,пыж
340,Boot::N,qayiq,лодка
341,Ruder::N,äshkak,полыс
342,Schlitten::N,chana,додьы
343,Ski::N,chang'i,куас
344,Lagerfeuer::N,gulxan,тылскем
345,Last::N,yuk,секыт
346,Gang::N,yurish,ветлон
347,Schritt::N,qadam,вамыш
348,Norden::N,shimol,уйпал
349,Süden::N,janub,лымшор
350,Westen::N,g'arb,шунды пуксён
351,Osten::N,sharq,шунды ӝужан
352,Holz::N,yog'och,пу
353,Brett::N,taxta,пул
354,Platte::N,tabaqa,плита
355,Stütze::N,tayanchi,пыкет
356,Stange::N,qo'noq,пуӵ
357,Stock::N,tayoq,боды
358,Stab::N,gavron,пуӵ
359,Stab::N,gavron,боды
360,Rohr::N,tarnov,труба
361,Haus::N,uy,юрт
362,Heim::N,makon,корка
363,Ofen::N,pechka,гур
364,Fußboden::N,pol,выж
365,Tisch::N,mosa,ӝӧк
366,Stuhl::N,o'rindiq,пукон
367,Wiege::N,beshik,кӧкы
368,Wiege::N,beshik,зыбка
369,Bett::N,yotoq,валес
370,Regal::N,tokcha,ӝажы
371,Kiste::N,sandiq,ящик
372,Fenster::N,deraza,укно
373,Fenster::N,deraza,косяк
374,Tür::N,äshik,ӧс
375,Tor::N,darvoza,ӟезьы
376,Zaun::N,panjara,забор
377,Dach::N,tom,липет
378,Leiter::N,narvon,падӟа
379,Besen::N,supurgi,ӵужон
380,Besen::N,supurgi,исьнер
381,Spaten::N,bel,лопатка
382,Schaufel::N,kurak,ютырон
383,Gabel::N,bilka,тэчы
384,Gabel::N,bilka,вилка
385,Löffel::N,qoshiq,пуньы
386,Messer::N,pichoq,пурт
387,Nagel::N,mix,кортӵог
388,Netz::N,to'r,сеть
389,Haken::N,ilgak,курик
390,Griff::N,sop,ныд
391,Griff::N,tutqich,ныд
392,Schloss::N,qulf,тунгон
393,Bild::N,rasm,суред
394,Figur::N,shakl,фигура
395,Puppe::N,ko'g'irchoq,мунё
396,Beutel::N,to'rva,пуйы
397,Bündel::N,bog'lam,керттэт
398,Tasche::N,kissa,пуйы
399,Tasche::N,kissa,сумка
400,Eimer::N,chelak,ведра
401,Deckel::N,qopqoq,ӵоксэт
402,Geschirr::N,idish,тусьты-пуньы
403,Sack::N,qop,пуйы
404,Tasse::N,piyola,ӵаша
405,Topf::N,tuvak,миска
406,Kessel::N,qozon,пурты
407,Essen::N,tomoq,сиськон
408,Nahrung::N,emak,сион
409,Speise::N,taom,сиён
410,Fleisch::N,go'sht,сӥль
411,Getreide::N,g'alla,ю тысь
412,Brei::N,bo'tqa,ӝук
413,Brot::N,non,нянь
414,Scheibe::N,disk,шорем
415,Fett::N,moy,кӧй
416,Butter::N,yog',вӧй
417,Öl::N,moy,вӧй
418,Salz::N,tuz,сылал
419,Suppe::N,sho'rva,шыд
420,Honig::N,asal,чечы
421,Milch::N,sut,йӧл
422,Tee::N,choy,чай
423,Leder::N,charm,сурон
424,Wolle::N,jun,гон
425,Wolle::N,jun,ыжгон
426,Stoff::N,mato,куэм
427,Nadel::N,igna,вень
428,Faden::N,ip,сӥньыс
429,Knopf::N,tugma,бирды
430,Knoten::N,tugun,герд
431,Farbe::N,bo'yok,буёл
432,Kleidung::N,kiyim,дӥсь
433,Hemd::N,ko'ylak,дэрем
434,Kragen::N,yoqa,сирес
435,Ärmel::N,yeng,саес
436,Hose::N,shim,брюки
437,Hose::N,shim,штань
438,Gürtel::N,tasma,кускерттон
439,Mütze::N,shapka,ызьы
440,Schuh::N,but,ботинка
441,Stiefel::N,botinka,сапег
442,Ring::N,yuzuk,зундэс
443,Band::N,rishta,лента
444,Kamm::N,taroq,сын
445,Spiegel::N,ko'zgu,синучкон
446,Riemen::N,qayish,е
447,Schnur::N,bog'ich,гозы
448,Leine::N,etak,думет
449,Decke::N,odyol,шобрет
450,Kissen::N,yostiq,миндэр
451,Tuch::N,gazlama,кышет
452,Handtuch::N,sochiq,ӵушкон
453,Kraft::N,kuch,кать
454,Kraft::N,kuch,ӟигар
455,Stärke::N,quvvat,юнлык
456,Gesundheit::N,sog'lik,тазалык
457,Krankheit::N,kasallik,висён
458,Schmerz::N,og'riq,висён
459,Wunde::N,yara,яра
460,Fieber::N,bezgak,кезег
461,Arznei::N,dori,эмъюм
462,Brücke::N,ko'prik,выж
463,Brunnen::N,buloq,колдэч
464,Weide::N,yaylov,возь
465,Pfad::N,dorojka,сюрес
466,Weg::N,yo'l,сюрес
467,Straße::N,ko'cha,сюрес
468,Dorf::N,ovul,гурт
469,Stadt::N,shahar,кар
470,Stadt::N,shahar,город
471,Brief::N,maktub,гожтэт
472,Buch::N,kitob,книга
473,Buchstabe::N,harf,буква
474,Zeitung::N,gazet,газет
475,Leben::N,hayot,улон
476,Tod::N,o'lim,кулон
477,Grab::N,go'r,шайгу
478,Kirche::N,cherkov,черк
479,Sünde::N,gunoh,сьӧлык
480,Gott::N,olloh,ӥнмар
481,Arbeiter::N,ishchi,рабочий
482,Chef::N,rais,начальник
483,Meister::N,usta,кибашлы
484,Arzt::N,hakim,врач
485,Lehrer::N,muallim,дышетӥсь
486,Geld::N,pul,уксё
487,Geld::N,pul,коньдон
488,Geschäft::N,savdo,уж
489,Laden::N,do'kon,магазин
490,Preis::N,baho,дун
491,Ware::N,mol,вуз
492,Nutzen::N,foyda,пайда
493,Reichtum::N,boylik,узырлык
494,Welt::N,olam,дунне
495,Land::N,o'lka,шаер
496,Staat::N,davlat,кун
497,König::N,qirol,эксэй
498,Macht::N,iqtidor,власть
499,Grenze::N,chegara,кунгож
500,Krieg::N,harb,ож
501,Feind::N,dushman,тушмон
502,Gewalt::N,zo'rlik,эриктэман
503,Kampf::N,kurash,нюръяськон
504,Bogen[Waffe]::N,yoy,пукыӵ
505,Pfeil::N,o'q,пукыӵ вень
506,Gewehr::N,vintovka,пыӵал
507,Fehler::N,xato,янгыш
508,Lüge::N,yolg'on,пӧян
509,Lüge::N,yolg'on,алдан
510,Lüge::N,yolg'on,ӧрекчан
511,Schaden::N,ziyon,изъян
512,Unglück::N,balo,куректон
513,Unglück::N,balo,шудтэме усён
514,Schuld::N,ayb,янгыш
515,Alter::N,yosh,арлыд
516,Schluss::N,tamom,пум
517,Zeit::N,vaqt,дыр
518,Tag::N,kun,нунал
519,Morgen::N,saboh,ӵукна
520,Mittag::N,kun tushlik,лымшор
521,Abend::N,oqshom,ӝыт
522,Abend::N,oqshom,акшан
523,Nacht::N,tun,уй
524,Woche::N,hafta,арня
525,Monat::N,oy,толэзь
526,Jahr::N,yil,ар
527,Frühling::N,bahor,тулыс
528,Sommer::N,yoz,гужем
529,Herbst::N,kuz,сӥзьыл
530,Herbst::N,xazon,сӥзьыл
531,Winter::N,qish,тол
532,Januar::N,yanvar',выльартолэзь
533,Februar::N,fevral',тулыспал
534,März::N,mart,южтолэзь
535,April::N,aprel',оштолэзь
536,Mai::N,may,куартолэзь
537,Juni::N,iyun',вожотолэзь
538,Juli::N,iyul',пӧсьтолэзь
539,August::N,avgust,гудырикошкон
540,September::N,sentyabr',куарусён
541,Oktober::N,oktyabr',выльӝуктолэзь
542,November::N,noyabr',шуркынмон
543,Dezember::N,dekabr',толсур
544,Montag::N,dushanba,вордӥськон
545,Dienstag::N,seshanba,вторник
546,Mittwoch::N,chorshanba,вирнунал
547,Donnerstag::N,payshanba,покчиарня
548,Freitag::N,juma,удмуртарня
549,Samstag::N,shanba,кӧснунал
550,Sonntag::N,yakshanba,арня
551,groß::A,buyuk,бадӟым
552,klein::A,kichik,пичи
553,lang::A,uzun,кузь
554,kurz::A,qisqa,вакчи
555,breit::A,keng,паськыт
556,schmal::A,änsiz,сюлэг
557,dicht::A,quyuq,ӵем
558,dick[Gegenstand]::A,qalin,зӧк
559,dünn::A,ingichka,векчи
560,fein::A,mayin,векчи
561,fest::A,qattiq,юн
562,fest::A,qattiq,чурыт
563,flach::A,yalpoq,ӵошкыт
564,glatt::A,tekis,гылыт
565,glatt::A,tekis,вольыт
566,hart::A,qattiq,чурыт
567,weich::A,yumshoq,небыт
568,rund::A,yumaloq,котырес
569,spitz::A,uchli,йылсо
570,scharf::A,keskir,лэчыт
571,stumpf::A,to'mtoq,ныж
572,schwer::A,salmoqli,секыт
573,schön::A,go'zal,чебер
574,heiß::A,qiziq,пӧсь
575,warm::A,issiq,шуныт
576,kalt::A,sovuq,кезьыт
577,kühl::A,salqin,юзмыт
578,kühl::A,salqin,салкым
579,frisch::A,toza,выль
580,feucht::A,namli,мускыт
581,nass::A,nam,котмем
582,trocken::A,quruq,кӧс
583,voll::A,to'la,тыр
584,leer::A,puch,буш
585,leer::A,puch,тырттэм
586,offen::A,ochiq,усьтэм
587,geschlossen::A,berk,ӵогам
588,geschlossen::A,berk,пунням
589,sauber::A,ozoda,ӝикыт
590,sauber::A,ozoda,чылкыт
591,schmutzig::A,kir,нӧд
592,roh::A,xom,ыль
593,reif::A,pishiq,вуэм
594,lecker::A,shirin,ческыт
595,süß::A,shirin,ческыт
596,bitter::A,achchiq,курыт
597,sauer::A,achchiq,чырс
598,hell::A,yorug',югыт
599,dunkel::A,qorong'i,пеймыт
600,schwarz::A,qora,сьӧд
601,weiß::A,oq,тӧдьы
602,rot::A,qizil,горд
603,gelb::A,sariq,ӵуж
604,blau::A,zangori,лыз
605,grün::A,yashil,вож
606,grau::A,bo'z,пурысь
607,bunt::A,ola,куӵо
608,billig::A,arzon,дунтэм
609,teuer::A,qimmat,дуно
610,wertvoll::A,qimmat,дуно
611,blind::A,ko'r,сукыр
612,blind::A,ko'r,синтэм
613,taub::A,garang,пельтэм
614,kräftig::A,kuchli,кужмо
615,stark::A,quvvatli,юн
616,stark::A,quvvatli,кужмо
617,schwach::A,kuchsiz,ляб
618,schwach::A,kuchsiz,начар
619,fett::A,semiz,кӧй
620,schlank::A,ingichka,веськыт
621,schlank::A,ingichka,веськрес
622,hübsch::A,ko'rkam,чебер
623,hübsch::A,ko'rkam,синмаськымон
624,böse::A,yovuz,лек
625,dumm::A,aqlsiz,шузи
626,dumm::A,aqlsiz,визьтэм
627,faul::A,ärinchak,азьтэм
628,fleißig::A,ishchan,сюлмо
629,geizig::A,qurumsoq,сук
630,klug::A,oqil,визьмо
631,geschickt::A,äpchil,усто
632,geschickt::A,äpchil,быгатӥсь
633,lieb::A,aziz,мусо
634,lustig::A,chaqchaq,шулдыр
635,sanft::A,asta,мусо
636,sanft::A,asta,эрке
637,hungrig::A,och,сютэм
638,krank::A,kasal,висись
639,nackt::A,yalang,гольык
640,traurig::A,xafa,мӧзмыт
641,lebendig::A,hayotiy,улэп
642,gut::A,soz,ӟеч
643,gut::A,soz,умой
644,schlecht::A,yomon,урод
645,schlecht::A,yomon,алама
646,richtig::A,rost,шонер
647,schlimm::A,yovuz,алама
648,wahr::A,haqiqiy,зэмос
649,alt::A,äski,вуж
650,neu::A,yangi,выль
651,ehemalig::A,sobiq,азьвылэз
652,alt[Lebewesen]::A,qari,пересь
653,jung::A,navqiron,егит
654,jung::A,navqiron,пинал
655,arm::A,abgor,начар
656,arm::A,abgor,куанер
657,reich::A,boy,узыр
658,bekannt::A,ma'lum,тодмо
659,berühmt::A,mashhur,дано
660,fremd::A,yot,ят
661,verschieden::A,turli,пӧртэм
662,nah::A,yaqindagi,матысь
663,fern::A,uzoq,кыдёкысь
664,linker::A,so'l,паллян
665,rechter::A,o'ng,бур
666,rechter::A,o'ng,бурпал
667,anderer::A,boshqa,мукет
668,erster::A,birinchi,нырысетӥез
669,zweiter::A,ikkinchi,кыктэтӥез
670,dritter::A,uchinchi,кунньметӥез
671,letzter::A,oxirgi,берло
672,letzter::A,oxirgi,берпум
673,allein::ADV,o'zicha,огназ
674,auf einmal::ADV,varakay,огдыре
675,zusammen::ADV,barobar,ӵош
676,zusammen::ADV,barobar,валче
677,lange::ADV,uzoq,кема
678,plötzlich::ADV,qo'qqisdan,мапламтэ шорысь
679,sofort::ADV,darrov,али ик
680,später::ADV,so'ngra,бергес
681,später::ADV,so'ngra,берлогес
682,jetzt::ADV,hozirgina,али
683,jetzt::ADV,hozirgina,табере
684,heute::ADV,bugun,туннэ
685,morgen::ADV,ärta,ӵуказе
686,bald::ADV,toz,ӝоген
687,dann::ADV,keyin,берло
688,gestern::ADV,kecha,толон
689,einst::ADV,avvallari,огпол
690,einst::ADV,avvallari,одӥг пол
691,damals::ADV,ugal,соку
692,danach::ADV,so'ngra,собере
693,vorher::ADV,avval,азьло
694,vorher::ADV,avval,азьвыл
695,zuerst::ADV,avval,азьло
696,einmal::ADV,bir marta,огпол
697,manchmal::ADV,onda-sonda,куддыръя
698,oft::ADV,tez-tez,ӵем
699,immer::ADV,har vaqt,пыр
700,immer::ADV,har vaqt,котьку
701,niemals::ADV,hargiz,уз ноку
702,hier::ADV,shu erda,татын
703,hierhin::ADV,beri,татчы
704,von hier::ADV,shu erdan,татысь
705,dort::ADV,ana,отӥ
706,dort::ADV,ana,отын
707,dorthin::ADV,u yerga,отчы
708,geradeaus::ADV,to'g'ri,меӵак
709,vorwärts::ADV,ilgari,азьлань
710,rückwärts::ADV,qoloq,берлань
711,zurück::ADV,orqada,берен
712,zurück::ADV,orqada,берлань
713,unten::ADV,pastda,улын
714,hinab::ADV,tubanga,улэ
715,oben::ADV,ustida,вылын
716,oben::ADV,ustida,вылӥын
717,hinauf::ADV,yuqorida,вылэ
718,hinauf::ADV,yuqorida,вылӥе
719,hinauf::ADV,yuqorida,выллань
720,überall::ADV,har erda,котькытын
721,überall::ADV,har erda,пасьтана
722,nicht::ADV,ämas,уз
723,ein wenig::ADV,biroz,ичи
724,ein wenig::ADV,biroz,ӧжыт
725,ein wenig::ADV,biroz,огшап
726,kaum::ADV,arang,муртса
727,sehr::ADV,ancha,туж
728,sehr::ADV,ancha,лекос
729,so::ADV,shunday,озьы
730,so::ADV,shunday,тазьы
731,noch::ADV,hali,на
732,nur::ADV,yolg'iz,гинэ
733,schon::ADV,endi,ни
734,schon::ADV,endi,ини
735,wieder::ADV,yana,нош
736,wieder::ADV,yana,кайта
737,vergebens::ADV,bekorga,юнме
738,vor::PRP,burun,азьын
739,hinter::PRP,ketida,берын
740,hinter::PRP,ketida,бӧрсьы
741,unter::PRP,ostida,улын
742,durch::PRP,bo'ylab,пыр
743,durch::PRP,bo'ylab,пыртӥ
744,neben::PRP,yonida,бордын
745,zwischen::PRP,orada,вискын
746,wegen::PRP,sababli,сэрен
747,dies::PRN,o'sha,та
748,das::PRN,narigi,со
749,alles::PRN,har nima,ваньмыз
750,ich::PRN,men,мон
751,du::PRN,sen,тон
752,er::PRN,u,со
753,wir::PRN,biz,ми
754,ihr::PRN,siz,тӥ
755,sie::PRN,ular,соос
756,was::FPRN,nima,ма
757,wer::FPRN,kim,кин
758,wo::FADV,qaerda,кытын
759,wohin::FADV,qayerga,кытчы
760,wie::FADV,qanday,кызьы
761,warum::FADV,nega,малы
762,wieviel::FNUM,qancha,кӧня
763,eins::NUM,bir,одӥг
764,zwei::NUM,ikki,кык
765,drei::NUM,uch,куинь
766,vier::NUM,to'rt,ньыль
767,fünf::NUM,besh,вить
768,sechs::NUM,olti,куать
769,sieben::NUM,etti,сизьым
770,acht::NUM,sakkiz,тямыс
771,neun::NUM,to'qqiz,укмыс
772,zehn::NUM,o'n,дас
773,elf::NUM,o'n bir,дас одӥг
774,zwölf::NUM,o'n ikki,дас кык
775,zwanzig::NUM,yigirma,кызь
776,dreißig::NUM,o'ttiz,куамын
777,vierzig::NUM,qirq,ньыльдон
778,fünfzig::NUM,ällik,витьтон
779,sechzig::NUM,oltmish,куатьтон
780,siebzig::NUM,etmish,сизьымдон
781,achtzig::NUM,sakson,тямыстон
782,neunzig::NUM,to'qson,укмыстон
783,hundert::NUM,yuz,сю
784,tausend::NUM,ming,сюрс
785,und::CNJ,va,и
786,und::CNJ,va,но
787,oder::CNJ,yo,яке
788,stehen::V,turmoq,сылыны
