,Concept_ID,ga,ar
59,Hunger::N,ocras,جوع
60,Träne::N,deoir,دمعة
61,Geschmack::N,blas,طعم
62,Geschmack::N,blas,مذاق
63,Geruch::N,boladh,رائحة
64,Schlaf::N,suan,نوم
65,Schlaf::N,suan,منام
66,Schlaf::N,codladh,نوم
67,Schlaf::N,codladh,منام
68,Traum::N,taibhreamh,حلم
69,Himmel::N,spéir,سماء
70,Sonne::N,grian,شمس
71,Mond::N,ré,قمر
72,Mond::N,gealach,قمر
73,Stern::N,rinn,نجم
74,Stern::N,rinn,كوكب
75,Stern::N,réalta,نجم
76,Stern::N,réalta,كوكب
77,Luft::N,aer,هواء
78,Wind::N,gaoth,ريح
79,Welle::N,tonn,موجة
80,Wasser::N,uisce,ماء
81,Stein::N,cloch,حجر
82,Boden::N,talamh,تراب
83,Erde::N,cré,أرض
84,Erde::N,ithir,أرض
85,Staub::N,dusta,غبار
86,Staub::N,deannach,غبار
87,Rauch::N,toit,دخان
88,Rauch::N,deatach,دخان
89,Funke::N,drithle,شرارة
90,Feuer::N,tine,نار
91,Licht::N,solas,نور
92,Licht::N,solas,ضوء
93,Schatten::N,scáth,ظل
94,Schatten::N,scáth,فيء
95,Wetter::N,aimsir,جو
96,Wetter::N,aimsir,طقس
97,Nebel::N,ceo,ضباب
98,Wolke::N,néal,غيمة
99,Wolke::N,néal,سحابة
100,Wolke::N,scamall,غيمة
101,Wolke::N,scamall,سحابة
102,Regen::N,báisteach,مطر
103,Regen::N,fearthainn,مطر
104,Schnee::N,sneachta,ثلج
105,Eis::N,oighear,جليد
106,Frost::N,sioc,صقيع
107,Kälte::N,fuacht,برد
108,Hitze::N,teas,حر
109,Hitze::N,teas,حرارة
110,Hitze::N,teocht,حر
111,Hitze::N,teocht,حرارة
112,Raureif::N,sioc bán,صقيع
113,Regenbogen::N,stua ceatha,قوس قزح
114,Regenbogen::N,bogha báistí,قوس قزح
115,Donner::N,toirneach,رعد
116,Strömung::N,sruth,تيار
117,Tropfen::N,deoir,قطرة
118,Schaum::N,cúr,زبد
119,Schaum::N,cúr,رغوة
120,Schmutz::N,salachar,وسخ
121,See::N,loch,بحيرة
122,Sumpf::N,portach,مستنقع
123,Moor::N,caorán,مستنقع
124,Moor::N,móinteán,مستنقع
125,Wiese::N,cluain,مرج
126,Wiese::N,móinéar,مرج
127,Wald::N,coill,غابة
128,Wald::N,foraois,غابة
129,Hügel::N,ard,تل
130,Anhöhe::N,ard,تل
131,Anhöhe::N,ardán,تل
132,Berg::N,sliabh,جبل
133,Gipfel::N,barr,قمة
134,Gipfel::N,mullach,قمة
135,Höhle::N,uaimh,كهف
136,Höhle::N,pluais,كهف
137,Abhang::N,fána,منحدر
138,Quelle::N,foinse,منبع
139,Bach::N,sruthán,مجرى
140,Fluss::N,abhainn,نهر
141,Ufer::N,bruach,ضفة
142,Küste::N,cósta,ساحل
143,Küste::N,cladach,ساحل
144,Festland::N,míntír,بر
145,Meer::N,muir,بحر
146,Meer::N,farraige,بحر
147,Bucht::N,bá,خليج
148,Bucht::N,cuan,خليج
149,Insel::N,inis,جزيرة
150,Insel::N,oileán,جزيرة
151,Blume::N,bláth,زهرة
152,Gras::N,féar,حشيش
153,Wurzel::N,rúta,أصل
154,Wurzel::N,fréamh,أصل
155,Baum::N,crann,شجرة
156,Stamm::N,stoc,جذع
157,Stamm::N,tamhan,جذع
158,Rinde::N,coirt,قشرة
159,Rinde::N,craiceann,قشرة
160,Ast::N,géag,فرع
161,Zweig::N,géag,غصن
162,Zweig::N,craobh,غصن
163,Blatt::N,duille,ورقة
164,Blatt::N,duilleog,ورقة
165,Birke::N,beith,قضبان
166,Birke::N,crann beithe,قضبان
167,Kiefer[Baum]::N,péine,صنوبرة
168,Weide[Baum]::N,saileach,صفصاف
169,Tanne::N,giúis,شوح
170,Tanne::N,giúis,تبوب
171,Horn::N,adharc,قرن
172,Feder::N,cleite,ريشة
173,Fell::N,clúmh,فرو
174,Flügel::N,eite,جناح
175,Flügel::N,sciathán,جناح
176,Klaue::N,crúb,مخلب
177,Klaue::N,crobh,مخلب
178,Kralle::N,crobh,مخلب
179,Schwanz::N,eireaball,ذيل
180,Ei::N,ubh,بيض
181,Nest::N,nead,عش
182,Bau::N,brocais,جحر
183,Tier::N,ainmhí,حيوان
184,Tier::N,beithíoch,حيوان
185,Herde::N,tréad,قطيع
186,Kuh::N,bó,بقرة
187,Bulle::N,tarbh,ثور
188,Pferd::N,each,خيل
189,Pferd::N,capall,خيل
190,Schaf::N,caora,شاة
191,Schwein::N,muc,خنزير
192,Hund::N,madra,كلب
193,Katze::N,cat,قطة
194,Bär::N,béar,دب
195,Eichhörnchen::N,iora,سنجاب
196,Elch::N,eilc,موظ
197,Fuchs::N,sionnach,ثعلب
198,Fuchs::N,madra rua,ثعلب
199,Hase::N,giorria,أرنب
200,Maus::N,luch,فأرة
201,Wolf::N,mac tíre,ذئب
202,Vogel::N,éan,طير
203,Schwarm::N,saithe,سرب
204,Huhn::N,cearc,دجاجة
205,Hahn::N,coileach,ديك
206,Gans::N,gé,وزة
207,Adler::N,iolar,نسر
208,Ente::N,lacha,بطة
209,Eule::N,ulchabhán,بوم
210,Kranich::N,grús,كركي
211,Krähe::N,caróg,غراب
212,Krähe::N,préachán,غراب
213,Kuckuck::N,cuach,وقواق
214,Schwan::N,eala,إوز عراقي
215,Fisch::N,iasc,سمك
216,Barsch::N,péirse,فرخ أوربي
217,Hecht::N,liús,سمك الكراكي
218,Schlange[Tier]::N,nathair,حية
219,Schlange[Tier]::N,nathair,ثعبان
220,Wurm::N,péist,دودة
221,Spinne::N,damhán alla,عنكبوت
222,Ameise::N,seangán,نملة
223,Laus::N,míol,قملة
224,Mücke::N,muiscít,ناموسة
225,Mücke::N,corrmhíol,ناموسة
226,Fliege::N,cuil,ذبابة
227,Fliege::N,cuileog,ذبابة
228,Schmetterling::N,féileacán,فراشة
229,Beere::N,caor,حبة
230,Apfel::N,úll,تفاح
231,Pilz::N,beacán,فطر
232,Pilz::N,muisiriún,فطر
233,Zwiebel::N,oinniún,بصل
234,Saat::N,síol,زرع
235,Korn::N,gráinne,حبة
236,Heu::N,féar,دريس
237,Schale::N,scaimh,قشرة
238,Grube::N,poll,نقرة
239,Falle::N,gaiste,فخ
240,Falle::N,gaiste,مصيدة
241,Schlinge::N,sealán,عروة
242,Spur::N,rian,أثر
243,Asche::N,luaith,رماد
244,Dreck::N,salachar,قذر
245,Eisen::N,iarann,حديد
246,Gold::N,ór,ذهب
247,Silber::N,airgead,فضة
248,Kohle::N,gual,فحم
249,Glas::N,gloine,زجاج
250,Lehm::N,cré,طين
251,Sand::N,gaineamh,رمل
252,Mensch::N,duine,إنسان
253,Mann::N,fear,رجل
254,Frau::N,bean,امرأة
255,Kind::N,gasúr,طفل
256,Kind::N,páiste,طفل
257,Junge::N,buachaill,ولد
258,Mädchen::N,cailín,بنت
259,Familie::N,teaghlach,عائلة
260,Familie::N,comhluadar,عائلة
261,Großvater::N,seanathair,جد
262,Großmutter::N,seanmháthair,جدة
263,Eltern::N,tuismitheoirí,أبوان
264,Eltern::N,tuismitheoirí,والدان
265,Vater::N,athair,أب
266,Mutter::N,máthair,أم
267,Sohn::N,mac,إبن
268,Tochter::N,iníon,بنت
269,Tochter::N,iníon,إبنة
270,Bruder::N,deartháir,أخ
271,Bruder::N,deartháir,شقيق
272,Schwester::N,deirfiúr,أخت
273,Onkel::N,uncail,عم
274,Tante::N,aintín,عمة
275,Ehemann::N,fear céile,زوج
276,Ehefrau::N,bean chéile,زوجة
277,Freude::N,áthas,فرح
278,Freude::N,áthas,سرور
279,Gelächter::N,gáire,قهقهة
280,Glück::N,séan,سعادة
281,Glück::N,sonas,سعادة
282,Kummer::N,brón,غم
283,Kummer::N,buairt,غم
284,Wunsch::N,guí,منية
285,Wunsch::N,achainí,منية
286,Lust::N,fonn,شهوة
287,Geist::N,meon,روح
288,Geist::N,spiorad,روح
289,Gedanke::N,smaoineamh,فكرة
290,Gedächtnis::N,cuimhne,ذاكرة
291,Verstand::N,ciall,عقل
292,Verstand::N,intinn,عقل
293,Sinn::N,brí,معنى
294,Sinn::N,ciall,معنى
295,Grund::N,fáth,سبب
296,Wahrheit::N,fírinne,حقيقة
297,Gespräch::N,comhrá,محادثة
298,Märchen::N,scéal,خرافة
299,Erzählung::N,scéal,قصة
300,Erzählung::N,scéal,حكاية
301,Nachricht::N,teachtaireacht,خبر
302,Neuigkeit::N,scéala,خبر جديد
303,Name::N,ainm,اسم
304,Rätsel::N,tomhas,لغز
305,Rede::N,óráid,خطبة
306,Rede::N,aitheasc,خطبة
307,Sprache::N,teanga,لغة
308,Stimme::N,guth,صوت
309,Wort::N,focal,كلمة
310,Zeichen::N,comhartha,رمز
311,Zeichen::N,comhartha,إشارة
312,Ruf::N,glaoch,نداء
313,Lärm::N,torann,صخب
314,Lärm::N,torann,ضجة
315,Laut::N,fuaim,صوت
316,Ton::N,ton,نغمة
317,Lied::N,amhrán,أغنية
318,Ruhe::N,suaimhneas,هدوء
319,Leute::N,muintir,ناس
320,Volk::N,pobal,شعب
321,Arbeit::N,obair,عمل
322,Gast::N,aoi,ضيف
323,Geschenk::N,féirín,هدية
324,Geschenk::N,bronntanas,هدية
325,Spiel::N,cluiche,لعب
326,Gesellschaft::N,comhluadar,صحبة
327,Hilfe::N,cúnamh,عون
328,Hilfe::N,cúnamh,مساعدة
329,Hilfe::N,cabhair,عون
330,Hilfe::N,cabhair,مساعدة
331,Freund::N,cara,صديق
332,Kamerad::N,comrádaí,زميل
333,Angelegenheit::N,ábhar,أمر
334,Angelegenheit::N,ábhar,شأن
335,Anzahl::N,líon,عدد
336,Art::N,sórt,نوع
337,Art::N,saghas,نوع
338,Stück::N,píosa,قطعة
339,Teil::N,cuid,قسم
340,Teil::N,páirt,قسم
341,Hälfte::N,leath,نصف
342,Kreis::N,ciorcal,دائرة
343,Kreuz::N,cros,صليب
344,Linie::N,líne,خط
345,Strich::N,stríoc,شرطة
346,Abstand::N,achar,مسافة
347,Entfernung::N,fad,بعد
348,Gegend::N,ceantar,ناحية
349,Platz::N,áit,فراغ
350,Platz::N,spás,فراغ
351,Ort::N,áit,مكان
352,Seite::N,taobh,جانب
353,Mitte::N,lár,وسط
354,Gegenstand::N,ball,موضوع
355,Gegenstand::N,ábhar,موضوع
356,Sache::N,ní,شيء
357,Sache::N,rud,شيء
358,Rand::N,imeall,حافة
359,Rand::N,ciumhais,حافة
360,Kante::N,corr,حافة
361,Kante::N,colbha,حافة
362,Ecke::N,coirnéal,ركن
363,Spitze::N,gob,سن
364,Spitze::N,barr,سن
365,Ende::N,ceann,طرف
366,Ende::N,foirceann,طرف
367,Loch::N,poll,ثقب
368,Winkel::N,cúinne,زاوية
369,Winkel::N,uillinn,زاوية
370,Muster::N,patrún,عينة
371,Größe::N,méid,حجم
372,Größe::N,toise,حجم
373,Länge::N,fad,طول
374,Höhe::N,airde,علو
375,Höhe::N,airde,ارتفاع
376,Gewicht::N,meáchan,وزن
377,Menge::N,méid,كمية
378,Haufen::N,cnap,كوم
379,Reihe::N,líne,صف
380,Reihe::N,sraith,صف
381,Boot::N,bád,قارب
382,Boot::N,bád,زورق
383,Ruder::N,rámh,مجذاف
384,Ruder::N,maide rámha,مجذاف
385,Schlitten::N,carr sleamhnáin,مزلقة
386,Ski::N,scí,زلاجة
387,Lagerfeuer::N,tine champa,نار المخيم
388,Last::N,ualach,حمل
389,Gang::N,siúlóid,مشية
390,Schritt::N,céim,خطوة
391,Schritt::N,coiscéim,خطوة
392,Norden::N,tuaisceart,شمال
393,Süden::N,deisceart,جنوب
394,Westen::N,iarthar,غرب
395,Osten::N,oirthear,شرق
396,Holz::N,adhmad,خشب
397,Brett::N,clár,لوح
398,Platte::N,leac,صفيحة
399,Stütze::N,taca,سند
400,Stütze::N,taca,دعامة
401,Stange::N,polla,عود
402,Stange::N,cuaille,عود
403,Stock::N,bata,عصا
404,Stock::N,maide,عصا
405,Stab::N,maide,قضيب
406,Stab::N,bachall,قضيب
407,Rohr::N,píopa,أنبوبة
408,Haus::N,teach,دار
409,Haus::N,teach,بيت
410,Heim::N,baile,بيت
411,Heim::N,baile,مسكن
412,Ofen::N,sornóg,مدفأة
413,Fußboden::N,urlár,أرضية
414,Tisch::N,bord,مائدة
415,Tisch::N,tábla,مائدة
416,Stuhl::N,cathaoir,كرسي
417,Wiege::N,cliabhán,مهد
418,Bett::N,leaba,سرير
419,Regal::N,seilf,رف
420,Kiste::N,bosca,صندوق
421,Fenster::N,fuinneoig,شباك
422,Fenster::N,fuinneoig,نافذة
423,Tür::N,doras,باب
424,Tor::N,geata,بوابة
425,Zaun::N,fál,سياج
426,Zaun::N,claí,سياج
427,Dach::N,díon,سطح
428,Leiter::N,dréimire,سلم
429,Besen::N,scuab,مكنسة
430,Spaten::N,spád,مسحاة
431,Spaten::N,rámhainn,مسحاة
432,Schaufel::N,sluasaid,مجرفة
433,Gabel::N,forc,شوكة
434,Gabel::N,gabhlóg,شوكة
435,Löffel::N,spúnóg,ملعقة
436,Messer::N,scian,سكين
437,Nagel::N,tairne,مسمار
438,Netz::N,líon,شبكة
439,Netz::N,eangach,شبكة
440,Haken::N,croch,خطاف
441,Haken::N,croch,صنارة
442,Griff::N,cos,قبضة
443,Griff::N,hanla,قبضة
444,Schloss::N,glas,قفل
445,Bild::N,pictiúr,صورة
446,Figur::N,fíor,تمثال
447,Puppe::N,bábóg,دمية
448,Beutel::N,mála,كيس
449,Beutel::N,mealbhóg,كيس
450,Bündel::N,beart,ربطة
451,Tasche::N,mála,شنطة
452,Tasche::N,mála,محفظة
453,Eimer::N,buicéad,سطل
454,Eimer::N,buicéad,جردل
455,Deckel::N,clár,سداد
456,Deckel::N,claibín,سداد
457,Geschirr::N,soithí,أوان
458,Geschirr::N,gréithe,أوان
459,Sack::N,sac,زكيبة
460,Sack::N,mála,زكيبة
461,Tasse::N,cupán,فنجان
462,Topf::N,pota,قدر
463,Topf::N,pota,طنجرة
464,Kessel::N,citeal,قدر
465,Kessel::N,citeal,غلاية
466,Essen::N,béile,طعام
467,Nahrung::N,bia,غذاء
468,Speise::N,mias,أكل
469,Fleisch::N,feoil,لحم
470,Getreide::N,grán,حبوب
471,Getreide::N,arbhar,حبوب
472,Brei::N,brúitín,عصيدة
473,Brot::N,arán,خبز
474,Scheibe::N,píosa,شريحة
475,Scheibe::N,slisne,شريحة
476,Fett::N,saill,سمن
477,Fett::N,méathras,سمن
478,Butter::N,im,زبدة
479,Öl::N,ola,زيت
480,Salz::N,salann,ملح
481,Suppe::N,sú,حساء
482,Suppe::N,sú,شربة
483,Suppe::N,anraith,حساء
484,Suppe::N,anraith,شربة
485,Honig::N,mil,عسل
486,Milch::N,bainne,حليب
487,Tee::N,tae,شاي
488,Leder::N,leathar,جلد
489,Wolle::N,olann,صوف
490,Stoff::N,éadach,قماش
491,Nadel::N,snáthaid,إبرة
492,Faden::N,snáth,خيط
493,Knopf::N,cnaipe,زر
494,Knoten::N,snaidhm,عقدة
495,Farbe::N,péint,صبغة
496,Kleidung::N,éadaí,ملابس
497,Hemd::N,léine,قميص
498,Kragen::N,bóna,ياقة
499,Ärmel::N,muinchille,كم
500,Hose::N,bríste,سروال
501,Hose::N,bríste,بنطلون
502,Hose::N,treabhsar,سروال
503,Hose::N,treabhsar,بنطلون
504,Gürtel::N,crios,حزام
505,Mütze::N,caipín,طاقية
506,Schuh::N,bróg,حذاء
507,Stiefel::N,buatais,جزمة
508,Stiefel::N,buatais,حذاء طويل
509,Ring::N,fáinne,حلقة
510,Band::N,ribín,شريط
511,Kamm::N,cíor,مشط
512,Spiegel::N,scáthán,مرآة
513,Riemen::N,iall,سير
514,Riemen::N,strapa,سير
515,Schnur::N,téad,حبل
516,Schnur::N,téad,دوبارة
517,Schnur::N,sreangán,حبل
518,Schnur::N,sreangán,دوبارة
519,Leine::N,iall,قيد
520,Decke::N,pluid,بطانية
521,Decke::N,blaincéad,بطانية
522,Kissen::N,piliúr,وسادة
523,Kissen::N,adhartán,وسادة
524,Tuch::N,scaif,منديل
525,Handtuch::N,tuáille,فوطة
526,Handtuch::N,tuáille,منشفة
527,Kraft::N,fórsa,قدرة
528,Stärke::N,neart,قوة
529,Gesundheit::N,sláinte,صحة
530,Krankheit::N,tinneas,مرض
531,Krankheit::N,breoiteacht,مرض
532,Schmerz::N,pian,ألم
533,Schmerz::N,pian,وجع
534,Wunde::N,goin,جرح
535,Fieber::N,fiabhras,حمى
536,Arznei::N,cógas,دواء
537,Brücke::N,droichead,جسر
538,Brunnen::N,tobar,بئر
539,Weide::N,féarach,مرعى
540,Pfad::N,cosán,درب
541,Pfad::N,conair,درب
542,Weg::N,slí,سكة
543,Weg::N,bealach,سكة
544,Straße::N,bóthar,طريق
545,Dorf::N,sráidbhaile,قرية
546,Stadt::N,baile,مدينة
547,Stadt::N,cathair,مدينة
548,Brief::N,litir,خطاب
549,Brief::N,litir,مكتوب
550,Buch::N,cín,كتاب
551,Buch::N,leabhar,كتاب
552,Buchstabe::N,litir,حرف
553,Zeitung::N,nuachtán,جريدة
554,Leben::N,saol,عيش
555,Leben::N,saol,حياة
556,Leben::N,beatha,عيش
557,Leben::N,beatha,حياة
558,Tod::N,bás,موت
559,Tod::N,bás,وفاة
560,Grab::N,uaigh,قبر
561,Kirche::N,eaglais,كنيسة
562,Sünde::N,peaca,خطيئة
563,Gott::N,dia,إله
564,Arbeiter::N,oibrí,عامل
565,Chef::N,saoiste,رئيس
566,Chef::N,ceannasaí,رئيس
567,Meister::N,máistir,أسطى
568,Arzt::N,lia,طبيب
569,Arzt::N,dochtúir,طبيب
570,Lehrer::N,oide,مدرس
571,Lehrer::N,múinteoir,مدرس
572,Geld::N,airgead,نقود
573,Geschäft::N,gnó,صفقة
574,Laden::N,siopa,دكان
575,Preis::N,praghas,سعر
576,Ware::N,earra,بضاعة
577,Nutzen::N,tairbhe,فائدة
578,Reichtum::N,rachmas,غنى
579,Reichtum::N,rachmas,ثروة
580,Reichtum::N,saibhreas,غنى
581,Reichtum::N,saibhreas,ثروة
582,Welt::N,domhan,عالم
583,Welt::N,domhan,دنيا
584,Land::N,tír,بلد
585,Staat::N,stát,دولة
586,König::N,rí,ملك
587,Macht::N,cumhacht,سلطة
588,Grenze::N,críoch,حدود
589,Grenze::N,teorainn,حدود
590,Krieg::N,cogadh,حرب
591,Feind::N,namhaid,عدو
592,Gewalt::N,foréigean,عنف
593,Kampf::N,troid,قتال
594,Bogen[Waffe]::N,bogha,قوس
595,Pfeil::N,saighead,سهم
596,Gewehr::N,gunna,بندقية
597,Fehler::N,botún,خطأ
598,Fehler::N,meancóg,خطأ
599,Lüge::N,bréag,كذب
600,Lüge::N,éitheach,كذب
601,Schaden::N,dochar,تلف
602,Schaden::N,damáiste,تلف
603,Unglück::N,drochrath,نحس
604,Schuld::N,locht,ذنب
605,Schuld::N,milleán,ذنب
606,Alter::N,aois,سن
607,Alter::N,aois,عمر
608,Schluss::N,deireadh,ختام
609,Schluss::N,deireadh,نهاية
610,Zeit::N,am,وقت
611,Zeit::N,aimsir,وقت
612,Tag::N,lá,يوم
613,Morgen::N,maidin,صباح
614,Mittag::N,nóin,ظهر
615,Abend::N,tráthnóna,مساء
616,Nacht::N,oíche,ليلة
617,Woche::N,seachtain,أسبوع
618,Monat::N,mí,شهر
619,Jahr::N,bliain,عام
620,Jahr::N,bliain,سنة
621,Frühling::N,earrach,ربيع
622,Sommer::N,samhradh,صيف
623,Herbst::N,fómhar,خريف
624,Winter::N,geimhreadh,شتاء
625,Januar::N,Eanáir,يناير
626,Januar::N,Eanáir,كانون الثاني
627,Februar::N,Feabhra,شباط
628,Februar::N,Feabhra,فبراير
629,März::N,Márta,آذار
630,März::N,Márta,مارس
631,April::N,Aibreán,نيسان
632,Mai::N,Bealtaine,مايو
633,Juni::N,Meitheamh,يونيو
634,Juni::N,Meitheamh,حزيران
635,Juli::N,Iúil,تموز
636,Juli::N,Iúil,يوليو
637,August::N,Lúnasa,آب
638,August::N,Lúnasa,أغسطس
639,September::N,Meán Fómhair,أيلول
640,September::N,Meán Fómhair,سبتمبر
641,Oktober::N,Deireadh Fómhair,أكتوبر
642,Oktober::N,Deireadh Fómhair,تشرين الأول
643,November::N,Samhain,نوفمبر
644,November::N,Samhain,تشرين الثاني
645,November::N,Mí na Samhna,نوفمبر
646,November::N,Mí na Samhna,تشرين الثاني
647,Dezember::N,Mí na Nollag,ديسمبر
648,Dezember::N,Mí na Nollag,كانون الأول
649,Montag::N,Luan,يوم الاثنين
650,Montag::N,Dé Luain,يوم الاثنين
651,Dienstag::N,Máirt,يوم الثلاثاء
652,Dienstag::N,Dé Máirt,يوم الثلاثاء
653,Mittwoch::N,Céadaoin,يوم الأربعاء
654,Mittwoch::N,Dé Céadaoin,يوم الأربعاء
655,Donnerstag::N,Déardaoin,يوم الخميس
656,Freitag::N,Aoine,يوم الجمعة
657,Freitag::N,Dé hAoine,يوم الجمعة
658,Samstag::N,Satharn,يوم السبت
659,Samstag::N,Dé Sathairn,يوم السبت
660,Sonntag::N,Domhnach,يوم الأحد
661,Sonntag::N,Dé Domhnaigh,يوم الأحد
662,groß::A,mór,كبير
663,klein::A,beag,صغير
664,lang::A,fada,طويل
665,kurz::A,gearr,قصير
666,kurz::A,gairid,قصير
667,breit::A,leathan,واسع
668,breit::A,fairsing,واسع
669,schmal::A,cúng,ضيق
670,dicht::A,dlúth,كث
671,dicht::A,dlúth,كثيف
672,dick[Gegenstand]::A,tiubh,غليظ
673,dünn::A,caol,رفيع
674,dünn::A,tanaí,رفيع
675,fein::A,scáinte,رقيق
676,fein::A,fíneálta,رقيق
677,fest::A,daingean,متين
678,flach::A,cothrom,سهل
679,flach::A,cothrom,منبسط
680,glatt::A,mín,ناعم
681,glatt::A,sleamhain,ناعم
682,hart::A,crua,صلب
683,hart::A,crua,جامد
684,weich::A,bog,لين
685,rund::A,cruinn,مستدير
686,spitz::A,gobach,مدبب
687,spitz::A,biorach,مدبب
688,scharf::A,géar,حاد
689,scharf::A,faobhrach,حاد
690,stumpf::A,maol,ثالم
691,schwer::A,trom,ثقيل
692,schön::A,álainn,جميل
693,heiß::A,te,حار
694,heiß::A,te,ساخن
695,warm::A,te,دافئ
696,kalt::A,fuar,بارد
697,kühl::A,fionnuar,قر
698,frisch::A,úr,طازج
699,frisch::A,friseáilte,طازج
700,feucht::A,tais,رطب
701,nass::A,fliuch,مبلول
702,trocken::A,tirim,جاف
703,voll::A,lán,ملء
704,leer::A,folamh,خال
705,leer::A,folamh,فارغ
706,offen::A,oscailte,مفتوح
707,geschlossen::A,dúnta,مغلق
708,geschlossen::A,druidte,مغلق
709,sauber::A,glan,نظيف
710,schmutzig::A,salach,قذر
711,roh::A,amh,نيء
712,reif::A,aibí,ناضج
713,lecker::A,blasta,لذيذ
714,süß::A,milis,حلو
715,bitter::A,searbh,مر
716,sauer::A,géar,حامض
717,sauer::A,searbh,حامض
718,hell::A,geal,نير
719,hell::A,soilseach,نير
720,dunkel::A,dorcha,مظلم
721,schwarz::A,dubh,أسود
722,weiß::A,bán,أبيض
723,rot::A,dearg,أحمر
724,gelb::A,buí,أصفر
725,blau::A,gorm,أزرق
726,grün::A,glas,أخضر
727,grün::A,uaine,أخضر
728,grau::A,liath,رمادي
729,bunt::A,ildathach,ملوب
730,bunt::A,dathannach,ملوب
731,billig::A,saor,رخيص
732,teuer::A,daor,غال
733,teuer::A,costasach,غال
734,wertvoll::A,luachmhar,ثمين
735,blind::A,dall,أعمى
736,blind::A,caoch,أعمى
737,taub::A,bodhar,أصم
738,taub::A,bodhar,أطرش
739,kräftig::A,cumhachtach,قوي
740,stark::A,tréan,قوي
741,stark::A,láidir,قوي
742,schwach::A,lag,ضعيف
743,schwach::A,fann,ضعيف
744,fett::A,ramhar,سمين
745,schlank::A,caol,أهيف
746,schlank::A,seang,أهيف
747,hübsch::A,álainn,جميل
748,hübsch::A,dathúil,جميل
749,böse::A,olc,رديء
750,dumm::A,dúr,أبله
751,dumm::A,dúr,أحمق
752,dumm::A,amaideach,أبله
753,dumm::A,amaideach,أحمق
754,faul::A,falsa,كسلان
755,faul::A,leisciúil,كسلان
756,fleißig::A,dícheallach,مجتهد
757,geizig::A,barainneach,بخيل
758,geizig::A,sprionlaithe,بخيل
759,klug::A,cliste,ذكي
760,klug::A,cliste,عاقل
761,geschickt::A,oilte,ماهر
762,geschickt::A,ealaíonta,ماهر
763,lieb::A,dil,عزيز
764,lieb::A,dílis,عزيز
765,lustig::A,aerach,مرح
766,lustig::A,meidhreach,مرح
767,sanft::A,bog,حليم
768,sanft::A,séimh,حليم
769,hungrig::A,ocrach,جائع
770,krank::A,tinn,مريض
771,krank::A,breoite,مريض
772,nackt::A,nocht,عار
773,traurig::A,brónach,حزين
774,lebendig::A,beo,حي
775,gut::A,maith,جيد
776,schlecht::A,dona,سيء
777,schlecht::A,droch-,سيء
778,richtig::A,ceart,صحيح
779,schlimm::A,gránna,خبيث
780,schlimm::A,tubaisteach,خبيث
781,wahr::A,fíor,حق
782,alt::A,sean,قديم
783,neu::A,úr,جديد
784,neu::A,nua,جديد
785,ehemalig::A,iar-,سابق
786,ehemalig::A,sean-,سابق
787,alt[Lebewesen]::A,sean,مسن
788,alt[Lebewesen]::A,aosta,مسن
789,jung::A,óg,شاب
790,jung::A,óg,صغير
791,arm::A,bocht,فقير
792,reich::A,saibhir,غني
793,reich::A,rachmasach,غني
794,bekannt::A,atá eolas air,معلوم
795,berühmt::A,cailiúil,مشهور
796,berühmt::A,clúiteach,مشهور
797,fremd::A,coimhthíoch,أجنبي
