,Concept_ID,sl,he
802,aufgehen[Sonne]::V,vzíti,זרח
803,untergehen[Sonne]::V,zaíti,שקע
804,scheinen[Sonne]::V,sijáti,בהק
805,donnern::V,grméti,רעם
806,wehen::V,píhati,נשב
807,strömen::V,líti,זרם
808,fließen::V,têči,זרם
809,sich drehen::V,vrtéti se,הסתובב
810,schwanken::V,kolébati,התנודד
811,schwingen::V,níhati,התנענע
812,fallen::V,pádati,נפל
813,brennen::V,goréti,בער
814,rauchen::V,kadíti se,עשן
815,regnen::V,deževáti,ירד גשם
816,gefrieren::V,zmŕzniti,קפא
817,tauen::V,tájati,נמס
818,schmelzen::V,kopnéti,התיך
819,trocknen::V,sušíti se,התיבש
820,sieden::V,kipéti,רתח
821,faulen::V,gníti,רקב
822,verfaulen::V,zgníti,רקב
823,reißen::V,tŕgati se,נקרע
824,versinken::V,pogrézniti se,טבע
825,vergehen::V,miníti,עבר
826,erscheinen::V,pojáviti se,נגלה
827,erscheinen::V,pojáviti se,הופיע
828,verschwinden::V,izgíniti,נעלם
829,sinken::V,péšati,ירד
830,abnehmen::V,pojémati,הפחית
831,zunehmen::V,véčati se,רבה
832,zunehmen::V,množíti se,רבה
833,steigen::V,dvígati se,עלה
834,wachsen::V,rásti,גדל
835,glänzen::V,sijáti,נצץ
836,glänzen::V,sijáti,בהק
837,funkeln::V,ískriti se,נצנץ
838,lärmen::V,ropotáti,רעש
839,lärmen::V,razgrájati,רעש
840,läuten::V,zvoníti,צלצל
841,klingeln::V,zvončkljáti,צלצל
842,klirren::V,žvenketáti,קרקש
843,brausen::V,šuméti,געש
844,rauschen::V,šuštéti,רשרש
845,rauschen::V,šelestéti,רשרש
846,klingen::V,zvenéti,נשמע
847,bellen::V,lájati,נבח
848,heulen::V,zavíjati,ילל
849,blasen::V,píhniti,נשף
850,pfeifen::V,pískati,שרק
851,pfeifen::V,žvížgati,שרק
852,schreien::V,kričáti,צעק
853,stöhnen::V,stókati,נאנק
854,zittern::V,drgetáti,רעד
855,leben::V,živéti,חי
856,geboren werden::V,rodíti se,נולד
857,atmen::V,díhati,נשם
858,trinken::V,píti,שתה
859,essen::V,jésti,אכל
860,schlucken::V,požírati,בלע
861,müde werden::V,péšati,התעיף
862,müde werden::V,utrúditi se,התעיף
863,einschlafen::V,zaspáti,נרדם
864,schlafen::V,spáti,ישן
865,aufwachen::V,zbudíti se,התעורר
866,aufstehen::V,vstáti,קם
867,sich erholen::V,oddahníti se,נפש
868,krank werden::V,oboléti,חלה
869,krank sein::V,bíti bolán,היה חולה
870,schmerzen::V,boléti,כאב
871,husten::V,kášljati,השתעל
872,genesen::V,okrévati,הבריא
873,sterben::V,umréti,מת
874,umkommen::V,pogíniti,נספה
875,sich bewegen::V,zganíti se,נע
876,sich rühren::V,premakníti se,זז
877,sich erheben::V,vstájati,קם
878,sich erheben::V,vzdígniti se,קם
879,sich setzen::V,sésti,התישב
880,hinfallen::V,pásti dôl,נפל
881,laufen::V,hodíti,הלך ברגל
882,schreiten::V,stópati,פסע
883,spazierengehen::V,na sprehòd íti,טיל
884,eilen::V,drvéti,אץ
885,eilen::V,drvéti,מהר
886,sich beeilen::V,hitéti,מהר
887,sausen::V,dírkati,אץ
888,rennen::V,dírjati,רץ
889,springen::V,skákati,קפץ
890,klettern::V,plézati,טפס
891,schaukeln::V,kolébati,התנדנד
892,kriechen::V,pláziti se,זחל
893,schwimmen::V,plávati,שחה
894,tauchen::V,potápljati se,צלל
895,rudern::V,vesláti,חתר
896,fahren::V,vozíti se,נסע
897,fahren::V,peljáti se,נסע
898,fliegen::V,létati,עף
899,gehen::V,íti,הלך
900,weggehen::V,odíti,עזב
901,abfahren::V,odpeljáti se,יצא
902,anhalten::V,ustáviti se,עצר
903,hineingehen::V,íti nóter,נכנס
904,eintreten::V,vstopíti,נכנס
905,kommen::V,príti,בא
906,ankommen::V,prispéti,הגיע
907,ankommen::V,prihájati,הגיע
908,zurückkommen::V,vrníti se,שב
909,zurückkommen::V,vrníti se,חזר
910,bleiben::V,ostáti,נשאר
911,warten::V,čákati,חכה
912,warten::V,čákati,המתין
913,erwarten::V,pričakováti,צפה
914,suchen::V,iskáti,חפש
915,finden::V,nájti,מצא
916,versuchen::V,poskúšati,נסה
917,vorbereiten::V,pripráviti,הכין
918,lieben::V,ljubíti,אהב
919,mögen::V,márati,אהב
920,lachen::V,smejáti se,צחק
921,rühren::V,ganíti,נגע ללב
922,weinen::V,jókati,בכה
923,weinen::V,plákati,בכה
924,schimpfen::V,psováti,גער
925,schimpfen::V,zmérjati,גער
926,sich ärgern::V,jezíti se,זעם
927,sich ärgern::V,jezíti se,כעס
928,sich fürchten::V,báti se,פחד
929,sich fürchten::V,báti se,חשש
930,fürchten::V,báti se,פחד מ
931,fürchten::V,báti se,חשש מ
932,fliehen::V,bežáti,ברח
933,flüchten::V,pobégniti,נמלט
934,sehen::V,vídeti,ראה
935,anschauen::V,oglédati,הביט
936,ansehen::V,glédati,התבונן
937,hören::V,slíšati,שמע
938,zuhören::V,poslúšati,הקשיב
939,probieren::V,poskúšati,נסה
940,riechen::V,dúhati,הריח
941,fühlen::V,čutíti,חש
942,scheinen::V,zdéti se,נדמה
943,zu sehen sein::V,vídeti se,נראה
944,vernehmen::V,čúti,נודע ל
945,frieren::V,zébsti,קר ל
946,tun::V,délati,פעל
947,können::V,môči,יכל
948,wollen::V,hotéti,רצה
949,anfangen::V,začéti,התחיל
950,beenden::V,dokončáti,גמר
951,aufhören::V,prenéhati,סים
952,gelingen::V,uspéti,הצליח
953,gelingen::V,posréčiti se,הצליח
954,geraten::V,obnêsti se,עלה
955,öffnen::V,odpréti,פתח
956,schließen::V,zapréti,סגר
957,stellen::V,postáviti,העמיד
958,setzen::V,posadíti,הושיב
959,legen::V,položíti,שם
960,berühren::V,dotíkati se,נגע
961,verbinden::V,obvézati,קשר
962,bedecken::V,pokríti,כסה
963,aufhängen::V,obésiti,תלה
964,anzünden::V,zažgáti,הצית
965,aufheben::V,vzdígniti,אסף
966,zurücklassen::V,zapustíti,השאיר
967,verlieren::V,izgubíti,אבד
968,fallen lassen::V,navréči,שמט
969,fallen lassen::V,navréči,הפיל
970,machen::V,naredíti,עשה
971,machen::V,napráviti,עשה
972,herstellen::V,izdélati,יצר
973,bauen::V,gradíti,בנה
974,reparieren::V,popráviti,תקן
975,verbessern::V,izbóljšati,שפר
976,ändern::V,spremeníti,שנה
977,graben::V,kopáti,חפר
978,graben::V,grêbsti,חפר
979,beugen::V,upogníti,כפף
980,biegen::V,zavíjati,כופף
981,drehen::V,vrtéti,סובב
982,wenden::V,obrníti,הפך
983,umdrehen::V,zasúkati,סובב
984,heben::V,dvígati,הרים
985,hochheben::V,privzdígniti,הרים
986,ergreifen::V,zgrábiti,אחז
987,halten::V,držáti,החזיק
988,drücken::V,tiščáti,לחץ
989,schieben::V,ríniti,הזיז
990,kratzen::V,práskati,שרט
991,kratzen::V,práskati,שפשף
992,lecken::V,lízati,לקק
993,beißen::V,grísti,נשך
994,abreißen::V,odtŕgati,קרע
995,abschneiden::V,odrézati,חתך
996,binden::V,vézati,קשר
997,stecken::V,vtakníti,תקע
998,brechen::V,lomíti,שבר
999,klopfen::V,tólči,נקש
1000,hauen::V,séči,הכה
1001,kleben::V,lépiti,הדביק
1002,reiben::V,tréti,שפשף
1003,reiben::V,dŕgniti,שפשף
1004,streichen::V,namázati,מרח
1005,schleifen::V,brúsiti,השחיז
1006,schneiden::V,rézati,גזר
1007,rütteln::V,strésti,נענע
1008,schütteln::V,majáti,נער
1009,schwenken::V,obrníti,נופף
1010,schwenken::V,obrníti,טלטל
1011,schütten::V,sípati,שפך
1012,füllen::V,napolníti,מלא
1013,einwickeln::V,zavíti,עטף
1014,tragen::V,nêsti,נשא
1015,schleppen::V,vláčiti,סחב
1016,ziehen::V,vléči,משך
1017,aufbewahren::V,shranjeváti,שמר
1018,werfen::V,lúčati,זרק
1019,fangen::V,ujéti,תפס
1020,packen::V,prijéti,אחז
1021,verstecken::V,skríti,החביא
1022,teilen::V,razdelíti,חלק
1023,schicken::V,pošíljati,שלח
1024,bringen::V,prinêsti,הביא
1025,hinzufügen::V,pristáviti,הוסיף
1026,bekommen::V,dobíti,תפס
1027,erhalten::V,prejéti,קבל
1028,nehmen::V,vzéti,אחז
1029,wählen::V,izbírati,בחר
1030,auswählen::V,izbráti,בחר ב
1031,bewahren::V,ohraníti,קים
1032,behindern::V,ovírati,מנע
1033,verderben::V,pokváriti,מנע
1034,beschädigen::V,poškodováti,הזיק
1035,zerbrechen::V,razlomíti,נשבר
1036,zerreißen::V,raztŕgati,קרע
1037,zerstören::V,razrúšiti,הרס
1038,zerstören::V,razrúšiti,השמיד
1039,verbrennen::V,sežgáti,שרף
1040,geben::V,dáti,נתן
1041,reichen::V,séči,העביר
1042,reichen::V,molíti,העביר
1043,schenken::V,podáriti,נתן במתנה
1044,versprechen::V,obljubíti,הבטיח
1045,wünschen::V,vóščiti,אחל
1046,loben::V,hváliti,שבח
1047,küssen::V,poljubováti,נשק
1048,wiegen::V,zíbati,נדנד
1049,zudecken::V,pokríti,כסה
1050,wecken::V,zbudíti,עורר
1051,zeigen::V,pokázati,הראה
1052,führen::V,vêsti,הביא
1053,führen::V,vêsti,הוביל
1054,lehren::V,učíti,למד
1055,unterrichten::V,poučeváti,למד
1056,aufziehen::V,vzgojíti,רומם
1057,leiten::V,uprávljati,נהל
1058,antreiben::V,goníti,המרץ
1059,lassen::V,povzročíti,נתן
1060,einladen::V,povábiti,הזמין
1061,vereinigen::V,zdrúžiti,אחד
1062,vereinigen::V,zdrúžiti,לכד
1063,besuchen::V,obiskáti,בקר
1064,treffen::V,pogodíti,פגש
1065,sich versammeln::V,zbráti se,התאסף
1066,spielen::V,igráti se,שחק
1067,singen::V,péti,שר
1068,tanzen::V,plésati,רקד
1069,sich trennen::V,ločíti se,נפרד
1070,verlassen::V,zapustíti,עזב
1071,retten::V,réšiti,הציל
1072,bewachen::V,strážiti,שמר
1073,schützen::V,sčítiti,אבטח
1074,verteidigen::V,braníti,הגן
1075,sich schlagen::V,têpsti se,התכתש
1076,schießen::V,stréljati,ירה
1077,siegen::V,zmágati,גבר
1078,siegen::V,zmágati,נצח
1079,ärgern::V,jezíti,עצבן
1080,ärgern::V,razbúriti,עצבן
1081,schlagen::V,têpsti,הכה
1082,schlagen::V,têpsti,הלקה
1083,schlagen::V,udáriti,הכה
1084,schlagen::V,udáriti,הלקה
1085,treten::V,teptáti,בעט
1086,stechen::V,ubôsti,דקר
1087,stoßen::V,peháti,דחק
1088,stoßen::V,drégniti,דחק
1089,stehlen::V,ukrásti,גנב
1090,stehlen::V,pokrásti,גנב
1091,stören::V,motíti,קטע
1092,stören::V,motíti,הפריע
1093,belästigen::V,nadlegováti,הציק
1094,belästigen::V,nadlegováti,הטריד
1095,verbergen::V,skríti,הצניע
1096,täuschen::V,slepíti,שגע
1097,betrügen::V,várati,הונה
1098,betrügen::V,ogoljufáti,הונה
1099,töten::V,ubíti,הרג
1100,wohnen::V,prebívati,גר
1101,arbeiten::V,délati,עבד
1102,sammeln::V,zbráti,אסף
1103,pflücken::V,obráti,קטף
1104,jagen::V,lovíti,צד
1105,fischen::V,ribáriti,דג
1106,fassen::V,zajéti,תפס
1107,hüten::V,pásti,רעה
1108,treiben::V,pogánjati,הוציא
1109,anbinden::V,privézati,קשר
1110,füttern::V,kŕmiti,הלעיט
1111,melken::V,mólsti,חלב
1112,hacken::V,sékati,קצץ
1113,gießen::V,ulíti,השקה
1114,reifen::V,zoréti,בשל
1115,zubereiten::V,pripráviti,הכין
1116,kochen::V,kúhati,בשל
1117,backen::V,cvréti,אפה
1118,braten::V,pêči,צלה
1119,braten::V,pêči,טגן
1120,umrühren::V,preméšati,ערבב
1121,stricken::V,plêsti,סרג
1122,nähen::V,šívati,תפר
1123,färben::V,bárvati,צבע
1124,reinigen::V,očístiti,נקה
1125,waschen::V,opráti,רחץ
1126,waschen::V,opráti,כבס
1127,abwischen::V,obrísati,נגב
1128,spülen::V,splakováti,שטף
1129,fegen::V,pométati,טאטא
1130,kehren::V,mésti,טאטא
1131,baden::V,kópati se,טבל
1132,baden::V,kópati se,שחה
1133,sich waschen::V,umíti se,התרחץ
1134,ausziehen::V,izvléči,הוריד
1135,anziehen::V,obléči,לבש
1136,sich anziehen::V,obléči se,התלבש
1137,kämmen::V,česáti,סרק
1138,schmücken::V,okrasíti,קשט
1139,sagen::V,dejáti,אמר
1140,sprechen::V,govoríti,דבר
1141,reden::V,rêči,דבר
1142,sich unterhalten::V,razgovárjati se,שוחח
1143,fragen::V,vprášati,שאל
1144,bitten::V,prosíti,בקש
1145,erzählen::V,práviti,ספר
1146,mitteilen::V,naznániti,מסר
1147,mitteilen::V,naznániti,הודיע
1148,nennen::V,imenováti,קרא בשם
1149,rufen::V,klícati,גיס
1150,rufen::V,klícati,הזמין לבוא
1151,prahlen::V,baháti se,התרברב
1152,übersetzen::V,prevêsti,תרגם
1153,denken::V,mísliti,חשב
1154,glauben::V,verjéti,האמין
1155,bemerken::V,opáziti,הבחין
1156,erkennen::V,spoznáti,זהה
1157,begreifen::V,pôjmiti,קלט
1158,begreifen::V,pôjmiti,הבין
1159,verstehen::V,razuméti,הבין
1160,lernen::V,učíti se,למד
1161,wissen::V,znáti,ידע
1162,wissen::V,védeti,ידע
1163,sich erinnern an::V,spómniti se,זכר
1164,vergessen::V,pozábiti,שכח
1165,messen::V,mériti,מדד
1166,zählen::V,štéti,ספר
1167,rechnen::V,račúnati,חשב
1168,lesen::V,bráti,קרא
1169,lesen::V,čítati,קרא
1170,malen::V,slíkati,ציר
1171,zeichnen::V,rísati,שרטט
1172,schreiben::V,písati,כתב
1173,besitzen::V,iméti,היה בעל של
1174,kaufen::V,kupíti,קנה
1175,kaufen::V,kupíti,רכש
1176,verkaufen::V,prodáti,מכר
1177,bezahlen::V,pláčati,שלם
1178,zahlen::V,plačeváti,שלם
1179,beherrschen::V,obvládati,שלט
1180,ertragen::V,prenêsti,סבל
1181,Verstand::N,,שכל
