,Concept_ID,tt,da
838,zunehmen::V,ишәю,tiltage
839,steigen::V,үсү,stige
840,wachsen::V,үсү,gro
841,wachsen::V,үсү,vokse
842,glänzen::V,ялкылдау,glinse
843,funkeln::V,ялтырау,tindre
844,lärmen::V,шаулау,larme
845,läuten::V,шалтырату,ringe
846,klingeln::V,шалтырату,ringe
847,klirren::V,чылтырау,klirre
848,brausen::V,давыллау,bruse
849,brausen::V,дулау,bruse
850,rauschen::V,кыштырдау,suse
851,klingen::V,ишетелү,lyde
852,klingen::V,ишетелү,klinge
853,bellen::V,өрү,gø
854,heulen::V,улау,hyle
855,blasen::V,өрү,blæse
856,pfeifen::V,сызгырту,fløjte
857,schreien::V,кычкыру,skrige
858,stöhnen::V,ыңгырашу,stønne
859,zittern::V,калтырау,dirre
860,zittern::V,калтырау,skælve
861,zittern::V,калтырану,dirre
862,zittern::V,калтырану,skælve
863,leben::V,яшәү,leve
864,leben::V,гомер итү,leve
865,geboren werden::V,туу,fødes
866,atmen::V,сулау,ånde
867,trinken::V,эчү,drikke
868,essen::V,ашау,spise
869,schlucken::V,йоту,synke
870,müde werden::V,ялыгу,blive træt
871,müde werden::V,йөгенү,blive træt
872,einschlafen::V,йокыга китү,falde i søvn
873,schlafen::V,йоклау,sove
874,aufwachen::V,уяну,vågne
875,aufstehen::V,тору,stå op
876,sich erholen::V,ял алу,komme sig
877,sich erholen::V,истирахәт итү,komme sig
878,krank werden::V,чирләү,blive syg
879,krank sein::V,чирләү,være syg
880,schmerzen::V,авырту,smerte
881,husten::V,ютәлләү,hoste
882,genesen::V,савыгу,komme sig
883,genesen::V,сәламәтләнү,komme sig
884,sterben::V,үлү,dø
885,sterben::V,дөнья кую,dø
886,sterben::V,вафат булу,dø
887,umkommen::V,үлү,omkomme
888,sich bewegen::V,йөрү,bevæge sig
889,sich rühren::V,кыймылдау,røre på sig
890,sich erheben::V,басу,rejse sig
891,sich setzen::V,утыру,sætte sig
892,hinfallen::V,егылу,
893,laufen::V,җәяүләү,løbe
894,schreiten::V,атлау,skride
895,spazierengehen::V,йөрү,gå en tur
896,spazierengehen::V,йөргенү,gå en tur
897,eilen::V,ашыгу,ile
898,sich beeilen::V,ашыгу,skynde sig
899,sich beeilen::V,кызулау,skynde sig
900,sausen::V,җилдерү,suse
901,rennen::V,йөгерү,løbe
902,rennen::V,йөгерү,rende
903,springen::V,сикерү,hoppe
904,springen::V,сикерү,springe
905,klettern::V,үрмәләү,klatre
906,schaukeln::V,атыну,gynge
907,kriechen::V,шуышу,krybe
908,kriechen::V,үрмәләү,krybe
909,schwimmen::V,йөзү,svømme
910,tauchen::V,чуму,dykke
911,rudern::V,ишү,ro
912,fahren::V,бару,køre
913,fliegen::V,очу,flyve
914,gehen::V,йөрү,gå
915,weggehen::V,китү,gå bort
916,abfahren::V,кузгалу,køre bort
917,anhalten::V,тукталу,standse
918,hineingehen::V,инү,gå ind
919,eintreten::V,инү,træde ind
920,kommen::V,килү,komme
921,ankommen::V,бару,ankomme
922,zurückkommen::V,кире кайту,komme tilbage
923,bleiben::V,калу,blive
924,bleiben::V,калу,forblive
925,warten::V,көтү,vente
926,erwarten::V,көтү,vente
927,erwarten::V,көтү,afvente
928,suchen::V,эзләү,søge
929,finden::V,табу,finde
930,versuchen::V,маташу,forsøge
931,vorbereiten::V,хәзерләү,forberede
932,lieben::V,сөю,elske
933,lieben::V,ярату,elske
934,mögen::V,өнәү,holde af
935,mögen::V,өнәү,kunne lide
936,lachen::V,көлү,le
937,rühren::V,дулкынландыру,røre
938,weinen::V,елау,græde
939,schimpfen::V,сүгү,skænde
940,schimpfen::V,сүгенү,skænde
941,sich ärgern::V,ачулану,ærgre sig
942,sich fürchten::V,курку,være bange
943,fürchten::V,калтырау,være bange for
944,fürchten::V,калтырану,være bange for
945,fliehen::V,арка бирү,flygte
946,flüchten::V,качу,flygte
947,sehen::V,күрү,se
948,anschauen::V,карау,se på
949,anschauen::V,карау,betragte
950,ansehen::V,карау,anse
951,ansehen::V,күзәтү,anse
952,hören::V,ишетү,høre
953,zuhören::V,тыңлау,høre til
954,probieren::V,тату,smage
955,probieren::V,тату,smage på
956,riechen::V,иснәү,lugte
957,fühlen::V,тою,føle
958,fühlen::V,сизү,føle
959,scheinen::V,күренү,synes
960,zu sehen sein::V,күренү,synes
961,vernehmen::V,ишетү,erfare
962,frieren::V,өшү,fryse
963,frieren::V,күшегү,fryse
964,tun::V,итү,gøre
965,können::V,алу,kunne
966,wollen::V,теләү,ville
967,anfangen::V,керешү,begynde
968,beenden::V,бетерү,afslutte
969,beenden::V,тәмамлау,afslutte
970,aufhören::V,бетү,ophøre
971,aufhören::V,бетү,holde op
972,gelingen::V,уңу,lykkes
973,geraten::V,сабышу,blive
974,öffnen::V,ачу,åbne
975,schließen::V,ябу,lukke
976,stellen::V,кую,stille
977,setzen::V,утырту,sætte
978,legen::V,яткыру,lægge
979,berühren::V,тию,berøre
980,verbinden::V,ялгау,forbinde
981,bedecken::V,өрту,dække
982,bedecken::V,өрту,bedække
983,bedecken::V,каплау,dække
984,bedecken::V,каплау,bedække
985,bedecken::V,томалау,dække
986,bedecken::V,томалау,bedække
987,aufhängen::V,асу,hænge
988,aufhängen::V,асу,hænge op
989,anzünden::V,кабызу,tænde
990,anzünden::V,кабызу,antænde
991,aufheben::V,күтәрү,løfte
992,aufheben::V,күтәрү,tage op
993,zurücklassen::V,калдыру,lade tilbage
994,verlieren::V,югалту,miste
995,fallen lassen::V,төшерү,tabe
996,fallen lassen::V,төшерү,droppe
997,machen::V,ясау,gøre
998,machen::V,эшләү,gøre
999,herstellen::V,ясау,fremstille
1000,bauen::V,кору,bygge
1001,reparieren::V,төзәтү,reparere
1002,verbessern::V,яхшырту,rette
1003,verbessern::V,яхшырту,forbedre
1004,ändern::V,үзгәртү,ændre
1005,graben::V,казу,grave
1006,beugen::V,ию,bøje
1007,biegen::V,бөгү,bøje
1008,drehen::V,бору,dreje
1009,drehen::V,бөтерү,dreje
1010,wenden::V,бору,vende
1011,umdrehen::V,түнтәрү,dreje om
1012,heben::V,күтәрү,hæve
1013,hochheben::V,күтәрү,løfte
1014,ergreifen::V,эләктерү,gribe fat i
1015,halten::V,тоту,holde
1016,drücken::V,кысу,trykke
1017,schieben::V,кузгату,skyde
1018,schieben::V,кузгату,skubbe
1019,kratzen::V,тырнау,klø
1020,kratzen::V,тырнау,kradse
1021,lecken::V,ялау,slikke
1022,beißen::V,тешләү,bide
1023,abreißen::V,өзү,rive af
1024,abschneiden::V,кыю,skære af
1025,abschneiden::V,кисү,skære af
1026,binden::V,бәйләү,binde
1027,stecken::V,төртү,stikke
1028,stecken::V,тыгу,stikke
1029,brechen::V,сындыру,brække
1030,klopfen::V,шаку,banke
1031,klopfen::V,шакылдау,banke
1032,hauen::V,кыйнау,hugge
1033,kleben::V,ябыштыру,klistre
1034,reiben::V,ышку,gnide
1035,streichen::V,ягу,smøre
1036,schleifen::V,кайрау,slibe
1037,schneiden::V,кисү,skære
1038,schneiden::V,кисү,klippe
1039,rütteln::V,селкетү,ruske
1040,schütteln::V,селкетү,ryste
1041,schwenken::V,болгау,svinge
1042,schütten::V,кою,hælde
1043,füllen::V,тутыру,fylde
1044,einwickeln::V,төрү,pakke ind
1045,tragen::V,ташу,bære
1046,schleppen::V,сөйрәү,slæbe
1047,schleppen::V,өстерәү,slæbe
1048,ziehen::V,тарту,trække
1049,aufbewahren::V,саклау,opbevare
1050,werfen::V,ыргыту,kaste
1051,fangen::V,тоту,fange
1052,packen::V,эләктерү,gribe
1053,verstecken::V,яшерү,gemme
1054,teilen::V,бүлү,dele
1055,schicken::V,җибәрү,sende
1056,bringen::V,китерү,bringe
1057,hinzufügen::V,өстәү,tilføje
1058,bekommen::V,алу,få
1059,erhalten::V,алу,få
1060,nehmen::V,алу,tage
1061,wählen::V,сайлау,vælge
1062,auswählen::V,сайлау,udvælge
1063,bewahren::V,саклау,bevare
1064,behindern::V,комачаулау,hindre
1065,behindern::V,комачаулау,forhindre
1066,verderben::V,бозу,ødelægge
1067,beschädigen::V,бозу,beskadige
1068,zerbrechen::V,вату,brække itu
1069,zerreißen::V,өзү,rive itu
1070,zerreißen::V,ерту,rive itu
1071,zerstören::V,җимерү,ødelægge
1072,verbrennen::V,яндыру,brænde
1073,verbrennen::V,көйдерү,brænde
1074,geben::V,бирү,give
1075,reichen::V,тапшыру,række
1076,schenken::V,бүләкләү,forære
1077,versprechen::V,вәгъдә бирү,love
1078,wünschen::V,котлау,ønske
1079,loben::V,мактау,rose
1080,küssen::V,үбү,kysse
1081,wiegen::V,тирбәтү,vugge
1082,zudecken::V,ябу,dække til
1083,zudecken::V,бөркәү,dække til
1084,wecken::V,уяту,vække
1085,zeigen::V,күрсәтү,vise
1086,führen::V,йөртү,føre
1087,lehren::V,өйрәтү,lære
1088,unterrichten::V,укыту,undervise
1089,aufziehen::V,асрау,opdrage
1090,leiten::V,җитәкләү,lede
1091,antreiben::V,куалау,skynde på
1092,antreiben::V,әйдәләү,skynde på
1093,antreiben::V,ашыктыру,skynde på
1094,lassen::V,мәҗбүр итү,få til at
1095,einladen::V,чакыру,indbyde
1096,einladen::V,чакыру,invitere
1097,vereinigen::V,берләштерү,forene
1098,besuchen::V,керешү,besøge
1099,treffen::V,очрату,møde
1100,sich versammeln::V,җыелышу,forsamles
1101,spielen::V,уйнау,lege
1102,spielen::V,уйнау,spille
1103,singen::V,җырлау,synge
1104,tanzen::V,бию,danse
1105,sich trennen::V,аерылу,skilles
1106,sich trennen::V,ташлашу,skilles
1107,verlassen::V,ташлау,forlade
1108,verlassen::V,калдыру,forlade
1109,retten::V,коткару,redde
1110,bewachen::V,каравыллау,bevogte
1111,schützen::V,ышыклау,skærme
1112,schützen::V,ышыклау,beskytte
1113,verteidigen::V,яклау,forsvare
1114,verteidigen::V,саклау,forsvare
1115,sich schlagen::V,сугышу,slås
1116,schießen::V,ату,skyde
1117,siegen::V,җиңү,sejre
1118,ärgern::V,ачуландыру,ærgre
1119,schlagen::V,ору,slå
1120,schlagen::V,бәрү,slå
1121,schlagen::V,тукмау,slå
1122,treten::V,тибү,sparke
1123,stechen::V,кадау,stikke
1124,stoßen::V,этү,støde
1125,stehlen::V,урлау,stjæle
1126,stören::V,комачаулау,forstyrre
1127,belästigen::V,борчу,genere
1128,belästigen::V,борчу,ulejlige
1129,belästigen::V,билмазалау,genere
1130,belästigen::V,билмазалау,ulejlige
1131,verbergen::V,яшерү,skjule
1132,täuschen::V,алдату,villede
1133,betrügen::V,хәрәмләшү,bedrage
1134,töten::V,үтерү,dræbe
1135,wohnen::V,яшәү,bo
1136,arbeiten::V,эшләү,arbejde
1137,sammeln::V,туплау,samle
1138,pflücken::V,өзү,plukke
1139,jagen::V,аулау,jage
1140,fischen::V,балык тоту,fiske
1141,fassen::V,тоту,fange
1142,hüten::V,көтү,vogte
1143,treiben::V,куалау,drive
1144,anbinden::V,бәйләү,binde fast
1145,füttern::V,туйдыру,fodre
1146,melken::V,саву,malke
1147,hacken::V,чабу,hakke
1148,gießen::V,сугару,hælde
1149,reifen::V,җитешү,modne
1150,zubereiten::V,пешеренү,tilberede
1151,kochen::V,пешерү,koge
1152,kochen::V,кайнату,koge
1153,backen::V,пешерү,bage
1154,braten::V,куыру,stege
1155,braten::V,кыздыру,stege
1156,umrühren::V,бутау,røre om
1157,umrühren::V,болгату,røre om
1158,stricken::V,бәйләү,strikke
1159,nähen::V,тегү,sy
1160,färben::V,ману,farve
1161,reinigen::V,чистарту,rense
1162,reinigen::V,чистарту,gøre ren
1163,waschen::V,юу,vaske
1164,abwischen::V,сөртү,tørre af
1165,spülen::V,чайкау,skylle
1166,fegen::V,себерү,feje
1167,kehren::V,себерү,feje
1168,baden::V,коену,bade
1169,sich waschen::V,юыну,vaske sig
1170,ausziehen::V,чишенү,tage af
1171,anziehen::V,кию,tage på
1172,sich anziehen::V,киенү,klæde sig på
1173,kämmen::V,тарау,rede
1174,kämmen::V,тарау,frisere
1175,schmücken::V,бизәү,pynte
1176,schmücken::V,бизәү,smykke
1177,schmücken::V,бизәкләү,pynte
1178,schmücken::V,бизәкләү,smykke
1179,sagen::V,дию,sige
1180,sagen::V,әйтү,sige
1181,sprechen::V,сөйләү,snakke
1182,sprechen::V,сөйләшү,snakke
1183,reden::V,сөйләү,tale
1184,reden::V,сөйләү,snakke
1185,sich unterhalten::V,сөйләшү,snakke sammen
1186,fragen::V,сорау,spørge
1187,fragen::V,сорашу,spørge
1188,bitten::V,үтенү,bede
1189,erzählen::V,сөйләү,berette
1190,erzählen::V,сөйләү,fortælle
1191,mitteilen::V,белдерү,meddele
1192,nennen::V,дию,nævne
1193,rufen::V,дәшү,råbe
1194,prahlen::V,мактану,prale
1195,prahlen::V,шапырыну,prale
1196,übersetzen::V,күчерү,oversætte
1197,denken::V,уйлау,tænke
1198,glauben::V,инану,tro
1199,bemerken::V,искәрү,bemærke
1200,bemerken::V,искәрү,lægge mærke til
1201,erkennen::V,тану,genkende
1202,begreifen::V,аңлау,begribe
1203,begreifen::V,төшенү,begribe
1204,verstehen::V,аңлау,forstå
1205,verstehen::V,төшенү,forstå
1206,lernen::V,уку,lære
1207,lernen::V,өйрәнү,lære
1208,wissen::V,белү,vide
1209,sich erinnern an::V,хәтерләү,mindes
1210,sich erinnern an::V,хәтерләү,huske på
1211,vergessen::V,оныту,glemme
1212,messen::V,үлчәү,måle
1213,zählen::V,санау,tælle
1214,rechnen::V,исәпләү,regne
1215,lesen::V,уку,læse
1216,malen::V,рәсем ясау,male
1217,malen::V,сурәт ясау,male
1218,malen::V,сурәтләү,male
1219,zeichnen::V,язу-сызу,tegne
1220,zeichnen::V,сурәт ясау,tegne
1221,schreiben::V,язу,skrive
1222,besitzen::V,биләү,eje
1223,besitzen::V,биләү,besidde
1224,kaufen::V,алу,købe
1225,verkaufen::V,сату,sælge
1226,bezahlen::V,түләү,betale
1227,zahlen::V,түләү,betale
1228,beherrschen::V,ия булу,beherske
1229,ertragen::V,чыдау,tåle
1230,ertragen::V,чыдау,udholde
