,Concept_ID,lez,lez
210,Schale::N,хъуьруьш,хъуьруьш
211,Grube::N,фур,фур
212,Falle::N,ракьар,ракьар
213,Schlinge::N,гьалкъа,гьалкъа
214,Spur::N,гел,гел
215,Asche::N,руьхъ,руьхъ
216,Dreck::N,чирк,чирк
217,Dreck::N,чирк,кьуруш
218,Dreck::N,кьуруш,чирк
219,Dreck::N,кьуруш,кьуруш
220,Eisen::N,ракь,ракь
221,Gold::N,алтун,алтун
222,Silber::N,гимиш,гимиш
223,Kohle::N,цӏивин,цӏивин
224,Glas::N,шуьше,шуьше
225,Lehm::N,ччеб,ччеб
226,Sand::N,къум,къум
227,Mensch::N,инсан,инсан
228,Mann::N,итим,итим
229,Frau::N,паб,паб
230,Frau::N,паб,дишегьли
231,Frau::N,дишегьли,паб
232,Frau::N,дишегьли,дишегьли
233,Kind::N,аял,аял
234,Junge::N,гада,гада
235,Mädchen::N,руш,руш
236,Familie::N,хзан,хзан
237,Familie::N,хзан,килфет
238,Familie::N,килфет,хзан
239,Familie::N,килфет,килфет
240,Großvater::N,чӏехи буба,чӏехи буба
241,Großmutter::N,чӏехи диде,чӏехи диде
242,Eltern::N,диде-буба,диде-буба
243,Vater::N,буба,буба
244,Mutter::N,диде,диде
245,Sohn::N,хва,хва
246,Tochter::N,руш,руш
247,Bruder::N,стха,стха
248,Schwester::N,вах,вах
249,Onkel::N,ими,ими
250,Onkel::N,ими,халу
251,Onkel::N,халу,ими
252,Onkel::N,халу,халу
253,Tante::N,эме,эме
254,Tante::N,эме,хала
255,Tante::N,хала,эме
256,Tante::N,хала,хала
257,Ehemann::N,гъуьл,гъуьл
258,Ehefrau::N,паб,паб
259,Freude::N,шадвал,шадвал
260,Gelächter::N,хъвер,хъвер
261,Glück::N,бахт,бахт
262,Kummer::N,дерт,дерт
263,Kummer::N,дерт,хажалат
264,Kummer::N,хажалат,дерт
265,Kummer::N,хажалат,хажалат
266,Wunsch::N,мурад,мурад
267,Lust::N,гьевес,гьевес
268,Geist::N,руьгь,руьгь
269,Gedanke::N,фикир,фикир
270,Verstand::N,акьул,акьул
271,Sinn::N,мана,мана
272,Grund::N,себеб,себеб
273,Wahrheit::N,керчек,керчек
274,Wahrheit::N,керчек,гьакъикъат
275,Wahrheit::N,гьакъикъат,керчек
276,Wahrheit::N,гьакъикъат,гьакъикъат
277,Gespräch::N,ихтилат,ихтилат
278,Märchen::N,мах,мах
279,Erzählung::N,кьиса,кьиса
280,Nachricht::N,хабар,хабар
281,Neuigkeit::N,цӏийи хабар,цӏийи хабар
282,Name::N,тӏвар,тӏвар
283,Rätsel::N,мискӏал,мискӏал
284,Rede::N,рахун,рахун
285,Sprache::N,чӏал,чӏал
286,Stimme::N,ван,ван
287,Wort::N,гаф,гаф
288,Zeichen::N,ишара,ишара
289,Ruf::N,эвер,эвер
290,Lärm::N,ван-сес,ван-сес
291,Laut::N,ван,ван
292,Laut::N,ван,сес
293,Laut::N,сес,ван
294,Laut::N,сес,сес
295,Ton::N,ван-сес,ван-сес
296,Lied::N,мани,мани
297,Ruhe::N,ласвал,ласвал
298,Ruhe::N,ласвал,фаракъат
299,Ruhe::N,ласвал,асайиш
300,Ruhe::N,фаракъат,ласвал
301,Ruhe::N,фаракъат,фаракъат
302,Ruhe::N,фаракъат,асайиш
303,Ruhe::N,асайиш,ласвал
304,Ruhe::N,асайиш,фаракъат
305,Ruhe::N,асайиш,асайиш
306,Leute::N,инсанар,инсанар
307,Volk::N,халкь,халкь
308,Arbeit::N,кӏвалах,кӏвалах
309,Gast::N,мугьман,мугьман
310,Geschenk::N,савкьат,савкьат
311,Spiel::N,къугъун,къугъун
312,Gesellschaft::N,жемят,жемят
313,Gesellschaft::N,жемят,общество
314,Gesellschaft::N,общество,жемят
315,Gesellschaft::N,общество,общество
316,Hilfe::N,куьмек,куьмек
317,Freund::N,дуст,дуст
318,Kamerad::N,яр-дуст,яр-дуст
319,Angelegenheit::N,кар,кар
320,Anzahl::N,сан,сан
321,Anzahl::N,сан,кьадар
322,Anzahl::N,кьадар,сан
323,Anzahl::N,кьадар,кьадар
324,Art::N,жуьре,жуьре
325,Stück::N,кӏус,кӏус
326,Teil::N,пай,пай
327,Hälfte::N,зур,зур
328,Hälfte::N,зур,зур пай
329,Hälfte::N,зур пай,зур
330,Hälfte::N,зур пай,зур пай
331,Kreis::N,круг,круг
332,Kreis::N,круг,чкаяр
333,Kreis::N,круг,элкъвей цӏар
334,Kreis::N,чкаяр,круг
335,Kreis::N,чкаяр,чкаяр
336,Kreis::N,чкаяр,элкъвей цӏар
337,Kreis::N,элкъвей цӏар,круг
338,Kreis::N,элкъвей цӏар,чкаяр
339,Kreis::N,элкъвей цӏар,элкъвей цӏар
340,Kreuz::N,хаш,хаш
341,Linie::N,цӏар,цӏар
342,Strich::N,цӏар,цӏар
343,Abstand::N,ара,ара
344,Entfernung::N,мензил,мензил
345,Gegend::N,чка,чка
346,Platz::N,ара,ара
347,Ort::N,чка,чка
348,Seite::N,пад,пад
349,Mitte::N,юкь,юкь
350,Gegenstand::N,затӏ,затӏ
351,Sache::N,шей,шей
352,Sache::N,шей,затӏ
353,Sache::N,затӏ,шей
354,Sache::N,затӏ,затӏ
355,Rand::N,къерех,къерех
356,Kante::N,син,син
357,Ecke::N,пӏипӏ,пӏипӏ
358,Spitze::N,кӏвенкӏв,кӏвенкӏв
359,Ende::N,кьил,кьил
360,Loch::N,тӏеквен,тӏеквен
361,Winkel::N,пӏипӏ,пӏипӏ
362,Muster::N,гишир,гишир
363,Größe::N,кьадар,кьадар
364,Länge::N,яргъивал,яргъивал
365,Höhe::N,кьакьанвал,кьакьанвал
366,Gewicht::N,заланвал,заланвал
367,Menge::N,кьадар,кьадар
368,Haufen::N,хара,хара
369,Reihe::N,жерге,жерге
370,Boot::N,луьткве,луьткве
371,Ruder::N,кьусу,кьусу
372,Schlitten::N,гъелерар,гъелерар
373,Lagerfeuer::N,цӏай,цӏай
374,Last::N,заланвал,заланвал
375,Gang::N,ериш,ериш
376,Schritt::N,къадам,къадам
377,Norden::N,кефер,кефер
378,Norden::N,кефер,кефер пад
379,Norden::N,кефер пад,кефер
380,Norden::N,кефер пад,кефер пад
381,Süden::N,кьибле,кьибле
382,Westen::N,рагъакӏидай пад,рагъакӏидай пад
383,Osten::N,рагъэкъечӏдай пад,рагъэкъечӏдай пад
384,Holz::N,кӏарас,кӏарас
385,Brett::N,кьул,кьул
386,Brett::N,кьул,тахта
387,Brett::N,тахта,кьул
388,Brett::N,тахта,тахта
389,Stütze::N,даях,даях
390,Stange::N,юрк,юрк
391,Stock::N,лаш,лаш
392,Stab::N,юрк,юрк
393,Rohr::N,турба,турба
394,Haus::N,ужагъ,ужагъ
395,Heim::N,кӏвал,кӏвал
396,Ofen::N,пич,пич
397,Fußboden::N,кӏвалин ччил,кӏвалин ччил
398,Tisch::N,стол,стол
399,Stuhl::N,стул,стул
400,Wiege::N,кьеб,кьеб
401,Bett::N,тахт,тахт
402,Regal::N,кьацӏ,кьацӏ
403,Kiste::N,ящик,ящик
404,Fenster::N,дакӏар,дакӏар
405,Tür::N,рак,рак
406,Tor::N,варар,варар
407,Zaun::N,пару,пару
408,Dach::N,къав,къав
409,Leiter::N,гурар,гурар
410,Besen::N,таран кул,таран кул
411,Spaten::N,ппер,ппер
412,Schaufel::N,хекендаз,хекендаз
413,Gabel::N,шиш,шиш
414,Löffel::N,тӏур,тӏур
415,Messer::N,чукӏул,чукӏул
416,Nagel::N,мих,мих
417,Netz::N,чил,чил
418,Haken::N,къармах,къармах
419,Griff::N,ттум,ттум
420,Schloss::N,куьлег,куьлег
421,Bild::N,шикил,шикил
422,Bild::N,шикил,суьрет
423,Bild::N,суьрет,шикил
424,Bild::N,суьрет,суьрет
425,Figur::N,фигура,фигура
426,Puppe::N,нини,нини
427,Beutel::N,тагъар,тагъар
428,Bündel::N,галгам,галгам
429,Tasche::N,чанта,чанта
430,Eimer::N,ведре,ведре
431,Deckel::N,кьил,кьил
432,Deckel::N,кьил,къалпагъ
433,Deckel::N,къалпагъ,кьил
434,Deckel::N,къалпагъ,къалпагъ
435,Geschirr::N,къаб-къажах,къаб-къажах
436,Sack::N,чувал,чувал
437,Tasse::N,сукӏра,сукӏра
438,Topf::N,къажгъан,къажгъан
439,Kessel::N,къажгъан,къажгъан
440,Essen::N,тӏуьн,тӏуьн
441,Nahrung::N,тӏуьн,тӏуьн
442,Speise::N,хуьрек,хуьрек
443,Fleisch::N,як,як
444,Getreide::N,техил,техил
445,Brei::N,хапӏа,хапӏа
446,Brei::N,хапӏа,хешил
447,Brei::N,хешил,хапӏа
448,Brei::N,хешил,хешил
449,Brot::N,фу,фу
450,Scheibe::N,чӏук,чӏук
451,Fett::N,ягълу,ягълу
452,Butter::N,гъери,гъери
453,Öl::N,ягълу,ягълу
454,Salz::N,кьел,кьел
455,Suppe::N,суп,суп
456,Suppe::N,суп,шурпа
457,Suppe::N,шурпа,суп
458,Suppe::N,шурпа,шурпа
459,Honig::N,вирт,вирт
460,Milch::N,нек,нек
461,Tee::N,чай,чай
462,Leder::N,тумаж,тумаж
463,Wolle::N,йис,йис
464,Stoff::N,парча,парча
465,Nadel::N,раб,раб
466,Faden::N,гъал,гъал
467,Knopf::N,дуьгме,дуьгме
468,Knoten::N,тӏвал,тӏвал
469,Farbe::N,ранг,ранг
470,Kleidung::N,партал,партал
471,Hemd::N,перем,перем
472,Kragen::N,хев,хев
473,Ärmel::N,хел,хел
474,Hose::N,шалвар,шалвар
475,Gürtel::N,чӏул,чӏул
476,Mütze::N,бармак,бармак
477,Mütze::N,бармак,бапӏах
478,Mütze::N,бапӏах,бармак
479,Mütze::N,бапӏах,бапӏах
480,Schuh::N,ботинка,ботинка
481,Stiefel::N,чекме,чекме
482,Ring::N,тупӏал,тупӏал
483,Band::N,тасма,тасма
484,Kamm::N,регъ,регъ
485,Spiegel::N,гуьзгуь,гуьзгуь
486,Riemen::N,къайиш,къайиш
487,Schnur::N,еб,еб
488,Decke::N,яргъан,яргъан
489,Kissen::N,хъуьцуьган,хъуьцуьган
490,Tuch::N,шал,шал
491,Handtuch::N,дасмал,дасмал
492,Kraft::N,гуж,гуж
493,Stärke::N,къуват,къуват
494,Gesundheit::N,сагъвал,сагъвал
495,Krankheit::N,тӏал,тӏал
496,Schmerz::N,тӏал,тӏал
497,Schmerz::N,тӏал,тӏарвал
498,Schmerz::N,тӏарвал,тӏал
499,Schmerz::N,тӏарвал,тӏарвал
500,Wunde::N,хер,хер
501,Fieber::N,ифин,ифин
502,Arznei::N,дарман,дарман
503,Brücke::N,муьгъ,муьгъ
504,Brunnen::N,къуй,къуй
505,Weide::N,уьруьш,уьруьш
506,Pfad::N,рехъ,рехъ
507,Weg::N,рехъ,рехъ
508,Straße::N,рехъ,рехъ
509,Dorf::N,хуьр,хуьр
510,Stadt::N,шегьер,шегьер
511,Brief::N,кагъаз,кагъаз
512,Buch::N,улуб,улуб
513,Buchstabe::N,гьарф,гьарф
514,Zeitung::N,газета,газета
515,Leben::N,уьмуьр,уьмуьр
516,Tod::N,кьиникь,кьиникь
517,Grab::N,сур,сур
518,Kirche::N,килиса,килиса
519,Sünde::N,гунагь,гунагь
520,Gott::N,аллагь,аллагь
521,Arbeiter::N,фяле,фяле
522,Chef::N,гьаким,гьаким
523,Meister::N,устӏар,устӏар
524,Arzt::N,доктор,доктор
525,Lehrer::N,муаллим,муаллим
526,Geld::N,пул,пул
527,Laden::N,магазин,магазин
528,Preis::N,къимет,къимет
529,Ware::N,мал,мал
530,Ware::N,мал,товар
531,Ware::N,товар,мал
532,Ware::N,товар,товар
533,Nutzen::N,хийир,хийир
534,Nutzen::N,хийир,менфят
535,Nutzen::N,менфят,хийир
536,Nutzen::N,менфят,менфят
537,Reichtum::N,девлет,девлет
538,Welt::N,дуьнья,дуьнья
539,Land::N,уьлкве,уьлкве
540,Staat::N,пачагьлугъ,пачагьлугъ
541,Staat::N,пачагьлугъ,государство
542,Staat::N,государство,пачагьлугъ
543,Staat::N,государство,государство
544,König::N,пачагь,пачагь
545,Macht::N,власть,власть
546,Grenze::N,сергьят,сергьят
547,Krieg::N,дяве,дяве
548,Feind::N,душман,душман
549,Gewalt::N,гуж,гуж
550,Kampf::N,женг,женг
551,Bogen[Waffe]::N,чӏемерук,чӏемерук
552,Pfeil::N,хьел,хьел
553,Gewehr::N,тфенг,тфенг
554,Fehler::N,гъалатӏ,гъалатӏ
555,Lüge::N,ттаб,ттаб
556,Schaden::N,зиян,зиян
557,Schaden::N,зиян,зарар
558,Schaden::N,зарар,зиян
559,Schaden::N,зарар,зарар
560,Unglück::N,бала,бала
561,Unglück::N,бала,бедбахтвал
562,Unglück::N,бедбахтвал,бала
563,Unglück::N,бедбахтвал,бедбахтвал
564,Schuld::N,тахсир,тахсир
565,Alter::N,яш,яш
566,Schluss::N,эхир,эхир
567,Zeit::N,вяде,вяде
568,Tag::N,югъ,югъ
569,Morgen::N,пакама,пакама
570,Mittag::N,нисин,нисин
571,Abend::N,няни,няни
572,Nacht::N,йиф,йиф
573,Woche::N,гьафте,гьафте
574,Monat::N,варз,варз
575,Jahr::N,йис,йис
576,Frühling::N,гатфар,гатфар
577,Sommer::N,гад,гад
578,Herbst::N,зул,зул
579,Winter::N,кьуьд,кьуьд
580,Januar::N,январь,январь
581,Februar::N,февраль,февраль
582,März::N,март,март
583,April::N,апрель,апрель
584,Mai::N,май,май
585,Juni::N,июнь,июнь
586,Juli::N,июль,июль
587,August::N,август,август
588,September::N,сентябрь,сентябрь
589,Oktober::N,октябрь,октябрь
590,November::N,ноябрь,ноябрь
591,Dezember::N,декабрь,декабрь
592,Montag::N,ислен,ислен
593,Dienstag::N,саласа,саласа
594,Mittwoch::N,арбе,арбе
595,Donnerstag::N,хемис югъ,хемис югъ
596,Freitag::N,жуьмя,жуьмя
597,Freitag::N,жуьмя,жуьмя югъ
598,Freitag::N,жуьмя югъ,жуьмя
599,Freitag::N,жуьмя югъ,жуьмя югъ
600,Samstag::N,киш,киш
601,Sonntag::N,гьяд,гьяд
602,groß::A,еке,еке
603,groß::A,еке,чӏехи
604,groß::A,чӏехи,еке
605,groß::A,чӏехи,чӏехи
606,klein::A,гъвечӏи,гъвечӏи
607,lang::A,яргъи,яргъи
608,kurz::A,куьруь,куьруь
609,breit::A,гьяркьуь,гьяркьуь
610,schmal::A,гуьтӏуь,гуьтӏуь
611,dicht::A,къалин,къалин
612,dünn::A,кьелечӏ,кьелечӏ
613,fein::A,шуькӏуь,шуькӏуь
614,fest::A,кӏеви,кӏеви
615,flach::A,кьулу,кьулу
616,glatt::A,цӏалцӏам,цӏалцӏам
617,hart::A,кӏеви,кӏеви
618,weich::A,хъуьтуьл,хъуьтуьл
619,rund::A,элкъвей,элкъвей
620,spitz::A,хци,хци
621,scharf::A,хци,хци
622,stumpf::A,къуьруь,къуьруь
623,schwer::A,залан,залан
624,schön::A,иер,иер
625,heiß::A,кудай,кудай
626,warm::A,чими,чими
627,kalt::A,мекьи,мекьи
628,kühl::A,къайи,къайи
629,frisch::A,таза,таза
630,frisch::A,таза,михьи
631,frisch::A,михьи,таза
632,frisch::A,михьи,михьи
633,feucht::A,ламу,ламу
634,nass::A,кьежей,кьежей
635,trocken::A,кьуру,кьуру
636,voll::A,ацӏай,ацӏай
637,leer::A,буш,буш
638,leer::A,буш,ичӏи
639,leer::A,ичӏи,буш
640,leer::A,ичӏи,ичӏи
641,offen::A,ахъа,ахъа
642,geschlossen::A,кӏеви,кӏеви
643,sauber::A,михьи,михьи
644,schmutzig::A,чиркин,чиркин
645,schmutzig::A,чиркин,кьацӏай
646,schmutzig::A,кьацӏай,чиркин
647,schmutzig::A,кьацӏай,кьацӏай
648,roh::A,чиг,чиг
649,roh::A,чиг,ицӏи
650,roh::A,ицӏи,чиг
651,roh::A,ицӏи,ицӏи
652,reif::A,дигмиш хьайи,дигмиш хьайи
653,lecker::A,дадлу,дадлу
654,süß::A,ширин,ширин
655,bitter::A,туькьуьл,туькьуьл
656,sauer::A,цуру,цуру
657,hell::A,экуь,экуь
658,dunkel::A,мичӏи,мичӏи
659,schwarz::A,чӏулав,чӏулав
660,weiß::A,лацу,лацу
661,rot::A,яру,яру
662,gelb::A,хъипи,хъипи
663,blau::A,вили,вили
664,grün::A,къацу,къацу
665,grau::A,рехи,рехи
666,bunt::A,цӏару,цӏару
667,bunt::A,цӏару,яру-цӏару
668,bunt::A,яру-цӏару,цӏару
669,bunt::A,яру-цӏару,яру-цӏару
670,billig::A,ужуз,ужуз
671,teuer::A,багьа,багьа
672,wertvoll::A,масан,масан
673,blind::A,буьркьуь,буьркьуь
674,taub::A,биши,биши
675,kräftig::A,гужлу,гужлу
676,stark::A,къуватлу,къуватлу
677,schwach::A,такьатсуз,такьатсуз
678,fett::A,куьк,куьк
679,schlank::A,шумал,шумал
680,hübsch::A,гуьрчег,гуьрчег
681,böse::A,пис,пис
682,dumm::A,ахмакь,ахмакь
683,faul::A,тенпел,тенпел
684,fleißig::A,сяй ийидай,сяй ийидай
685,fleißig::A,сяй ийидай,сяйи ийидай
686,fleißig::A,сяйи ийидай,сяй ийидай
687,fleißig::A,сяйи ийидай,сяйи ийидай
688,geizig::A,мискьи,мискьи
689,klug::A,акьуллу,акьуллу
690,geschickt::A,магьир,магьир
691,lieb::A,играми,играми
692,lustig::A,шад,шад
693,sanft::A,назик,назик
694,sanft::A,назик,милайим
695,sanft::A,милайим,назик
696,sanft::A,милайим,милайим
697,hungrig::A,гишин,гишин
698,krank::A,кефсуз,кефсуз
699,nackt::A,кьецӏил,кьецӏил
700,traurig::A,пашман,пашман
701,lebendig::A,ччан алай,ччан алай
702,gut::A,хъсан,хъсан
703,gut::A,хъсан,вижевай
704,gut::A,вижевай,хъсан
705,gut::A,вижевай,вижевай
706,schlecht::A,пис,пис
707,richtig::A,дуьз,дуьз
708,schlimm::A,нифретлу,нифретлу
709,wahr::A,гьакъикъи,гьакъикъи
710,alt::A,эски,эски
711,alt::A,эски,куьгьне
712,alt::A,куьгьне,эски
713,alt::A,куьгьне,куьгьне
714,neu::A,цӏийи,цӏийи
715,ehemalig::A,виликан,виликан
716,alt[Lebewesen]::A,кьуьзуь,кьуьзуь
717,jung::A,жегьил,жегьил
718,arm::A,кесиб,кесиб
719,reich::A,девлетлу,девлетлу
720,bekannt::A,чидай,чидай
721,berühmt::A,машгьур,машгьур
722,fremd::A,ччара,ччара
723,verschieden::A,жуьреба-жуьре,жуьреба-жуьре
724,nah::A,мукьвал,мукьвал
725,fern::A,яргъал,яргъал
726,linker::A,чапла,чапла
727,rechter::A,эрчӏи,эрчӏи
728,anderer::A,маса,маса
729,anderer::A,маса,муькуь
730,anderer::A,муькуь,маса
731,anderer::A,муькуь,муькуь
732,erster::A,сад лагьай,сад лагьай
733,zweiter::A,кьвед лагьай,кьвед лагьай
734,dritter::A,пуд лагьай,пуд лагьай
735,letzter::A,эхиримжи,эхиримжи
736,allein::ADV,кьилди,кьилди
737,zusammen::ADV,санал,санал
738,lange::ADV,яргъалди,яргъалди
739,plötzlich::ADV,садлагьана,садлагьана
740,sofort::ADV,гьасятда,гьасятда
741,später::ADV,гуьгъуьнлай,гуьгъуьнлай
742,jetzt::ADV,гила,гила
743,heute::ADV,къе,къе
744,morgen::ADV,пака,пака
745,bald::ADV,мукьва,мукьва
746,bald::ADV,мукьва,мукьвара
747,bald::ADV,мукьвара,мукьва
748,bald::ADV,мукьвара,мукьвара
749,dann::ADV,ахпа,ахпа
750,gestern::ADV,накь,накь
751,einst::ADV,садра,садра
752,damals::ADV,а чӏавуз,а чӏавуз
753,danach::ADV,ахпа,ахпа
754,vorher::ADV,вилик,вилик
755,zuerst::ADV,сифте,сифте
756,einmal::ADV,садра,садра
757,manchmal::ADV,гагь-гагь,гагь-гагь
758,oft::ADV,гзаф вахтара,гзаф вахтара
759,immer::ADV,гьамиша,гьамиша
760,niemals::ADV,са чӏавузни,са чӏавузни
761,niemals::ADV,са чӏавузни,са вахтундани
762,niemals::ADV,са вахтундани,са чӏавузни
763,niemals::ADV,са вахтундани,са вахтундани
764,hier::ADV,ина,ина
765,hierhin::ADV,иниз,иниз
766,von hier::ADV,инай,инай
