,Concept_ID,ga,av
756,faul::A,falsa,кӏухӏа́лаб
757,faul::A,leisciúil,кӏохӏалаб
758,faul::A,leisciúil,кӏухӏа́лаб
759,fleißig::A,dícheallach,хӏаракатаб
760,geizig::A,barainneach,къарумаб
761,geizig::A,sprionlaithe,къарумаб
762,klug::A,cliste,лумияб
763,geschickt::A,oilte,махщел бугев
764,geschickt::A,ealaíonta,махщел бугев
765,lieb::A,dil,гӏазизаб
766,lieb::A,dílis,гӏазизаб
767,lustig::A,aerach,кепаб
768,lustig::A,meidhreach,кепаб
769,sanft::A,bog,хӏалимаб
770,sanft::A,bog,хӏере́наб
771,sanft::A,séimh,хӏалимаб
772,sanft::A,séimh,хӏере́наб
773,hungrig::A,ocrach,бакъараб
774,krank::A,tinn,щокъаб
775,krank::A,tinn,унтараб
776,krank::A,breoite,щокъаб
777,krank::A,breoite,унтараб
778,nackt::A,nocht,гӏицӏаб
779,nackt::A,nocht,чӏанкӏараб
780,traurig::A,brónach,пашманаб
781,lebendig::A,beo,чӏагояб
782,gut::A,maith,лъикӏаб
783,schlecht::A,dona,къадараб
784,schlecht::A,droch-,къадараб
785,richtig::A,ceart,битӏараб
786,schlimm::A,gránna,нажасаб
787,schlimm::A,gránna,къабихӏаб
788,schlimm::A,tubaisteach,нажасаб
789,schlimm::A,tubaisteach,къабихӏаб
790,wahr::A,fíor,хӏакъаб
791,wahr::A,fíor,битӏараб
792,alt::A,sean,басрияб
793,neu::A,úr,цӏияб
794,neu::A,nua,цӏияб
795,ehemalig::A,iar-,цебе́госеб
796,ehemalig::A,sean-,цебе́госеб
797,alt[Lebewesen]::A,sean,хераб
798,alt[Lebewesen]::A,aosta,хераб
799,jung::A,óg,тӏинчӏаб
800,jung::A,óg,гӏолохъанаб
801,arm::A,bocht,пакъираб
802,reich::A,saibhir,бечедаб
803,reich::A,rachmasach,бечедаб
804,bekannt::A,atá eolas air,лъалеб
805,berühmt::A,cailiúil,машгьураб
806,berühmt::A,clúiteach,машгьураб
807,fremd::A,coimhthíoch,чияр
808,verschieden::A,éagsúil,батӏи-батӏияб
809,verschieden::A,difriúil,батӏи-батӏияб
810,nah::A,gar,гӏагарда бугеб
811,nah::A,deas,гӏагарда бугеб
812,fern::A,i bhfad uainn,рикӏкӏадаб
813,fern::A,i bhfad i gcéin,рикӏкӏадаб
814,linker::A,clé,квегӏаб
815,rechter::A,deas,кваранаб
816,anderer::A,eile,батӏияб
817,erster::A,céad,тӏоцебесеб
818,zweiter::A,dóú,кӏиабилеб
819,zweiter::A,dara,кӏиабилеб
820,dritter::A,tríú,лъабабилеб
821,dritter::A,treas,лъабабилеб
822,letzter::A,déanach,ахирисеб
823,letzter::A,deireanach,ахирисеб
824,allein::ADV,i d'aonar,ялгъузго
825,auf einmal::ADV,ag an am céanna,цихӏинтӏаго
826,zusammen::ADV,le chéile,цойида
827,zusammen::ADV,in eineacht,цойида
828,lange::ADV,fada,
829,plötzlich::ADV,go tobann,цойидасанго
830,plötzlich::ADV,i dtobainne,цойидасанго
831,sofort::ADV,ar an toirt,гьебсагӏат
832,sofort::ADV,ar an bpointe,гьебсагӏат
833,später::ADV,níos déanaí,
834,jetzt::ADV,anois,гьанже
835,heute::ADV,inniu,жакъа
836,morgen::ADV,amárach,метер
837,bald::ADV,go luath,гьабсагӏаталъ
838,bald::ADV,gan mhoill,гьабсагӏаталъ
839,dann::ADV,ansin,цинги
840,gestern::ADV,inné,сон
841,einst::ADV,tráth,цин
842,einst::ADV,uair amháin,цин
843,damals::ADV,ag an am,гьебмехалъ
844,damals::ADV,ag an am,гьебмехалда
845,damals::ADV,an t-am sin,гьебмехалъ
846,damals::ADV,an t-am sin,гьебмехалда
847,danach::ADV,ina dhiaidh sin,цинги
848,danach::ADV,ina dhiaidh sin,хадуса
849,vorher::ADV,cheana,цебе
850,vorher::ADV,roimhe sin,цебе
851,zuerst::ADV,ar dtús,тӏоцебе
852,einmal::ADV,uair amháin,цинцӏул
853,einmal::ADV,uair amháin,цихӏин
854,einmal::ADV,uair amháin,цоцӏул
855,manchmal::ADV,uaireanta,олоцӏул
856,oft::ADV,minic,гӏемерго
857,immer::ADV,i gcónaí,кидаго
858,niemals::ADV,riamh,киданиги
859,hier::ADV,anseo,аниб
860,hierhin::ADV,anseo,анибехун
861,von hier::ADV,an áit seo,гьаниса
862,dort::ADV,ann,гьениб
863,dort::ADV,ansin,гьениб
864,dorthin::ADV,ann,гьадаба
865,dorthin::ADV,ansin,гьадаба
866,geradeaus::ADV,ar aghaidh,битӏутӏа
867,rückwärts::ADV,siar,нахъ-нахъ
868,zurück::ADV,ar ais,нахъе
869,unten::ADV,thíos,ахакь
870,unten::ADV,thíos,гъоркь
871,hinab::ADV,síos,эхебе
872,oben::ADV,thuas,тӏад
873,oben::ADV,thuas,тӏадехун
874,hinauf::ADV,suas,эхеде
875,überall::ADV,i ngach áit,кибго
876,überall::ADV,ar fud na háite,кибго
877,nicht::ADV,ní,
878,nicht::ADV,cha,
879,ein wenig::ADV,beagán,дагьабго
880,kaum::ADV,ar éigean,хӏалалъ
881,sehr::ADV,an-,кутакалда
882,so::ADV,chomh,гьедин
883,so::ADV,mar sin,гьедин
884,noch::ADV,fós,жеги
885,noch::ADV,go fóill,жеги
886,nur::ADV,amháin,гӏӣцӏго
887,nur::ADV,níl ach,гӏӣцӏго
888,schon::ADV,cheana,
889,schon::ADV,cheana féin,
890,wieder::ADV,arís,на́хъеги
891,wieder::ADV,athuair,на́хъеги
892,vergebens::ADV,amú,чӏалгӏаде
893,vergebens::ADV,in aisce,чӏалгӏаде
894,vor::PRP,ar thosach,цебе
895,hinter::PRP,laistiar de,хадуса
896,hinter::PRP,taobh thiar de,хадуса
897,unter::PRP,faoi,ахакь
898,unter::PRP,faoi,гъоркь
899,durch::PRP,trí,
900,neben::PRP,taobh le,аскӏо
901,neben::PRP,in aice le,аскӏо
902,zwischen::PRP,idir,гьоркьоб
903,wegen::PRP,de bharr,гьелда
904,wegen::PRP,mar gheall ar,гьелда
905,dies::PRN,seo,гьаб
906,dies::PRN,seo,гьеб
907,das::PRN,sin,доб
908,alles::PRN,gach rud,
909,ich::PRN,mé,дун
910,ich::PRN,mise,дун
911,du::PRN,tú,дуца
912,du::PRN,tusa,дуца
913,er::PRN,sé,доб
914,er::PRN,seisean,доб
915,wir::PRN,sinn,ниж
916,ihr::PRN,sibh,нуж
917,ihr::PRN,sibhse,нуж
918,sie::PRN,siad,дол
919,sie::PRN,siad,эл
920,sie::PRN,siadsan,дол
921,sie::PRN,siadsan,эл
922,was::FPRN,cad,щиб
923,was::FPRN,céard,щиб
924,wer::FPRN,cé,щиб
925,wo::FADV,cá,киб
926,wo::FADV,cá,кибехун
927,wo::FADV,cén áit,киб
928,wo::FADV,cén áit,кибехун
929,wohin::FADV,cá,кибехун
930,wohin::FADV,cén áit,кибехун
931,wie::FADV,conas,кин
932,wie::FADV,cén chaoi,кин
933,warum::FADV,cén fáth,щай
934,warum::FADV,cad chuige,щай
935,wieviel::FNUM,cá mhéad,кигӏан
936,eins::NUM,aon,цо
937,zwei::NUM,dhá,кӏиго
938,drei::NUM,trí,лъабго
939,vier::NUM,ceathair,ункъо
940,fünf::NUM,cúig,щуго
941,sechs::NUM,sé,анлъго
942,sieben::NUM,seacht,анкьго
943,acht::NUM,ocht,микьго
944,neun::NUM,naoi,ичӏго
945,zehn::NUM,deich,анцӏго
946,elf::NUM,aon déag,анцӏила цо
947,zwölf::NUM,dó dhéag,кӏиго-анцӏила
948,zwanzig::NUM,fiche,къого
949,dreißig::NUM,tríocha,лъеберго
950,vierzig::NUM,daichead,кӏикъого
951,vierzig::NUM,ceathracha,кӏикъого
952,fünfzig::NUM,caoga,кӏикъо́ялда анцӏго
953,sechzig::NUM,seasca,лъабкъого
954,siebzig::NUM,seachtó,лъабкъо́ялда анцӏго
955,achtzig::NUM,ochtó,ункъого
956,neunzig::NUM,nócha,ункъоялда а́нцӏила
957,hundert::NUM,céad,нусго
958,tausend::NUM,míle,азарго
959,und::CNJ,agus,ва
960,und::CNJ,agus,-ги
961,oder::CNJ,nó,ялъуни
962,stehen::V,seas,бахъунчӏезе
963,sitzen::V,suigh,гӏодов чӏезе
964,liegen::V,luigh,бегизе
965,hängen::V,tá crochta,базе
966,werden::V,éirigh,бахъине
967,passieren::V,tarlaigh,лъугьине
968,passieren::V,tarlaigh,лъугьа-бахъине
969,beginnen::V,tosaigh,байбихьизе
970,enden::V,críochnaigh,лъугӏизе
971,wechseln::V,athraigh,хиса-басизе
972,wechseln::V,athraigh,хисизе
973,aufgehen[Sonne]::V,éirigh,баккизе
974,untergehen[Sonne]::V,fuin,щинкӏизе
975,untergehen[Sonne]::V,téigh faoi,щинкӏизе
976,scheinen[Sonne]::V,taitin,къалъ-къалъизе
977,scheinen[Sonne]::V,soilsigh,къалъ-къалъизе
978,donnern::V,tá toirneach ann,гъугъазе
979,wehen::V,séid,пуйзе
980,strömen::V,sil,чвахизе
981,fließen::V,rith,чвахизе
982,fließen::V,snigh,чвахизе
983,sich drehen::V,cas,сверизе
984,sich drehen::V,imrothlaigh,сверизе
985,schwanken::V,luasc,хьвагӏезе
986,schwanken::V,luasc,багъа-бачаризе
987,schwingen::V,luasc,щвартӏезе
988,fallen::V,tit,бортизе
989,brennen::V,dóigh,рекӏине
990,rauchen::V,plúch toite,кӏкӏуй буризе
991,regnen::V,báistigh,базе
992,regnen::V,tá ag cur báistí,базе
993,gefrieren::V,sioc,гӏу́низе
994,gefrieren::V,reoigh,гӏу́низе
995,tauen::V,leáigh,биаризе
996,tauen::V,coscair,биаризе
997,schmelzen::V,leáigh,биине
998,trocknen::V,triomaigh,бакъвазе
999,sieden::V,fiuch,гьалдезе
1000,sieden::V,beirigh,гьалдезе
1001,faulen::V,lobh,махӏцине
1002,faulen::V,dreoigh,махӏцине
1003,verfaulen::V,lobh,туризе
1004,verfaulen::V,feoigh,туризе
1005,reißen::V,bris,бихъизе
1006,versinken::V,téigh síos,гъанкъизе
1007,vergehen::V,téigh thart,базе
1008,vergehen::V,téigh thart,бахъизе
1009,vergehen::V,téigh thart,ине
1010,erscheinen::V,tar,баккизе
1011,verschwinden::V,imigh,къине
1012,verschwinden::V,imigh,билизе
1013,sinken::V,tit,гӏодо́бе ккезе
1014,sinken::V,ísligh,гӏодо́бе ккезе
1015,abnehmen::V,maolaigh,тӏаса камизе
1016,abnehmen::V,laghdaigh,тӏаса камизе
1017,zunehmen::V,méadaigh,гӏемерлъизе
1018,steigen::V,éirigh,бахине
1019,wachsen::V,fás,кӏодолъизе
1020,glänzen::V,lonraigh,цӏвакизе
1021,funkeln::V,drithligh,паркъезе
1022,lärmen::V,tóg callán,хъудизе
1023,lärmen::V,tóg callán,чӏиргъдизе
1024,läuten::V,buail,кьабизе
1025,klingeln::V,buail,кьабизе
1026,klirren::V,cling,зваргъизе
1027,brausen::V,búir,гьалаглъизе
1028,rauschen::V,tá ag siosarnach,шуршудизе
1029,klingen::V,tá glór ag,бахъине
1030,bellen::V,amhastraigh,гъанчдезе
1031,heulen::V,glam,рурудизе
1032,blasen::V,séid,гьохьизе
1033,pfeifen::V,lig fead,гьещтӏезе
1034,schreien::V,béic,ахӏизе
1035,schreien::V,béic,ахӏдезе
1036,schreien::V,glaoigh,ахӏизе
1037,schreien::V,glaoigh,ахӏдезе
1038,stöhnen::V,lig cnead,зигардизе
1039,zittern::V,crith,дарран
1040,zittern::V,crith,гьаргьадизе
1041,zittern::V,creathnaigh,дарран
1042,zittern::V,creathnaigh,гьаргьадизе
1043,leben::V,mair,бетӏербахъизе
1044,geboren werden::V,rugadh,лъугьине
1045,atmen::V,análaigh,хӏухьел биччазе
1046,trinken::V,ól,гьекъезе
1047,essen::V,ith,квине
1048,essen::V,ith,кваназе
1049,schlucken::V,slog,кӏкӏвине
1050,schlucken::V,slog,къулчӏизе
1051,müde werden::V,tuirsigh,сваказе
1052,einschlafen::V,tit ina chodladh,кьижизе
1053,einschlafen::V,tit ina chodladh,гъапуллъизе
1054,schlafen::V,codail,кьижизе
1055,aufwachen::V,múscail,бигьине
1056,aufstehen::V,éirigh,бахъине
1057,aufstehen::V,éirigh,тӏадебахъине
1058,sich erholen::V,lig scíth,хьи бахъизе
1059,sich erholen::V,lig scíth,хӏалхьи гьабизе
1060,krank werden::V,éirigh tinn,унтизе
1061,krank sein::V,tá tinn,унтизе
1062,schmerzen::V,tá pian i,унтизе
1063,husten::V,déan casacht,хъегӏизе
1064,genesen::V,téarnaigh,лъилъизе
1065,sterben::V,éag,хвезе
1066,sterben::V,faigh bás,хвезе
1067,umkommen::V,caill,гьалаглъизе
1068,sich bewegen::V,bog,багъаризе
1069,sich bewegen::V,bog,багъаргъизе
1070,sich bewegen::V,gluais,багъаризе
1071,sich bewegen::V,gluais,багъаргъизе
1072,sich rühren::V,corraigh,багъаризе
1073,sich erheben::V,seas suas,тӏадебахъине
1074,sich erheben::V,seas suas,бахъине
1075,sich setzen::V,suigh,гӏодов чӏезе
1076,hinfallen::V,tit,щапизе
1077,laufen::V,siúil,хьвадизе
1078,schreiten::V,siúil,чӏезе
1079,spazierengehen::V,téigh ag spaisteoireacht,тира-сверизе
1080,eilen::V,deifrigh,ракӏхӏалакине
1081,eilen::V,deifrigh,дуризе
1082,eilen::V,brostaigh,ракӏхӏалакине
1083,eilen::V,brostaigh,дуризе
1084,sich beeilen::V,deifrigh,дуризе
1085,sich beeilen::V,deifrigh,гӏедегӏизе
1086,sich beeilen::V,déan deifir,дуризе
1087,sich beeilen::V,déan deifir,гӏедегӏизе
1088,sausen::V,luathaigh,тӏуризе
1089,rennen::V,rith,бекеризе
1090,springen::V,léim,кӏанцӏизе
1091,klettern::V,dreap,хархадизе
1092,schaukeln::V,téigh ar an maide corrach,гьерщезе
1093,kriechen::V,snámh,хъурщизе
1094,schwimmen::V,snámh,лъедезе
1095,tauchen::V,tum,букъардизе
1096,rudern::V,iomair,хазе
1097,rudern::V,rámhaigh,хазе
1098,fahren::V,tiomáin,ине
1099,fliegen::V,eitil,боржине
1100,gehen::V,téigh,ине
1101,weggehen::V,imigh,ине
1102,abfahren::V,imigh,къокъине
1103,anhalten::V,stad,чӏезе
1104,anhalten::V,stad,тархъизе
1105,anhalten::V,stad,лъалхъизе
1106,hineingehen::V,téigh isteach,тӏаделъугьине
1107,eintreten::V,téigh isteach,лъугьине
1108,kommen::V,tar,бачӏине
1109,ankommen::V,tar,щвезе
1110,ankommen::V,tar,тӏадебачӏине
1111,zurückkommen::V,fill,тадбуссине
1112,zurückkommen::V,fill,тӏадбуссине
1113,bleiben::V,fan,чӏезе
1114,bleiben::V,fan,хутӏизе
1115,warten::V,fan,чӏезе
1116,erwarten::V,tá ag súil le,балагьизе
1117,erwarten::V,tá ag dréim le,балагьизе
1118,suchen::V,lorg,балагьизе
1119,finden::V,faigh,батизе
1120,finden::V,aimsigh,батизе
1121,versuchen::V,triail,хӏалбихьизе
1122,vorbereiten::V,réitigh,хӏадурлъизабизе
1123,lieben::V,gráigh,балай бегьизе
1124,mögen::V,taitin le,бокьизе
1125,mögen::V,is maith le,бокьизе
1126,lachen::V,gáir,белъизе
1127,rühren::V,téigh i bhfeidhm ar,
1128,weinen::V,goil,гӏодизе
1129,weinen::V,caoin,гӏодизе
1130,schimpfen::V,tá ag clamhsán,гъанчдезе
1131,sich ärgern::V,tá corraithe,вагъизе
1132,sich ärgern::V,tá corraithe,ццида́хине
1133,sich fürchten::V,tá eagla ar,хӏинкъизе
1134,fürchten::V,tá eagla ar,беркъазе
1135,fürchten::V,tá eagla ar,хӏинкъа-къазе
1136,fliehen::V,teith,лъутизе
1137,flüchten::V,éalaigh,лъутизе
1138,sehen::V,feic,бихьизе
1139,anschauen::V,dearc,бертӏамизе
1140,anschauen::V,dearc,балагьизе
1141,anschauen::V,féach ar,бертӏамизе
1142,anschauen::V,féach ar,балагьизе
1143,ansehen::V,breathnaigh,бала-гъалагьизе
1144,hören::V,cluin,рагӏизе
1145,zuhören::V,éist,гӏенеккизе
1146,probieren::V,bliais,кӏалдиб хъва́зе
1147,probieren::V,bliais,чӏамизе
1148,riechen::V,bolaigh,су́нтӏизе
1149,fühlen::V,braith,чӏвазе
1150,fühlen::V,mothaigh,чӏвазе
1151,scheinen::V,tá an chuma ar,
1152,zu sehen sein::V,tá le feiceáil,бихьизе
1153,vernehmen::V,clois,рагӏизе
1154,frieren::V,tá fuar,цӏорозе
1155,tun::V,déan,гьабизе
1156,können::V,féad,кӏвезе
1157,können::V,féad,лъазе
1158,können::V,is féidir le,кӏвезе
1159,können::V,is féidir le,лъазе
1160,wollen::V,tá ag iarraidh,бокьизе
1161,anfangen::V,tosaigh,байбихьизе
1162,anfangen::V,cuir tús le,байбихьизе
1163,beenden::V,críochnaigh,тӏубазабизе
1164,beenden::V,críochnaigh,лъугӏизабизе
1165,beenden::V,cuir deireadh le,тӏубазабизе
1166,beenden::V,cuir deireadh le,лъугӏизабизе
1167,aufhören::V,stad,бахъизе
1168,gelingen::V,éirigh le,бахъизе
1169,geraten::V,tá deireadh ar,бахъизе
1170,öffnen::V,oscail,рагьизе
1171,schließen::V,dún,къазе
1172,schließen::V,iaigh,къазе
1173,stellen::V,cuir,чӏвазе
1174,setzen::V,cuir,рекӏинабизе
1175,setzen::V,cuir,гӏодор чӏезаризе
1176,setzen::V,socraigh,рекӏинабизе
1177,setzen::V,socraigh,гӏодор чӏезаризе
1178,legen::V,cuir,лъезе
1179,berühren::V,teagmhaigh le,хъвазе
1180,verbinden::V,ceangail,хьухьине
1181,verbinden::V,ceangail,бухьине
1182,bedecken::V,clúdaigh,кквезе
1183,bedecken::V,cumhdaigh,кквезе
1184,aufhängen::V,croch,базе
1185,anzünden::V,las,бакизе
1186,anzünden::V,las,рекӏинабизе
1187,anzünden::V,adhain,бакизе
1188,anzünden::V,adhain,рекӏинабизе
1189,aufheben::V,tóg,
1190,aufheben::V,ardaigh,
1191,zurücklassen::V,fág,тезе
1192,verlieren::V,caill,билизабизе
1193,fallen lassen::V,lig uait,бортизабизе
1194,fallen lassen::V,caith uait,бортизабизе
1195,machen::V,déan,гьабизе
1196,machen::V,réitigh,гьабизе
1197,herstellen::V,táirg,гьабизе
1198,herstellen::V,táirg,хӏадурлъизабизе
1199,bauen::V,tóg,базе
1200,bauen::V,tóg,гьабизе
1201,reparieren::V,deisigh,къачӏазе
1202,verbessern::V,feabhsaigh,лъикӏлъизабизе
1203,ändern::V,athraigh,хисизабизе
1204,graben::V,tochail,бухъизе
1205,beugen::V,crom,хьетӏизабизе
1206,biegen::V,lúb,гьетӏизабизе
1207,drehen::V,cas,тиризабизе
1208,drehen::V,cas,свердизабизе
1209,wenden::V,tiontaigh,бегизе
1210,umdrehen::V,iompaigh,бегизе
1211,umdrehen::V,iompaigh,бега-битӏизе
1212,umdrehen::V,tiontaigh,бегизе
1213,umdrehen::V,tiontaigh,бега-битӏизе
1214,heben::V,ardaigh,борхизе
1215,hochheben::V,tóg,борхалъизабизе
1216,hochheben::V,tóg,борхизе
1217,ergreifen::V,beir ar,кквезе
1218,halten::V,coimeád,кквезе
1219,halten::V,coinnigh,кквезе
1220,drücken::V,brúigh,къазе
1221,drücken::V,brúigh,къанцӏу́зе
1222,drücken::V,brúigh,къвал ба́зе
1223,schieben::V,brúigh,хъилдизе
1224,kratzen::V,scríob,хачазе
1225,lecken::V,ligh,чӏикӏизе
1226,lecken::V,leadhb,чӏикӏизе
1227,beißen::V,bain greim as,хӏанчӏизе
1228,beißen::V,bain greim as,хӏанчӏизабизе
1229,abreißen::V,stróic,тӏезе
1230,abreißen::V,stróic,тӏезабизе
1231,abreißen::V,tarraing,тӏезе
1232,abreißen::V,tarraing,тӏезабизе
1233,abschneiden::V,scoith,къотӏизе
1234,binden::V,ceangail,бухьине
1235,stecken::V,sáigh,къазабизе
1236,brechen::V,bris,бекизе
1237,klopfen::V,cnag,дванкезе
1238,hauen::V,buail,базе
1239,kleben::V,gliúáil,бацӏцӏине
1240,reiben::V,cuimil,хачазе
1241,streichen::V,leath,бахине
1242,streichen::V,leath,жужазе
1243,schleifen::V,líomh,лъухьизе
1244,schneiden::V,gearr,къотӏизе
1245,rütteln::V,croith,багъа-бачаризабизе
1246,schütteln::V,croith,кӏобокӏизе
1247,schwenken::V,luasc,гьесадизе
1248,schwenken::V,luasc,хьвагӏезабизе
1249,schütten::V,doirt,тӏезе
1250,füllen::V,líon,цӏезабизе
1251,einwickeln::V,cuach,жемизе
1252,einwickeln::V,clúdaigh,жемизе
1253,tragen::V,iompair,баччизе
1254,schleppen::V,tarraing,бехъерхъизе
1255,ziehen::V,tarraing,цӏазе
1256,aufbewahren::V,coinnigh,цӏунизе
1257,werfen::V,caith,рехизе
1258,fangen::V,ceap,кквезе
1259,packen::V,beir ar,кквезе
1260,verstecken::V,folaigh,бахчизе
1261,verstecken::V,cuir i bhfolach,бахчизе
1262,teilen::V,roinn,бикьизе
1263,schicken::V,seol,битӏизе
1264,bringen::V,beir,баччизе
1265,bringen::V,tabhair,баччизе
1266,hinzufügen::V,cuir le,жубазе
1267,bekommen::V,faigh,щвезе
1268,erhalten::V,faigh,щвезе
1269,erhalten::V,faigh,босизе
1270,nehmen::V,tóg,босизе
1271,nehmen::V,glac,босизе
1272,wählen::V,pioc,бищизе
1273,wählen::V,roghnaigh,бищизе
1274,auswählen::V,roghnaigh,тӏасабищизе
1275,bewahren::V,caomhnaigh,цӏунизе
1276,behindern::V,cuir bac ar,квекӏен гьабизе
1277,verderben::V,mill,хвезабизе
1278,beschädigen::V,loit,галгъазабизе
1279,beschädigen::V,déan damáiste do,галгъазабизе
1280,zerbrechen::V,bris,щущазабизе
1281,zerreißen::V,stiall,бихъизе
1282,zerstören::V,mill,биххизабизе
1283,zerstören::V,scrios,биххизабизе
1284,verbrennen::V,las,бухӏизе
1285,verbrennen::V,dóigh,бухӏизе
1286,geben::V,tabhair,кьезе
1287,reichen::V,sín,кьезе
1288,reichen::V,cuir,кьезе
1289,schenken::V,bronn,кьезе
1290,schenken::V,tabhair,кьезе
1291,versprechen::V,geall,назру гьабизе
1292,wünschen::V,guigh,бокьизе
1293,loben::V,mol,беццизе
1294,loben::V,mol,бецца-бекъизе
1295,küssen::V,póg,баизе
1296,wiegen::V,bog,чӏучӏадизабизе
1297,wiegen::V,luasc,чӏучӏадизабизе
1298,zudecken::V,clúdaigh,тӏадбигъине
1299,wecken::V,dúisigh,бигьинабизе
1300,zeigen::V,taispeáin,бихьизабизе
1301,führen::V,treoraigh,бачине
1302,lehren::V,múin,малъизе
1303,lehren::V,múin,цӏализабизе
1304,lehren::V,teagasc,малъизе
1305,lehren::V,teagasc,цӏализабизе
1306,unterrichten::V,múin,цӏализабизе
1307,unterrichten::V,teagasc,цӏализабизе
1308,aufziehen::V,tóg,гӏезабизе
1309,leiten::V,tá i gceannas ar,нухмалъи гьабизе
1310,antreiben::V,gríosaigh,гӏедегӏизабизе
1311,lassen::V,cuir ag,
1312,einladen::V,cuir cuireadh ar,ахӏизе
1313,einladen::V,cuir cuireadh ar,тӏадеахӏизе
1314,vereinigen::V,aontaigh,цолъизабизе
1315,besuchen::V,tabhair cuairt ar,баккизе
1316,besuchen::V,tabhair cuairt ar,хьвадизе
1317,treffen::V,cas ar,дандчӏвазе
1318,treffen::V,buail le,дандчӏвазе
1319,sich versammeln::V,bailigh,данделъизе
1320,sich versammeln::V,bailigh,бакӏаризе
1321,sich versammeln::V,cruinnigh,данделъизе
1322,sich versammeln::V,cruinnigh,бакӏаризе
1323,spielen::V,imir,басандизе
1324,spielen::V,tá ag spraoi,басандизе
1325,singen::V,can,ахӏизе
1326,tanzen::V,rinc,кьурдизе
1327,tanzen::V,damhsaigh,кьурдизе
1328,sich trennen::V,scar,батӏалъизе
1329,verlassen::V,fág,тезе
1330,verlassen::V,fág,рехунтезе
1331,retten::V,tarrtháil,хвасар гьабизе
1332,retten::V,tarrtháil,хвасарлъизабизе
1333,bewachen::V,cosain,цӏунизе
1334,bewachen::V,gardáil,цӏунизе
1335,schützen::V,cosain,цӏунизе
1336,verteidigen::V,cosain,цӏунизе
1337,sich schlagen::V,tá ag bruíon,багъизе
1338,schießen::V,caith,речӏчӏизе
1339,schießen::V,scaoil,речӏчӏизе
1340,siegen::V,bain,бергьине
1341,siegen::V,buaigh,бергьине
1342,ärgern::V,cuir isteach ar,вагъизавизе
1343,schlagen::V,buail,кьабизе
1344,treten::V,ciceáil,мал тункизе
1345,stechen::V,sáigh,къазабизе
1346,stoßen::V,brúigh,тункизе
1347,stoßen::V,brúigh,хъилдизе
1348,stoßen::V,soncáil,тункизе
1349,stoßen::V,soncáil,хъилдизе
1350,stehlen::V,goid,щинкӏизабизе
1351,stören::V,cuir isteach ar,квекӏен гьабизе
1352,stören::V,cuir isteach ar,татубахъи гьабизе
1353,belästigen::V,cuir as do,рахӏатхвезабизе
1354,verbergen::V,ceil,бахчизе
1355,verbergen::V,ceil,балъго тезе
1356,täuschen::V,cuir dallamullóg ar,божуда рекӏкӏ гьабизе
1357,täuschen::V,cuir dallamullóg ar,гуккизе
1358,betrügen::V,déan calaois ar,хӏилла гьабизе
1359,betrügen::V,déan calaois ar,сандирахълъи гьабизе
1360,töten::V,maraigh,чӏвазе
1361,wohnen::V,cuir faoi,яшав гьабизе
1362,wohnen::V,tá ina chónaí,яшав гьабизе
1363,arbeiten::V,oibrigh,хӏалтӏизе
1364,sammeln::V,bailigh,бакӏаризе
1365,sammeln::V,cruinnigh,бакӏаризе
1366,pflücken::V,pioc,бетӏизе
1367,jagen::V,seilg,чан гьабизе
1368,fischen::V,iasc,ччугӏа кквезе
1369,fassen::V,beir ar,кквезе
1370,hüten::V,aoirigh,кваназабизе
1371,treiben::V,seol,гъезе
1372,treiben::V,tiomáin,гъезе
1373,anbinden::V,ceangail,бухьине
1374,füttern::V,cothaigh,кваназабизе
1375,füttern::V,beathaigh,кваназабизе
1376,melken::V,bligh,бечӏчӏизе
1377,melken::V,crúigh,бечӏчӏизе
1378,hacken::V,gearr,чӏвазе
1379,gießen::V,uiscigh,лъалъазе
1380,reifen::V,aibigh,барщизе
1381,zubereiten::V,cócaráil,бежа-белъине
1382,kochen::V,bruith,белъине
1383,kochen::V,beirigh,белъине
1384,backen::V,bácáil,базе
1385,braten::V,róst,бежизе
1386,braten::V,frioch,бежизе
1387,umrühren::V,measc,багъаризе
1388,stricken::V,cniotáil,хьухьине
1389,nähen::V,fuaigh,букъизе
1390,färben::V,dathaigh,кьер гьабизе
1391,reinigen::V,glan,бацӏцӏине
1392,waschen::V,nigh,чуризе
1393,abwischen::V,glan,бацӏцӏине
1394,spülen::V,sruthlaigh,хулизе
1395,fegen::V,scuab,лъухьизе
1396,kehren::V,scuab,лъухьизе
1397,baden::V,folc,чордезе
1398,sich waschen::V,nigh é féin,
1399,ausziehen::V,bain de,бахъизе
1400,anziehen::V,cuir ar,ретӏине
1401,sich anziehen::V,gléas é féin,ретӏине
1402,kämmen::V,cíor,хазе
1403,schmücken::V,maisigh,чӏухӏизабизе
1404,sagen::V,abair,бицине
1405,sprechen::V,labhair,бицине
1406,reden::V,caintigh,гаргадизе
1407,sich unterhalten::V,caintigh,гаргадизе
1408,sich unterhalten::V,tá ag comhrá,гаргадизе
1409,fragen::V,fiafraigh,цӏехезе
1410,fragen::V,fiafraigh,гьикъизе
1411,fragen::V,cuir ceist,цӏехезе
1412,fragen::V,cuir ceist,гьикъизе
1413,bitten::V,iarr,гьаризе
1414,erzählen::V,inis,бицине
1415,erzählen::V,eachtraigh,бицине
1416,mitteilen::V,aithris,лъазабизе
1417,mitteilen::V,cuir in iúl,лъазабизе
1418,nennen::V,ainmnigh,цӏар лъезе
