,Concept_ID,de,tr
58,Schlaf::N,Schlaf,uyku
59,Traum::N,Traum,düş
60,Traum::N,Traum,rüya
61,Himmel::N,Himmel,gök
62,Sonne::N,Sonne,güneş
63,Mond::N,Mond,ay
64,Stern::N,Stern,yıldız
65,Luft::N,Luft,hava
66,Wind::N,Wind,yel
67,Wind::N,Wind,rüzgâr
68,Welle::N,Welle,dalga
69,Wasser::N,Wasser,su
70,Stein::N,Stein,taş
71,Boden::N,Boden,yer
72,Boden::N,Boden,zemin
73,Erde::N,Erde,toprak
74,Staub::N,Staub,toz
75,Rauch::N,Rauch,duman
76,Funke::N,Funke,kıvılcım
77,Feuer::N,Feuer,ateş
78,Licht::N,Licht,ışık
79,Schatten::N,Schatten,gölge
80,Wetter::N,Wetter,hava
81,Nebel::N,Nebel,pus
82,Wolke::N,Wolke,bulut
83,Regen::N,Regen,yağmur
84,Schnee::N,Schnee,kar
85,Eis::N,Eis,buz
86,Frost::N,Frost,don
87,Kälte::N,Kälte,soğukluk
88,Hitze::N,Hitze,sıcaklık
89,Raureif::N,Raureif,kırç
90,Regenbogen::N,Regenbogen,gökkuşağı
91,Donner::N,Donner,gök gürlemesi
92,Strömung::N,Strömung,akıntı
93,Strömung::N,Strömung,cereyan
94,Tropfen::N,Tropfen,damla
95,Schaum::N,Schaum,köpük
96,Schmutz::N,Schmutz,çamur
97,Schmutz::N,Schmutz,pislik
98,See::N,See,göl
99,Sumpf::N,Sumpf,batak
100,Moor::N,Moor,cılgıt
101,Wiese::N,Wiese,çimen
102,Wald::N,Wald,koru
103,Wald::N,Wald,orman
104,Hügel::N,Hügel,tepe
105,Anhöhe::N,Anhöhe,tümsek
106,Anhöhe::N,Anhöhe,yükseklik
107,Berg::N,Berg,dağ
108,Gipfel::N,Gipfel,zirve
109,Höhle::N,Höhle,in
110,Höhle::N,Höhle,mağara
111,Abhang::N,Abhang,bayır
112,Quelle::N,Quelle,pınar
113,Quelle::N,Quelle,kaynak
114,Bach::N,Bach,çay
115,Bach::N,Bach,dere
116,Fluss::N,Fluss,nehir
117,Ufer::N,Ufer,kıyı
118,Ufer::N,Ufer,sahil
119,Küste::N,Küste,kıyı
120,Küste::N,Küste,sahil
121,Festland::N,Festland,kara
122,Meer::N,Meer,deniz
123,Bucht::N,Bucht,koy
124,Bucht::N,Bucht,körfez
125,Insel::N,Insel,ada
126,Blume::N,Blume,çiçek
127,Gras::N,Gras,ot
128,Gras::N,Gras,çim
129,Wurzel::N,Wurzel,kök
130,Baum::N,Baum,ağaç
131,Stamm::N,Stamm,gövde
132,Rinde::N,Rinde,kabuk
133,Ast::N,Ast,dal
134,Ast::N,Ast,budak
135,Zweig::N,Zweig,dal
136,Blatt::N,Blatt,yaprak
137,Birke::N,Birke,huş
138,Kiefer[Baum]::N,Kiefer,çam
139,Weide[Baum]::N,Weide,söğüt
140,Tanne::N,Tanne,çam
141,Tanne::N,Tanne,köknar
142,Horn::N,Horn,boynuz
143,Feder::N,Feder,tüy
144,Fell::N,Fell,post
145,Flügel::N,Flügel,kanat
146,Klaue::N,Klaue,pençe
147,Kralle::N,Kralle,tırnak
148,Schwanz::N,Schwanz,kuyruk
149,Ei::N,Ei,yumurta
150,Nest::N,Nest,yuva
151,Bau::N,Bau,in
152,Tier::N,Tier,hayvan
153,Herde::N,Herde,sürü
154,Kuh::N,Kuh,inek
155,Bulle::N,Bulle,boğa
156,Pferd::N,Pferd,at
157,Pferd::N,Pferd,beygir
158,Schaf::N,Schaf,koyun
159,Schwein::N,Schwein,domuz
160,Hund::N,Hund,it
161,Hund::N,Hund,köpek
162,Katze::N,Katze,kedi
163,Bär::N,Bär,ayı
164,Eichhörnchen::N,Eichhörnchen,sincap
165,Elch::N,Elch,büyük kuzey geyiği
166,Fuchs::N,Fuchs,tilki
167,Hase::N,Hase,tavşan
168,Maus::N,Maus,fare
169,Maus::N,Maus,sıçan
170,Wolf::N,Wolf,kurt
171,Vogel::N,Vogel,kuş
172,Schwarm::N,Schwarm,sürü
173,Huhn::N,Huhn,tavuk
174,Hahn::N,Hahn,horoz
175,Gans::N,Gans,kaz
176,Adler::N,Adler,kartal
177,Adler::N,Adler,karakuş
178,Ente::N,Ente,ördek
179,Eule::N,Eule,baykuş
180,Kranich::N,Kranich,turna
181,Krähe::N,Krähe,karga
182,Kuckuck::N,Kuckuck,guguk
183,Schwan::N,Schwan,kuğu
184,Fisch::N,Fisch,balık
185,Barsch::N,Barsch,hani
186,Barsch::N,Barsch,levrek
187,Hecht::N,Hecht,turnabalığı
188,Schlange[Tier]::N,Schlange,yılan
189,Wurm::N,Wurm,kurt
190,Wurm::N,Wurm,solucan
191,Spinne::N,Spinne,örümcek
192,Ameise::N,Ameise,karınca
193,Laus::N,Laus,bit
194,Mücke::N,Mücke,sivrisinek
195,Fliege::N,Fliege,sinek
196,Schmetterling::N,Schmetterling,kelebek
197,Beere::N,Beere,tane
198,Apfel::N,Apfel,elma
199,Pilz::N,Pilz,mantar
200,Zwiebel::N,Zwiebel,soğan
201,Saat::N,Saat,ekin
202,Korn::N,Korn,tane
203,Heu::N,Heu,kuru ot
204,Schale::N,Schale,kabuk
205,Grube::N,Grube,çukur
206,Falle::N,Falle,tuzak
207,Schlinge::N,Schlinge,ilmik
208,Spur::N,Spur,iz
209,Asche::N,Asche,kül
210,Dreck::N,Dreck,pislik
211,Eisen::N,Eisen,demir
212,Gold::N,Gold,altın
213,Silber::N,Silber,gümüş
214,Kohle::N,Kohle,kömür
215,Glas::N,Glas,cam
216,Lehm::N,Lehm,balçık
217,Sand::N,Sand,kum
218,Mensch::N,Mensch,insan
219,Mann::N,Mann,adam
220,Mann::N,Mann,erkek
221,Frau::N,Frau,bayan
222,Kind::N,Kind,çocuk
223,Junge::N,Junge,erkek çocuk
224,Mädchen::N,Mädchen,kız
225,Familie::N,Familie,aile
226,Großvater::N,Großvater,dede
227,Großvater::N,Großvater,büyükbaba
228,Großmutter::N,Großmutter,nine
229,Großmutter::N,Großmutter,büyükanne
230,Eltern::N,Eltern,ebeveyn
231,Eltern::N,Eltern,ana baba
232,Vater::N,Vater,ata
233,Vater::N,Vater,baba
234,Mutter::N,Mutter,ana
235,Mutter::N,Mutter,anne
236,Sohn::N,Sohn,oğul
237,Tochter::N,Tochter,kız
238,Tochter::N,Tochter,kız evlât
239,Bruder::N,Bruder,abi
240,Bruder::N,Bruder,erkek kardeş
241,Schwester::N,Schwester,abla
242,Schwester::N,Schwester,kız kardeş
243,Onkel::N,Onkel,dayı
244,Tante::N,Tante,hala
245,Tante::N,Tante,teyze
246,Ehemann::N,Ehemann,koca
247,Ehefrau::N,Ehefrau,karı
248,Freude::N,Freude,neşe
249,Freude::N,Freude,sevinç
250,Gelächter::N,Gelächter,gülme
251,Gelächter::N,Gelächter,kahkaha
252,Glück::N,Glück,mutluluk
253,Kummer::N,Kummer,dert
254,Kummer::N,Kummer,keder
255,Wunsch::N,Wunsch,arzu
256,Wunsch::N,Wunsch,istek
257,Lust::N,Lust,arzu
258,Lust::N,Lust,heves
259,Geist::N,Geist,tin
260,Gedanke::N,Gedanke,fikir
261,Gedanke::N,Gedanke,düşünce
262,Gedächtnis::N,Gedächtnis,bellek
263,Verstand::N,Verstand,zekâ
264,Sinn::N,Sinn,anlam
265,Grund::N,Grund,sebep
266,Wahrheit::N,Wahrheit,doğruluk
267,Wahrheit::N,Wahrheit,gerçeklik
268,Gespräch::N,Gespräch,görüşme
269,Märchen::N,Märchen,masal
270,Erzählung::N,Erzählung,öykü
271,Erzählung::N,Erzählung,hikâye
272,Nachricht::N,Nachricht,haber
273,Neuigkeit::N,Neuigkeit,haber
274,Name::N,Name,ad
275,Name::N,Name,isim
276,Rätsel::N,Rätsel,bilmece
277,Rede::N,Rede,söylev
278,Rede::N,Rede,konuşma
279,Sprache::N,Sprache,dil
280,Sprache::N,Sprache,lisan
281,Stimme::N,Stimme,ses
282,Wort::N,Wort,kelime
283,Zeichen::N,Zeichen,işaret
284,Ruf::N,Ruf,çağırma
285,Lärm::N,Lärm,şamata
286,Lärm::N,Lärm,gürültü
287,Laut::N,Laut,ses
288,Ton::N,Ton,ses
289,Lied::N,Lied,türkü
290,Ruhe::N,Ruhe,sakinlik
291,Leute::N,Leute,halk
292,Leute::N,Leute,insanlar
293,Volk::N,Volk,ulus
294,Volk::N,Volk,millet
295,Arbeit::N,Arbeit,iş
296,Arbeit::N,Arbeit,çalışma
297,Gast::N,Gast,konuk
298,Gast::N,Gast,misafir
299,Geschenk::N,Geschenk,hediye
300,Geschenk::N,Geschenk,armağan
301,Spiel::N,Spiel,oyun
302,Gesellschaft::N,Gesellschaft,çevre
303,Gesellschaft::N,Gesellschaft,arkadaşlık
304,Hilfe::N,Hilfe,yardım
305,Freund::N,Freund,dost
306,Freund::N,Freund,arkadaş
307,Kamerad::N,Kamerad,arkadaş
308,Angelegenheit::N,Angelegenheit,iş
309,Angelegenheit::N,Angelegenheit,husus
310,Anzahl::N,Anzahl,sayı
311,Art::N,Art,çeşit
312,Stück::N,Stück,tane
313,Stück::N,Stück,parça
314,Teil::N,Teil,kısım
315,Hälfte::N,Hälfte,yarı
316,Kreis::N,Kreis,daire
317,Kreuz::N,Kreuz,haç
318,Linie::N,Linie,hat
319,Linie::N,Linie,çizgi
320,Strich::N,Strich,çizgi
321,Abstand::N,Abstand,aralık
322,Entfernung::N,Entfernung,mesafe
323,Entfernung::N,Entfernung,uzaklık
324,Gegend::N,Gegend,yöre
325,Platz::N,Platz,yer
326,Ort::N,Ort,yer
327,Seite::N,Seite,yan
328,Seite::N,Seite,taraf
329,Mitte::N,Mitte,orta
330,Mitte::N,Mitte,merkez
331,Gegenstand::N,Gegenstand,şey
332,Sache::N,Sache,iş
333,Sache::N,Sache,şey
334,Rand::N,Rand,kenar
335,Kante::N,Kante,kenar
336,Ecke::N,Ecke,köşe
337,Spitze::N,Spitze,uç
338,Spitze::N,Spitze,baş
339,Ende::N,Ende,uç
340,Loch::N,Loch,oyuk
341,Loch::N,Loch,delik
342,Winkel::N,Winkel,köşe
343,Muster::N,Muster,örnek
344,Größe::N,Größe,büyüklük
345,Länge::N,Länge,uzunluk
346,Höhe::N,Höhe,yükseklik
347,Gewicht::N,Gewicht,ağırlık
348,Menge::N,Menge,miktar
349,Haufen::N,Haufen,küme
350,Haufen::N,Haufen,yığın
351,Reihe::N,Reihe,sıra
352,Boot::N,Boot,kayık
353,Boot::N,Boot,sandal
354,Ruder::N,Ruder,kürek
355,Schlitten::N,Schlitten,kızak
356,Ski::N,Ski,kayak
357,Lagerfeuer::N,Lagerfeuer,kamp ateşi
358,Last::N,Last,yük
359,Gang::N,Gang,gidiş
360,Gang::N,Gang,yürüyüş
361,Schritt::N,Schritt,adım
362,Norden::N,Norden,kuzey
363,Süden::N,Süden,güney
364,Westen::N,Westen,batı
365,Osten::N,Osten,doğu
366,Holz::N,Holz,ağaç
367,Holz::N,Holz,tahta
368,Brett::N,Brett,tahta
369,Platte::N,Platte,levha
370,Stütze::N,Stütze,dayak
371,Stütze::N,Stütze,destek
372,Stange::N,Stange,çubuk
373,Stock::N,Stock,sopa
374,Stock::N,Stock,değnek
375,Stab::N,Stab,sırık
376,Stab::N,Stab,baston
377,Rohr::N,Rohr,boru
378,Haus::N,Haus,ev
379,Heim::N,Heim,ev
380,Heim::N,Heim,yurt
381,Ofen::N,Ofen,soba
382,Fußboden::N,Fußboden,taban
383,Fußboden::N,Fußboden,döşeme
384,Tisch::N,Tisch,masa
385,Stuhl::N,Stuhl,iskemle
386,Stuhl::N,Stuhl,sandalye
387,Wiege::N,Wiege,beşik
388,Bett::N,Bett,yatak
389,Regal::N,Regal,raf
390,Kiste::N,Kiste,sandık
391,Fenster::N,Fenster,pencere
392,Tür::N,Tür,kapı
393,Tor::N,Tor,kapı
394,Zaun::N,Zaun,çit
395,Dach::N,Dach,dam
396,Dach::N,Dach,çatı
397,Leiter::N,Leiter,merdiven
398,Besen::N,Besen,süpürge
399,Spaten::N,Spaten,bel
400,Schaufel::N,Schaufel,kürek
401,Gabel::N,Gabel,çatal
402,Löffel::N,Löffel,kaşık
403,Messer::N,Messer,bıçak
404,Nagel::N,Nagel,çivi
405,Netz::N,Netz,ağ
406,Haken::N,Haken,çengel
407,Griff::N,Griff,kulp
408,Griff::N,Griff,tutamak
409,Schloss::N,Schloss,kilit
410,Bild::N,Bild,imaj
411,Bild::N,Bild,resim
412,Figur::N,Figur,şekil
413,Figur::N,Figur,heykel
414,Puppe::N,Puppe,kukla
415,Beutel::N,Beutel,kese
416,Beutel::N,Beutel,torba
417,Bündel::N,Bündel,deste
418,Tasche::N,Tasche,çanta
419,Eimer::N,Eimer,kova
420,Deckel::N,Deckel,kapak
421,Geschirr::N,Geschirr,kap kacak
422,Sack::N,Sack,torba
423,Tasse::N,Tasse,fincan
424,Topf::N,Topf,tencere
425,Kessel::N,Kessel,kazan
426,Essen::N,Essen,yemek
427,Nahrung::N,Nahrung,gıda
428,Nahrung::N,Nahrung,besin
429,Speise::N,Speise,yemek
430,Fleisch::N,Fleisch,et
431,Getreide::N,Getreide,tahıl
432,Getreide::N,Getreide,hububat
433,Brei::N,Brei,ezme
434,Brot::N,Brot,ekmek
435,Scheibe::N,Scheibe,dilim
436,Fett::N,Fett,yağ
437,Butter::N,Butter,tereyağı
438,Öl::N,Öl,yağ
439,Öl::N,Öl,akar yağ
440,Salz::N,Salz,tuz
441,Suppe::N,Suppe,çorba
442,Honig::N,Honig,bal
443,Milch::N,Milch,süt
444,Tee::N,Tee,çay
445,Leder::N,Leder,deri
446,Leder::N,Leder,meşin
447,Wolle::N,Wolle,yün
448,Stoff::N,Stoff,kumaş
449,Nadel::N,Nadel,iğne
450,Faden::N,Faden,tire
451,Faden::N,Faden,iplik
452,Knopf::N,Knopf,düğme
453,Knoten::N,Knoten,düğüm
454,Farbe::N,Farbe,boya
455,Kleidung::N,Kleidung,giyim
456,Hemd::N,Hemd,gömlek
457,Kragen::N,Kragen,yaka
458,Ärmel::N,Ärmel,yen
459,Ärmel::N,Ärmel,elbise kolu
460,Hose::N,Hose,pantolon
461,Gürtel::N,Gürtel,kuşak
462,Mütze::N,Mütze,bere
463,Mütze::N,Mütze,kasket
464,Schuh::N,Schuh,kundura
465,Schuh::N,Schuh,ayakkabı
466,Stiefel::N,Stiefel,çizme
467,Ring::N,Ring,yüzük
468,Band::N,Band,bağ
469,Band::N,Band,şerit
470,Kamm::N,Kamm,tarak
471,Spiegel::N,Spiegel,ayna
472,Riemen::N,Riemen,kayış
473,Schnur::N,Schnur,ip
474,Schnur::N,Schnur,sicim
475,Leine::N,Leine,kayış
476,Decke::N,Decke,örtü
477,Decke::N,Decke,yorgan
478,Kissen::N,Kissen,yastık
479,Tuch::N,Tuch,bez
480,Handtuch::N,Handtuch,havlu
481,Kraft::N,Kraft,güç
482,Kraft::N,Kraft,kuvvet
483,Stärke::N,Stärke,kuvvet
484,Gesundheit::N,Gesundheit,sağlık
485,Krankheit::N,Krankheit,hastalık
486,Schmerz::N,Schmerz,ağrı
487,Schmerz::N,Schmerz,sancı
488,Wunde::N,Wunde,yara
489,Fieber::N,Fieber,ateş
490,Arznei::N,Arznei,ilâç
491,Brücke::N,Brücke,köprü
492,Brunnen::N,Brunnen,kuyu
493,Brunnen::N,Brunnen,çeşme
494,Weide::N,Weide,otlak
495,Pfad::N,Pfad,patika
496,Pfad::N,Pfad,keçiyolu
497,Weg::N,Weg,yol
498,Straße::N,Straße,yol
499,Straße::N,Straße,cadde
500,Dorf::N,Dorf,köy
501,Stadt::N,Stadt,kent
502,Stadt::N,Stadt,şehir
503,Brief::N,Brief,mektup
504,Buch::N,Buch,kitap
505,Buchstabe::N,Buchstabe,harf
506,Zeitung::N,Zeitung,gazete
507,Leben::N,Leben,hayat
508,Tod::N,Tod,ölüm
509,Grab::N,Grab,kabir
510,Kirche::N,Kirche,kilise
511,Sünde::N,Sünde,günah
512,Gott::N,Gott,tanrı
513,Arbeiter::N,Arbeiter,işçi
514,Chef::N,Chef,şef
515,Chef::N,Chef,müdür
516,Meister::N,Meister,usta
517,Arzt::N,Arzt,hekim
518,Arzt::N,Arzt,doktor
519,Lehrer::N,Lehrer,hoca
520,Lehrer::N,Lehrer,öğretmen
521,Geld::N,Geld,para
522,Geschäft::N,Geschäft,ticaret
523,Laden::N,Laden,dükkân
524,Preis::N,Preis,fiyat
525,Ware::N,Ware,mal
526,Nutzen::N,Nutzen,fayda
527,Reichtum::N,Reichtum,servet
528,Reichtum::N,Reichtum,zenginlik
529,Welt::N,Welt,dünya
530,Land::N,Land,ülke
531,Staat::N,Staat,devlet
532,König::N,König,kral
533,Macht::N,Macht,kudret
534,Macht::N,Macht,iktidar
535,Grenze::N,Grenze,had
536,Grenze::N,Grenze,sınır
537,Krieg::N,Krieg,savaş
538,Feind::N,Feind,düşman
539,Gewalt::N,Gewalt,zor
540,Gewalt::N,Gewalt,cebir
541,Kampf::N,Kampf,savaş
542,Bogen[Waffe]::N,Bogen,yay
543,Pfeil::N,Pfeil,ok
544,Gewehr::N,Gewehr,tüfek
545,Fehler::N,Fehler,hata
546,Fehler::N,Fehler,yanlış
547,Lüge::N,Lüge,yalan
548,Schaden::N,Schaden,zarar
549,Unglück::N,Unglück,felâket
550,Unglück::N,Unglück,talihsizlik
551,Schuld::N,Schuld,suç
552,Schuld::N,Schuld,kabahat
553,Alter::N,Alter,yaş
554,Schluss::N,Schluss,son
555,Zeit::N,Zeit,zaman
556,Tag::N,Tag,gün
557,Morgen::N,Morgen,sabah
558,Mittag::N,Mittag,öğle
559,Abend::N,Abend,akşam
560,Nacht::N,Nacht,gece
561,Woche::N,Woche,hafta
562,Monat::N,Monat,ay
563,Jahr::N,Jahr,yıl
564,Jahr::N,Jahr,sene
565,Frühling::N,Frühling,ilkbahar
566,Sommer::N,Sommer,yaz
567,Herbst::N,Herbst,güz
568,Herbst::N,Herbst,sonbahar
569,Winter::N,Winter,kış
570,Januar::N,Januar,ocak
571,Februar::N,Februar,şubat
572,März::N,März,mart
573,April::N,April,nisan
574,Mai::N,Mai,mayıs
575,Juni::N,Juni,haziran
576,Juli::N,Juli,temmuz
577,August::N,August,ağustos
578,September::N,September,eylül
579,Oktober::N,Oktober,ekim
580,November::N,November,kasım
581,Dezember::N,Dezember,aralık
582,Montag::N,Montag,pazartesi
583,Dienstag::N,Dienstag,salı
584,Mittwoch::N,Mittwoch,çarşamba
585,Donnerstag::N,Donnerstag,perşembe
586,Freitag::N,Freitag,cuma
587,Samstag::N,Samstag,cumartesi
588,Sonntag::N,Sonntag,pazar
589,groß::A,groß,büyük
590,klein::A,klein,ufak
591,klein::A,klein,küçük
592,lang::A,lang,uzun
593,kurz::A,kurz,kısa
594,breit::A,breit,enli
595,breit::A,breit,geniş
596,schmal::A,schmal,dar
597,dicht::A,dicht,sık
598,dicht::A,dicht,yoğun
599,dick[Gegenstand]::A,dick,kalın
600,dick[Gegenstand]::A,dick,iri
601,dünn::A,dünn,ince
602,fein::A,fein,ince
603,fein::A,fein,narin
604,fest::A,fest,sabit
605,fest::A,fest,sağlam
606,flach::A,flach,düz
607,flach::A,flach,yassı
608,glatt::A,glatt,düz
609,hart::A,hart,katı
610,weich::A,weich,yumuşak
611,rund::A,rund,yuvarlak
612,spitz::A,spitz,sivri
613,scharf::A,scharf,keskin
614,stumpf::A,stumpf,kör
615,schwer::A,schwer,ağır
616,schön::A,schön,güzel
617,heiß::A,heiß,kızgın
618,warm::A,warm,sıcak
619,kalt::A,kalt,soğuk
620,kühl::A,kühl,serin
621,frisch::A,frisch,taze
622,feucht::A,feucht,nemli
623,feucht::A,feucht,rutubetli
624,nass::A,nass,yaş
625,nass::A,nass,ıslak
626,trocken::A,trocken,kuru
627,voll::A,voll,dolu
628,voll::A,voll,dolmuş
629,leer::A,leer,boş
630,offen::A,offen,açık
631,geschlossen::A,geschlossen,kapalı
632,sauber::A,sauber,pak
633,sauber::A,sauber,temiz
634,schmutzig::A,schmutzig,pis
635,schmutzig::A,schmutzig,kirli
636,roh::A,roh,çiğ
637,reif::A,reif,olgun
638,lecker::A,lecker,lezzetli
639,süß::A,süß,tatlı
640,süß::A,süß,şekerli
641,bitter::A,bitter,acı
642,sauer::A,sauer,ekşi
643,hell::A,hell,aydınlık
644,dunkel::A,dunkel,karanlık
645,schwarz::A,schwarz,kara
646,schwarz::A,schwarz,siyah
647,weiß::A,weiß,ak
648,weiß::A,weiß,beyaz
649,rot::A,rot,kırmızı
650,gelb::A,gelb,sarı
651,blau::A,blau,mavi
652,grün::A,grün,yeşil
653,grau::A,grau,boz
654,bunt::A,bunt,renkli
655,billig::A,billig,ucuz
656,teuer::A,teuer,pahalı
657,wertvoll::A,wertvoll,değerli
658,blind::A,blind,kör
659,taub::A,taub,sağır
660,kräftig::A,kräftig,dinç
661,kräftig::A,kräftig,kuvvetli
662,stark::A,stark,güçlü
663,stark::A,stark,kuvvetli
664,schwach::A,schwach,zayıf
665,schwach::A,schwach,güçsüz
666,fett::A,fett,şişman
667,schlank::A,schlank,narin
668,hübsch::A,hübsch,güzel
669,hübsch::A,hübsch,sevimli
670,böse::A,böse,kötü
671,dumm::A,dumm,aptal
672,faul::A,faul,tembel
673,fleißig::A,fleißig,çalışkan
674,geizig::A,geizig,cimri
675,klug::A,klug,zekî
676,klug::A,klug,akıllı
677,geschickt::A,geschickt,becerikli
678,lieb::A,lieb,sevimli
679,lustig::A,lustig,neşeli
680,sanft::A,sanft,nazik
681,hungrig::A,hungrig,aç
682,krank::A,krank,hasta
683,krank::A,krank,rahatsız
684,nackt::A,nackt,çıplak
685,traurig::A,traurig,kederli
686,traurig::A,traurig,üzüntülü
687,lebendig::A,lebendig,canlı
688,gut::A,gut,iyi
689,schlecht::A,schlecht,kötü
690,richtig::A,richtig,doğru
691,schlimm::A,schlimm,kötü
692,wahr::A,wahr,doğru
693,wahr::A,wahr,gerçek
694,alt::A,alt,eski
695,neu::A,neu,yeni
696,ehemalig::A,ehemalig,önceki
697,alt[Lebewesen]::A,alt,yaşlı
698,jung::A,jung,genç
699,arm::A,arm,fakir
700,reich::A,reich,zengin
701,bekannt::A,bekannt,bilinen
702,berühmt::A,berühmt,ünlü
703,berühmt::A,berühmt,meşhur
704,fremd::A,fremd,yabancı
705,verschieden::A,verschieden,ayrı
706,verschieden::A,verschieden,farklı
707,nah::A,nah,yakın
708,nah::A,nah,bitişik
709,fern::A,fern,uzak
710,linker::A,linker,sol
711,rechter::A,rechter,sağ
712,anderer::A,anderer,diğer
713,erster::A,erster,ilk
714,erster::A,erster,birinci
715,zweiter::A,zweiter,ikinci
716,dritter::A,dritter,üçüncü
717,letzter::A,letzter,son
718,letzter::A,letzter,sonuncu
719,allein::ADV,allein,yalnız
720,allein::ADV,allein,tek başına
721,auf einmal::ADV,auf einmal,birden
722,zusammen::ADV,zusammen,beraber
723,zusammen::ADV,zusammen,birlikte
724,lange::ADV,lange,çok
725,lange::ADV,lange,uzun
726,plötzlich::ADV,plötzlich,ansızın
727,plötzlich::ADV,plötzlich,birdenbire
728,sofort::ADV,sofort,hemen
729,sofort::ADV,sofort,derhal
730,später::ADV,später,daha sonra
731,jetzt::ADV,jetzt,şimdi
732,heute::ADV,heute,bugün
733,morgen::ADV,morgen,yarın
734,bald::ADV,bald,yakında
735,dann::ADV,dann,sonra
736,gestern::ADV,gestern,dün
737,einst::ADV,einst,eskiden
738,damals::ADV,damals,o zamanlar
739,danach::ADV,danach,sonradan
740,danach::ADV,danach,ondan sonra
741,vorher::ADV,vorher,önce
742,vorher::ADV,vorher,önceden
743,zuerst::ADV,zuerst,ilk önce
744,einmal::ADV,einmal,bir defa
745,manchmal::ADV,manchmal,bazan
746,oft::ADV,oft,sık sık
747,oft::ADV,oft,çok defa
748,immer::ADV,immer,daima
749,immer::ADV,immer,her zaman
750,niemals::ADV,niemals,asla değil
751,niemals::ADV,niemals,hiçbir zaman
752,hier::ADV,hier,burada
753,hierhin::ADV,hierhin,buraya
754,von hier::ADV,von hier,buradan
755,dort::ADV,dort,orada
756,dort::ADV,dort,şurada
757,dorthin::ADV,dorthin,oraya
758,dorthin::ADV,dorthin,şuraya
759,geradeaus::ADV,geradeaus,doğru
760,vorwärts::ADV,vorwärts,ileri
761,rückwärts::ADV,rückwärts,geri
762,zurück::ADV,zurück,geriye
763,unten::ADV,unten,aşağıda
764,hinab::ADV,hinab,aşağıya
765,oben::ADV,oben,yukarıda
766,hinauf::ADV,hinauf,yukarı
767,hinauf::ADV,hinauf,yukarıya
768,überall::ADV,überall,her yerde
769,nicht::ADV,nicht,-mi-
770,nicht::ADV,nicht,değil
771,ein wenig::ADV,ein wenig,biraz
772,kaum::ADV,kaum,dar
773,kaum::ADV,kaum,hemen hemen değil
774,sehr::ADV,sehr,pek
775,sehr::ADV,sehr,gayet
776,so::ADV,so,öyle
777,so::ADV,so,böyle
778,noch::ADV,noch,hâlâ
779,noch::ADV,noch,henüz
780,nur::ADV,nur,ancak
781,nur::ADV,nur,yalnız
782,schon::ADV,schon,çoktan
783,wieder::ADV,wieder,tekrar
784,wieder::ADV,wieder,yeniden
785,vergebens::ADV,vergebens,boşuna
786,vor::PRP,vor,önünde
787,hinter::PRP,hinter,arkasında
788,unter::PRP,unter,altında
789,durch::PRP,durch,sayesinde
790,durch::PRP,durch,ortasından
791,neben::PRP,neben,yanında
792,zwischen::PRP,zwischen,arasında
793,wegen::PRP,wegen,dolayı
794,dies::PRN,dies,bu
795,das::PRN,das,o
796,das::PRN,das,şu
797,alles::PRN,alles,hepsi
798,alles::PRN,alles,her şey
799,ich::PRN,ich,ben
