,Concept_ID,ku,mrj
754,unten::ADV,jêrî,лӹвӓлнӹ
755,hinab::ADV,berjêr,ӱлӹкӹ
756,hinab::ADV,berjêr,лӹвӓкӹ
757,oben::ADV,banî,вӹлнӹ
758,hinauf::ADV,banî,кӱшкӹлӓ
759,hinauf::ADV,banî,кӱш
760,überall::ADV,li her derê,йӹлт
761,überall::ADV,li her derê,цилӓ вӓре
762,nicht::ADV,ne,уке
763,nicht::ADV,nîn,уке
764,nicht::ADV,tine,уке
765,ein wenig::ADV,hebkî,изиш
766,ein wenig::ADV,hebkî,иклаштык
767,kaum::ADV,tema,цылик
768,kaum::ADV,tema,чучок-чучок
769,kaum::ADV,himangi,цылик
770,kaum::ADV,himangi,чучок-чучок
771,sehr::ADV,gelek,чоте
772,so::ADV,weha,тенге
773,so::ADV,weha,тенгелӓ
774,noch::ADV,hêj,мол
775,noch::ADV,hêj,моло
776,noch::ADV,dîsa,мол
777,noch::ADV,dîsa,моло
778,nur::ADV,tenê,веле
779,nur::ADV,bes,веле
780,schon::ADV,hew,уже
781,schon::ADV,hew,ӹнде
782,wieder::ADV,jar din,уэш
783,wieder::ADV,dîsa,уэш
784,vergebens::ADV,deya çun,зря
785,vergebens::ADV,deya çun,ӹзрӓ
786,vergebens::ADV,deya çun,ӹзӹрӓ
787,vergebens::ADV,îfleh bûn,зря
788,vergebens::ADV,îfleh bûn,ӹзрӓ
789,vergebens::ADV,îfleh bûn,ӹзӹрӓ
790,vor::PRP,li ber,анзыц
791,vor::PRP,li ber,анзыцын
792,hinter::PRP,li pişt,шайылан
793,hinter::PRP,li pişt,шайылный
794,unter::PRP,li bin,лӹвӓкӹ
795,durch::PRP,kura,вашт
796,neben::PRP,li ba,сага
797,zwischen::PRP,nabeyne,лош
798,zwischen::PRP,nabeyne,лошкы
799,zwischen::PRP,di nav...da,лош
800,zwischen::PRP,di nav...da,лошкы
801,wegen::PRP,ji bo,мычыц
802,wegen::PRP,ji ber,мычыц
803,dies::PRN,ev,тидӹ
804,dies::PRN,ev,ти
805,das::PRN,ev,тидӹ
806,das::PRN,ev,ти
807,alles::PRN,hemû,цилӓ
808,ich::PRN,ez,мый
809,du::PRN,tu,тӹнь
810,er::PRN,wî,тӹдӹ
811,wir::PRN,êm,мӓ
812,ihr::PRN,hûn,вӓ
813,sie::PRN,we,нӹнӹ
814,was::FPRN,çi,ма
815,wer::FPRN,ki,кӱ
816,wo::FADV,li ku dere,кышан
817,wo::FADV,li ku dere,кыштакен
818,wohin::FADV,li ku dere,кышкы
819,wie::FADV,çawa,кыце
820,warum::FADV,çima,малын
821,wieviel::FNUM,çend,кынар
822,wieviel::FNUM,çend,кынары
823,wieviel::FNUM,çend,кынаркы
824,eins::NUM,yek,иктӹ
825,eins::NUM,yek,иктӹт
826,zwei::NUM,didu,кок
827,zwei::NUM,didu,кокты
828,drei::NUM,sisê,кым
829,drei::NUM,sisê,кымыт
830,vier::NUM,çar,нӹл
831,fünf::NUM,penç,вӹц
832,sechs::NUM,şeş,куд
833,sechs::NUM,şeş,кудытмозн
834,sieben::NUM,heft,шӹм
835,sieben::NUM,heft,шӹмӹт
836,acht::NUM,heşt,кӓндӓкш
837,acht::NUM,heşt,кӓндӓкшӹ
838,neun::NUM,neh,ӹндекшшӱдӹ
839,zehn::NUM,deh,лу
840,elf::NUM,yazdeh,луатик
841,elf::NUM,yazdeh,луатиктӹ
842,zwölf::NUM,diwazdeh,луаткок
843,zwölf::NUM,diwazdeh,луаткокты
844,zwanzig::NUM,bîst,коклы
845,dreißig::NUM,sih,кымлы
846,vierzig::NUM,çil,нӹллӹ
847,fünfzig::NUM,pençi,вӹцлӹ
848,sechzig::NUM,şêst,кудлу
849,siebzig::NUM,heftê,шӹмлу
850,achtzig::NUM,heştê,кӓндӓкшлу
851,neunzig::NUM,nod,ӹндекшлу
852,hundert::NUM,sêd,шӱдӹ
853,tausend::NUM,hezar,тӹжем
854,und::CNJ,û,дöн
855,oder::CNJ,an,льывы
856,oder::CNJ,yan,льывы
857,stehen::V,sekinîn,шалшаг
858,sitzen::V,rûniştin,шӹнзӓш
859,liegen::V,paldan,киӓш
860,hängen::V,darve kirin,кечӓш
861,werden::V,bûn,шагалаш
862,passieren::V,hatin holê,ӹштӓ́лтӓш
863,passieren::V,hatin serê kesî,ӹштӓ́лтӓш
864,beginnen::V,li dest pêkirin,тӹнгӓлӓлтӓш
865,enden::V,xalas bû,пӹтӓш
866,wechseln::V,guherandin,весемӓш
867,wechseln::V,guherandin,весемӓлтӓш
868,wechseln::V,dêgiş kirin,весемӓш
869,wechseln::V,dêgiş kirin,весемӓлтӓш
870,aufgehen[Sonne]::V,hilatin,авараш
871,untergehen[Sonne]::V,çun ava,шӹ́нзӓш
872,scheinen[Sonne]::V,şewk de,сотемдӓрӓш
873,donnern::V,gire-gir,хӹдӹртӓш
874,wehen::V,ba le de,ӹфӹлӓш
875,strömen::V,xwe girtin,йогащ
876,fließen::V,herikîn,йогащ
877,sich drehen::V,xwe zivirandin,пöрдӓш
878,schwanken::V,hejandin,лыпшалташ
879,schwingen::V,libakirin,кӓчӓйӓш
880,fallen::V,ketin,кенвазаш
881,fallen::V,ketin,шынгалташ
882,brennen::V,şewitîn,йылаш
883,rauchen::V,kişandin,шыпшаш
884,regnen::V,bahran tê,юраш
885,gefrieren::V,qefilandin,гӓш
886,gefrieren::V,qefilandin,кӹлмаш
887,tauen::V,helandin,шылаш
888,schmelzen::V,helandin,шӹрӓнӓш
889,trocknen::V,zuwabûn,кошкаш
890,sieden::V,kelîn,шолаш
891,faulen::V,xerabûn,шӱӓш
892,verfaulen::V,xerabûn,йӓнгӓрӓлтӓш
893,reißen::V,jêkirin,кышкедӓлтӓш
894,versinken::V,xerq bûn,ва́лаш
895,vergehen::V,derbas bûn,эртӓш
896,erscheinen::V,peyda bûn,каяш
897,verschwinden::V,wendabûn,ямаш
898,sinken::V,noq bûn,пычаш
899,abnehmen::V,kêm bûn,чӹдемӓш
900,abnehmen::V,kêm bûn,кöтӹргӓш
901,zunehmen::V,qelew bûn,когоэмӓш
902,steigen::V,hildan,лӱлта́лташ
903,wachsen::V,mezin bûn,кушкаш
904,glänzen::V,biriqîn,йӹлгӹжӓш
905,funkeln::V,çikisîn,валгалташ
906,lärmen::V,guşîn,юкланаш
907,läuten::V,lê de,цоргаш
908,klingeln::V,sîl dan,цоргаш
909,klingeln::V,ringerin,цоргаш
910,klirren::V,zingzing hat,цонгырталгаш
911,brausen::V,guşîn,ышдымыла́наш
912,rauschen::V,guşîn,шу́жгаш
913,klingen::V,deng pe ketin,йо́нгаш
914,bellen::V,kewtîn,опташ
915,heulen::V,ûrîn,урмыжаш
916,blasen::V,puf kirin,ӹфӹлӓш
917,pfeifen::V,fîkandin,ши́шкаш
918,schreien::V,qîrîn,уташ
919,schreien::V,qîrîn,саслаш
920,schreien::V,qîrîn,варгынзаш
921,stöhnen::V,nalîn,ӹнгӹрӓш
922,zittern::V,hejîn,цӹтӹрӓш
923,leben::V,jihîn,ӹлӓш
924,geboren werden::V,hatin dinyê,шачаш
925,geboren werden::V,bûn,шачаш
926,atmen::V,hilmijîn,шӱлӓш
927,trinken::V,vexwarin,йӱӓш
928,essen::V,xwarin,качкаш
929,schlucken::V,daqulbandin,нелӓш
930,müde werden::V,betilîln,янгылаш
931,müde werden::V,qerimîn,янгылаш
932,einschlafen::V,razan,амален кеӓш
933,schlafen::V,razan,амалаш
934,schlafen::V,razandin,амалаш
935,aufwachen::V,şiyarbûn,понгыжалташ
936,aufstehen::V,rabûn,кӹньӹл шагалаш
937,sich erholen::V,baş bûn,кӓнаш
938,krank werden::V,nexweş kêt,церлӓнен вазаш
939,krank sein::V,nexweş bû,церлӓнӓш
940,krank sein::V,nexweş bû,ясланаш
941,krank sein::V,nexweş bû,ясыланаш
942,schmerzen::V,êşandin,каршташ
943,husten::V,kuxin,кахыраш
944,genesen::V,baş bûn,паремӓш
945,genesen::V,baş bûn,тöрлӓнӓш
946,sterben::V,mirin,вазын колаш
947,umkommen::V,mirin,пӹтӓш
948,sich bewegen::V,leqîn,кашташ
949,sich rühren::V,leqîn,тӓрвӓнӓш
950,sich erheben::V,rabûn,кӹньӹлӓш
951,sich setzen::V,runiştin,шӹнзӓш
952,hinfallen::V,kêtin,кенвазаш
953,hinfallen::V,kêtin,шынгалташ
954,laufen::V,meşîn,кашташ
955,schreiten::V,meşkirin,ашкедӓш
956,spazierengehen::V,gerandin,мадын кашташ
957,eilen::V,lezandin,вӓшкӓш
958,sich beeilen::V,zûkirin,вӓшкӓш
959,sich beeilen::V,zûkirin,талашаш
960,sausen::V,fîzîn,хойхаланаш
961,sausen::V,fîzîn,хояш
962,rennen::V,baz dan,кыргыжаш
963,springen::V,hilpekîn,тӹршештӓш
964,klettern::V,hilperikîn,ку́заш
965,schaukeln::V,lorandin,лыпшалташ
966,kriechen::V,xuşandin,авалянаш
967,kriechen::V,xuşandin,ньыжиклӓш
968,schwimmen::V,avjenîn,илӓш
969,tauchen::V,qutxuyardin,цымаш
970,tauchen::V,noqîn,цымаш
971,rudern::V,qaîq ajotin,шуалташ
972,fahren::V,ajotin,кеӓш
973,fliegen::V,firîn,чонгештӓш
974,gehen::V,çûn,кеӓш
975,weggehen::V,çûn,кеӓш
976,abfahren::V,çûyin,кеӓш
977,anhalten::V,rawestîn,цӓрнӓш
978,hineingehen::V,ketin hundir,пыраш
979,eintreten::V,têketin,пыраш
980,kommen::V,hatin,толаш
981,ankommen::V,gihan,шоаш
982,ankommen::V,gihîştin,шоаш
983,zurückkommen::V,vegerandin,пöртӹлӓш
984,bleiben::V,sekinîn,кодаш
985,warten::V,payîn,вычаш
986,erwarten::V,payîn,вычаш
987,suchen::V,lêgerîn,кӹчӓлӓш
988,finden::V,peyda kirin,моаш
989,versuchen::V,çeribandin,путаяш
990,versuchen::V,çeribandin,цацаш
991,vorbereiten::V,amade kirin,поспейӹктӓш
992,lieben::V,hez kirin,яраташ
993,mögen::V,dil kirin,яраташ
994,lachen::V,kenîn,ваштылаш
995,rühren::V,hêjan,тӓрвӓтӓш
996,weinen::V,girîn,мӓгӹрӓш
997,schimpfen::V,pevçûn,свырседӓлӓш
998,sich ärgern::V,enirîn,шӹдешкӓш
999,sich fürchten::V,tirsîn,лӱдӓш
1000,fürchten::V,tirsin,лӱдӓш
1001,fliehen::V,bazdan,кыргыжаш
1002,flüchten::V,revîn,кыргыж шӹлӓш
1003,sehen::V,dîtin,ужаш
1004,anschauen::V,sêr kirin,анжалаш
1005,ansehen::V,hesibandin,анжаш
1006,hören::V,guhdar jirin,колаш
1007,zuhören::V,guhdarî kirin,колышташ
1008,probieren::V,tehm kirin,тотештӓш
1009,probieren::V,tehm kirin,подыл анжаш
1010,riechen::V,bihn kirin,ӱпшӹнзӓш
1011,fühlen::V,hîs kirin,шижӓш
1012,scheinen::V,xoyer kir,каяш
1013,zu sehen sein::V,diyar bûn,каяш
1014,vernehmen::V,bihîstin,колын колташ
1015,frieren::V,qerişîn,кӹлмаш
1016,frieren::V,qerişîn,тӹнгӹргӓш
1017,tun::V,kirin,ӹштӓш
1018,können::V,karin,кердӓш
1019,wollen::V,xwestîn,жалаяш
1020,anfangen::V,dest pêkirin,тӹнгӓлӓш
1021,beenden::V,xelas kirin,пӹтӓрӓш
1022,aufhören::V,xelas kirin,цӓрнӓш
1023,gelingen::V,çe bûn,цӓш лиӓш
1024,geraten::V,qewîmîn,лиӓш
1025,öffnen::V,vekirin,пачаш
1026,schließen::V,girtin,чӱчӓш
1027,stellen::V,danîn,шӹндӓш
1028,setzen::V,rûniştin,шӹндӓш
1029,legen::V,danîn,опташ
1030,legen::V,danîn,пиштӓш
1031,legen::V,razandin,опташ
1032,legen::V,razandin,пиштӓш
1033,berühren::V,lêketin,тӹкӓлӓш
1034,verbinden::V,anîn pê,пидӓш
1035,bedecken::V,sergirtin,леведӓш
1036,aufhängen::V,aliqandin,сӓкӓш
1037,anzünden::V,pêxistin,чӱктӓш
1038,aufheben::V,hildan,кузыкташ
1039,zurücklassen::V,hiştin,кодаш
1040,zurücklassen::V,vehiştin,кодаш
1041,verlieren::V,wendakirin,ямдаш
1042,fallen lassen::V,xistin bixe,кенвацтараш
1043,fallen lassen::V,xistin,кенвацтараш
1044,machen::V,kirin,ӹштӓш
1045,machen::V,çêkirin,ӹштӓш
1046,herstellen::V,çê kirin,йӓмдӹлӓш
1047,herstellen::V,peyda kirin,йӓмдӹлӓш
1048,bauen::V,lêkirin,ӹштӓш
1049,reparieren::V,veherînerîn,чиняш
1050,reparieren::V,veherînerîn,алалаш
1051,verbessern::V,sererastkirin,яжоэмден шӹндӓш
1052,ändern::V,degiş kirin,вашталташ
1053,graben::V,kolandin,капаяш
1054,beugen::V,tewîn,лывырташ
1055,beugen::V,tewîn,каклярташ
1056,beugen::V,xwar kirin,лывырташ
1057,beugen::V,xwar kirin,каклярташ
1058,biegen::V,tewandin,лывырташ
1059,biegen::V,xwarkirin,лывырташ
1060,drehen::V,fitilandin,сӓрӓш
1061,drehen::V,fitilandin,сӓрӹкӓлӓш
1062,wenden::V,zivîrin,сӓрӓлӓш
1063,umdrehen::V,vegerandin,сӓрӓлӓш
1064,heben::V,hildan,лӱктӓш
1065,hochheben::V,hildan,кузыкташ
1066,ergreifen::V,dest avêtin,хватяш
1067,halten::V,hîştin,кычаш
1068,halten::V,sekinîn,кычаш
1069,drücken::V,pêl kirin,темдӓш
1070,schieben::V,damdan,шӹкӓш
1071,kratzen::V,xurandin,нӹжӓш
1072,lecken::V,alastin,нылаш
1073,beißen::V,gez kirin,пыралаш
1074,abreißen::V,hilşandin,кӹрӓш
1075,abreißen::V,hilşandin,кышкед нӓлӓш
1076,abschneiden::V,jêkirin,шулаш
1077,abschneiden::V,jêkirin,лаштыклаш
1078,binden::V,girêdan,пидӓш
1079,stecken::V,têxistin,шыралаш
1080,brechen::V,şikandin,тодылаш
1081,brechen::V,şikandin,пыдырташ
1082,klopfen::V,kutandin,рушткаш
1083,hauen::V,li dan,шелӹштӓш
1084,kleben::V,zeliqîn,клейӓш
1085,kleben::V,şirêz kirin,клейӓш
1086,reiben::V,firikandin,нӹжӓш
1087,streichen::V,bax dan,шӹрӓш
1088,schleifen::V,çarkirin,шымаш
1089,schneiden::V,jêkirin,пӹчкӓш
1090,rütteln::V,hejandin,мыльгыкташ
1091,schütteln::V,daweşîn,цӹтӹртӓш
1092,schütteln::V,daweşîn,мыльгыкташ
1093,schwenken::V,têwdan,машыяш
1094,schütten::V,rijandin,опталаш
1095,füllen::V,dagirtin,темӓш
1096,einwickeln::V,pêçandin,пӹтӹрӓ́лӓш
1097,tragen::V,kişandin,намалаш
1098,tragen::V,rajtin,намалаш
1099,schleppen::V,kişandin,шӹдӹрӓш
1100,ziehen::V,kişandin,шыпшаш
1101,aufbewahren::V,hilandin,перегӓш
1102,werfen::V,avêtin,кӹшкӓш
1103,fangen::V,sem kirin,кычаш
1104,fangen::V,girtin,кычаш
1105,packen::V,pê girtin,хватяш
1106,verstecken::V,hîlanin,шӹлтӓш
1107,teilen::V,parvekirin,пайылаш
1108,schicken::V,şandin,колташ
1109,bringen::V,anîn,кандаш
1110,bringen::V,birin,кандаш
1111,hinzufügen::V,dan ser,
1112,hinzufügen::V,li tiştekî zêde kirin,
1113,bekommen::V,standin,лыкташ
1114,erhalten::V,standin,получаяш
1115,nehmen::V,girtin,налаш
1116,wählen::V,ray dan,айыраш
1117,auswählen::V,bijartin,айыраш
1118,bewahren::V,rê li ber girtin,перегӓш
1119,bewahren::V,lê xwedî derketin,перегӓш
1120,behindern::V,bara wi,мешӓйӓш
1121,verderben::V,heram bûn,портяш
1122,beschädigen::V,xerab kirin,шушырташ
1123,zerbrechen::V,şikênandin,пыдырташ
1124,zerbrechen::V,perçe kirin,пыдырташ
1125,zerreißen::V,qelişandin,кӹрӓш
1126,zerstören::V,hilşandin,шӓлӓтӓш
1127,verbrennen::V,şewitandin,йылаташ
1128,verbrennen::V,şewitandin,йылалташ
1129,geben::V,dan,пуаш
1130,geben::V,dayin,пуаш
1131,reichen::V,besbûn,пуаш
1132,reichen::V,têrkirin,пуаш
1133,schenken::V,diyarî kirin,подараш
1134,versprechen::V,soz dan,сöрӓш
1135,wünschen::V,dil kirin,жалаяш
1136,loben::V,pesinandin,хваляш
1137,küssen::V,maçkirin,шышшалаш
1138,wiegen::V,lorandin,лӱнгӓлтӓш
1139,wiegen::V,wezinandin,лӱнгӓлтӓш
1140,zudecken::V,nixumandin,пиштӓш
1141,wecken::V,bixwe hesandin,понгыжалтараш
1142,zeigen::V,şanîdan,анжыкташ
1143,führen::V,raber kirin,видӓш
1144,lehren::V,hîn kirin,тымдаш
1145,unterrichten::V,ders dan,тымдаш
1146,aufziehen::V,mesinkirin,кушташ
1147,leiten::V,rêberî kirin,видӓш
1148,leiten::V,rêberî kirin,вуйлаташ
1149,leiten::V,rêberî kirin,вуйлалташ
1150,antreiben::V,bezandin,талаштараш
1151,lassen::V,berdan,-ыкт
1152,lassen::V,hiştin,-ыкт
1153,einladen::V,dawet kirin,ӱжӓш
1154,vereinigen::V,bi yek kirin,иктештӓш
1155,besuchen::V,mêvan bûn,толаш
1156,treffen::V,rast hatin,вӓшлиӓш
1157,treffen::V,rast hatin,вӓшлиӓлтӓш
1158,sich versammeln::V,li hev çivîn,цымыргаш
1159,spielen::V,listin,мадаш
1160,singen::V,stran,мыраш
1161,tanzen::V,reqisîn,кушташ
1162,sich trennen::V,hew berdan,айырлаш
1163,verlassen::V,tanê hişt,шуаш
1164,verlassen::V,bêkes,шуаш
1165,retten::V,rihakirin,ытараш
1166,bewachen::V,raçavkirin,оролаш
1167,schützen::V,hemet kirin,перегӓш
1168,verteidigen::V,paraztin,перегӓш
1169,sich schlagen::V,li hev bezîn,шидӓлӓш
1170,sich schlagen::V,li hev bezîn,шиэдӓлӓш
1171,schießen::V,agir kirin,лӱӓш
1172,siegen::V,biser ketin,сӹнгӓш
1173,ärgern::V,xeyirandin,шӹдештӓрӓш
1174,schlagen::V,lêdan,пӓрен колташ
1175,schlagen::V,lêdan,хӹрӹктен колташ
1176,schlagen::V,lêxistin,пӓрен колташ
1177,schlagen::V,lêxistin,хӹрӹктен колташ
1178,treten::V,têlekirin,чымаш
1179,stechen::V,têrekirin,пышкылаш
1180,stoßen::V,lêketin,шыркедӓш
1181,stehlen::V,dizîn,шолышт толаш
1182,stehlen::V,dizî birin,шолышт толаш
1183,stören::V,aciz kirin,ӓрештӹлӓш
1184,belästigen::V,li tela yeki ketin,кӓньӹсӹрлӓндӓрӓш
1185,belästigen::V,li tela yeki ketin,шытырланыкташ
1186,verbergen::V,veşartin,шӹлтӓш
1187,verbergen::V,kemîndanîn,шӹлтӓш
1188,täuschen::V,xapandin,алталаш
1189,täuschen::V,xapandin,аталаш
1190,täuschen::V,lê zexeli kirin,алталаш
1191,täuschen::V,lê zexeli kirin,аталаш
1192,betrügen::V,xapandin,мошеньӹчӓйӓш
1193,töten::V,kûştin,пуштын шуаш
1194,wohnen::V,rûniştin,ӹлӓш
1195,arbeiten::V,kar kirin,пӓшӓлӓш
1196,arbeiten::V,kar kirin,ровотаяш
1197,arbeiten::V,şêxulin,пӓшӓлӓш
1198,arbeiten::V,şêxulin,ровотаяш
1199,sammeln::V,komkirin,погаш
1200,pflücken::V,çinîn,кӹрӓш
1201,jagen::V,nêçîr kirin,охотничӓйӓш
1202,fischen::V,masî girtin,кол кычаш
1203,fassen::V,pê girtin,кычаш
1204,fassen::V,sêm kirin,кычаш
1205,hüten::V,hei jê man,кӹтӓш
1206,treiben::V,bêherandin,шуруяш
1207,anbinden::V,tewilandin,ялшташ
1208,anbinden::V,tewilandin,ялышташ
1209,füttern::V,xwarine dan lê,пукшаш
1210,melken::V,dotin,шыпшылаш
1211,hacken::V,kolandin,роаш
1212,gießen::V,av dan,шӓвӓш
1213,reifen::V,kemilîn,кӱӓш
1214,reifen::V,kemilîn,поспейӓш
1215,zubereiten::V,çe kirin,йӓмдӹлӓш
1216,kochen::V,xwarin çe kirin,шолташ
1217,kochen::V,kelandin,шолташ
1218,backen::V,pijandin,кӱктӓш
1219,braten::V,qelandin,жӓрӓш
1220,braten::V,sor kirin,жӓрӓш
1221,umrühren::V,têvdan,намалаш
1222,stricken::V,hûnan,пидӓш
1223,nähen::V,kêl kirin,ыргаш
1224,färben::V,boyax kirin,пидӓш
1225,reinigen::V,paqijkirin,чиӓлтӓш
1226,waschen::V,şuştin,мышкаш
1227,abwischen::V,pakîj kirin,ӹштӓш
1228,spülen::V,şuştin,шӱӓлтӓш
1229,fegen::V,maliştin,ӹштӓш
1230,kehren::V,maliştin,ӹштӓш
1231,baden::V,serîşûştin,нӱштӹлӓш
1232,sich waschen::V,serîşûştin,мышкылташ
1233,ausziehen::V,jê kirin,кыдашаш
1234,anziehen::V,pê kirin,чиӓш
1235,sich anziehen::V,xwe kirin,чиӓш
1236,kämmen::V,şeh kirin,шерӓш
1237,schmücken::V,xemilandin,цеверемдӓш
1238,sagen::V,gotin,манаш
1239,sagen::V,gotin,келесӓш
1240,sagen::V,peyivîn,манаш
1241,sagen::V,peyivîn,келесӓш
1242,sprechen::V,peyivîn,манаш
1243,reden::V,axaftin,шайышташ
1244,sich unterhalten::V,hev biştaxilin,хытыраш
1245,sich unterhalten::V,hev biştaxilin,хытыргаш
1246,fragen::V,pirsîn,ядаш
1247,fragen::V,pirs kirin,ядаш
1248,bitten::V,tika kirin,ядаш
1249,erzählen::V,behs kirin,келесӓш
1250,mitteilen::V,vegotin,попаш
1251,mitteilen::V,vegotin,увертӓш
1252,mitteilen::V,vegotin,увертӓрӓш
1253,nennen::V,bi nav kirin,лӹмдӓш
1254,rufen::V,bakirin,ӱжӓш
1255,prahlen::V,pesnê xwe dan,хайзаш
1256,prahlen::V,pesnê xwe dan,шаргаланаш
1257,übersetzen::V,qulibandin,вашташ
1258,übersetzen::V,derbas kirin,вашташ
1259,denken::V,fikirîn,машанаш
1260,glauben::V,bawer bûn,ӹнянӓш
1261,bemerken::V,bala xwe dan,цаклаш
1262,bemerken::V,çac lê ketin,цаклаш
1263,erkennen::V,pêhesîn,пӓлӓш
1264,begreifen::V,fêmkirin,ынгылаш
1265,verstehen::V,fêmkirin,ынгылаш
1266,lernen::V,halmandin,тыменяш
1267,lernen::V,fêrbun,тыменяш
1268,wissen::V,zanîn,пӓлӓш
1269,sich erinnern an::V,bir bûn,ышештӓрӓш
1270,vergessen::V,ji bir kirin,монден кодаш
1271,messen::V,pê kanîn,висӓш
1272,zählen::V,hejmardin,шотаяш
1273,rechnen::V,hesibandin,шотаяш
1274,lesen::V,xwendin,лыдаш
1275,malen::V,rengandin,рисуяш
1276,malen::V,boyax kirin,рисуяш
1277,zeichnen::V,işaret kirin,ыдырка́лаш
1278,schreiben::V,nivîsandin,вазаш
1279,besitzen::V,hebûn,кы́чаш
1280,kaufen::V,kirîn,нӓлӓш
1281,verkaufen::V,firotin,выжалаш
1282,bezahlen::V,pere dan,тӱлӓш
1283,zahlen::V,pere dan,тӱлӓш
1284,zahlen::V,dayin,тӱлӓш
1285,beherrschen::V,zebt kirin,кы́чаш
1286,beherrschen::V,hukim kirin,кы́чаш
1287,ertragen::V,bihêzkirin,цӹтӓш
