,Concept_ID,ga,ps
96,Wolke::N,néal,ورېځ
97,Wolke::N,scamall,ورېځ
98,Regen::N,báisteach,وریا
99,Regen::N,báisteach,باران
100,Regen::N,fearthainn,وریا
101,Regen::N,fearthainn,باران
102,Schnee::N,sneachta,واوره
103,Eis::N,oighear,یخ
104,Eis::N,oighear,کنګل
105,Frost::N,sioc,یخ
106,Kälte::N,fuacht,ساړه
107,Hitze::N,teas,تودوخي
108,Hitze::N,teocht,تودوخي
109,Raureif::N,sioc bán,سپینه پرخه
110,Regenbogen::N,stua ceatha,بوډۍ ټال
111,Regenbogen::N,stua ceatha,سره زرغونه
112,Regenbogen::N,bogha báistí,بوډۍ ټال
113,Regenbogen::N,bogha báistí,سره زرغونه
114,Donner::N,toirneach,تالنده
115,Strömung::N,sruth,بهېدنه
116,Tropfen::N,deoir,قطره
117,Tropfen::N,deoir,څاڅکی
118,Schaum::N,cúr,ځګ
119,Schmutz::N,salachar,ناپاکي
120,See::N,loch,جهیل
121,Sumpf::N,portach,جبه
122,Moor::N,caorán,جبه
123,Moor::N,móinteán,جبه
124,Wiese::N,cluain,چمن
125,Wiese::N,cluain,شنېلی
126,Wiese::N,móinéar,چمن
127,Wiese::N,móinéar,شنېلی
128,Wald::N,coill,ځنګل
129,Wald::N,foraois,ځنګل
130,Hügel::N,ard,تپه
131,Anhöhe::N,ard,غونډۍ
132,Anhöhe::N,ardán,غونډۍ
133,Berg::N,sliabh,غ‍‍‍‍‍ر
134,Gipfel::N,barr,څوکه
135,Gipfel::N,mullach,څوکه
136,Höhle::N,uaimh,کاز
137,Höhle::N,pluais,کاز
138,Abhang::N,fána,لمن
139,Quelle::N,foinse,چینه
140,Bach::N,sruthán,واله
141,Fluss::N,abhainn,سیند
142,Ufer::N,bruach,غاړه
143,Küste::N,cósta,ساحل
144,Küste::N,cladach,ساحل
145,Festland::N,míntír,وچه
146,Meer::N,muir,بحر
147,Meer::N,muir,سمندر
148,Meer::N,farraige,بحر
149,Meer::N,farraige,سمندر
150,Bucht::N,bá,کارۍ
151,Bucht::N,cuan,کارۍ
152,Insel::N,inis,ټاپو
153,Insel::N,inis,جزيره
154,Insel::N,oileán,ټاپو
155,Insel::N,oileán,جزيره
156,Blume::N,bláth,ګل
157,Gras::N,féar,واښه
158,Wurzel::N,rúta,ریښه
159,Wurzel::N,fréamh,ریښه
160,Baum::N,crann,ونه
161,Stamm::N,stoc,ډډ
162,Stamm::N,tamhan,ډډ
163,Rinde::N,coirt,پوستکی
164,Rinde::N,craiceann,پوستکی
165,Ast::N,géag,ښاخ
166,Zweig::N,géag,څانګه
167,Zweig::N,craobh,څانګه
168,Blatt::N,duille,پاڼه
169,Blatt::N,duilleog,پاڼه
170,Birke::N,beith,توس
171,Birke::N,crann beithe,توس
172,Kiefer[Baum]::N,péine,نښتر
173,Weide[Baum]::N,saileach,وله
174,Tanne::N,giúis,ناجو
175,Horn::N,adharc,ښکر
176,Feder::N,cleite,بڼکه
177,Fell::N,clúmh,پوستکی
178,Flügel::N,eite,وزر
179,Flügel::N,sciathán,وزر
180,Klaue::N,crúb,پنجه
181,Klaue::N,crúb,منګول
182,Klaue::N,crobh,پنجه
183,Klaue::N,crobh,منګول
184,Kralle::N,crobh,پنجه
185,Kralle::N,crobh,منګول
186,Schwanz::N,eireaball,لکۍ
187,Ei::N,ubh,وۍ
188,Ei::N,ubh,هګۍ
189,Nest::N,nead,جاله
190,Bau::N,brocais,کاز
191,Tier::N,ainmhí,ژوی
192,Tier::N,ainmhí,حیوان
193,Tier::N,beithíoch,ژوی
194,Tier::N,beithíoch,حیوان
195,Herde::N,tréad,رمه
196,Herde::N,tréad,غېله
197,Kuh::N,bó,غوا
198,Bulle::N,tarbh,غوئی
199,Pferd::N,each,آس
200,Pferd::N,capall,آس
201,Schaf::N,caora,پسه
202,Schwein::N,muc,سرکوزی
203,Hund::N,madra,سپی
204,Katze::N,cat,پشه
205,Bär::N,béar,خرس
206,Eichhörnchen::N,iora,خړ لمی
207,Elch::N,eilc,ګوزن
208,Fuchs::N,sionnach,سپلم
209,Fuchs::N,madra rua,سپلم
210,Hase::N,giorria,سوی
211,Maus::N,luch,مږک
212,Wolf::N,mac tíre,لېوه
213,Vogel::N,éan,مرغه
214,Schwarm::N,saithe,سېل
215,Huhn::N,cearc,چرګه
216,Hahn::N,coileach,چرګ
217,Gans::N,gé,بته
218,Adler::N,iolar,عقاب
219,Ente::N,lacha,ایلۍ
220,Eule::N,ulchabhán,ګونګی
221,Kranich::N,grús,کلنګ
222,Krähe::N,caróg,کارغه
223,Krähe::N,préachán,کارغه
224,Kuckuck::N,cuach,فاخته
225,Schwan::N,eala,قو
226,Fisch::N,iasc,کب
227,Fisch::N,iasc,ماهی
228,Barsch::N,péirse,
229,Hecht::N,liús,
230,Schlange[Tier]::N,nathair,مار
231,Wurm::N,péist,چینجی
232,Spinne::N,damhán alla,غڼه
233,Spinne::N,damhán alla,تارکښ
234,Ameise::N,seangán,مېږی
235,Laus::N,míol,سپږه
236,Mücke::N,muiscít,ماشی
237,Mücke::N,corrmhíol,ماشی
238,Fliege::N,cuil,مچ
239,Fliege::N,cuileog,مچ
240,Schmetterling::N,féileacán,پتنګ
241,Beere::N,caor,مېوۍ
242,Apfel::N,úll,مڼه
243,Pilz::N,beacán,خرېړی
244,Pilz::N,muisiriún,خرېړی
245,Zwiebel::N,oinniún,پیاز
246,Saat::N,síol,تخم
247,Korn::N,gráinne,تخم
248,Korn::N,gráinne,دانه
249,Heu::N,féar,بوس
250,Heu::N,féar,پروړه
251,Schale::N,scaimh,پوستکی
252,Grube::N,poll,کنده
253,Falle::N,gaiste,دام
254,Falle::N,gaiste,لومه
255,Schlinge::N,sealán,کړۍ
256,Spur::N,rian,نښه
257,Asche::N,luaith,آس
258,Asche::N,luaith,ایره
259,Dreck::N,salachar,ناپاکي
260,Eisen::N,iarann,اوسپنه
261,Gold::N,ór,سره زر
262,Silber::N,airgead,نقره
263,Silber::N,airgead,سپین زر
264,Kohle::N,gual,سکور
265,Kohle::N,gual,سکاره
266,Glas::N,gloine,ښيښه
267,Lehm::N,cré,خټه
268,Sand::N,gaineamh,شګه
269,Mensch::N,duine,انسان
270,Mann::N,fear,سړی
271,Mann::N,fear,نارینه
272,Frau::N,bean,ښځه
273,Kind::N,gasúr,بچی
274,Kind::N,gasúr,ماشوم
275,Kind::N,páiste,بچی
276,Kind::N,páiste,ماشوم
277,Junge::N,buachaill,هلک
278,Mädchen::N,cailín,نجلۍ
279,Familie::N,teaghlach,کورنۍ
280,Familie::N,comhluadar,کورنۍ
281,Großvater::N,seanathair,بابا
282,Großmutter::N,seanmháthair,انا
283,Eltern::N,tuismitheoirí,مور او پلار
284,Vater::N,athair,پلار
285,Mutter::N,máthair,مور
286,Sohn::N,mac,زوی
287,Tochter::N,iníon,لور
288,Bruder::N,deartháir,ورور
289,Schwester::N,deirfiúr,خور
290,Onkel::N,uncail,تره
291,Onkel::N,uncail,ماما
292,Tante::N,aintín,خاله
293,Ehemann::N,fear céile,مېړه
294,Ehefrau::N,bean chéile,مېرمن
295,Freude::N,áthas,خوشحالي
296,Gelächter::N,gáire,خندا
297,Glück::N,séan,بخت
298,Glück::N,sonas,بخت
299,Kummer::N,brón,غم
300,Kummer::N,buairt,غم
301,Wunsch::N,guí,هيله
302,Wunsch::N,guí,غوښتنه
303,Wunsch::N,achainí,هيله
304,Wunsch::N,achainí,غوښتنه
305,Lust::N,fonn,شوق
306,Lust::N,fonn,مینه
307,Geist::N,meon,روح
308,Geist::N,spiorad,روح
309,Gedanke::N,smaoineamh,فکر
310,Gedächtnis::N,cuimhne,یاد
311,Gedächtnis::N,cuimhne,حافظه
312,Verstand::N,ciall,عقل
313,Verstand::N,ciall,شعور
314,Verstand::N,intinn,عقل
315,Verstand::N,intinn,شعور
316,Sinn::N,brí,معنی
317,Sinn::N,ciall,معنی
318,Grund::N,fáth,علت
319,Grund::N,fáth,اساس
320,Wahrheit::N,fírinne,حقیقت
321,Gespräch::N,comhrá,مرکه
322,Gespräch::N,comhrá,خبرې اترې
323,Märchen::N,scéal,افسانه
324,Erzählung::N,scéal,قصه
325,Erzählung::N,scéal,کیسه
326,Nachricht::N,teachtaireacht,خبر
327,Neuigkeit::N,scéala,نوی خبر
328,Name::N,ainm,نوم
329,Rätsel::N,tomhas,کیسۍ
330,Rätsel::N,tomhas,چیستان
331,Rede::N,óráid,وینا
332,Rede::N,aitheasc,وینا
333,Sprache::N,teanga,ژبه
334,Stimme::N,guth,غږ
335,Stimme::N,guth,اواز
336,Wort::N,focal,لغت
337,Wort::N,focal,کلمه
338,Zeichen::N,comhartha,نښه
339,Zeichen::N,comhartha,اشاره
340,Ruf::N,glaoch,ږغ
341,Ruf::N,glaoch,بلنه
342,Lärm::N,torann,غالمغال
343,Laut::N,fuaim,ږغ
344,Ton::N,ton,اواز
345,Lied::N,amhrán,غزله
346,Lied::N,amhrán,سندره
347,Ruhe::N,suaimhneas,ارامي
348,Leute::N,muintir,خلک
349,Volk::N,pobal,ولس
350,Arbeit::N,obair,کار
351,Gast::N,aoi,مېلمه
352,Geschenk::N,féirín,تحفه
353,Geschenk::N,féirín,سوغات
354,Geschenk::N,bronntanas,تحفه
355,Geschenk::N,bronntanas,سوغات
356,Spiel::N,cluiche,لوبه
357,Gesellschaft::N,comhluadar,ډله
358,Hilfe::N,cúnamh,کومک
359,Hilfe::N,cúnamh,مرسته
360,Hilfe::N,cabhair,کومک
361,Hilfe::N,cabhair,مرسته
362,Freund::N,cara,ملګری
363,Kamerad::N,comrádaí,انډيوال
364,Angelegenheit::N,ábhar,موضوع
365,Anzahl::N,líon,شمېر
366,Anzahl::N,líon,تعداد
367,Art::N,sórt,ډول
368,Art::N,saghas,ډول
369,Stück::N,píosa,ټوټه
370,Teil::N,cuid,برخه
371,Teil::N,páirt,برخه
372,Hälfte::N,leath,نیم
373,Kreis::N,ciorcal,دایره
374,Kreuz::N,cros,صلیب
375,Linie::N,líne,خط
376,Linie::N,líne,لیکه
377,Strich::N,stríoc,کرښه
378,Abstand::N,achar,فاصله
379,Entfernung::N,fad,واټن
380,Gegend::N,ceantar,سیمه
381,Gegend::N,ceantar,منطقه
382,Platz::N,áit,ځای
383,Platz::N,spás,ځای
384,Ort::N,áit,ځای
385,Seite::N,taobh,مخ
386,Seite::N,taobh,اړخ
387,Mitte::N,lár,وسط
388,Mitte::N,lár,مینځ
389,Gegenstand::N,ball,شی
390,Gegenstand::N,ábhar,شی
391,Sache::N,ní,شی
392,Sache::N,ní,څيز
393,Sache::N,rud,شی
394,Sache::N,rud,څيز
395,Rand::N,imeall,څنډه
396,Rand::N,imeall,کناره
397,Rand::N,ciumhais,څنډه
398,Rand::N,ciumhais,کناره
399,Kante::N,corr,اړخ
400,Kante::N,colbha,اړخ
401,Ecke::N,coirnéal,ګوټ
402,Spitze::N,gob,څوکه
403,Spitze::N,barr,څوکه
404,Ende::N,ceann,څوکه
405,Ende::N,foirceann,څوکه
406,Loch::N,poll,سوری
407,Winkel::N,cúinne,کنج
408,Winkel::N,cúinne,کوتی
409,Winkel::N,uillinn,کنج
410,Winkel::N,uillinn,کوتی
411,Muster::N,patrún,نمونه
412,Größe::N,méid,قد
413,Größe::N,méid,لويوالی
414,Größe::N,toise,قد
415,Größe::N,toise,لويوالی
416,Länge::N,fad,طول
417,Länge::N,fad,اوږد والی
418,Höhe::N,airde,جګوالی
419,Gewicht::N,meáchan,وزن
420,Menge::N,méid,اندازه
421,Haufen::N,cnap,کوټه
422,Reihe::N,líne,صف
423,Reihe::N,líne,کتار
424,Reihe::N,sraith,صف
425,Reihe::N,sraith,کتار
426,Boot::N,bád,قايق
427,Ruder::N,rámh,چپه
428,Ruder::N,maide rámha,چپه
429,Schlitten::N,carr sleamhnáin,ښویېدونی
430,Ski::N,scí,سکي
431,Lagerfeuer::N,tine champa,اور
432,Last::N,ualach,بار
433,Last::N,ualach,پېټی
434,Gang::N,siúlóid,تګ
435,Schritt::N,céim,ګام
436,Schritt::N,coiscéim,ګام
437,Norden::N,tuaisceart,شمال
438,Süden::N,deisceart,سوېل
439,Westen::N,iarthar,لوېدېځ
440,Osten::N,oirthear,شرق
441,Osten::N,oirthear,ختیځ
442,Holz::N,adhmad,لرګی
443,Brett::N,clár,تخته
444,Platte::N,leac,تخته
445,Stütze::N,taca,تکیوان
446,Stange::N,polla,ډاګه
447,Stange::N,cuaille,ډاګه
448,Stock::N,bata,لرګی
449,Stock::N,maide,لرګی
450,Stab::N,maide,چيخله
451,Stab::N,bachall,چيخله
452,Rohr::N,píopa,نل
453,Haus::N,teach,کور
454,Heim::N,baile,کور
455,Ofen::N,sornóg,تودنۍ
456,Fußboden::N,urlár,غولی
457,Tisch::N,bord,مېز
458,Tisch::N,tábla,مېز
459,Stuhl::N,cathaoir,چوکۍ
460,Wiege::N,cliabhán,زانګو
461,Bett::N,leaba,کټ
462,Bett::N,leaba,چپرکټ
463,Regal::N,seilf,تاخچۍ
464,Kiste::N,bosca,صندوق
465,Fenster::N,fuinneoig,کړکۍ
466,Tür::N,doras,دروازه
467,Tor::N,geata,دروازه
468,Zaun::N,fál,کټاره
469,Zaun::N,claí,کټاره
470,Dach::N,díon,بام
471,Leiter::N,dréimire,زينه
472,Besen::N,scuab,جارو
473,Spaten::N,spád,یوم
474,Spaten::N,rámhainn,یوم
475,Schaufel::N,sluasaid,بېلچه
476,Gabel::N,forc,پنجه
477,Gabel::N,gabhlóg,پنجه
478,Löffel::N,spúnóg,کاشوغه
479,Messer::N,scian,چاقو
480,Nagel::N,tairne,ميخ
481,Netz::N,líon,جال
482,Netz::N,eangach,جال
483,Haken::N,croch,څنګک
484,Griff::N,cos,لاستی
485,Griff::N,hanla,لاستی
486,Schloss::N,glas,کلپ
487,Bild::N,pictiúr,رسم
488,Figur::N,fíor,قدوقامت
489,Puppe::N,bábóg,ګوډۍ
490,Beutel::N,mála,کڅوړه
491,Beutel::N,mealbhóg,کڅوړه
492,Bündel::N,beart,دسته
493,Tasche::N,mála,بکس
494,Tasche::N,mála,توبره
495,Eimer::N,buicéad,سطل
496,Deckel::N,clár,سرپوښ
497,Deckel::N,claibín,سرپوښ
498,Geschirr::N,soithí,لوښی
499,Geschirr::N,gréithe,لوښی
500,Sack::N,sac,جوال
501,Sack::N,mála,جوال
502,Tasse::N,cupán,پیاله
503,Topf::N,pota,دېګی
504,Kessel::N,citeal,دېګ
505,Essen::N,béile,خوراک
506,Nahrung::N,bia,خوراک
507,Speise::N,mias,خواړه
508,Fleisch::N,feoil,غوښه
509,Getreide::N,grán,غله
510,Getreide::N,arbhar,غله
511,Brei::N,brúitín,اوګره
512,Brot::N,arán,ډوډۍ
513,Scheibe::N,píosa,مړۍ
514,Scheibe::N,slisne,مړۍ
515,Fett::N,saill,غوړي
516,Fett::N,méathras,غوړي
517,Butter::N,im,کوچ
518,Öl::N,ola,تېل
519,Salz::N,salann,مالګه
520,Suppe::N,sú,شوربا
521,Suppe::N,anraith,شوربا
522,Honig::N,mil,شات
523,Milch::N,bainne,شوده
524,Tee::N,tae,چای
525,Leder::N,leathar,څرمن
526,Wolle::N,olann,پشم
527,Stoff::N,éadach,ټوټه
528,Nadel::N,snáthaid,ستن
529,Faden::N,snáth,تار
530,Knopf::N,cnaipe,تڼۍ
531,Knopf::N,cnaipe,تکمه
532,Knoten::N,snaidhm,غوټه
533,Farbe::N,péint,رنګ
534,Kleidung::N,éadaí,کالي
535,Hemd::N,léine,کميس
536,Kragen::N,bóna,غاړه
537,Ärmel::N,muinchille,لستوڼی
538,Hose::N,bríste,پطلون
539,Hose::N,treabhsar,پطلون
540,Gürtel::N,crios,کمربند
541,Mütze::N,caipín,خولۍ
542,Schuh::N,bróg,بوټ
543,Stiefel::N,buatais,موزه
544,Ring::N,fáinne,ګوته
545,Band::N,ribín,فيته
546,Kamm::N,cíor,ګمنځ
547,Spiegel::N,scáthán,ایینه
548,Spiegel::N,scáthán,هنداره
549,Riemen::N,iall,تسمه
550,Riemen::N,strapa,تسمه
551,Schnur::N,téad,مزی
552,Schnur::N,sreangán,مزی
553,Leine::N,iall,رسۍ
554,Decke::N,pluid,بړستن
555,Decke::N,blaincéad,بړستن
556,Kissen::N,piliúr,بالښت
557,Kissen::N,adhartán,بالښت
558,Tuch::N,scaif,ټیکری
559,Handtuch::N,tuáille,دسمال
560,Kraft::N,fórsa,زور
561,Kraft::N,fórsa,توان
562,Stärke::N,neart,قوت
563,Gesundheit::N,sláinte,صحت
564,Gesundheit::N,sláinte,روغتیا
565,Krankheit::N,tinneas,مرض
566,Krankheit::N,tinneas,ناروغي
567,Krankheit::N,breoiteacht,مرض
568,Krankheit::N,breoiteacht,ناروغي
569,Schmerz::N,pian,درد
570,Wunde::N,goin,ټپ
571,Wunde::N,goin,زخم
572,Fieber::N,fiabhras,تبه
573,Arznei::N,cógas,دوا
574,Arznei::N,cógas,دارو
575,Brücke::N,droichead,پول
576,Brunnen::N,tobar,څاه
577,Brunnen::N,tobar,کوهی
578,Weide::N,féarach,وله
579,Pfad::N,cosán,تړه
580,Pfad::N,conair,تړه
581,Weg::N,slí,لیار
582,Weg::N,bealach,لیار
583,Straße::N,bóthar,سړک
584,Dorf::N,sráidbhaile,کلی
585,Stadt::N,baile,ښار
586,Stadt::N,cathair,ښار
587,Brief::N,litir,لیک
588,Brief::N,litir,مکتوب
589,Buch::N,cín,کتاب
590,Buch::N,leabhar,کتاب
591,Buchstabe::N,litir,حرف
592,Buchstabe::N,litir,توری
593,Zeitung::N,nuachtán,اخبار
594,Leben::N,saol,ژوند
595,Leben::N,beatha,ژوند
596,Tod::N,bás,مرګ
597,Tod::N,bás,مړینه
598,Grab::N,uaigh,قبر
599,Grab::N,uaigh,ډورۍ
600,Kirche::N,eaglais,کلیسا
601,Sünde::N,peaca,ګناه
602,Gott::N,dia,خدای
603,Arbeiter::N,oibrí,کاریګر
604,Chef::N,saoiste,آمر
605,Chef::N,ceannasaí,آمر
606,Meister::N,máistir,استاد
607,Arzt::N,lia,طبیب
608,Arzt::N,lia,ډاکټر
609,Arzt::N,dochtúir,طبیب
610,Arzt::N,dochtúir,ډاکټر
611,Lehrer::N,oide,معلم
612,Lehrer::N,oide,ښوونکی
613,Lehrer::N,múinteoir,معلم
614,Lehrer::N,múinteoir,ښوونکی
615,Geld::N,airgead,پیسې
616,Geschäft::N,gnó,سوداګري
617,Laden::N,siopa,دکان
618,Laden::N,siopa,مغازه
619,Preis::N,praghas,بیه
620,Ware::N,earra,مال
621,Nutzen::N,tairbhe,ګټه
622,Reichtum::N,rachmas,شتمني
623,Reichtum::N,saibhreas,شتمني
624,Welt::N,domhan,نړۍ
625,Welt::N,domhan,دنیا
626,Land::N,tír,هېواد
627,Staat::N,stát,دولت
628,König::N,rí,باچا
629,König::N,rí,پادشاه
630,Macht::N,cumhacht,قدرت
631,Grenze::N,críoch,حد
632,Grenze::N,críoch,سرحد
633,Grenze::N,teorainn,حد
634,Grenze::N,teorainn,سرحد
635,Krieg::N,cogadh,جګړه
636,Feind::N,namhaid,دښمن
637,Gewalt::N,foréigean,زور
638,Gewalt::N,foréigean,تشدد
639,Kampf::N,troid,جنګ
640,Kampf::N,troid,مبارزه
641,Bogen[Waffe]::N,bogha,لیندۍ
642,Pfeil::N,saighead,غشی
643,Gewehr::N,gunna,ټوپک
644,Fehler::N,botún,خطا
645,Fehler::N,botún,غلطي
646,Fehler::N,meancóg,خطا
647,Fehler::N,meancóg,غلطي
648,Lüge::N,bréag,دروغ
649,Lüge::N,éitheach,دروغ
650,Schaden::N,dochar,زیان
651,Schaden::N,dochar,تاوان
652,Schaden::N,damáiste,زیان
653,Schaden::N,damáiste,تاوان
654,Unglück::N,drochrath,بدبختي
655,Schuld::N,locht,ګناه
656,Schuld::N,milleán,ګناه
657,Alter::N,aois,منګ
658,Schluss::N,deireadh,اخر
659,Zeit::N,am,وخت
660,Zeit::N,aimsir,وخت
661,Tag::N,lá,ورځ
662,Morgen::N,maidin,سبا
663,Morgen::N,maidin,سهار
664,Mittag::N,nóin,غرمه
665,Abend::N,tráthnóna,ماښام
666,Nacht::N,oíche,شپه
667,Woche::N,seachtain,اونۍ
668,Monat::N,mí,مياشت
669,Jahr::N,bliain,کال
670,Frühling::N,earrach,پسرلی
671,Sommer::N,samhradh,دوبی
672,Herbst::N,fómhar,منی
673,Herbst::N,fómhar,خزان
674,Winter::N,geimhreadh,ژمی
675,Januar::N,Eanáir,جنوري
676,Februar::N,Feabhra,فبروري
677,März::N,Márta,مارچ
678,April::N,Aibreán,اپریل
679,Mai::N,Bealtaine,مې
680,Juni::N,Meitheamh,جون
681,Juli::N,Iúil,جولای
682,August::N,Lúnasa,اګست
683,September::N,Meán Fómhair,سپټامبر
684,Oktober::N,Deireadh Fómhair,اکتوبر
685,November::N,Samhain,نومبر
686,November::N,Mí na Samhna,نومبر
687,Dezember::N,Mí na Nollag,دسمبر
688,Montag::N,Luan,دوشنبه
689,Montag::N,Dé Luain,دوشنبه
690,Dienstag::N,Máirt,سه شنبه
691,Dienstag::N,Dé Máirt,سه شنبه
692,Mittwoch::N,Céadaoin,چارشنبه
693,Mittwoch::N,Dé Céadaoin,چارشنبه
694,Donnerstag::N,Déardaoin,پنجشنبه
695,Freitag::N,Aoine,جمعه
696,Freitag::N,Dé hAoine,جمعه
697,Samstag::N,Satharn,خالي
698,Samstag::N,Dé Sathairn,خالي
699,Sonntag::N,Domhnach,یکشنبه
700,Sonntag::N,Dé Domhnaigh,یکشنبه
701,groß::A,mór,لوی
702,klein::A,beag,وړوکی
703,lang::A,fada,اوړد
704,kurz::A,gearr,لنډ
705,kurz::A,gairid,لنډ
706,breit::A,leathan,پراخه
707,breit::A,fairsing,پراخه
708,schmal::A,cúng,تنګ
709,dicht::A,dlúth,ګڼ
710,dick[Gegenstand]::A,tiubh,پنډ
711,dünn::A,caol,نری
712,dünn::A,tanaí,نری
713,fein::A,scáinte,نازک
714,fein::A,fíneálta,نازک
715,fest::A,daingean,کلک
716,fest::A,daingean,ټینګ
717,flach::A,cothrom,هوار
718,glatt::A,mín,ښوی
719,glatt::A,sleamhain,ښوی
720,hart::A,crua,کلک
721,weich::A,bog,نرم
722,weich::A,bog,پوست
723,rund::A,cruinn,ګرد
724,spitz::A,gobach,تېره
725,spitz::A,biorach,تېره
726,scharf::A,géar,تېز
727,scharf::A,géar,تېره
728,scharf::A,faobhrach,تېز
729,scharf::A,faobhrach,تېره
730,stumpf::A,maol,پڅ
731,schwer::A,trom,دروند
732,schön::A,álainn,ښکلی
733,heiß::A,te,تود
734,warm::A,te,تود
735,kalt::A,fuar,ېخ
736,kalt::A,fuar,سوړ
737,kühl::A,fionnuar,ېخ
738,kühl::A,fionnuar,سوړ
739,frisch::A,úr,تازه
740,frisch::A,friseáilte,تازه
741,feucht::A,tais,مرطوب
742,nass::A,fliuch,لوند
743,trocken::A,tirim,وچ
744,voll::A,lán,ډک
745,leer::A,folamh,خالی
746,offen::A,oscailte,خلاص
747,offen::A,oscailte,پرانیستی
748,geschlossen::A,dúnta,تړلی
749,geschlossen::A,druidte,تړلی
750,sauber::A,glan,پاک
751,schmutzig::A,salach,چټل
752,roh::A,amh,خام
753,reif::A,aibí,پوخ
754,reif::A,aibí,رسېدلی
755,lecker::A,blasta,خوندور
756,lecker::A,blasta,مزه دار
757,süß::A,milis,خوږ
758,süß::A,milis,شیرین
759,bitter::A,searbh,تریخ
760,sauer::A,géar,ټاک
761,sauer::A,géar,تريو
762,sauer::A,searbh,ټاک
763,sauer::A,searbh,تريو
764,hell::A,geal,روڼ
765,hell::A,geal,روښان
766,hell::A,soilseach,روڼ
767,hell::A,soilseach,روښان
768,dunkel::A,dorcha,تیاره
769,schwarz::A,dubh,تور
770,weiß::A,bán,سپين
771,rot::A,dearg,سور
772,gelb::A,buí,زېړ
773,blau::A,gorm,شین
774,blau::A,gorm,اسماني رنګه
775,grün::A,glas,زرغون
776,grün::A,uaine,زرغون
777,grau::A,liath,خړ
778,bunt::A,ildathach,رنګارنګ
779,bunt::A,dathannach,رنګارنګ
780,billig::A,saor,ارزان
781,teuer::A,daor,ګران
782,teuer::A,costasach,ګران
783,wertvoll::A,luachmhar,قیمتي
784,blind::A,dall,ړوند
785,blind::A,caoch,ړوند
786,taub::A,bodhar,کوڼ
787,kräftig::A,cumhachtach,قوی
