,Concept_ID,cv,ru
185,Mücke::N,вӑрӑм туна,комар
186,Fliege::N,шӑна,муха
187,Schmetterling::N,лӗпӗш,бабочка
188,Beere::N,ҫырла,ягода
189,Apfel::N,улма,яблоко
190,Apfel::N,пан улми,яблоко
191,Pilz::N,кӑмпа,гриб
192,Zwiebel::N,сухан,луковица
193,Saat::N,вӑрӑ,семя
194,Korn::N,тӗшӗ,зерно
195,Korn::N,пӗрчӗ,зерно
196,Heu::N,утӑ,сено
197,Schale::N,хупӑ,шелуха
198,Grube::N,шӑтӑк,яма
199,Falle::N,тапӑ,ловушка
200,Falle::N,капкӑн,ловушка
201,Schlinge::N,йӑлӑ,силок
202,Spur::N,йӗр,след
203,Asche::N,кӗл,зола
204,Asche::N,кӗл,пепел
205,Dreck::N,пылчӑк,грязь
206,Eisen::N,тимӗр,железо
207,Gold::N,ылтӑн,золото
208,Silber::N,кӗмӗл,серебро
209,Kohle::N,кӑмрӑк,уголь
210,Glas::N,кӗленче,стекло
211,Lehm::N,тӑм,глина
212,Sand::N,хӑйӑр,песок
213,Mensch::N,ҫын,человек
214,Mensch::N,этем,человек
215,Mann::N,ар,мужчина
216,Frau::N,хӗрарӑм,женщина
217,Kind::N,ача,ребенок
218,Junge::N,ача,мальчик
219,Junge::N,ар ҫын ача,мальчик
220,Mädchen::N,хӗр ача,девочка
221,Familie::N,ҫемье,семья
222,Familie::N,кил-йыш,семья
223,Großvater::N,кукаҫи,дедушка
224,Großmutter::N,кукамай,бабушка
225,Eltern::N,аҫа-ама,родители
226,Vater::N,атте,отец
227,Mutter::N,анне,мать
228,Sohn::N,ывӑл,сын
229,Tochter::N,хӗр,дочь
230,Bruder::N,ар тӑван,брат
231,Schwester::N,аппа,сестра
232,Schwester::N,йӑмӑк,сестра
233,Onkel::N,мучи,дядя
234,Onkel::N,пичче,дядя
235,Tante::N,аппа,тетя
236,Ehemann::N,упӑшка,муж
237,Ehefrau::N,арӑм,жена
238,Freude::N,савӑнӑҫ,радость
239,Freude::N,хаваслӑх,радость
240,Gelächter::N,кулӑ,смех
241,Glück::N,телей,счастье
242,Glück::N,ӑраскал,счастье
243,Kummer::N,хурлӑх,горе
244,Wunsch::N,ӗмӗт,желание
245,Wunsch::N,кӑмӑл,желание
246,Lust::N,кӑмӑл,влечение
247,Geist::N,чун-чӗм,дух
248,Geist::N,ыр-усал,дух
249,Geist::N,чун хавалӗ,дух
250,Gedanke::N,шухӑш,мысль
251,Gedächtnis::N,ас,память
252,Verstand::N,ӑс,ум
253,Verstand::N,ӑс-тӑн,ум
254,Verstand::N,ӑс-хакӑл,ум
255,Sinn::N,тупсӑм,смысл
256,Sinn::N,пӗлтерӗш,смысл
257,Grund::N,сӑлтав,повод
258,Wahrheit::N,чӑнлӑх,правда
259,Gespräch::N,калаҫу,беседа
260,Märchen::N,юмах,сказка
261,Erzählung::N,акалав,рассказ
262,Erzählung::N,каласа пани,рассказ
263,Nachricht::N,хыпар,сообщение
264,Neuigkeit::N,ҫӗнӗ хыпар,новость
265,Name::N,ят,имя
266,Rätsel::N,сутмалли юмах,загадка
267,Rede::N,сӑмах,речь
268,Sprache::N,чӗлхе,язык
269,Stimme::N,сасӑ,голос
270,Wort::N,сӑмах,слово
271,Zeichen::N,паллӑ,знак
272,Ruf::N,йыхрав,зов
273,Ruf::N,чӗнӳ,зов
274,Lärm::N,шав,шум
275,Laut::N,сасӑ,звук
276,Ton::N,сасӑ,звучание
277,Lied::N,юрӑ,песня
278,Ruhe::N,канӑҫлӑх,покой
279,Ruhe::N,лӑпкӑлӑх,покой
280,Leute::N,ҫамрӑксем,люди
281,Leute::N,ҫамрӑк ҫынсем,люди
282,Volk::N,халӑх,народ
283,Arbeit::N,ӗҫхӗл,работа
284,Arbeit::N,ӗҫлев,работа
285,Gast::N,хӑна,гость
286,Geschenk::N,парне,подарок
287,Geschenk::N,кучченеҫ,подарок
288,Spiel::N,вӑйӑ,игра
289,Gesellschaft::N,общество,общество
290,Hilfe::N,пулӑшу,помощь
291,Freund::N,тус,друг
292,Kamerad::N,юлташ,приятель
293,Kamerad::N,тус,приятель
294,Angelegenheit::N,ӗҫ,дело
295,Anzahl::N,йыш,количество
296,Anzahl::N,хисеп,количество
297,Art::N,тӗс,вид
298,Stück::N,татӑк,кусок
299,Teil::N,пай,часть
300,Hälfte::N,ҫурӑ,половина
301,Kreis::N,ункӑ,круг
302,Kreis::N,ҫавракӑш,круг
303,Kreuz::N,хӗрес,крест
304,Linie::N,йӗр,линия
305,Strich::N,йӗр,черта
306,Abstand::N,хушӑ,промежуток
307,Entfernung::N,хушӑ,расстояние
308,Gegend::N,вырӑн,местность
309,Platz::N,хутлӑх,пространство
310,Ort::N,вырӑн,место
311,Seite::N,ен,сторона
312,Seite::N,аяк,сторона
313,Seite::N,айӑк,сторона
314,Mitte::N,варӑ,середина
315,Gegenstand::N,япала,предмет
316,Sache::N,япала,вещь
317,Rand::N,вӗҫ,край
318,Rand::N,хӗрӗ,край
319,Rand::N,хӗрри,край
320,Kante::N,хайкача,ребро
321,Kante::N,хысак,ребро
322,Ecke::N,кӗтес,угол
323,Spitze::N,вӗҫ,кончик
324,Ende::N,вӗҫ,конец
325,Loch::N,шӑтӑк,дыра
326,Winkel::N,кӗтес,угол
327,Muster::N,эреш,узор
328,Größe::N,пысӑкӑш,размер
329,Länge::N,вӑрӑмӑш,длина
330,Höhe::N,ҫӳллӗш,высота
331,Gewicht::N,виҫе,вес
332,Gewicht::N,йывӑрӑш,вес
333,Menge::N,йыш,количество
334,Haufen::N,купа,куча
335,Reihe::N,рет,ряд
336,Boot::N,кимӗ,лодка
337,Ruder::N,кӗсмен,весло
338,Schlitten::N,ҫуна,сани
339,Ski::N,йӗлтӗр,лыжа
340,Lagerfeuer::N,вут,костер
341,Lagerfeuer::N,кӑвайт,костер
342,Last::N,сулмаклӑх,тяжесть
343,Last::N,йывӑр япала,тяжесть
344,Gang::N,куҫӑм,ход
345,Schritt::N,утӑм,шаг
346,Schritt::N,пусӑм,шаг
347,Norden::N,ҫурҫӗр,север
348,Süden::N,кӑнтӑр,юг
349,Westen::N,анӑҫ,запад
350,Westen::N,хӗвел анӑҫ,запад
351,Osten::N,хӗвел тухӑҫ,восток
352,Holz::N,йывӑҫ,древесина
353,Brett::N,хӑма,доска
354,Platte::N,плита,плита
355,Stütze::N,ура,подпорка
356,Stange::N,шерте,жердь
357,Stock::N,патак,палка
358,Stab::N,шӑчӑ,шест
359,Rohr::N,пӑрӑх,труба
360,Haus::N,ҫурт,дом
361,Heim::N,кил,дом
362,Ofen::N,кӑмака,печь
363,Fußboden::N,урай,пол
364,Tisch::N,сӗтел,стол
365,Stuhl::N,пукан,стул
366,Wiege::N,сӑпка,колыбель
367,Bett::N,кравать,постель
368,Regal::N,ҫӳлӗк,полка
369,Regal::N,сентре,полка
370,Kiste::N,ещӗк,ящик
371,Kiste::N,сунтӑх,ящик
372,Fenster::N,чӳрече,окно
373,Tür::N,алӑк,дверь
374,Tor::N,хапха,ворота
375,Zaun::N,хӳме,забор
376,Dach::N,тӑрӑ,крыша
377,Leiter::N,пусма,лестница
378,Besen::N,шӑпӑр,метла
379,Spaten::N,кӗреҫе,лопата
380,Schaufel::N,кӗреҫе,совок
381,Gabel::N,вилка,вилка
382,Löffel::N,кашӑк,ложка
383,Messer::N,ҫӗҫӗ,нож
384,Nagel::N,пӑта,гвоздь
385,Netz::N,тетел,сеть
386,Haken::N,йӑрхах,крюк
387,Haken::N,ҫекӗл,крюк
388,Griff::N,хӑлӑп,ручка
389,Schloss::N,ҫӑра,замок
390,Bild::N,сӑн,картина
391,Bild::N,сӑнлӑх,картина
392,Bild::N,картина,картина
393,Figur::N,кӗлетке,фигура
394,Puppe::N,пукане,кукла
395,Beutel::N,михӗ,мешок
396,Bündel::N,ҫыхӑ,связка
397,Bündel::N,тӗрке,связка
398,Tasche::N,сумка,сумка
399,Eimer::N,витре,ведро
400,Deckel::N,хупӑ,крышка
401,Geschirr::N,савӑт-сапа,посуда
402,Sack::N,михӗ,мешок
403,Tasse::N,курка,чашка
404,Topf::N,кастрюль,кастрюля
405,Kessel::N,хуран,котел
406,Essen::N,апат,еда
407,Nahrung::N,апат-ҫимӗс,пища
408,Speise::N,апат,блюдо
409,Speise::N,апат,кушанье
410,Speise::N,ҫимӗҫ,блюдо
411,Speise::N,ҫимӗҫ,кушанье
412,Fleisch::N,аш,мясо
413,Fleisch::N,какай,мясо
414,Getreide::N,тырӑ,хлеб
415,Brei::N,пӑтӑ,каша
416,Brot::N,ҫӑкӑр,хлеб
417,Scheibe::N,чӗлӗ,ломоть
418,Scheibe::N,касӑк,ломоть
419,Fett::N,ҫу,жир
420,Butter::N,ҫу,масло
421,Öl::N,ҫу,масло
422,Salz::N,тӑвар,соль
423,Suppe::N,яшка,суп
424,Honig::N,пыл,мед
425,Milch::N,сӗт,молоко
426,Tee::N,чей,чай
427,Leder::N,сӑран,кожа
428,Wolle::N,ҫӑм,шерсть
429,Stoff::N,тӗртӗм,ткань
430,Nadel::N,йӗп,игла
431,Faden::N,ҫип,нитка
432,Knopf::N,тӳме,пуговица
433,Knoten::N,йӑлӑ,узел
434,Farbe::N,сӑрӑ,краска
435,Kleidung::N,тум,одежда
436,Kleidung::N,ҫипуҫ,одежда
437,Kleidung::N,тум-тир,одежда
438,Hemd::N,кӗпе,рубашка
439,Kragen::N,ҫуха,воротник
440,Ärmel::N,ҫанӑ,рукав
441,Hose::N,шӑлавар,брюки
442,Gürtel::N,пиҫиххи,пояс
443,Mütze::N,ҫӗлӗк,шапка
444,Schuh::N,пушмак,ботинок
445,Schuh::N,ботинок,ботинок
446,Stiefel::N,атӑ,сапог
447,Ring::N,ҫӗрӗ,кольцо
448,Band::N,хаю,лента
449,Band::N,йӗсме,лента
450,Kamm::N,тура,расческа
451,Spiegel::N,тӗкӗр,зеркало
452,Spiegel::N,куҫ кӗски,зеркало
453,Riemen::N,чӗн,ремень
454,Schnur::N,кантра,веревка
455,Leine::N,касмӑк,поводок
456,Decke::N,утиял,одеяло
457,Kissen::N,ҫытар,подушка
458,Kissen::N,минтер,подушка
459,Tuch::N,тутӑр,платок
460,Handtuch::N,ал шӑлли,полотенце
461,Kraft::N,вӑй,сила
462,Kraft::N,хӑват,сила
463,Stärke::N,хал,крепость
464,Stärke::N,хӑват,крепость
465,Gesundheit::N,хал,здоровье
466,Gesundheit::N,сывлӑх,здоровье
467,Krankheit::N,чир,болезнь
468,Schmerz::N,ырату,боль
469,Wunde::N,суран,рана
470,Fieber::N,сив чир,лихорадка
471,Fieber::N,сив чир,температура
472,Arznei::N,эмел,лекарство
473,Brücke::N,кӗпер,мост
474,Brunnen::N,ҫӑл,колодец
475,Brunnen::N,пусӑ,колодец
476,Weide::N,ҫаран,пастбище
477,Pfad::N,йӗр,тропа
478,Pfad::N,сукмак,тропа
479,Weg::N,ҫул,путь
480,Weg::N,ҫул,дорога
481,Weg::N,ҫул-йӗр,путь
482,Weg::N,ҫул-йӗр,дорога
483,Straße::N,ҫӳрев,улица
484,Straße::N,ҫӳрев,дорога
485,Straße::N,ҫул ҫӳрени,улица
486,Straße::N,ҫул ҫӳрени,дорога
487,Dorf::N,ял,деревня
488,Stadt::N,хула,город
489,Brief::N,ҫыру,письмо
490,Buch::N,кӗнеке,книга
491,Buchstabe::N,сас палли,буква
492,Zeitung::N,хаҫат,газета
493,Leben::N,пурнӑҫ,жизнь
494,Tod::N,вилӗм,смерть
495,Grab::N,масар шӑтӑкӗ,могила
496,Kirche::N,чиркӳ,церковь
497,Sünde::N,ҫылӑх,грех
498,Gott::N,турӑ,бог
499,Arbeiter::N,рабочи,рабочий
500,Chef::N,пуҫлӑх,начальник
501,Meister::N,ӑста,мастер
502,Meister::N,мастер,мастер
503,Arzt::N,врач,врач
504,Arzt::N,тухтӑр,врач
505,Lehrer::N,учитель,учитель
506,Lehrer::N,вӗрентекен,учитель
507,Geld::N,укҫа,деньги
508,Geschäft::N,бизнес,занятие
509,Laden::N,магазин,магазин
510,Preis::N,хак,цена
511,Ware::N,тавар,товар
512,Nutzen::N,пайта,выгода
513,Reichtum::N,мул,богатство
514,Welt::N,тӗнче,мир
515,Land::N,ҫӗр-шыв,страна
516,Staat::N,патшàлӑх,государство
517,König::N,король,король
518,Macht::N,власть,власть
519,Grenze::N,чикӗ,граница
520,Krieg::N,вӑрҫӑ,война
521,Feind::N,тӑшман,враг
522,Gewalt::N,ирӗксӗрлӳ,насилие
523,Kampf::N,кӗрешӳ,борьба
524,Bogen[Waffe]::N,ухӑ,лук
525,Pfeil::N,ҫӗмрен,стрела
526,Pfeil::N,ухӑ йӗппи,стрела
527,Gewehr::N,пӑшал,ружье
528,Fehler::N,йӑнӑш,ошибка
529,Lüge::N,суя,ложь
530,Lüge::N,ултав,ложь
531,Schaden::N,сиен,вред
532,Unglück::N,шар,беда
533,Unglück::N,инкек,беда
534,Schuld::N,айӑп,вина
535,Alter::N,ҫул шучӗ,возраст
536,Schluss::N,пӗтни,окончание
537,Schluss::N,пӗтмӗш,окончание
538,Zeit::N,вӑхӑт,время
539,Tag::N,кун,день
540,Morgen::N,ир,утро
541,Mittag::N,кӑнтӑрла,полдень
542,Abend::N,каҫ,вечер
543,Nacht::N,каҫ,ночь
544,Woche::N,эрне,неделя
545,Monat::N,уйӑх,месяц
546,Jahr::N,ҫулталӑк,год
547,Frühling::N,ҫур,весна
548,Frühling::N,ҫуркунне,весна
549,Sommer::N,ҫу,лето
550,Sommer::N,ҫулла,лето
551,Herbst::N,кӗр,осень
552,Herbst::N,кӗркунне,осень
553,Winter::N,хӗл,зима
554,Winter::N,хӗлле,зима
555,Januar::N,январь,январь
556,Februar::N,февраль,февраль
557,Februar::N,кӗҫӗн кӑрлач,февраль
558,März::N,март,март
559,März::N,пуш уйӑхӗ,март
560,April::N,апрель,апрель
561,Mai::N,май,май
562,Juni::N,июнь,июнь
563,Juli::N,июль,июль
564,August::N,август,август
565,September::N,сентябрь,сентябрь
566,September::N,авӑн уйӑхӗ,сентябрь
567,Oktober::N,октябрь,октябрь
568,November::N,ноябрь,ноябрь
569,Dezember::N,раштав,декабрь
570,Dezember::N,декабрь,декабрь
571,Montag::N,тунти кун,понедельник
572,Dienstag::N,ытлари кун,вторник
573,Mittwoch::N,юн кун,среда
574,Donnerstag::N,кӗҫнерни кун,четверг
575,Freitag::N,эрне кун,пятница
576,Samstag::N,шӑмат кун,суббота
577,Sonntag::N,вырсарни кун,воскресенье
578,groß::A,пысӑк,большой
579,klein::A,пӗчӗк,маленький
580,lang::A,вӑрӑм,длинный
581,kurz::A,кӗске,короткий
582,breit::A,сарлака,широкий
583,schmal::A,ансӑр,узкий
584,dicht::A,йӑвӑ,густой
585,dick[Gegenstand]::A,хулӑн,толстый
586,dünn::A,ҫинҫе,тонкий
587,dünn::A,ҫӳхе,тонкий
588,fein::A,тарай,тонкий
589,fein::A,вӗлтӗрти,тонкий
590,fest::A,тӗреклӗ,крепкий
591,flach::A,лаптак,плоский
592,glatt::A,такӑр,гладкий
593,hart::A,хытӑ,твердый
594,weich::A,ҫемҫе,мягкий
595,rund::A,ҫавра,круглый
596,spitz::A,шӗвӗр,остроконечный
597,scharf::A,ҫивӗч,острый
598,stumpf::A,мӑка,тупой
599,stumpf::A,пуклак,тупой
600,stumpf::A,тӗрӗнчӗк,тупой
601,stumpf::A,ӑнкарусӑр,тупой
602,schwer::A,йывӑр,тяжелый
603,schön::A,илемлӗ,красивый
604,heiß::A,вӗри,жаркий
605,warm::A,ӑшӑ,теплый
606,kalt::A,сивӗ,холодный
607,kühl::A,уҫӑ,прохладный
608,frisch::A,уҫӑ,свежий
609,feucht::A,йӗпе,влажный
610,nass::A,нӳрӗ,мокрый
611,trocken::A,типӗ,сухой
612,voll::A,тулли,полный
613,voll::A,тулли,наполненный
614,leer::A,пушӑ,пустой
615,offen::A,уҫӑ,открытый
616,geschlossen::A,хупӑ,закрытый
617,sauber::A,таса,чистый
618,schmutzig::A,пылчӑклӑ,грязный
619,schmutzig::A,вараланчӑк,грязный
620,roh::A,чӗрӗ,сырой
621,reif::A,пулнӑ,зрелый
622,reif::A,пиҫӗхнӗ,зрелый
623,reif::A,аталаннӑ,зрелый
624,reif::A,пиҫсе ҫитнӗ,зрелый
625,lecker::A,тутлӑ,вкусный
626,lecker::A,техӗмлӗ,вкусный
627,süß::A,пылак,сладкий
628,bitter::A,йӳҫӗ,горький
629,sauer::A,йӳҫӗ,кислый
630,sauer::A,йӳҫек,кислый
631,sauer::A,кӑвасак,кислый
632,hell::A,ҫутӑ,светлый
633,dunkel::A,тӗттӗм,темный
634,schwarz::A,хура,черный
635,weiß::A,шурӑ,белый
636,rot::A,хӗрлӗ,красный
637,gelb::A,сарӑ,желтый
638,blau::A,кӑвак,синий
639,grün::A,симӗс,зеленый
640,grün::A,пиҫмен,зеленый
641,grün::A,ӑс пухман,зеленый
642,grau::A,кӑвак,серый
643,bunt::A,чӑпар,пестрый
644,billig::A,йӳнӗ,дешевый
645,teuer::A,хаклӑ,дорогой
646,wertvoll::A,паха,ценный
647,blind::A,суккӑр,слепой
648,taub::A,хӑлхасӑр,глухой
649,kräftig::A,хӑватлӑ,могучий
650,stark::A,вирлӗ,сильный
651,schwach::A,халсӑр,слабый
652,fett::A,самӑр,жирный
653,fett::A,мӑнтӑр,жирный
654,schlank::A,йӑрӑс,стройный
655,schlank::A,яштака,стройный
656,hübsch::A,хитре,прелестный
657,böse::A,усал,злой
658,dumm::A,ухмах,глупый
659,faul::A,наян,ленивый
660,faul::A,юлхав,ленивый
661,faul::A,ӳркенчӗк,ленивый
662,fleißig::A,хастар,прилежный
663,geizig::A,хытӑ,жадный
664,klug::A,ӑслӑ,умный
665,geschickt::A,ӑста,искусный
666,lieb::A,савнӑ,милый
667,lustig::A,хаваслӑ,веселый
668,sanft::A,ачаш,нежный
669,hungrig::A,выҫӑ,голодный
670,krank::A,чирлӗ,больной
671,nackt::A,ҫара,голый
672,traurig::A,салхуллӑ,грустный
673,lebendig::A,чӗрӗ,живой
674,gut::A,аван,хороший
675,gut::A,лайӑх,хороший
676,schlecht::A,япӑх,плохой
677,schlecht::A,начар,плохой
678,richtig::A,тӗрӗс,правильный
679,schlimm::A,йӗрӗнчӗк,отвратительный
680,schlimm::A,йӗрӗнчӗк,мерзкий
681,wahr::A,чӑн,настоящий
682,alt::A,кивӗ,старый
683,neu::A,ҫӗнӗ,новый
684,ehemalig::A,пулнӑ,бывший
685,alt[Lebewesen]::A,ватӑ,пожилой
686,jung::A,яш,молодой
687,jung::A,ҫамрӑк,молодой
688,arm::A,чухӑн,бедный
689,reich::A,пуян,богатый
690,bekannt::A,пӗлӗш,знакомый
691,berühmt::A,чаплӑ,знаменитый
692,fremd::A,ют,чужой
693,verschieden::A,расна,разный
694,nah::A,ҫывӑх,близкий
695,nah::A,ҫывӑхри,близкий
696,fern::A,инҫе,далекий
697,fern::A,аякри,далекий
698,linker::A,сулахай,левый
699,rechter::A,сылтӑм,правый
700,anderer::A,урӑх,другой
701,erster::A,пӗрремӗш,первый
702,zweiter::A,иккӗмӗш,второй
703,dritter::A,виҫҫӗмӗш,третий
704,letzter::A,юлашки,последний
705,allein::ADV,пӗччен,один
706,auf einmal::ADV,кӗмӗрккен,сразу
707,zusammen::ADV,пӗрле,вместе
708,lange::ADV,вӑрах,долго
709,plötzlich::ADV,сасартӑк,вдруг
710,sofort::ADV,тӳрех,тотчас
711,später::ADV,кайран,позже
712,jetzt::ADV,халь,сейчас
713,jetzt::ADV,халӗ,сейчас
714,heute::ADV,паян,сегодня
715,morgen::ADV,ыран,завтра
716,bald::ADV,халех,скоро
717,bald::ADV,кӗҫех,скоро
718,dann::ADV,унтан,потом
719,gestern::ADV,ӗнер,вчера
720,einst::ADV,пӗррехинче,однажды
721,damals::ADV,ун чухне,тогда
722,damals::ADV,апла пулсан,тогда
723,danach::ADV,унтан,затем
724,vorher::ADV,малтан,раньше
725,zuerst::ADV,пирвай,сперва
726,einmal::ADV,пӗррехинче,раз
727,manchmal::ADV,хӑш чухне,иногда
728,oft::ADV,тӑтӑш,часто
729,immer::ADV,ялан,всегда
730,niemals::ADV,нихӑҫан та,никогда
731,hier::ADV,кунта,здесь
732,hierhin::ADV,кунта,сюда
733,von hier::ADV,кунтан,отсюда
734,dort::ADV,унта,там
735,dort::ADV,ҫавӑнта,там
736,dorthin::ADV,унта,туда
737,dorthin::ADV,ҫавӑнта,туда
738,geradeaus::ADV,тикӗс,прямо
739,vorwärts::ADV,малалла,вперед
740,rückwärts::ADV,хыҫала,назад
741,zurück::ADV,каялла,обратно
742,unten::ADV,аялта,внизу
743,hinab::ADV,аялта,вниз
744,oben::ADV,ҫӳлте,наверху
745,hinauf::ADV,ҫӳле,вверх
