,Concept_ID,es,kl
137,Meer::N,mar,imaq
138,Bucht::N,cala,ikeq
139,Bucht::N,cala,kangerluk
140,Bucht::N,cala,kangerliumaneq
141,Bucht::N,bahía,ikeq
142,Bucht::N,bahía,kangerluk
143,Bucht::N,bahía,kangerliumaneq
144,Insel::N,isla,qeqertaq
145,Blume::N,flor,naasoq
146,Gras::N,hierba,ivigaq
147,Wurzel::N,raíz,niulutaq
148,Baum::N,árbol,orpik
149,Stamm::N,tronco,kanaartaq
150,Rinde::N,corteza,ameraq
151,Ast::N,rama,avalequt
152,Zweig::N,ramo,avalequt
153,Blatt::N,hoja,pilutaq
154,Birke::N,abedul,patitsit
155,Kiefer[Baum]::N,pino,
156,Weide[Baum]::N,sauce,palleq
157,Tanne::N,abeto,orsuerneq
158,Horn::N,asta,nassuk
159,Horn::N,cuerno,nassuk
160,Feder::N,pluma,suluk
161,Fell::N,piel,ameq
162,Flügel::N,ala,suluk
163,Flügel::N,ala,isaroq
164,Klaue::N,garra,kukik
165,Kralle::N,uña,kukik
166,Kralle::N,garra,kukik
167,Schwanz::N,cola,pamioq
168,Schwanz::N,cola,paperuusaq
169,Ei::N,huevo,mannik
170,Nest::N,nido,ullut
171,Bau::N,madriguera,ini
172,Tier::N,animal,uumasoq
173,Herde::N,rebaño,unguukkat
174,Kuh::N,vaca,ussik
175,Bulle::N,toro,angukulak
176,Bulle::N,toro,anguteralak
177,Bulle::N,toro,angutikulooq
178,Pferd::N,caballo,
179,Schaf::N,oveja,sava
180,Schwein::N,cerdo,puuluki
181,Hund::N,perro,qimmeq
182,Katze::N,gato,puisaaq
183,Bär::N,oso,allaq
184,Eichhörnchen::N,ardilla,sissinnguaq
185,Elch::N,alce,
186,Fuchs::N,zorro,terianniaq
187,Hase::N,liebre,ukaleq
188,Maus::N,ratón,teriannguaq
189,Wolf::N,lobo,amaroq
190,Vogel::N,ave,timmiaq
191,Vogel::N,pájaro,timmiaq
192,Schwarm::N,bandada,
193,Huhn::N,gallina,kukkukooq
194,Huhn::N,gallina,marloraaqaaq
195,Hahn::N,gallo,kiasiusaq
196,Gans::N,oca,nerleq
197,Gans::N,ganso,nerleq
198,Adler::N,águila,nattoralik
199,Ente::N,pato,
200,Eule::N,lechuza,uppik
201,Kranich::N,grulla,qorlorfik
202,Krähe::N,corneja,tuluatsiaq
203,Kuckuck::N,cuco,kukkooq
204,Schwan::N,cisne,qussuk
205,Fisch::N,pez,aalisagaq
206,Barsch::N,perca,
207,Hecht::N,lucio,
208,Schlange[Tier]::N,serpiente,pulateriarsuk
209,Schlange[Tier]::N,serpiente,pulateriaarsuk
210,Wurm::N,gusano,
211,Spinne::N,araña,aasiaq
212,Spinne::N,araña,nissavaarsuk
213,Ameise::N,hormiga,uniaaluk
214,Laus::N,piojo,kumak
215,Mücke::N,mosquito,ippernaq
216,Fliege::N,mosca,ippernaq
217,Schmetterling::N,mariposa,paluaq
218,Schmetterling::N,mariposa,pakkaluaq
219,Schmetterling::N,mariposa,utsuppaluaq
220,Schmetterling::N,mariposa,taqaleqisaaq
221,Beere::N,baya,paarmaq
222,Beere::N,baya,paarngaq
223,Apfel::N,manzana,iipili
224,Pilz::N,seta,anngiusaq
225,Pilz::N,hongo,anngiusaq
226,Zwiebel::N,cebolla,uanitsoq
227,Saat::N,siembra,naatsiiassaq
228,Korn::N,grano,maannineq
229,Heu::N,heno,
230,Schale::N,cáscara,niutsivik
231,Schale::N,cáscara,ilulissaq qaartussaq
232,Grube::N,foso,itersaq
233,Falle::N,trampa,pualavoq
234,Schlinge::N,lazo,orseq
235,Schlinge::N,lazo,norloq
236,Spur::N,huella,tumaa
237,Asche::N,ceniza,arsat
238,Dreck::N,suciedad,minguk
239,Eisen::N,hierro,savimineq
240,Eisen::N,hierro,saffiugassaq
241,Gold::N,oro,kuulti
242,Silber::N,plata,siilviuvoq
243,Kohle::N,carbón,aamarsuit aamaruutissat
244,Glas::N,vidrio,igalaaq
245,Glas::N,vidrio,imertarfik
246,Glas::N,vidrio,igalaamineq
247,Glas::N,cristal,igalaaq
248,Glas::N,cristal,imertarfik
249,Glas::N,cristal,igalaamineq
250,Lehm::N,barro,marraq
251,Sand::N,arena,sioqqat
252,Mensch::N,hombre,inuk
253,Mensch::N,hombre,silamiu
254,Mensch::N,ser humano,inuk
255,Mensch::N,ser humano,silamiu
256,Mann::N,hombre,angut
257,Frau::N,mujer,arnaq
258,Kind::N,niño,meeraq
259,Junge::N,chico,nukappiaraq
260,Junge::N,muchacho,nukappiaraq
261,Mädchen::N,chica,arnannguaq
262,Mädchen::N,muchacha,arnannguaq
263,Familie::N,familia,ilaqutakka
264,Familie::N,familia,ilaqutariit
265,Großvater::N,abuelo,aatak
266,Großmutter::N,abuela,aanaq
267,Eltern::N,padres,angajoqqaat
268,Vater::N,padre,ataata
269,Vater::N,padre,ataataq
270,Mutter::N,madre,anaana
271,Sohn::N,hijo,erneq
272,Tochter::N,hija,panik
273,Bruder::N,hermano,ani
274,Bruder::N,hermano,aqqaluk
275,Bruder::N,hermano,qatanngut
276,Schwester::N,hermana,naja
277,Schwester::N,hermana,aleqa
278,Schwester::N,hermana,qatanngut
279,Onkel::N,tío,akkak
280,Tante::N,tía,aja
281,Tante::N,tía,ajak
282,Tante::N,tía,atsak
283,Ehemann::N,esposo,ui
284,Ehefrau::N,esposa,nuliaq
285,Freude::N,placer,tipaatsussuseq
286,Freude::N,alegría,tipaatsussuseq
287,Gelächter::N,risa,illaq
288,Gelächter::N,carcajada,illaq
289,Glück::N,felicidad,usornaat
290,Glück::N,felicidad,usornarsuseq
291,Kummer::N,pena,
292,Wunsch::N,deseo,kissaat
293,Lust::N,ganas,illigussuseq
294,Lust::N,ganas,piummaseq
295,Geist::N,mente,anerneq
296,Geist::N,mente,toornaq
297,Geist::N,espíritu,anerneq
298,Geist::N,espíritu,toornaq
299,Gedanke::N,idea,isumassaq
300,Gedanke::N,pensamiento,isumassaq
301,Gedächtnis::N,memoria,eqqaamannissuseq
302,Verstand::N,razón,isuma
303,Verstand::N,razón,sianissut
304,Verstand::N,razón,misigissut
305,Verstand::N,razón,sianissuseq
306,Verstand::N,razón,silaqassuseq
307,Verstand::N,entendimiento,isuma
308,Verstand::N,entendimiento,sianissut
309,Verstand::N,entendimiento,misigissut
310,Verstand::N,entendimiento,sianissuseq
311,Verstand::N,entendimiento,silaqassuseq
312,Sinn::N,sentido,isuma
313,Sinn::N,significado,isuma
314,Grund::N,causa,patsit
315,Wahrheit::N,verdad,sallusuissut
316,Gespräch::N,conversación,
317,Märchen::N,cuento,oqalualaarut
318,Märchen::N,cuento,oqaluasaaq
319,Erzählung::N,cuento,oqaluttuaq
320,Erzählung::N,narración,oqaluttuaq
321,Nachricht::N,mensaje,oqaassut
322,Nachricht::N,mensaje,oqqersuut
323,Neuigkeit::N,noticia,tusarnartaq
324,Name::N,nombre,ateq
325,Rätsel::N,acertijo,nalorsitsaarut
326,Rätsel::N,adivinanza,nalorsitsaarut
327,Rede::N,discurso,oqaluuseq
328,Sprache::N,lengua,oqaatsit
329,Stimme::N,voz,erinaq
330,Stimme::N,voz,qarluuseq
331,Wort::N,palabra,oqaasii
332,Zeichen::N,señal,nalunaaqqut
333,Ruf::N,llamada,qaaqqussut
334,Lärm::N,ruido,perpaluk
335,Lärm::N,barullo,perpaluk
336,Laut::N,sonido,torsukattak
337,Ton::N,tono,erinaq
338,Lied::N,canción,taalliaq
339,Lied::N,canción,erinarsuut
340,Ruhe::N,calma,qatsunganeq
341,Ruhe::N,silencio,qatsunganeq
342,Leute::N,gente,inuiak
343,Leute::N,gente,inuiaqatigiit
344,Volk::N,pueblo,inuiaat
345,Arbeit::N,trabajo,suliaq
346,Gast::N,huésped,qaaqqusaq
347,Gast::N,invitado,qaaqqusaq
348,Geschenk::N,regalo,pajugut
349,Spiel::N,juego,
350,Gesellschaft::N,compañía,
351,Hilfe::N,ayuda,annertoqqut
352,Hilfe::N,socorro,annertoqqut
353,Freund::N,amigo,tiliaq
354,Freund::N,amigo,ikinngut
355,Kamerad::N,camarada,tiliaq
356,Kamerad::N,camarada,ikinngut
357,Kamerad::N,compañero,tiliaq
358,Kamerad::N,compañero,ikinngut
359,Angelegenheit::N,asunto,
360,Anzahl::N,cantidad,
361,Art::N,tipo,ileqquuseq
362,Art::N,clase,ileqquuseq
363,Stück::N,pieza,nakkaalaniku
364,Teil::N,parte,tassiaasat
365,Hälfte::N,mitad,affaq
366,Kreis::N,círculo,kaajaluinneq or kaajaluitsoq
367,Kreuz::N,cruz,sanningasulik
368,Linie::N,línea,tittaq
369,Linie::N,línea,titarneq
370,Strich::N,raya,
371,Strich::N,trazo,
372,Abstand::N,distancia,aku
373,Abstand::N,distancia,ikiaq
374,Entfernung::N,distancia,asi
375,Gegend::N,región,nuna
376,Gegend::N,comarca,nuna
377,Platz::N,espacio,ini
378,Platz::N,espacio,inissaq
379,Ort::N,sitio,sumiiffik
380,Seite::N,lado,saneraq
381,Seite::N,costado,saneraq
382,Mitte::N,medio,qiteq
383,Mitte::N,centro,qiteq
384,Gegenstand::N,objeto,
385,Sache::N,cosa,pigisaq
386,Rand::N,borde,sini
387,Rand::N,borde,akerfineq
388,Kante::N,borde,akerfineq
389,Ecke::N,esquina,teqeqqoq
390,Ecke::N,esquina,tikeqqoq
391,Spitze::N,punta,inngik
392,Ende::N,cabo,isu
393,Ende::N,extremo,isu
394,Loch::N,agujero,putu
395,Loch::N,abertura,putu
396,Winkel::N,ángulo,teqeqqorissaat
397,Muster::N,dibujo,ilisserut
398,Größe::N,tamaño,angissuseq
399,Länge::N,longitud,takissuseq
400,Höhe::N,altura,
401,Höhe::N,altitud,
402,Gewicht::N,peso,oqimaalutaq
403,Menge::N,cantidad,amerlassuseq
404,Haufen::N,montón,eqimattat
405,Reihe::N,fila,allunaasaq
406,Boot::N,bote,qajaq
407,Boot::N,bote,angallat
408,Boot::N,bote,umiatsiaq
409,Boot::N,barca,qajaq
410,Boot::N,barca,angallat
411,Boot::N,barca,umiatsiaq
412,Ruder::N,remo,iput
413,Schlitten::N,trineo,qamutit
414,Schlitten::N,trineo,qimusseq
415,Ski::N,esquí,ataarut
416,Lagerfeuer::N,hoguera,
417,Last::N,carga,nammagaq
418,Gang::N,marcha,
419,Schritt::N,paso,allorneq
420,Norden::N,norte,avannaq
421,Süden::N,sur,qava
422,Süden::N,sur,kujat
423,Süden::N,sur,kujataa
424,Westen::N,oeste,kitaa
425,Osten::N,este,kangi
426,Holz::N,madera,qisuk
427,Brett::N,tabla,salliligaq
428,Platte::N,placa,qaateq
429,Platte::N,plancha,qaateq
430,Stütze::N,sostén,ajagutaq
431,Stütze::N,sostén,ajaagutaq
432,Stütze::N,soporte,ajagutaq
433,Stütze::N,soporte,ajaagutaq
434,Stange::N,vara,kaaviffik
435,Stange::N,percha,kaaviffik
436,Stock::N,palo,ajaappissat
437,Stock::N,bastón,ajaappissat
438,Stab::N,vara,ajaappissat
439,Stab::N,bastón,ajaappissat
440,Rohr::N,tubo,sullulik
441,Haus::N,casa,illu
442,Heim::N,hogar,
443,Ofen::N,estufa,kissarsuut
444,Fußboden::N,suelo,nateq
445,Tisch::N,mesa,allattarfik
446,Stuhl::N,silla,issiavik
447,Stuhl::N,silla,issiaffik
448,Wiege::N,cuna,uaasoq
449,Bett::N,cama,nallavik
450,Regal::N,estantería,ilisivik
451,Kiste::N,caja,sakissat
452,Kiste::N,caja,illerfiusaq
453,Fenster::N,ventana,aki
454,Fenster::N,ventana,igalaaq
455,Tür::N,puerta,matu
456,Tor::N,puerta,isaaffik
457,Zaun::N,valla,saputit
458,Zaun::N,cercado,saputit
459,Dach::N,techo,qaliaq
460,Dach::N,tejado,qaliaq
461,Leiter::N,escalera,tummeqqat
462,Leiter::N,escalera,majuartarfiit
463,Besen::N,escoba,saligutit
464,Spaten::N,pala,nivaataq
465,Schaufel::N,pala,nivaataq
466,Schaufel::N,paleta,nivaataq
467,Gabel::N,tenedor,qilluaq
468,Gabel::N,tenedor,ajassaatit
469,Löffel::N,cuchara,alussaat
470,Messer::N,cuchillo,savik
471,Nagel::N,clavo,kukik
472,Netz::N,red,anguffaseq
473,Haken::N,gancho,nissik
474,Haken::N,gancho,qarsorsaq
475,Haken::N,gancho,qarsorsartoq
476,Haken::N,corchete,nissik
477,Haken::N,corchete,qarsorsaq
478,Haken::N,corchete,qarsorsartoq
479,Griff::N,asa,ipi
480,Griff::N,mango,ipi
481,Schloss::N,cerradura,illussaarsuaq
482,Bild::N,imagen,assiliaq
483,Figur::N,figura,kisitsit
484,Puppe::N,muñeca,inuusaq
485,Beutel::N,bolsa,
486,Bündel::N,haz,qilertaq
487,Tasche::N,bolso,pooqattaq
488,Eimer::N,cubo,
489,Deckel::N,tapa,matu
490,Deckel::N,tapadera,matu
491,Geschirr::N,vajilla,anut
492,Sack::N,saco,
493,Tasse::N,taza,tiitorfik
494,Tasse::N,taza,tiitorfiup ilorlia
495,Topf::N,olla,qoqqoq
496,Topf::N,marmita,qoqqoq
497,Kessel::N,caldera,uunnaavik
498,Essen::N,comida,igaaq
499,Nahrung::N,alimento,neqissaq
500,Speise::N,plato,nerisassat
501,Fleisch::N,carne,neqi
502,Getreide::N,cereales,maannineq
503,Brei::N,puré,
504,Brei::N,papilla,
505,Brot::N,pan,iffit
506,Brot::N,pan,iffiaq
507,Scheibe::N,lonja,igalaassiaq
508,Scheibe::N,rebanada,igalaassiaq
509,Fett::N,grasa,tarnutissaq
510,Fett::N,grasa,tarnutissiaq
511,Butter::N,mantequilla,punneq
512,Öl::N,aceite,uulia
513,Salz::N,sal,taratsut
514,Suppe::N,sopa,qajoq
515,Honig::N,miel,tungusunnitsuut
516,Milch::N,leche,immuk
517,Tee::N,té,tii
518,Tee::N,té,teeq
519,Leder::N,cuero,
520,Wolle::N,lana,nuersagassiaq
521,Stoff::N,tela,milliaq
522,Stoff::N,tela,qarlissiaq
523,Stoff::N,tejido,milliaq
524,Stoff::N,tejido,qarlissiaq
525,Nadel::N,aguja,meqqut
526,Faden::N,hilo,ujalussiaq
527,Knopf::N,botón,attat
528,Knoten::N,nudo,akeroq
529,Knoten::N,nudo,qilerneq
530,Farbe::N,pintura,qalipaat
531,Kleidung::N,ropa,atisat
532,Kleidung::N,ropa,annoraaq
533,Kleidung::N,vestidos,atisat
534,Kleidung::N,vestidos,annoraaq
535,Hemd::N,camisa,ilupaaq
536,Kragen::N,cuello,qungasiinnaq
537,Ärmel::N,manga,aaq
538,Hose::N,pantalón,qarliit
539,Gürtel::N,cinturón,qiterut
540,Gürtel::N,cinturón,unngersaq
541,Mütze::N,gorro,nasaq
542,Schuh::N,zapato,skuu
543,Schuh::N,zapato,ikernuk
544,Schuh::N,zapato,ateraasaq
545,Stiefel::N,bota,kamik
546,Ring::N,anillo,assammiu
547,Band::N,cinta,qilerutissiaq
548,Kamm::N,peine,illaagutit
549,Kamm::N,peine,illaajaatit pl.
550,Spiegel::N,espejo,tarrarsuut
551,Riemen::N,correa,allunaaq
552,Schnur::N,cuerda,kujaaq
553,Schnur::N,cuerda,allunaasaq
554,Leine::N,correa,aleq
555,Decke::N,manta,qipik
556,Kissen::N,almohada,akit
557,Tuch::N,pañuelo,qarlissiaq
558,Handtuch::N,toalla,allarut
559,Handtuch::N,toalla,allarterut
560,Kraft::N,fuerza,pissak
561,Stärke::N,fuerza,qerattarsaat
562,Gesundheit::N,salud,peqqisusseq
563,Krankheit::N,enfermedad,nappaat
564,Schmerz::N,dolor,anniaat
565,Wunde::N,llaga,iki
566,Wunde::N,herida,iki
567,Fieber::N,fiebre,nappaat qanimanartoq
568,Arznei::N,medicina,imigassaq
569,Arznei::N,medicamento,imigassaq
570,Brücke::N,puente,ikaartarfik
571,Brunnen::N,pozo,tissaluttuliaq
572,Weide::N,pasto,masarsuk
573,Pfad::N,sendero,aqqut
574,Weg::N,camino,aggerfik
575,Straße::N,vía,aqqusineq
576,Straße::N,carretera,aqqusineq
577,Dorf::N,aldea,nunaqarfik
578,Dorf::N,pueblo,nunaqarfik
579,Stadt::N,ciudad,illorpaat
580,Stadt::N,ciudad,illorpalik
581,Brief::N,carta,allagarsiaq
582,Buch::N,libro,atuakkat
583,Buch::N,libro,mappersagaq
584,Buchstabe::N,letra,naqinneq
585,Buchstabe::N,carácter,naqinneq
586,Zeitung::N,diario,aviisi
587,Zeitung::N,periódico,aviisi
588,Leben::N,vida,inuussuseq
589,Tod::N,muerte,toqu
590,Tod::N,muerte,toquneq
591,Grab::N,tumba,iliveq
592,Grab::N,tumba,illissat
593,Grab::N,sepulcro,iliveq
594,Grab::N,sepulcro,illissat
595,Kirche::N,iglesia,oqaluffik
596,Sünde::N,pecado,ajorti
597,Gott::N,dios,
598,Arbeiter::N,obrero,sulisoq
599,Arbeiter::N,trabajador,sulisoq
600,Chef::N,jefe,ittoqut
601,Meister::N,maestro,naalagaq
602,Arzt::N,médico,katsorsaasoq
603,Lehrer::N,profesor,ilinniartitsisoq
604,Geld::N,dinero,aningaasat
605,Geschäft::N,negocio,niuertarfik
606,Laden::N,tienda,niuertarfik
607,Preis::N,precio,aki
608,Ware::N,mercancía,qaliata pii
609,Ware::N,mercancía,nioqqutissaq
610,Nutzen::N,provecho,iluaqut
611,Reichtum::N,riqueza,
612,Welt::N,mundo,nunarsuaq
613,Land::N,país,nuna
614,Staat::N,Estado,
615,König::N,rey,kunngi
616,Macht::N,poder,pissaassuseq
617,Macht::N,potencia,pissaassuseq
618,Grenze::N,frontera,killik
619,Krieg::N,guerra,sorsunneq
620,Feind::N,enemigo,akeraq
621,Feind::N,enemigo,akerartorti
622,Feind::N,enemigo,qinngarsuisoq
623,Gewalt::N,violencia,
624,Kampf::N,lucha,sorsunneq
625,Kampf::N,combate,sorsunneq
626,Bogen[Waffe]::N,arco,
627,Pfeil::N,flecha,qalugiusaq
628,Gewehr::N,fusil,aallaat
629,Gewehr::N,escopeta,aallaat
630,Fehler::N,error,kukkuneq
631,Fehler::N,error,paarlaappaa
632,Lüge::N,mentira,
633,Schaden::N,daño,
634,Unglück::N,desgracia,perluut
635,Schuld::N,culpa,akiitsugaq
636,Schuld::N,culpa,akiligassaq
637,Alter::N,edad,utoqqaq
638,Schluss::N,fin,isu
639,Schluss::N,final,isu
640,Zeit::N,tiempo,ulloq
641,Zeit::N,tiempo,akuttoqatigiinneq
642,Tag::N,día,ulloq
643,Morgen::N,mañana,ullaaq
644,Mittag::N,mediodía,ulloqeqqa
645,Abend::N,noche,unnuk
646,Nacht::N,noche,unnuaq
647,Woche::N,semana,sapaatip akunnera
648,Monat::N,mes,qaammat
649,Jahr::N,año,ukioq
650,Frühling::N,primavera,upernaaq
651,Sommer::N,verano,aasaq
652,Herbst::N,otoño,ukiaq
653,Winter::N,invierno,ukioq
654,Januar::N,enero,siulleeq
655,Januar::N,enero,qaammaliaq
656,Februar::N,febrero,aarlaat
657,März::N,marzo,marsi
658,März::N,marzo,martsi
659,April::N,abril,
660,Mai::N,mayo,maaji
661,Juni::N,junio,juuni
662,Juli::N,julio,juuli
663,August::N,agosto,aggusti
664,September::N,septiembre,septembari
665,Oktober::N,octubre,oktobari
666,November::N,noviembre,novembari
667,Dezember::N,diciembre,detsembari
668,Montag::N,lunes,ataasinngortoq
669,Dienstag::N,martes,marlunngorneq
670,Mittwoch::N,miércoles,pingasunngorneq
671,Donnerstag::N,jueves,sisamanngorneq
672,Freitag::N,viernes,tallimanngorneq
673,Samstag::N,sábado,arfininngorneq
674,Sonntag::N,domingo,sapaat
675,Sonntag::N,domingo,sapaati
676,groß::A,grande,angivoq
677,klein::A,pequeño,mikivoq
678,lang::A,largo,takisooq
679,kurz::A,corto,naatsoq
680,breit::A,ancho,silippoq
681,schmal::A,estrecho,amitsoq
682,dicht::A,denso,torsusooq
683,dick[Gegenstand]::A,grueso,issuvoq
684,dick[Gegenstand]::A,grueso,issusooq
685,dünn::A,fino,amitsoq
686,dünn::A,delgado,amitsoq
687,fein::A,fino,mamarpoq
688,fein::A,delicado,mamarpoq
689,fest::A,firme,tangeqarpoq
690,fest::A,sólido,tangeqarpoq
691,flach::A,plano,nalimmappoq
692,glatt::A,liso,quasak
693,hart::A,duro,mattusooq
694,hart::A,duro,manngerpoq
695,hart::A,duro,titeqquluppoq
696,weich::A,muelle,nerumaarpoq
697,rund::A,redondo,ammallorippoq
698,spitz::A,agudo,qummukujooq
699,spitz::A,apuntado,qummukujooq
700,scharf::A,agudo,ipippoq
701,scharf::A,afilado,ipippoq
702,stumpf::A,sin filo,anngerpoq
703,schwer::A,pesado,oqimaappoq
704,schön::A,bello,kusanarpoq
705,schön::A,hermoso,kusanarpoq
706,heiß::A,caluroso,kiappoq
707,warm::A,cálido,oqorpoq
708,warm::A,caliente,oqorpoq
709,kalt::A,frío,issippoq
710,kühl::A,fresco,pueqqortippoq
711,frisch::A,fresco,
712,feucht::A,húmedo,isugutavoq
713,feucht::A,húmedo,qaasernarpoq
714,nass::A,mojado,imerorpoq
715,trocken::A,seco,panerpoq
716,voll::A,lleno,ulikkaarpoq
717,leer::A,vacío,imaattuarpoq
718,offen::A,abierto,ammavoq
719,geschlossen::A,cerrado,matuvoq
720,sauber::A,limpio,eqqippoq
721,sauber::A,limpio,sukuluippoq
722,sauber::A,limpio,ipeqanngilaq
723,schmutzig::A,sucio,tapappoq
724,schmutzig::A,sucio,minguppoq
725,roh::A,crudo,aapavoq
726,reif::A,maduro,qaarulerpoq
727,lecker::A,rico,
728,lecker::A,sabroso,
729,süß::A,dulce,tungusunnippoq
730,bitter::A,amargo,qasilippoq
731,sauer::A,agrio,
732,hell::A,claro,qaamavoq
733,dunkel::A,oscuro,qernerpoq
734,schwarz::A,negro,qernerpoq
735,weiß::A,blanco,qaqorpoq
736,rot::A,rojo,aappaluppoq
737,gelb::A,amarillo,sungaarpoq
738,blau::A,azul,tungujorpoq
739,grün::A,verde,qorsooqqippoq
740,grau::A,gris,qaserpoq
741,bunt::A,multicolor,
742,billig::A,barato,akikippoq
743,teuer::A,caro,
744,wertvoll::A,valioso,erlinnarpoq
745,wertvoll::A,precioso,erlinnarpoq
746,blind::A,ciego,tappiippoq
747,blind::A,ciego,isigisaqanngilaq
748,taub::A,sordo,tusilarpoq
749,kräftig::A,fuerte,pissaq
750,kräftig::A,fuerte,pissarsuaq
751,stark::A,fuerte,sanngivoq
752,stark::A,vigoroso,sanngivoq
753,schwach::A,débil,nakuippoq
754,fett::A,obeso,pualavoq
755,schlank::A,esbelto,tuappoq
756,hübsch::A,mono,aatsialaq
757,hübsch::A,guapo,aatsialaq
758,böse::A,malo,ajorpoq
759,dumm::A,tonto,taqajak
760,dumm::A,tonto,sikkilluppoq
761,dumm::A,tonto,qaatusimasaqanngilaq
762,dumm::A,estúpido,taqajak
763,dumm::A,estúpido,sikkilluppoq
764,dumm::A,estúpido,qaatusimasaqanngilaq
765,faul::A,vago,eqiasuppoq
